327476868259409922	positive	Cheets ! http://t.co/nh6ZZPhVuo schauen wir mal , ob der @RRRattle grad raus geht :) #fb	Cheets ! http://t.co/nh6ZZPhVuo schauen wir mal , ob die @RRRattle grad raus gehen :) #fb	NN $. NN VVFIN PPER ADV $, KOUS ART NN VVFIN ADV VVFIN ADJA NN	0/-- 1/-- 4/MO 2/-- 4/SB 4/MO 6/-- 4/OP 10/NK 8/NK 13/MO 11/MO 10/-- 15/NK 13/SB	_ _ _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=acc|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|gender=masc|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|pos=True|num=sg|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Intensity=medium case=acc|gender=masc|num=sg
328212817910063105	positive	Nach langem hin und her ... hab ich mir dann doch den kindle paperwhite gegönnt ! :)	nach lang hin und her ... haben ich ich dann doch die kindle paperwhite gönnen ! :)	APPR ADJA PTKVZ KON ADV $. VAIMP PPER PPER ADV ADV ART ADJA NN VVPP $. ADJA	0/-- 1/NK 1/MO 3/CD 4/CJ 5/-- 15/NK 15/SB 15/DA 15/MO 15/MO 14/NK 14/NK 15/DA 6/-- 15/-- 16/--	_ case=dat|gender=neut|num=sg|pos=True _ _ _ _ Sentiment::markable_100500317::Sarcasm=false|Sentiment::markable_100500317::Intensity=medium|Sentiment::markable_100500317::Sentiment=True|Sentiment::markable_100500317::Polarity=positive case=nom|pers=1|num=sg|Source::markable_100500318::Source=True|Source::markable_100500318::Anaphref=empty|Sentiment::markable_100500317::Sentiment=True|*=True case=dat|*=True|num=sg|Sentiment::markable_100500317::Sentiment=True|pers=1 Sentiment::markable_100500317::Sentiment=True Sentiment::markable_100500317::Sentiment=True case=acc|num=sg|Target::markable_100500319::Target=True|Target::markable_100500319::Preferred=true|gender=masc|Target::markable_100500319::Anaphref=empty|Sentiment::markable_100500317::Sentiment=True case=nom|num=pl|Target::markable_100500319::Target=True|gender=masc|Sentiment::markable_100500317::Sentiment=True|pos=True case=nom|gender=masc|num=pl|Sentiment::markable_100500317::Sentiment=True|Target::markable_100500319::Target=True EmoExpression::markable_100500321::Polarity=positive|EmoExpression::markable_100500321::EmoExpression=True|Sentiment::markable_100500317::Sentiment=True|EmoExpression::markable_100500321::Uncertain=false|EmoExpression::markable_100500321::Intensity=medium|EmoExpression::markable_100500321::Sarcasm=false|EmoExpression::markable_100500321::SubjectiveFact=false Sentiment::markable_100500317::Sentiment=True EmoExpression::markable_111::SubjectiveFact=false|EmoExpression::markable_111::Intensity=medium|Sentiment::markable_100500317::Sentiment=True|EmoExpression::markable_111::Sarcasm=false|EmoExpression::markable_111::EmoExpression=True|EmoExpression::markable_111::Uncertain=false|EmoExpression::markable_111::Polarity=positive
327456647289131008	negative	Nun , quengelte ich für sie im Großen , bade mich	nun , quengeln ich für sie in Große , baden ich	ADV $, VVFIN PPER APPR PPER APPRART NN $, VVFIN PRF	10/MO 1/-- 0/-- 3/SB 3/MO 5/NK 3/MO 7/NK 8/-- 3/CJ 10/OA	_ _ EmoExpression::markable_100500316::SubjectiveFact=false|EmoExpression::markable_100500316::Intensity=medium|EmoExpression::markable_100500316::Sarcasm=false|mood=ind|EmoExpression::markable_100500316::EmoExpression=True|EmoExpression::markable_100500316::Uncertain=false|pers=1|EmoExpression::markable_100500316::Polarity=negative|num=sg|tense=past case=nom|*=True|num=sg|pers=1 _ case=acc|*=True|num=pl|pers=3 case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=subj case=acc|*=True|num=sg|pers=1
328116872870514688	positive	Gut : Meltzer als Interviewpartner zu bekommen . Schlecht : Ihn die Baseballkappe aufbehalten zu lassen . #ecw	Gut : Meltzer als Interviewpartner zu bekommen . schlecht : er die Baseballkappe aufbehalten zu lassen . #ecw	NN $. NN KOKOM NN PTKZU VVINF $. ADJD $. PPER ART NN VVINF PTKZU VVINF $. ADJA	0/-- 1/-- 7/OA 7/MO 4/NK 7/PM 1/SB 7/-- 14/MO 9/-- 14/DA 13/NK 14/OA 16/OC 16/PM 8/-- 16/-- 17/--	EmoExpression::markable_100500323::SubjectiveFact=false|Sentiment::markable_100500322::Intensity=medium|EmoExpression::markable_100500323::EmoExpression=True|EmoExpression::markable_100500323::Uncertain=false|pos=True|EmoExpression::markable_100500323::Intensity=medium|EmoExpression::markable_100500323::Polarity=positive|EmoExpression::markable_100500323::Sarcasm=false|Sentiment::markable_100500322::Sentiment=True|Sentiment::markable_100500322::Sarcasm=false|Sentiment::markable_100500322::Polarity=positive Sentiment::markable_100500322::Sentiment=True case=acc|num=pl|Sentiment::markable_100500322::Sentiment=True|Target::markable_100500324::Target=True|Target::markable_100500324::Preferred=true|gender=masc|Target::markable_100500324::Anaphref=empty Sentiment::markable_100500322::Sentiment=True|Target::markable_100500324::Target=True case=nom|gender=masc|num=sg|Sentiment::markable_100500322::Sentiment=True|Target::markable_100500324::Target=True Sentiment::markable_100500322::Sentiment=True|Target::markable_100500324::Target=True Sentiment::markable_100500322::Sentiment=True|Target::markable_100500324::Target=True Sentiment::markable_100500322::Sentiment=True EmoExpression::markable_100500326::Sarcasm=false|EmoExpression::markable_100500326::SubjectiveFact=false|Sentiment::markable_100500325::Sarcasm=false|EmoExpression::markable_100500326::Polarity=negative|Sentiment::markable_100500325::Polarity=positive|Sentiment::markable_100500325::Intensity=medium|EmoExpression::markable_100500326::EmoExpression=True|pos=True|Sentiment::markable_100500325::Sentiment=True|EmoExpression::markable_100500326::Uncertain=false|EmoExpression::markable_100500326::Intensity=medium Sentiment::markable_100500325::Sentiment=True case=acc|Target::markable_100500327::Anaphref=empty|gender=masc|pers=3|Target::markable_100500327::Preferred=true|Sentiment::markable_100500325::Sentiment=True|num=sg|Target::markable_100500327::Target=True case=acc|gender=fem|Sentiment::markable_100500325::Sentiment=True|num=sg|Target::markable_100500327::Target=True case=acc|gender=fem|Sentiment::markable_100500325::Sentiment=True|num=sg|Target::markable_100500327::Target=True Sentiment::markable_100500325::Sentiment=True|Target::markable_100500327::Target=True Sentiment::markable_100500325::Sentiment=True|Target::markable_100500327::Target=True Sentiment::markable_100500325::Sentiment=True|Target::markable_100500327::Target=True Sentiment::markable_100500325::Sentiment=True _
322459879224795136	positive	Livecam Girls : Ein ganz verdorbenes Teenygirl mit verdammt geilen High Heels ! http://t.co/FPL9pn0hlN	Livecam Girls : eine ganz verdorben Teenygirl mit verdammt geil High Heels ! http://t.co/FPL9pn0hlN	NN NN $. ART ADV ADJA NN APPR ADJD ADJA NN NN $. NN	0/-- 1/NK 2/-- 7/NK 6/MO 7/NK 1/PAR 7/MNR 10/MO 12/NK 12/NK 8/NK 12/-- 13/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|Sentiment::markable_100500308::Polarity=positive|Sentiment::markable_100500308::Sarcasm=false|Sentiment::markable_100500308::Intensity=medium|gender=masc|Sentiment::markable_100500308::Sentiment=True|Target::markable_100500309::Preferred=true|num=sg|Target::markable_100500309::Anaphref=empty|Target::markable_100500309::Target=True Intensifier::markable_100500311::Intensifier=True|Target::markable_100500309::Target=True|Intensifier::markable_100500311::Degree=medium|Intensifier::markable_100500311::EmoExpressionRef=emo-expression:markable_100500310|Sentiment::markable_100500308::Sentiment=True case=nom|EmoExpression::markable_100500310::SubjectiveFact=false|EmoExpression::markable_100500310::Polarity=negative|gender=neut|Sentiment::markable_100500308::Sentiment=True|EmoExpression::markable_100500310::Uncertain=false|pos=True|EmoExpression::markable_100500310::Intensity=medium|EmoExpression::markable_100500310::EmoExpression=True|num=sg|EmoExpression::markable_100500310::Sarcasm=false|Target::markable_100500309::Target=True case=nom|gender=neut|num=sg|Target::markable_100500309::Target=True|Sentiment::markable_100500308::Sentiment=True _ Sentiment::markable_100500312::Intensity=medium|Sentiment::markable_100500312::Sarcasm=false|Target::markable_100500313::Target=True|Intensifier::markable_100500315::EmoExpressionRef=emo-expression:markable_100500314|Target::markable_100500313::Anaphref=empty|Target::markable_100500313::Preferred=true|Intensifier::markable_100500315::Intensifier=True|Sentiment::markable_100500312::Sentiment=True|Sentiment::markable_100500312::Polarity=positive|Intensifier::markable_100500315::Degree=medium case=dat|EmoExpression::markable_100500314::Uncertain=false|gender=fem|EmoExpression::markable_100500314::Intensity=medium|pos=True|EmoExpression::markable_100500314::SubjectiveFact=false|EmoExpression::markable_100500314::Sarcasm=false|EmoExpression::markable_100500314::Polarity=positive|num=pl|EmoExpression::markable_100500314::EmoExpression=True|Target::markable_100500313::Target=True|Sentiment::markable_100500312::Sentiment=True Sentiment::markable_100500312::Sentiment=True|Target::markable_100500313::Target=True case=gen|gender=masc|num=sg|Target::markable_100500313::Target=True|Sentiment::markable_100500312::Sentiment=True _ case=nom|gender=fem|num=pl
322209020041641985	positive	@Isad0nna Same here ! Ich hoffe du hast trotzdem einen schönen Tag !	@Isad0nna Same here ! ich hoffen du haben trotzdem eine schön Tag !	NN NN VVFIN $. PPER VVFIN PPER VAFIN PAV ART ADJA NN $.	0/-- 3/SB 1/-- 3/-- 6/SB 4/-- 8/SB 6/OC 12/NK 12/NK 12/NK 8/OA 12/--	case=nom|gender=fem|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=subj _ case=nom|Sentiment::markable_100500303::Sarcasm=false|Sentiment::markable_100500303::Polarity=positive|Sentiment::markable_100500303::Intensity=medium|*=True|Source::markable_100500304::Source=True|pers=1|Sentiment::markable_100500303::Sentiment=True|num=sg|Source::markable_100500304::Anaphref=empty EmoExpression::markable_100500305::SubjectiveFact=false|EmoExpression::markable_100500305::Intensity=medium|EmoExpression::markable_100500305::Sarcasm=false|mood=ind|EmoExpression::markable_100500305::EmoExpression=True|EmoExpression::markable_100500305::Uncertain=false|EmoExpression::markable_100500305::Polarity=positive|pers=1|Sentiment::markable_100500303::Sentiment=True|num=sg|tense=pres case=nom|Target::markable_100500306::Target=True|*=True|pers=2|Sentiment::markable_100500303::Sentiment=True|num=sg|Target::markable_100500306::Preferred=true|Target::markable_100500306::Anaphref=empty pers=2|Sentiment::markable_100500303::Sentiment=True|num=sg|tense=pres|mood=ind|Target::markable_100500306::Target=True Sentiment::markable_100500303::Sentiment=True|Target::markable_100500306::Target=True case=acc|gender=masc|Sentiment::markable_100500303::Sentiment=True|num=sg|Target::markable_100500306::Target=True case=acc|EmoExpression::markable_100500307::Uncertain=false|gender=masc|EmoExpression::markable_100500307::Intensity=medium|Target::markable_100500306::Target=True|pos=True|EmoExpression::markable_100500307::SubjectiveFact=false|EmoExpression::markable_100500307::Sarcasm=false|EmoExpression::markable_100500307::Polarity=positive|Sentiment::markable_100500303::Sentiment=True|num=sg|EmoExpression::markable_100500307::EmoExpression=True case=acc|gender=masc|Sentiment::markable_100500303::Sentiment=True|num=sg|Target::markable_100500306::Target=True Sentiment::markable_100500303::Sentiment=True
322247887339790336	positive	@binichjeck jetzt bin ich ja schon weg xD	@binichjeck jetzt sein ich ja schon weg xD	NN ADV VAFIN PPER ADV ADV ADV ADJA	0/-- 3/MO 1/-- 3/SB 3/MO 7/MO 3/MO 3/MO	case=nom|gender=masc|num=sg _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ _ EmoExpression::markable_112::Uncertain=false|EmoExpression::markable_112::EmoExpression=True|EmoExpression::markable_112::Intensity=medium|EmoExpression::markable_112::Polarity=positive|EmoExpression::markable_112::SubjectiveFact=false|EmoExpression::markable_112::Sarcasm=false
327350972814860288	negative	Ew muss in weniger als einer Stunde los : S	Ew müssen in wenige als eine Stunde los : S	VVINF VMFIN APPR PIS KOKOM ART NN PTKVZ $. NN	2/OC 0/-- 2/MO 3/NK 7/CM 7/NK 4/CC 7/MNR 8/-- 2/PAR	_ pers=3|num=sg|tense=pres|mood=ind _ *=True _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ EmoExpression::markable_104011001::Polarity=negative|EmoExpression::markable_104011001::EmoExpression=True|EmoExpression::markable_104011001::Uncertain=false|EmoExpression::markable_104011001::Intensity=medium|EmoExpression::markable_104011001::Sarcasm=false|EmoExpression::markable_104011001::SubjectiveFact=false EmoExpression::markable_104011001::EmoExpression=True
327326540608176128	neutral	RT @Der_Kalle : Haben wir am #LPTBY132 eigentlich einen Drogenbeauftragten oder muss ich meinen Vodka selbst mitbringen ?	RT @Der_Kalle : haben wir an #LPTBY132 eigentlich eine Drogenbeauftragte oder müssen ich mein Vodka selbst mitbringen ?	NE NN $. VAFIN PPER APPRART NN ADV ART NN KON VMFIN PPER PPOSAT NN ADV VVINF $.	2/SB 0/-- 2/-- 3/-- 4/SB 4/MO 6/NK 4/MO 10/NK 4/OA 4/CD 11/CJ 12/SB 15/NK 17/OA 17/MO 12/OC 17/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ _
323560599151857665	neutral	Hab schon Klopapierrollen unterm Kopfkissen	Hab schon Klopapierrolle unterm Kopfkissen	NN ADV NN APPRART NN	0/-- 3/MO 1/CJ 3/MNR 4/NK	case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg
322329586652299264	neutral	Im Rahmen des Integrationsprogramms der Stadt Bergkamen , hatte ich unseren Bürgermeister Roland Schäfer , sowie ... http://t.co/2emy5mdAey	in Rahmen die Integrationsprogramm die Stadt Bergkamen , haben ich unser Bürgermeister Roland Schäfer , sowie ... http://t.co/2emy5mdAey	APPRART NN ART NN ART NN VVFIN $, VAFIN PPER PPOSAT NN NE NE $, KON $. NN	7/MO 1/NK 4/NK 2/AG 6/NK 4/AG 9/MO 7/-- 0/-- 9/SB 12/NK 9/OA 14/PNC 12/NK 14/-- 12/CD 16/-- 17/--	case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg pers=3|num=pl|tense=past|mood=ind _ pers=1|num=sg|tense=past|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|*=True|num=pl|comp=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ _ case=nom|gender=fem|num=sg
328045699277148160	neutral	Ich habe 1,058 Nahrungseinheiten geerntet ! http://t.co/OgmHiKDmWs #android , #androidgames , #gameinsight	ich haben @card@ Nahrungseinheiten ernten ! http://t.co/OgmHiKDmWs #android , #androidgames , #gameinsight	PPER VAFIN CARD NN VVPP $. NN NN $, NN $, NN	2/SB 0/-- 4/NK 5/OA 2/OC 5/-- 6/-- 7/NK 8/-- 8/CJ 10/-- 10/CJ	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=pl _ _ _ case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ _
323785547137048576	positive	FRANKENLAND - Eine Romantikreise durch das Frankenland - Texte in D / E / F http://t.co/oUOb4pDNaN	Frankenland - eine Romantikreise durch die Frankenland - Text in D / E / F http://t.co/oUOb4pDNaN	NN $( ART NN APPR ART NN $( NN APPR NN $( NN $( NN NE	0/-- 1/-- 4/NK 1/APP 4/MNR 7/NK 5/NK 7/-- 7/NK 9/MNR 10/NK 11/-- 11/CJ 13/-- 13/CJ 15/NK	case=nom|gender=neut|num=sg _ case=acc|Target::markable_100500329::Preferred=true|Target::markable_100500329::Target=True|gender=fem|Target::markable_100500329::Anaphref=empty|Sentiment::markable_100500328::Sarcasm=false|num=sg|Sentiment::markable_100500328::Polarity=positive|Sentiment::markable_100500328::Sentiment=True|Sentiment::markable_100500328::Intensity=medium case=acc|Target::markable_100500329::Target=True|EmoExpression::markable_100500330::Sarcasm=false|gender=fem|EmoExpression::markable_100500330::SubjectiveFact=false|EmoExpression::markable_100500330::Polarity=positive|num=sg|EmoExpression::markable_100500330::Uncertain=false|Sentiment::markable_100500328::Sentiment=True|EmoExpression::markable_100500330::EmoExpression=True|EmoExpression::markable_100500330::Intensity=medium Sentiment::markable_100500328::Sentiment=True|Target::markable_100500329::Target=True case=acc|gender=neut|num=sg|Target::markable_100500329::Target=True|Sentiment::markable_100500328::Sentiment=True case=acc|gender=neut|num=sg|Target::markable_100500329::Target=True|Sentiment::markable_100500328::Sentiment=True _ case=acc|gender=masc|num=pl _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg
327304416606699521	neutral	Nachfolger von Herrn Dr. Martin Göhler in der Oedter „Praxis Niedertor“ ist Herr Kai Bösenthal . Er war zuvor u. a .... http://t.co/HBdLUCS3Md	Nachfolger von Herr Dr. Martin Göhler in die Oedter „Praxis Niedertor“ sein Herr Kai Bösenthal . er sein zuvor um a .... http://t.co/HBdLUCS3Md	NN APPR NN NN NE NE APPR ART NN NN NN VAFIN NN NN NE $. PPER VAFIN ADV APPR FM NN NN	12/PD 1/PG 2/NK 3/NK 6/PNC 3/NK 1/MNR 9/NK 7/NK 9/NK 10/NK 0/-- 12/SB 13/NK 13/NK 15/-- 18/SB 16/-- 18/MO 18/MO 20/NK 20/NK 18/PD	case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=past|mood=ind _ _ _ _ _
327538928875868163	negative	Bordelltester auf #rtlll was für ein Trashabend . Aber ähnliche Bewertungskriterien wie bei #frauentausch #rotlichtexperten	Bordelltester auf #rtlll was für eine Trashabend . aber ähnlich Bewertungskriterium wie bei #frauentausch #rotlichtexperten	NN APPR NN PIS APPR ART NN $. KON ADJA NN KOKOM APPR NN ADJD	0/-- 1/MNR 2/NK 5/MO 3/MNR 7/NK 5/NK 7/-- 11/JU 11/NK 8/-- 13/CM 10/CC 13/NK 11/PD	case=nom|Target::markable_100500335::Anaphref=empty|Sentiment::markable_100500334::Sentiment=True|Sentiment::markable_100500334::Polarity=negative|gender=neut|Sentiment::markable_100500334::Intensity=medium|Target::markable_100500335::Target=True|num=sg|Target::markable_100500335::Preferred=true|Sentiment::markable_100500334::Sarcasm=false Sentiment::markable_100500334::Sentiment=True|Target::markable_100500335::Target=True case=acc|gender=masc|num=sg|Sentiment::markable_100500334::Sentiment=True|Target::markable_100500335::Target=True gender=neut|*=True|Sentiment::markable_100500334::Sentiment=True Sentiment::markable_100500334::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_100500334::Sentiment=True case=acc|EmoExpression::markable_100500336::Uncertain=false|EmoExpression::markable_100500336::Intensity=medium|Sentiment::markable_100500334::Sentiment=True|EmoExpression::markable_100500336::Sarcasm=false|EmoExpression::markable_100500336::Polarity=negative|gender=neut|EmoExpression::markable_100500336::EmoExpression=True|num=sg|EmoExpression::markable_100500336::SubjectiveFact=false Sentiment::markable_100500334::Sentiment=True _ case=acc|gender=fem|num=pl|pos=True case=acc|gender=fem|num=pl _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True
323696478268846080	positive	Pure poezie ... Koning der dieren ... http://t.co/h0qz2hub0a	Pure poezie ... Koning die dieren ... http://t.co/h0qz2hub0a	NN NE $. NN ART NN $. NN	0/-- 1/NK 2/-- 3/-- 6/NK 4/AG 6/-- 7/--	Target::markable_100500332::Preferred=true|Sentiment::markable_100500331::Intensity=medium|Target::markable_100500332::Target=True|num=sg|EmoExpression::markable_100500333::Intensity=medium|EmoExpression::markable_100500333::SubjectiveFact=false|Sentiment::markable_100500331::Sentiment=True|EmoExpression::markable_100500333::Uncertain=false|case=nom|EmoExpression::markable_100500333::EmoExpression=True|gender=fem|Target::markable_100500332::Anaphref=empty|EmoExpression::markable_100500333::Polarity=positive|Sentiment::markable_100500331::Polarity=positive|Sentiment::markable_100500331::Sarcasm=false|EmoExpression::markable_100500333::Sarcasm=false case=nom|gender=fem|Target::markable_100500332::Target=True|num=sg|Sentiment::markable_100500331::Sentiment=True _ pers=3|num=sg|tense=past|mood=ind case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl _ case=nom|gender=fem|num=sg
327936726045696000	neutral	SCHAUKELSTUHL AUS TEAK HOLZ : Bremen | Verkaufe hier meinen Outdoor Schaukelstuhl aus Teakholz der Marke Greenv ... http://t.co/fSgSvBZu7t	Schaukelstuhl aus Teak HOLZ : Bremen | Verkauf hier mein Outdoor Schaukelstuhl aus Teakholz die Marke Greenv ... http://t.co/fSgSvBZu7t	NN APPR NN NE $. NE XY NN ADV PPOSAT NN NN APPR NN ART NN NE $. NN	0/-- 1/MNR 4/PNC 2/NK 4/-- 8/PNC 8/NK 1/SB 1/MO 11/NK 1/PAR 11/NK 11/MNR 13/NK 16/NK 14/AG 16/NK 17/-- 18/--	case=nom|gender=neut|num=sg _ *=True case=nom|*=True|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=acc|gender=masc|num=pl _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=gen|gender=neut|num=pl case=gen|gender=neut|num=pl case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg
323895799954145280	neutral	#Kuchen #quoka_de Liebherr Kühl - Gefrierkombi Eigentlich ein Einbaugerät , wurde bei uns das let ... http://t.co/DIfgzVMr57 #Kleinanzeigen	#Kuchen #quoka_de Liebherr kühl - Gefrierkombi eigentlich eine Einbaugerät , werden bei wir die let ... http://t.co/DIfgzVMr57 #Kleinanzeigen	NN ADJA NN ADJD $( NN ADV ART NN $, VAFIN APPR PRF PDS ADJD $. CARD ADJA	3/AG 3/NK 11/SB 3/PD 4/-- 3/PAR 9/MO 9/NK 6/AG 9/-- 0/-- 14/MO 12/NK 11/SB 11/PD 15/-- 18/MO 16/--	_ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pos=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=past|mood=ind _ case=dat|*=True|num=pl|pers=1 case=acc|gender=neut|num=sg _ _ _ case=gen|gender=masc|num=pl|pos=True
328155362840674304	negative	So feist habt ihr Anthony Hopkins noch nie gesehen - http://t.co/254CO7lWHb	so feist haben ihr Anthony Hopkins noch nie sehen - http://t.co/254CO7lWHb	ADV ADJD VAFIN PPER NE NE ADV ADV VVPP $( NN	2/MO 9/MO 0/-- 9/OA 6/PNC 3/SB 8/MO 9/MO 3/OC 9/-- 9/OA	Intensifier::markable_119::EmoExpressionRef=emo-expression:markable_118|Sentiment::markable_116::Sentiment=True|Sentiment::markable_116::Sarcasm=false|Sentiment::markable_116::Polarity=negative|Sentiment::markable_116::Intensity=strong|Intensifier::markable_119::Degree=strong|Intensifier::markable_119::Intensifier=True Sentiment::markable_116::Sentiment=True|EmoExpression::markable_118::Polarity=negative|EmoExpression::markable_118::Intensity=medium|EmoExpression::markable_118::Uncertain=false|EmoExpression::markable_118::Sarcasm=false|EmoExpression::markable_118::SubjectiveFact=false|pos=True|EmoExpression::markable_118::EmoExpression=True pers=2|Sentiment::markable_116::Sentiment=True|num=pl|tense=pres|mood=ind case=dat|gender=fem|Sentiment::markable_116::Sentiment=True|num=sg|pers=3 case=nom|Target::markable_117::Preferred=true|Sentiment::markable_116::Sentiment=True|num=sg|Target::markable_117::Anaphref=empty|gender=masc|Target::markable_117::Target=True case=nom|gender=masc|Sentiment::markable_116::Sentiment=True|num=sg|Target::markable_117::Target=True Sentiment::markable_116::Sentiment=True Sentiment::markable_116::Sentiment=True Sentiment::markable_116::Sentiment=True _ case=nom|gender=masc|num=sg
327504713664831488	neutral	Ich habe im Spiel The Tribez für #Android die Mission ' Holz zu B ... ' abgeschlossen. http://t.co/T3fsOufdG7 #androidgames , #gameinsight	ich haben in Spiel The Tribez für #Android die Mission ' Holz zu B ... ' abgeschlossen. http://t.co/T3fsOufdG7 #androidgames , #gameinsight	PPER VAFIN APPRART NN FM NN APPR NN ART NN $( NN APPR NN $. $( NE CARD NN $, NN	2/SB 0/-- 2/MO 3/NK 4/NK 5/UC 6/MNR 7/NK 10/NK 6/CJ 10/-- 10/NK 12/MNR 13/NK 14/-- 15/-- 5/UC 19/NK 5/OA 19/-- 5/UC	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg *=True case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=neut|num=sg _ _ _ _ _ _ case=dat|*=True|num=pl _ case=dat|*=True|num=pl
323880093413957632	neutral	Wir warn so alles , jetzt sind wir nichts .	wir warnen so alle , jetzt sein wir nichts .	PPER VVIMP ADV PIS $, ADV VAFIN PPER PIS $.	7/SB 4/NK 4/MO 1/MNR 4/-- 7/MO 0/-- 7/SB 7/PD 9/--	case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ case=nom|gender=neut|num=sg _ _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 gender=neut|*=True _
327266867171446785	neutral	T Mac ein reach yet aye ?	T Mac eine reach yet aye ?	NN NE ART ADJA NN ADJD $.	0/-- 1/NK 5/NK 5/NK 1/SB 1/PD 6/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pos=True _ _ _
327352603933544450	neutral	Wie erwartet : Microsoft enthüllt Xbox 720  am 21.  Mai : http://t.co/5rZ82wtzwU #Microsoft #Konsole #PrÃ¤sentation	wie erwarten : Microsoft enthüllen Xbox @card@ an @card@ Mai : http://t.co/5rZ82wtzwU #Microsoft #Konsole #PrÃ¤sentation	KOKOM VVPP $. NE VVFIN NN CARD APPRART CARD NN $. NN NE NN NN	2/MO 5/MO 2/-- 5/SB 0/-- 5/OA 6/NK 5/MO 10/NK 8/NK 10/-- 10/APP 12/NK 5/OA 14/NK	_ _ _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=nom|*=True|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg
