322318691100397568	positive	@EinfachJohannes die rote hose ist ja mal mega *-*	@EinfachJohannes die rot Hose sein ja mal mega *-*	NN ART ADJA NN VAFIN ADV ADV NN XY	0/-- 4/NK 4/NK 5/SB 1/-- 5/MO 8/MO 5/PD 8/NK	case=nom|gender=neut|num=sg case=nom|Target::markable_3::Anaphref=empty|gender=fem|Target::markable_3::Preferred=true|num=sg|Target::markable_3::Target=True|Sentiment::markable_2::Intensity=medium|Sentiment::markable_2::Sarcasm=false|Sentiment::markable_2::Polarity=positive|Sentiment::markable_2::Sentiment=True case=nom|num=sg|Target::markable_3::Target=True|gender=fem|pos=True|Sentiment::markable_2::Sentiment=True case=nom|gender=fem|num=sg|Target::markable_3::Target=True|Sentiment::markable_2::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_2::Sentiment=True Sentiment::markable_2::Sentiment=True Sentiment::markable_2::Sentiment=True EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::EmoExpression=True|*=True|EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Polarity=positive|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium|Sentiment::markable_2::Sentiment=True EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|*=True|EmoExpression::markable_1::Sarcasm=false|Sentiment::markable_2::Sentiment=True|EmoExpression::markable_1::Intensity=medium
323665036440662016	negative	ich könnte auch sagen : Wichtigtuer oder Schmarotzer jammern und klagen , aber ich bin ja nur ein Schelm :-)	ich können auch sagen : Wichtigtuer oder Schmarotzer jammern und klagen , aber ich sein ja nur eine Schelm :-)	PPER VMFIN ADV VVINF $. NN KON NN VVINF KON VVFIN $, KON PPER VAFIN ADV ADV ART NN $(	2/SB 0/-- 6/MO 11/OC 4/-- 9/OA 6/CD 7/CJ 2/OC 2/CD 10/CJ 11/-- 2/CD 15/SB 13/CJ 15/MO 19/MO 19/NK 15/PD 19/--	case=nom|*=True|num=sg|pers=1 pers=3|num=sg|tense=past|mood=subj _ _ _ EmoExpression::markable_100500298::Polarity=negative|EmoExpression::markable_100500298::SubjectiveFact=false|EmoExpression::markable_100500298::Sarcasm=false|*=True|pos=True|EmoExpression::markable_100500298::Uncertain=false|EmoExpression::markable_100500298::Intensity=medium|EmoExpression::markable_100500298::EmoExpression=True _ case=acc|EmoExpression::markable_100500299::Polarity=negative|EmoExpression::markable_100500299::EmoExpression=True|gender=masc|num=pl|EmoExpression::markable_100500299::Uncertain=false|EmoExpression::markable_100500299::Intensity=medium|EmoExpression::markable_100500299::Sarcasm=false|EmoExpression::markable_100500299::SubjectiveFact=false EmoExpression::markable_100500301::SubjectiveFact=false|EmoExpression::markable_100500301::Polarity=negative|EmoExpression::markable_100500301::Intensity=medium|EmoExpression::markable_100500301::EmoExpression=True|EmoExpression::markable_100500301::Uncertain=false|EmoExpression::markable_100500301::Sarcasm=false _ mood=ind|EmoExpression::markable_100500302::EmoExpression=True|EmoExpression::markable_100500302::SubjectiveFact=false|pers=3|EmoExpression::markable_100500302::Sarcasm=false|num=pl|tense=pres|EmoExpression::markable_100500302::Polarity=negative|EmoExpression::markable_100500302::Uncertain=false|EmoExpression::markable_100500302::Intensity=weak _ _ case=nom|Sentiment::markable_112::Sentiment=True|Sentiment::markable_112::Polarity=negative|Target::markable_115::Preferred=true|*=True|Sentiment::markable_112::Intensity=medium|pers=1|Target::markable_115::Target=True|num=sg|Sentiment::markable_112::Sarcasm=false|Target::markable_115::Anaphref=empty pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_112::Sentiment=True Sentiment::markable_112::Sentiment=True Sentiment::markable_112::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_112::Sentiment=True case=nom|Sentiment::markable_112::Sentiment=True|EmoExpression::markable_114::SubjectiveFact=false|gender=neut|num=sg|EmoExpression::markable_114::Intensity=medium|EmoExpression::markable_114::Uncertain=false|EmoExpression::markable_114::Sarcasm=false|EmoExpression::markable_114::EmoExpression=True|EmoExpression::markable_114::Polarity=negative EmoExpression::markable_113::EmoExpression=True|Sentiment::markable_112::Sentiment=True|EmoExpression::markable_113::SubjectiveFact=false|EmoExpression::markable_113::Sarcasm=false|EmoExpression::markable_113::Uncertain=false|EmoExpression::markable_113::Intensity=medium|EmoExpression::markable_113::Polarity=positive
327360880889188353	neutral	@mspro @balzac2m @flueke @seeroiberjenny Der Schlagring war dazu da , sich zum Tankstutzen vor zu prügeln , falls Andere dies auch wollen .	@mspro @balzac2m @flueke @seeroiberjenny die Schlagring sein dazu da , sich zu Tankstutzen vor zu prügeln , falls andere dies auch wollen .	NN ADJA NN NE ART NN VAFIN PAV ADV $, PRF APPRART NN PTKVZ PTKZU VVINF $, KOUS PIS PDS ADV VMFIN $.	0/-- 1/-- 2/-- 3/-- 6/NK 7/SB 4/-- 16/NK 16/MO 9/-- 16/OA 16/MO 12/NK 16/MO 16/PM 7/OC 16/-- 22/CP 14/NK 22/OA 22/MO 7/SB 22/--	_ case=nom|gender=neut|num=sg|pos=True case=nom|gender=masc|num=pl _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ _ _ case=acc|pers=3|num=pl case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ _ _ _ case=nom|*=True|num=pl case=acc|gender=neut|num=sg _ pers=3|num=pl|tense=pres|mood=ind _
322460928903901184	neutral	Lindenallee als asphaltierten Radweg ausbauen ! : Zu : „Kein Asphalt“ , 14.3 . Der Autor irrt , wenn er die ... http://t.co/FXjYWL5Fuh #potsdam	Lindenallee als asphaltiert Radweg ausbauen ! : zu : „Kein Asphalt“ , @card@ . die Autor irren , wenn er die ... http://t.co/FXjYWL5Fuh #potsdam	NN KOKOM ADJA NN VVINF $. $. PTKVZ $. ADJA NN $, CARD $. ART NN VVFIN $, KOUS PPER PDS $. NN NN	5/OA 5/MO 4/NK 2/NK 0/-- 5/-- 6/-- 11/CVC 8/-- 11/NK 7/NK 11/-- 17/MO 13/-- 16/NK 17/SB 11/APP 17/-- 17/MO 19/SB 17/OA 21/-- 22/-- 23/NK	case=nom|gender=fem|num=sg _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ _ _ _ _ case=nom|gender=neut|num=sg _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=masc|num=sg|pers=3 case=acc|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
327404232372269056	positive	Die Anfragenflut nach der WoMenPower macht Laune .	die Anfragenflut nach die WoMenPower machen Laune .	ART NN APPR ART NN VVFIN NN $.	2/NK 6/SB 2/MNR 5/NK 3/NK 0/-- 6/OA 7/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg EmoExpression::markable_100500337::Intensity=medium|EmoExpression::markable_100500337::SubjectiveFact=false|mood=ind|EmoExpression::markable_100500337::Polarity=positive|EmoExpression::markable_100500337::Sarcasm=false|pers=3|num=sg|tense=pres|EmoExpression::markable_100500337::Uncertain=false|EmoExpression::markable_100500337::EmoExpression=True case=nom|*=True|num=sg|EmoExpression::markable_100500337::EmoExpression=True _
328188183898640385	positive	Und da geht der 2.  noch sehr hoch geschätzte QB ... Nassib als Back - Up von Eli Manning zu den Giants mit dem #110 Pick	und da gehen die @card@ noch sehr hoch geschätzt QB ... Nassib als Back - up von Eli Manning zu die Giants mit die #110 Pick	KON ADV VVFIN ART CARD ADV ADV ADJD ADJA NN $. NE KOKOM NN $( NE APPR NE NE APPR ART NN APPR ART ADJA NN	3/JU 3/MO 0/-- 10/NK 9/MO 8/MO 8/MO 9/MO 10/NK 3/SB 10/-- 11/-- 12/CD 13/NK 14/-- 11/-- 14/PG 19/PNC 17/NK 14/MNR 22/NK 20/NK 22/MNR 26/NK 26/NK 23/NK	_ _ pers=3|num=sg|tense=pres|mood=ind case=nom|num=sg|Sentiment::markable_100500304::Sentiment=True|Sentiment::markable_100500304::Sarcasm=false|gender=masc|Sentiment::markable_100500304::Intensity=strong|Sentiment::markable_100500304::Polarity=positive Sentiment::markable_100500304::Sentiment=True Sentiment::markable_100500304::Sentiment=True Intensifier::markable_100500309::EmoExpressionRef=markable_100500308|Intensifier::markable_100500309::Intensifier=True|Intensifier::markable_100500309::Degree=medium|Sentiment::markable_100500304::Sentiment=True Intensifier::markable_100500308::EmoExpressionRef=emo-expression:markable_100500307|Sentiment::markable_100500304::Sentiment=True|Intensifier::markable_100500308::Degree=medium|pos=True|Intensifier::markable_100500308::Intensifier=True case=acc|EmoExpression::markable_100500307::Uncertain=false|gender=fem|EmoExpression::markable_100500307::Intensity=medium|pos=True|EmoExpression::markable_100500307::SubjectiveFact=false|EmoExpression::markable_100500307::Sarcasm=false|EmoExpression::markable_100500307::Polarity=positive|num=sg|EmoExpression::markable_100500307::EmoExpression=True|Sentiment::markable_100500304::Sentiment=True case=acc|Target::markable_100500305::Target=True|num=sg|Sentiment::markable_100500304::Sentiment=True|Target::markable_100500305::Anaphref=empty|gender=fem|Target::markable_100500305::Preferred=true Sentiment::markable_100500304::Sentiment=True case=nom|num=sg|Target::markable_100500306::Preferred=true|Sentiment::markable_100500304::Sentiment=True|gender=masc|Target::markable_100500306::Target=True|Target::markable_100500306::Anaphref=empty _ case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg _ *=True case=dat|*=True|num=sg _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg
323668431691997186	neutral	Naeher , Ogimi , Hanebeck und Doorsoun vor Abgang . Zwei Neue sollen diese Woche verpflichtet werden. http://t.co/XoB33Lf6Jf #Frauenfussball	Naeher , Ogimi , Hanebeck und Doorsoun vor Abgang . zwei Neue sollen dies Woche verpflichten werden. http://t.co/XoB33Lf6Jf #Frauenfussball	NN $, NE $, NE KON NE APPR NN $. CARD NN VMFIN PDAT NN VVFIN NE NE NN	0/-- 1/-- 1/CJ 3/-- 3/CJ 5/CD 6/CJ 1/MO 8/NK 9/-- 12/NK 13/SB 10/-- 15/NK 16/OA 13/OC 18/PNC 19/NK 16/OA	case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=sg _ case=acc|gender=masc|num=sg _ _ case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|gender=neut|num=sg
322352955917467648	mixed	; - ; Wie weich mein Gesicht ohne so viel Ausschlag ist ... Es war schon lange nicht mehr so weich ... ; - ;	; - ; wie weich mein Gesicht ohne so viele Ausschlag sein ... es sein schon lange nicht mehr so weich ... ; - ;	$. $( $. PWAV ADJD PPOSAT NN APPR ADV PIAT NN VAFIN $. PPER VAFIN ADV ADV PTKNEG ADV ADV ADJD $. $. $( $.	0/-- 1/-- 2/-- 5/MO 12/PD 7/NK 12/PD 7/MNR 10/MO 11/NK 8/NK 1/NK 12/-- 15/SB 13/-- 17/MO 15/MO 15/NG 18/MO 21/MO 15/PD 21/-- 22/-- 23/-- 24/--	_ _ _ _ EmoExpression::markable_100500339::Sarcasm=false|EmoExpression::markable_100500339::SubjectiveFact=true|EmoExpression::markable_100500339::EmoExpression=True|EmoExpression::markable_100500339::Uncertain=false|EmoExpression::markable_100500339::Polarity=positive|EmoExpression::markable_100500339::Intensity=medium|pos=True case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ *=True case=nom|EmoExpression::markable_100500340::EmoExpression=True|gender=masc|EmoExpression::markable_100500340::Polarity=negative|EmoExpression::markable_100500340::Sarcasm=false|num=sg|EmoExpression::markable_100500340::SubjectiveFact=true|EmoExpression::markable_100500340::Uncertain=false|EmoExpression::markable_100500340::Intensity=medium pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=past|mood=ind _ _ _ _ _ EmoExpression::markable_100500338::Intensity=medium|EmoExpression::markable_100500338::Polarity=positive|EmoExpression::markable_100500338::EmoExpression=True|EmoExpression::markable_100500338::SubjectiveFact=true|pos=True|EmoExpression::markable_100500338::Uncertain=false|EmoExpression::markable_100500338::Sarcasm=false _ EmoExpression::markable_116::EmoExpression=True|EmoExpression::markable_116::Sarcasm=false|EmoExpression::markable_116::Uncertain=false|EmoExpression::markable_116::SubjectiveFact=false|EmoExpression::markable_116::Polarity=positive|EmoExpression::markable_116::Intensity=medium EmoExpression::markable_116::EmoExpression=True EmoExpression::markable_116::EmoExpression=True
327355371427606528	negative	RT @LilithMuc : Oder auch " Selbstbedienungsladen bayerischer #Landtag " #CSU #Bayern RT @Herr_Szymanski : Das Unternehmen Abgeordneter http://…	RT @LilithMuc : oder auch " Selbstbedienungsladen bayerisch #Landtag " #CSU #Bayern RT @Herr_Szymanski : die Unternehmen abgeordnet http://…	NE NE $. KON ADV $( NN ADJA NN $( NN NN NE NN $. ART NN ADJA NN	2/PNC 0/-- 2/-- 7/JU 7/MO 7/-- 3/-- 9/NK 7/NK 9/-- 7/CJ 14/AG 12/NK 11/NK 14/-- 17/NK 15/-- 19/NK 17/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ _ _ case=nom|EmoExpression::markable_100500316::SubjectiveFact=false|EmoExpression::markable_100500316::Sarcasm=true|Sentiment::markable_100500314::Sentiment=True|Sentiment::markable_100500314::Sarcasm=false|EmoExpression::markable_100500316::EmoExpression=True|gender=masc|EmoExpression::markable_100500316::Uncertain=false|Sentiment::markable_100500314::Intensity=medium|EmoExpression::markable_100500316::Intensity=medium|EmoExpression::markable_100500316::Polarity=negative|num=sg|Sentiment::markable_100500314::Polarity=negative case=nom|Sentiment::markable_100500314::Sentiment=True|gender=masc|Target::markable_100500315::Target=True|pos=True|num=sg|Target::markable_100500315::Preferred=true|Target::markable_100500315::Anaphref=empty case=nom|gender=masc|num=sg|Sentiment::markable_100500314::Sentiment=True|Target::markable_100500315::Target=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg
328219752734547970	neutral	http://t.co/SGDZ1xIJjI Stromverbrauch wie eine Energiesparlampe : Pelletheizkessel mit 97  Prozent Wirkungsgrad	http://t.co/SGDZ1xIJjI Stromverbrauch wie eine Energiesparlampe : Pelletheizkessel mit @card@ Prozent Wirkungsgrad	NN NN KOKOM ART NN $. NN APPR CARD NN NN	0/-- 1/NK 5/CM 5/NK 1/CC 5/-- 5/APP 7/MNR 10/NK 8/NK 10/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=neut|num=sg _ _ gender=neut|*=True case=nom|gender=masc|num=sg
322323621534117889	neutral	11.04 . 2013 : Deutsch - südafrikanisches Rektorenforum in Leipzig : Zum Abschluss des Deutsch - Südafrikanis ... http://t.co/Ae20SGyhP1 #Leipzig	@card@ . @card@ : deutsch - südafrikanisch Rektorenforum in Leipzig : zu Abschluss die deutsch - Südafrikanis ... http://t.co/Ae20SGyhP1 #Leipzig	CARD $. CARD $. NN $( ADJA NN APPR NE $. APPRART NN ART NN $( NN $. CARD NN	3/NMC 1/-- 0/-- 3/-- 0/-- 5/-- 8/NK 5/APP 8/MNR 9/NK 10/-- 17/OP 12/NK 15/NK 13/AG 15/-- 5/APP 17/-- 20/NK 18/--	_ _ _ _ case=nom|gender=masc|num=sg _ case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg _ case=gen|gender=masc|num=sg _ _ gender=masc|*=True
322277981936558080	neutral	Die Linzer StadtRundschau sprach mit mir über Lobbyismus , Geldsystem und mein Leben als Linzer in Brüssel . http://t.co/yXMZ6dl6Lp	die Linzer Stadtrundschau sprechen mit ich über Lobbyismus , Geldsystem und mein Leben als Linzer in Brüssel . http://t.co/yXMZ6dl6Lp	ART NN NN VVFIN APPR PPER APPR NN $, NN KON PPOSAT NN KOKOM NN APPR NE $. NN	2/NK 4/SB 2/NK 0/-- 4/MO 5/NK 4/OP 7/NK 8/-- 8/CJ 10/CD 13/NK 11/CJ 15/CM 13/CC 15/MNR 16/NK 17/-- 10/CJ	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=ind _ case=dat|*=True|num=sg|pers=1 _ case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=nom|gender=masc|num=pl _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg
327401986653814784	positive	“ @Jocy_Rodriguez : @Amandachar_ gigs all on tl den justin bieber in dms 😂” 😂😂😂😂😂	“ @Jocy_Rodriguez : @Amandachar_ gigs all on tl die justin bieber in dms 😂” 😂😂😂😂😂	ADJA NN $. NN NE FM FM NE ART ADJA NN APPR NN ADJA NN	2/NK 0/-- 2/-- 3/-- 8/PNC 8/PNC 8/PNC 4/-- 11/NK 11/NK 14/OA 14/MO 12/NK 15/NK 8/AG	_ _ _ case=nom|gender=neut|num=sg *=True *=True *=True case=nom|*=True|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|EmoExpression::markable_117::Intensity=strong|EmoExpression::markable_117::EmoExpression=True|gender=fem|EmoExpression::markable_117::SubjectiveFact=false|pos=True|EmoExpression::markable_117::Uncertain=false|num=sg|EmoExpression::markable_117::Polarity=positive|EmoExpression::markable_117::Sarcasm=false case=dat|gender=fem|num=sg|EmoExpression::markable_117::EmoExpression=True
323635196467507200	neutral	Gesundheits - und Krankenpfleger ( m / w ): Königstein / Sächsische Schweiz | Job Informationen Einsatzort ... http://t.co/M0JoHVRViv	Gesundheits - und Krankenpfleger ( m / w ): Königstein / sächsisch Schweiz | Job Information Einsatzort ... http://t.co/M0JoHVRViv	NN $( KON NN $( NN $( ADJA NN NE $( ADJA NE XY NN NN NN $. NN	0/-- 1/-- 1/CD 3/CJ 4/-- 4/CJ 6/-- 9/NK 6/CJ 9/NK 10/-- 13/NK 10/PNC 16/NK 16/NK 9/PAR 16/NK 17/-- 18/--	_ _ _ case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=sg _ _ case=acc|gender=masc|num=pl|pers=1 case=nom|*=True|num=sg _ case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl case=acc|gender=masc|num=sg _ case=nom|gender=fem|num=sg
328023857392910336	neutral	@moshauer wie sieht ' s mit meinem aus ?	@moshauer wie sehen ' s mit mein aus ?	NN KOKOM VVFIN $( NN APPR PPOSAT PTKVZ $.	0/-- 3/MO 1/-- 3/-- 3/OA 3/MO 6/NK 3/SVP 8/--	case=nom|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg|pers=3 _ case=dat|gender=masc|num=sg _ _
322265315998314496	neutral	tyntec und PLAY bringen Cloud - Telefonie nach Polen. http://t.co/kfGNWz2t0Z	tyntec und PLAY bringen Cloud - Telefonie nach Polen. http://t.co/kfGNWz2t0Z	NE KON NN VVFIN NE $( NN APPR NE NN	4/SB 1/CD 2/CJ 0/-- 4/OA 5/-- 5/APP 4/MO 8/NK 4/OA	case=nom|*=True|num=sg _ case=nom|*=True|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|*=True|num=sg _ case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg
327386832872554498	neutral	Der Strukturwandel im Ruhrgebiet schreitet zuegig voran ( @ Bongard Boulevard ) [ pic ]: http://t.co/HGxcwXTBcn	die Strukturwandel in Ruhrgebiet schreiten zuegig voran ( @ Bongard Boulevard ) [ pic ]: http://t.co/HGxcwXTBcn	ART NN APPRART NE VVFIN ADJD PTKVZ $( XY NE NN $( $( NE NN NE	2/NK 5/SB 2/MNR 3/NK 0/-- 5/MO 5/SVP 7/-- 7/NK 11/PNC 5/CJ 11/-- 12/-- 15/NK 5/CJ 15/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True _ _ *=True *=True *=True _ _ _ case=dat|*=True|num=sg|pers=1 _
327524853861191682	positive	@Ladiesfirstify haha achsoo ok dachte nur .. Wieso folgt sie 1000  Leuten haha :P	@Ladiesfirstify haha achsoo ok denken nur .. wieso folgen sie @card@ Leute haha :P	NN NE NE ADJD VVFIN ADV ADJA PWAV VVFIN PPER CARD NN NE NN	0/-- 3/NK 5/SVP 5/MO 1/-- 7/MO 5/SB 9/MO 7/-- 9/SB 12/NK 9/OA 14/PNC 12/NK	case=nom|gender=fem|num=sg _ _ _ pers=3|num=sg|tense=past|mood=ind _ case=nom|*=True|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg|pers=3 _ case=dat|*=True|num=pl case=nom|EmoExpression::markable_100500317::Intensity=medium|*=True|EmoExpression::markable_100500317::SubjectiveFact=false|EmoExpression::markable_100500317::EmoExpression=True|EmoExpression::markable_100500317::Uncertain=false|num=sg|EmoExpression::markable_100500317::Sarcasm=false|EmoExpression::markable_100500317::Polarity=positive case=acc|EmoExpression::markable_118::Polarity=positive|EmoExpression::markable_118::Intensity=medium|gender=masc|EmoExpression::markable_118::Uncertain=false|EmoExpression::markable_118::Sarcasm=false|EmoExpression::markable_118::SubjectiveFact=false|num=sg|EmoExpression::markable_118::EmoExpression=True
327502130283958272	neutral	Der @Ben_Schadow spielt JETZT live im @RaumZeitLabor woohooo http://t.co/rQljSQApQb	die @Ben_Schadow spielen jetzt live in @RaumZeitLabor woohooo http://t.co/rQljSQApQb	ART NN VVFIN ADV ADJD APPRART NN NE NN	2/NK 0/-- 2/-- 3/MO 3/MO 3/MO 6/NK 9/NK 7/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ pos=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _
322423754649120768	neutral	Ich habe 700  Nahrungseinheiten geerntet ! http://t.co/9MlO78TGUi #android , #androidgames , #gameinsight	ich haben @card@ Nahrungseinheiten ernten ! http://t.co/9MlO78TGUi #android , #androidgames , #gameinsight	PPER VAFIN CARD NN VVPP $. NE NN $, NN $, NN	2/SB 0/-- 4/NK 5/OA 2/OC 5/-- 8/SB 6/-- 8/-- 8/CJ 10/-- 10/CJ	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=pl _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg|pos=True _ pers=3|num=sg|tense=pres|mood=ind
327526880842498048	neutral	Ich habe im Spiel The Tribez für #Android die Mission ' Verbesser ... ' abgeschlossen. http://t.co/ru0RdcuqKY #androidgames , #gameinsight	ich haben in Spiel The Tribez für #Android die Mission ' Verbesser ... ' abgeschlossen. http://t.co/ru0RdcuqKY #androidgames , #gameinsight	PPER VAFIN APPRART NN FM NN APPR NN ART NN $( NN $. $( ADJA NN NN $, NN	2/SB 0/-- 2/MO 3/NK 6/NK 2/OA 6/MNR 7/NK 10/NK 2/OA 10/-- 10/APP 12/-- 15/-- 16/NK 13/-- 16/NK 17/-- 17/CJ	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg *=True case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=neut|num=pl _ _ case=nom|gender=neut|num=pl|pos=True case=nom|gender=neut|num=pl case=nom|gender=neut|num=pl _ case=nom|gender=neut|num=pl
327419863633129472	negative	Hohe Gehälter für die Ehefrau , Minister , die sich Orden zuschanzen : @Se_Gier über die Selbstgerechtigkeit der #CSU . http://t.co/Up8dhB2nr5	hoch Gehalt für die Ehefrau , Minister , die sich Orden zuschanzen : @Se_Gier über die Selbstgerechtigkeit die #CSU . http://t.co/Up8dhB2nr5	ADJA NN APPR ART NN $, NN $, PRELS PRF NN VVFIN $. NN APPR ART NN ART NN $. CARD	2/NK 0/-- 2/MNR 5/NK 3/NK 5/-- 5/CJ 7/-- 12/SB 12/OA 12/SB 2/RC 12/-- 7/CJ 21/MO 17/NK 15/NK 19/NK 17/AG 19/-- 14/--	case=nom|gender=masc|num=pl|pos=True case=nom|gender=masc|num=pl _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|Sentiment::markable_100500318::Polarity=negative|Target::markable_100500319::Preferred=true|gender=masc|Sentiment::markable_100500318::Sentiment=True|Target::markable_100500319::Anaphref=empty|Sentiment::markable_100500318::Intensity=medium|num=pl|Target::markable_100500319::Target=True|Sentiment::markable_100500318::Sarcasm=false Sentiment::markable_100500318::Sentiment=True case=nom|num=pl|Target::markable_100500321::Anaphref=markable_100500319|gender=masc|Sentiment::markable_100500318::Sentiment=True|Target::markable_100500321::Preferred=true|Target::markable_100500321::Target=True case=acc|pers=3|Sentiment::markable_100500318::Sentiment=True|num=pl case=nom|gender=masc|Sentiment::markable_100500318::Sentiment=True|num=pl mood=ind|EmoExpression::markable_100500320::Uncertain=false|EmoExpression::markable_100500320::Intensity=medium|Sentiment::markable_100500318::Sentiment=True|EmoExpression::markable_100500320::EmoExpression=True|pers=3|EmoExpression::markable_100500320::Polarity=negative|num=pl|tense=pres|EmoExpression::markable_100500320::Sarcasm=false|EmoExpression::markable_100500320::SubjectiveFact=false _ case=acc|gender=neut|num=sg _ case=acc|gender=fem|num=sg case=acc|EmoExpression::markable_100500322::Intensity=medium|gender=fem|EmoExpression::markable_100500322::SubjectiveFact=false|EmoExpression::markable_100500322::EmoExpression=True|EmoExpression::markable_100500322::Polarity=positive|EmoExpression::markable_100500322::Uncertain=false|num=sg|EmoExpression::markable_100500322::Sarcasm=false case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ _
322274774413889536	neutral	Dieses Video wollen wir euch nicht vorenthalten : http://t.co/nctP79eoXK #inspiring #awf13	dies Video wollen wir ihr nicht vorenthalten : http://t.co/nctP79eoXK #inspiring #awf13	PDAT NN VMFIN PPER PPER PTKNEG VVPP $. NN NN CARD	2/NK 3/SB 0/-- 3/SB 7/DA 3/NG 3/OC 7/-- 3/PAR 9/NK 10/NK	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=dat|*=True|num=pl|pers=2 _ _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _
