381764388614836224	positive	@ozerergun09 @spdhh das hoffe ich. dafür haben wir alle ein halbes jahr wahlkampf gemacht :-)	@ozerergun09 @spdhh die hoffen ich. dafür haben wir alle eine halb Jahr wahlkampf machen :-)	CARD NN PDS VVFIN ADJD PAV VAFIN PPER PIS ART ADJA NN ADJD VVPP $(	0/-- 1/-- 4/SB 14/MO 4/MO 4/NK 2/-- 7/SB 8/NK 12/NK 12/NK 14/OA 14/MO 7/OC 14/--	_ _ case=nom|Target::markable_4::Preferred=true|Target::markable_4::Anaphref=empty|gender=neut|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=sg|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium mood=subj|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::Sarcasm=false|Sentiment::markable_1::Sentiment=True|pers=3|EmoExpression::markable_3::Intensity=medium|num=sg|tense=pres|EmoExpression::markable_3::Uncertain=false|EmoExpression::markable_3::EmoExpression=True Source::markable_2::Source=True|Source::markable_2::Anaphref=empty|pos=True|Sentiment::markable_1::Sentiment=True _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=nom|*=True|num=pl case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg pos=True _ EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Uncertain=false|EmoExpression::markable_5::Polarity=positive
364721280236273665	negative	" @tagesspiegel_de : #Veggieday - FDP - Politiker #Lindemann greift zu Nazi - Vergleich http://t.co/2UJjuvIRgg " Terror auf dem Teller #ironie	" @tagesspiegel_de : #Veggieday - FDP - Politiker #Lindemann greifen zu Nazi - Vergleich http://t.co/2UJjuvIRgg " Terror auf die Teller #ironie	$( ADJD $. NE $( NE $( NN NN VVFIN APPR NN $( NN NE $( NN APPR ART NN NN	2/-- 0/-- 2/-- 3/-- 6/-- 10/SB 6/-- 6/MNR 8/NK 4/-- 10/MO 11/NK 12/-- 12/PAR 14/NK 15/-- 10/OA 17/MNR 20/NK 18/NK 20/NK	_ pos=True _ _ _ case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|EmoExpression::markable_10409983::Uncertain=false|EmoExpression::markable_184::SubjectiveFact=false|EmoExpression::markable_184::Uncertain=false|gender=masc|EmoExpression::markable_10409983::Intensity=medium|EmoExpression::markable_184::Polarity=negative|EmoExpression::markable_10409983::EmoExpression=True|num=sg|EmoExpression::markable_10409983::Sarcasm=false|EmoExpression::markable_184::Sarcasm=false|EmoExpression::markable_184::Intensity=medium|EmoExpression::markable_184::EmoExpression=True|EmoExpression::markable_10409983::SubjectiveFact=false|EmoExpression::markable_10409983::Polarity=negative EmoExpression::markable_10409983::EmoExpression=True case=nom|gender=masc|EmoExpression::markable_10409983::EmoExpression=True|num=sg case=nom|gender=masc|num=sg _ case=acc|EmoExpression::markable_10409984::Uncertain=false|gender=masc|EmoExpression::markable_10409984::EmoExpression=True|EmoExpression::markable_10409984::SubjectiveFact=false|num=sg|EmoExpression::markable_10409984::Intensity=medium|EmoExpression::markable_10409984::Polarity=negative|EmoExpression::markable_10409984::Sarcasm=false _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=fem|num=sg
350591400024342530	negative	RT @Weilmeier : #Guardiola und #Sammer - Die Glatzen übernehmen die Macht beim #FCBayern . Wo bleibt der Protest von Grünen und SPD ?	RT @Weilmeier : #Guardiola und #Sammer - die Glatze übernehmen die Macht bei #FCBayern . wo bleiben die Protest von Grüne und SPD ?	NE NN $. NN KON NN $( ART NN VVFIN ART NN APPRART NN $. PWAV VVFIN ART NN APPR NN KON NE $.	2/SB 0/-- 2/-- 3/-- 4/CD 5/CJ 8/-- 9/NK 10/SB 6/-- 12/NK 10/OA 10/MO 13/NK 14/-- 17/MO 15/-- 19/NK 17/SB 19/PG 20/NK 21/CD 22/CJ 23/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_185::Polarity=negative|EmoExpression::markable_185::SubjectiveFact=false|EmoExpression::markable_185::EmoExpression=True|gender=masc|num=sg|EmoExpression::markable_185::Intensity=medium|EmoExpression::markable_185::Sarcasm=false|EmoExpression::markable_185::Uncertain=false _ case=dat|*=True|num=pl _ case=dat|gender=fem|num=sg _
380801220921016320	negative	Die " Nichtwählerin " hört sich wahrscheinlich auch gerne reden ohne was zu sagen . Ironischerweise wäre die perfekt für die Politik . #illner	die " Nichtwählerin " hören sich wahrscheinlich auch gerne reden ohne was zu sagen . ironischerweise sein die perfekt für die Politik . #illner	ART $( NN $( VVFIN PRF ADJD ADV ADV VVFIN APPR PIS PTKZU VVINF $. ADV VAFIN ART ADJD APPR ART NN $. NN	3/NK 3/-- 5/SB 3/-- 0/-- 5/OA 5/MO 9/MO 10/MO 5/CJ 14/MO 11/NK 14/PM 10/MO 14/-- 17/MO 15/-- 17/SB 17/PD 19/MO 22/NK 20/NK 22/-- 23/--	case=nom|Sentiment::markable_186::Sarcasm=true|Target::markable_187::Anaphref=empty|Sentiment::markable_186::Polarity=negative|gender=fem|Target::markable_187::Preferred=true|num=sg|Sentiment::markable_186::Intensity=medium|Target::markable_187::Target=True|Sentiment::markable_186::Sentiment=True case=nom|num=sg|gender=fem|Target::markable_187::Target=True|pos=True|Sentiment::markable_186::Sentiment=True case=nom|gender=fem|num=sg|Target::markable_187::Target=True|Sentiment::markable_186::Sentiment=True Sentiment::markable_186::Sentiment=True EmoExpression::markable_10409985::EmoExpression=True|mood=ind|EmoExpression::markable_10409985::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_10409985::Intensity=medium|EmoExpression::markable_10409985::Sarcasm=false|EmoExpression::markable_10409985::Uncertain=false|EmoExpression::markable_10409985::Polarity=negative|Sentiment::markable_186::Sentiment=True case=acc|pers=3|num=sg|Sentiment::markable_186::Sentiment=True|EmoExpression::markable_10409985::EmoExpression=True pos=True|Sentiment::markable_186::Sentiment=True Sentiment::markable_186::Sentiment=True EmoExpression::markable_10409985::EmoExpression=True|Sentiment::markable_186::Sentiment=True EmoExpression::markable_10409985::EmoExpression=True|Sentiment::markable_186::Sentiment=True EmoExpression::markable_10409986::EmoExpression=True|EmoExpression::markable_10409986::SubjectiveFact=false|EmoExpression::markable_10409986::Intensity=medium|EmoExpression::markable_10409986::Polarity=negative|Sentiment::markable_186::Sentiment=True|EmoExpression::markable_10409986::Uncertain=false|EmoExpression::markable_10409986::Sarcasm=false case=acc|gender=neut|EmoExpression::markable_10409986::EmoExpression=True|num=sg|Sentiment::markable_186::Sentiment=True EmoExpression::markable_10409986::EmoExpression=True|Sentiment::markable_186::Sentiment=True EmoExpression::markable_10409986::EmoExpression=True|Sentiment::markable_186::Sentiment=True Sentiment::markable_186::Sentiment=True Sentiment::markable_186::Sentiment=True pers=3|num=sg|tense=past|mood=subj|Sentiment::markable_186::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_186::Sentiment=True EmoExpression::markable_188::EmoExpression=True|EmoExpression::markable_188::SubjectiveFact=false|EmoExpression::markable_188::Sarcasm=false|EmoExpression::markable_188::Uncertain=false|pos=True|EmoExpression::markable_188::Polarity=positive|EmoExpression::markable_188::Intensity=medium|Sentiment::markable_186::Sentiment=True Sentiment::markable_186::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_186::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_186::Sentiment=True Sentiment::markable_186::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_186::Sentiment=True
359990870604394498	negative	RT @hdBerretz : #gruene & #spd sind keine Alternative für die Wähler ! Zusammen 34 % ! Abgestraft , weil sie Opposition verweigerten ! http://t.c …	RT @hdBerretz : #gruene & #spd sein keine Alternative für die Wähler ! zusammen @card@ % ! abstrafen , weil sie Opposition verweigern ! http://t.c …	NE NN $. NN KON NN VAFIN PIAT NN APPR ART NN $. ADV CARD NN $. VVPP $, KOUS PPER NN VVFIN $. NE ADJA	2/SB 0/-- 2/-- 7/SB 4/CD 5/CJ 3/-- 9/NK 7/PD 9/MNR 12/NK 10/NK 12/-- 15/MO 16/NK 13/-- 16/-- 17/-- 18/-- 23/CP 23/SB 23/OA 18/MO 23/-- 24/-- 25/UC	case=nom|*=True|num=sg case=nom|Sentiment::markable_189::Sentiment=True|Sentiment::markable_189::Polarity=negative|*=True|Source::markable_194::Anaphref=empty|Sentiment::markable_189::Intensity=medium|num=sg|Source::markable_194::Source=True|Sentiment::markable_189::Sarcasm=false Sentiment::markable_189::Sentiment=True case=nom|Target::markable_190::Target=True|Sentiment::markable_189::Sentiment=True|gender=masc|Target::markable_190::Preferred=true|num=pl|Source::markable_195::Source=True|Target::markable_190::Anaphref=empty|Source::markable_195::Anaphref=empty Sentiment::markable_189::Sentiment=True case=nom|Target::markable_191::Preferred=true|Sentiment::markable_189::Sentiment=True|gender=masc|Target::markable_191::Anaphref=empty|Target::markable_191::Target=True|num=pl|Source::markable_195::Source=True|Source::markable_195::Anaphref=empty pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_189::Sentiment=True case=nom|Negation::markable_193::EmoExpressionRef=emo-expression:markable_192|num=pl|Sentiment::markable_189::Sentiment=True|Negation::markable_193::Negation=True|gender=masc case=nom|EmoExpression::markable_192::Intensity=medium|EmoExpression::markable_192::Polarity=positive|Sentiment::markable_189::Sentiment=True|EmoExpression::markable_192::Uncertain=false|gender=masc|EmoExpression::markable_192::SubjectiveFact=false|num=pl|EmoExpression::markable_192::Sarcasm=false|EmoExpression::markable_192::EmoExpression=True Sentiment::markable_189::Sentiment=True case=acc|gender=masc|num=pl|Sentiment::markable_189::Sentiment=True case=acc|gender=masc|num=pl|Sentiment::markable_189::Sentiment=True Sentiment::markable_189::Sentiment=True _ _ gender=neut|*=True _ _ _ _ case=nom|Sentiment::markable_195::Sarcasm=false|Sentiment::markable_195::Polarity=negative|gender=masc|Source::markable_196::Anaphref=markable_199|pers=3|num=pl|Source::markable_196::Source=True|Sentiment::markable_195::Intensity=medium|Sentiment::markable_195::Sentiment=True case=acc|num=sg|Target::markable_197::Preferred=true|gender=fem|Sentiment::markable_195::Sentiment=True|Target::markable_197::Anaphref=empty|Target::markable_197::Target=True EmoExpression::markable_198::Intensity=medium|EmoExpression::markable_198::SubjectiveFact=false|mood=ind|EmoExpression::markable_198::Polarity=negative|pers=3|EmoExpression::markable_198::Uncertain=false|num=pl|tense=past|EmoExpression::markable_198::Sarcasm=false|EmoExpression::markable_198::EmoExpression=True|Sentiment::markable_195::Sentiment=True _ _ _
376981379545718784	positive	RT @rheto : Und was ist nochmal ein Leistungsträger für #CDU #SPD #FDP #Grüne ? Wie definieren die Leistung ? Wieso antwortet von denen keiner…	RT @rheto : und was sein nochmal eine Leistungsträger für #CDU #SPD #FDP #Grüne ? wie definieren die Leistung ? wieso antworten von die keiner…	NE NE $. KON PWS VAFIN ADV ART NN APPR NN ADJA NN NN $. KOUS VVFIN ART NN $. PWAV VVFIN APPR PDS ADJD	2/PNC 0/-- 2/-- 6/JU 6/SB 3/-- 6/MO 9/NK 6/PD 9/MNR 10/NK 13/NK 6/PD 13/NK 14/-- 17/MO 15/-- 19/NK 17/OA 19/-- 22/MO 20/-- 25/MO 23/NK 22/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|EmoExpression::markable_201::Sarcasm=false|EmoExpression::markable_201::Polarity=positive|gender=fem|EmoExpression::markable_201::Intensity=medium|num=sg|EmoExpression::markable_201::Uncertain=false|EmoExpression::markable_201::SubjectiveFact=false|EmoExpression::markable_201::EmoExpression=True _ _ pers=3|num=sg|tense=pres|mood=ind _ case=dat|*=True|num=pl pos=True
356738471186018304	positive	Rainer Deppe und Josef Hovenjürgen zu Bergbau - Sondermüll : Umweltminister Remmel muss für Aufklärung sorgen http://t.co/YdcRfknlcz	Rainer Deppe und Josef Hovenjürgen zu Bergbau - Sondermüll : Umweltminister Remmel müssen für Aufklärung sorgen http://t.co/YdcRfknlcz	NE NE KON NE NE APPR NN $( NN $. NN NN VMFIN APPR NN VVFIN NN	2/PNC 13/SB 2/CD 5/PNC 3/CJ 11/MO 6/NK 7/-- 7/CJ 9/-- 5/PAR 11/NK 0/-- 16/OP 14/NK 13/OC 16/OA	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ case=acc|EmoExpression::markable_10409987::Sarcasm=false|gender=fem|EmoExpression::markable_10409987::EmoExpression=True|num=sg|EmoExpression::markable_10409987::Uncertain=false|EmoExpression::markable_10409987::SubjectiveFact=false|EmoExpression::markable_10409987::Polarity=positive|EmoExpression::markable_10409987::Intensity=medium _ case=acc|gender=masc|num=sg
370594419948257280	negative	RT @Wahlalternativ1 : Euro - Rettung : Deutschland ruiniert sich Klare Worte von Richard Sulík ZEIT ONLINE #AfD + #Euro #BTW13 http://t.co/BAV …	RT @Wahlalternativ1 : Euro - Rettung : Deutschland ruinieren sich klar Wort von Richard Sulík zeit ONLINE #AfD + #Euro #BTW13 http://t.co/BAV …	NE NN $. NN $( NN $. NE VVFIN PRF ADJA NN APPR NE NE APPR NE NN KON NN CARD NN ADJD	2/SB 0/-- 2/-- 9/SB 4/-- 4/CJ 6/-- 4/SB 3/-- 9/OA 12/NK 9/OA 12/PG 15/PNC 13/NK 12/MNR 18/PNC 16/NK 18/CD 19/CJ 22/NK 23/AMS 9/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=sg _ case=acc|gender=fem|EmoExpression::markable_10409988::SubjectiveFact=true|EmoExpression::markable_10409988::Sarcasm=false|num=sg|EmoExpression::markable_10409988::Polarity=positive|EmoExpression::markable_10409988::EmoExpression=True|EmoExpression::markable_10409988::Intensity=medium|EmoExpression::markable_10409988::Uncertain=false _ case=nom|Sentiment::markable_202::Polarity=negative|Target::markable_203::Target=True|Sentiment::markable_202::Intensity=medium|gender=neut|Target::markable_203::Anaphref=empty|Sentiment::markable_202::Sentiment=True|Sentiment::markable_202::Sarcasm=false|num=sg|Target::markable_203::Preferred=true EmoExpression::markable_204::SubjectiveFact=false|mood=ind|EmoExpression::markable_204::EmoExpression=True|EmoExpression::markable_204::Intensity=medium|EmoExpression::markable_204::Uncertain=false|EmoExpression::markable_204::Sarcasm=false|pers=3|EmoExpression::markable_204::Polarity=negative|num=sg|tense=pres|Sentiment::markable_202::Sentiment=True case=acc|pers=3|num=sg|Sentiment::markable_202::Sentiment=True case=acc|gender=neut|num=pl|pos=True|Sentiment::markable_202::Sentiment=True case=acc|gender=neut|num=pl|Sentiment::markable_202::Sentiment=True Sentiment::markable_202::Sentiment=True case=nom|num=sg|Source::markable_205::Source=True|gender=masc|Source::markable_205::Anaphref=empty|Sentiment::markable_202::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_202::Sentiment=True|Source::markable_205::Source=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg pos=True
347363534184800256	positive	chef der jungen liberalen lasse becker will rentenalter auf 75  erhöhen . welt online	Chef die jung liberal laß becker wollen rentenalter auf @card@ erhöhen . welt online	NN ART ADJA ADJA ADJA NN VMFIN ADJD APPR CARD VVINF $. ADJA ADJA	7/SB 6/NK 6/NK 6/NK 6/NK 1/AG 0/-- 11/MO 11/MO 9/NK 7/OC 11/-- 11/MO 11/MO	case=nom|Sentiment::markable_206::Polarity=positive|Source::markable_207::Source=True|gender=masc|Sentiment::markable_206::Sentiment=True|Source::markable_207::Anaphref=empty|Sentiment::markable_206::Sarcasm=false|Sentiment::markable_206::Intensity=medium|num=sg case=gen|gender=fem|Sentiment::markable_206::Sentiment=True|num=sg|Source::markable_207::Source=True case=gen|num=sg|Source::markable_207::Source=True|gender=fem|Sentiment::markable_206::Sentiment=True|pos=True case=gen|num=sg|Source::markable_207::Source=True|gender=fem|Sentiment::markable_206::Sentiment=True|pos=True pers=3|num=sg|tense=pres|mood=subj|Source::markable_207::Source=True|Sentiment::markable_206::Sentiment=True case=nom|gender=masc|Sentiment::markable_206::Sentiment=True|num=sg|Source::markable_207::Source=True EmoExpression::markable_208::Intensity=medium|EmoExpression::markable_208::SubjectiveFact=false|mood=ind|Sentiment::markable_206::Sentiment=True|EmoExpression::markable_208::Polarity=positive|pers=3|EmoExpression::markable_208::Uncertain=false|num=sg|tense=pres|EmoExpression::markable_208::EmoExpression=True|EmoExpression::markable_208::Sarcasm=false case=nom|Target::markable_209::Target=True|gender=masc|Sentiment::markable_206::Sentiment=True|pos=True|num=sg|Target::markable_209::Anaphref=empty|Target::markable_209::Preferred=true Sentiment::markable_206::Sentiment=True|Target::markable_209::Target=True Sentiment::markable_206::Sentiment=True|Target::markable_209::Target=True Sentiment::markable_206::Sentiment=True|Target::markable_209::Target=True _ _ _
374589708040687616	neutral	RT @klauspeukert : Na , wenn die @pirat_mel erfährt , dass sie mit jemandem von der AfD aufm Podium sitzt , sagt sie sicher ab. http://t.co/Vmh …	RT @klauspeukert : na , wenn die @pirat_mel erfahren , dass sie mit jemand von die AfD aufm Podium sitzen , sagen sie sicher ab. http://t.co/Vmh …	NE ADJD $. ITJ $, KOUS ART NN VVFIN $, KOUS PPER APPR PIS APPR ART NN NE NN VVFIN $, VVFIN PPER ADJD ADJA NN ADJA	0/-- 1/PD 2/-- 8/NK 4/-- 8/CP 8/NK 3/-- 22/MO 9/-- 20/CP 20/SB 15/MO 13/NK 20/MO 17/NK 15/NK 17/NK 20/OA 9/MO 20/-- 8/-- 22/SB 25/MO 26/NK 22/OA 26/MO	case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=fem|num=sg|pers=3 _ case=dat|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg|pers=3 pos=True _ _ gender=masc|*=True
366157569347158016	positive	Ohne Armut nur halb so sexy #fdp #ehrlichewahl	ohne Armut nur halb so sexy #fdp #ehrlichewahl	APPR NN ADV ADJD ADV ADJD NN NN	7/MO 1/NK 4/MO 5/MO 6/MO 7/NK 0/-- 7/NK	_ case=acc|gender=fem|num=sg _ Diminisher::markable_212::Degree=medium|Diminisher::markable_212::Diminisher=True|pos=True|Diminisher::markable_212::EmoExpressionRef=emo-expression:markable_210 Intensifier::markable_211::Degree=medium|Intensifier::markable_211::Intensifier=True|Intensifier::markable_211::EmoExpressionRef=emo-expression:markable_210 EmoExpression::markable_210::Sarcasm=false|EmoExpression::markable_210::Uncertain=false|EmoExpression::markable_210::Polarity=positive|EmoExpression::markable_210::EmoExpression=True|EmoExpression::markable_210::SubjectiveFact=false|pos=True|EmoExpression::markable_210::Intensity=medium case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
378860298889084928	negative	http://t.co/pOVkjM2U5a #de " Wir haben zu Frau Merkel eindeutig kein Vertrauen " - DIE WELT http://t.co/e06iQk69er	http://t.co/pOVkjM2U5a #de " wir haben zu Frau Merkel eindeutig keine Vertrauen " - die WELT http://t.co/e06iQk69er	NN ADJD $( PPER VAFIN APPR NN NE ADJD PIAT NN $( $( ART NE NN	2/MO 5/PD 2/-- 5/SB 0/-- 5/MO 8/PNC 6/NK 10/MO 11/NK 5/OA 11/-- 14/-- 15/NK 12/-- 15/PNC	case=nom|gender=fem|num=sg pos=True _ case=nom|Sentiment::markable_213::Polarity=negative|Source::markable_214::Anaphref=empty|Sentiment::markable_213::Sentiment=True|Source::markable_214::Source=True|*=True|Sentiment::markable_213::Intensity=strong|Sentiment::markable_213::Sarcasm=false|pers=1|num=pl pers=1|Sentiment::markable_213::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_213::Sentiment=True Target::markable_215::Preferred=true|Target::markable_215::Target=True|*=True|Sentiment::markable_213::Sentiment=True|Target::markable_215::Anaphref=empty Target::markable_215::Target=True|*=True|Sentiment::markable_213::Sentiment=True Intensifier::markable_218::Degree=medium|Intensifier::markable_218::Intensifier=True|Sentiment::markable_213::Sentiment=True|pos=True|Intensifier::markable_218::EmoExpressionRef=emo-expression:markable_216 case=acc|num=sg|Sentiment::markable_213::Sentiment=True|Negation::markable_217::Negation=True|gender=neut|Negation::markable_217::EmoExpressionRef=emo-expression:markable_216 case=acc|EmoExpression::markable_216::Sarcasm=false|EmoExpression::markable_216::Polarity=positive|Sentiment::markable_213::Sentiment=True|gender=neut|EmoExpression::markable_216::SubjectiveFact=false|num=sg|EmoExpression::markable_216::Uncertain=false|EmoExpression::markable_216::EmoExpression=True|EmoExpression::markable_216::Intensity=medium _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=masc|num=pl
373760371258970112	negative	„Die Piraten haben eben genau so wenig Ahnung vom Urheberrecht wie wir“ . http://t.co/bt6VuLdmBO	„Die Pirat haben eben genau so wenige Ahnung von Urheberrecht wie wir“ . http://t.co/bt6VuLdmBO	NN NN VAFIN ADV ADJD ADV PIAT NN APPRART NN KOKOM ADJD $. NN	3/SB 1/NK 0/-- 5/MO 6/MO 7/MO 8/NK 3/SB 8/MNR 9/NK 8/CD 11/CJ 12/-- 11/CJ	case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl pers=3|num=pl|tense=pres|mood=ind _ pos=True _ EmoExpression::markable_10409989::SubjectiveFact=false|EmoExpression::markable_10409989::Polarity=negative|EmoExpression::markable_10409989::Intensity=medium|EmoExpression::markable_10409989::Sarcasm=false|*=True|EmoExpression::markable_10409989::EmoExpression=True|EmoExpression::markable_10409989::Uncertain=false case=nom|gender=fem|num=sg|EmoExpression::markable_10409989::EmoExpression=True case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ pos=True _ case=nom|gender=neut|num=pl
353264852187357184	mixed	RT @MrOskato : Nicht den Ängsten folgen , den Mut wählen : @Piratenpartei !	RT @MrOskato : nicht die Angst folgen , die Mut wählen : @Piratenpartei !	NE NN $. PTKNEG ART NN VVFIN $, ART NN VVINF $. NN $.	2/SB 0/-- 2/-- 7/NG 6/NK 7/DA 13/NK 7/-- 10/NK 11/OA 7/CJ 11/-- 3/-- 13/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_219::EmoExpression=True|gender=masc|EmoExpression::markable_219::Intensity=medium|EmoExpression::markable_219::Polarity=negative|EmoExpression::markable_219::Sarcasm=false|EmoExpression::markable_219::Uncertain=false|num=sg|EmoExpression::markable_219::SubjectiveFact=false _ _ case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_220::EmoExpression=True|gender=masc|EmoExpression::markable_220::Intensity=medium|EmoExpression::markable_220::Polarity=positive|EmoExpression::markable_220::Sarcasm=false|EmoExpression::markable_220::Uncertain=false|num=sg|EmoExpression::markable_220::SubjectiveFact=false _ _ *=True _
367295849074003969	negative	RT @5Barrels : verdammt , ist das unübersichtlich bei Twitter mit den ganzen Mentions und Retweets . #AfD -	RT @5Barrels : verdammen , sein die unübersichtlich bei Twitter mit die ganz Mentions und Retweets . #AfD -	NE NN $. VVPP $, VAFIN PDS ADJD APPR NN APPR ART ADJA NN KON NN $. ADJA $(	2/SB 0/-- 2/-- 6/PD 4/-- 3/-- 6/SB 6/PD 8/MO 9/NK 10/MNR 14/NK 14/NK 11/NK 14/CD 15/CJ 16/-- 17/-- 18/--	case=nom|*=True|num=sg case=nom|Source::markable_222::Source=True|Sentiment::markable_221::Polarity=negative|*=True|Sentiment::markable_221::Sentiment=True|Sentiment::markable_221::Sarcasm=false|num=sg|Source::markable_222::Anaphref=empty|Sentiment::markable_221::Intensity=medium Sentiment::markable_221::Sentiment=True EmoExpression::markable_223::SubjectiveFact=false|EmoExpression::markable_223::Intensity=strong|EmoExpression::markable_223::EmoExpression=True|EmoExpression::markable_223::Sarcasm=false|EmoExpression::markable_223::Uncertain=false|Sentiment::markable_221::Sentiment=True|EmoExpression::markable_223::Polarity=negative Sentiment::markable_221::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_221::Sentiment=True case=nom|Target::markable_225::Preferred=true|num=sg|Target::markable_225::Anaphref=empty|gender=neut|Target::markable_225::Target=True|Sentiment::markable_221::Sentiment=True EmoExpression::markable_224::Uncertain=false|EmoExpression::markable_224::Polarity=negative|pos=True|EmoExpression::markable_224::EmoExpression=True|Sentiment::markable_221::Sentiment=True|EmoExpression::markable_224::Sarcasm=false|EmoExpression::markable_224::SubjectiveFact=false|EmoExpression::markable_224::Intensity=medium Sentiment::markable_221::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_221::Sentiment=True Sentiment::markable_221::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_221::Sentiment=True case=dat|*=True|num=pl|pos=True|Sentiment::markable_221::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_221::Sentiment=True Sentiment::markable_221::Sentiment=True case=dat|gender=masc|num=pl|Sentiment::markable_221::Sentiment=True _ _ _
