311914253751836672	positive	Ich bi so ufgregt !! Wer isch jetzt de neui Papst ?? :))	ich bi so ufgregt !! wer isch jetzt de neui Papst ?? :))	PPER VVFIN ADV ADJA NN PWS VVFIN ADV NE ADJA NN ADJA NN	2/SB 0/-- 4/MO 5/NK 2/OA 7/SB 5/-- 7/MO 11/AG 11/NK 7/OA 11/NK 12/--	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ mood=ind|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|pers=3|num=sg|tense=pres|EmoExpression::markable_1::Intensity=medium|EmoExpression::markable_1::SubjectiveFact=false case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ case=nom|*=True|num=sg case=acc|*=True|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg|pos=True EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|EmoExpression::markable_2::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|EmoExpression::markable_2::EmoExpression=True
311950076480200704	positive	Franziskus l. könnte der beste Papst aller Zeiten werden . Bescheiden und liebenswert . Dadurch einfach grandios . Bin gespannt auf mehr .	Franziskus l. können die gut Papst alle Zeit werden . bescheiden und liebenswert . dadurch einfach grandios . sein gespannt auf mehr .	NE NN VMFIN ART ADJA NN PIAT NN VAINF $. ADJD KON ADJD $. PAV ADJD ADJD $. VAFIN ADJD APPR PIS $.	2/NK 3/SB 0/-- 6/NK 6/NK 9/PD 8/NK 6/AG 3/OC 9/-- 10/-- 11/CD 12/CJ 13/-- 14/NK 17/MO 15/NK 17/-- 18/-- 19/PD 20/MO 21/NK 22/--	Sentiment::markable_130::Polarity=positive|Sentiment::markable_130::Sarcasm=false|Target::markable_131::Target=True|Sentiment::markable_130::Intensity=strong|Target::markable_131::Anaphref=empty|Target::markable_131::Preferred=true|Sentiment::markable_130::Sentiment=True Target::markable_131::Target=True|Sentiment::markable_130::Sentiment=True pers=3|num=sg|tense=past|mood=subj|Sentiment::markable_130::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_130::Sentiment=True case=nom|EmoExpression::markable_132::EmoExpression=True|gender=masc|num=sg|EmoExpression::markable_132::Polarity=positive|sup=True|EmoExpression::markable_132::Intensity=strong|EmoExpression::markable_132::Uncertain=false|EmoExpression::markable_132::Sarcasm=false|EmoExpression::markable_132::SubjectiveFact=false|Sentiment::markable_130::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_130::Sentiment=True case=gen|*=True|num=pl|Sentiment::markable_130::Sentiment=True case=gen|*=True|num=pl|Sentiment::markable_130::Sentiment=True Sentiment::markable_130::Sentiment=True Sentiment::markable_130::Sentiment=True EmoExpression::markable_133::Uncertain=false|EmoExpression::markable_133::SubjectiveFact=false|pos=True|EmoExpression::markable_133::EmoExpression=True|EmoExpression::markable_133::Sarcasm=false|EmoExpression::markable_133::Polarity=positive|EmoExpression::markable_133::Intensity=medium|Sentiment::markable_130::Sentiment=True Sentiment::markable_130::Sentiment=True EmoExpression::markable_134::SubjectiveFact=false|EmoExpression::markable_134::Intensity=medium|EmoExpression::markable_134::Uncertain=false|pos=True|EmoExpression::markable_134::Polarity=positive|EmoExpression::markable_134::EmoExpression=True|EmoExpression::markable_134::Sarcasm=false|Sentiment::markable_130::Sentiment=True Sentiment::markable_130::Sentiment=True Sentiment::markable_130::Sentiment=True Intensifier::markable_100500218::EmoExpressionRef=emo-expression:markable_135|Intensifier::markable_100500218::Intensifier=True|pos=True|Sentiment::markable_130::Sentiment=True|Intensifier::markable_100500218::Degree=medium EmoExpression::markable_135::Polarity=positive|EmoExpression::markable_135::SubjectiveFact=false|EmoExpression::markable_135::Sarcasm=false|EmoExpression::markable_135::Intensity=strong|pos=True|EmoExpression::markable_135::EmoExpression=True|EmoExpression::markable_135::Uncertain=false|Sentiment::markable_130::Sentiment=True Sentiment::markable_130::Sentiment=True pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_130::Sentiment=True EmoExpression::markable_136::SubjectiveFact=false|EmoExpression::markable_136::EmoExpression=True|EmoExpression::markable_136::Polarity=positive|pos=True|EmoExpression::markable_136::Uncertain=false|EmoExpression::markable_136::Intensity=medium|Sentiment::markable_130::Sentiment=True|EmoExpression::markable_136::Sarcasm=false Sentiment::markable_130::Sentiment=True Target::markable_100500219::Preferred=true|Target::markable_100500219::Anaphref=empty|Sentiment::markable_130::Sentiment=True|Target::markable_100500219::Target=True Sentiment::markable_130::Sentiment=True
311981016967442434	neutral	Angeblich weiß Ratzinger immer noch nicht , wer neuer #Papst ist . Ich denke , er twittert ?	angeblich wissen Ratzinger immer noch nicht , wer neu #Papst sein . ich denken , er twittert ?	ADJD VVFIN NN ADV ADV PTKNEG $, PWS ADJA NN VAFIN $. PPER VVFIN $, PPER VVFIN $.	2/MO 0/-- 2/SB 6/MO 6/MO 2/NG 6/-- 11/SB 10/NK 11/PD 2/OC 11/-- 14/SB 12/-- 14/-- 17/SB 14/OC 17/--	pos=True pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _
312096558126616576	neutral	RT @gestalterhuette : Der neue #Papst schafft den #Google Reader ab . Das haben wir nun davon .	RT @gestalterhuette : die neu #Papst schaffen die #Google Reader ab . die haben wir nun davon .	NE NN $. ART ADJA NN VVFIN ART NN NN PTKVZ $. PDS VAFIN PPER ADV PAV $.	2/SB 0/-- 2/-- 6/NK 6/NK 7/SB 3/-- 9/NK 7/OA 9/NK 7/SVP 11/-- 16/OA 12/-- 14/SB 14/MO 14/NK 13/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ case=acc|gender=neut|num=sg pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 _ _ _
312174151970467841	neutral	Gespräch über den neuen Papst und den von ihm gewählten Namen . Kollege : ' Wieso Franziskus ? Ich dachte der heißt Habemus Papam ... '	Gespräch über die neu Papst und die von er gewählt Name . Kollege : ' wieso Franziskus ? ich denken die heißen Habemus Papam ... '	NN APPR ART ADJA NN KON ART APPR PPER ADJA NN $. NN $. $( PWAV NE $. PPER VVFIN ART VVFIN NN NN $. $(	0/-- 1/OP 5/NK 5/NK 2/NK 5/CD 11/NK 10/SBP 8/NK 11/NK 6/CJ 11/-- 12/-- 13/-- 14/-- 13/CD 13/SB 17/-- 20/SB 18/-- 23/NK 23/NK 20/SB 23/NK 24/-- 25/--	case=nom|gender=neut|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg _ case=dat|gender=masc|num=sg|pers=3 case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=pl _ _ _ _ _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _
312106765703598080	positive	BILD - Schlagzeile : " Ein Argentinier ist Papst ! Die neue Hand Gottes " - Ich sach mal : Ma ( ra ) donna mia !	Bild - Schlagzeile : " eine Argentinier sein Papst ! die neu Hand Gott " - ich sach mal : <UNKNOWN> ( ra ) donna Mia !	NN $( NN $. $( ART NN VAFIN NN $. ART ADJA NN NN $( $( PPER ADJD ADV $. NE $( ADJA $( NN NE $.	8/SB 1/-- 1/CJ 3/-- 4/-- 7/NK 8/SB 0/-- 8/PD 9/-- 13/NK 13/NK 10/-- 13/AG 14/-- 17/-- 23/SB 23/MO 18/MO 19/-- 23/SB 21/-- 15/-- 23/-- 23/PAR 25/UC 26/--	case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=pl _ _ case=nom|Target::markable_138::Preferred=true|gender=masc|Sentiment::markable_137::Intensity=medium|Sentiment::markable_137::Sentiment=True|Sentiment::markable_137::Sarcasm=false|Target::markable_138::Anaphref=empty|num=sg|Sentiment::markable_137::Polarity=positive|Target::markable_138::Target=True case=nom|gender=masc|num=sg|Target::markable_138::Target=True|Sentiment::markable_137::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_137::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_137::Sentiment=True Sentiment::markable_137::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_137::Sentiment=True case=nom|gender=fem|num=sg|pos=True|Sentiment::markable_137::Sentiment=True case=nom|gender=fem|EmoExpression::markable_139::Intensity=medium|Sentiment::markable_137::Sentiment=True|num=sg|EmoExpression::markable_139::EmoExpression=True|EmoExpression::markable_139::SubjectiveFact=false|EmoExpression::markable_139::Sarcasm=false|EmoExpression::markable_139::Uncertain=false|EmoExpression::markable_139::Polarity=positive case=gen|gender=masc|num=sg|EmoExpression::markable_139::EmoExpression=True|Sentiment::markable_137::Sentiment=True Sentiment::markable_137::Sentiment=True _ case=nom|*=True|num=sg|pers=1 pos=True _ _ _ _ _ _ _ _ _
311918742672113664	neutral	RT @SPIEGEL_EIL : Der neue Papst : Es ist ein Argentinier ... http://t.co/iVcoLyBUXw	RT @SPIEGEL_EIL : die neu Papst : es sein eine Argentinier ... http://t.co/iVcoLyBUXw	NE NN $. ART ADJA NN $. PPER VAFIN ART NN $. NN	2/SB 0/-- 2/-- 6/NK 6/NK 9/PD 6/-- 9/SB 3/-- 11/NK 9/PD 11/-- 12/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _
311920474378625024	negative	Ich will ja jetzt nichts sagen , aber der Mann ist 76.  Jünger wird er ned ... #Papst	ich wollen ja jetzt nichts sagen , aber die Mann sein @card@ Jünger werden er ned ... #Papst	PPER VMFIN ADV ADV PIS VVINF $, KON ART NN VAFIN CARD NN VAFIN PPER NE $. NN	2/SB 0/-- 2/MO 2/MO 6/OA 2/OC 6/-- 2/CD 10/NK 11/SB 8/CJ 13/NK 11/SB 13/MNR 14/SB 14/SB 16/-- 17/--	case=nom|*=True|pers=1|Sentiment::markable_140::Sentiment=True|Sentiment::markable_140::Sarcasm=false|num=sg|Sentiment::markable_140::Polarity=negative|Sentiment::markable_140::Intensity=medium pers=1|Sentiment::markable_140::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_140::Sentiment=True Sentiment::markable_140::Sentiment=True gender=neut|*=True|Sentiment::markable_140::Sentiment=True Sentiment::markable_140::Sentiment=True Sentiment::markable_140::Sentiment=True Sentiment::markable_140::Sentiment=True case=nom|Sentiment::markable_140::Sentiment=True|Target::markable_141::Target=True|num=sg|gender=masc|Target::markable_141::Preferred=true|Target::markable_141::Anaphref=empty case=nom|gender=masc|Target::markable_141::Target=True|num=sg|Sentiment::markable_140::Sentiment=True pers=3|Sentiment::markable_140::Sentiment=True|Target::markable_141::Target=True|num=sg|tense=pres|mood=ind Sentiment::markable_140::Sentiment=True|Target::markable_141::Target=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 _ _ _
311858082219167744	neutral	„Wenn jemand von uns zu den ’Pro‘ - Leuten geht , ist das so , als ob der Papst morgen Atheist wird . “ m (	„Wenn jemand von wir zu die ’Pro‘ - Leute gehen , sein die so , als ob die Papst morgen Atheist werden . “ m (	NN PIS APPR PPER APPR ART ADJA $( NN VVFIN $, VAFIN PDS ADV $, KOKOM KOUS ART NN ADV NN VAFIN $. ADJA NN $(	12/SB 10/SB 2/PG 3/NK 10/OP 9/NK 9/NK 7/-- 5/NK 1/OC 10/-- 0/-- 12/SB 12/MO 14/-- 22/CM 22/CP 19/NK 22/SB 19/MNR 22/PD 14/CC 22/-- 25/NK 23/-- 25/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|*=True|num=pl|pers=1 _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl|pos=True _ case=dat|*=True|num=pl pers=3|num=sg|tense=pres|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ gender=masc|*=True _
311836993699074048	positive	Papst hin oder her ! Bei weißem Rauch ist meist was mit der Zylinderkopfdichtung !	Papst hin oder her ! bei weiß Rauch sein meist was mit die Zylinderkopfdichtung !	NN PTKVZ KON ADV $. APPR ADJA NN VAFIN ADV PIS APPR ART NN $.	0/-- 1/MNR 2/CD 3/CJ 4/-- 9/MO 8/NK 6/NK 5/-- 9/MO 9/SB 9/MO 14/NK 12/NK 14/--	case=nom|gender=masc|num=sg _ _ _ _ _ case=dat|EmoExpression::markable_104014828::Uncertain=false|gender=masc|EmoExpression::markable_104014828::Intensity=medium|pos=True|EmoExpression::markable_104014828::SubjectiveFact=true|EmoExpression::markable_104014828::Sarcasm=false|EmoExpression::markable_104014828::Polarity=positive|num=sg|EmoExpression::markable_104014828::EmoExpression=True case=dat|gender=masc|num=sg|EmoExpression::markable_104014828::EmoExpression=True pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _
311907179437367296	positive	RT @ProSieben : Rom tanzt . Weißer Rauch . Der #Papst ist gewählt . Und gleich öffnet sich der Vorhang .... Wie kann man ein Casting be ...	RT @ProSieben : Rom tanzen . weiß Rauch . die #Papst sein wählen . und gleich öffnen sich die Vorhang .... wie können man eine Casting be ...	NE ADJD $. NE VVFIN $. ADJA NN $. ART NN VAFIN VVPP $. KON VVIMP VVFIN PRF ART NN NN KOUS VMFIN PIS ART NN NE $.	0/-- 1/PD 2/-- 5/SB 3/-- 5/-- 8/NK 6/-- 8/-- 11/NK 12/SB 9/-- 12/PD 13/-- 17/JU 17/MO 14/-- 17/OA 20/NK 17/SB 16/OA 23/MO 21/-- 23/SB 26/NK 23/OC 26/NK 27/--	case=nom|*=True|num=sg _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ EmoExpression::markable_104014829::Polarity=positive|EmoExpression::markable_104014829::Sarcasm=false|EmoExpression::markable_104014829::Uncertain=false|EmoExpression::markable_104014829::Intensity=medium|EmoExpression::markable_104014829::SubjectiveFact=true|EmoExpression::markable_104014829::EmoExpression=True case=nom|gender=neut|num=sg|EmoExpression::markable_104014829::EmoExpression=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|*=True|num=sg _
311788859182678016	negative	Das Konklave hat auch im dritten Wahlgang keinen Papst gewählt . Aus dem Schornstein der Sixtinischen Kapelle steigt wieder schwarzer Rauch	die Konklave haben auch in dritt Wahlgang keine Papst wählen . aus die Schornstein die Sixtinische Kapelle steigen wieder schwarz Rauch	ART NN VAFIN ADV APPRART ADJA NN PIAT NN VVPP $. APPR ART NN ART NN NN VVFIN ADV ADJA NN	2/NK 3/SB 0/-- 5/MO 10/MO 7/NK 5/NK 9/NK 10/OA 3/OC 10/-- 18/MO 14/NK 12/NK 16/NK 14/AG 16/NK 11/-- 18/MO 21/NK 18/OA	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|EmoExpression::markable_104014830::SubjectiveFact=true|gender=masc|pos=True|EmoExpression::markable_104014830::Intensity=medium|num=sg|EmoExpression::markable_104014830::EmoExpression=True|EmoExpression::markable_104014830::Uncertain=false|EmoExpression::markable_104014830::Polarity=negative|EmoExpression::markable_104014830::Sarcasm=false case=nom|gender=masc|num=sg|EmoExpression::markable_104014830::EmoExpression=True
312117385152839680	mixed	Ach was solls ... ich konnte nicht widerstehen ! #papst #verkündung #memegenerator http://t.co/boxYEslxly	ach was Soll ... ich können nicht widerstehen ! #papst #verkündung #memegenerator http://t.co/boxYEslxly	ITJ PIAT NN $. PPER VMFIN PTKNEG VVINF $. NN NN NN NE	3/NK 3/NK 0/-- 3/-- 6/SB 4/-- 6/NG 6/OC 8/-- 9/-- 10/NK 10/NK 12/NK	EmoExpression::markable_104014831::EmoExpression=True|EmoExpression::markable_104014831::Intensity=medium|EmoExpression::markable_104014831::Uncertain=false|EmoExpression::markable_104014831::SubjectiveFact=false|EmoExpression::markable_104014831::Polarity=negative|EmoExpression::markable_104014831::Sarcasm=false case=nom|gender=neut|num=sg|EmoExpression::markable_104014831::EmoExpression=True EmoExpression::markable_104014831::EmoExpression=True _ case=nom|*=True|num=sg|pers=1 EmoExpression::markable_142::Polarity=positive|EmoExpression::markable_142::Sarcasm=false|mood=ind|EmoExpression::markable_142::SubjectiveFact=false|pers=1|num=sg|tense=past|EmoExpression::markable_142::Uncertain=true|EmoExpression::markable_142::EmoExpression=True|EmoExpression::markable_142::Intensity=medium EmoExpression::markable_142::EmoExpression=True EmoExpression::markable_142::EmoExpression=True _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311897099346251776	positive	Hoffentlich wählen die diesmal einen Italiener als Papst : http://t.co/MIqw45UYDt	hoffentlich wählen die diesmal eine Italiener als Papst : http://t.co/MIqw45UYDt	ADV VVFIN PDS ADV ART NN KOKOM NN $. NN	2/MO 0/-- 2/SB 2/MO 6/NK 2/OA 2/MO 7/NK 8/-- 2/OA	EmoExpression::markable_100500220::SubjectiveFact=false|EmoExpression::markable_100500220::Polarity=positive|Sentiment::markable_143::Intensity=medium|EmoExpression::markable_100500220::Sarcasm=false|Sentiment::markable_143::Sarcasm=false|EmoExpression::markable_100500220::Uncertain=false|EmoExpression::markable_100500220::Intensity=medium|Sentiment::markable_143::Sentiment=True|EmoExpression::markable_100500220::EmoExpression=True|Sentiment::markable_143::Polarity=positive Sentiment::markable_143::Sentiment=True|mood=ind|EmoExpression::markable_100500221::EmoExpression=True|EmoExpression::markable_100500221::SubjectiveFact=false|pers=3|EmoExpression::markable_100500221::Sarcasm=false|num=pl|tense=pres|EmoExpression::markable_100500221::Polarity=positive|EmoExpression::markable_100500221::Uncertain=false|EmoExpression::markable_100500221::Intensity=medium case=nom|*=True|num=pl|Sentiment::markable_143::Sentiment=True Sentiment::markable_143::Sentiment=True case=acc|Sentiment::markable_143::Sentiment=True|num=sg|Target::markable_144::Target=True|gender=masc|Target::markable_144::Anaphref=empty|Target::markable_144::Preferred=true case=acc|gender=masc|num=sg|Target::markable_144::Target=True|Sentiment::markable_143::Sentiment=True Sentiment::markable_143::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_143::Sentiment=True _ case=acc|gender=masc|num=sg
311946891711627264	neutral	ob der Ratze jetzt dem Franzi zeigt wie man twittert #papst	ob die Ratze jetzt die Franzi zeigen wie man twittert #papst	APPR ART NN ADV ART NE VVFIN KOKOM PIS VVFIN NN	7/MO 3/NK 1/NK 7/MO 6/NK 7/SB 0/-- 10/CM 10/SB 7/OC 10/OA	_ case=gen|gender=masc|num=pl case=gen|gender=masc|num=pl _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg
311907239273324544	negative	Ach , vielleicht wollten die Kardinäle nur nicht mehr im Knast sitzen ....... #Papst #weisserRauch	ach , vielleicht wollen die Kardinal nur nicht mehr in Knast sitzen ....... #Papst #weisserRauch	ITJ $, ADV VMFIN ART NN ADV PTKNEG ADV APPRART NN VVFIN ADJA NN NN	4/DM 1/-- 4/MO 0/-- 6/NK 4/SB 4/MO 4/NG 8/MO 12/MO 10/NK 4/OC 12/MO 13/-- 14/NK	_ _ _ pers=3|num=pl|tense=past|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ _ case=dat|gender=masc|num=sg case=dat|EmoExpression::markable_146::Sarcasm=false|EmoExpression::markable_146::Polarity=negative|gender=masc|EmoExpression::markable_146::Intensity=medium|num=sg|EmoExpression::markable_146::Uncertain=false|EmoExpression::markable_146::SubjectiveFact=false|EmoExpression::markable_146::EmoExpression=True _ case=dat|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311800788785713153	neutral	Ist denen die Heizung ausgegangen oder warum machen die den Ofen an ? #Vatikan #Kardinal #Papst	sein die die Heizung ausgehen oder warum machen die die Ofen an ? #Vatikan #Kardinal #Papst	VAFIN PDS ART NN VVPP KON PWAV VVFIN PDS ART NN PTKVZ $. NN NN NN	0/-- 5/DA 4/NK 1/SB 1/OC 1/CD 8/MO 6/CJ 8/SB 11/NK 8/OA 8/SVP 12/-- 13/-- 14/NK 14/PD	pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=pl case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311907437777125377	positive	RT @BoehningB : Hatte mich schon an die Zeit ohne gewöhnt . #papst	RT @BoehningB : haben ich schon an die Zeit ohne gewöhnt . #papst	NE ADJD $. VAFIN PPER ADV APPR ART NN APPR ADJD $. NN	0/-- 1/PD 2/-- 3/-- 4/SB 7/MO 4/MO 9/NK 7/NK 4/MO 10/NK 11/-- 12/--	case=nom|*=True|num=sg case=nom|Source::markable_100500222::Source=True|Sentiment::markable_147::Polarity=positive|Sentiment::markable_147::Sentiment=True|*=True|Sentiment::markable_147::Intensity=medium|Sentiment::markable_147::Sarcasm=false|num=sg|Source::markable_100500222::Anaphref=empty Sentiment::markable_147::Sentiment=True pers=3|Sentiment::markable_147::Sentiment=True|num=sg|tense=past|mood=ind case=acc|pers=1|num=sg|Sentiment::markable_147::Sentiment=True|Source::markable_150::Source=True|*=True|Source::markable_150::Anaphref=markable_100500222 Sentiment::markable_147::Sentiment=True Sentiment::markable_147::Sentiment=True case=acc|Target::markable_148::Preferred=true|num=sg|Sentiment::markable_147::Sentiment=True|Target::markable_148::Anaphref=empty|gender=fem|Target::markable_148::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_147::Sentiment=True|Target::markable_148::Target=True Sentiment::markable_147::Sentiment=True|Target::markable_148::Target=True EmoExpression::markable_149::Sarcasm=false|EmoExpression::markable_149::EmoExpression=True|EmoExpression::markable_149::Uncertain=false|EmoExpression::markable_149::Intensity=medium|EmoExpression::markable_149::Polarity=positive|Sentiment::markable_147::Sentiment=True|EmoExpression::markable_149::SubjectiveFact=false _ case=nom|gender=masc|num=sg
311918426232872960	mixed	Da will man EINMAL Fernsehen gucken . Und ? Überall Papst , Papst , Papst ... - . -	da wollen man einmal Fernsehen gucken . und ? überall Papst , Papst , Papst ... - . -	ADV VMFIN PIS ADV NN VVINF $. KON $. ADV NN $, NN $, NN $. $( $. $(	2/MO 0/-- 2/SB 2/MO 6/OA 2/OC 6/-- 7/-- 8/-- 11/MO 9/-- 11/-- 11/CJ 13/-- 13/CJ 15/-- 18/-- 16/-- 18/--	Sentiment::markable_100500223::Polarity=positive|Sentiment::markable_100500223::Sarcasm=false|EmoExpression::markable_104014832::SubjectiveFact=false|EmoExpression::markable_104014832::Uncertain=true|EmoExpression::markable_104014832::Intensity=medium|Sentiment::markable_100500223::Sentiment=True|EmoExpression::markable_104014832::EmoExpression=True|EmoExpression::markable_104014832::Polarity=negative|EmoExpression::markable_104014832::Sarcasm=false|Sentiment::markable_100500223::Intensity=medium EmoExpression::markable_100500224::Polarity=positive|Sentiment::markable_100500223::Sentiment=True|mood=ind|EmoExpression::markable_100500224::Uncertain=false|EmoExpression::markable_100500224::Intensity=medium|EmoExpression::markable_100500224::Sarcasm=false|EmoExpression::markable_100500224::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_104014832::EmoExpression=True|EmoExpression::markable_100500224::EmoExpression=True case=nom|Source::markable_100500225::Anaphref=empty|Sentiment::markable_100500223::Sentiment=True|num=sg|EmoExpression::markable_104014832::EmoExpression=True|Source::markable_100500225::Source=True|*=True Sentiment::markable_100500223::Sentiment=True|EmoExpression::markable_104014832::EmoExpression=True case=nom|Target::markable_100500226::Target=True|Sentiment::markable_100500223::Sentiment=True|num=sg|Target::markable_100500226::Anaphref=empty|gender=neut|Target::markable_100500226::Preferred=true Target::markable_100500226::Target=True|Sentiment::markable_100500223::Sentiment=True Sentiment::markable_100500223::Sentiment=True Sentiment::markable_151::Sarcasm=false|Sentiment::markable_151::Polarity=negative|EmoExpression::markable_153::Uncertain=false|EmoExpression::markable_153::Polarity=negative|EmoExpression::markable_153::SubjectiveFact=false|EmoExpression::markable_153::Sarcasm=false|EmoExpression::markable_153::EmoExpression=True|EmoExpression::markable_153::Intensity=medium|Sentiment::markable_151::Intensity=medium|Sentiment::markable_151::Sentiment=True EmoExpression::markable_153::EmoExpression=True|Sentiment::markable_151::Sentiment=True Sentiment::markable_151::Sentiment=True case=nom|Target::markable_152::Target=True|num=sg|gender=masc|Target::markable_152::Preferred=true|Target::markable_152::Anaphref=empty|Sentiment::markable_151::Sentiment=True Target::markable_152::Target=True|Sentiment::markable_151::Sentiment=True case=nom|gender=masc|Target::markable_152::Target=True|num=sg|Sentiment::markable_151::Sentiment=True Target::markable_152::Target=True|Sentiment::markable_151::Sentiment=True case=nom|gender=masc|Target::markable_152::Target=True|num=sg|Sentiment::markable_151::Sentiment=True Sentiment::markable_151::Sentiment=True Sentiment::markable_151::Sentiment=True Sentiment::markable_151::Sentiment=True Sentiment::markable_151::Sentiment=True
