369517901734096896	positive	Piraten bei puls4 ! gleich geht los :-) http://t.co/EGeZ2oiZrQ	Pirat bei puls4 ! gleich gehen los :-) http://t.co/EGeZ2oiZrQ	NN APPR CARD $. ADJD VVFIN ADJD $( NN	0/-- 1/MNR 2/NK 3/-- 6/MO 4/-- 6/MO 7/-- 7/PAR	case=nom|Target::markable_4::Preferred=true|Target::markable_4::Anaphref=empty|gender=masc|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=pl|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True pos=True|Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True EmoExpression::markable_3::Intensity=medium|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::EmoExpression=True|EmoExpression::markable_3::Polarity=positive|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Sarcasm=false|EmoExpression::markable_3::Uncertain=false _
381816912143196160	negative	RT @irrelefants : Ich habs jetzt begriffen . Man braucht gar kein Wahlprogramm . Man muss den Leuten nur ordentlich Angst einjagen .	RT @irrelefants : ich habs jetzt begreifen . man brauchen gar keine Wahlprogramm . man müssen die Leute nur ordentlich Angst einjagen .	NE NN $. PPER VVFIN ADV VVPP $. PIS VVFIN ADV PIAT NN $. PIS VMFIN ART NN ADV ADJD NN VVINF $.	2/SB 0/-- 2/-- 5/SB 3/-- 5/MO 5/MO 7/-- 10/SB 8/-- 12/MO 13/NK 10/OA 13/-- 16/SB 14/-- 18/NK 22/OA 22/MO 22/MO 22/OA 16/OC 22/--	case=nom|*=True|num=sg case=nom|gender=neut|num=pl _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ pos=True case=acc|EmoExpression::markable_191::Sarcasm=false|EmoExpression::markable_191::Polarity=negative|gender=fem|EmoExpression::markable_191::Intensity=medium|num=sg|EmoExpression::markable_191::Uncertain=false|EmoExpression::markable_191::SubjectiveFact=false|EmoExpression::markable_191::EmoExpression=True EmoExpression::markable_191::EmoExpression=True _
376752366718320640	positive	RT @groehe : Kämpferischer Auftakt in die heiße Wahlkampfphase . Wir kämpfen um jede Stimme für die Union ! #wka13 #btw13 #CDU + http://t.co/ej …	RT @groehe : kämpferisch Auftakt in die heiß Wahlkampfphase . wir kämpfen um jede Stimme für die Union ! #wka13 #btw13 #CDU + http://t.co/ej …	NE NN $. ADJA NN APPR ART ADJA NN $. PPER VVFIN APPR PIAT NN APPR ART NN $. CARD CARD NN KON NN ADJA	2/SB 0/-- 2/-- 5/NK 3/-- 5/MNR 9/NK 9/NK 6/NK 9/-- 12/SB 10/-- 12/OP 15/NK 13/NK 15/MNR 18/NK 16/NK 18/-- 21/NMC 22/NK 25/OA 22/CD 23/CJ 19/--	case=nom|*=True|num=sg Sentiment::markable_192::Polarity=positive|mood=subj|Sentiment::markable_192::Intensity=medium|Sentiment::markable_192::Sentiment=True|Source::markable_193::Anaphref=empty|pers=3|Sentiment::markable_192::Sarcasm=false|num=sg|tense=pres|Source::markable_193::Source=True Sentiment::markable_192::Sentiment=True case=nom|Target::markable_194::Anaphref=empty|EmoExpression::markable_195::Polarity=positive|EmoExpression::markable_195::Sarcasm=false|EmoExpression::markable_195::SubjectiveFact=false|gender=masc|pos=True|Sentiment::markable_192::Sentiment=True|Target::markable_194::Preferred=true|num=sg|EmoExpression::markable_195::Uncertain=false|EmoExpression::markable_195::EmoExpression=True|Target::markable_194::Target=True|EmoExpression::markable_195::Intensity=medium case=nom|gender=masc|num=sg|Target::markable_194::Target=True|Sentiment::markable_192::Sentiment=True Sentiment::markable_192::Sentiment=True case=acc|gender=masc|num=pl|Sentiment::markable_192::Sentiment=True case=acc|gender=masc|num=pl|pos=True|Sentiment::markable_192::Sentiment=True case=acc|gender=masc|num=pl|Sentiment::markable_192::Sentiment=True _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ _ gender=neut|*=True _ gender=fem|*=True|num=sg gender=fem|*=True|num=sg|pos=True
381926060021276672	negative	RT @SZ_Politik : Das vorläufige amtliche Endergebnis der #btw13 ist da . Union braucht SPD oder Grüne , FDP und Afd scheitern. http://t.co/yUj …	RT @SZ_Politik : die vorläufig amtlich Endergebnis die #btw13 sein da . Union brauchen SPD oder Grüne , FDP und Afd scheitern. http://t.co/yUj …	NE NN $. ART ADJA ADJA NN ART NN VAFIN ADV $. NE VVFIN NE KON NN $, NE KON NE NE NE ADJD	2/SB 0/-- 2/-- 7/NK 7/NK 7/NK 10/SB 9/NK 7/AG 3/-- 10/MO 11/-- 14/SB 12/-- 14/OA 15/CD 16/CJ 17/-- 17/CJ 19/CD 20/CJ 23/PNC 21/NK 14/MO	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg _ case=nom|*=True|num=pl _ case=dat|Sentiment::markable_196::Polarity=negative|gender=fem|Sentiment::markable_196::Sentiment=True|Sentiment::markable_196::Sarcasm=false|Sentiment::markable_196::Intensity=medium|num=sg|Target::markable_197::Preferred=true|Target::markable_197::Target=True|Target::markable_197::Anaphref=empty Sentiment::markable_196::Sentiment=True case=dat|num=sg|Target::markable_198::Anaphref=empty|Target::markable_198::Preferred=true|Target::markable_198::Target=True|gender=fem|Sentiment::markable_196::Sentiment=True case=dat|EmoExpression::markable_199::EmoExpression=True|EmoExpression::markable_199::Sarcasm=false|gender=fem|Sentiment::markable_196::Sentiment=True|EmoExpression::markable_199::Polarity=negative|EmoExpression::markable_199::SubjectiveFact=false|num=sg|EmoExpression::markable_199::Intensity=medium|EmoExpression::markable_199::Uncertain=false _ _
384165960812228608	negative	Regierungsbildung : Angela Merkels größter Fehler : Der Siegesrausch verfliegt : Union und FDP waschen schmutzige ... http://t.co/5SFhX6EYoh	Regierungsbildung : Angela Merkel groß Fehler : die Siegesrausch verfliegen : Union und FDP waschen schmutzig ... http://t.co/5SFhX6EYoh	NN $. NE NE ADJA NN $. ART NN VVFIN $. NE KON NE VVFIN ADJA $. NN	10/PD 1/-- 4/PNC 6/AG 6/NK 10/CJ 6/-- 9/NK 10/SB 0/-- 10/-- 15/SB 12/CD 13/CJ 10/OC 15/OA 16/-- 17/--	case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|Intensifier::markable_201::EmoExpressionRef=emo-expression:markable_200|num=sg|sup=True|gender=masc|Intensifier::markable_201::Degree=medium|Intensifier::markable_201::Intensifier=True case=nom|EmoExpression::markable_200::Polarity=negative|EmoExpression::markable_200::Intensity=medium|gender=masc|EmoExpression::markable_200::Uncertain=false|EmoExpression::markable_200::Sarcasm=false|EmoExpression::markable_200::SubjectiveFact=false|num=sg|EmoExpression::markable_200::EmoExpression=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=pl|pos=True _ case=nom|gender=fem|num=sg
379625582851817472	neutral	RT @servicecase18 : Mich würde im übrigen mal interessieren , wie das Wahlergebnis aussähe , wenn die Zweitstimme nur nach Programm ohne Parte…	RT @servicecase18 : ich werden in übrig mal interessieren , wie die Wahlergebnis aussehen , wenn die Zweitstimme nur nach Programm ohne Parte…	NE NN $. PPER VAFIN APPRART ADJA ADV VVINF $, KOUS ART NN VVFIN $, KOUS ART NN ADV APPR NN APPR NN	2/SB 0/-- 2/-- 5/SB 3/-- 9/MO 6/NK 9/MO 5/OC 9/-- 14/CP 13/NK 14/SB 9/MO 14/-- 14/CM 18/NK 14/OA 20/MO 14/MO 20/NK 21/MNR 22/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=subj case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True _ _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=subj _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ case=dat|gender=neut|num=sg _ case=acc|gender=masc|num=sg
362441235459346432	positive	Wähler bleiben Schwarz - Gelb treu : NSA - Affäre perlt an der Kanzlerin ab - N - TV ONLINE http://t.co/HBUOcbElHh	Wähler bleiben Schwarz - Gelb treu : Nsa - Affäre perlen an die Kanzlerin ab - N - TV ONLINE http://t.co/HBUOcbElHh	NN VVFIN NE $( NN ADJD $. NE $( NN VVFIN APPR ART NN PTKVZ $( NE $( NE NE NN	2/SB 0/-- 2/SB 3/-- 3/APP 2/MO 6/-- 10/NK 8/-- 11/SB 2/OC 11/MO 14/NK 12/NK 11/SVP 17/-- 21/NK 17/-- 20/PNC 17/NK 15/--	case=nom|Sentiment::markable_202::Polarity=positive|Sentiment::markable_202::Intensity=medium|gender=masc|Source::markable_203::Source=True|Sentiment::markable_202::Sentiment=True|Sentiment::markable_202::Sarcasm=false|num=pl|Source::markable_203::Anaphref=empty pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_202::Sentiment=True case=dat|Target::markable_204::Anaphref=empty|num=sg|*=True|Target::markable_204::Target=True|Target::markable_204::Preferred=true|Sentiment::markable_202::Sentiment=True Target::markable_204::Target=True|Sentiment::markable_202::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_204::Target=True|Sentiment::markable_202::Sentiment=True EmoExpression::markable_205::Polarity=positive|EmoExpression::markable_205::Sarcasm=false|pos=True|Sentiment::markable_202::Sentiment=True|EmoExpression::markable_205::SubjectiveFact=false|EmoExpression::markable_205::Uncertain=false|EmoExpression::markable_205::EmoExpression=True|EmoExpression::markable_205::Intensity=medium _ case=nom|*=True|num=sg _ case=dat|EmoExpression::markable_10409143::Sarcasm=false|gender=fem|EmoExpression::markable_10409143::EmoExpression=True|num=sg|EmoExpression::markable_10409143::Uncertain=false|EmoExpression::markable_10409143::SubjectiveFact=false|EmoExpression::markable_10409143::Polarity=negative|EmoExpression::markable_10409143::Intensity=medium pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ _ _ *=True *=True *=True
381929011095408640	neutral	Ziemlich genau sogar . Anzahl Nichtwähler : 17.614 . 251  Einwohner NRW : 17,524 Millionen ( Stand 30.04 . 2013 ; laut Wikipedia )	ziemlich genau sogar . Anzahl Nichtwähler : @card@ . @card@ Einwohner NRW : @card@ Million ( Stand @card@ . @card@ ; laut Wikipedia )	ADV ADJD ADV $. NN NN $. CARD $. CARD NN NE $. CARD NN $( NN CARD $. CARD $. APPR NN $(	2/MO 0/-- 2/MO 3/-- 4/-- 5/NK 6/-- 11/NK 8/-- 8/PD 5/PAR 11/NK 12/-- 15/NMC 5/CJ 15/-- 15/PAR 20/NMC 18/-- 17/NK 20/-- 17/MO 22/NK 23/--	_ pos=True _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ _ _ gender=masc|*=True case=nom|gender=neut|num=sg _ _ case=nom|gender=fem|num=pl _ case=nom|gender=masc|num=sg _ _ _ _ _ case=dat|gender=fem|num=sg _
345833927841284096	neutral	wenn #piraten sich am #hartz4 status quo orienteren , ein " niedrigst - #grundeinkommen " zu rechtfertigen , sollten sie das zustandekommen bedenken	wenn #piraten sich an #hartz4 status quo orienteren , eine " niedrig - #grundeinkommen " zu rechtfertigen , sollen sie die zustandekommen bedenken	KOUS NN PRF APPRART NN ADJA NN ADJA $, ART $( ADJD $( NN $( PTKZU VVINF $, VMFIN PPER PDS VVINF VVFIN	17/CP 8/SB 8/OA 8/MO 4/NK 7/NK 5/AG 17/CJ 8/-- 14/NK 10/-- 14/PNC 12/-- 17/OA 14/-- 17/PM 19/MO 17/-- 0/-- 19/SB 22/OA 23/OC 19/OC	_ case=nom|gender=masc|num=pl case=acc|pers=3|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=dat|gender=fem|num=pl|comp=True _ case=acc|gender=neut|num=sg _ _ _ _ _ _ _ _ pers=3|num=pl|tense=past|mood=subj case=nom|*=True|num=pl|pers=3 case=acc|gender=neut|num=sg _ _
378555462603776000	positive	Denken wie ein Proton ... Positiv :-) #LINKE wählen ! Soziale Gerechtigkeit stark machen ! #BTW13 http://t.co/4W4h1Sv2y5	Denken wie eine Proton ... Positiv :-) #LINKE wählen ! sozial Gerechtigkeit stark machen ! #BTW13 http://t.co/4W4h1Sv2y5	NN KOKOM ART NN $. NN $( NN VVINF $. ADJA NN ADJD VVINF $. CARD NN	0/-- 4/CM 4/NK 1/CC 4/-- 5/-- 6/-- 9/OA 6/PAR 9/-- 12/NK 14/OA 14/MO 10/-- 14/-- 17/NK 15/--	Sentiment::markable_208::Sentiment=True|Sentiment::markable_208::Polarity=positive|Sentiment::markable_208::Intensity=medium|Sentiment::markable_208::Sarcasm=false Sentiment::markable_208::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_208::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_208::Sentiment=True Sentiment::markable_208::Sentiment=True case=nom|EmoExpression::markable_206::Polarity=positive|EmoExpression::markable_206::SubjectiveFact=false|EmoExpression::markable_206::EmoExpression=True|gender=masc|Sentiment::markable_208::Sentiment=True|num=sg|EmoExpression::markable_206::Intensity=medium|EmoExpression::markable_206::Sarcasm=false|EmoExpression::markable_206::Uncertain=false mood=ind|EmoExpression::markable_207::Uncertain=false|pers=3|EmoExpression::markable_207::Polarity=positive|num=sg|tense=past|EmoExpression::markable_207::Sarcasm=false|EmoExpression::markable_207::Intensity=medium|EmoExpression::markable_207::SubjectiveFact=false|Sentiment::markable_208::Sentiment=True|EmoExpression::markable_207::EmoExpression=True case=acc|num=sg|Target::markable_209::Anaphref=empty|*=True|Sentiment::markable_208::Sentiment=True|Target::markable_209::Preferred=true|Target::markable_209::Target=True EmoExpression::markable_210::Sarcasm=false|EmoExpression::markable_210::Uncertain=false|EmoExpression::markable_210::Polarity=positive|EmoExpression::markable_210::SubjectiveFact=false|Sentiment::markable_208::Sentiment=True|EmoExpression::markable_210::EmoExpression=True|EmoExpression::markable_210::Intensity=medium Sentiment::markable_208::Sentiment=True case=acc|gender=fem|num=sg|pos=True case=acc|EmoExpression::markable_212::Sarcasm=false|EmoExpression::markable_212::Polarity=positive|gender=fem|EmoExpression::markable_212::Intensity=medium|num=sg|EmoExpression::markable_212::Uncertain=false|EmoExpression::markable_212::SubjectiveFact=false|EmoExpression::markable_212::EmoExpression=True EmoExpression::markable_211::SubjectiveFact=false|EmoExpression::markable_211::Intensity=medium|EmoExpression::markable_211::Polarity=positive|EmoExpression::markable_211::Sarcasm=false|EmoExpression::markable_211::Uncertain=false|EmoExpression::markable_211::EmoExpression=True|pos=True _ _ _ case=nom|gender=masc|num=pl
347267057982775296	negative	@astefanowitsch Ich glaube dem Kleine , dass er ein rassistische Arschloch ohne Wissen und Gewissen ist . #spd	@astefanowitsch ich glauben die Kleine , dass er eine rassistisch Arschloch ohne Wissen und Gewissen sein . #spd	NN PPER VVFIN ART NN $, KOUS PPER ART ADJA NN APPR NN KON NN VAFIN $. ADJA	0/-- 3/SB 1/-- 5/NK 3/DA 5/-- 16/CP 16/SB 11/NK 11/NK 16/PD 11/MNR 12/NK 13/CD 14/CJ 3/OC 16/-- 17/--	case=nom|gender=masc|num=sg case=nom|Sentiment::markable_213::Polarity=negative|Source::markable_214::Anaphref=empty|Sentiment::markable_213::Sentiment=True|Source::markable_214::Source=True|*=True|Sentiment::markable_213::Intensity=strong|Sentiment::markable_213::Sarcasm=false|pers=1|num=sg pers=1|Sentiment::markable_213::Sentiment=True|num=sg|tense=pres|mood=ind case=dat|Target::markable_215::Target=True|num=sg|Sentiment::markable_213::Sentiment=True|gender=masc|Target::markable_215::Preferred=true|Target::markable_215::Anaphref=empty case=dat|gender=masc|Target::markable_215::Target=True|num=sg|Sentiment::markable_213::Sentiment=True Sentiment::markable_213::Sentiment=True Sentiment::markable_213::Sentiment=True case=nom|Target::markable_216::Anaphref=markable_215|Target::markable_216::Preferred=true|Sentiment::markable_213::Sentiment=True|gender=masc|pers=3|num=sg|Target::markable_216::Target=True case=acc|gender=neut|num=sg|Sentiment::markable_213::Sentiment=True case=acc|EmoExpression::markable_222::Sarcasm=false|gender=neut|EmoExpression::markable_222::SubjectiveFact=false|pos=True|EmoExpression::markable_222::Polarity=positive|EmoExpression::markable_222::Intensity=medium|EmoExpression::markable_222::Uncertain=false|num=sg|Sentiment::markable_213::Sentiment=True|EmoExpression::markable_222::EmoExpression=True case=acc|EmoExpression::markable_217::EmoExpression=True|Sentiment::markable_213::Sentiment=True|gender=neut|EmoExpression::markable_217::Intensity=strong|EmoExpression::markable_217::Uncertain=false|EmoExpression::markable_217::Sarcasm=false|EmoExpression::markable_217::SubjectiveFact=false|EmoExpression::markable_217::Polarity=negative|num=sg Negation::markable_219::EmoExpressionRef=emo-expression:markable_218|Negation::markable_221::Negation=True|Negation::markable_221::EmoExpressionRef=emo-expression:markable_220|Negation::markable_219::Negation=True|Sentiment::markable_213::Sentiment=True case=acc|Sentiment::markable_213::Sentiment=True|EmoExpression::markable_218::EmoExpression=True|EmoExpression::markable_218::SubjectiveFact=false|gender=neut|EmoExpression::markable_218::Sarcasm=false|EmoExpression::markable_218::Uncertain=false|EmoExpression::markable_218::Polarity=positive|num=sg|EmoExpression::markable_218::Intensity=medium Sentiment::markable_213::Sentiment=True case=acc|EmoExpression::markable_220::EmoExpression=True|Sentiment::markable_213::Sentiment=True|gender=neut|EmoExpression::markable_220::Intensity=medium|EmoExpression::markable_220::Polarity=positive|EmoExpression::markable_220::Sarcasm=false|EmoExpression::markable_220::Uncertain=false|num=sg|EmoExpression::markable_220::SubjectiveFact=false pers=3|Sentiment::markable_213::Sentiment=True|num=sg|tense=pres|mood=ind _ _
373588908430598144	neutral	Bgm. - Raab - Straße 31,  86470 Thannhausen ( #Bayern ) Unfall mit parkendem Kfz am 07.05 . 2013  ID760 http://t.co/0XQppr0lvp	Bgm. - Raab - Straße @card@ @card@ Thannhausen ( #Bayern ) Unfall mit parkendem Kraftfahrzeug an @card@ . @card@ ID760 http://t.co/0XQppr0lvp	NE $( NE $( NN CARD CARD NN $( ADJA $( NN APPR ADJA NN APPRART CARD $. CARD CARD NN	0/-- 1/-- 0/-- 3/-- 3/PAR 7/NMC 8/NK 5/CJ 8/-- 12/NK 10/-- 8/APP 12/MNR 15/NK 13/NK 15/MNR 21/NK 17/-- 20/NMC 17/PD 16/NK	case=nom|*=True|num=sg _ case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg _ _ case=nom|gender=fem|num=pl _ case=nom|gender=fem|num=pl|pos=True _ case=acc|gender=masc|num=sg _ case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ _ _ case=nom|gender=masc|num=pl
379231600472358912	positive	@kreon_nrw @alios Egal , wenn man und frau #piraten wählt , hat mensch alles richtig gemacht !	@kreon_nrw @alios egal , wenn man und frau #piraten wählen , haben mensch alle richtig machen !	NN NE ADJD $, KOUS PIS KON ADJA NN VVFIN $, VAFIN ADJD PIS ADJD VVPP $.	0/-- 1/-- 10/MO 3/-- 10/CP 10/SB 6/CD 9/NK 7/CJ 16/MO 10/-- 2/-- 16/MO 16/OA 16/MO 12/OC 16/--	_ pos=True Sentiment::markable_223::Sentiment=True|Sentiment::markable_223::Polarity=positive|Sentiment::markable_223::Sarcasm=false|pos=True|Sentiment::markable_223::Intensity=medium Sentiment::markable_223::Sentiment=True Sentiment::markable_223::Sentiment=True case=nom|Sentiment::markable_223::Sentiment=True|num=sg|Target::markable_224::Preferred=true|Target::markable_224::Anaphref=empty|Target::markable_224::Target=True|*=True Target::markable_224::Target=True|Sentiment::markable_223::Sentiment=True case=nom|*=True|Target::markable_224::Target=True|num=sg|Sentiment::markable_223::Sentiment=True case=acc|gender=masc|Target::markable_224::Target=True|num=sg|Sentiment::markable_223::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_224::Target=True|Sentiment::markable_223::Sentiment=True Sentiment::markable_223::Sentiment=True pers=3|Sentiment::markable_223::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_223::Sentiment=True|pos=True case=nom|Target::markable_225::Preferred=true|num=sg|Target::markable_225::Anaphref=markable_224|gender=neut|Target::markable_225::Target=True|Sentiment::markable_223::Sentiment=True EmoExpression::markable_226::SubjectiveFact=false|Sentiment::markable_223::Sentiment=True|pos=True|EmoExpression::markable_226::Intensity=medium|EmoExpression::markable_226::Uncertain=false|EmoExpression::markable_226::Sarcasm=false|EmoExpression::markable_226::EmoExpression=True|EmoExpression::markable_226::Polarity=positive Sentiment::markable_223::Sentiment=True Sentiment::markable_223::Sentiment=True
351771590066831360	negative	RT @saschalobo : Für die Piraten ist #Prism ein Elfmeter . Vor leerem Tor . Rückenwind . Abschüssiger Platz . Warum befürchtet man trotzdem , das…	RT @saschalobo : für die Pirat sein #Prism eine Elfmeter . vor leer Tor . Rückenwind . abschüssig Platz . warum befürchten man trotzdem , das…	NE NN $. APPR ART NN VAFIN NE ART NN $. APPR ADJA NN $. NN $. ADJA NN $. PWAV VVFIN PIS PAV $, ADJA	2/SB 0/-- 2/-- 7/MO 6/NK 4/NK 3/-- 7/SB 10/NK 7/PD 10/-- 11/-- 14/NK 12/NK 14/-- 15/-- 16/-- 19/NK 17/-- 19/-- 22/MO 20/-- 22/SB 26/NK 23/-- 22/MO	case=nom|gender=neut|num=sg case=nom|Sentiment::markable_227::Intensity=medium|num=sg|Sentiment::markable_227::Sentiment=True|Sentiment::markable_227::Sarcasm=false|gender=neut|Sentiment::markable_227::Polarity=negative Sentiment::markable_227::Sentiment=True Sentiment::markable_227::Sentiment=True case=acc|*=True|num=pl|Sentiment::markable_227::Sentiment=True case=acc|*=True|num=pl|Sentiment::markable_227::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_227::Sentiment=True case=nom|num=sg|Target::markable_228::Target=True|Sentiment::markable_227::Sentiment=True|gender=masc|Target::markable_228::Anaphref=empty|Target::markable_228::Preferred=true case=nom|EmoExpression::markable_229::Sarcasm=false|EmoExpression::markable_229::Uncertain=false|EmoExpression::markable_229::Polarity=negative|gender=masc|EmoExpression::markable_229::SubjectiveFact=false|num=sg|EmoExpression::markable_229::Intensity=medium|Sentiment::markable_227::Sentiment=True|EmoExpression::markable_229::EmoExpression=True case=nom|gender=masc|num=sg|EmoExpression::markable_229::EmoExpression=True|Sentiment::markable_227::Sentiment=True Sentiment::markable_227::Sentiment=True Sentiment::markable_227::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_227::Sentiment=True|comp=True case=dat|gender=neut|num=sg|Sentiment::markable_227::Sentiment=True Sentiment::markable_227::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_227::Sentiment=True Sentiment::markable_227::Sentiment=True case=nom|gender=masc|num=sg|pos=True|Sentiment::markable_227::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_227::Sentiment=True Sentiment::markable_227::Sentiment=True _ EmoExpression::markable_230::Uncertain=false|EmoExpression::markable_230::EmoExpression=True|mood=ind|EmoExpression::markable_230::Intensity=medium|EmoExpression::markable_230::Polarity=negative|EmoExpression::markable_230::Sarcasm=false|pers=3|num=sg|tense=pres|EmoExpression::markable_230::SubjectiveFact=false case=nom|*=True|num=sg _ _ case=acc|*=True|num=sg
373453783541760000	neutral	*** BILDplus Inhalt *** BILD.de-Check - DAS steckt hinter den Werbespots der Parteien Die http://t.co/8Pn4UQTsws http://t.co/uvlHdIkJqy	*** BILDplus Inhalt *** BILD.de-Check - die stecken hinter die Werbespot die Partei die http://t.co/8Pn4UQTsws http://t.co/uvlHdIkJqy	ADJA NN NN ADJA NN $( PDS VVFIN APPR ART NN ART NN ART NN NN	2/NK 0/-- 2/NK 5/NK 2/MNR 7/-- 8/SB 5/-- 8/MO 11/NK 9/NK 13/NK 11/AG 15/NK 8/OA 15/NK	_ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _
384037441688317953	positive	RT @Darth_Lehrer : Papst setzt sich für Homosexuelle ein , US - Präsident spricht mit iranischem Präsidenten , CDU und SPD wollen koalieren - wa…	RT @Darth_Lehrer : Papst setzen sich für Homosexuelle ein , US - Präsident sprechen mit iranisch Präsident , CDU und SPD wollen koalieren - wa…	NE NN $. NN VVFIN PRF APPR NN PTKVZ $, NE $( NN VVFIN APPR ADJA NN $, NE KON NE VMFIN VVINF $( ADJA	2/SB 0/-- 2/-- 5/SB 3/-- 5/OA 5/MO 7/NK 5/SVP 9/-- 14/SB 11/-- 11/CJ 5/CJ 14/MO 17/NK 15/NK 17/-- 22/SB 19/CD 20/CJ 14/CJ 22/OC 23/-- 22/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg mood=ind|EmoExpression::markable_231::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_231::Uncertain=false|EmoExpression::markable_231::Sarcasm=false|EmoExpression::markable_231::EmoExpression=True|EmoExpression::markable_231::Intensity=medium|EmoExpression::markable_231::Polarity=positive case=acc|pers=3|num=sg|EmoExpression::markable_231::EmoExpression=True _ case=acc|gender=fem|num=sg _ _ _ _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg EmoExpression::markable_232::Intensity=medium|mood=ind|EmoExpression::markable_232::EmoExpression=True|EmoExpression::markable_232::SubjectiveFact=false|EmoExpression::markable_232::Uncertain=false|pers=3|num=pl|tense=pres|EmoExpression::markable_232::Polarity=positive|EmoExpression::markable_232::Sarcasm=false _ _ pers=2|num=sg|mood=imp
