311919759388192769	positive	@christopherkohn Zum Glüch wurde der neue Papst heute gekürt ;-)	@christopherkohn zu Glüch werden die neu Papst heute küren ;-)	NN APPRART NN VAFIN ART ADJA NN ADV VVPP $(	0/-- 9/MO 2/NK 1/-- 7/NK 7/NK 4/SB 9/MO 4/OC 9/--	case=nom|gender=masc|num=sg case=dat|Sentiment::markable_1::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|gender=neut|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|num=sg|EmoExpression::markable_2::Sarcasm=false|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|EmoExpression::markable_2::EmoExpression=True case=dat|gender=neut|num=sg|EmoExpression::markable_2::EmoExpression=True|Sentiment::markable_1::Sentiment=True mood=ind|Target::markable_3::Anaphref=empty|Target::markable_3::Preferred=true|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True|pers=3|num=sg|tense=past case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::Polarity=positive|Sentiment::markable_1::Sentiment=True
311956225657024512	negative	RT @sixtus : Ich bin mit @DoroBaer einer Meinung : Ich glaube auch , dass der Papst ein trauriges Leben führt . / cc @annalist	RT @sixtus : ich sein mit @DoroBaer eine Meinung : ich glauben auch , dass die Papst eine traurig Leben führen . / cc @annalist	NE NN $. PPER VAFIN APPR NN ART NN $. PPER VVFIN ADV $, KOUS ART NN ART ADJA NN VVFIN $. $( ADJA NN	2/SB 0/-- 2/-- 5/SB 3/-- 5/MO 6/NK 9/NK 12/PD 9/-- 12/SB 7/-- 21/MO 13/-- 21/CP 17/NK 21/SB 20/NK 20/NK 21/OA 12/OC 21/-- 24/-- 25/NK 22/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|Sentiment::markable_126::Intensity=medium|Sentiment::markable_126::Sentiment=True|Target::markable_127::Preferred=true|gender=neut|Sentiment::markable_126::Polarity=negative|Target::markable_127::Anaphref=empty|num=sg|Sentiment::markable_126::Sarcasm=false|Target::markable_127::Target=True case=acc|Sentiment::markable_126::Sentiment=True|gender=neut|pos=True|EmoExpression::markable_128::Uncertain=false|num=sg|EmoExpression::markable_128::SubjectiveFact=false|EmoExpression::markable_128::Intensity=medium|EmoExpression::markable_128::EmoExpression=True|EmoExpression::markable_128::Polarity=negative|EmoExpression::markable_128::Sarcasm=false|Target::markable_127::Target=True case=acc|gender=neut|num=sg|Sentiment::markable_126::Sentiment=True|Target::markable_127::Target=True pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg
311915916533309440	negative	Irgenwie geht mir das mit dem Papst gerade auf die Eier .	Irgenwie gehen ich die mit die Papst gerade auf die Ei .	ADV VVFIN PPER PDS APPR ART NN ADV APPR ART NN $.	2/MO 0/-- 2/DA 2/SB 2/MO 7/NK 5/NK 2/MO 2/MO 11/NK 9/NK 11/--	Sentiment::markable_122::Sentiment=True|Sentiment::markable_122::Sarcasm=false|Sentiment::markable_122::Polarity=negative|Sentiment::markable_122::Intensity=strong EmoExpression::markable_124::Sarcasm=false|mood=ind|Sentiment::markable_122::Sentiment=True|EmoExpression::markable_124::SubjectiveFact=false|EmoExpression::markable_124::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_124::Polarity=negative|EmoExpression::markable_124::Intensity=strong|EmoExpression::markable_124::Uncertain=false case=dat|pers=1|num=sg|Source::markable_123::Source=True|Sentiment::markable_122::Sentiment=True|Source::markable_123::Anaphref=empty|*=True case=acc|Sentiment::markable_122::Sentiment=True|num=sg|Target::markable_125::Anaphref=empty|Target::markable_125::Preferred=true|Target::markable_125::Target=True|gender=neut Target::markable_125::Target=True|Sentiment::markable_122::Sentiment=True case=dat|gender=masc|num=sg|Target::markable_125::Target=True|Sentiment::markable_122::Sentiment=True case=dat|gender=masc|num=sg|Target::markable_125::Target=True|Sentiment::markable_122::Sentiment=True Sentiment::markable_122::Sentiment=True Sentiment::markable_122::Sentiment=True|EmoExpression::markable_124::EmoExpression=True case=acc|gender=fem|EmoExpression::markable_124::EmoExpression=True|num=sg|Sentiment::markable_122::Sentiment=True case=acc|gender=fem|EmoExpression::markable_124::EmoExpression=True|num=sg|Sentiment::markable_122::Sentiment=True Sentiment::markable_122::Sentiment=True
312102458765746176	neutral	#Deutschland | Deutsche Kardinäle : „Ich hatte mir einen anderen vorgestellt“ : Die Wahl von Papst Franziskus ka ... http://t.co/WGrMA7bzcs	#Deutschland | deutsch Kardinal : „Ich haben ich eine andere vorgestellt“ : die Wahl von Papst Franziskus ka ... http://t.co/WGrMA7bzcs	NN XY ADJA NN $. ADJD VAFIN PPER ART PIS VVPP $. ART NN APPR NN NE VVFIN $. NE	11/MO 4/NK 4/NK 6/DA 4/-- 1/NK 0/-- 11/DA 10/NK 7/SB 7/OC 11/-- 14/NK 18/OA 14/PG 15/NK 16/AG 11/CJ 18/-- 19/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ _ pers=3|num=sg|tense=past|mood=ind case=dat|*=True|num=sg|pers=1 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=gen|*=True|num=sg pers=3|num=sg|tense=past|mood=ind _ _
311947987121221633	neutral	RT @neuholder : Der Papst ist jünger als Frank Stronach	RT @neuholder : die Papst sein jung als Frank Stronach	NE NN $. ART NN VAFIN ADJD KOKOM NE ADV	2/SB 0/-- 2/-- 5/NK 6/SB 3/-- 6/PD 9/CM 7/CC 9/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind comp=True _ case=nom|gender=masc|num=sg _
311878815343316993	neutral	Da guckste in die Timeline und was ist Thema ? #Papst #Konklave #Kardinäle und #S04 Dramatische Mischung .	da guckste in die Timeline und was sein Thema ? #Papst #Konklave #Kardinäle und #S04 dramatisch Mischung .	ADV VVFIN APPR ART NN KON PIS VAFIN NN $. NN NN NN KON NN ADJA NN $.	2/MO 0/-- 2/MO 5/NK 3/NK 2/CD 8/SB 6/CJ 8/PD 9/-- 12/NK 10/-- 12/NK 13/CD 14/CJ 17/NK 12/PAR 17/--	_ pers=3|num=sg|tense=past|mood=ind _ case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=pl case=nom|gender=neut|num=pl case=nom|gender=neut|num=pl _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _
311917290532790272	negative	@HeikeHaensel Vielleicht der Sohn vom Papst ... der ist doch vie zu jung .	@HeikeHaensel vielleicht die Sohn von Papst ... die sein doch vie zu jung .	NN ADV ART NN APPRART NN $. PDS VAFIN ADV ADJD APPR ADJD $.	0/-- 4/MO 4/NK 1/-- 4/MNR 5/NK 6/-- 9/SB 7/-- 9/MO 13/MO 13/MO 9/PD 13/--	case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ EmoExpression::markable_104012644::SubjectiveFact=false|EmoExpression::markable_104012644::Intensity=medium|EmoExpression::markable_104012644::Polarity=negative|EmoExpression::markable_104012644::Sarcasm=false|EmoExpression::markable_104012644::EmoExpression=True|EmoExpression::markable_104012644::Uncertain=false EmoExpression::markable_104012644::EmoExpression=True|pos=True _
311909610544037890	neutral	Habemus Papam ! Live im ORF - jetzt #ZIB , dann wieder Sondersendung . #konklave #Papst	Habemus Papam ! live in ORF - jetzt #ZIB , dann wieder Sondersendung . #konklave #Papst	NN NN $. ADJD APPRART NE $( ADV ADJD $, ADV ADV NN $. NN NN	0/-- 1/NK 2/-- 9/MO 9/MO 5/NK 6/-- 9/MO 11/RE 9/-- 13/MO 13/MO 3/-- 13/-- 14/-- 15/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ pos=True _ _ _ case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=pl case=nom|gender=neut|num=pl
311955697187307520	neutral	RT @optikschrei : + + + + Habemus Batman : Neuer Papst entscheidet sich für ungewöhnlichen Namen + + + + #newstweet	RT @optikschrei : + + + + Habemus Batman : neu Papst entscheiden sich für ungewöhnlich Name + + + + #newstweet	NE NN $. KON KON KON KON NN NE $. ADJA NN VVFIN PRF APPR ADJA NN KON KON KON KON ADJA	2/SB 0/-- 2/-- 13/JU 4/CD 5/CD 6/CD 7/CJ 8/NK 9/-- 12/NK 13/SB 3/-- 13/OA 13/MO 17/NK 15/NK 13/MO 18/CD 19/CD 20/CD 21/CJ	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ _ _ _
311988532614938625	neutral	Eine Berichtigung zur Papstberichterstattung im TA : Der Papst heisst nur Franziskus , nicht Franziskus I. Bei Johannes Paul I. war das anders	eine Berichtigung zu Papstberichterstattung in TA : die Papst heißen nur Franziskus , nicht Franziskus I. bei Johannes Paul I. sein die anders	ART NN APPRART NN APPRART NE $. ART NN VVFIN ADV NE $, PTKNEG NE NE APPR NE NE NE VAFIN ART ADV	2/NK 10/SB 2/MNR 3/NK 4/MNR 5/NK 6/-- 9/NK 10/SB 0/-- 12/MO 10/MO 12/-- 10/NG 16/PNC 21/SB 16/MNR 19/PNC 17/NK 19/PNC 10/CJ 21/SB 21/MO	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|gender=neut|num=sg _
311908865094590464	neutral	„Der abgetretene Papst“ . Na , na . Man muss ihn ja nicht gleich mit einer Fußmatte vergleichen .	„Der abgetreten Papst“ . na , na . man müssen er ja nicht gleich mit eine Fußmatte vergleichen .	NN ADJA NN $. ITJ $, ITJ $. PIS VMFIN PPER ADV PTKNEG ADJD APPR ART NN VVINF $.	0/-- 3/NK 1/NK 3/-- 7/NK 5/-- 8/NK 4/-- 10/SB 8/-- 18/OA 10/MO 10/NG 18/MO 18/OP 17/NK 15/NK 10/OC 18/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ _ _ _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg|pers=3 _ _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _
311917220794093568	neutral	GZSZ soll jetzt vorbei sein ! Ich muss den neuen Papst sehen !	GZSZ sollen jetzt vorbei sein ! ich müssen die neu Papst sehen !	NN VMFIN ADV ADV VAINF $. PPER VMFIN ART ADJA NN VVINF $.	2/SB 0/-- 2/MO 5/MO 2/OC 5/-- 8/SB 6/-- 11/NK 11/NK 12/OA 8/OC 12/--	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _
311949413125849089	neutral	RT @teresaeder : Kommentar aus dem Jahr 2011  über den neuen Papst : http://t.co/UuOdY2ayoa #klingtnichtgut	RT @teresaeder : Kommentar aus die Jahr @card@ über die neu Papst : http://t.co/UuOdY2ayoa #klingtnichtgut	NE NN $. NN APPR ART NN CARD APPR ART ADJA NN $. NN NN	2/SB 0/-- 2/-- 3/-- 4/MNR 7/NK 5/NK 7/NK 4/MNR 12/NK 12/NK 9/NK 12/-- 4/CJ 14/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
312111164643479552	neutral	RT @monettenom : Auf einen Blick : Warum der Papst auch keine Reformen durchführen wird. http://t.co/u5Vw7SqqFt	RT @monettenom : auf eine Blick : warum die Papst auch keine Reform durchfahren|durchführen wird. http://t.co/u5Vw7SqqFt	NE NN $. APPR ART NN $. PWAV ART NN ADV PIAT NN VVFIN ADJA NN	2/SB 0/-- 2/-- 14/MO 6/NK 4/NK 6/-- 14/MO 10/NK 14/SB 13/MO 13/NK 14/OA 3/-- 16/NK 14/OA	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _ case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl
311881379522674688	negative	RT @WolfgangMichal : Noch ein halbes Jahr schwarzer Rauch - das wär ' s ! Könnte man täglich nach dem Dax und vor dem Wetter kommentieren # P ...	RT @WolfgangMichal : noch eine halb Jahr schwarz Rauch - die wär ' s ! können man täglich nach die Dax und vor die Wetter kommentieren # P ...	NE ADJD $. ADV ART ADJA NN ADJA NN $( PDS ADJD $( NN $. VMFIN PIS ADJD APPR ART NE KON APPR ART NN VVFIN XY NE $.	0/-- 1/PD 2/-- 7/MO 7/NK 7/NK 8/MO 9/NK 3/-- 9/-- 12/OG 9/PAR 12/-- 12/PAR 14/-- 15/-- 16/SB 16/MO 16/MO 21/NK 19/NK 19/CD 22/CJ 25/NK 23/NK 16/OC 28/PNC 26/SB 28/--	case=nom|*=True|num=sg pos=True _ _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg case=nom|EmoExpression::markable_104012645::Uncertain=false|EmoExpression::markable_104012645::Polarity=negative|EmoExpression::markable_104012645::Sarcasm=false|gender=masc|pos=True|num=sg|EmoExpression::markable_104012645::Intensity=medium|EmoExpression::markable_104012645::SubjectiveFact=true|EmoExpression::markable_104012645::EmoExpression=True case=nom|gender=masc|num=sg|EmoExpression::markable_104012645::EmoExpression=True _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=subj _ _ _ pers=3|num=sg|tense=past|mood=subj case=nom|*=True|num=sg pos=True _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ *=True case=nom|*=True|num=sg _
311913563398737920	neutral	Neuer Papst in Rom gewählt : Nachdem am Mittwochabend im fünften Wahlgang ein neuer Papst gewählt worden ist , s ... http://t.co/SQmIIR02ZY	neu Papst in Rom wählen : nachdem an Mittwochabend in fünft Wahlgang eine neu Papst wählen werden sein , s ... http://t.co/SQmIIR02ZY	ADJA NN APPR NE VVPP $. KOUS APPRART NN APPRART ADJA NN ART ADJA NN VVPP VAPP VAFIN $, NN $. NN	2/NK 0/-- 5/MO 3/NK 2/APP 5/-- 18/CP 16/MO 8/NK 16/MO 12/NK 10/NK 15/NK 15/NK 18/SB 17/OC 18/OC 5/MO 18/-- 0/-- 20/-- 0/--	case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg|pers=3 _ case=acc|gender=fem|num=sg
311918877049253888	neutral	Franziskus ist der Patron des #Umweltschutzes !! #papst	Franziskus sein die Patron die #Umweltschutzes !! #papst	NE VAFIN ART NN ART NN ADJA NN	2/SB 0/-- 4/NK 2/PD 6/NK 4/AG 2/RS 7/--	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg
312010460285243392	neutral	RT @RZTicker : Sieben Millionen Tweets zur Papst - Wahl http://t.co/zXBuW4UJpZ	RT @RZTicker : sieben Million Tweets zu Papst - Wahl http://t.co/zXBuW4UJpZ	NE NN $. CARD NN NN APPRART NN $( NN NN	2/SB 0/-- 2/-- 5/NMC 3/-- 5/NK 5/MNR 7/NK 8/-- 5/NK 5/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ case=nom|gender=fem|num=pl case=nom|gender=masc|num=pl case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg
311910829584953347	neutral	RT @zonkinoff : Aber wie werden die Märkte reagieren ?!? #papst	RT @zonkinoff : aber wie werden die Markt reagieren ?!? #papst	NE ADJD $. KON KOUS VAFIN ART NN VVFIN ADJA NN	0/-- 1/PD 2/-- 6/JU 10/MO 3/-- 8/NK 6/SB 6/OC 9/MO 10/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl _ case=nom|gender=masc|num=pl|pos=True case=nom|gender=masc|num=sg
311928054874243072	neutral	Oooh wie ale gleich wieder n fass aufmachen weil man übern papst twittert . Meiiine fresse . Kriegt euch wieder ein .	Oooh wie ale gleich wieder n fassen aufmachen weil man übern Papst twittert . Meiiine fressen . kriegen ihr wieder ein .	NN KOKOM ADJD ADJD ADV ADJA VVIMP VVFIN KOUS PIS APPRART NN VVFIN $. NE VVFIN $. VVFIN PPER ADV PTKVZ $.	4/NK 4/CM 4/MO 8/MO 6/MO 4/CC 6/NK 0/-- 13/CP 13/SB 13/MO 11/NK 8/MO 13/-- 16/SB 14/-- 16/-- 17/-- 18/DA 18/MO 18/SVP 21/--	pos=True _ pos=True _ _ _ _ _ _ case=nom|*=True|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=subj _ pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=pl|pers=2 _ _ _
311926066518319105	positive	RT @papstfranziskus : @medienkuh Gesegnet sei die Medien - KuH ! Euer Papst	RT @papstfranziskus : @medienkuh segnen sein die Medium - Kuh ! euer Papst	NE NN $. NN VVPP VAFIN ART NN $( NN $. PPOSAT NN	2/SB 0/-- 2/-- 3/-- 6/PD 4/-- 8/NK 6/SB 8/-- 8/APP 10/-- 13/NK 11/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=neut|num=sg Sentiment::markable_129::Intensity=medium|EmoExpression::markable_130::SubjectiveFact=false|Sentiment::markable_129::Sarcasm=false|EmoExpression::markable_130::Sarcasm=false|EmoExpression::markable_130::EmoExpression=True|Sentiment::markable_129::Polarity=positive|Sentiment::markable_129::Sentiment=True|EmoExpression::markable_130::Intensity=medium|EmoExpression::markable_130::Polarity=positive|EmoExpression::markable_130::Uncertain=false pers=3|Sentiment::markable_129::Sentiment=True|num=sg|tense=pres|mood=subj case=nom|gender=fem|Sentiment::markable_129::Sentiment=True|num=sg case=nom|gender=fem|Sentiment::markable_129::Sentiment=True|num=sg Sentiment::markable_129::Sentiment=True case=nom|gender=fem|Sentiment::markable_129::Sentiment=True|num=sg Sentiment::markable_129::Sentiment=True case=nom|Target::markable_131::Target=True|num=sg|Sentiment::markable_129::Sentiment=True|*=True|Target::markable_131::Preferred=true|Target::markable_131::Anaphref=empty case=nom|*=True|Sentiment::markable_129::Sentiment=True|num=sg|Target::markable_131::Target=True
311923018349821952	neutral	Wenn ich ihn wär müessti jetzt zersch mal eis go suufe . #papst	wenn ich er wär müessti jetzt zersch mal eis go suufe . #papst	KOUS PPER PPER ADJD NE ADV VVFIN ADV PTKVZ XY NN $. NN	7/CP 7/SB 7/OA 7/MO 4/SB 4/MO 0/-- 7/MO 11/NK 9/NK 7/OA 11/-- 12/--	_ case=nom|*=True|num=sg|pers=1 case=acc|gender=masc|num=sg|pers=3 pos=True case=nom|*=True|num=sg _ pos=True _ _ _ case=acc|gender=masc|num=pl _ case=nom|gender=masc|num=sg
311962386632421376	neutral	RT @vonhorst : Der neue Papst schrieb seine Doktorarbeit in Frankfurt . Ich stand mal im Pissoir des Jesuiten - Seminars dort . Tjaja .	RT @vonhorst : die neu Papst schreiben sein Doktorarbeit in Frankfurt . ich stehen mal in Pissoir die Jesuit - Seminar dort . Tjaja .	NE NN $. ART ADJA NN VVFIN PPOSAT NN APPR NE $. PPER VVFIN ADV APPRART NN ART NN $( NN ADV $. NE $.	2/SB 0/-- 2/-- 6/NK 6/NK 7/SB 3/-- 9/NK 7/OA 9/MNR 10/NK 11/-- 14/SB 12/-- 14/MO 14/MO 16/NK 19/NK 17/AG 19/-- 17/MNR 21/MNR 22/-- 23/-- 24/--	case=nom|*=True|num=sg pers=2|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=ind _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg _ case=gen|gender=masc|num=sg _ _ case=nom|*=True|num=sg _
311921786386268160	negative	RT @HeikeHaensel : Der neue #Papst spielte eine dubiose Rolle während der Militärdiktatur in #Argentinien	RT @HeikeHaensel : die neu #Papst spielen eine dubios Rolle während die Militärdiktatur in #Argentinien	NE NN $. ART ADJA NN VVFIN ART ADJA NN APPR ART NN APPR NN	2/SB 0/-- 2/-- 6/NK 6/NK 7/SB 3/-- 10/NK 10/NK 7/OA 10/MNR 13/NK 11/NK 13/MNR 14/NK	case=nom|*=True|num=sg case=nom|*=True|Source::markable_133::Anaphref=empty|Sentiment::markable_132::Polarity=negative|num=sg|Sentiment::markable_132::Sentiment=True|Sentiment::markable_132::Intensity=medium|Source::markable_133::Source=True|Sentiment::markable_132::Sarcasm=false Sentiment::markable_132::Sentiment=True case=nom|Target::markable_134::Target=True|num=sg|Sentiment::markable_132::Sentiment=True|gender=masc|Target::markable_134::Preferred=true|Target::markable_134::Anaphref=empty case=nom|Target::markable_134::Target=True|num=sg|Sentiment::markable_132::Sentiment=True|gender=masc|pos=True case=nom|gender=masc|Target::markable_134::Target=True|num=sg|Sentiment::markable_132::Sentiment=True pers=3|Sentiment::markable_132::Sentiment=True|num=sg|tense=past|mood=ind case=acc|gender=fem|num=sg|Sentiment::markable_132::Sentiment=True case=acc|EmoExpression::markable_135::Polarity=negative|EmoExpression::markable_135::SubjectiveFact=false|EmoExpression::markable_135::Sarcasm=false|gender=fem|EmoExpression::markable_135::Intensity=medium|pos=True|EmoExpression::markable_135::EmoExpression=True|num=sg|Sentiment::markable_132::Sentiment=True|EmoExpression::markable_135::Uncertain=false case=acc|gender=fem|num=sg|Sentiment::markable_132::Sentiment=True Sentiment::markable_132::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_132::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_132::Sentiment=True Sentiment::markable_132::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_132::Sentiment=True
312185481637003264	neutral	Berlin und Brandenburg begrüßen neuen Papst : Ihren Angaben zufolge leben in Berlin , Brandenburg und Mecklenbur ... http://t.co/FKVGfI9vVZ	Berlin und Brandenburg begrüßen neu Papst : ihr Angabe zufolge leben in Berlin , Brandenburg und Mecklenbur ... http://t.co/FKVGfI9vVZ	NE KON NE VVFIN ADJA NN $. PPOSAT NN APPO VVFIN APPR NE $, NE KON NE $. NN	4/SB 1/CD 2/CJ 0/-- 6/NK 4/OA 6/-- 9/NK 10/NK 11/MO 4/CJ 11/MO 12/NK 13/-- 13/CJ 15/CD 16/CJ 17/-- 18/--	case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=dat|gender=fem|num=pl case=dat|gender=fem|num=pl _ pers=3|num=pl|tense=pres|mood=ind _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ case=nom|gender=fem|num=sg
311906010015088640	positive	RT @SPIEGEL_EIL : Konklave : Weißer Rauch ! Neuer Papst ist gewählt ... http://t.co/20pnZF1DwV	RT @SPIEGEL_EIL : Konklave : weiß Rauch ! neu Papst sein wählen ... http://t.co/20pnZF1DwV	NE NN $. NN $. ADJA NN $. ADJA NN VAFIN VVPP $. NE	2/SB 0/-- 2/-- 3/-- 4/-- 7/NK 4/SB 7/-- 10/NK 11/SB 8/-- 11/PD 12/-- 13/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=neut|num=pl _ case=acc|EmoExpression::markable_104012646::Polarity=positive|EmoExpression::markable_104012646::EmoExpression=True|gender=masc|pos=True|num=sg|EmoExpression::markable_104012646::Uncertain=false|EmoExpression::markable_104012646::Intensity=medium|EmoExpression::markable_104012646::Sarcasm=false|EmoExpression::markable_104012646::SubjectiveFact=true case=acc|gender=masc|num=sg|EmoExpression::markable_104012646::EmoExpression=True _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _
