311915164473647104	positive	RT @ericullrich : Jetzt müsste Berlusconi auf dem Balkon erscheinen :) #papst	RT @ericullrich : jetzt müssen Berlusconi auf die Balkon erscheinen :) #papst	NE NE $. ADV VMFIN NN APPR ART NN VVFIN ADJA NN	2/PNC 0/-- 2/-- 5/MO 3/-- 5/SB 10/MO 9/NK 7/NK 5/OC 12/NK 10/OA	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=acc|gender=fem|num=sg|sup=True case=acc|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|gender=masc|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|pos=True|num=sg|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Intensity=medium case=dat|gender=masc|num=sg
311921251197280257	neutral	Klingt , als hätte er jetzt schon eine schwere Zunge #Papst	klingen , als haben er jetzt schon eine schwer Zunge #Papst	VVFIN $, KOUS VAFIN PPER ADV ADV ART ADJA NN NN	0/-- 1/-- 4/CM 1/MO 4/SB 4/MO 4/MO 10/NK 10/NK 4/OA 10/NK	pers=3|num=sg|tense=pres|mood=ind _ _ pers=3|num=sg|tense=past|mood=subj case=nom|gender=masc|num=sg|pers=3 _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg
311907021047861250	positive	RT @Like_Oguz : DER @Y_TITTY_TC ist der neue Papst , wisster bescheid ! :-D	RT @Like_Oguz : die @Y_TITTY_TC sein die neu Papst , wisster Bescheid ! :-D	NE NN $. ART NN VAFIN ART ADJA NN $, ADJA NN $. NN	2/SB 0/-- 2/-- 5/NK 3/-- 5/-- 9/NK 9/NK 6/PD 9/-- 12/NK 9/CJ 12/-- 13/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ EmoExpression::markable_69::Intensity=strong|EmoExpression::markable_69::Polarity=positive|EmoExpression::markable_69::Sarcasm=false|EmoExpression::markable_69::SubjectiveFact=false|EmoExpression::markable_69::Uncertain=false|EmoExpression::markable_69::EmoExpression=True
311918533779005442	positive	Habe so gehofft , der neue Papst ist schwarz ... schade	haben so hoffen , die neu Papst sein schwarz ... schade	VAFIN ADV VVPP $, ART ADJA NN VAFIN ADJD $. ADJD	0/-- 3/MO 1/OC 3/-- 7/NK 7/NK 8/SB 1/CJ 8/PD 9/-- 10/--	mood=subj|Sentiment::markable_70::Sentiment=True|Sentiment::markable_70::Polarity=positive|pers=3|num=sg|tense=past|Sentiment::markable_70::Sarcasm=false|Sentiment::markable_70::Intensity=medium Sentiment::markable_70::Sentiment=True Sentiment::markable_70::Sentiment=True|EmoExpression::markable_72::EmoExpression=True|EmoExpression::markable_72::SubjectiveFact=false|EmoExpression::markable_72::Uncertain=false|EmoExpression::markable_72::Polarity=positive|EmoExpression::markable_72::Sarcasm=false|EmoExpression::markable_72::Intensity=medium Sentiment::markable_70::Sentiment=True case=nom|Sentiment::markable_70::Sentiment=True|num=sg|Target::markable_71::Anaphref=empty|Target::markable_71::Preferred=true|gender=masc|Target::markable_71::Target=True case=nom|num=sg|Sentiment::markable_70::Sentiment=True|gender=masc|pos=True|Target::markable_71::Target=True case=nom|gender=masc|num=sg|Sentiment::markable_70::Sentiment=True|Target::markable_71::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_70::Sentiment=True|Target::markable_71::Target=True Sentiment::markable_70::Sentiment=True|pos=True|Target::markable_71::Target=True Sentiment::markable_70::Sentiment=True EmoExpression::markable_73::EmoExpression=True|Sentiment::markable_70::Sentiment=True|EmoExpression::markable_73::Intensity=medium|EmoExpression::markable_73::SubjectiveFact=false|pos=True|EmoExpression::markable_73::Polarity=positive|EmoExpression::markable_73::Uncertain=false|EmoExpression::markable_73::Sarcasm=false
311931259364454400	positive	lustig beim #papst waren sie alle schnell jetzt bei #bayern nicht mehr , was los ? :-)	lustig bei #papst sein sie alle schnell jetzt bei #bayern nicht mehr , was los ? :-)	ADJD APPRART NN VAFIN PPER PIAT ADJD ADV APPR NN PTKNEG ADV $, PRELS ADJD $. $(	4/MO 4/MO 2/NK 0/-- 4/SB 5/NK 4/MO 4/MO 4/MO 9/NK 4/NG 11/MO 12/-- 15/OA 4/PD 15/-- 16/--	EmoExpression::markable_100500164::Uncertain=false|EmoExpression::markable_100500164::Polarity=positive|EmoExpression::markable_100500164::Sarcasm=false|EmoExpression::markable_100500164::Intensity=medium|EmoExpression::markable_100500164::EmoExpression=True|pos=True|EmoExpression::markable_100500164::SubjectiveFact=false case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=3|num=pl|tense=past|mood=ind case=nom|*=True|num=pl|pers=3 case=acc|gender=neut|num=pl pos=True _ _ case=dat|gender=neut|num=sg _ _ _ case=nom|gender=neut|num=sg _ _ EmoExpression::markable_74::EmoExpression=True|EmoExpression::markable_74::Uncertain=false|EmoExpression::markable_74::Intensity=medium|EmoExpression::markable_74::SubjectiveFact=false|EmoExpression::markable_74::Polarity=positive|EmoExpression::markable_74::Sarcasm=false
311919664882130945	neutral	@KLZ_EvaW Lädt nicht . Der neue Papst bringt Wikipedia zum Zusammenbruch	@KLZ_EvaW laden nicht . die neu Papst bringen Wikipedia zu Zusammenbruch	NN VVFIN PTKNEG $. ART ADJA NN VVFIN NN APPRART NN	0/-- 1/-- 2/NG 3/-- 7/NK 7/NK 8/SB 4/-- 8/OA 8/MO 10/NK	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg
311905819979567106	neutral	" Schatz ! Schatz ! Wir haben einen neuen Papst ! " - " Dich darf man auch echt nicht alleine einkaufen lassen . "	" Schatz ! Schatz ! wir haben eine neu Papst ! " - " du dürfen man auch echt nicht alleine einkaufen lassen . "	$( NN $. NN $. PPER VAFIN ART ADJA NN $. $( $( $( PPER VMFIN PIS ADV ADJD PTKNEG ADV VVINF VVINF $. $(	2/-- 0/-- 2/-- 3/-- 4/-- 7/SB 5/-- 10/NK 10/NK 7/OA 10/-- 11/-- 15/-- 13/-- 16/SB 12/-- 16/SB 19/MO 16/MO 16/NG 22/MO 23/OC 16/OC 23/-- 24/--	_ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ _ _ case=acc|*=True|num=sg|pers=2 pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ pos=True _ _ _ _ _ _
311929998187577344	neutral	RT @hrfernsehen : RT @hronline : Argentinier Jorge Mario Bergoglio neuer #Papst - Wie reagieren die Hessen ? Gottesdienste ? Geläut ? Schreib ...	RT @hrfernsehen : RT @hronline : Argentinier Jorge Mario Bergoglio neu #Papst - wie reagieren die Hessen ? Gottesdienst ? Geläut ? schreiben ...	NE ADJD $. NE NN $. NN NE NE NE ADJA NN $( PWAV VVFIN ART NE $. NN $. NN $. VVIMP $.	0/-- 1/PD 2/-- 5/SB 3/-- 5/-- 6/-- 10/PNC 10/PNC 7/NK 12/NK 6/-- 14/-- 15/MO 12/-- 17/NK 15/SB 17/-- 18/-- 19/-- 20/-- 21/-- 22/-- 23/--	case=nom|*=True|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl _ case=nom|gender=masc|num=pl _ case=nom|gender=neut|num=sg _ _ _
311919554882322432	positive	RT @_CarlosRV : Der neue Papst ist Argentine !!!!! #Stolz	RT @_CarlosRV : die neu Papst sein Argentine !!!!! #Stolz	NE NN $. ART ADJA NN VAFIN NE ADJA NN	2/SB 0/-- 2/-- 6/NK 6/NK 7/SB 3/-- 7/SB 7/RS 9/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|Sentiment::markable_100500167::Sarcasm=false|Sentiment::markable_100500167::Sentiment=True|gender=masc|Target::markable_100500168::Preferred=true|Sentiment::markable_100500167::Intensity=medium|num=sg|Target::markable_100500168::Target=True|Sentiment::markable_100500167::Polarity=positive|Target::markable_100500168::Anaphref=empty case=nom|num=sg|Sentiment::markable_100500167::Sentiment=True|Target::markable_100500168::Target=True|gender=masc|pos=True case=nom|gender=masc|num=sg|Sentiment::markable_100500167::Sentiment=True|Target::markable_100500168::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500167::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_100500167::Sentiment=True case=nom|gender=fem|num=sg|pos=True|Sentiment::markable_100500167::Sentiment=True case=nom|Sentiment::markable_100500167::Sentiment=True|EmoExpression::markable_100500169::Uncertain=false|EmoExpression::markable_100500169::EmoExpression=True|gender=neut|EmoExpression::markable_100500169::Intensity=medium|num=sg|EmoExpression::markable_100500169::Sarcasm=false|EmoExpression::markable_100500169::SubjectiveFact=false|EmoExpression::markable_100500169::Polarity=positive
311926530215383040	negative	RT @scy : Es ist unerträglich , wie unlustig eure Papst - Tweets sind . Richtig schlimm .	RT @scy : es sein unerträglich , wie unlustig euer Papst - Tweets sein . richtig schlimm .	NE NN $. PPER VAFIN ADJD $, KOKOM ADJD PPOSAT NN $( NN VAFIN $. ADJD ADJD $.	2/SB 0/-- 2/-- 5/SB 3/-- 5/PD 6/-- 9/MO 6/CC 11/NK 9/DA 11/-- 14/PD 11/RC 14/-- 17/MO 15/-- 17/--	case=nom|Sentiment::markable_75::Intensity=strong|num=sg|Sentiment::markable_75::Sarcasm=false|*=True|Sentiment::markable_75::Sentiment=True|Sentiment::markable_75::Polarity=negative case=nom|Sentiment::markable_75::Sentiment=True|num=sg|Source::markable_100500165::Source=True|*=True|Source::markable_100500165::Anaphref=empty Sentiment::markable_75::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_75::Sentiment=True|pers=3 pers=3|Sentiment::markable_75::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_75::Sentiment=True|EmoExpression::markable_79::Polarity=positive|EmoExpression::markable_79::Uncertain=false|EmoExpression::markable_79::Intensity=medium|EmoExpression::markable_79::Sarcasm=false|pos=True|EmoExpression::markable_79::SubjectiveFact=false|EmoExpression::markable_79::EmoExpression=True Sentiment::markable_75::Sentiment=True Sentiment::markable_75::Sentiment=True EmoExpression::markable_77::EmoExpression=True|EmoExpression::markable_77::Uncertain=false|EmoExpression::markable_77::Polarity=negative|Sentiment::markable_75::Sentiment=True|pos=True|EmoExpression::markable_77::SubjectiveFact=false|EmoExpression::markable_77::Sarcasm=false|EmoExpression::markable_77::Intensity=medium case=nom|gender=masc|num=sg|Sentiment::markable_75::Sentiment=True|pos=True case=nom|Target::markable_76::Preferred=true|Target::markable_100500166::Target=True|gender=masc|Sentiment::markable_75::Sentiment=True|Target::markable_76::Target=True|num=sg|Target::markable_76::Anaphref=empty|Target::markable_100500166::Anaphref=empty|Target::markable_100500166::Preferred=true Target::markable_76::Target=True|Target::markable_100500166::Target=True|Sentiment::markable_75::Sentiment=True case=nom|Target::markable_76::Target=True|num=pl|Target::markable_100500166::Target=True|gender=masc|Sentiment::markable_75::Sentiment=True pers=3|Sentiment::markable_75::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_75::Sentiment=True Intensifier::markable_82::Degree=medium|Intensifier::markable_82::Intensifier=True|Sentiment::markable_75::Sentiment=True|Intensifier::markable_82::EmoExpressionRef=emo-expression:markable_81|pos=True EmoExpression::markable_81::SubjectiveFact=false|EmoExpression::markable_81::Intensity=medium|Sentiment::markable_75::Sentiment=True|pos=True|EmoExpression::markable_81::Uncertain=false|EmoExpression::markable_81::EmoExpression=True|EmoExpression::markable_81::Polarity=positive|EmoExpression::markable_81::Sarcasm=false Sentiment::markable_75::Sentiment=True
312142407527448576	neutral	RT @KURIERat : #Franziskus : Sieben Millionen Tweets zur Papstwahl http://t.co/OY4Hrd30vs	RT @KURIERat : #Franziskus : sieben Million Tweets zu Papstwahl http://t.co/OY4Hrd30vs	NE NN $. NN $. CARD NN NN APPRART NN NN	2/SB 0/-- 2/-- 3/-- 4/-- 7/NMC 4/OA 7/NK 7/MNR 9/NK 7/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ _ _ case=nom|gender=fem|num=pl case=nom|gender=masc|num=pl case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=acc|gender=masc|num=pl
312184090893893633	neutral	RT @manager_magazin : " HABEMUS PAPAM FRANCISCUM " : Sieben Millionen Tweets zur Papst - Wahl ... http://t.co/zxT5a4iiWW	RT @manager_magazin : " HABEMUS PAPAM FRANCISCUM " : sieben Million Tweets zu Papst - Wahl ... http://t.co/zxT5a4iiWW	NE NN $. $( NN NN NN $( $. CARD NN NN APPRART NN $( NN $. NN	2/SB 0/-- 2/-- 5/-- 3/-- 5/NK 6/NK 7/-- 8/-- 11/NMC 6/CJ 11/NK 5/MNR 13/NK 14/-- 14/CJ 16/-- 17/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ _ case=nom|gender=fem|num=pl case=nom|gender=masc|num=pl case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=pl
311907394286407680	positive	RT @Schrippenholer : Lauter lustige Flaggen da auf dem Petersplatz in Rom , was ich noch nicht entdecken konnte : Israel , Iran , Afghanistan ...	RT @Schrippenholer : laut lustig Flagge da auf die Petersplatz in Rom , was ich noch nicht entdecken können : Israel , Iran , Afghanistan ...	NE NN $. ADJD ADJA NN ADV APPR ART NN APPR NE $, PRELS PPER ADV PTKNEG VVINF VMFIN $. NE $, NE $, NE $.	2/SB 0/-- 2/-- 5/MO 6/NK 3/-- 8/MO 6/MNR 10/NK 8/NK 10/MNR 11/NK 12/-- 18/OA 19/SB 17/MO 19/NG 19/OC 6/RC 19/-- 12/CJ 21/-- 21/CJ 23/-- 23/CJ 25/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ pos=True case=acc|Sentiment::markable_83::Sarcasm=false|gender=fem|Sentiment::markable_83::Intensity=medium|pos=True|EmoExpression::markable_85::EmoExpression=True|EmoExpression::markable_85::Uncertain=false|num=pl|EmoExpression::markable_85::Intensity=medium|Sentiment::markable_83::Polarity=positive|EmoExpression::markable_85::SubjectiveFact=false|EmoExpression::markable_85::Polarity=positive|EmoExpression::markable_85::Sarcasm=false|Sentiment::markable_83::Sentiment=True case=acc|num=pl|gender=fem|Target::markable_84::Anaphref=empty|Target::markable_84::Target=True|Target::markable_84::Preferred=true|Sentiment::markable_83::Sentiment=True _ _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ case=acc|gender=neut|num=sg case=nom|*=True|num=sg|pers=1 _ _ _ pers=3|num=sg|tense=past|mood=ind _ case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=sg _
312108436756238336	neutral	Mal sehen , wann das franziskusplag an den Start geht . Der #papst hat schließlich einen Doktortitel .	Mal sehen , wann die franziskusplag an die Start gehen . die #papst haben schließlich eine Doktortitel .	NN VVINF $, PWAV ART NN APPR ART NN VVFIN $. ART NN VAFIN ADV ART NN $.	2/MO 0/-- 2/-- 10/MO 6/NK 10/SB 10/MO 9/NK 7/NK 2/OC 10/-- 13/NK 14/SB 11/-- 14/MO 17/NK 14/OA 17/--	_ _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _
311927971499888640	neutral	Papst gesehen , Tor von Arsenal nicht . Muss Prioritäten justieren .	Papst sehen , Tor von Arsenal nicht . müssen Priorität justieren .	NN VVPP $, NN APPR NN PTKNEG $. VMFIN NN VVINF $.	2/OA 0/-- 2/-- 2/CJ 4/PG 5/NK 2/NG 7/-- 8/-- 11/OA 9/OC 11/--	case=nom|gender=masc|num=sg _ _ case=acc|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ _ _ case=nom|gender=fem|num=pl pers=3|num=pl|tense=pres|mood=ind _
311929007753031680	neutral	Was für #phoenix alles eine Meldung ist #Rösler #Papst	was für #phoenix alle eine Meldung sein #Rösler #Papst	PIS APPR NN PIS ART NN VAFIN NN NN	7/PD 6/MO 2/NK 2/NK 6/NK 1/CC 0/-- 7/SB 7/PD	case=nom|gender=neut|num=sg _ case=acc|gender=masc|num=sg case=nom|gender=neut|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311907167512977408	neutral	RT @Aleksandrah : Gleich geht der Vorhang auf und mein Vater steht versehentlich auf dem Balkon und raucht ... #Papst #Konklave #papstwahl	RT @Aleksandrah : gleich gehen die Vorhang auf und mein Vater stehen versehentlich auf die Balkon und rauchen ... #Papst #Konklave #papstwahl	NE NE $. ADJD VVFIN ART NN PTKVZ KON PPOSAT NN VVFIN ADJD APPR ART NN KON VVFIN $. NN NN NN	2/PNC 0/-- 2/-- 5/MO 3/-- 7/NK 5/DA 5/SVP 5/CD 11/NK 12/SB 9/CJ 12/MO 12/MO 16/NK 14/NK 12/CD 17/CJ 18/-- 19/-- 20/NK 20/PD	case=nom|*=True|num=sg case=nom|*=True|num=sg _ pos=True pers=3|num=sg|tense=pres|mood=ind case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
311912839319281664	negative	Die ARD Moderation zu #neuer Papst ist ja kaum zu ertragen ...	die ARD Moderation zu #neuer Papst sein ja kaum zu ertragen ...	ART NE NN APPR ADJA NN VAFIN ADV ADV PTKZU VVINF $.	3/NK 3/NK 7/SB 3/MNR 6/NK 4/NK 0/-- 11/MO 11/MO 11/PM 7/OC 11/--	case=nom|Target::markable_87::Target=True|gender=fem|Target::markable_87::Anaphref=empty|Sentiment::markable_86::Sentiment=True|num=sg|Target::markable_87::Preferred=true|Sentiment::markable_86::Intensity=medium|Sentiment::markable_86::Sarcasm=false|Sentiment::markable_86::Polarity=negative case=nom|gender=fem|num=sg|Sentiment::markable_86::Sentiment=True|Target::markable_87::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_86::Sentiment=True|Target::markable_87::Target=True Target::markable_87::Target=True|Sentiment::markable_86::Sentiment=True case=nom|Sentiment::markable_86::Sentiment=True|num=sg|Target::markable_87::Target=True|gender=masc|pos=True case=nom|gender=masc|num=sg|Sentiment::markable_86::Sentiment=True|Target::markable_87::Target=True pers=3|Sentiment::markable_86::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_86::Sentiment=True Negation::markable_100500171::EmoExpressionRef=emo-expression:markable_88|Sentiment::markable_86::Sentiment=True|Negation::markable_100500171::Negation=True Sentiment::markable_86::Sentiment=True|Negation::markable_100500171::Negation=True EmoExpression::markable_88::Polarity=positive|Sentiment::markable_86::Sentiment=True|EmoExpression::markable_88::EmoExpression=True|EmoExpression::markable_88::Uncertain=false|EmoExpression::markable_88::Intensity=medium|EmoExpression::markable_88::Sarcasm=false|EmoExpression::markable_88::SubjectiveFact=false _
311939243712839680	neutral	RT @CoopBVB : Ein Argentinier mit dem Draht zur Hand Gottes . Das hatten wir doch schon mal ... #papst #maradonna	RT @CoopBVB : eine Argentinier mit die Draht zu Hand Gott . die haben wir doch schon mal ... #papst #maradonna	NE ADJD $. ART NN APPR ART NN APPRART NN NN $. PDS VAFIN PPER ADV ADV ADV $. NN NN	0/-- 1/PD 2/-- 5/NK 3/-- 5/MNR 8/NK 6/NK 8/MNR 9/NK 10/AG 11/-- 18/OA 12/-- 14/SB 14/MO 14/MO 14/MO 18/-- 19/-- 20/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|gender=masc|num=sg _ case=nom|gender=neut|num=sg pers=1|num=pl|tense=past|mood=ind case=nom|*=True|num=pl|pers=1 _ _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311919601078374402	neutral	RT @sternde : + + + EIL + + + Kardinal Bergoglio wird den Namen Franziskus I. tragen . Er ist der erste #Papst aus #Lateinamerika . #habemuspapam ...	RT @sternde : + + + eilen + + + Kardinal Bergoglio werden die Name Franziskus I. tragen . er sein die erst #Papst aus #Lateinamerika . #habemuspapam ...	NE NN $. KON KON KON VVIMP KON KON KON NN NE VAFIN ART NN NE NE VVFIN $. PPER VAFIN ART ADJA NN APPR NN $. NN $.	2/SB 0/-- 2/-- 13/JU 4/CD 8/CD 6/CJ 5/CD 8/CD 9/CD 10/CJ 11/NK 3/-- 15/NK 18/OA 15/AG 16/PNC 13/OC 18/-- 21/SB 19/-- 24/NK 24/NK 21/PD 24/MNR 25/NK 26/-- 27/-- 28/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ _ _ _ _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=neut|num=sg _ pers=3|num=pl|tense=pres|mood=ind _ case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ pos=True _
311917160937168896	neutral	Ich wette , es wird ein aussereuropäischer Papst	ich wetten , es werden eine aussereuropäisch Papst	PPER VVFIN $, PPER VAFIN ART ADJA NN	2/SB 0/-- 2/-- 5/SB 2/OC 8/NK 8/NK 5/PD	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=ind _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg
312012740321492992	positive	“ @matzeknop : Ein #Papst aus #Argentinien . Dann hätte ich Maradona genommen . Das wäre der erste Papst 😄😄👍👍 @BILD ”	“ @matzeknop : eine #Papst aus #Argentinien . dann haben ich Maradona nehmen . die sein die erst Papst 😄😄👍👍 @BILD ”	ADJA NN $. ART NN APPR NN $. ADV VAFIN PPER NE VVPP $. PDS VAFIN ART ADJA NN ADJA NN ADJA	2/NK 0/-- 2/-- 5/NK 3/-- 5/MNR 6/NK 7/-- 13/MO 8/-- 10/SB 13/OA 10/OC 13/-- 16/SB 14/-- 19/NK 19/NK 16/PD 21/NK 16/PD 21/--	_ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=pl _ _ pers=1|num=sg|tense=past|mood=subj case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=subj case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_90::EmoExpression=True|gender=masc|pos=True|EmoExpression::markable_90::Intensity=strong|num=sg|EmoExpression::markable_90::SubjectiveFact=false|EmoExpression::markable_90::Uncertain=false|EmoExpression::markable_90::Polarity=positive|EmoExpression::markable_90::Sarcasm=false case=nom|gender=masc|num=sg _
311912718191955968	neutral	Dauert halt bis so ein Account angelegt ist ! #Papst #habemuspapam	dauern halt bis so eine <UNKNOWN> anlegen sein ! #Papst #habemuspapam	VVFIN ADV APPR ADV ART ADJD VVPP VAFIN $. NN NN	8/MO 1/MO 8/AC 5/MO 8/SB 7/MO 8/PD 0/-- 8/-- 9/-- 10/NK	_ _ _ _ case=nom|gender=neut|num=sg pos=True _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
312104979366305792	neutral	Jetzt ist Jorge auch noch Papst geworden ... #gntm	jetzt sein Jorge auch noch Papst werden ... #gntm	ADV VAFIN NE ADV ADV NN VAPP $. NE	2/MO 0/-- 2/SB 7/MO 7/MO 7/PD 2/OC 7/-- 8/--	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg _ _ case=nom|gender=masc|num=sg _ _ case=nom|gender=neut|num=sg
311918332058165250	neutral	ach das war er gar nicht ? #papst	ach die sein er gar nicht ? #papst	ITJ PDS VAFIN PPER ADV PTKNEG $. NN	2/NK 3/PD 0/-- 3/SB 6/MO 3/NG 6/-- 7/--	_ case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|gender=masc|num=sg|pers=3 _ _ _ case=nom|gender=masc|num=sg
311918921970225152	neutral	Ein Jesuit wird der erste amerikanische Papst der Weltgeschichte - Cardinal Bergoglio wird zu Papst Franziskus ! Gratulor and God Bless you !	eine Jesuit werden die erst amerikanisch Papst die Weltgeschichte - Cardinal Bergoglio werden zu Papst Franziskus ! Gratulor and God Bless you !	ART NN VAFIN ART ADJA ADJA NN ART NN $( NE NE VAFIN APPR NN NE $. ADJA FM NE NE NE $.	2/NK 3/SB 0/-- 7/NK 7/NK 7/NK 3/SB 9/NK 7/AG 9/-- 12/PNC 13/SB 7/MNR 13/MO 14/NK 15/AG 16/-- 22/NK 22/PNC 22/PNC 22/PNC 17/-- 22/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ *=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=gen|*=True|num=sg _ *=True *=True *=True case=nom|*=True|num=sg _ _
