317379081333243904	mixed	hihi . RT‏ @GrumpyMerkel :-[ Offizielles Smiley der Bundeskanzlerin der Bundesrepublik Deutschland	hihi . RT‏ @GrumpyMerkel :-[ Offizielle Smiley die Bundeskanzlerin die Bundesrepublik Deutschland	NE $. ADJA NN $( NN NE ART NN ART NN NE	0/-- 1/-- 4/NK 2/-- 6/-- 4/-- 6/NK 9/NK 6/DA 11/NK 9/AG 11/NK	case=nom|EmoExpression::markable_100500126::EmoExpression=True|EmoExpression::markable_100500126::Uncertain=false|EmoExpression::markable_100500126::Sarcasm=false|*=True|EmoExpression::markable_100500126::Polarity=positive|num=sg|EmoExpression::markable_100500126::Intensity=medium|EmoExpression::markable_100500126::SubjectiveFact=false _ _ gender=fem|*=True|num=sg EmoExpression::markable_100500127::Sarcasm=false|EmoExpression::markable_100500127::Uncertain=false|EmoExpression::markable_100500127::Intensity=medium|EmoExpression::markable_100500127::SubjectiveFact=false|EmoExpression::markable_100500127::Polarity=negative|EmoExpression::markable_100500127::EmoExpression=True case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=nom|gender=neut|num=sg
326090559234142208	negative	@KurtPelda Der Aufstand in #Syrien war inszeniert . Daher brauchte es Ausländer und Fanatiker um Unruhen in einen Krieg zu verwandeln .	@KurtPelda die Aufstand in #Syrien sein inszenieren . daher brauchen es Ausländer und Fanatiker um Unruhe in eine Krieg zu verwandeln .	NN ART NN APPR NN VAFIN VVPP $. PAV VVFIN PPER NN KON NN APPR NN APPR ART NN PTKZU VVINF $.	0/-- 3/NK 6/SB 3/MNR 4/NK 1/-- 6/PD 7/-- 10/NK 8/-- 10/OA 21/OA 12/CD 13/CJ 21/OP 15/NK 16/MNR 19/NK 17/NK 21/PM 11/RE 21/--	case=nom|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|EmoExpression::markable_100500228::Polarity=negative|EmoExpression::markable_100500228::Sarcasm=false|num=sg|EmoExpression::markable_100500228::Uncertain=false|EmoExpression::markable_100500228::Intensity=medium|EmoExpression::markable_100500228::SubjectiveFact=true|EmoExpression::markable_100500228::EmoExpression=True _ case=dat|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind EmoExpression::markable_100500229::EmoExpression=True|EmoExpression::markable_100500229::Uncertain=false|EmoExpression::markable_100500229::Intensity=medium|EmoExpression::markable_100500229::SubjectiveFact=false|EmoExpression::markable_100500229::Sarcasm=false|EmoExpression::markable_100500229::Polarity=negative _ _ pers=3|num=sg|tense=past|mood=ind case=nom|gender=neut|num=sg|pers=3 case=acc|gender=masc|num=pl _ case=acc|EmoExpression::markable_100500230::Sarcasm=false|EmoExpression::markable_100500230::EmoExpression=True|EmoExpression::markable_100500230::SubjectiveFact=false|gender=masc|EmoExpression::markable_100500230::Polarity=negative|num=pl|EmoExpression::markable_100500230::Uncertain=false|EmoExpression::markable_100500230::Intensity=medium _ case=acc|EmoExpression::markable_100500231::Intensity=medium|gender=fem|EmoExpression::markable_100500231::Sarcasm=false|num=pl|EmoExpression::markable_100500231::Polarity=negative|EmoExpression::markable_100500231::SubjectiveFact=false|EmoExpression::markable_100500231::Uncertain=false|EmoExpression::markable_100500231::EmoExpression=True _ case=acc|gender=masc|num=sg case=acc|gender=masc|EmoExpression::markable_100500232::SubjectiveFact=false|EmoExpression::markable_100500232::Sarcasm=false|num=sg|EmoExpression::markable_100500232::Polarity=negative|EmoExpression::markable_100500232::EmoExpression=True|EmoExpression::markable_100500232::Uncertain=false|EmoExpression::markable_100500232::Intensity=medium _ _ _
317869033657606144	mixed	EU : CDU - Politiker : Bundestag bei Zypern - Hilfe unzureichend ... : Der Unions - Haushaltsexperte Klaus - Pe ... http://t.co/gUxRqtEET3 #Wolfsburg	EU : CDU - Politiker : Bundestag bei Zypern - Hilfe unzureichend ... : die Unions - Haushaltsexperte Klaus - Pe ... http://t.co/gUxRqtEET3 #Wolfsburg	NN $. NE $( NN $. NN APPR NE $( NN ADJD $. $. ART NN $( NN NE $( VVFIN $. CARD NN	0/-- 1/-- 5/SB 3/-- 1/SB 5/-- 1/CJ 7/MNR 8/NK 9/-- 7/CJ 1/PD 12/-- 13/-- 16/NK 21/SB 16/-- 16/APP 18/NK 19/-- 14/NK 21/-- 24/NK 22/--	case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ case=dat|EmoExpression::markable_100500233::SubjectiveFact=false|EmoExpression::markable_100500233::Polarity=positive|gender=fem|EmoExpression::markable_100500233::Uncertain=false|EmoExpression::markable_100500233::Intensity=medium|EmoExpression::markable_100500233::EmoExpression=True|num=sg|EmoExpression::markable_100500233::Sarcasm=false EmoExpression::markable_100500234::Uncertain=false|EmoExpression::markable_100500234::Polarity=negative|EmoExpression::markable_100500234::Sarcasm=false|EmoExpression::markable_100500234::Intensity=medium|EmoExpression::markable_100500234::EmoExpression=True|pos=True|EmoExpression::markable_100500234::SubjectiveFact=false _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=subj _ _ case=nom|gender=neut|num=sg
323165030830977025	negative	Schulterschluss dank Nordkorea - Krise - DIE WELT http://t.co/htqYXDI4ri	Schulterschluss dank Nordkorea - Krise - die WELT http://t.co/htqYXDI4ri	NN APPR NE $( NN $( ART NE NN	0/-- 1/MNR 2/NK 3/-- 1/PAR 7/-- 8/NK 5/-- 8/PNC	case=nom|gender=masc|num=sg _ case=dat|EmoExpression::markable_100500235::SubjectiveFact=true|EmoExpression::markable_100500235::Sarcasm=false|EmoExpression::markable_100500236::Uncertain=false|EmoExpression::markable_100500235::EmoExpression=True|gender=neut|EmoExpression::markable_100500235::Uncertain=false|EmoExpression::markable_100500236::EmoExpression=True|EmoExpression::markable_100500235::Intensity=medium|EmoExpression::markable_100500236::Polarity=negative|EmoExpression::markable_100500235::Polarity=negative|num=sg|EmoExpression::markable_100500236::Sarcasm=false|EmoExpression::markable_100500236::Intensity=medium|EmoExpression::markable_100500236::SubjectiveFact=false EmoExpression::markable_100500236::EmoExpression=True case=nom|EmoExpression::markable_100500237::Uncertain=false|gender=fem|EmoExpression::markable_100500237::Intensity=medium|EmoExpression::markable_100500236::EmoExpression=True|EmoExpression::markable_100500237::SubjectiveFact=false|EmoExpression::markable_100500237::Sarcasm=false|EmoExpression::markable_100500237::Polarity=negative|num=sg|EmoExpression::markable_100500237::EmoExpression=True _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=masc|num=pl
324753398660493313	negative	Steckt Susanne Baer hinter Ursula von der Leyens CDU - Erpressung ? http://t.co/4IvuCthvkc #Frauenquote	stecken Susanne Bär hinter Ursula von die Leyens CDU - Erpressung ? http://t.co/4IvuCthvkc #Frauenquote	VVFIN NE NN APPR NE APPR ART NN NE $( NN $. NE NN	0/-- 3/PNC 1/SB 1/MO 4/NK 1/MO 8/NK 6/NK 8/NK 9/-- 9/APP 11/-- 14/PNC 12/--	mood=ind|EmoExpression::markable_100500239::Uncertain=false|EmoExpression::markable_100500239::Intensity=medium|EmoExpression::markable_100500239::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_100500239::Sarcasm=false|EmoExpression::markable_100500239::SubjectiveFact=false|EmoExpression::markable_100500239::Polarity=negative case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg EmoExpression::markable_100500239::EmoExpression=True case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|EmoExpression::markable_100500238::Intensity=medium|EmoExpression::markable_100500238::Sarcasm=false|gender=fem|EmoExpression::markable_100500238::Polarity=negative|num=sg|EmoExpression::markable_100500238::EmoExpression=True|EmoExpression::markable_100500238::SubjectiveFact=false|EmoExpression::markable_100500238::Uncertain=false _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
323202121270980610	mixed	Welche Partei ? — Die einzig Richtige derzeit kann nur die SPD sein . Sicher gibt es Kritikpunkte , was Agenda 2010 ... http://t.co/xd53Ki8B4i	welche Partei ? — die einzig Richtige derzeit können nur die SPD sein . sicher geben es Kritikpunkt , was Agenda @card@ ... http://t.co/xd53Ki8B4i	PIAT NN $. NN ART ADJD NN ADV VMFIN ADV ART NE VAINF $. ADJD VVFIN PPER NN $, PRELS NN CARD $. NN	2/NK 0/-- 2/-- 3/-- 7/NK 7/MO 9/SB 7/MO 4/-- 12/MO 12/NK 9/SB 9/OC 13/-- 16/MO 14/-- 16/EP 16/OA 18/-- 21/NK 18/CJ 21/NK 22/-- 21/CJ	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=nom|Sentiment::markable_67::Sentiment=True|Sentiment::markable_67::Polarity=positive|num=sg|gender=fem|Sentiment::markable_67::Sarcasm=false|Sentiment::markable_67::Intensity=medium Sentiment::markable_67::Sentiment=True|Intensifier::markable_70::Degree=medium|Intensifier::markable_70::Intensifier=True|pos=True|Intensifier::markable_70::EmoExpressionRef=emo-expression:markable_69 case=nom|Sentiment::markable_67::Sentiment=True|EmoExpression::markable_69::Polarity=positive|gender=fem|pos=True|EmoExpression::markable_69::Intensity=medium|num=sg|EmoExpression::markable_69::EmoExpression=True|EmoExpression::markable_69::Sarcasm=false|EmoExpression::markable_69::SubjectiveFact=false|EmoExpression::markable_69::Uncertain=false Sentiment::markable_67::Sentiment=True pers=3|Sentiment::markable_67::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_67::Sentiment=True case=nom|Sentiment::markable_67::Sentiment=True|num=sg|Target::markable_68::Target=True|gender=fem|Target::markable_68::Preferred=true|Target::markable_68::Anaphref=empty case=nom|gender=fem|num=sg|Target::markable_68::Target=True|Sentiment::markable_67::Sentiment=True Sentiment::markable_67::Sentiment=True _ Sentiment::markable_100500174::Sentiment=True|Sentiment::markable_100500174::Sarcasm=false|Sentiment::markable_100500174::Polarity=negative|pos=True|Sentiment::markable_100500174::Intensity=weak pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500174::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_100500174::Sentiment=True|pers=3 case=acc|Sentiment::markable_100500174::Sentiment=True|EmoExpression::markable_100500175::Uncertain=false|gender=masc|EmoExpression::markable_100500175::EmoExpression=True|EmoExpression::markable_100500175::Polarity=negative|num=pl|EmoExpression::markable_100500175::Sarcasm=false|EmoExpression::markable_100500175::Intensity=weak|EmoExpression::markable_100500175::SubjectiveFact=false Sentiment::markable_100500174::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_100500174::Sentiment=True case=nom|Target::markable_100500176::Anaphref=empty|num=sg|Target::markable_100500176::Preferred=true|Sentiment::markable_100500174::Sentiment=True|Target::markable_100500176::Target=True|gender=neut Target::markable_100500176::Target=True|Sentiment::markable_100500174::Sentiment=True _ case=dat|gender=neut|num=pl
334786148213858305	mixed	RT @ALs_inCDUCSU : Oha ! Und sie bewegt sich doch - CSU führt Gedenktag für die Heimatvertriebenen ein .... http://t.co/Nt2KBi2keZ	RT @ALs_inCDUCSU : Oha ! und sie bewegen sich doch - CSU führen Gedenktag für die Heimatvertriebene eine .... http://t.co/Nt2KBi2keZ	NE NN $. NE $. KON PPER VVFIN PRF ADV $( NE VVFIN NN APPR ART NN ART ADJA NN	2/SB 0/-- 2/-- 3/-- 4/-- 8/JU 8/SB 5/-- 8/OA 8/MO 12/-- 13/SB 10/-- 13/OA 14/MNR 17/NK 15/NK 13/SVP 13/MO 19/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ EmoExpression::markable_100500240::SubjectiveFact=false|EmoExpression::markable_100500240::Intensity=medium|EmoExpression::markable_100500240::Polarity=positive|EmoExpression::markable_100500240::Sarcasm=false|EmoExpression::markable_100500240::EmoExpression=True|EmoExpression::markable_100500240::Uncertain=false _ _ case=nom|gender=fem|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_100500241::Uncertain=false|EmoExpression::markable_100500241::Polarity=positive|EmoExpression::markable_100500241::Sarcasm=false|gender=masc|num=sg|EmoExpression::markable_100500241::Intensity=medium|EmoExpression::markable_100500241::SubjectiveFact=true|EmoExpression::markable_100500241::EmoExpression=True _ case=acc|*=True|num=pl case=acc|EmoExpression::markable_100500242::Polarity=negative|EmoExpression::markable_100500242::EmoExpression=True|*=True|num=pl|EmoExpression::markable_100500242::Uncertain=false|EmoExpression::markable_100500242::Intensity=medium|EmoExpression::markable_100500242::Sarcasm=false|EmoExpression::markable_100500242::SubjectiveFact=true _ pos=True case=nom|gender=fem|num=sg
336268681287987200	mixed	#Cascada hat den #esc2013 nur wegen der Politik verloren . Keiner mag Deutschland , weil es uns besser geht als anderen Ländern in Europa .	#Cascada haben die #esc2013 nur wegen die Politik verlieren . keine mögen Deutschland , weil es wir gut gehen als andere Land in Europa .	NN VAFIN ART NN ADV APPR ART NN VVPP $. PIS VMFIN NE $, KOUS PPER PRF ADJD VVFIN KOKOM PIS NN APPR NE $.	2/SB 0/-- 4/NK 9/OA 6/MO 9/MO 8/NK 6/NK 2/OC 9/-- 12/SB 10/-- 12/SB 13/-- 19/CP 19/EP 19/DA 19/MO 12/MO 22/CM 22/NK 18/CC 22/MNR 23/NK 24/--	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg EmoExpression::markable_100500243::Polarity=negative|EmoExpression::markable_100500243::Sarcasm=false|EmoExpression::markable_100500243::Uncertain=false|EmoExpression::markable_100500243::Intensity=medium|EmoExpression::markable_100500243::SubjectiveFact=false|EmoExpression::markable_100500243::EmoExpression=True _ case=nom|Negation::markable_74::EmoExpressionRef=empty|Sentiment::markable_71::Sarcasm=false|gender=masc|Sentiment::markable_71::Polarity=negative|Negation::markable_74::Negation=True|num=sg|Sentiment::markable_71::Intensity=medium|Sentiment::markable_71::Sentiment=True EmoExpression::markable_73::EmoExpression=True|EmoExpression::markable_73::Uncertain=false|mood=ind|EmoExpression::markable_73::Intensity=medium|EmoExpression::markable_73::SubjectiveFact=false|EmoExpression::markable_73::Polarity=positive|pers=3|num=sg|tense=pres|EmoExpression::markable_73::Sarcasm=false|Sentiment::markable_71::Sentiment=True case=nom|Target::markable_72::Anaphref=empty|num=sg|Target::markable_72::Preferred=true|gender=neut|Target::markable_72::Target=True|Sentiment::markable_71::Sentiment=True Sentiment::markable_71::Sentiment=True _ case=nom|Sentiment::markable_100500178::Polarity=positive|gender=neut|Sentiment::markable_100500178::Sentiment=True|pers=3|Sentiment::markable_100500178::Intensity=medium|num=sg|Sentiment::markable_100500178::Sarcasm=false case=dat|Target::markable_100500179::Preferred=true|Target::markable_100500179::Anaphref=empty|Sentiment::markable_100500178::Sentiment=True|*=True|pers=1|num=pl|Target::markable_100500179::Target=True EmoExpression::markable_100500177::Intensity=medium|comp=True|Sentiment::markable_100500178::Sentiment=True|EmoExpression::markable_100500177::SubjectiveFact=false|EmoExpression::markable_100500177::EmoExpression=True|EmoExpression::markable_100500177::Uncertain=false|EmoExpression::markable_100500177::Polarity=positive|EmoExpression::markable_100500177::Sarcasm=false pers=3|Sentiment::markable_100500178::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500178::Sentiment=True case=dat|Target::markable_100500180::Preferred=false|gender=neut|Sentiment::markable_100500178::Sentiment=True|Target::markable_100500180::Anaphref=empty|pos=True|num=pl|Target::markable_100500180::Target=True case=dat|gender=neut|Sentiment::markable_100500178::Sentiment=True|num=pl|Target::markable_100500180::Target=True Sentiment::markable_100500178::Sentiment=True|Target::markable_100500180::Target=True case=dat|gender=neut|Sentiment::markable_100500178::Sentiment=True|num=sg|Target::markable_100500180::Target=True _
335478603292741632	positive	RT @mdlvetter : Danke für die vielen Likes ! Gerne megr davon ;) Bodenständig wie die Freien Wähler selbst : Doku - Shooting Wahlplakate : http:/…	RT @mdlvetter : Dank für die viele Likes ! gerne megr davon ;) bodenständig wie die frei Wähler selbst : Doku - Shooting Wahlplakat : http:/…	NE NN $. NN APPR ART PIAT NN $. ADV NE PAV ADJD ADJD KOKOM ART ADJA NN ADV $. NE $( NE NN $. NN	2/SB 0/-- 2/-- 3/-- 4/MNR 8/NK 8/NK 5/NK 8/-- 11/MO 9/-- 14/NK 14/MO 11/UC 18/CM 18/NK 18/NK 10/CC 18/MNR 19/-- 23/PNC 21/-- 24/AG 18/SB 24/-- 18/PAR	case=nom|*=True|num=sg case=nom|*=True|num=sg _ EmoExpression::markable_100500244::Intensity=medium|EmoExpression::markable_100500244::Polarity=positive|EmoExpression::markable_100500244::SubjectiveFact=false|EmoExpression::markable_100500244::EmoExpression=True|EmoExpression::markable_100500244::Uncertain=false|EmoExpression::markable_100500244::Sarcasm=false _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl case=gen|EmoExpression::markable_100500245::Uncertain=false|gender=neut|EmoExpression::markable_100500245::Intensity=medium|EmoExpression::markable_100500245::Sarcasm=false|EmoExpression::markable_100500245::SubjectiveFact=true|num=sg|EmoExpression::markable_100500245::Polarity=positive|EmoExpression::markable_100500245::EmoExpression=True _ EmoExpression::markable_100500246::SubjectiveFact=false|EmoExpression::markable_100500246::Polarity=positive|EmoExpression::markable_100500246::Sarcasm=false|EmoExpression::markable_100500246::Uncertain=false|EmoExpression::markable_100500246::EmoExpression=True|EmoExpression::markable_100500246::Intensity=medium case=nom|*=True|EmoExpression::markable_100500246::EmoExpression=True|num=sg EmoExpression::markable_100500246::EmoExpression=True EmoExpression::markable_75::Sarcasm=false|EmoExpression::markable_75::EmoExpression=True|EmoExpression::markable_75::Uncertain=false|EmoExpression::markable_75::Intensity=medium|EmoExpression::markable_75::SubjectiveFact=false|EmoExpression::markable_75::Polarity=positive|pos=True pos=True _ case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl case=acc|gender=masc|num=pl _ _ case=nom|*=True|num=sg _ case=nom|*=True|num=sg case=acc|gender=neut|num=pl _ case=acc|gender=neut|num=sg
335123258892484610	neutral	RT @JollySea : BOKU : AG 4 FL 5 GRAS 2.  fl verliert ein Mandat an AG , fl - gras Koalition wahrscheinlich . #oehwahl	RT @JollySea : BOKU : AG 4 FL 5 grasen @card@ fl verlieren eine Mandat an AG , fl - grasen Koalition wahrscheinlich . #oehwahl	NE NE $. NE $. NN CARD NN CARD VVIMP CARD NN VVFIN ART NN APPR NN $, NE $( VVIMP NN ADJD $. NN	2/PNC 0/-- 2/-- 3/-- 4/-- 13/SB 8/NK 6/MO 8/NK 6/PAR 12/NK 10/OA 4/RS 15/NK 13/SB 15/MNR 16/NK 17/-- 3/-- 19/-- 15/PAR 21/OA 13/MO 23/-- 24/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ gender=neut|*=True|num=pl _ case=dat|*=True pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg pos=True _ case=nom|gender=fem|num=sg
332952606001463296	negative	RT @ennomane : Sie sehen gerade : Technikangst und Technikverweigerung in der Piratenpartei . #BPT131	RT @ennomane : Sie sehen gerade : Technikangst und Technikverweigerung in die Piratenpartei . #BPT131	NE NN $. PPER VVFIN ADV $. NN KON NN APPR ART NN $. CARD	2/SB 0/-- 2/-- 5/SB 3/-- 5/MO 6/-- 5/OA 8/CD 9/CJ 8/MNR 13/NK 11/NK 13/-- 14/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=pl|pers=3 pers=3|num=pl|tense=pres|mood=ind _ _ case=nom|EmoExpression::markable_100500247::Sarcasm=false|EmoExpression::markable_100500247::Polarity=negative|gender=masc|EmoExpression::markable_100500247::Uncertain=false|EmoExpression::markable_100500247::Intensity=medium|num=sg|EmoExpression::markable_100500247::EmoExpression=True|EmoExpression::markable_100500247::SubjectiveFact=false _ case=nom|EmoExpression::markable_100500248::EmoExpression=True|EmoExpression::markable_100500248::Uncertain=false|EmoExpression::markable_100500248::SubjectiveFact=false|gender=fem|EmoExpression::markable_100500248::Polarity=negative|EmoExpression::markable_100500248::Intensity=medium|num=sg|EmoExpression::markable_100500248::Sarcasm=false _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _
322801898585456640	negative	Achtung : #Merkel und #Cameron wollen uns an die Wäsche ! http://t.co/nfXa2jtd14	Achtung : #Merkel und #Cameron wollen wir an die Wäsche ! http://t.co/nfXa2jtd14	NN $. NN KON NN VMFIN PRF APPR ART NN $. CARD	6/PD 1/-- 6/SB 3/CD 4/CJ 0/-- 8/OA 6/OC 10/NK 8/NK 10/-- 11/--	case=nom|EmoExpression::markable_100500249::EmoExpression=True|gender=fem|EmoExpression::markable_100500249::Polarity=negative|EmoExpression::markable_100500249::Sarcasm=false|num=sg|EmoExpression::markable_100500249::SubjectiveFact=true|EmoExpression::markable_100500249::Uncertain=false|EmoExpression::markable_100500249::Intensity=medium _ case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|pers=1|num=pl EmoExpression::markable_100500250::Sarcasm=false|EmoExpression::markable_100500250::Polarity=negative|EmoExpression::markable_100500250::EmoExpression=True|EmoExpression::markable_100500250::Uncertain=false|EmoExpression::markable_100500250::Intensity=medium|EmoExpression::markable_100500250::SubjectiveFact=false case=acc|gender=fem|num=sg|EmoExpression::markable_100500250::EmoExpression=True case=acc|gender=fem|num=sg|EmoExpression::markable_100500250::EmoExpression=True _ _
332974932407484417	positive	http://t.co/fdF97IdhdD @Telegehirn schau mal ... euer Buschkowsky wird 2023  regierender Bürgermeister &amp; schreibt ein Buch über #BER :D	http://t.co/fdF97IdhdD @Telegehirn schauen mal ... euer Buschkowsky werden @card@ regierender Bürgermeister &amp; schreiben eine Buch über #BER :D	NE NN VVIMP ADV $. PPOSAT NN VAFIN CARD ADJA NN $( VVFIN ART NN APPR ADJA ADJA	2/AG 0/-- 2/-- 3/MO 4/-- 7/NK 8/SB 13/OC 11/NK 11/NK 8/SB 11/-- 5/-- 15/NK 13/SB 13/MO 18/NK 16/NK	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=gen|gender=masc|num=pl|pos=True case=gen|gender=masc|num=pl _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg|pos=True case=nom|EmoExpression::markable_76::Intensity=strong|EmoExpression::markable_76::EmoExpression=True|gender=neut|EmoExpression::markable_76::SubjectiveFact=false|EmoExpression::markable_76::Uncertain=false|pos=True|num=sg|EmoExpression::markable_76::Polarity=positive|EmoExpression::markable_76::Sarcasm=false
333795257282080770	neutral	Die Wahl zwischen einem Skimmer - oder Überlaufbecken gibt es nur im Privatbereich . Bei jeder " gewerb http://t.co/VKHjOUn8pb	die Wahl zwischen eine Skimmer - oder Überlaufbecken geben es nur in Privatbereich . bei jede " gewerb http://t.co/VKHjOUn8pb	ART NN APPR ART NN $( KON NN VVFIN PPER ADV APPRART NN $. APPR PIAT $( ADJA NN	2/NK 9/OA 2/MNR 5/NK 3/NK 5/-- 5/CD 7/CJ 0/-- 9/EP 12/MO 9/MO 12/NK 13/-- 14/-- 19/NK 16/-- 19/NK 15/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=dat|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg
335497497856315393	neutral	Gibt es inzwischen eine offizielle Begründung fürs Hausverbot des " AfD - Mitglieds " ? #piraten @piratenpartei	geben es inzwischen eine offiziell Begründung fürs Hausverbot die " AfD - Mitglied " ? #piraten @piratenpartei	VVFIN PPER ADV ART ADJA NN APPRART NN ART $( ADJA $( NN $( $. NN NN	0/-- 1/EP 1/MO 6/NK 6/NK 1/OA 6/MNR 7/NK 13/NK 9/-- 13/NK 11/-- 8/AG 13/-- 14/-- 15/-- 16/NK	pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=gen|gender=masc|num=sg _ case=gen|gender=masc|num=sg|pos=True _ case=gen|gender=masc|num=sg _ _ pers=3|num=pl|tense=past|mood=ind case=nom|gender=fem|num=sg
317536823436009472	neutral	„Man muss sich des Systems bedienen , um es zu verändern“ - #Politik-Betrieb #Partei #Parteifinanzierung	„Man müssen sich die System bedienen , um es zu verändern“ - #Politik-Betrieb #Partei #Parteifinanzierung	NN VMFIN PRF ART NN VVINF $, KOUI PPER PTKZU ADJA $( NN NN NN	2/SB 0/-- 6/OA 5/NK 6/OG 2/OC 6/-- 5/APP 11/OA 11/PM 13/PAR 11/-- 8/NK 13/NK 13/PD	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg _ _ _ case=acc|gender=neut|num=sg|pers=3 _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
324981520144166912	neutral	RT @tagesshow : Sigmar Gabriel , Peer Steinbrück und Frank - Walter Steinmeier fordern mehr Frauen in Spitzenämtern . Nochmal , Sigmar ... #fra ...	RT @tagesshow : Sigmar Gabriel , Peer Steinbrück und Frank - Walter Steinmeier fordern mehr Frau in Spitzenamt . nochmal , Sigmar ... #fra ...	NE NN $. NE NE $, NE NE KON NE $( NE NE VVFIN PIAT NN APPR NN $. ADV $, NE $. NN $.	2/SB 0/-- 2/-- 5/PNC 14/SB 5/-- 8/PNC 5/CJ 8/CD 13/PNC 10/-- 13/PNC 9/CJ 3/-- 16/NK 14/OA 14/MO 17/NK 18/-- 22/MO 20/-- 19/-- 22/-- 23/-- 24/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=pl|tense=pres|mood=ind *=True case=nom|gender=fem|num=pl _ case=dat|gender=neut|num=pl _ _ _ case=nom|*=True|num=sg _ _ _
