324257473294917633	negative	@Schlumpfkanone Auf dem Tisch liegen Mozart Kugeln , ber ich will mich nicht bewegen ... :(	@Schlumpfkanone auf die Tisch liegen Mozart Kugel , ber ich wollen ich nicht bewegen ... :(	NN APPR ART NN VVFIN NE NN $, VVFIN PPER VMFIN PPER PTKNEG VVINF $. ADJA	0/-- 5/MO 4/NK 2/NK 1/-- 7/NK 5/SB 7/-- 5/CJ 9/SB 9/CJ 14/OA 11/NG 11/OC 14/-- 15/--	case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=nom|gender=fem|num=pl _ Sentiment::markable_1::Sarcasm=false|Sentiment::markable_1::Intensity=medium|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Polarity=negative case=nom|Target::markable_3::Anaphref=empty|*=True|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True|pers=1|num=sg|Target::markable_3::Target=True pers=1|num=sg|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|pers=1|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|EmoExpression::markable_2::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=negative|EmoExpression::markable_2::EmoExpression=True|Sentiment::markable_1::Sentiment=True
337316745176023042	positive	RT @peterpiksa : @Piratenpartei Pssst , Piraten ! Steilvorlage für euch : http://t.co/HYff0KQ51R Müsst ihr nur noch bewerben helfen . ;-)	RT @peterpiksa : @Piratenpartei Pssst , Pirat ! Steilvorlage für ihr : http://t.co/HYff0KQ51R müssen ihr nur noch bewerben helfen . ;-)	NE NN $. NN NN $, NN $. NN APPR PPER $. NN VMFIN PPER ADV ADV VVINF VVINF $. $(	2/SB 0/-- 2/-- 3/-- 4/-- 5/-- 5/CJ 7/-- 18/OA 9/MNR 13/NK 11/-- 10/NK 8/-- 19/DA 19/MO 19/MO 19/OC 14/OC 19/-- 20/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=masc|num=pl _ case=nom|gender=fem|num=sg _ case=dat|*=True|num=pl|pers=2 _ case=nom|gender=neut|num=pl pers=2|num=pl|tense=pres|mood=ind case=dat|gender=fem|num=sg|pers=3 _ _ _ _ _ EmoExpression::markable_63::Polarity=positive|EmoExpression::markable_63::Sarcasm=false|EmoExpression::markable_63::EmoExpression=True|EmoExpression::markable_63::SubjectiveFact=false|EmoExpression::markable_63::Uncertain=false|EmoExpression::markable_63::Intensity=medium
332259013708378113	neutral	Wir sollten es einfach akzeptieren : die SPD hat in den nächsten Jahren irgendetwas anderes vor und hat nicht die Zeit zu regieren . #btw13	wir sollen es einfach akzeptieren : die SPD haben in die nah Jahr irgendetwas andere vor und haben nicht die Zeit zu regieren . #btw13	PPER VMFIN PPER ADJD VVINF $. ART NE VAFIN APPR ART ADJA NN PIAT PIS PTKVZ KON VAFIN PTKNEG ART NN PTKZU VVINF $. CARD	2/SB 0/-- 5/OA 5/MO 2/OC 5/-- 8/NK 9/SB 2/CJ 9/MO 13/NK 13/NK 10/NK 15/NK 9/OA 9/SVP 9/CD 17/CJ 23/NG 21/NK 23/OA 23/PM 18/OC 23/-- 24/--	case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=past|mood=ind case=nom|gender=neut|num=sg|pers=3 pos=True _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=pl case=dat|gender=neut|num=pl|pos=True case=dat|gender=neut|num=pl gender=neut|*=True case=acc|gender=neut|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ _ _
332594965198802945	neutral	#RiotimAlltag ist künstliche Trennungen zu hinterfragen . Zwischen Politik &amp; Privatem und dir &amp; mir etc .	#RiotimAlltag sein künstlich Trennung zu hinterfragen . zwischen Politik &amp; privat und du &amp; ich etc. .	NN VAFIN ADJA NN PTKZU VVINF $. APPR NN $( ADJA KON PPER $( PPER ADV $.	2/SB 0/-- 4/NK 6/OA 6/PM 2/OC 6/-- 11/MO 8/NK 9/-- 7/-- 11/CD 16/DA 13/-- 16/DA 12/CJ 16/--	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=pl|pos=True case=acc|gender=fem|num=pl _ _ _ _ case=dat|gender=fem|num=sg pos=True case=dat|gender=neut|num=sg|pos=True _ case=dat|*=True|num=sg|pers=2 pers=2|num=pl|tense=pres|mood=ind case=dat|*=True|num=sg|pers=1 _ _
326087967468814336	negative	RT @PeterAltendorfe : es gibt ein Leben vor dem Tod . Aber es ist mit Politik belastet . Shit happens .	RT @PeterAltendorfe : es geben eine Leben vor die Tod . aber es sein mit Politik belasten . Shit happens .	NE NN $. PPER VVFIN ART NN APPR ART NN $. KON PPER VAFIN APPR NN VVPP $. NN NN $.	2/SB 0/-- 2/-- 5/EP 3/-- 7/NK 5/OA 7/MNR 10/NK 8/NK 10/-- 14/JU 14/SB 11/-- 17/MO 15/NK 14/PD 17/-- 18/-- 19/NK 20/--	case=nom|gender=fem|num=sg case=nom|Source::markable_100500288::Anaphref=empty|Sentiment::markable_100500287::Sentiment=True|gender=fem|Sentiment::markable_100500287::Sarcasm=false|Sentiment::markable_100500287::Polarity=negative|num=sg|Source::markable_100500288::Source=True|Sentiment::markable_100500287::Intensity=medium Sentiment::markable_100500287::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_100500287::Sentiment=True|pers=3 pers=3|Sentiment::markable_100500287::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|Target::markable_100500289::Target=True|Target::markable_100500289::Preferred=true|num=sg|Target::markable_100500289::Anaphref=empty|Sentiment::markable_100500287::Sentiment=True|gender=neut case=acc|gender=neut|num=sg|Sentiment::markable_100500287::Sentiment=True|Target::markable_100500289::Target=True Target::markable_100500289::Target=True|Sentiment::markable_100500287::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_100500287::Sentiment=True|Target::markable_100500289::Target=True case=dat|Target::markable_100500289::Target=True|EmoExpression::markable_100500351::SubjectiveFact=true|EmoExpression::markable_100500351::EmoExpression=True|Sentiment::markable_100500287::Sentiment=True|gender=neut|EmoExpression::markable_100500351::Sarcasm=false|num=sg|EmoExpression::markable_100500351::Polarity=negative|EmoExpression::markable_100500351::Intensity=medium|EmoExpression::markable_100500351::Uncertain=false Sentiment::markable_100500287::Sentiment=True Sentiment::markable_100500287::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_100500287::Sentiment=True|pers=3 pers=3|Sentiment::markable_100500287::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500287::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_100500287::Sentiment=True Sentiment::markable_100500287::Sentiment=True|EmoExpression::markable_100500290::SubjectiveFact=false|EmoExpression::markable_100500290::EmoExpression=True|EmoExpression::markable_100500290::Intensity=medium|EmoExpression::markable_100500290::Polarity=negative|EmoExpression::markable_100500290::Sarcasm=false|EmoExpression::markable_100500290::Uncertain=false Sentiment::markable_100500287::Sentiment=True EmoExpression::markable_100500291::Uncertain=false|Sentiment::markable_100500287::Sentiment=True|EmoExpression::markable_100500291::Intensity=medium|EmoExpression::markable_100500291::Sarcasm=false|EmoExpression::markable_100500291::Polarity=negative|EmoExpression::markable_100500352::Polarity=negative|EmoExpression::markable_100500352::Uncertain=false|EmoExpression::markable_100500291::EmoExpression=True|EmoExpression::markable_100500352::EmoExpression=True|EmoExpression::markable_100500352::Intensity=medium|EmoExpression::markable_100500291::SubjectiveFact=false|EmoExpression::markable_100500352::SubjectiveFact=false|EmoExpression::markable_100500352::Sarcasm=false EmoExpression::markable_100500352::EmoExpression=True|Sentiment::markable_100500287::Sentiment=True Sentiment::markable_100500287::Sentiment=True
333360411413995521	mixed	@Stu_Xnet politik , chaos , herumjagen , schlachten mit 100 derten spielern pro seite , the good stuff	@Stu_Xnet Politik , chaos , herumjagen , schlachten mit 100 derten Spieler pro Seite , the good stuff	ADJA NN $, ADJD $, VVFIN $, VVFIN APPR CARD ADJA NN APPR NN $, FM NN NN	0/-- 8/SB 2/-- 2/PAR 4/-- 4/CJ 6/-- 1/-- 8/MO 12/NK 12/NK 9/NK 12/MNR 13/NK 14/-- 17/NK 8/OA 17/NK	_ case=nom|gender=fem|num=sg _ EmoExpression::markable_100500301::SubjectiveFact=false|EmoExpression::markable_100500301::Polarity=negative|EmoExpression::markable_100500301::Intensity=medium|EmoExpression::markable_100500301::EmoExpression=True|pos=True|EmoExpression::markable_100500301::Uncertain=false|EmoExpression::markable_100500301::Sarcasm=false _ pers=3|num=pl|tense=pres|mood=ind _ pers=3|num=pl|tense=past|mood=ind _ _ case=dat|gender=neut|num=pl|pos=True case=dat|gender=neut|num=pl _ case=dat|gender=fem|num=sg _ _ EmoExpression::markable_100500304::Uncertain=false|EmoExpression::markable_100500304::Polarity=positive|EmoExpression::markable_100500304::Sarcasm=false|EmoExpression::markable_100500304::Intensity=medium|EmoExpression::markable_100500304::SubjectiveFact=false|EmoExpression::markable_100500304::EmoExpression=True _
338034268771061760	positive	Weil ich nett bin : http://t.co/8gg8x1mxzf cc Der @Andy_1982 betätigt sich morgen als Kinovorführer ! #SPD #Lingen #Jubiläum #Film	weil ich nett sein : http://t.co/8gg8x1mxzf cc die @Andy_1982 betätigen sich morgen als Kinovorführer ! #SPD #Lingen #Jubiläum #Film	KOUS PPER ADJD VAFIN $. NE NN ART NN VVFIN PRF ADV KOKOM NN $. ADJA ADJA NN NN	4/CP 4/SB 4/PD 7/PAR 4/-- 7/PNC 0/-- 9/NK 7/PD 9/-- 10/OA 10/MO 14/CM 10/MO 14/-- 18/NK 18/NK 15/-- 18/NK	Sentiment::markable_100500292::Sarcasm=false|Sentiment::markable_100500292::Sentiment=True|Sentiment::markable_100500292::Intensity=medium|Sentiment::markable_100500292::Polarity=positive case=nom|Target::markable_100500293::Target=True|*=True|Target::markable_100500293::Preferred=true|pers=1|num=sg|Target::markable_100500293::Anaphref=empty|Sentiment::markable_100500292::Sentiment=True EmoExpression::markable_100500294::EmoExpression=True|EmoExpression::markable_100500294::Sarcasm=false|pos=True|EmoExpression::markable_100500294::Polarity=positive|EmoExpression::markable_100500294::Uncertain=false|EmoExpression::markable_100500294::Intensity=medium|EmoExpression::markable_100500294::SubjectiveFact=false|Sentiment::markable_100500292::Sentiment=True pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_100500292::Sentiment=True _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ case=nom|gender=masc|num=sg _ _ case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
337430804567322626	neutral	@marco_welter Welche Sonderrechte meinen Sie ? Niemand der einen Abgeordneten trifft muss sich vorne in der Schlange anstellen .	@marco_welter welche Sonderrecht meinen Sie ? niemand die einen Abgeordnete treffen müssen sich vorne in die Schlange anstellen .	NN PIAT NN VVFIN PPER $. PIS ART ADJA NN VVFIN VMFIN PRF ADV APPR ART NN VVINF $.	0/-- 3/NK 4/SB 1/-- 4/SB 5/-- 11/SB 10/NK 10/NK 7/AG 12/OC 6/-- 18/OA 18/MO 18/MO 17/NK 15/NK 12/OC 18/--	case=nom|gender=masc|num=sg|pos=True case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|*=True|num=pl|pos=True case=acc|*=True|num=pl pers=3|num=sg|tense=pres|mood=ind pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _
326068577159487490	negative	Wenn #Seehofer sagt , er wusste vorher von #Hoeneß ' Vorhaben , sich selbst anzuzeigen , ist das d. Mitwisserschaft ? #Steuerhinterziehung #Jauch	wenn #Seehofer sagen , er wissen vorher von #Hoeneß ' Vorhaben , sich selbst anzeigen , sein die d. Mitwisserschaft ? #Steuerhinterziehung #Jauch	KOUS NE VVFIN $, PPER VVFIN ADV APPR NN $( NN $, PRF ADV VVIZU $, VAFIN PDS ART NN $. NN NN	3/CP 3/SB 17/MO 3/-- 6/SB 3/OC 6/MO 6/OP 8/NK 9/-- 9/CJ 11/-- 15/OA 13/MNR 6/OC 15/-- 0/-- 17/SB 20/NK 17/PD 20/-- 21/-- 22/NK	_ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=past|mood=ind _ _ case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ case=acc|pers=3|num=sg _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=acc|gender=fem|num=sg _ case=nom|EmoExpression::markable_100500353::EmoExpression=True|gender=fem|EmoExpression::markable_100500353::Polarity=negative|EmoExpression::markable_100500353::Sarcasm=false|num=sg|EmoExpression::markable_100500353::SubjectiveFact=false|EmoExpression::markable_100500353::Uncertain=false|EmoExpression::markable_100500353::Intensity=medium case=nom|gender=fem|num=sg
335974005439881216	neutral	Mehr Katz3n in der Politik und im Landtag NRW #opennrw #opennrw13 http://t.co/0nBTtG8EWW	mehr Katz3n in die Politik und in Landtag NRW #opennrw #opennrw13 http://t.co/0nBTtG8EWW	ADV NE APPR ART NN KON APPRART NN NE ADJD CARD NN	2/MO 0/-- 2/MNR 5/NK 3/NK 2/CD 12/MO 7/NK 8/NK 11/MO 12/NK 6/CJ	*=True case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=acc|gender=fem|num=pl
334760443904155648	neutral	DIE LINKE - Antrag im #staDDrat : Ergebnisse und Konsequenzen der Eingemeindungen in die Landeshauptstadt Dresden http://t.co/dMjNyHYfCT	die links - Antrag in #staDDrat : Ergebnis und Konsequenz die Eingemeindungen in die Landeshauptstadt Dresden http://t.co/dMjNyHYfCT	ART ADJA $( NN APPRART NN $. NN KON NN ART NN APPR ART NN NE NN	4/NK 4/NK 2/-- 8/PD 4/MNR 5/NK 6/-- 0/-- 8/CD 9/CJ 12/NK 8/AG 12/MNR 15/NK 13/NK 15/NK 16/PNC	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=neut|num=pl _ case=acc|gender=fem|num=pl case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
317387224498962432	negative	@josefhalmer Obama hats redlich probiert . Aber viele Abgeordnete wollen es sich nicht mit den Waffenbesitzern verscherzen . Und das war´s ...	@josefhalmer Obama hats redlich probieren . aber viele Abgeordnete wollen es sich nicht mit die Waffenbesitzer verscherzen . und die war´s ...	NN NN NN ADJD VVPP $. ADV PIAT NN VMFIN PPER PRF PTKNEG APPR ART NN VVINF $. KON PDS VVFIN $.	0/-- 1/-- 2/NK 5/MO 2/PD 5/-- 8/MO 9/NK 10/SB 6/-- 17/OA 17/OA 10/NG 17/MO 16/NK 14/NK 10/OC 17/-- 21/JU 21/SB 18/-- 21/--	comp=True _ case=gen|*=True|num=sg pos=True _ _ _ case=nom|*=True|num=pl case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg|pers=3 case=dat|pers=3|num=pl _ _ case=dat|gender=neut|num=pl case=dat|gender=neut|num=pl EmoExpression::markable_100500295::Sarcasm=false|EmoExpression::markable_100500295::Uncertain=false|EmoExpression::markable_100500295::Intensity=medium|EmoExpression::markable_100500295::SubjectiveFact=false|EmoExpression::markable_100500295::Polarity=negative|EmoExpression::markable_100500295::EmoExpression=True _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _
317805818466676738	positive	Westerwelle warnt Nordkorea vor Eskalation http://t.co/BHUeuMZWs8 #wirtschaft #news	Westerwelle warnen Nordkorea vor Eskalation http://t.co/BHUeuMZWs8 #wirtschaft #news	NN VVFIN NE APPR NN CARD NN NN	2/SB 0/-- 2/OA 2/OP 4/NK 7/NK 2/OA 7/NK	case=nom|Source::markable_100500298::Source=True|Source::markable_100500298::Anaphref=empty|*=True|num=sg|Sentiment::markable_100500296::Sarcasm=false|Sentiment::markable_100500296::Intensity=medium|Sentiment::markable_100500296::Polarity=positive|Sentiment::markable_100500296::Sentiment=True EmoExpression::markable_100500299::Polarity=negative|mood=ind|EmoExpression::markable_100500299::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_100500299::Uncertain=false|EmoExpression::markable_100500299::Intensity=medium|Sentiment::markable_100500296::Sentiment=True|EmoExpression::markable_100500299::Sarcasm=false|EmoExpression::markable_100500299::SubjectiveFact=false case=acc|EmoExpression::markable_100500354::Sarcasm=false|Target::markable_100500297::Target=True|EmoExpression::markable_100500354::Intensity=medium|gender=neut|EmoExpression::markable_100500354::SubjectiveFact=true|Target::markable_100500297::Anaphref=empty|num=sg|Target::markable_100500297::Preferred=true|EmoExpression::markable_100500354::Uncertain=false|Sentiment::markable_100500296::Sentiment=True|EmoExpression::markable_100500354::Polarity=negative|EmoExpression::markable_100500354::EmoExpression=True Sentiment::markable_100500296::Sentiment=True case=dat|EmoExpression::markable_100500300::Sarcasm=false|Sentiment::markable_100500296::Sentiment=True|EmoExpression::markable_100500300::SubjectiveFact=false|gender=fem|EmoExpression::markable_100500300::EmoExpression=True|EmoExpression::markable_100500300::Polarity=negative|num=sg|EmoExpression::markable_100500300::Uncertain=false|EmoExpression::markable_100500300::Intensity=medium case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg *=True
324630978666569729	neutral	Für jede getrunkene Kiste Krombacher pflanzen wir einen Piraten in den Bundestag #Piraten #Slogan	für jede getrunken Kiste Krombacher pflanzen wir eine Pirat in die Bundestag #Piraten #Slogan	APPR PIAT ADJA NN NN VVFIN PPER ART NN APPR ART NN NN NN	6/MO 4/NK 4/NK 1/NK 4/AG 0/-- 6/SB 9/NK 6/OA 6/MO 12/NK 10/NK 6/OA 13/NK	_ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg case=gen|*=True|num=pl pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=neut|num=sg
324600417734520834	neutral	Die Tatsache , dass bereits die Ost - CDU 1956  den Slogan " Das Wir entscheidet " verwendete , konnte sich nicht viral verbreiten . Warum ?	die Tatsache , dass bereits die Ost - CDU @card@ die Slogan " die wir entscheiden " verwenden , können sich nicht viral verbreiten . warum ?	ART NN $, KOUS ADV ART NN $( NE CARD ART NN $( PDS PPER VVFIN $( VVFIN $, VMFIN PRF PTKNEG ADJD VVINF $. PWAV $.	2/NK 20/SB 2/-- 18/CP 18/MO 7/NK 18/SB 7/-- 7/PAR 9/NK 12/NK 18/OA 14/-- 12/AG 16/SB 14/RC 16/-- 2/OC 18/-- 0/-- 24/OA 20/NG 24/MO 20/OC 24/-- 25/-- 26/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=acc|gender=neut|num=sg case=nom|*=True|num=pl|pers=1 pers=3|num=sg|tense=pres|mood=ind _ pers=3|num=sg|tense=past|mood=ind _ pers=3|num=sg|tense=past|mood=ind case=acc|pers=3|num=sg _ pos=True _ _ _ _
338027189859647488	positive	@Freddy2805 Die Grünen sollten man in sich gehen . Da ist einiges im Argen . Israel u. a .	@Freddy2805 die Grüne sollen man in sich gehen . da sein einige in Arge . Israel um a .	NN ART NN VMFIN PIS APPR PRF VVINF $. ADV VAFIN PIAT APPRART NN $. NE APPR FM $.	0/-- 3/NK 4/SB 1/-- 4/SB 8/MO 6/NK 4/OC 8/-- 11/MO 9/-- 11/SB 11/MO 13/NK 14/-- 15/-- 16/MNR 17/NK 18/--	case=nom|gender=fem|num=sg case=nom|Target::markable_100500322::Anaphref=empty|Sentiment::markable_100500321::Sentiment=True|Sentiment::markable_100500321::Sarcasm=false|*=True|Target::markable_100500322::Target=True|Sentiment::markable_100500321::Intensity=medium|num=pl|Target::markable_100500322::Preferred=true|Sentiment::markable_100500321::Polarity=positive case=nom|*=True|num=pl|Target::markable_100500322::Target=True|Sentiment::markable_100500321::Sentiment=True pers=3|num=pl|tense=past|mood=ind|Sentiment::markable_100500321::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_100500321::Sentiment=True Sentiment::markable_100500321::Sentiment=True case=dat|pers=3|num=sg|Sentiment::markable_100500321::Sentiment=True Sentiment::markable_100500321::Sentiment=True Sentiment::markable_100500321::Sentiment=True Sentiment::markable_100500321::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500321::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_100500321::Sentiment=True case=dat|EmoExpression::markable_100500323::SubjectiveFact=false|EmoExpression::markable_100500323::Sarcasm=false|Sentiment::markable_100500321::Sentiment=True|EmoExpression::markable_100500323::EmoExpression=True|gender=neut|EmoExpression::markable_100500323::Uncertain=false|EmoExpression::markable_100500323::Intensity=medium|EmoExpression::markable_100500323::Polarity=negative|num=sg case=dat|gender=neut|num=sg|Sentiment::markable_100500321::Sentiment=True|EmoExpression::markable_100500323::EmoExpression=True Sentiment::markable_100500321::Sentiment=True case=nom|gender=neut|num=sg _ _ _
318602432772988929	negative	Ex - Bundespräsident - Staatsanwälte in der Falle , die Zumutungen der Causa Wulff http://t.co/A6sE9yDmJH via @welt #Wulff	Ex - Bundespräsident - Staatsanwalt in die Falle , die Zumutungen die Causa Wulff http://t.co/A6sE9yDmJH via @welt #Wulff	NN $( NN $( NN APPR ART NN $, NN ART NE NE NN APPR NN NE	0/-- 1/-- 1/CJ 3/-- 3/CJ 5/MNR 8/NK 6/NK 8/-- 5/CJ 12/NK 10/AG 12/NK 10/PD 14/MNR 15/NK 16/--	_ _ case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|EmoExpression::markable_100500306::Uncertain=false|gender=fem|EmoExpression::markable_100500306::EmoExpression=True|EmoExpression::markable_100500306::Polarity=negative|num=sg|EmoExpression::markable_100500306::Sarcasm=false|EmoExpression::markable_100500306::Intensity=medium|EmoExpression::markable_100500306::SubjectiveFact=false _ case=dat|gender=fem|num=pl case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg
335975768389738498	neutral	Mehr Katz3n in der Politik und im Landtag NRW #opennrw #opennrw13 http://t.co/XXPO4NeHEB	mehr Katz3n in die Politik und in Landtag NRW #opennrw #opennrw13 http://t.co/XXPO4NeHEB	ADV NE APPR ART NN KON APPRART NN NE ADJA NN NE	2/MO 0/-- 2/MNR 5/NK 3/NK 2/CD 11/MO 7/NK 8/NK 11/NK 6/CJ 11/NK	*=True case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
336324158881398785	neutral	Mehr Katz3n in der Politik und im Landtag NRW #opennrw #opennrw13 http://t.co/CXkVuv5hNN	mehr Katz3n in die Politik und in Landtag NRW #opennrw #opennrw13 http://t.co/CXkVuv5hNN	ADV NE APPR ART NN KON APPRART NN NE ADJA NN NE	2/MO 0/-- 2/MNR 5/NK 3/NK 2/CD 11/MO 7/NK 8/NK 11/NK 6/CJ 11/NK	*=True case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
336235575004782594	neutral	BILD.de fliegt mit Rösler ins Start - up - Mekka http://t.co/x7lHoo7DBY	BILD.de fliegen mit Rösler in Start - up - Mekka http://t.co/x7lHoo7DBY	NN VVFIN APPR NE APPRART NN $( NE $( NE NN	2/SB 0/-- 2/MO 3/NK 2/MO 5/NK 6/-- 6/APP 8/-- 11/NK 2/OA	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=masc|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ _ case=acc|gender=masc|num=pl|pos=True case=acc|gender=masc|num=pl
333309405334495233	neutral	@Pluto_Berlin alternativlos ist ziemlich ... #Merkel ... Ich hätte ja auch die Hardcore - Variante ausprobieren wollen . Hauptsache , sie kommt	@Pluto_Berlin alternativlos sein ziemlich ... #Merkel ... ich haben ja auch die Hardcore - Variante ausprobieren wollen . Hauptsache , sie kommen	NN ADJD VAFIN ADV $. NN $. PPER VAFIN ADV ADV ART NN $( NN VVINF VMFIN $. NN $, PPER VVFIN	0/-- 3/PD 1/-- 3/MO 4/-- 5/-- 6/-- 9/SB 7/-- 17/MO 13/MO 13/NK 17/SB 13/-- 16/OA 17/OC 9/OC 17/-- 21/RE 19/-- 22/SB 18/--	case=nom|gender=neut|num=sg pos=True pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=masc|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=subj _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg _ pers=3|num=pl|tense=pres|mood=ind _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind
333667590582980609	neutral	@harryliebs @derPUPE @Piratenpartei so hab ich das nicht verstanden .	@harryliebs @derPUPE @Piratenpartei so haben ich die nicht verstehen .	NN NN NN ADV VAIMP PPER PDS PTKNEG VVPP $.	0/-- 1/-- 2/-- 9/MO 9/NK 9/SB 9/OA 9/NG 3/-- 9/--	case=nom|gender=masc|num=pl _ case=nom|gender=fem|num=sg _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg _ _ _
