311924950309163010	positive	Neuer Papst sogar ein sehr netter !! :) ich freue mich auf seine Tätigkeiten	neu Papst sogar eine sehr nett !! :) ich freuen ich auf sein Tätigkeit	ADJA NN ADV ART ADV ADJA ADJA NN PPER VVFIN PRF APPR PPOSAT NN	2/NK 0/-- 6/MO 6/NK 6/MO 7/PD 2/AG 10/VO 10/SB 7/-- 10/OA 10/OP 14/NK 12/NK	case=nom|Target::markable_2::Preferred=true|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=sg|Target::markable_2::Anaphref=empty|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|Target::markable_2::Target=True case=nom|gender=masc|num=sg|Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_1::Sentiment=True Intensifier::markable_4::EmoExpressionRef=emo-expression:markable_3|Intensifier::markable_4::Intensifier=True|Intensifier::markable_4::Degree=medium|Sentiment::markable_1::Sentiment=True case=nom|EmoExpression::markable_3::EmoExpression=True|gender=masc|EmoExpression::markable_3::SubjectiveFact=false|pos=True|EmoExpression::markable_3::Sarcasm=false|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Intensity=medium|num=sg|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::Uncertain=false case=nom|gender=masc|num=sg|pos=True|Sentiment::markable_1::Sentiment=True EmoExpression::markable_5::Intensity=medium|mood=subj|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Uncertain=false|Sentiment::markable_1::Sentiment=True|pers=1|num=sg|tense=past|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::Polarity=positive case=nom|Sentiment::markable_6::Polarity=positive|Source::markable_7::Anaphref=empty|Sentiment::markable_6::Sentiment=True|*=True|Sentiment::markable_6::Sarcasm=false|pers=1|Sentiment::markable_6::Intensity=medium|num=sg|Source::markable_7::Source=True EmoExpression::markable_8::Polarity=positive|EmoExpression::markable_8::SubjectiveFact=false|EmoExpression::markable_8::EmoExpression=True|num=sg|tense=pres|EmoExpression::markable_10408073::Uncertain=false|EmoExpression::markable_10408073::EmoExpression=True|EmoExpression::markable_8::Intensity=medium|EmoExpression::markable_10408073::SubjectiveFact=false|mood=ind|EmoExpression::markable_10408073::Intensity=medium|EmoExpression::markable_10408073::Polarity=positive|EmoExpression::markable_8::Uncertain=false|EmoExpression::markable_10408073::Sarcasm=false|pers=1|EmoExpression::markable_8::Sarcasm=false|Sentiment::markable_6::Sentiment=True case=acc|pers=1|EmoExpression::markable_8::EmoExpression=True|num=sg|Sentiment::markable_6::Sentiment=True Sentiment::markable_6::Sentiment=True case=acc|num=pl|Target::markable_9::Target=True|Target::markable_9::Anaphref=empty|gender=fem|Sentiment::markable_6::Sentiment=True|Target::markable_9::Preferred=true case=acc|gender=fem|Sentiment::markable_6::Sentiment=True|num=pl|Target::markable_9::Target=True
312121658049703936	positive	Klasse ! Um 20  Uhr stand der neue Papst fest . Wir haben Feature , Leitartikel , Aufmacher und regionale Stimmen im Blatt . Super Arbeit Kollegen	Klasse ! um @card@ Uhr stehen die neu Papst fest . wir haben Feature , Leitartikel , Aufmacher und regional Stimme|Stimmen in Blatt . Super Arbeit Kollege	NN $. APPR CARD NN VVFIN ART ADJA NN PTKVZ $. PPER VAFIN NN $, NN $, NN KON ADJA NN APPRART NN $. NN NN NN	0/-- 1/-- 6/MO 5/NK 3/NK 2/-- 9/NK 9/NK 6/SB 6/SVP 10/-- 13/SB 11/-- 13/OA 14/-- 14/CJ 16/-- 16/CJ 18/CD 21/NK 19/CJ 21/MNR 22/NK 23/-- 24/-- 25/NK 25/PD	case=nom|EmoExpression::markable_10408096::Polarity=positive|EmoExpression::markable_10408096::Intensity=medium|gender=masc|EmoExpression::markable_10408096::EmoExpression=True|EmoExpression::markable_10408096::Sarcasm=false|EmoExpression::markable_10408096::SubjectiveFact=false|num=pl|EmoExpression::markable_10408096::Uncertain=false _ _ _ gender=fem|*=True pers=3|num=sg|tense=past|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg _ case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg _ case=acc|gender=fem|num=pl|pos=True case=acc|gender=fem|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=masc|num=pl
312080658170265600	negative	RT @MDR_SAN : #Papst #Franziskus : Der #Bischof von #Magdeburg , #Feige , sagte , die Namenswahl zeuge von Bescheidenheit. http://t.co/UpGVOxX5xj	RT @MDR_SAN : #Papst #Franziskus : die #Bischof von #Magdeburg , #Feige , sagen , die Namenswahl zeugen von Bescheidenheit. http://t.co/UpGVOxX5xj	NE NN $. NN NN $. ART NN APPR NN $, ADJD $, VVFIN $, ART NN VVFIN APPR NN NE	2/SB 0/-- 2/-- 14/SB 4/NK 5/-- 8/NK 4/PAR 8/PG 9/NK 10/-- 8/PAR 12/-- 3/-- 14/-- 17/NK 18/SB 14/OC 18/MO 19/NK 20/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ EmoExpression::markable_153::Polarity=negative|EmoExpression::markable_153::SubjectiveFact=false|EmoExpression::markable_153::Sarcasm=false|EmoExpression::markable_153::Uncertain=false|EmoExpression::markable_153::Intensity=medium|EmoExpression::markable_153::EmoExpression=True|pos=True _ pers=3|num=sg|tense=past|mood=ind _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=subj _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg
311914313378054144	positive	Fand die Möve eh besser als den Papst . #konklave	finden die Möve eh gut als die Papst . #konklave	VVFIN ART NN ADV ADJD KOKOM ART NN $. NN	0/-- 3/NK 1/SB 5/MO 1/MO 8/CM 8/NK 5/CC 8/-- 9/--	Sentiment::markable_154::Polarity=comparison|Sentiment::markable_154::Sentiment=True|mood=ind|Sentiment::markable_154::Intensity=medium|Sentiment::markable_154::Sarcasm=false|pers=3|num=sg|tense=past case=nom|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_155::Preferred=true|gender=fem|Target::markable_155::Anaphref=empty|Target::markable_155::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_155::Target=True Sentiment::markable_154::Sentiment=True EmoExpression::markable_157::Sarcasm=false|EmoExpression::markable_157::Uncertain=false|Sentiment::markable_154::Sentiment=True|EmoExpression::markable_157::Polarity=positive|comp=True|EmoExpression::markable_157::SubjectiveFact=false|EmoExpression::markable_157::Intensity=medium|EmoExpression::markable_157::EmoExpression=True Sentiment::markable_154::Sentiment=True case=acc|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True|gender=masc|Target::markable_156::Anaphref=empty|Target::markable_156::Preferred=false case=acc|gender=masc|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True Sentiment::markable_154::Sentiment=True case=nom|gender=neut|num=pl
311929858974420992	positive	RT @Schokokeksi : Wie sie sich alle über die Papst - Sache aufregen .. 1.  Mehr Respekt vor sowas wäre nice . 2.  Sagt nichts dazu , wenns euch ...	RT @Schokokeksi : wie sie sich alle über die Papst - Sache aufregen .. @card@ mehr Respekt vor sowas sein nice . @card@ sagen nichts dazu , wenns ihr ...	NE NN $. KOUS PPER PRF PIS APPR ART NN $( NN VVFIN NN CARD ADV NN APPR PIS VAFIN ADJD $. CARD VVFIN PIS PAV $, VVFIN PPER $.	2/SB 0/-- 2/-- 13/CM 13/SB 13/OA 13/SB 7/MNR 10/NK 8/NK 10/-- 7/APP 3/-- 13/OA 20/SB 15/MO 15/OA 17/MNR 18/NK 14/-- 20/PD 21/-- 24/MO 28/OC 24/SB 29/NK 25/-- 22/-- 28/DA 29/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ Sentiment::markable_158::Intensity=medium|Sentiment::markable_158::Sentiment=True|Sentiment::markable_158::Sarcasm=false|Sentiment::markable_158::Polarity=positive case=nom|pers=3|num=pl|Source::markable_159::Anaphref=empty|Source::markable_159::Source=True|Sentiment::markable_158::Sentiment=True|*=True case=acc|EmoExpression::markable_160::Sarcasm=false|EmoExpression::markable_160::Polarity=positive|Sentiment::markable_158::Sentiment=True|EmoExpression::markable_160::Intensity=medium|pers=3|num=pl|EmoExpression::markable_160::Uncertain=false|EmoExpression::markable_160::SubjectiveFact=false|EmoExpression::markable_160::EmoExpression=True case=nom|*=True|num=pl|Sentiment::markable_158::Sentiment=True Sentiment::markable_158::Sentiment=True case=acc|Sentiment::markable_158::Sentiment=True|num=sg|Target::markable_161::Anaphref=empty|Target::markable_161::Preferred=true|Target::markable_161::Target=True|gender=fem case=acc|gender=fem|Target::markable_161::Target=True|num=sg|Sentiment::markable_158::Sentiment=True Target::markable_161::Target=True|Sentiment::markable_158::Sentiment=True case=nom|gender=fem|Target::markable_161::Target=True|num=sg|Sentiment::markable_158::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_158::Sentiment=True|EmoExpression::markable_160::EmoExpression=True gender=neut|*=True|num=sg _ Intensifier::markable_163::Intensifier=True|Intensifier::markable_163::Degree=medium|*=True|Intensifier::markable_163::EmoExpressionRef=emo-expression:markable_162 case=acc|EmoExpression::markable_162::Sarcasm=false|EmoExpression::markable_162::Uncertain=false|EmoExpression::markable_162::Polarity=positive|gender=masc|EmoExpression::markable_162::SubjectiveFact=true|num=sg|EmoExpression::markable_162::Intensity=medium|EmoExpression::markable_162::EmoExpression=True _ gender=neut|*=True pers=3|num=sg|tense=past|mood=subj EmoExpression::markable_164::Polarity=positive|EmoExpression::markable_164::Sarcasm=false|EmoExpression::markable_164::Uncertain=false|EmoExpression::markable_164::EmoExpression=True|EmoExpression::markable_164::SubjectiveFact=false|EmoExpression::markable_164::Intensity=medium _ _ pers=3|num=sg|tense=pres|mood=ind gender=neut|*=True _ _ pers=3|num=sg|tense=past|mood=ind case=dat|*=True|num=pl|pers=2 _
311908951774068736	mixed	RT @bangpowwww : Gleich tritt Rafiki auf den Balkon und hält den neuen Papst in die Luft und alle Tiere des geweihten Vatikan fallen auf ...	RT @bangpowwww : gleich treten Rafiki auf die Balkon und halten die neu Papst in die Luft und alle Tier die geweiht Vatikan fallen auf ...	NE ADJD $. ADJD VVFIN NE APPR ART NN KON VVFIN ART ADJA NN APPR ART NN KON PIAT NN ART ADJA NN VVFIN PTKVZ $.	0/-- 1/PD 2/-- 5/MO 3/-- 5/SB 5/MO 9/NK 7/NK 5/CD 10/CJ 14/NK 14/NK 11/OA 14/MNR 17/NK 15/NK 14/CD 20/NK 18/CJ 23/NK 23/NK 20/AG 20/PD 11/SVP 25/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=neut|num=pl case=acc|EmoExpression::markable_10408098::Intensity=medium|EmoExpression::markable_10408098::Sarcasm=true|EmoExpression::markable_10408098::Uncertain=false|gender=neut|EmoExpression::markable_10408098::SubjectiveFact=false|num=pl|EmoExpression::markable_10408098::EmoExpression=True|EmoExpression::markable_10408098::Polarity=negative case=gen|gender=neut|num=sg case=gen|gender=neut|EmoExpression::markable_10408099::Polarity=positive|pos=True|EmoExpression::markable_10408099::Intensity=medium|num=sg|EmoExpression::markable_10408099::Uncertain=false|EmoExpression::markable_10408099::SubjectiveFact=false|EmoExpression::markable_10408099::Sarcasm=true|EmoExpression::markable_10408099::EmoExpression=True case=gen|gender=neut|num=sg _ _ _
311923296935501824	mixed	@kkSasuke Er sollte interessieren . Reine Ignoranz ist recht naiv . Der Papst ist machtpolitisch und historisch bedeutsam .	@kkSasuke er sollen interessieren . rein Ignoranz sein recht naiv . die Papst sein machtpolitisch und historisch bedeutsam .	NN PPER VMFIN VVINF $. ADJA NN VAFIN ADJD ADJD $. ART NN VAFIN ADJD KON ADJD ADJD $.	0/-- 3/SB 1/-- 3/OC 4/-- 7/NK 8/SB 5/-- 10/MO 8/PD 10/-- 13/NK 14/SB 11/-- 14/PD 15/CD 16/CJ 14/PD 18/--	case=nom|gender=neut|num=pl case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=past|mood=ind EmoExpression::markable_165::SubjectiveFact=false|EmoExpression::markable_165::EmoExpression=True|EmoExpression::markable_165::Polarity=positive|EmoExpression::markable_165::Intensity=medium|EmoExpression::markable_165::Uncertain=false|EmoExpression::markable_165::Sarcasm=false _ case=nom|gender=fem|pos=True|Sentiment::markable_166::Sentiment=True|Sentiment::markable_166::Sarcasm=false|num=sg|Sentiment::markable_166::Polarity=negative|Target::markable_167::Anaphref=empty|Target::markable_167::Target=True|Sentiment::markable_166::Intensity=medium|Target::markable_167::Preferred=true case=nom|EmoExpression::markable_10408100::Intensity=medium|EmoExpression::markable_10408100::SubjectiveFact=false|gender=fem|EmoExpression::markable_10408100::Sarcasm=false|Sentiment::markable_166::Sentiment=True|num=sg|EmoExpression::markable_10408100::Polarity=negative|EmoExpression::markable_10408100::Uncertain=false|Target::markable_167::Target=True|EmoExpression::markable_10408100::EmoExpression=True pers=3|Sentiment::markable_166::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_166::Sentiment=True|Intensifier::markable_169::Intensifier=True|Intensifier::markable_169::EmoExpressionRef=emo-expression:markable_168|Intensifier::markable_169::Degree=medium EmoExpression::markable_168::EmoExpression=True|EmoExpression::markable_168::Sarcasm=false|pos=True|Sentiment::markable_166::Sentiment=True|EmoExpression::markable_168::Polarity=negative|EmoExpression::markable_168::SubjectiveFact=false|EmoExpression::markable_168::Intensity=weak|EmoExpression::markable_168::Uncertain=false _ case=nom|Sentiment::markable_170::Sentiment=True|Target::markable_171::Anaphref=empty|gender=masc|Target::markable_171::Target=True|Sentiment::markable_170::Polarity=positive|Target::markable_171::Preferred=true|num=sg|Sentiment::markable_170::Sarcasm=false|Sentiment::markable_170::Intensity=medium case=nom|gender=masc|Sentiment::markable_170::Sentiment=True|num=sg|Target::markable_171::Target=True pers=3|Sentiment::markable_170::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_170::Sentiment=True|pos=True Sentiment::markable_170::Sentiment=True Sentiment::markable_170::Sentiment=True|pos=True Sentiment::markable_170::Sentiment=True|EmoExpression::markable_172::SubjectiveFact=false|pos=True|EmoExpression::markable_172::Intensity=medium|EmoExpression::markable_172::Uncertain=false|EmoExpression::markable_172::Sarcasm=false|EmoExpression::markable_172::EmoExpression=True|EmoExpression::markable_172::Polarity=positive _
311913619690496000	positive	RT @scharri90 : Weisser Rauch steigt auf . Der Vorhang öffnet sich . Tim Cook tritt mit einem #iPhone 5s  auf den Balkon . Alle jubeln . #paps ...	RT @scharri90 : weiß Rauch steigen auf . die Vorhang öffnen sich . Tim Cook treten mit eine #iPhone 5s_ auf die Balkon . alle jubeln . #paps ...	NE NN $. ADJA NN VVFIN PTKVZ $. ART NN VVFIN PRF $. NE NE VVFIN APPR ART NN VVFIN APPR ART NN $. PIAT VVINF $. NN $.	2/SB 0/-- 2/-- 5/NK 6/SB 3/-- 6/SVP 7/-- 10/NK 11/SB 8/-- 11/OA 12/-- 15/PNC 16/SB 13/-- 16/MO 19/NK 17/NK 16/OC 20/MO 23/NK 21/NK 23/-- 26/SB 24/-- 26/-- 27/-- 28/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ EmoExpression::markable_10408101::SubjectiveFact=false|EmoExpression::markable_10408101::Uncertain=false|EmoExpression::markable_10408101::Sarcasm=false|EmoExpression::markable_10408101::EmoExpression=True|EmoExpression::markable_10408101::Polarity=positive|EmoExpression::markable_10408101::Intensity=medium case=acc|gender=masc|num=sg|EmoExpression::markable_10408101::EmoExpression=True pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=nom|*=True|num=pl EmoExpression::markable_173::Uncertain=false|EmoExpression::markable_173::EmoExpression=True|mood=ind|EmoExpression::markable_173::Intensity=medium|EmoExpression::markable_173::Polarity=positive|EmoExpression::markable_173::Sarcasm=false|pers=3|num=pl|tense=pres|EmoExpression::markable_173::SubjectiveFact=false _ case=nom|gender=masc|num=sg _
311923625760546818	positive	@chrottl ne , aber ich muss dem Papst jetzt auch nicht unbedingt folgen ... ;)	@chrottl eine , aber ich müssen die Papst jetzt auch nicht unbedingt folgen ... ;)	NN ART $, KON PPER VMFIN ART NN ADV ADV PTKNEG ADJD VVINF $. ADJA	0/-- 6/SB 2/-- 6/JU 6/SB 1/-- 8/NK 13/DA 6/MO 6/MO 6/NG 13/MO 6/OC 13/-- 14/--	case=nom|gender=neut|num=sg _ _ _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ _ pos=True _ _ EmoExpression::markable_174::Uncertain=false|EmoExpression::markable_174::EmoExpression=True|EmoExpression::markable_174::Intensity=medium|EmoExpression::markable_174::Polarity=positive|EmoExpression::markable_174::SubjectiveFact=false|EmoExpression::markable_174::Sarcasm=false
312120810628317185	positive	RT @RegSprecher : Kanzlerin #Merkel wünscht Papst Franziskus I. Kraft + Gesundheit für seinen Dienst am Glauben + zum Wohl d. Menschen . оти ?	RT @RegSprecher : Kanzlerin #Merkel wünschen Papst Franziskus I. Kraft + Gesundheit für sein Dienst an Glaube + zu Wohl d. Mensch . оти ?	NE NN $. NN NN VVFIN NN NE NE NN KON NN APPR PPOSAT NN APPRART NN KON APPRART NN ART NN $. NN $.	2/SB 0/-- 2/-- 6/SB 4/NK 3/-- 6/DA 9/PNC 7/NK 6/OA 10/CD 11/CJ 6/MO 15/NK 13/NK 15/MNR 16/NK 16/CD 18/CJ 19/NK 22/NK 20/AG 22/-- 23/-- 24/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg EmoExpression::markable_10408104::Sarcasm=false|EmoExpression::markable_10408104::SubjectiveFact=false|mood=ind|EmoExpression::markable_10408104::Polarity=positive|EmoExpression::markable_10408104::Uncertain=false|pers=3|num=sg|tense=pres|EmoExpression::markable_10408104::Intensity=medium|EmoExpression::markable_10408104::EmoExpression=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_10408102::SubjectiveFact=false|EmoExpression::markable_10408102::Polarity=positive|gender=masc|EmoExpression::markable_10408102::Sarcasm=false|EmoExpression::markable_10408102::Uncertain=false|EmoExpression::markable_10408102::EmoExpression=True|num=sg|EmoExpression::markable_10408102::Intensity=medium _ case=acc|gender=fem|EmoExpression::markable_10408103::SubjectiveFact=false|EmoExpression::markable_10408103::Sarcasm=false|num=sg|EmoExpression::markable_10408103::Polarity=positive|EmoExpression::markable_10408103::EmoExpression=True|EmoExpression::markable_10408103::Intensity=medium|EmoExpression::markable_10408103::Uncertain=false _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|EmoExpression::markable_10408105::Intensity=medium|gender=masc|EmoExpression::markable_10408105::SubjectiveFact=false|EmoExpression::markable_10408105::EmoExpression=True|EmoExpression::markable_10408105::Polarity=positive|num=sg|EmoExpression::markable_10408105::Uncertain=false|EmoExpression::markable_10408105::Sarcasm=false case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ _ _
311917309000310785	neutral	RT @HerrHundertmark : Stelle mir gerade vor , wie der neu gewählte Papst gerade die Kardinäle abklatscht und andauernd : " Fuck , ist das kras ...	RT @HerrHundertmark : stellen ich gerade vor , wie die neu gewählt Papst gerade die Kardinal abklatschen und andauernd : " Fuck , sein die kras ...	NE NN $. VVFIN PPER ADV PTKVZ $, KOUS ART ADJD ADJA NN ADV ART NN VVFIN KON ADJD $. $( NN $, VAFIN ART NN $.	2/SB 0/-- 2/-- 24/MO 4/DA 4/MO 4/SVP 7/-- 17/CP 13/NK 12/MO 13/NK 17/SB 17/MO 16/NK 17/OA 4/MO 17/CD 22/MO 19/-- 20/-- 18/CJ 22/-- 3/-- 26/NK 24/PD 26/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ pers=3|num=sg|tense=pres|mood=subj case=dat|*=True|num=sg|pers=1 _ _ _ _ case=nom|gender=masc|num=sg pos=True case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ pos=True _ _ case=dat|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _
311904508970168320	positive	#Geld #Staat Rom : Weißer Rauch über der Sixtinischen Kapelle : Papst ist gewählt : Die römisch - katholische Kirch ... http://t.co/dZADkwcEkD	#Geld #Staat Rom : weiß Rauch über die Sixtinische Kapelle : Papst sein wählen : die römisch - katholisch Kirch ... http://t.co/dZADkwcEkD	NN NN NE $. ADJA NN APPR ART NN NN $. NN VAFIN VVPP $. PRELS ADJD $( ADJA NE $. NN	13/SB 3/PNC 1/NK 3/-- 6/NK 1/PAR 6/MNR 10/NK 10/NK 7/NK 10/-- 13/SB 0/-- 13/PD 14/-- 20/NK 19/MO 17/-- 20/NK 13/CJ 20/-- 21/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=masc|pos=True|EmoExpression::markable_10408106::Sarcasm=false|EmoExpression::markable_10408106::Uncertain=false|EmoExpression::markable_10408106::Polarity=positive|num=sg|EmoExpression::markable_10408106::Intensity=medium|EmoExpression::markable_10408106::EmoExpression=True|EmoExpression::markable_10408106::SubjectiveFact=false case=nom|gender=masc|num=sg|EmoExpression::markable_10408106::EmoExpression=True _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|*=True|num=pl pos=True _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ _
312171145891819520	positive	Millionen Tweets zur Papst - Wahl : Papst Franziskus wird zum Twitter - Star http://t.co/338FZkl8K6 via @focusonline	Million Tweets zu Papst - Wahl : Papst Franziskus werden zu Twitter - Star http://t.co/338FZkl8K6 via @focusonline	NN NN APPRART NN $( NN $. NN NE VAFIN APPRART NN $( NN NN APPR NN	8/SB 1/NK 1/MNR 3/NK 4/-- 4/CJ 6/-- 10/SB 8/NK 0/-- 10/MO 11/NK 12/-- 12/PAR 14/NK 14/MNR 16/NK	case=nom|gender=fem|num=pl case=nom|gender=masc|num=pl case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ case=nom|Target::markable_176::Preferred=true|Target::markable_176::Anaphref=empty|Target::markable_176::Target=True|gender=masc|Sentiment::markable_175::Sentiment=True|Sentiment::markable_175::Sarcasm=false|num=sg|Sentiment::markable_175::Polarity=positive|Sentiment::markable_175::Intensity=medium case=nom|gender=masc|num=sg|Target::markable_176::Target=True|Sentiment::markable_175::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_175::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_175::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_175::Sentiment=True Sentiment::markable_175::Sentiment=True case=nom|EmoExpression::markable_177::EmoExpression=True|EmoExpression::markable_177::Sarcasm=false|gender=masc|Sentiment::markable_175::Sentiment=True|EmoExpression::markable_177::Polarity=positive|EmoExpression::markable_177::SubjectiveFact=false|num=sg|EmoExpression::markable_177::Uncertain=false|EmoExpression::markable_177::Intensity=medium case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=sg
311909761161494528	positive	Wenn er ein Pabst der Reformen ist , dann kommt er durch die heilige Türe !	wenn er eine Pabst die Reform sein , dann kommen er durch die heilig Türe !	KOUS PPER ART NE ART NN VAFIN $, ADV VVFIN PPER APPR ART ADJA NN $.	7/CP 7/SB 4/NK 7/PD 6/NK 4/AG 9/RE 7/-- 10/MO 0/-- 10/SB 10/MO 15/NK 15/NK 12/NK 15/--	_ case=nom|gender=masc|num=sg|pers=3 case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl pers=3|num=sg|tense=pres|mood=ind _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 _ case=acc|gender=fem|num=sg case=acc|EmoExpression::markable_10408107::Uncertain=false|gender=fem|pos=True|EmoExpression::markable_10408107::Intensity=medium|EmoExpression::markable_10408107::Polarity=positive|EmoExpression::markable_10408107::EmoExpression=True|num=sg|EmoExpression::markable_10408107::Sarcasm=false|EmoExpression::markable_10408107::SubjectiveFact=false case=acc|gender=fem|num=sg _
