322366239513141248	positive	@knorx100 ja das stimmt , aber bislang hab ich dich auch noch nicht auf ein foto gesehen :)	@knorx100 ja die stimmen , aber bislang haben ich du auch noch nicht auf eine Foto sehen :)	NN ADV PDS VVFIN $, KON ADV VAIMP PPER PPER ADV ADV PTKNEG APPR ART NN VVPP ADJA	0/-- 3/MO 4/SB 1/-- 4/-- 4/CD 17/MO 17/NK 17/SB 17/OA 13/MO 13/MO 17/NG 17/MO 16/NK 14/NK 18/MO 6/CJ	_ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg|pers=3 _ _ _ _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=acc|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|gender=neut|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|pos=True|num=sg|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Intensity=medium
323839361324044288	negative	RT @AfroSamurais : Wegen Islambeleidigung in Tweets ist der Pianist Fazil Say zu 10  Monaten auf Bewährung verurteilt worden. http://t.co / ...	RT @AfroSamurais : wegen Islambeleidigung in Tweets sein die Pianist Fazil Say zu @card@ Monat auf Bewährung verurteilen worden. http://t.co / ...	NE NN $. APPR NN APPR NN VAFIN ART NN NE FM APPR CARD NN APPR NN VVFIN NE NE $( $.	2/SB 0/-- 2/-- 8/MO 4/NK 5/MNR 6/NK 3/-- 10/NK 8/SB 12/PNC 10/NK 18/OP 15/NK 13/NK 15/MNR 16/NK 8/PD 18/OA 18/OA 20/-- 21/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ Sentiment::markable_100500273::Sarcasm=false|Sentiment::markable_100500273::Polarity=negative|Sentiment::markable_100500273::Sentiment=True|Sentiment::markable_100500273::Intensity=medium EmoExpression::markable_149::Uncertain=false|EmoExpression::markable_149::Polarity=negative|gender=fem|*=True|EmoExpression::markable_149::EmoExpression=True|EmoExpression::markable_149::Sarcasm=false|num=sg|EmoExpression::markable_149::SubjectiveFact=false|Sentiment::markable_100500273::Sentiment=True|EmoExpression::markable_149::Intensity=medium Sentiment::markable_100500273::Sentiment=True case=dat|gender=neut|num=pl|Sentiment::markable_100500273::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500273::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500273::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500273::Sentiment=True case=nom|Target::markable_100500274::Target=True|Target::markable_100500274::Preferred=true|num=sg|Target::markable_100500274::Anaphref=empty|gender=masc|Sentiment::markable_100500273::Sentiment=True Target::markable_100500274::Target=True|Sentiment::markable_100500273::Sentiment=True Sentiment::markable_100500273::Sentiment=True Sentiment::markable_100500273::Sentiment=True case=dat|gender=masc|num=pl|Sentiment::markable_100500273::Sentiment=True Sentiment::markable_100500273::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_100500273::Sentiment=True EmoExpression::markable_100500275::EmoExpression=True|Sentiment::markable_100500273::Sentiment=True|EmoExpression::markable_100500275::Uncertain=false|EmoExpression::markable_100500275::Sarcasm=false|EmoExpression::markable_100500275::SubjectiveFact=false|EmoExpression::markable_100500275::Intensity=medium|EmoExpression::markable_100500275::Polarity=negative Sentiment::markable_100500273::Sentiment=True _ _ _
322412219591708673	positive	Der hat so ein gesicht , auf den ersten blick meh , aber das wird immer heißer . #sorrybinauchnureinmädchen http://t.co/MYsATFXPn5	die haben so eine Gesicht , auf die erst blicken meh , aber die werden immer heiß . #sorrybinauchnureinmädchen http://t.co/MYsATFXPn5	PDS VAFIN ADV ART NN $, APPR ART ADJA VVIMP NE $, KON PDS VAFIN ADV ADJD $. NN CARD	2/SB 0/-- 5/MO 5/NK 2/OA 5/-- 2/MO 11/NK 11/NK 11/PAR 7/NK 11/-- 2/CD 15/SB 13/CJ 17/MO 15/PD 17/-- 18/-- 19/NK	case=nom|Sentiment::markable_150::Sentiment=True|num=sg|Sentiment::markable_150::Polarity=positive|Sentiment::markable_150::Intensity=medium|gender=masc|Sentiment::markable_150::Sarcasm=false pers=3|Sentiment::markable_150::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_150::Sentiment=True case=nom|Sentiment::markable_150::Sentiment=True|Target::markable_151::Preferred=true|num=sg|Target::markable_151::Target=True|Target::markable_151::Anaphref=empty|gender=masc case=nom|gender=masc|Sentiment::markable_150::Sentiment=True|num=sg|Target::markable_151::Target=True Sentiment::markable_150::Sentiment=True Sentiment::markable_150::Sentiment=True case=acc|gender=masc|Sentiment::markable_150::Sentiment=True|num=sg case=acc|gender=masc|Sentiment::markable_150::Sentiment=True|num=sg|pos=True case=acc|gender=masc|Sentiment::markable_150::Sentiment=True|num=sg EmoExpression::markable_152::Polarity=negative|EmoExpression::markable_152::SubjectiveFact=false|EmoExpression::markable_152::EmoExpression=True|EmoExpression::markable_152::Sarcasm=false|*=True|Sentiment::markable_150::Sentiment=True|EmoExpression::markable_152::Intensity=medium|EmoExpression::markable_152::Uncertain=false Sentiment::markable_150::Sentiment=True Sentiment::markable_150::Sentiment=True case=nom|gender=neut|Sentiment::markable_150::Sentiment=True|num=sg pers=3|Sentiment::markable_150::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_150::Sentiment=True EmoExpression::markable_153::Uncertain=false|comp=True|Sentiment::markable_150::Sentiment=True|EmoExpression::markable_153::Polarity=positive|EmoExpression::markable_153::SubjectiveFact=false|EmoExpression::markable_153::Sarcasm=false|EmoExpression::markable_153::EmoExpression=True|EmoExpression::markable_153::Intensity=medium _ _ _
323850501357719553	positive	@BeckiSchnubiiii man kann schön die Disulfidbrücke sehen :) ich find ' s gut	@BeckiSchnubiiii man können schön die Disulfidbrücke sehen :) ich find ' s gut	NN PIS VMFIN ADJD ART NN VVFIN ADJD PPER VVFIN $( NN ADJD	0/-- 3/SB 1/-- 3/MO 6/NK 7/OA 3/OC 7/MO 10/SB 7/CJ 10/-- 10/OA 10/MO	case=nom|gender=masc|num=sg case=nom|Sentiment::markable_154::Polarity=positive|Sentiment::markable_154::Sentiment=True|*=True|Sentiment::markable_154::Intensity=medium|Target::markable_155::Target=True|Sentiment::markable_154::Sarcasm=false|num=sg|Target::markable_155::Preferred=true|Target::markable_155::Anaphref=empty pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_154::Sentiment=True|Target::markable_155::Target=True EmoExpression::markable_100500278::Uncertain=false|EmoExpression::markable_100500278::Polarity=positive|Sentiment::markable_154::Sentiment=True|pos=True|Target::markable_155::Target=True|EmoExpression::markable_100500278::Intensity=medium|EmoExpression::markable_100500278::Sarcasm=false|EmoExpression::markable_100500278::SubjectiveFact=false|EmoExpression::markable_100500278::EmoExpression=True case=acc|gender=fem|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_155::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_155::Target=True Sentiment::markable_154::Sentiment=True|Target::markable_155::Target=True EmoExpression::markable_156::Intensity=medium|Sentiment::markable_154::Sentiment=True|mood=ind|EmoExpression::markable_156::Uncertain=false|pers=1|EmoExpression::markable_156::SubjectiveFact=false|num=sg|tense=pres|EmoExpression::markable_156::Sarcasm=false|EmoExpression::markable_156::Polarity=positive|EmoExpression::markable_156::EmoExpression=True case=nom|pers=1|num=sg|Sentiment::markable_154::Sentiment=True|Source::markable_157::Source=True|*=True|Source::markable_157::Anaphref=empty Sentiment::markable_154::Sentiment=True|mood=ind|EmoExpression::markable_158::SubjectiveFact=false|pers=1|num=sg|tense=pres|EmoExpression::markable_158::Uncertain=false|EmoExpression::markable_158::Sarcasm=false|EmoExpression::markable_158::EmoExpression=True|EmoExpression::markable_158::Intensity=medium|EmoExpression::markable_158::Polarity=positive Sentiment::markable_154::Sentiment=True case=acc|Sentiment::markable_154::Sentiment=True|gender=neut|Target::markable_159::Preferred=true|pers=3|Target::markable_159::Target=True|num=sg|Target::markable_159::Anaphref=markable_155 EmoExpression::markable_100500305::SubjectiveFact=false|EmoExpression::markable_100500305::Sarcasm=false|Sentiment::markable_154::Sentiment=True|EmoExpression::markable_100500305::EmoExpression=True|EmoExpression::markable_100500305::Uncertain=false|pos=True|EmoExpression::markable_100500305::Intensity=medium|EmoExpression::markable_100500305::Polarity=positive|EmoExpression::markable_158::EmoExpression=True
322414788225409024	mixed	RT @rcvonb : &gt; &gt; ... Das darf doch wohl nicht wahr sein ...	RT @rcvonb : &gt; &gt; ... die dürfen doch wohl nicht wahr sein ...	NE ADJD $. $( $( $. PDS VMFIN ADV ADV PTKNEG ADJD VAINF $.	0/-- 1/PD 2/-- 5/-- 3/-- 5/-- 8/SB 6/-- 8/MO 8/MO 8/NG 13/PD 8/OC 13/--	case=nom|*=True|num=sg pers=3|num=sg|tense=past|mood=ind _ _ _ _ case=nom|EmoExpression::markable_100500301::SubjectiveFact=false|gender=neut|EmoExpression::markable_100500301::Sarcasm=false|num=sg|EmoExpression::markable_100500301::Polarity=negative|EmoExpression::markable_100500301::Intensity=medium|EmoExpression::markable_100500301::EmoExpression=True|EmoExpression::markable_100500301::Uncertain=true pers=3|EmoExpression::markable_100500301::EmoExpression=True|num=sg|tense=pres|mood=ind EmoExpression::markable_100500301::EmoExpression=True EmoExpression::markable_100500301::EmoExpression=True EmoExpression::markable_100500301::EmoExpression=True EmoExpression::markable_100500276::EmoExpression=True|EmoExpression::markable_100500301::EmoExpression=True|EmoExpression::markable_100500276::Sarcasm=false|pos=True|EmoExpression::markable_100500276::Polarity=positive|EmoExpression::markable_100500276::Uncertain=false|EmoExpression::markable_100500276::Intensity=medium|EmoExpression::markable_100500276::SubjectiveFact=false EmoExpression::markable_100500301::EmoExpression=True _
322228317157744640	negative	US - Verteidigungsminister : Nordkorea bewegt sich " sehr nahe an gefährlicher Linie " http://t.co/KoSqu26YYk	US - Verteidigungsminister : Nordkorea bewegen sich " sehr nahe an gefährlich Linie " http://t.co/KoSqu26YYk	NE $( NN $. NE VVFIN PRF $( ADV PTKVZ APPR ADJA NN $( NE	3/SB 1/-- 6/PD 3/-- 6/SB 0/-- 6/OA 7/-- 10/MO 6/SB 10/OP 13/NK 11/NK 13/-- 10/NK	case=nom|*=True|num=sg _ case=nom|*=True|num=sg _ case=nom|Sentiment::markable_160::Polarity=negative|Sentiment::markable_160::Sarcasm=false|Target::markable_161::Target=True|gender=neut|Sentiment::markable_160::Intensity=medium|num=sg|Sentiment::markable_160::Sentiment=True|Target::markable_161::Preferred=true|Target::markable_161::Anaphref=empty pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_160::Sentiment=True case=acc|pers=3|num=sg|Sentiment::markable_160::Sentiment=True Sentiment::markable_160::Sentiment=True Sentiment::markable_160::Sentiment=True Sentiment::markable_160::Sentiment=True|pos=True Sentiment::markable_160::Sentiment=True case=dat|EmoExpression::markable_100500277::Sarcasm=false|EmoExpression::markable_100500277::Uncertain=false|EmoExpression::markable_100500277::Intensity=medium|gender=fem|EmoExpression::markable_100500277::SubjectiveFact=false|pos=True|num=sg|Sentiment::markable_160::Sentiment=True|EmoExpression::markable_100500277::Polarity=positive|EmoExpression::markable_100500277::EmoExpression=True case=dat|gender=fem|num=sg|Sentiment::markable_160::Sentiment=True _ _
323803173267591168	neutral	Jetzt bleibt nur zu hoffen , dass @Digital_Courage meine Bestellung auch bald verschickt .	jetzt bleiben nur zu hoffen , dass @Digital_Courage mein Bestellung auch bald verschicken .	ADV VVFIN ADV PTKZU VVINF $, KOUS NN PPOSAT NN ADV ADV VVPP $.	2/MO 0/-- 2/MO 5/PM 2/OC 5/-- 2/MO 7/NK 10/NK 13/SB 13/MO 13/MO 8/-- 13/--	_ pers=3|num=sg|tense=pres|mood=ind _ _ _ _ _ case=nom|gender=neut|num=pl case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ _ _
322345238112907265	negative	RT @magischerfcblog : Okay . It ' s a dirty job , aber wir haben mal unsere Follower gezählt und geordnet : http://t.co/MDZpAYKOTv #neuimblog ...	RT @magischerfcblog : Okay . it ' s a dirty Job , aber wir haben mal unser Follower zählen und ordnen : http://t.co/MDZpAYKOTv #neuimblog ...	NE NN $. NE $. FM $( NN FM NN NN $, KON PPER VAFIN ADV PPOSAT NN VVPP KON VVPP $. NE NN $.	2/SB 0/-- 2/-- 3/-- 4/-- 10/NK 6/-- 6/APP 6/NK 5/-- 10/NK 11/-- 10/CD 15/SB 13/CJ 19/MO 18/NK 19/OA 15/OC 19/CD 20/CJ 21/-- 24/PNC 10/APP 24/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=sg _ Sentiment::markable_163::Polarity=negative|Sentiment::markable_163::Sarcasm=false|Sentiment::markable_163::Sentiment=True|Sentiment::markable_163::Intensity=medium Sentiment::markable_163::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_163::Sentiment=True|pers=3 Sentiment::markable_163::Sentiment=True case=acc|EmoExpression::markable_165::EmoExpression=True|gender=masc|EmoExpression::markable_165::Intensity=medium|EmoExpression::markable_165::Uncertain=false|EmoExpression::markable_165::Sarcasm=false|EmoExpression::markable_165::SubjectiveFact=false|EmoExpression::markable_165::Polarity=negative|num=sg|Sentiment::markable_163::Sentiment=True case=acc|Target::markable_164::Target=True|num=sg|Target::markable_164::Anaphref=empty|gender=masc|Target::markable_164::Preferred=true|Sentiment::markable_163::Sentiment=True _ _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl _ _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
323683044630339584	negative	RT @bangpowwww : Die Jugend von heute ist so fett , dass sie bei " 1,2 oder 3"  auf allen Feldern steht und so dumm , dass sie trotzdem falsc ...	RT @bangpowwww : die Jugend von heute sein so fett , dass sie bei " 1,2 oder 3"_ auf alle Feld stehen und so dumm , dass sie trotzdem falsc ...	NE ADJD $. ART NN APPR ADV VAFIN ADV ADJD $, KOUS PPER APPR $( CARD KON ADJD APPR PIAT NN VVFIN KON ADV ADJD $, KOUS PPER PAV VVPP $.	0/-- 1/PD 2/-- 5/NK 8/SB 5/MNR 6/NK 3/-- 10/MO 8/PD 10/-- 22/CP 22/SB 22/MO 16/-- 14/NK 16/CD 17/CJ 22/MO 21/NK 19/NK 8/MO 22/CD 25/MO 9/CC 25/-- 30/CP 30/SB 30/NK 23/CJ 30/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=fem|Sentiment::markable_166::Sentiment=True|Sentiment::markable_166::Sarcasm=false|num=sg|Sentiment::markable_166::Polarity=negative|Target::markable_167::Anaphref=empty|Target::markable_167::Target=True|Sentiment::markable_166::Intensity=medium|Target::markable_167::Preferred=true case=nom|gender=fem|Target::markable_167::Target=True|num=sg|Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True|Target::markable_167::Target=True Sentiment::markable_166::Sentiment=True|Target::markable_167::Target=True pers=3|Sentiment::markable_166::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_166::Sentiment=True|Intensifier::markable_169::Intensifier=True|Intensifier::markable_169::EmoExpressionRef=emo-expression:markable_168|Intensifier::markable_169::Degree=medium EmoExpression::markable_168::SubjectiveFact=false|EmoExpression::markable_168::Sarcasm=false|EmoExpression::markable_168::EmoExpression=True|pos=True|EmoExpression::markable_168::Polarity=negative|Sentiment::markable_166::Sentiment=True|EmoExpression::markable_168::Intensity=medium|EmoExpression::markable_168::Uncertain=false Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_166::Sentiment=True|pers=3 Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True case=dat|gender=masc|num=pl|Sentiment::markable_166::Sentiment=True case=dat|gender=masc|num=pl|Sentiment::markable_166::Sentiment=True pers=3|Sentiment::markable_166::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True|Intensifier::markable_171::Intensifier=True|Intensifier::markable_171::Degree=medium|Intensifier::markable_171::EmoExpressionRef=emo-expression:markable_170 EmoExpression::markable_170::Uncertain=false|EmoExpression::markable_170::Sarcasm=false|EmoExpression::markable_170::Polarity=negative|pos=True|EmoExpression::markable_170::EmoExpression=True|Sentiment::markable_166::Sentiment=True|EmoExpression::markable_170::SubjectiveFact=false|EmoExpression::markable_170::Intensity=medium _ _ case=nom|gender=fem|num=sg|pers=3 _ _ _
322357240721977344	positive	Brüssel ist ein unerlässliches Ziel für jeden Touristen . Zeit , Brüssel zu erkunden ! http://t.co/L6X5MOP7BX	Brüssel sein eine unerlässlich Ziel für jede Tourist . Zeit , Brüssel zu erkunden ! http://t.co/L6X5MOP7BX	NE VAFIN ART ADJA NN APPR PIAT NN $. NN $, NE PTKZU VVINF $. NN	2/SB 0/-- 5/NK 5/NK 2/PD 5/MNR 8/NK 6/NK 8/-- 9/-- 10/-- 14/OA 14/PM 10/OC 14/-- 15/--	case=nom|Target::markable_173::Target=True|Sentiment::markable_172::Sentiment=True|gender=neut|Sentiment::markable_172::Intensity=medium|num=sg|Target::markable_173::Anaphref=empty|Target::markable_173::Preferred=true|Sentiment::markable_172::Polarity=positive|Sentiment::markable_172::Sarcasm=false pers=3|Sentiment::markable_172::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|Sentiment::markable_172::Sentiment=True case=nom|EmoExpression::markable_100500279::Intensity=medium|EmoExpression::markable_100500279::Polarity=positive|EmoExpression::markable_100500279::Sarcasm=false|Sentiment::markable_172::Sentiment=True|gender=neut|pos=True|EmoExpression::markable_100500279::SubjectiveFact=false|num=sg|EmoExpression::markable_100500279::EmoExpression=True|EmoExpression::markable_100500279::Uncertain=false case=nom|gender=neut|num=sg|Sentiment::markable_172::Sentiment=True Sentiment::markable_172::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_172::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_172::Sentiment=True _ case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=sg _ _ _ case=nom|gender=fem|num=sg
327429289517674497	negative	Meine Kritik zur Dokumentation SIDE BY SIDE über die Wachablösung des klassischen Kinos durch digitalen Film : http://t.co/Ydb5aeawc5 #doku	mein Kritik zu Dokumentation SIDE by SIDE über die Wachablösung die klassisch Kino durch digital Film : http://t.co/Ydb5aeawc5 #doku	PPOSAT NN APPRART NN NE NE NN APPR ART NN ART ADJA NN APPR ADJA NN $. CARD NN	2/NK 7/OA 2/MNR 3/NK 6/PNC 4/NK 0/-- 7/MNR 10/NK 8/NK 13/NK 13/NK 10/AG 10/MNR 16/NK 14/NK 16/-- 19/NK 16/AMS	case=acc|Source::markable_100500281::Source=True|Sentiment::markable_100500280::Sarcasm=false|Sentiment::markable_100500280::Sentiment=True|gender=fem|Sentiment::markable_100500280::Polarity=negative|Sentiment::markable_100500280::Intensity=weak|num=sg|Source::markable_100500281::Anaphref=empty case=acc|EmoExpression::markable_100500282::EmoExpression=True|Sentiment::markable_100500280::Sentiment=True|gender=fem|EmoExpression::markable_100500282::SubjectiveFact=false|num=sg|EmoExpression::markable_100500282::Polarity=negative|EmoExpression::markable_100500282::Sarcasm=false|EmoExpression::markable_100500282::Uncertain=false|EmoExpression::markable_100500282::Intensity=weak case=dat|Target::markable_100500283::Preferred=true|num=sg|Target::markable_100500283::Anaphref=empty|Sentiment::markable_100500280::Sentiment=True|gender=fem|Target::markable_100500283::Target=True case=dat|gender=fem|num=sg|Sentiment::markable_100500280::Sentiment=True|Target::markable_100500283::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_100500280::Sentiment=True|Target::markable_100500283::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_100500280::Sentiment=True|Target::markable_100500283::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_100500280::Sentiment=True|Target::markable_100500283::Target=True Sentiment::markable_100500280::Sentiment=True|Target::markable_100500283::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_100500280::Sentiment=True|Target::markable_100500283::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_100500280::Sentiment=True|Target::markable_100500283::Target=True case=gen|gender=masc|num=sg|Sentiment::markable_100500280::Sentiment=True|Target::markable_100500283::Target=True case=gen|num=sg|Sentiment::markable_100500280::Sentiment=True|gender=masc|pos=True|Target::markable_100500283::Target=True case=gen|gender=masc|num=sg|Sentiment::markable_100500280::Sentiment=True|Target::markable_100500283::Target=True Sentiment::markable_100500280::Sentiment=True|Target::markable_100500283::Target=True case=acc|num=sg|Sentiment::markable_100500280::Sentiment=True|gender=masc|pos=True|Target::markable_100500283::Target=True case=acc|gender=masc|num=sg|Sentiment::markable_100500280::Sentiment=True|Target::markable_100500283::Target=True _ _ gender=masc|*=True
322404197393907712	neutral	Landesligamannschaft sichert sich mit 3:0 ersten Sieg in der #Relegation gegen das Bezirkliga - Team vom DTV. Weitere Spiele am Wochenende	Landesligamannschaft sichern sich mit 3:0 erst Sieg in die #Relegation gegen die Bezirkliga - Team von DTV. weit Spiel an Wochenende	NN VVFIN PRF APPR CARD ADJA NN APPR ART NN APPR ART NN $( NN APPRART NN ADJA NN APPRART NN	2/SB 0/-- 2/OA 2/MO 7/NK 7/NK 4/NK 7/MNR 10/NK 8/NK 10/MNR 13/NK 11/NK 13/-- 10/APP 15/PG 16/NK 19/NK 16/CJ 2/MO 20/NK	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ case=dat|*=True|num=pl|pos=True case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=nom|gender=neut|num=pl|comp=True case=nom|gender=neut|num=pl case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg
328086331127382017	positive	Meine Haare sind gelb wie die Sonne ! Und türkis wie das Meer ! Und rotbraun , wie jeder zweite Haarschopf im Lande ! SUPER : - - - - - - - - ) ) )	mein Haar sein gelb wie die Sonne ! und türkis wie die Meer ! und rotbraun , wie jede zweit Haarschopf in Land ! super : - - - - - - - - ) ) )	PPOSAT NN VAFIN ADJD KOKOM ART NN $. KON ADJD KOKOM ART NN $. KON ADJD $, KOUS PIAT ADJA NN APPRART NN $. ADJD $. $( $( $( $( $( $( $( $( $( $( $(	2/NK 3/SB 0/-- 3/PD 7/CM 7/NK 4/CC 7/-- 13/JU 13/MO 13/CM 13/NK 8/-- 13/-- 21/JU 21/PD 16/-- 21/CM 21/NK 21/NK 14/-- 21/MNR 22/NK 23/-- 24/-- 25/-- 26/-- 27/-- 28/-- 29/-- 30/-- 31/-- 32/-- 33/-- 34/-- 35/-- 36/--	case=nom|num=sg|Target::markable_176::Anaphref=empty|Target::markable_176::Preferred=true|Target::markable_176::Target=True|gender=fem case=nom|gender=fem|num=sg|Target::markable_176::Target=True pers=3|num=pl|tense=pres|mood=ind _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ pos=True _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ pos=True _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ EmoExpression::markable_180::Sarcasm=false|EmoExpression::markable_180::Uncertain=false|EmoExpression::markable_180::Intensity=strong|EmoExpression::markable_180::EmoExpression=True|EmoExpression::markable_180::SubjectiveFact=false|pos=True|EmoExpression::markable_180::Polarity=positive _ _ _ EmoExpression::markable_181::SubjectiveFact=false|EmoExpression::markable_181::Polarity=positive|EmoExpression::markable_181::Sarcasm=false|EmoExpression::markable_181::Uncertain=false|EmoExpression::markable_181::EmoExpression=True|EmoExpression::markable_181::Intensity=medium EmoExpression::markable_181::EmoExpression=True EmoExpression::markable_181::EmoExpression=True EmoExpression::markable_181::EmoExpression=True EmoExpression::markable_181::EmoExpression=True EmoExpression::markable_181::EmoExpression=True EmoExpression::markable_181::EmoExpression=True EmoExpression::markable_181::EmoExpression=True EmoExpression::markable_181::EmoExpression=True
322399063788097536	neutral	@SeventhGenies iya ih .. Dar der dor auuu ; ; ; ;	@SeventhGenies iya ih .. dar die dor auuu ; ; ; ;	NN NE ADV NN PTKVZ ART ADJA NN $. $. $. $.	0/-- 4/AG 2/MO 1/-- 4/-- 8/NK 8/NK 5/NK 8/-- 9/-- 10/UC 11/UC	case=nom|gender=neut|num=sg _ _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ _ _
328012756794089473	neutral	Ich habe 1,090 Nahrungseinheiten geerntet ! http://t.co/JE39I0wQly #android , #androidgames , #gameinsight	ich haben @card@ Nahrungseinheiten ernten ! http://t.co/JE39I0wQly #android , #androidgames , #gameinsight	PPER VAFIN CARD NN VVPP $. NE NN $, NN $, NN	2/SB 0/-- 4/NK 5/OA 2/OC 5/-- 8/NK 6/-- 8/-- 8/CJ 10/-- 10/CJ	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=pl _ _ _ case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ _
322261052895141888	neutral	German Press Days 11.  &amp; 12.  April Arne Eberle press + sales presenting Laend Phuengkit @ Club der polnischen ... http://t.co/4GYj6InWoy	German pressen Days @card@ &amp; @card@ April Arne Eberle pressen + sales presenting Laend Phuengkit @ Club die polnisch ... http://t.co/4GYj6InWoy	NE VVIMP NE CARD $( CARD NN NE NE VVIMP KON ADJA NN NN NN XY NN ART ADJA $. NN	3/PNC 13/NK 7/NK 3/NK 4/-- 4/PAR 0/-- 9/PNC 7/NK 7/NK 7/CD 13/NK 11/CJ 7/NK 7/NK 7/NK 7/NK 19/NK 7/AG 19/-- 20/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ _ gender=masc|*=True|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg|pos=True _ case=nom|gender=fem|num=sg
322385919275565056	neutral	Buchempfehlung Michel Bergmann : Herr Klee und Herr Feld http://t.co/ndkdCRsY5s	Buchempfehlung Michel Bergmann : Herr Klee und Herr Feld http://t.co/ndkdCRsY5s	NN NE NE $. NN NN KON NN NN NN	0/-- 3/PNC 1/NK 3/-- 1/PAR 5/NK 6/CD 7/CJ 8/NK 8/NK	case=nom|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=masc|num=sg
