311972225265836033	positive	:-))) Der neue Papst : Es ist ein Argentinier http://t.co/51IzDHwkaV via @SPIEGELONLINE	:-))) die neu Papst : es sein eine Argentinier http://t.co/51IzDHwkaV via @SPIEGELONLINE	NN ART ADJA NN $. PPER VAFIN ART NN NN APPR NN	7/PD 4/NK 4/NK 7/PD 4/-- 7/SB 0/-- 9/NK 7/PD 9/NK 9/MNR 11/NK	case=nom|Sentiment::markable_1::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|gender=masc|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|num=sg|EmoExpression::markable_2::Sarcasm=false|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|EmoExpression::markable_2::EmoExpression=True case=nom|num=sg|Target::markable_3::Target=True|Target::markable_3::Anaphref=empty|gender=masc|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True case=nom|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|pers=3|num=sg|Target::markable_3::Target=True|gender=neut|Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg _ case=acc|gender=masc|*=True
311902914325143552	negative	RT @hubertsrevier : Endlich ! Ohne Papst war mein Leben so unnütz und leer .	RT @hubertsrevier : endlich ! ohne Papst sein mein Leben so unnütz und leer .	NE NN $. ADV $. APPR NN VAFIN PPOSAT NN ADV ADJD KON ADJD $.	2/SB 0/-- 2/-- 3/-- 4/-- 8/MO 6/NK 5/-- 10/NK 8/SB 12/MO 8/PD 12/CD 13/CJ 14/--	case=nom|*=True|num=sg case=nom|Sentiment::markable_134::Intensity=medium|*=True|num=sg|Sentiment::markable_134::Polarity=negative|Source::markable_135::Source=True|Sentiment::markable_134::Sentiment=True|Source::markable_135::Anaphref=empty|Sentiment::markable_134::Sarcasm=false Sentiment::markable_134::Sentiment=True EmoExpression::markable_136::SubjectiveFact=false|EmoExpression::markable_136::EmoExpression=True|EmoExpression::markable_136::Polarity=positive|Sentiment::markable_134::Sentiment=True|EmoExpression::markable_136::Intensity=medium|EmoExpression::markable_136::Uncertain=false|EmoExpression::markable_136::Sarcasm=false Sentiment::markable_134::Sentiment=True Target::markable_137::Anaphref=empty|Target::markable_137::Preferred=true|Sentiment::markable_134::Sentiment=True|Target::markable_137::Target=True case=acc|gender=masc|Sentiment::markable_134::Sentiment=True|num=sg|Target::markable_137::Target=True pers=3|Sentiment::markable_134::Sentiment=True|num=sg|tense=past|mood=ind case=nom|gender=neut|Sentiment::markable_134::Sentiment=True|num=sg|Target::markable_137::Target=True case=nom|gender=neut|Sentiment::markable_134::Sentiment=True|num=sg|Target::markable_137::Target=True Sentiment::markable_134::Sentiment=True EmoExpression::markable_138::Uncertain=false|EmoExpression::markable_138::SubjectiveFact=false|pos=True|EmoExpression::markable_138::Sarcasm=false|EmoExpression::markable_138::EmoExpression=True|Sentiment::markable_134::Sentiment=True|EmoExpression::markable_138::Polarity=negative|EmoExpression::markable_138::Intensity=medium Sentiment::markable_134::Sentiment=True pos=True|EmoExpression::markable_139::Intensity=medium|EmoExpression::markable_139::Polarity=negative|EmoExpression::markable_139::EmoExpression=True|EmoExpression::markable_139::SubjectiveFact=false|Sentiment::markable_134::Sentiment=True|EmoExpression::markable_139::Uncertain=false|EmoExpression::markable_139::Sarcasm=false Sentiment::markable_134::Sentiment=True
311966953382223872	neutral	RT @SPIEGELONLINE : Wer ist Jorge Mario Bergoglio , der überraschend zum neuen #Papst gewählt wurde ? Eine Annäherung http://t.co/HVTqB55AC ...	RT @SPIEGELONLINE : wer sein Jorge Mario Bergoglio , die überraschend zu neu #Papst wählen werden ? eine Annäherung http://t.co/HVTqB55AC ...	NE NN $. PWS VAFIN NE NE NE $, PRELS ADJD APPRART ADJA NN VVPP VAFIN $. ART NN NN $.	2/SB 0/-- 2/-- 5/SB 3/-- 8/PNC 8/PNC 5/PD 8/-- 16/SB 15/MO 15/MO 14/NK 12/NK 16/OC 8/RC 16/-- 19/NK 17/-- 19/NK 20/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg pos=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ pers=3|num=sg|tense=past|mood=ind _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _
311909873933766656	negative	Da musste als Kind Blockföte lernen , schon stehste in der Garde vom #Papst . Shit happens .	da müssen als Kind Blockföte lernen , schon stehste in die Garde von #Papst . Shit happens .	ADV VMFIN KOKOM NN NN VVINF $, ADV ADJA APPR ART NN APPRART NN $. NN NN $.	2/MO 0/-- 4/CM 2/SB 6/OA 2/OC 6/-- 9/MO 6/MO 9/MNR 12/NK 10/NK 12/MNR 13/NK 14/-- 15/-- 16/NK 17/--	Sentiment::markable_140::Sentiment=True|Sentiment::markable_140::Sarcasm=false|Sentiment::markable_140::Polarity=negative|Sentiment::markable_140::Intensity=strong case=acc|gender=fem|Sentiment::markable_140::Sentiment=True|num=sg|sup=True Sentiment::markable_140::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_140::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_140::Sentiment=True Sentiment::markable_140::Sentiment=True Sentiment::markable_140::Sentiment=True Sentiment::markable_140::Sentiment=True|Target::markable_141::Target=True|Target::markable_141::Preferred=true|Target::markable_141::Anaphref=empty case=nom|Sentiment::markable_140::Sentiment=True|Target::markable_141::Target=True|num=sg|sup=True|gender=masc Sentiment::markable_140::Sentiment=True|Target::markable_141::Target=True case=dat|gender=fem|Target::markable_141::Target=True|num=sg|Sentiment::markable_140::Sentiment=True case=dat|gender=fem|Target::markable_141::Target=True|num=sg|Sentiment::markable_140::Sentiment=True case=dat|gender=masc|Target::markable_141::Target=True|num=sg|Sentiment::markable_140::Sentiment=True case=dat|gender=masc|Target::markable_141::Target=True|num=sg|Sentiment::markable_140::Sentiment=True Sentiment::markable_140::Sentiment=True Sentiment::markable_140::Sentiment=True|EmoExpression::markable_142::Polarity=negative|EmoExpression::markable_142::Sarcasm=false|EmoExpression::markable_142::Uncertain=false|EmoExpression::markable_142::EmoExpression=True|EmoExpression::markable_142::SubjectiveFact=false|EmoExpression::markable_142::Intensity=strong Sentiment::markable_140::Sentiment=True|EmoExpression::markable_142::EmoExpression=True Sentiment::markable_140::Sentiment=True
311917300179664898	positive	Wie spannend so ein Blick auf eine geschlossene Tür doch sein kann #pabst	wie spannend so eine Blick auf eine geschlossen Türe doch sein können #pabst	KOKOM ADJD ADV ART NN APPR ART ADJA NN ADV VAINF VMFIN ADJD	2/MO 11/PD 5/MO 5/NK 12/SB 5/MNR 9/NK 9/NK 6/NK 12/MO 12/OC 0/-- 12/MO	Sentiment::markable_143::Sentiment=True|Intensifier::markable_145::Intensifier=True|Sentiment::markable_143::Polarity=positive|Intensifier::markable_145::EmoExpressionRef=emo-expression:markable_144|Sentiment::markable_143::Intensity=medium|Sentiment::markable_143::Sarcasm=false|Intensifier::markable_145::Degree=medium EmoExpression::markable_144::Sarcasm=false|EmoExpression::markable_144::Uncertain=false|EmoExpression::markable_144::Polarity=positive|pos=True|EmoExpression::markable_144::SubjectiveFact=false|Sentiment::markable_143::Sentiment=True|EmoExpression::markable_144::Intensity=medium|EmoExpression::markable_144::EmoExpression=True Sentiment::markable_143::Sentiment=True case=nom|Sentiment::markable_143::Sentiment=True|num=sg|Target::markable_146::Preferred=true|gender=masc|Target::markable_146::Anaphref=empty|Target::markable_146::Target=True case=nom|gender=masc|num=sg|Target::markable_146::Target=True|Sentiment::markable_143::Sentiment=True Sentiment::markable_143::Sentiment=True|Target::markable_146::Target=True case=acc|gender=fem|num=sg|Target::markable_146::Target=True|Sentiment::markable_143::Sentiment=True case=acc|Sentiment::markable_143::Sentiment=True|num=sg|gender=fem|pos=True|Target::markable_146::Target=True case=acc|gender=fem|num=sg|Target::markable_146::Target=True|Sentiment::markable_143::Sentiment=True Sentiment::markable_143::Sentiment=True Sentiment::markable_143::Sentiment=True pers=3|Sentiment::markable_143::Sentiment=True|num=sg|tense=pres|mood=ind _
311931936841007104	positive	Aber interessant , dass die @spoe_salzburg die Papst - Wahl für fad hält - und Pleite - Gaby nicht	aber interessant , dass die @spoe_salzburg die Papst - Wahl für fad halten - und Pleite - Gaby nicht	KON ADJD $, KOUS ART NN ART NN $( NN APPR ADJD VVFIN $( KON NN $( NE PTKNEG	2/JU 0/-- 2/-- 2/CJ 6/NK 4/OA 8/NK 13/SB 8/-- 13/OA 13/MO 11/NK 6/-- 13/-- 10/CD 15/CJ 16/-- 13/OA 13/NG	Sentiment::markable_147::Sentiment=True|Sentiment::markable_147::Polarity=positive|Sentiment::markable_147::Intensity=medium|Sentiment::markable_147::Sarcasm=false Sentiment::markable_147::Sentiment=True|EmoExpression::markable_147::Polarity=positive|EmoExpression::markable_147::Intensity=medium|EmoExpression::markable_147::Uncertain=false|EmoExpression::markable_147::Sarcasm=false|EmoExpression::markable_147::SubjectiveFact=false|pos=True|EmoExpression::markable_147::EmoExpression=True Sentiment::markable_147::Sentiment=True Sentiment::markable_147::Sentiment=True case=nom|Target::markable_147::Preferred=true|Sentiment::markable_150::Sentiment=True|Sentiment::markable_147::Sentiment=True|Source::markable_150::Source=True|gender=fem|Sentiment::markable_150::Sarcasm=false|Target::markable_147::Anaphref=empty|Target::markable_147::Target=True|Sentiment::markable_150::Intensity=medium|num=sg|Sentiment::markable_150::Polarity=positive|Source::markable_150::Anaphref=empty case=nom|Target::markable_147::Target=True|Sentiment::markable_150::Sentiment=True|num=sg|Sentiment::markable_147::Sentiment=True|Source::markable_150::Source=True|gender=fem case=nom|Target::markable_150::Anaphref=empty|Sentiment::markable_150::Sentiment=True|Sentiment::markable_147::Sentiment=True|gender=fem|Target::markable_150::Target=True|Target::markable_147::Target=True|num=sg|Target::markable_150::Preferred=true case=nom|Target::markable_147::Target=True|Sentiment::markable_150::Sentiment=True|num=sg|Sentiment::markable_147::Sentiment=True|gender=fem|Target::markable_150::Target=True Target::markable_147::Target=True|Sentiment::markable_150::Sentiment=True|Sentiment::markable_147::Sentiment=True|Target::markable_150::Target=True case=nom|Target::markable_147::Target=True|Sentiment::markable_150::Sentiment=True|num=sg|Sentiment::markable_147::Sentiment=True|gender=fem|Target::markable_150::Target=True Target::markable_147::Target=True|Sentiment::markable_150::Sentiment=True|Sentiment::markable_147::Sentiment=True Sentiment::markable_150::Sentiment=True|Sentiment::markable_147::Sentiment=True|pos=True|Target::markable_147::Target=True|EmoExpression::markable_10404362::SubjectiveFact=false|EmoExpression::markable_10404362::Polarity=negative|EmoExpression::markable_10404362::Intensity=medium|EmoExpression::markable_10404362::Sarcasm=false|EmoExpression::markable_10404362::Uncertain=false|EmoExpression::markable_10404362::EmoExpression=True pers=3|Target::markable_147::Target=True|Sentiment::markable_150::Sentiment=True|num=sg|tense=pres|mood=ind|Sentiment::markable_147::Sentiment=True Target::markable_147::Target=True|Sentiment::markable_147::Sentiment=True Target::markable_147::Target=True|Sentiment::markable_147::Sentiment=True case=acc|EmoExpression::markable_10404363::Sarcasm=false|EmoExpression::markable_10404363::Polarity=negative|EmoExpression::markable_10404363::EmoExpression=True|gender=fem|EmoExpression::markable_10404363::Intensity=medium|EmoExpression::markable_10404363::Uncertain=false|Target::markable_147::Target=True|num=sg|Sentiment::markable_147::Sentiment=True|EmoExpression::markable_10404363::SubjectiveFact=false Target::markable_147::Target=True|Sentiment::markable_147::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_147::Sentiment=True|Target::markable_147::Target=True Target::markable_147::Target=True|Sentiment::markable_147::Sentiment=True
311914526629036033	neutral	RT @koerber : Live - Übertragung im Privatfernsehen : " Der Papst am Fenster zur Welt – präsentiert vom neuen Windows 8 . "	RT @koerber : live - Übertragung in Privatfernsehen : " die Papst an Fenster zu Welt – präsentieren von neu Windows 8 . "	NE NN $. ADJD $( NN APPRART NN $. $( ART NN APPRART NN APPRART NN NN VVFIN APPRART ADJA NN CARD $. $(	2/SB 0/-- 2/-- 6/NK 4/-- 18/CJ 6/MNR 7/NK 8/-- 9/-- 12/NK 18/SB 12/MNR 13/NK 14/MNR 15/NK 16/NK 3/-- 18/MO 21/NK 19/NK 21/NK 22/-- 23/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ _ case=nom|gender=fem|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=acc|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ _ _
311917178859425792	positive	Konklave : Weißer Rauch ! Neuer Papst ist gewählt http://t.co/xQ0laKevuy via @SPIEGELONLINE	Konklave : weiß Rauch ! neu Papst sein wählen http://t.co/xQ0laKevuy via @SPIEGELONLINE	NN $. ADJA NN $. ADJA NN VAFIN VVPP NN APPR NN	0/-- 1/-- 4/NK 1/SB 4/-- 7/NK 8/SB 5/-- 8/PD 9/OA 9/MO 11/NK	case=nom|gender=neut|num=pl _ case=acc|EmoExpression::markable_10404364::Polarity=positive|EmoExpression::markable_10404364::Intensity=medium|gender=masc|EmoExpression::markable_10404364::EmoExpression=True|pos=True|EmoExpression::markable_10404364::Sarcasm=false|EmoExpression::markable_10404364::SubjectiveFact=true|num=sg|EmoExpression::markable_10404364::Uncertain=false case=acc|gender=masc|num=sg|EmoExpression::markable_10404364::EmoExpression=True _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg _ case=dat|gender=masc|num=sg
311919786202365953	neutral	Wir haben einen neuen #papst !! Temos um novo #papa !!	wir haben eine neu #papst !! Temos um novo #papa !!	PPER VAFIN ART ADJA NN NN NE APPR NE NN ADJA	2/SB 0/-- 5/NK 5/NK 2/OA 2/OA 11/AG 11/MO 10/AG 8/NK 6/--	case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=neut|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True
311925161614008320	neutral	RT @astefanowitsch : Ihr werdet euch noch wünschen , ich wäre #Papst geworden .	RT @astefanowitsch : sie werden ihr noch wünschen , ich sein #Papst werden .	NE NN $. PPER VAFIN PPER ADV VVINF $, PPER VAFIN NN VAPP $.	2/SB 0/-- 2/-- 5/SB 3/-- 8/DA 8/MO 5/OC 8/-- 11/SB 8/OC 13/PD 11/OC 13/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=pl|pers=2 pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=pl|pers=2 _ _ _ case=nom|*=True|num=sg|pers=1 pers=3|num=sg|tense=past|mood=subj case=acc|gender=masc|num=sg _ _
311950503888175105	neutral	Wer braucht schon einen #Papst wenn er #Jesus im #Herzen hat	wer brauchen schon eine #Papst wenn er #Jesus in #Herzen haben	PWS VVFIN ADV ART NN KOUS PPER NN APPRART NN VAFIN	2/SB 0/-- 2/MO 5/NK 2/OA 11/CP 11/SB 11/OA 8/MNR 9/NK 2/MO	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=nom|gender=masc|num=sg|pers=3 case=acc|gender=masc|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind
311923915108782080	positive	RT @Spielvrlagerung : Hervorragende Raumaufteilung der Kardinäle um den Papst herum . Bergoglio wird auch als Messis Stellvertreter im Vat ...	RT @Spielvrlagerung : hervorragend Raumaufteilung die Kardinal um die Papst herum . Bergoglio werden auch als Messis Stellvertreter in Vat ...	NE NN $. ADJA NN ART NN APPR ART NN PTKVZ $. NE VAFIN ADV KOKOM NN NN APPRART NN $.	2/SB 0/-- 2/-- 5/NK 3/-- 7/NK 5/AG 5/MNR 10/NK 8/NK 5/MO 11/-- 14/SB 12/-- 17/MO 17/CM 14/SB 17/NK 14/MO 19/NK 20/--	case=nom|gender=fem|num=sg case=nom|Source::markable_154::Anaphref=empty|gender=fem|Sentiment::markable_153::Sentiment=True|Sentiment::markable_153::Sarcasm=false|num=sg|Sentiment::markable_153::Polarity=positive|Source::markable_154::Source=True|Sentiment::markable_153::Intensity=medium Sentiment::markable_153::Sentiment=True case=nom|EmoExpression::markable_155::Sarcasm=false|EmoExpression::markable_155::Polarity=positive|gender=fem|Target::markable_156::Anaphref=empty|EmoExpression::markable_155::Intensity=medium|pos=True|Target::markable_156::Preferred=true|Sentiment::markable_153::Sentiment=True|num=sg|EmoExpression::markable_155::Uncertain=false|Target::markable_156::Target=True|EmoExpression::markable_155::SubjectiveFact=false|EmoExpression::markable_155::EmoExpression=True case=nom|gender=fem|num=sg|Target::markable_156::Target=True|Sentiment::markable_153::Sentiment=True case=gen|gender=masc|num=pl|Target::markable_156::Target=True|Sentiment::markable_153::Sentiment=True case=gen|gender=masc|num=pl|Target::markable_156::Target=True|Sentiment::markable_153::Sentiment=True Sentiment::markable_153::Sentiment=True|Target::markable_156::Target=True case=acc|gender=masc|num=sg|Target::markable_156::Target=True|Sentiment::markable_153::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_156::Target=True|Sentiment::markable_153::Sentiment=True Sentiment::markable_153::Sentiment=True|Target::markable_156::Target=True _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _
311920314965692416	positive	Was ist eigentlich wenn der Gewählte keine Lust auf das Amt hat ? #papst	was sein eigentlich wenn die Gewählte keine Lust auf die Amt haben ? #papst	PIS VAFIN ADV KOUS ART NN PIAT NN APPR ART NN VAFIN $. NN	2/SB 0/-- 12/MO 12/CP 6/NK 12/SB 8/NK 12/SB 8/MNR 11/NK 9/NK 2/MO 12/-- 13/--	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg|Negation::markable_158::EmoExpressionRef=emo-expression:markable_157|Negation::markable_158::Negation=True case=nom|EmoExpression::markable_157::Sarcasm=false|EmoExpression::markable_157::Uncertain=false|EmoExpression::markable_157::Polarity=positive|gender=fem|EmoExpression::markable_157::SubjectiveFact=false|num=sg|EmoExpression::markable_157::Intensity=medium|EmoExpression::markable_157::EmoExpression=True _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg
311920140847566848	neutral	Erst Polenpaule , dann der Imperator und nun ? #papst	erst Polenpaule , dann die Imperator und nun ? #papst	ADV NN $, ADV ART NN KON ADV $. NN	2/MO 0/-- 2/-- 6/MO 6/NK 2/CJ 6/CD 7/CJ 8/-- 9/--	_ case=nom|gender=masc|num=pl _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ _ case=nom|gender=masc|num=sg
311967768314535936	negative	Oh mein GOTT , die erste Sache , die ich vom neuen Papst höre und ich bin entsetzt und hulke gleich wieder	oh mein Gott , die erst Sache , die ich von neu Papst hören und ich sein entsetzt und hulke gleich wieder	ITJ PPOSAT NN $, ART ADJA NN $, PRELS PPER APPRART ADJA NN VVFIN KON PPER VAFIN ADJD KON ADJD ADJD ADV	22/DM 3/NK 0/-- 3/-- 7/NK 7/NK 3/APP 7/-- 14/OA 14/SB 14/SBP 13/NK 11/NK 7/RC 14/CD 17/SB 15/CJ 17/PD 18/CD 19/CJ 17/PD 17/MO	_ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=nom|*=True|num=sg|pers=1 case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=subj _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind EmoExpression::markable_159::Uncertain=false|EmoExpression::markable_159::EmoExpression=True|EmoExpression::markable_159::SubjectiveFact=false|EmoExpression::markable_159::Intensity=medium|EmoExpression::markable_159::Polarity=negative|EmoExpression::markable_159::Sarcasm=false|pos=True _ pos=True _ _
311924458124353536	neutral	RT @ZDF : Wir haben ihm gesagt , er soll sich jetzt verabschieden . #papst	RT @ZDF : wir haben er sagen , er sollen sich jetzt verabschieden . #papst	NE NE $. PPER VAFIN PPER VVPP $, PPER VMFIN PRF ADV VVINF $. NN	2/PNC 0/-- 2/-- 5/SB 3/-- 7/DA 5/OC 7/-- 10/SB 7/OC 13/OA 10/MO 10/OC 13/-- 14/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=dat|gender=masc|num=sg|pers=3 _ _ case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ _ case=nom|gender=masc|num=sg
312166120947859456	neutral	#EilMeldung #NEWS Name des Papstes : Franziskus , nicht Franziskus I. : Franziskus I. heiße der neue Papst , melde ... http://t.co/xkSSnb5BIm	#EilMeldung #NEWS Name die Papst : Franziskus , nicht Franziskus I. : Franziskus I. heißen die neu Papst , melden ... http://t.co/xkSSnb5BIm	NN NN NN ART NN $. NE $, PTKNEG NE NE $. NE NE VVFIN ART ADJA NN $, VVFIN $. NN	2/NK 15/SB 2/NK 5/NK 3/AG 5/-- 3/APP 7/-- 15/NG 11/PNC 1/NK 11/-- 14/PNC 15/SB 0/-- 18/NK 18/NK 15/SB 18/-- 15/CJ 20/-- 21/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=masc|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg _ case=gen|gender=masc|num=sg _ _ case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=sg case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=subj case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=subj _ case=nom|gender=neut|num=pl
311911330246426624	neutral	RT @GarFunkel4 : So wählen die also den neuen Papst. via #fb #habemuspapam #papst http://t.co/dCOTiaOc5V	RT @GarFunkel4 : so wählen die also die neu Papst. via #fb #habemuspapam #papst http://t.co/dCOTiaOc5V	NE NN $. ADV VVFIN PDS ADV ART ADJA NN APPR ADJA NN NN NE	2/SB 0/-- 2/-- 5/MO 3/-- 5/SB 5/MO 10/NK 10/NK 5/OA 10/MNR 13/NK 11/NK 13/NK 14/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|*=True|num=sg
312165788050132993	neutral	RT @klz_georg_lux : gestern ein bisserl vom neuen papst überlagert : h. c. #strache will laut #zib2 #scheuch nicht als bundesrat #fpk #fpö ...	RT @klz_georg_lux : gestern eine bisserl von neu Papst überlagern : heißen c. #strache wollen laut #zib2 #scheuch nicht als bundesrat #fpk #fpö ...	NE NN $. ADV ART NE APPRART ADJA NN VVPP $. VVFIN ADJA NN VMFIN APPR CARD NN PTKNEG KOKOM ADJA NN NE $.	2/SB 0/-- 2/-- 10/MO 6/NK 4/NK 10/SBP 9/NK 7/NK 12/MO 10/-- 14/NK 12/MO 15/SB 3/-- 15/MO 18/NK 16/NK 15/NG 22/CM 22/NK 13/CC 22/NK 23/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ *=True *=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ _ _ _ case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|*=True|num=pl|pers=2 _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
311905151634001922	neutral	Der #Papst ist gewählt . Was auf den neuen Oberhirten zukommt , weiß Vatikan - Insider Bernd Hagenkord von Radio #Vatikan http://t.co/f4CnN9gPQB	die #Papst sein wählen . was auf die neu Oberhirte zukommen , wissen Vatikan - Insider Bernd Hagenkord von Radio #Vatikan http://t.co/f4CnN9gPQB	ART NN VAFIN VVPP $. PWS APPR ART ADJA NN VVFIN $, VVFIN NN $( NN NE NN APPR NN NN NN	2/NK 3/SB 0/-- 3/PD 4/-- 11/SB 11/MO 10/NK 10/NK 7/NK 13/SB 11/-- 5/-- 13/SB 14/-- 14/CJ 18/PNC 16/NK 18/PG 19/NK 20/NK 18/PD	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=neut|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=nom|gender=fem|num=sg
312132901338750976	negative	RT @Dandeloo : Warum muss der Papst immer ein alter Opa sein ? Warum nicht mal ein Neger ?	RT @Dandeloo : warum müssen die Papst immer eine alt Opa sein ? warum nicht mal eine Neger ?	NE NE $. PWAV VMFIN ART NN ADV ART ADJA NN VAINF $. PWAV PTKNEG ADV ART NN $.	2/PNC 0/-- 2/-- 5/MO 3/-- 7/NK 5/SB 5/MO 11/NK 11/NK 12/PD 5/OC 12/-- 18/MO 18/NG 18/MO 18/NK 13/-- 18/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_10404366::Polarity=negative|gender=masc|pos=True|num=sg|EmoExpression::markable_10404366::EmoExpression=True|EmoExpression::markable_10404366::SubjectiveFact=false|EmoExpression::markable_10404366::Intensity=medium|EmoExpression::markable_10404366::Sarcasm=false|EmoExpression::markable_10404366::Uncertain=false case=nom|gender=masc|num=sg|EmoExpression::markable_10404366::EmoExpression=True _ _ _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
