328854379425853441	positive	Gleich in Braunschweig mit Kamaraden Treffen :)	gleich in Braunschweig mit Kamaraden Treffen :)	ADJD APPR NE APPR ADJA NN ADJD	0/-- 1/MO 2/NK 7/MO 6/NK 4/NK 1/PD	Sentiment::markable_208::Intensity=medium|Target::markable_209::Anaphref=empty|Sentiment::markable_208::Sarcasm=false|Sentiment::markable_208::Polarity=positive|Sentiment::markable_208::Sentiment=True|Target::markable_209::Preferred=true|Target::markable_209::Target=True Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True case=dat|num=pl|Target::markable_209::Target=True|gender=fem|Sentiment::markable_208::Sentiment=True|pos=True case=dat|gender=fem|num=pl|Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|Sentiment::markable_208::Sentiment=True|EmoExpression::markable_1::Intensity=medium
324174469432242177	positive	@bloodyfootprint .... das macht allerdings sinn , ja ;D ich schreib dir auf tumblr ein ask , okay ?	@bloodyfootprint .... die machen allerdings sinnen , ja ;D ich schreiben du auf tumblr eine ask , Okay ?	NN NN PDS VVFIN ADV VVIMP $, ADV ADJD PPER VVIMP PRF APPR NE ART NN $, NE $.	0/-- 1/-- 4/SB 2/-- 4/MO 4/MO 6/-- 9/MO 4/MO 14/SB 4/MO 4/OA 4/MO 13/NK 16/NK 4/OA 16/-- 16/APP 18/--	case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg case=nom|gender=neut|num=sg mood=ind|EmoExpression::markable_104012298::Uncertain=false|EmoExpression::markable_104012298::Intensity=medium|EmoExpression::markable_104012298::EmoExpression=True|pers=3|EmoExpression::markable_104012298::Polarity=positive|num=sg|tense=pres|EmoExpression::markable_104012298::Sarcasm=false|EmoExpression::markable_104012298::SubjectiveFact=false _ EmoExpression::markable_104012298::EmoExpression=True _ _ EmoExpression::markable_116::Uncertain=false|mood=ind|EmoExpression::markable_116::Polarity=positive|EmoExpression::markable_116::SubjectiveFact=false|pers=1|EmoExpression::markable_116::Sarcasm=false|num=sg|tense=pres|EmoExpression::markable_116::EmoExpression=True|EmoExpression::markable_116::Intensity=medium case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=ind case=dat|*=True|num=sg|pers=2 _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=acc|*=True|num=sg _
329102388763975680	mixed	Höheres Unfall - Risiko bei E - Bikes : Elektro - Fahrräder erleben einen Boom . Laut Schätzungen des VCÖ ... http://t.co/yMZZCe3QKM #vorarlberg	hoch Unfall - Risiko bei E - Bikes : Elektro - Fahrrad erleben eine Boom . laut Schätzung die VCÖ ... http://t.co/yMZZCe3QKM #vorarlberg	ADJA NN $( NN APPR NN $( NN $. NE $( NN VVFIN ART NN $. APPR NN ART NE $. NE NN	2/NK 13/OA 2/-- 2/NK 4/MNR 5/NK 6/-- 6/PAR 8/-- 8/MO 10/-- 4/CJ 0/-- 15/NK 13/OA 15/-- 16/-- 17/NK 20/NK 18/AG 20/-- 23/AG 21/--	case=nom|Sentiment::markable_165::Intensity=medium|gender=neut|Sentiment::markable_165::Sarcasm=false|pos=True|Sentiment::markable_165::Sentiment=True|num=sg|Sentiment::markable_165::Polarity=negative case=nom|EmoExpression::markable_167::Polarity=negative|EmoExpression::markable_167::SubjectiveFact=false|EmoExpression::markable_167::EmoExpression=True|gender=neut|Sentiment::markable_165::Sentiment=True|num=sg|EmoExpression::markable_167::Intensity=medium|EmoExpression::markable_167::Sarcasm=false|EmoExpression::markable_167::Uncertain=false Sentiment::markable_165::Sentiment=True|EmoExpression::markable_167::EmoExpression=True case=nom|gender=neut|num=sg|Sentiment::markable_165::Sentiment=True|EmoExpression::markable_167::EmoExpression=True Sentiment::markable_165::Sentiment=True case=dat|Target::markable_166::Preferred=true|num=sg|Target::markable_166::Anaphref=empty|gender=fem|Target::markable_166::Target=True|Sentiment::markable_165::Sentiment=True Sentiment::markable_165::Sentiment=True|Target::markable_166::Target=True case=gen|gender=masc|num=sg|Sentiment::markable_165::Sentiment=True|Target::markable_166::Target=True _ case=nom|Target::markable_169::Target=True|Sentiment::markable_168::Polarity=positive|*=True|Sentiment::markable_168::Sarcasm=false|Target::markable_169::Preferred=true|num=sg|Sentiment::markable_168::Intensity=strong|Sentiment::markable_168::Sentiment=True|Target::markable_169::Anaphref=empty Target::markable_169::Target=True|Sentiment::markable_168::Sentiment=True case=nom|*=True|Sentiment::markable_168::Sentiment=True|num=sg|Target::markable_169::Target=True pers=3|Sentiment::markable_168::Sentiment=True|num=pl|tense=pres|mood=ind case=acc|gender=masc|Sentiment::markable_168::Sentiment=True|num=sg case=acc|EmoExpression::markable_170::Uncertain=false|EmoExpression::markable_170::Polarity=positive|gender=masc|Sentiment::markable_168::Sentiment=True|EmoExpression::markable_170::EmoExpression=True|EmoExpression::markable_170::Sarcasm=false|num=sg|EmoExpression::markable_170::SubjectiveFact=false|EmoExpression::markable_170::Intensity=strong _ _ case=dat|gender=fem|num=pl case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
319061230658662400	positive	yööööy , ein riesen Stapel Pfannkuchen ! O : danke , Ecke	yööööy , eine riesen Stapel Pfannkuchen ! O : danke , Ecke	NN $, ART ADJA NN NN $. NN $. PTKANT $, NN	0/-- 1/-- 5/NK 5/NK 1/APP 5/NK 6/-- 7/-- 8/-- 8/DM 10/-- 8/CJ	case=nom|Sentiment::markable_117::Intensity=strong|EmoExpression::markable_118::Polarity=positive|EmoExpression::markable_118::Intensity=strong|gender=fem|EmoExpression::markable_118::Uncertain=false|EmoExpression::markable_118::Sarcasm=false|EmoExpression::markable_118::SubjectiveFact=false|num=sg|EmoExpression::markable_118::EmoExpression=True|Sentiment::markable_117::Sentiment=True|Sentiment::markable_117::Sarcasm=false|Sentiment::markable_117::Polarity=positive Sentiment::markable_117::Sentiment=True case=nom|num=sg|Target::markable_119::Preferred=true|Sentiment::markable_117::Sentiment=True|gender=neut|Target::markable_119::Anaphref=empty|Target::markable_119::Target=True case=dat|EmoExpression::markable_104012299::Sarcasm=false|EmoExpression::markable_104012299::Uncertain=false|gender=neut|EmoExpression::markable_104012299::Intensity=medium|pos=True|EmoExpression::markable_104012299::SubjectiveFact=false|Target::markable_119::Target=True|EmoExpression::markable_104012299::Polarity=positive|num=sg|EmoExpression::markable_104012299::EmoExpression=True|Sentiment::markable_117::Sentiment=True case=dat|gender=neut|num=sg|Target::markable_119::Target=True|Sentiment::markable_117::Sentiment=True case=nom|gender=neut|num=sg|Target::markable_119::Target=True|Sentiment::markable_117::Sentiment=True Sentiment::markable_117::Sentiment=True case=nom|EmoExpression::markable_255::Uncertain=false|gender=neut|EmoExpression::markable_255::Sarcasm=false|EmoExpression::markable_255::EmoExpression=True|num=sg|Sentiment::markable_117::Sentiment=True|EmoExpression::markable_255::Intensity=medium|EmoExpression::markable_255::Polarity=positive|EmoExpression::markable_255::SubjectiveFact=false EmoExpression::markable_255::EmoExpression=True EmoExpression::markable_104012300::Sarcasm=false|EmoExpression::markable_104012300::SubjectiveFact=false|EmoExpression::markable_104012300::EmoExpression=True|EmoExpression::markable_104012300::Uncertain=false|EmoExpression::markable_104012300::Polarity=positive|EmoExpression::markable_104012300::Intensity=medium _ case=acc|gender=masc|num=pl
327415703995023361	negative	RT @flederzombie : Schon seltsam , wie man bei Twitter als bloße Vorstellung in den Köpfen fremder Menschen herumspukt .	RT @flederzombie : schon seltsam , wie man bei Twitter als bloß Vorstellung in die Kopf|Köpfen fremd Mensch herumspuken .	NE NN $. ADV ADJD $, KOUS PIS APPR NN KOKOM ADJA NN APPR ART NN ADJA NN VVFIN $.	2/SB 0/-- 2/-- 5/MO 3/-- 5/-- 19/CP 19/SB 19/MO 9/NK 19/MO 13/NK 11/NK 13/MNR 16/NK 14/NK 18/NK 16/AG 5/MO 19/--	case=nom|*=True|num=sg case=nom|gender=fem|num=sg _ _ EmoExpression::markable_104012301::EmoExpression=True|EmoExpression::markable_104012301::Intensity=medium|EmoExpression::markable_104012301::Polarity=negative|EmoExpression::markable_104012301::SubjectiveFact=false|pos=True|EmoExpression::markable_104012301::Uncertain=false|EmoExpression::markable_104012301::Sarcasm=false _ _ case=nom|*=True|num=sg _ case=dat|gender=masc|num=sg _ case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=pl case=dat|gender=neut|num=pl case=gen|gender=masc|num=pl|pos=True case=gen|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind _
328501685741813760	negative	#telmi Giovanni Guareschi : Die Welt ist voller Leute , die Wasser predigen und Wein trinken . #ItMakesMeHappyWhen	#telmi Giovanni Guareschi : die Welt sein voll Leute , die Wasser predigen und Wein trinken . #ItMakesMeHappyWhen	NN NE NE $. ART NN VAFIN ADJA NN $, ART NN VVINF KON NN VVINF $. ADJA	7/SB 3/PNC 1/NK 3/-- 6/NK 7/SB 0/-- 9/NK 7/PD 9/-- 13/SB 13/OA 9/RC 13/CD 16/OA 14/CJ 16/-- 17/--	case=nom|gender=masc|num=sg case=nom|Sentiment::markable_256::Polarity=negative|Sentiment::markable_256::Intensity=medium|Source::markable_257::Anaphref=empty|gender=masc|num=sg|Source::markable_257::Source=True|Sentiment::markable_256::Sentiment=True|Sentiment::markable_256::Sarcasm=false case=nom|gender=masc|num=sg|Source::markable_257::Source=True|Sentiment::markable_256::Sentiment=True Sentiment::markable_256::Sentiment=True|Source::markable_257::Source=True case=nom|gender=fem|num=sg|Sentiment::markable_256::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_256::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_256::Sentiment=True case=gen|*=True|num=pl|pos=True|Sentiment::markable_256::Sentiment=True case=gen|num=pl|Target::markable_258::Target=True|Target::markable_258::Preferred=true|*=True|Sentiment::markable_256::Sentiment=True|Target::markable_258::Anaphref=empty Sentiment::markable_256::Sentiment=True case=nom|*=True|num=pl|Sentiment::markable_256::Sentiment=True case=acc|EmoExpression::markable_104012302::Sarcasm=false|EmoExpression::markable_104012302::Polarity=negative|gender=neut|EmoExpression::markable_104012302::Uncertain=false|EmoExpression::markable_104012302::Intensity=medium|num=sg|EmoExpression::markable_104012302::EmoExpression=True|Sentiment::markable_256::Sentiment=True|EmoExpression::markable_104012302::SubjectiveFact=false pers=3|num=pl|tense=pres|mood=ind|EmoExpression::markable_104012302::EmoExpression=True|Sentiment::markable_256::Sentiment=True EmoExpression::markable_104012302::EmoExpression=True|Sentiment::markable_256::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_256::Sentiment=True|EmoExpression::markable_104012302::EmoExpression=True EmoExpression::markable_104012302::EmoExpression=True|Sentiment::markable_256::Sentiment=True Sentiment::markable_256::Sentiment=True _
325114343563878400	positive	Mir ist schlecht , ich sollte keine Fefe - Links klicken am Morgen .	ich sein schlecht , ich sollen keine Fefe - Link klicken an Morgen .	PPER VAFIN ADJD $, PPER VMFIN PIAT NN $( NE VVFIN APPRART NN $.	2/SB 0/-- 2/PD 3/-- 6/SB 2/CJ 8/NK 11/SB 8/-- 8/AG 6/OC 11/MO 12/NK 13/--	case=dat|Sentiment::markable_259::Intensity=medium|Source::markable_260::Source=True|*=True|Sentiment::markable_259::Sentiment=True|pers=1|num=sg|Sentiment::markable_259::Polarity=positive|Source::markable_260::Anaphref=empty|Sentiment::markable_259::Sarcasm=false pers=3|Sentiment::markable_259::Sentiment=True|num=sg|tense=pres|mood=ind EmoExpression::markable_120::Uncertain=false|EmoExpression::markable_120::EmoExpression=True|pos=True|EmoExpression::markable_120::Intensity=medium|EmoExpression::markable_120::Polarity=negative|EmoExpression::markable_120::Sarcasm=false|Sentiment::markable_259::Sentiment=True|EmoExpression::markable_120::SubjectiveFact=false Sentiment::markable_259::Sentiment=True case=nom|*=True|Sentiment::markable_259::Sentiment=True|num=sg|pers=1 pers=1|Sentiment::markable_259::Sentiment=True|num=sg|tense=past|mood=ind case=nom|gender=fem|Sentiment::markable_259::Sentiment=True|num=sg case=nom|num=sg|Target::markable_261::Preferred=true|gender=fem|Sentiment::markable_259::Sentiment=True|Target::markable_261::Target=True|Target::markable_261::Anaphref=empty Sentiment::markable_259::Sentiment=True|Target::markable_261::Target=True case=gen|gender=neut|Sentiment::markable_259::Sentiment=True|num=sg|Target::markable_261::Target=True Sentiment::markable_259::Sentiment=True|pos=True case=dat|gender=masc|Sentiment::markable_259::Sentiment=True|num=sg case=dat|gender=masc|Sentiment::markable_259::Sentiment=True|num=sg Sentiment::markable_259::Sentiment=True
318932486803554306	negative	@turtlesonbikes ganz sicherlich nicht ! :D was soll denn der Scheiß !! :D	@turtlesonbikes ganz sicherlich nicht ! :D was sollen denn die Scheiß !! :D	NN ADV ADV PTKNEG $. NN PIS VMFIN ADV ART NN ADJA NN	0/-- 3/MO 4/MO 1/-- 4/-- 8/SB 6/NK 5/-- 8/MO 11/NK 8/SB 11/NK 12/--	case=nom|Sentiment::markable_123::Intensity=strong|Target::markable_124::Anaphref=empty|gender=neut|pos=True|Target::markable_124::Preferred=true|num=sg|Sentiment::markable_123::Polarity=negative|Target::markable_124::Target=True|Sentiment::markable_123::Sentiment=True|Sentiment::markable_123::Sarcasm=false Sentiment::markable_123::Sentiment=True|Intensifier::markable_100500294::Intensifier=True|Intensifier::markable_100500294::Degree=medium|Intensifier::markable_100500294::EmoExpressionRef=emo-expression:markable_100500293 EmoExpression::markable_100500293::EmoExpression=True|EmoExpression::markable_100500293::Intensity=medium|EmoExpression::markable_100500293::Uncertain=false|EmoExpression::markable_100500293::SubjectiveFact=false|EmoExpression::markable_100500293::Polarity=positive|EmoExpression::markable_100500293::Sarcasm=false|Sentiment::markable_123::Sentiment=True Negation::markable_100500295::EmoExpressionRef=emo-expression:markable_100500293|Negation::markable_100500295::Negation=True|Sentiment::markable_123::Sentiment=True Sentiment::markable_123::Sentiment=True case=nom|EmoExpression::markable_121::SubjectiveFact=false|EmoExpression::markable_121::Polarity=positive|gender=fem|EmoExpression::markable_121::EmoExpression=True|num=sg|Sentiment::markable_123::Sentiment=True|EmoExpression::markable_121::Intensity=strong|EmoExpression::markable_121::Uncertain=false|EmoExpression::markable_121::Sarcasm=false case=nom|gender=neut|Sentiment::markable_123::Sentiment=True|num=sg pers=3|Sentiment::markable_123::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_123::Sentiment=True case=nom|EmoExpression::markable_125::EmoExpression=True|gender=masc|num=sg|EmoExpression::markable_125::Polarity=negative|EmoExpression::markable_125::Intensity=strong|EmoExpression::markable_125::Uncertain=false|EmoExpression::markable_125::Sarcasm=false|EmoExpression::markable_125::SubjectiveFact=false|Sentiment::markable_123::Sentiment=True case=nom|gender=masc|Sentiment::markable_123::Sentiment=True|num=sg|EmoExpression::markable_125::EmoExpression=True case=acc|gender=neut|Sentiment::markable_123::Sentiment=True|num=sg|pers=3 case=nom|EmoExpression::markable_122::Polarity=positive|EmoExpression::markable_122::SubjectiveFact=false|EmoExpression::markable_122::Sarcasm=false|gender=fem|EmoExpression::markable_122::EmoExpression=True|num=sg|EmoExpression::markable_122::Uncertain=false|EmoExpression::markable_122::Intensity=strong|Sentiment::markable_123::Sentiment=True
321689883909427200	neutral	Atementspannung : Schaffen Sie es schon , bei 10  anzukommen ? http://t.co/BXwx9SDbx6	Atementspannung : schaffen Sie es schon , bei @card@ ankommen ? http://t.co/BXwx9SDbx6	NN $. VVFIN PPER PPER ADV $, APPR CARD VVIZU $. CARD	3/OA 1/-- 0/-- 3/SB 3/OA 3/MO 6/-- 10/MO 8/NK 5/RE 10/-- 11/--	case=nom|gender=fem|num=sg _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 case=nom|gender=neut|num=sg|pers=3 _ _ _ _ _ _ _
328487389842505728	positive	RT @miss_lautstark : Nein , ich hasse Menschen nicht . Ich empfinde bloß meistens mehr Empathie für fiktionale Charaktere , als für die meisten…	RT @miss_lautstark : nein , ich hassen Mensch nicht . ich empfinden bloß meistens mehr Empathie für fiktionale Charakter , als für die meisten…	NE ADJD $. PTKANT $, PPER VVFIN NN PTKNEG $. PPER VVFIN ADJD ADV PIAT NN APPR ADJA NN $, KOKOM APPR ART ADJA	0/-- 1/PD 2/-- 7/DM 4/-- 7/SB 3/-- 7/OA 7/NG 9/-- 12/SB 10/-- 12/MO 12/MO 16/NK 12/OA 16/MNR 19/NK 17/NK 19/-- 22/CM 15/CC 24/NK 22/NK	case=nom|*=True|num=sg Source::markable_266::Anaphref=empty|Sentiment::markable_126::Polarity=positive|Sentiment::markable_126::Sentiment=True|Sentiment::markable_126::Sarcasm=false|Sentiment::markable_126::Intensity=medium|Source::markable_266::Source=True|pos=True Sentiment::markable_126::Sentiment=True Negation::markable_129::Negation=True|Sentiment::markable_126::Sentiment=True|Negation::markable_129::EmoExpressionRef=empty Sentiment::markable_126::Sentiment=True case=nom|pers=1|num=sg|Sentiment::markable_126::Sentiment=True|Source::markable_130::Source=True|*=True|Source::markable_130::Anaphref=markable_266 EmoExpression::markable_127::SubjectiveFact=false|mood=ind|EmoExpression::markable_127::EmoExpression=True|pers=1|EmoExpression::markable_127::Intensity=strong|num=sg|tense=pres|EmoExpression::markable_127::Uncertain=false|EmoExpression::markable_127::Polarity=negative|Sentiment::markable_126::Sentiment=True|EmoExpression::markable_127::Sarcasm=false case=acc|Target::markable_131::Target=True|num=sg|Sentiment::markable_126::Sentiment=True|gender=masc|Target::markable_131::Anaphref=empty|Target::markable_131::Preferred=true Negation::markable_128::Negation=True|Negation::markable_128::EmoExpressionRef=emo-expression:markable_127|Sentiment::markable_126::Sentiment=True Sentiment::markable_126::Sentiment=True case=nom|Source::markable_171::Anaphref=markable_266|*=True|Source::markable_171::Source=True|pers=1|Sentiment::markable_132::Polarity=positive|num=sg|Sentiment::markable_132::Sentiment=True|Sentiment::markable_132::Intensity=medium|Sentiment::markable_132::Sarcasm=false pers=1|Sentiment::markable_132::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_132::Sentiment=True Sentiment::markable_132::Sentiment=True Intensifier::markable_135::Intensifier=True|*=True|Sentiment::markable_132::Sentiment=True|Intensifier::markable_135::Degree=medium|Intensifier::markable_135::EmoExpressionRef=emo-expression:markable_133 case=acc|EmoExpression::markable_133::Uncertain=false|gender=fem|EmoExpression::markable_133::SubjectiveFact=false|EmoExpression::markable_133::EmoExpression=True|EmoExpression::markable_133::Sarcasm=false|num=sg|Sentiment::markable_132::Sentiment=True|EmoExpression::markable_133::Polarity=positive|EmoExpression::markable_133::Intensity=medium Sentiment::markable_132::Sentiment=True case=acc|gender=neut|Target::markable_136::Target=True|pos=True|Target::markable_136::Anaphref=empty|num=pl|Sentiment::markable_132::Sentiment=True|Target::markable_136::Preferred=true case=acc|gender=neut|num=pl|Sentiment::markable_132::Sentiment=True|Target::markable_136::Target=True Sentiment::markable_132::Sentiment=True Sentiment::markable_132::Sentiment=True Sentiment::markable_132::Sentiment=True case=acc|Target::markable_137::Anaphref=empty|Target::markable_137::Preferred=true|num=sg|Sentiment::markable_132::Sentiment=True|Target::markable_137::Target=True|gender=fem case=acc|num=sg|Sentiment::markable_132::Sentiment=True|Target::markable_137::Target=True|gender=fem|pos=True
329288254186721280	neutral	@goalgetter32 . Unsere gemeinsame Bekannte , die Zahnarztgattin aus Bad Säckingen ist heute in der Bild mit einer neuen Variante der Story .	@goalgetter32 . unser gemeinsam Bekannte , die Zahnarztgattin aus Bad Säckingen sein heute in die Bild mit eine neu Variante die Story .	CARD $. PPOSAT ADJA NN $, ART NN APPR NE NE VAFIN ADV APPR ART NN APPR ART ADJA NN ART NN $.	0/-- 1/-- 5/NK 5/NK 12/SB 5/-- 8/NK 5/APP 8/MNR 11/PNC 9/NK 2/-- 12/MO 12/MO 16/NK 14/NK 16/MNR 20/NK 20/NK 17/NK 22/NK 20/AG 22/--	_ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ gender=neut|*=True case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _
320546630174638080	negative	Boa ist seid heute langweilig !	Boa sein sein heute langweilig !	NN VAFIN VAFIN ADV ADJD $.	2/SB 0/-- 2/PD 3/MO 3/PD 5/--	case=nom|Target::markable_139::Anaphref=empty|Target::markable_139::Preferred=true|gender=fem|num=sg|Sentiment::markable_138::Sentiment=True|Sentiment::markable_138::Sarcasm=false|Sentiment::markable_138::Polarity=negative|Target::markable_139::Target=True|Sentiment::markable_138::Intensity=medium pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_138::Sentiment=True pers=2|num=pl|tense=pres|mood=ind|Sentiment::markable_138::Sentiment=True Sentiment::markable_138::Sentiment=True EmoExpression::markable_140::Sarcasm=false|EmoExpression::markable_140::Uncertain=false|pos=True|EmoExpression::markable_140::Polarity=negative|EmoExpression::markable_140::SubjectiveFact=false|Sentiment::markable_138::Sentiment=True|EmoExpression::markable_140::EmoExpression=True|EmoExpression::markable_140::Intensity=medium Sentiment::markable_138::Sentiment=True
320783857253228545	neutral	Mo . , 8.4 . : Um 9 Uhr trifft sich " Z'sämme walken " wieder an den Tennisplätzen , um 19.30 Uhr heißt es wieder " Z'sämme tanzen " im Bürgersaal .	Mo . , @card@ . : um 9 Uhr treffen sich " Z'sämme Walke " wieder an die Tennisplatz , um 19.30 Uhr heißen es wieder " Z'sämme tanzen " in Bürgersaal .	NE $. $, CARD $. $. APPR CARD NN VVFIN PRF $( NN NN $( ADV APPR ART NN $, APPR CARD NN VVFIN PPER ADV $( NN VVINF $( APPRART NN $.	0/-- 1/-- 7/-- 3/NK 4/-- 5/-- 10/MO 9/NK 7/NK 2/-- 10/OA 11/-- 10/MO 13/NK 14/-- 10/MO 10/MO 19/NK 17/NK 19/-- 24/MO 23/NK 21/NK 10/CJ 24/EP 24/MO 26/-- 29/OA 26/MO 29/-- 24/MO 31/NK 32/--	case=nom|*=True|num=sg _ _ _ _ _ _ _ case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl _ _ _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl _ _ _ case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ _ case=nom|gender=masc|num=pl _ _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _
321973180292022272	neutral	Bandcontest im Bastard Club : Fünf Bands ein Platz : Osnabrück / Sulingen - Stoner Rock oder Punk ' n Roll ? A ... http://t.co/QtqzWnkvyN ( yh )	Bandcontest in Bastard Club : fünf Band eine Platz : Osnabrück / Sulingen - Stoner Rock oder Punk ' n rollen ? A ... http://t.co/QtqzWnkvyN ( yh )	NN APPRART NN NN $. CARD NN ART NN $. NE $( NE $( ADJA NN KON NN $( VVPP VVIMP $. NN $. NE $( ADJA $(	20/MO 1/MNR 2/NK 3/NK 4/-- 7/NK 1/SB 9/NK 20/OA 9/-- 9/SB 11/-- 11/CJ 13/-- 16/NK 11/PAR 16/CD 17/CJ 18/-- 0/-- 20/PAR 21/-- 22/-- 23/-- 23/MO 25/-- 25/UC 27/--	pos=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=pl case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ *=True|pos=True case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg _ _ _ _ _ _ _ _ case=acc|gender=masc|num=pl|pos=True _
327985340847624193	neutral	Bei einem halbstündigen Feuergefecht zwischen Sicherheitspersonal und Aufständischen wurden in der südlichen ... http://t.co/KRdcmKvdON	bei eine halbstündig Feuergefecht zwischen Sicherheitspersonal und Aufständische werden in die südlich ... http://t.co/KRdcmKvdON	APPR ART ADJA NN APPR NN KON NN VAFIN APPR ART ADJA $. NN	9/MO 4/NK 4/NK 1/NK 4/MNR 5/NK 6/CD 7/CJ 0/-- 1/CJ 12/NK 10/NK 12/-- 13/--	_ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg pers=3|num=pl|tense=past|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True _ _
320338804336627712	neutral	@Pilgazman Dan wey dem fine all dem pics hahha	@Pilgazman Dan wey die fine alle die pics hahha	NN NE NE ART NN PIAT ART NN NE	0/-- 3/PNC 1/-- 5/NK 3/APP 5/NK 8/NK 5/APP 8/NK	_ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg *=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg
318746991612026881	negative	http://t.co/68rARiSFSM fällt mir nichts ein - sorry ... — Oke http://t.co/82Kew7ZzI2	http://t.co/68rARiSFSM fallen|fällen ich nichts eine - sorry ... — Oke http://t.co/82Kew7ZzI2	NN VVFIN PPER PIS ART $( NN $. NN NE CARD	2/SB 0/-- 2/DA 2/OA 7/NK 5/-- 2/OA 7/-- 8/-- 9/-- 10/PNC	case=nom|gender=fem|num=sg Sentiment::markable_141::Polarity=negative|mood=ind|Target::markable_142::Target=True|Sentiment::markable_141::Sentiment=True|Sentiment::markable_141::Intensity=medium|Sentiment::markable_141::Sarcasm=false|pers=3|Target::markable_142::Anaphref=empty|Target::markable_142::Preferred=true|num=sg|tense=pres case=dat|pers=1|num=sg|Target::markable_142::Target=True|Sentiment::markable_141::Sentiment=True|*=True gender=neut|Sentiment::markable_141::Sentiment=True|*=True|Target::markable_142::Target=True case=nom|gender=neut|Sentiment::markable_141::Sentiment=True|num=sg|Target::markable_142::Target=True Sentiment::markable_141::Sentiment=True EmoExpression::markable_104012303::SubjectiveFact=false|EmoExpression::markable_104012303::Polarity=positive|EmoExpression::markable_104012303::Sarcasm=false|Sentiment::markable_141::Sentiment=True|EmoExpression::markable_104012303::Uncertain=false|EmoExpression::markable_104012303::EmoExpression=True|EmoExpression::markable_104012303::Intensity=medium _ _ case=nom|*=True|num=sg _
