311903717236555777	positive	RT @GERLittleMix : Wir haben einen neuen Papst :)	RT @GERLittleMix : wir haben eine neu Papst :)	NE ADJD $. PPER VAFIN ART ADJA NN ADJA	0/-- 1/PD 2/-- 5/SB 3/-- 8/NK 8/NK 5/OA 5/MO	case=nom|*=True|num=sg Sentiment::markable_1::Sarcasm=false|Source::markable_2::Source=True|Sentiment::markable_1::Polarity=positive|Source::markable_2::Anaphref=empty|Sentiment::markable_1::Intensity=medium|pos=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True case=nom|Target::markable_3::Anaphref=empty|*=True|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True|pers=1|num=pl|Target::markable_3::Target=True pers=1|num=pl|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::Polarity=positive|Sentiment::markable_1::Sentiment=True
311938324644384769	positive	RT @istuetzle : Er war ja schon während der Militärdiktatur so bescheiden , der neue #Papst #Franziskus http://t.co/PvveUgOfni	RT @istuetzle : er sein ja schon während die Militärdiktatur so bescheiden , die neu #Papst #Franziskus http://t.co/PvveUgOfni	NE NN $. PPER VAFIN ADV ADV APPR ART NN ADV ADJD $, ART ADJA NN NN NE	2/SB 0/-- 2/-- 5/SB 3/-- 5/MO 5/MO 5/MO 10/NK 8/NK 12/MO 5/PD 12/-- 16/NK 16/NK 12/PAR 16/NK 17/NK	case=nom|*=True|num=sg case=nom|Source::markable_176::Source=True|Sentiment::markable_175::Polarity=positive|*=True|Sentiment::markable_175::Sentiment=True|Sentiment::markable_175::Sarcasm=false|num=sg|Source::markable_176::Anaphref=empty|Sentiment::markable_175::Intensity=medium Sentiment::markable_175::Sentiment=True case=nom|Target::markable_177::Target=True|gender=masc|Sentiment::markable_175::Sentiment=True|pers=3|num=sg|Target::markable_177::Anaphref=markable_179|Target::markable_177::Preferred=true pers=3|num=sg|tense=past|mood=ind|Sentiment::markable_175::Sentiment=True Sentiment::markable_175::Sentiment=True Sentiment::markable_175::Sentiment=True Sentiment::markable_175::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_175::Sentiment=True case=dat|EmoExpression::markable_104011548::Uncertain=false|EmoExpression::markable_104011548::Intensity=medium|EmoExpression::markable_104011548::Sarcasm=false|EmoExpression::markable_104011548::Polarity=negative|gender=fem|Sentiment::markable_175::Sentiment=True|EmoExpression::markable_104011548::EmoExpression=True|num=sg|EmoExpression::markable_104011548::SubjectiveFact=true Sentiment::markable_175::Sentiment=True EmoExpression::markable_178::Polarity=positive|EmoExpression::markable_178::SubjectiveFact=false|EmoExpression::markable_178::EmoExpression=True|EmoExpression::markable_178::Sarcasm=false|pos=True|Sentiment::markable_175::Sentiment=True|EmoExpression::markable_178::Intensity=medium|EmoExpression::markable_178::Uncertain=false Sentiment::markable_175::Sentiment=True case=nom|num=sg|Target::markable_179::Preferred=true|gender=masc|Target::markable_179::Target=True|Sentiment::markable_175::Sentiment=True|Target::markable_179::Anaphref=empty case=nom|num=sg|gender=masc|Target::markable_179::Target=True|pos=True|Sentiment::markable_175::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_175::Sentiment=True|Target::markable_179::Target=True case=nom|gender=masc|num=sg|Sentiment::markable_175::Sentiment=True|Target::markable_179::Target=True case=nom|gender=masc|num=sg
311916201397866496	positive	Bei mir auf der Straßen jubeln sie . Ich hab das Licht im Wohnzimmer angemacht . #Papst	bei ich auf die Straße jubeln sie . ich haben die Licht in Wohnzimmer anmachen . #Papst	APPR PPER APPR ART NN VVFIN PPER $. PPER VAIMP ART NN APPRART NN VVPP $. NN	6/MO 1/NK 2/MNR 5/NK 3/NK 0/-- 6/SB 7/-- 15/SB 15/NK 12/NK 15/OA 15/MO 13/NK 8/-- 15/-- 16/--	_ case=dat|*=True|num=sg|pers=1 _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg EmoExpression::markable_180::Sarcasm=false|EmoExpression::markable_180::Uncertain=false|mood=ind|EmoExpression::markable_180::SubjectiveFact=false|pers=3|num=pl|tense=pres|EmoExpression::markable_180::Intensity=medium|EmoExpression::markable_180::EmoExpression=True|EmoExpression::markable_180::Polarity=positive case=nom|*=True|num=pl|pers=3 _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ _
311938159569141760	mixed	@arminauth Och finde ja , gegen die Schwulenehe als Kardinal zu sein ist erwartbar und kein Hass . Ein lächelnder Papst . Gut .	@arminauth Och finden ja , gegen die Schwulenehe als Kardinal zu sein sein erwartbar und keine Hass . eine lächelnd Papst . gut .	NN NN VVFIN ADV $, APPR ART NN KOKOM NN PTKZU VAINF VAFIN ADJD KON PIAT NN $. ART ADJA NN $. ADJD $.	0/-- 3/SB 1/-- 3/MO 4/-- 3/MO 8/NK 6/NK 13/CM 12/PD 12/PM 13/SB 8/CC 13/PD 8/CD 17/NK 15/CJ 17/-- 21/NK 21/NK 18/-- 21/-- 22/-- 23/--	case=nom|gender=fem|num=sg case=nom|*=True|num=sg|pers=1 pers=3|num=sg|tense=pres|mood=subj _ _ Sentiment::markable_181::Polarity=negative|EmoExpression::markable_182::Sarcasm=false|Sentiment::markable_181::Intensity=medium|EmoExpression::markable_182::Polarity=negative|EmoExpression::markable_182::Intensity=medium|Sentiment::markable_181::Sentiment=True|Sentiment::markable_181::Sarcasm=false|EmoExpression::markable_182::Uncertain=false|EmoExpression::markable_182::SubjectiveFact=false|EmoExpression::markable_182::EmoExpression=True case=acc|Target::markable_183::Target=True|num=sg|Target::markable_183::Preferred=true|gender=fem|Target::markable_183::Anaphref=empty|Sentiment::markable_181::Sentiment=True case=acc|gender=fem|num=sg|Target::markable_183::Target=True|Sentiment::markable_181::Sentiment=True Sentiment::markable_181::Sentiment=True case=nom|num=sg|Source::markable_184::Source=True|gender=masc|Source::markable_184::Anaphref=empty|Sentiment::markable_181::Sentiment=True Sentiment::markable_181::Sentiment=True Sentiment::markable_181::Sentiment=True pers=3|num=sg|tense=pres|mood=ind pos=True _ case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_104011549::Intensity=medium|EmoExpression::markable_104011549::SubjectiveFact=true|EmoExpression::markable_104011549::EmoExpression=True|gender=masc|EmoExpression::markable_104011549::Sarcasm=false|num=sg|EmoExpression::markable_104011549::Polarity=negative|EmoExpression::markable_104011549::Uncertain=false _ case=nom|Target::markable_186::Anaphref=empty|Target::markable_186::Preferred=true|Sentiment::markable_185::Polarity=positive|gender=masc|Sentiment::markable_185::Sentiment=True|Sentiment::markable_185::Sarcasm=false|Sentiment::markable_185::Intensity=medium|num=sg|Target::markable_186::Target=True case=nom|num=sg|Target::markable_186::Target=True|gender=masc|Sentiment::markable_185::Sentiment=True|pos=True case=nom|gender=masc|Sentiment::markable_185::Sentiment=True|num=sg|Target::markable_186::Target=True Sentiment::markable_185::Sentiment=True EmoExpression::markable_187::EmoExpression=True|Sentiment::markable_185::Sentiment=True|EmoExpression::markable_187::Intensity=medium|pos=True|EmoExpression::markable_187::Uncertain=false|EmoExpression::markable_187::Sarcasm=false|EmoExpression::markable_187::SubjectiveFact=false|EmoExpression::markable_187::Polarity=positive Sentiment::markable_185::Sentiment=True
311916645222334464	positive	Ich finde es gut dass der #pabst zur Prime Time verkündet wird , die katholische Kirche geht endlich mit der zeit !	ich finden es gut dass die #pabst zu Prime Time verkünden werden , die katholisch Kirche gehen endlich mit die zeit !	PPER VVFIN PPER ADJD KOUS ART NN APPRART FM NE VVPP VAFIN $, ART ADJA NN VVFIN ADV APPR ART APPR $.	2/SB 0/-- 2/OA 11/MO 12/CP 7/NK 12/SB 7/MNR 10/PNC 8/NK 12/OC 2/MO 12/-- 16/NK 16/NK 17/SB 2/CJ 17/MO 17/MO 19/NK 20/MNR 21/--	case=nom|Source::markable_190::Anaphref=empty|Sentiment::markable_189::Sentiment=True|Sentiment::markable_189::Polarity=positive|*=True|Source::markable_190::Source=True|Sentiment::markable_189::Intensity=medium|pers=1|num=sg|Sentiment::markable_189::Sarcasm=false pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_189::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_189::Sentiment=True|pers=3 EmoExpression::markable_191::Sarcasm=false|Sentiment::markable_189::Sentiment=True|EmoExpression::markable_191::Polarity=positive|EmoExpression::markable_191::Intensity=medium|pos=True|EmoExpression::markable_191::Uncertain=false|EmoExpression::markable_191::SubjectiveFact=false|EmoExpression::markable_191::EmoExpression=True Sentiment::markable_189::Sentiment=True case=nom|num=sg|Target::markable_192::Target=True|Sentiment::markable_189::Sentiment=True|gender=masc|Target::markable_192::Anaphref=empty|Target::markable_192::Preferred=true case=nom|gender=masc|num=sg|Target::markable_192::Target=True|Sentiment::markable_189::Sentiment=True case=dat|gender=fem|num=sg|Target::markable_192::Target=True|Sentiment::markable_189::Sentiment=True case=dat|gender=fem|num=sg|Target::markable_192::Target=True|Sentiment::markable_189::Sentiment=True case=nom|*=True|num=sg|Target::markable_192::Target=True|Sentiment::markable_189::Sentiment=True Target::markable_192::Target=True|Sentiment::markable_189::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_189::Sentiment=True|Target::markable_192::Target=True _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=fem|num=sg _ _
312188065068244992	negative	Der neue Papst ist einer der Menschen , bei denen ich hoffe , dass er sehr bald und sehr qualvoll verreckt .	die neu Papst sein eine die Mensch , bei die ich hoffen , dass er sehr bald und sehr qualvoll verrecken .	ART ADJA NN VAFIN PIS ART NN $, APPR PRELS PPER VVFIN $, KOUS PPER ADV ADV KON ADV ADJD VVPP $.	3/NK 3/NK 4/SB 0/-- 4/PD 7/NK 5/AG 7/-- 12/MO 9/NK 12/SB 7/RC 12/-- 21/CP 21/SB 17/MO 21/MO 17/CD 20/MO 18/CJ 7/PAR 21/--	case=nom|Target::markable_194::Anaphref=empty|Sentiment::markable_193::Sarcasm=false|Sentiment::markable_193::Polarity=negative|gender=masc|Target::markable_194::Preferred=true|Sentiment::markable_193::Intensity=strong|num=sg|Sentiment::markable_193::Sentiment=True|Target::markable_194::Target=True case=nom|num=sg|Sentiment::markable_193::Sentiment=True|gender=masc|Target::markable_194::Target=True|pos=True case=nom|gender=masc|num=sg|Target::markable_194::Target=True|Sentiment::markable_193::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_193::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_193::Sentiment=True case=gen|gender=masc|num=pl|Sentiment::markable_193::Sentiment=True case=gen|gender=masc|num=pl|Sentiment::markable_193::Sentiment=True Sentiment::markable_193::Sentiment=True Sentiment::markable_193::Sentiment=True case=dat|gender=masc|num=pl|Sentiment::markable_193::Sentiment=True case=nom|pers=1|num=sg|Sentiment::markable_193::Sentiment=True|Source::markable_195::Source=True|*=True|Source::markable_195::Anaphref=empty EmoExpression::markable_196::Polarity=positive|mood=ind|EmoExpression::markable_196::EmoExpression=True|EmoExpression::markable_196::Sarcasm=false|pers=1|num=sg|tense=pres|Sentiment::markable_193::Sentiment=True|EmoExpression::markable_196::Intensity=medium|EmoExpression::markable_196::SubjectiveFact=false|EmoExpression::markable_196::Uncertain=false Sentiment::markable_193::Sentiment=True Sentiment::markable_193::Sentiment=True case=nom|gender=masc|pers=3|num=sg|Sentiment::markable_193::Sentiment=True|Target::markable_197::Preferred=true|Target::markable_197::Target=True|Target::markable_197::Anaphref=markable_194 Sentiment::markable_193::Sentiment=True Sentiment::markable_193::Sentiment=True Sentiment::markable_193::Sentiment=True Sentiment::markable_193::Sentiment=True EmoExpression::markable_198::SubjectiveFact=false|pos=True|EmoExpression::markable_198::Polarity=negative|EmoExpression::markable_198::Intensity=medium|EmoExpression::markable_198::Uncertain=false|EmoExpression::markable_198::Sarcasm=false|Sentiment::markable_193::Sentiment=True|EmoExpression::markable_198::EmoExpression=True EmoExpression::markable_199::SubjectiveFact=false|EmoExpression::markable_199::Intensity=medium|Sentiment::markable_193::Sentiment=True|EmoExpression::markable_199::EmoExpression=True|EmoExpression::markable_199::Sarcasm=false|EmoExpression::markable_199::Uncertain=false|EmoExpression::markable_199::Polarity=negative Sentiment::markable_193::Sentiment=True
311923642927812609	neutral	@ZDF Es gibt kein Spaß mit #Papst . Seien Sie bitte ein bisschen ernst .	@ZDF es geben keine Spaß mit #Papst . sein Sie bitte eine bisschen ernst .	NN PPER VVFIN PIAT NN APPR NN $. VAFIN PPER ADV ART PIS PTKVZ $.	0/-- 3/EP 1/-- 5/NK 3/OA 5/MNR 6/NK 7/-- 8/-- 9/SB 9/MO 13/NK 9/MO 9/MO 14/--	case=nom|gender=fem|num=sg case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=dat|gender=fem|num=sg _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 _ gender=neut|*=True _ _ _
311918956963311617	neutral	es ist also jorgeeee von #gntm geworden. nun denn ... #papst	es sein also jorgeeee von #gntm geworden. nun denn ... #papst	PPER VAFIN ADV ADJD APPR NE NE ADV ADV $. NN	2/SB 0/-- 2/MO 2/PD 4/PG 7/PNC 5/NK 2/MO 2/MO 9/-- 10/--	case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ pos=True _ case=dat|*=True|num=sg case=dat|*=True|num=sg _ _ _ case=nom|gender=masc|num=sg
311934179300483072	neutral	RT @Schmmmiddelinho : Hoffe , der neue Papst beeilt sich . Champions League startet in einer halben Stunde ... #cl @ZDFsport	RT @Schmmmiddelinho : hoffen , die neu Papst beeilen sich . Champions League starten in eine halb Stunde ... #cl @ZDFsport	NE NE $. VVFIN $, ART ADJA NN VVFIN PRF $. NE NE VVFIN APPR ART ADJA NN $. NN NN	2/PNC 0/-- 2/-- 9/MO 4/-- 8/NK 8/NK 9/SB 3/-- 9/OA 10/-- 13/AG 14/SB 11/-- 14/MO 18/NK 18/NK 15/NK 18/-- 19/-- 20/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ pers=3|num=sg|tense=past|mood=subj _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ case=gen|*=True|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311922132198244353	positive	Er hat eine nette Stimme , der gute Franziskus #Papst	er haben eine nett Stimme , die gut Franziskus #Papst	PPER VAFIN ART ADJA NN $, ART ADJA NE NN	2/SB 0/-- 5/NK 5/NK 2/OA 5/-- 9/NK 9/NK 2/OA 9/PNC	case=nom|Sentiment::markable_200::Polarity=positive|Sentiment::markable_200::Sentiment=True|gender=masc|Sentiment::markable_200::Intensity=medium|Sentiment::markable_200::Sarcasm=false|pers=3|num=sg pers=3|Sentiment::markable_200::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|num=sg|Sentiment::markable_200::Sentiment=True|Target::markable_201::Preferred=true|gender=fem|Target::markable_201::Anaphref=empty|Target::markable_201::Target=True case=acc|EmoExpression::markable_202::Intensity=medium|Sentiment::markable_200::Sentiment=True|EmoExpression::markable_202::Uncertain=false|gender=fem|pos=True|EmoExpression::markable_202::SubjectiveFact=false|num=sg|EmoExpression::markable_202::Sarcasm=false|EmoExpression::markable_202::Polarity=positive|EmoExpression::markable_202::EmoExpression=True|Target::markable_201::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_200::Sentiment=True|Target::markable_201::Target=True _ case=nom|Target::markable_205::Anaphref=empty|Target::markable_205::Preferred=true|Sentiment::markable_203::Sarcasm=false|Sentiment::markable_203::Polarity=positive|gender=masc|Sentiment::markable_203::Intensity=medium|num=sg|Sentiment::markable_203::Sentiment=True|Target::markable_205::Target=True case=nom|EmoExpression::markable_204::SubjectiveFact=false|gender=masc|EmoExpression::markable_204::Intensity=medium|pos=True|EmoExpression::markable_204::Uncertain=false|EmoExpression::markable_204::Sarcasm=false|EmoExpression::markable_204::EmoExpression=True|EmoExpression::markable_204::Polarity=positive|num=sg|Sentiment::markable_203::Sentiment=True|Target::markable_205::Target=True case=nom|gender=masc|num=sg|Sentiment::markable_203::Sentiment=True|Target::markable_205::Target=True case=nom|gender=masc|num=sg
311902494190088192	positive	Weißer Rauch aus der Sixtinischen Kapelle ! Der neue Papst ist gewählt ! Alle Infos hier : http://t.co/QmeXyBihz9 #konklave #papst #wahl	weiß Rauch aus die Sixtinische Kapelle ! die neu Papst sein wählen ! alle Info hier : http://t.co/QmeXyBihz9 #konklave #papst #wahl	ADJA NN APPR ART NN NN $. ART ADJA NN VAFIN VVPP $. PIAT NN ADV $. CARD NN NN NN	2/NK 0/-- 2/MNR 6/NK 6/NK 3/NK 6/-- 10/NK 10/NK 11/SB 7/-- 11/PD 12/-- 15/NK 13/-- 15/MNR 16/-- 19/NK 16/PAR 19/NK 15/PD	case=nom|EmoExpression::markable_104011550::Uncertain=false|EmoExpression::markable_104011550::Polarity=positive|EmoExpression::markable_104011550::Sarcasm=false|gender=masc|pos=True|num=sg|EmoExpression::markable_104011550::Intensity=medium|EmoExpression::markable_104011550::SubjectiveFact=true|EmoExpression::markable_104011550::EmoExpression=True case=nom|gender=masc|num=sg|EmoExpression::markable_104011550::EmoExpression=True _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl _ _ _ case=nom|gender=neut|num=pl gender=masc|*=True|num=sg case=nom|gender=fem|num=sg
311917909863718912	negative	Hat der einen Schlaganfall oder ist er nur besoffen ? #Papst	haben die einen Schlaganfall oder sein er nur besaufen ? #Papst	VAFIN ART ADJA NN KON VAFIN PPER ADV VVPP $. NN	0/-- 4/NK 4/NK 1/SB 1/CD 5/CJ 6/SB 9/MO 6/PD 9/-- 10/--	pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_104011551::Intensity=medium|EmoExpression::markable_104011551::Polarity=negative|EmoExpression::markable_104011551::Sarcasm=false|gender=masc|EmoExpression::markable_104011551::SubjectiveFact=true|num=sg|EmoExpression::markable_104011551::EmoExpression=True|EmoExpression::markable_104011551::Uncertain=false _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 _ EmoExpression::markable_104011552::Polarity=negative|EmoExpression::markable_104011552::Sarcasm=false|EmoExpression::markable_104011552::Uncertain=false|EmoExpression::markable_104011552::Intensity=medium|EmoExpression::markable_104011552::SubjectiveFact=true|EmoExpression::markable_104011552::EmoExpression=True _ _
311954546320625664	neutral	RT @optikschrei : + + + + Habemus Batman : Neuer Papst entscheidet sich für ungewöhnlichen Namen + + + + #newstweet	RT @optikschrei : + + + + Habemus Batman : neu Papst entscheiden sich für ungewöhnlich Name + + + + #newstweet	NE NN $. KON KON KON KON NN NE $. ADJA NN VVFIN PRF APPR ADJA NN KON KON KON KON ADJA	2/SB 0/-- 2/-- 13/JU 4/CD 5/CD 6/CD 7/CJ 8/NK 9/-- 12/NK 13/SB 3/-- 13/OA 13/MO 17/NK 15/NK 13/MO 18/CD 19/CD 20/CD 21/CJ	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ _ _ _
311920837181722624	neutral	RT @joachimriedl : ZDF weist gerade darauf hin : Gleich spielt in CL Bayern München vs Arsenal . Papst soll sich deshalb beeilen	RT @joachimriedl : ZDF weisen gerade darauf hin : gleich spielen in CL Bayern München V Arsenal . Papst sollen sich deshalb beeilen	NE NN $. NE VVFIN ADV PAV PTKVZ $. ADJD VVFIN APPR NE NE NE NN NN $. NN VMFIN PRF PAV VVFIN	2/SB 0/-- 2/-- 5/SB 3/-- 5/MO 14/NK 5/SVP 8/-- 11/MO 5/CJ 11/MO 12/NK 13/CD 14/NK 11/SB 11/OA 17/-- 20/SB 18/-- 23/OA 23/NK 20/OC	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ _ pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _
311907491007057920	neutral	Stimmt , am 13.3 . 13  auch nicht “ @SatireLupe : Am 13.  3.  13  sollte man keinen Papst wählen . Aus Prinzip”	stimmen , an @card@ . @card@ auch nicht “ @SatireLupe : an @card@ @card@ @card@ sollen man keine Papst wählen . aus Prinzip”	VVFIN $, APPRART CARD $. CARD ADV PTKNEG ADJA NN $. APPRART CARD CARD CARD VMFIN PIS PIAT NN VVINF $. APPR ADJA	10/NK 1/-- 9/MO 3/NK 4/-- 9/MO 9/MO 9/NG 1/CJ 0/-- 10/-- 16/MO 15/NMC 15/NMC 12/NK 11/-- 16/SB 19/NK 20/OA 16/OC 20/-- 21/-- 22/NK	pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=masc|num=sg _ _ _ _ _ case=acc|gender=masc|num=pl|pos=True case=acc|gender=masc|num=pl _ case=dat|gender=masc|num=sg _ _ _ pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ _ *=True|pos=True
311918869272997889	neutral	Er heißt zwar Jorge . Aber bitte lass ihn keine Highheel anhaben !! #Papst	er heißen zwar Jorge . aber bitte laß er keine Highheel anhaben !! #Papst	PPER VVFIN ADV NE $. KON ADV ADJD PPER PIAT NN VVFIN ADJA NN	2/SB 0/-- 2/MO 2/MO 4/-- 12/JU 8/MO 12/MO 12/OA2 11/NK 12/SB 5/-- 12/MO 13/--	case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg _ _ _ pos=True case=acc|gender=masc|num=sg|pers=3 case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=acc|gender=masc|num=sg|pos=True _
311913615689142273	neutral	RT @DjJEM : RT @nietvannoeten : habemus papam ! in katholischen jungs - internaten wird ab heute wieder mit dem rücken zur wand geschlafen # p ...	RT @DjJEM : RT @nietvannoeten : habemus papam ! in katholisch Jungs - Internat werden ab heute wieder mit die rücken zu winden schlafen # p ...	NE NN $. NE NN $. NN ADJD $. APPR ADJA NN $( NN VAFIN ADV ADV ADV APPR ART VVFIN APPRART VVFIN VVPP XY NE $.	2/SB 0/-- 2/-- 5/SB 3/-- 5/-- 6/-- 7/PD 8/-- 23/MO 12/NK 10/NK 12/-- 12/CJ 9/-- 24/MO 24/MO 24/MO 24/MO 21/NK 19/NK 21/MO 21/MO 15/OC 26/PNC 24/MO 26/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=sg pers=3|num=pl|tense=past|mood=ind _ _ pos=True _ _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=pl|pers=3 pers=3|num=sg|tense=pres|mood=ind _ _ _ _ case=dat|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ _ _
311873666902269952	positive	Vettels neues Auto heißt " Hungry Heidi " . Wäre auch ein hübscher Name für den neuen Papst . #f1	Vettels neu Auto heißen " Hungry Heidi " . sein auch eine hübsch Name für die neu Papst . #f1	NN ADJA NN VVFIN $( NE NE $( $. VAFIN ADV ART ADJA NN APPR ART ADJA NN $. CARD	3/AG 3/NK 4/SB 0/-- 4/-- 7/PNC 4/SB 7/-- 8/-- 9/-- 14/MO 14/NK 14/NK 10/PD 14/MNR 18/NK 18/NK 15/NK 18/-- 19/--	case=nom|gender=neut|num=pl case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|Target::markable_206::Target=True|num=sg|gender=fem|Target::markable_206::Preferred=true|Target::markable_206::Anaphref=empty case=nom|gender=fem|Target::markable_206::Target=True|num=sg _ _ Sentiment::markable_206::Polarity=positive|mood=subj|Sentiment::markable_206::Sentiment=True|Sentiment::markable_206::Sarcasm=false|pers=3|Sentiment::markable_206::Intensity=medium|num=sg|tense=past Sentiment::markable_206::Sentiment=True case=nom|num=sg|Target::markable_208::Anaphref=markable_207|Target::markable_208::Preferred=true|Target::markable_208::Target=True|gender=masc|Sentiment::markable_206::Sentiment=True case=nom|EmoExpression::markable_209::EmoExpression=True|Target::markable_208::Target=True|gender=masc|Sentiment::markable_206::Sentiment=True|pos=True|EmoExpression::markable_209::Polarity=positive|EmoExpression::markable_209::SubjectiveFact=false|num=sg|EmoExpression::markable_209::Intensity=medium|EmoExpression::markable_209::Uncertain=false|EmoExpression::markable_209::Sarcasm=false case=nom|gender=masc|Target::markable_208::Target=True|num=sg|Sentiment::markable_206::Sentiment=True Sentiment::markable_206::Sentiment=True case=acc|gender=masc|Sentiment::markable_206::Sentiment=True|num=sg case=acc|gender=masc|Sentiment::markable_206::Sentiment=True|num=sg|pos=True case=acc|gender=masc|Sentiment::markable_206::Sentiment=True|num=sg _ _
