383645778335789056	positive	@wom_75 @ProSieben Geiiilll !!! Ist so die Geile Serie !! :)	@wom_75 @ProSieben Geiiilll !!! sein so die geil Serie !! :)	NN ADJD ADJA NN VAFIN ADV ART ADJA NN ADJD ADJA	0/-- 1/-- 4/NK 2/-- 4/-- 10/MO 9/NK 9/NK 5/SB 5/PD 10/--	case=nom|gender=masc|num=sg _ Sentiment::markable_1::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=strong|EmoExpression::markable_2::Sarcasm=false|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=strong|EmoExpression::markable_2::EmoExpression=True Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True case=nom|Target::markable_4::Preferred=true|num=sg|Target::markable_4::Anaphref=empty|gender=fem|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True case=nom|EmoExpression::markable_3::EmoExpression=True|gender=fem|Target::markable_4::Target=True|EmoExpression::markable_3::SubjectiveFact=false|pos=True|EmoExpression::markable_3::Sarcasm=false|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Intensity=strong|num=sg|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::Uncertain=false case=nom|gender=fem|num=sg|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True pos=True|Sentiment::markable_1::Sentiment=True EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Polarity=positive|EmoExpression::markable_5::Uncertain=false|Sentiment::markable_1::Sentiment=True
375423694387961856	mixed	Anne Will : " Syrien vor dem Angriff - bringen diese Bomben den Frieden ? " | 28.08 . 2013  [ HD ] | @scoopit http://t.co/k3LkbqRYhl	Anne wollen : " Syrien vor die Angriff - bringen dies Bombe|Bomben die Frieden ? " | @card@ . @card@ [ HD ] | @scoopit http://t.co/k3LkbqRYhl	NE VMFIN $. $( NE APPR ART NN $( VVFIN PDAT NN ART NN $. $( XY CARD $. CARD $( NE $( XY NN NN	2/SB 10/PAR 2/-- 3/-- 2/SB 2/MO 8/NK 6/NK 8/-- 0/-- 12/NK 10/SB 14/NK 10/OA 14/-- 15/-- 24/PNC 16/-- 18/-- 24/PNC 20/-- 16/-- 22/-- 16/-- 16/-- 25/--	case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=neut|num=sg _ case=dat|gender=masc|num=sg case=dat|EmoExpression::markable_200::Polarity=negative|EmoExpression::markable_200::Intensity=medium|gender=masc|EmoExpression::markable_200::Uncertain=false|EmoExpression::markable_200::Sarcasm=false|EmoExpression::markable_200::SubjectiveFact=true|num=sg|EmoExpression::markable_200::EmoExpression=True _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=fem|num=pl case=nom|EmoExpression::markable_201::Sarcasm=false|EmoExpression::markable_201::Polarity=negative|gender=fem|EmoExpression::markable_201::Intensity=medium|num=pl|EmoExpression::markable_201::Uncertain=false|EmoExpression::markable_201::SubjectiveFact=true|EmoExpression::markable_201::EmoExpression=True case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_199::EmoExpression=True|EmoExpression::markable_199::Sarcasm=false|gender=masc|EmoExpression::markable_199::Polarity=positive|EmoExpression::markable_199::SubjectiveFact=false|num=sg|EmoExpression::markable_199::Intensity=medium|EmoExpression::markable_199::Uncertain=false _ _ _ _ _ _ _ _ _ _ _ _
350205711675961344	negative	@flegels @flexi_bell das schaffen nur #Piraten . Eine nicht besetzte Stelle vor der nicht Besetzung nicht zu besetzen .	@flegels @flexi_bell die schaffen nur #Piraten . eine nicht besetzt Stelle vor die nicht Besetzung nicht zu besetzen .	NN NN PDS VVFIN ADV NN $. ART PTKNEG ADJA NN APPR ART PTKNEG NN PTKNEG PTKZU VVINF $.	0/-- 1/-- 4/OA 2/-- 6/MO 4/OA 6/-- 11/NK 10/NG 11/NK 18/OA 18/MO 15/NK 15/NG 12/NK 18/NG 18/PM 7/-- 18/--	_ pos=True case=acc|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind _ case=nom|gender=masc|num=pl _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ case=dat|EmoExpression::markable_104013225::Uncertain=false|gender=fem|EmoExpression::markable_104013225::Intensity=medium|EmoExpression::markable_104013225::EmoExpression=True|num=sg|EmoExpression::markable_104013225::Sarcasm=false|EmoExpression::markable_104013225::SubjectiveFact=true|EmoExpression::markable_104013225::Polarity=negative _ _ _ _
370679189172531200	mixed	RT @ThomasMichael71 : . @Suedelbien Ihr #aufschrei-Tanten habt die FDP wieder stark gemacht . Ich hasse euch !	RT @ThomasMichael71 : . @Suedelbien ihr #aufschrei-Tanten haben die FDP wieder stark machen . ich hassen ihr !	NE NN $. $. NN PPOSAT NN VAFIN ART NE ADV ADJD VVPP $. PPER VVFIN PPER $.	2/SB 0/-- 2/-- 3/-- 4/-- 7/NK 13/OA 5/-- 10/NK 8/SB 13/MO 13/MO 8/OC 13/-- 16/SB 14/-- 16/OA 17/--	case=nom|*=True|num=sg case=nom|*=True|num=sg|Source::markable_203::Source=True|Source::markable_203::Anaphref=empty _ _ case=nom|gender=neut|num=sg case=nom|num=sg|Sentiment::markable_208::Intensity=medium|Sentiment::markable_208::Sarcasm=false|gender=neut|Sentiment::markable_208::Polarity=positive|Sentiment::markable_208::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_208::Sentiment=True pers=3|Sentiment::markable_208::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|num=sg|Target::markable_209::Anaphref=empty|gender=fem|Sentiment::markable_208::Sentiment=True|Target::markable_209::Preferred=true|Target::markable_209::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True Sentiment::markable_208::Sentiment=True EmoExpression::markable_210::Sarcasm=false|EmoExpression::markable_210::Uncertain=false|EmoExpression::markable_210::Polarity=positive|pos=True|EmoExpression::markable_210::SubjectiveFact=false|EmoExpression::markable_210::Intensity=medium|Sentiment::markable_208::Sentiment=True|EmoExpression::markable_210::EmoExpression=True Sentiment::markable_208::Sentiment=True _ case=nom|Sentiment::markable_204::Sentiment=True|Sentiment::markable_204::Sarcasm=false|Sentiment::markable_204::Intensity=strong|Source::markable_205::Source=True|*=True|Source::markable_205::Anaphref=markable_203|pers=1|num=sg|Sentiment::markable_204::Polarity=negative EmoExpression::markable_206::Polarity=negative|Sentiment::markable_204::Sentiment=True|EmoExpression::markable_206::SubjectiveFact=false|mood=ind|EmoExpression::markable_206::EmoExpression=True|EmoExpression::markable_206::Sarcasm=false|pers=1|num=sg|tense=pres|EmoExpression::markable_206::Intensity=strong|EmoExpression::markable_206::Uncertain=false case=dat|Sentiment::markable_204::Sentiment=True|*=True|pers=2|num=pl|Target::markable_207::Preferred=true|Target::markable_207::Target=True|Target::markable_207::Anaphref=empty Sentiment::markable_204::Sentiment=True
347733682720739329	mixed	Warum #LINKE im #saxlt zurzeit so für die Beamten kämpfen , obwohl sie keine Fans des Berufsbeamten - Status sind : http://t.co/eK61zpzzUq	warum #LINKE in #saxlt zurzeit so für die Beamter kämpfen , obwohl sie keine Fan die Berufsbeamte - Status sein : http://t.co/eK61zpzzUq	PWAV NN APPRART NN ADV ADV APPR ART NN VVINF $, KOUS PPER PIAT NN ART NN $( NN VAFIN $. NE	10/MO 10/SB 10/MO 3/NK 10/MO 10/MO 10/MO 9/NK 7/NK 0/-- 10/-- 20/CP 20/SB 15/NK 20/PD 17/NK 15/AG 17/-- 17/NK 6/RE 20/-- 20/SB	_ Sentiment::markable_211::Polarity=positive|Source::markable_212::Anaphref=empty|Sentiment::markable_211::Intensity=medium|Sentiment::markable_211::Sarcasm=false|pos=True|Sentiment::markable_211::Sentiment=True|Source::markable_212::Source=True case=dat|gender=neut|num=sg|Sentiment::markable_211::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_211::Sentiment=True Sentiment::markable_211::Sentiment=True Intensifier::markable_215::Intensifier=True|Intensifier::markable_215::EmoExpressionRef=emo-expression:markable_214|Intensifier::markable_215::Degree=medium|Sentiment::markable_211::Sentiment=True EmoExpression::markable_214::Polarity=positive|EmoExpression::markable_214::SubjectiveFact=false|EmoExpression::markable_214::EmoExpression=True|EmoExpression::markable_214::Sarcasm=false|EmoExpression::markable_214::Uncertain=false|EmoExpression::markable_214::Intensity=medium|Sentiment::markable_211::Sentiment=True case=acc|Target::markable_213::Target=True|num=pl|Target::markable_213::Preferred=true|gender=masc|Target::markable_213::Anaphref=empty|Sentiment::markable_211::Sentiment=True case=acc|gender=masc|num=pl|Sentiment::markable_211::Sentiment=True|Target::markable_213::Target=True pers=3|num=pl|tense=pres|mood=ind|EmoExpression::markable_214::EmoExpression=True|Sentiment::markable_211::Sentiment=True _ _ case=nom|Sentiment::markable_216::Sarcasm=false|Sentiment::markable_216::Polarity=negative|gender=masc|pers=3|num=pl|Sentiment::markable_216::Intensity=medium|Sentiment::markable_216::Sentiment=True case=acc|Negation::markable_218::EmoExpressionRef=emo-expression:markable_217|num=sg|Negation::markable_218::Negation=True|gender=fem|Sentiment::markable_216::Sentiment=True case=acc|EmoExpression::markable_217::EmoExpression=True|gender=fem|EmoExpression::markable_217::Intensity=medium|EmoExpression::markable_217::Uncertain=false|EmoExpression::markable_217::Sarcasm=false|EmoExpression::markable_217::SubjectiveFact=true|EmoExpression::markable_217::Polarity=positive|num=sg|Sentiment::markable_216::Sentiment=True case=gen|Target::markable_219::Anaphref=empty|num=sg|Target::markable_219::Preferred=true|gender=masc|Target::markable_219::Target=True|Sentiment::markable_216::Sentiment=True case=gen|gender=masc|num=sg|Target::markable_219::Target=True|Sentiment::markable_216::Sentiment=True Target::markable_219::Target=True|Sentiment::markable_216::Sentiment=True case=gen|gender=masc|num=sg|Target::markable_219::Target=True|Sentiment::markable_216::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_216::Sentiment=True _ case=nom|*=True|num=sg
346508050850512896	negative	Einfältig : Regierung muss Bürger vor Internet - Bespitzelung vom Ausland schützen , so SPD - Oppermann im #MoMa ! 1)  Zu spät ! 2)  Tun wir selbst !	einfältig : Regierung müssen Bürger vor Internet - Bespitzelung von Ausland schützen , so SPD - Oppermann in #MoMa ! 1)_ zu spät ! 2)_ Tun wir selbst !	ADJD $. NN VMFIN NN APPR NN $( NN APPRART NN VVINF $, ADV NE $( NE APPRART NN $. NN PTKA ADJD $. ADJA NN PPER ADV $.	4/MO 1/-- 4/SB 0/-- 4/SB 4/MO 6/NK 7/-- 12/OA 9/MNR 10/NK 4/OC 12/-- 15/MO 0/-- 15/-- 15/CJ 17/MNR 18/NK 19/-- 20/-- 23/MO 21/MO 23/-- 26/NK 24/-- 26/SB 26/MO 28/--	EmoExpression::markable_221::EmoExpression=True|Sentiment::markable_220::Sentiment=True|EmoExpression::markable_221::SubjectiveFact=false|Sentiment::markable_220::Polarity=negative|EmoExpression::markable_221::Sarcasm=false|EmoExpression::markable_221::Uncertain=false|pos=True|Sentiment::markable_220::Intensity=medium|EmoExpression::markable_221::Polarity=negative|Sentiment::markable_220::Sarcasm=false|EmoExpression::markable_221::Intensity=medium Sentiment::markable_220::Sentiment=True case=nom|num=sg|Target::markable_222::Anaphref=empty|Sentiment::markable_220::Sentiment=True|Target::markable_222::Preferred=true|Target::markable_222::Target=True|gender=fem pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_220::Sentiment=True|Target::markable_222::Target=True case=nom|gender=masc|num=pl|Target::markable_222::Target=True|Sentiment::markable_220::Sentiment=True Target::markable_222::Target=True|Sentiment::markable_220::Sentiment=True case=dat|gender=neut|num=sg|Target::markable_222::Target=True|Sentiment::markable_220::Sentiment=True Target::markable_222::Target=True|Sentiment::markable_220::Sentiment=True case=nom|Sentiment::markable_220::Sentiment=True|EmoExpression::markable_223::Intensity=medium|EmoExpression::markable_223::EmoExpression=True|EmoExpression::markable_223::Sarcasm=false|gender=fem|EmoExpression::markable_223::Polarity=negative|EmoExpression::markable_223::SubjectiveFact=false|num=sg|Target::markable_222::Target=True|EmoExpression::markable_223::Uncertain=false case=dat|gender=neut|num=sg|Target::markable_222::Target=True|Sentiment::markable_220::Sentiment=True case=dat|gender=neut|num=sg|Target::markable_222::Target=True|Sentiment::markable_220::Sentiment=True EmoExpression::markable_225::Intensity=medium|Sentiment::markable_220::Sentiment=True|EmoExpression::markable_225::EmoExpression=True|EmoExpression::markable_225::SubjectiveFact=false|EmoExpression::markable_225::Uncertain=false|Target::markable_222::Target=True|EmoExpression::markable_225::Polarity=positive|EmoExpression::markable_225::Sarcasm=false Target::markable_222::Target=True|Sentiment::markable_220::Sentiment=True Target::markable_222::Target=True|Sentiment::markable_220::Sentiment=True case=nom|gender=fem|num=sg|Target::markable_222::Target=True|Sentiment::markable_220::Sentiment=True Target::markable_222::Target=True|Sentiment::markable_220::Sentiment=True case=nom|*=True|num=sg|Target::markable_222::Target=True|Sentiment::markable_220::Sentiment=True case=dat|gender=masc|num=sg|Target::markable_222::Target=True|Sentiment::markable_220::Sentiment=True case=dat|gender=masc|num=sg|Target::markable_222::Target=True|Sentiment::markable_220::Sentiment=True Sentiment::markable_220::Sentiment=True _ Intensifier::markable_227::EmoExpressionRef=emo-expression:markable_226|Intensifier::markable_227::Degree=medium|Intensifier::markable_227::Intensifier=True EmoExpression::markable_226::EmoExpression=True|EmoExpression::markable_226::Intensity=medium|EmoExpression::markable_226::Uncertain=false|EmoExpression::markable_226::Sarcasm=false|EmoExpression::markable_226::SubjectiveFact=false|EmoExpression::markable_226::Polarity=negative|pos=True _ _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 _ _
352383610004840449	positive	Gutschein " vitis-vital.de" : Vitis sucht die kreativsten grünen Gerichte . Daher vergibt Viti ... http://t.co/FPEDTyv3NI | Rabattgutscheine	Gutschein " vitis-vital.de" : Vitis suchen die kreativ grün Gericht . daher vergeben Viti ... http://t.co/FPEDTyv3NI | Rabattgutscheine	NN $( VVFIN $. NE VVFIN ART ADJA ADJA NN $. PAV VVFIN NE $. NE XY NN	3/SB 1/-- 0/-- 3/-- 6/SB 3/OC 10/NK 10/NK 10/NK 6/OA 10/-- 13/NK 11/-- 13/SB 14/-- 18/NK 15/-- 15/--	case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=past|mood=ind _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|Sentiment::markable_228::Polarity=positive|Target::markable_230::Preferred=true|Sentiment::markable_228::Intensity=strong|Target::markable_230::Anaphref=empty|gender=fem|Sentiment::markable_228::Sentiment=True|Sentiment::markable_228::Sarcasm=false|num=pl|Target::markable_230::Target=True case=acc|EmoExpression::markable_229::Sarcasm=false|EmoExpression::markable_229::Uncertain=false|EmoExpression::markable_229::Polarity=positive|gender=fem|pos=True|Sentiment::markable_228::Sentiment=True|EmoExpression::markable_229::SubjectiveFact=false|num=pl|EmoExpression::markable_229::Intensity=strong|Target::markable_230::Target=True|EmoExpression::markable_229::EmoExpression=True case=acc|num=pl|Target::markable_230::Target=True|gender=fem|pos=True|Sentiment::markable_228::Sentiment=True case=acc|gender=fem|num=pl|Sentiment::markable_228::Sentiment=True|Target::markable_230::Target=True _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ _ case=nom|gender=masc|num=pl|pos=True case=nom|gender=masc|num=pl
373900006110941185	positive	RT @hoechts : Die #Piraten sind angetreten , um einen anderen Politikstil zu pflegen . Jetzt hetzen sie mit undemokratischen Keulen gegen die …	RT @hoechts : die #Piraten sein antreten , um eine andere Politikstil zu pflegen . jetzt hetzen sie mit undemokratisch Keule gegen die …	NE NN $. ART NN VAFIN VVPP $, KOUI ART PIAT NN PTKZU VVINF $. ADV VVFIN PPER APPR ADJA NN APPR ART ADJA	2/SB 0/-- 2/-- 5/NK 6/SB 3/-- 6/PD 7/-- 14/CP 12/NK 12/NK 14/OA 14/PM 7/MO 14/-- 17/MO 15/-- 17/SB 17/MO 21/NK 19/NK 21/MNR 24/NK 22/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|Target::markable_235::Target=True|num=pl|Target::markable_235::Preferred=true|gender=fem|Target::markable_235::Anaphref=empty case=nom|gender=fem|num=pl|Target::markable_235::Target=True pers=3|num=pl|tense=pres|mood=ind _ _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ _ Sentiment::markable_231::Intensity=medium|Sentiment::markable_231::Sentiment=True|Sentiment::markable_231::Sarcasm=false|Sentiment::markable_231::Polarity=positive EmoExpression::markable_104013226::Uncertain=false|mood=ind|EmoExpression::markable_104013226::SubjectiveFact=false|Sentiment::markable_231::Sentiment=True|pers=3|EmoExpression::markable_104013226::EmoExpression=True|num=pl|tense=pres|EmoExpression::markable_104013226::Sarcasm=false|EmoExpression::markable_104013226::Polarity=negative|EmoExpression::markable_104013226::Intensity=strong case=nom|Target::markable_234::Preferred=true|Sentiment::markable_231::Sentiment=True|*=True|Target::markable_234::Anaphref=markable_235|pers=3|num=pl|Target::markable_234::Target=True Sentiment::markable_231::Sentiment=True case=dat|EmoExpression::markable_233::EmoExpression=True|EmoExpression::markable_233::Uncertain=false|Sentiment::markable_231::Sentiment=True|gender=fem|pos=True|EmoExpression::markable_233::SubjectiveFact=true|EmoExpression::markable_233::Sarcasm=false|num=pl|EmoExpression::markable_233::Polarity=negative|EmoExpression::markable_233::Intensity=medium case=dat|gender=fem|num=pl|Sentiment::markable_231::Sentiment=True Sentiment::markable_231::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_231::Sentiment=True case=acc|gender=fem|num=sg|pos=True
379637259664097280	positive	Pädophilie - Debatte : CSU fordert Trittin zum Rückzug auf http://t.co/k4X5B2ewcO	Pädophilie - Debatte : CSU fordern Trittin zu Rückzug auf http://t.co/k4X5B2ewcO	NN $( NN $. NE VVFIN NN APPRART NN APPR NE	6/CJ 1/-- 1/CJ 3/-- 6/SB 0/-- 6/OA 7/MNR 8/NK 9/MNR 10/NK	case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|Source::markable_237::Source=True|Source::markable_237::Anaphref=empty|gender=fem|Sentiment::markable_236::Sentiment=True|Sentiment::markable_236::Sarcasm=false|num=sg|Sentiment::markable_236::Polarity=positive|Sentiment::markable_236::Intensity=medium pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_236::Sentiment=True case=acc|Target::markable_238::Target=True|num=sg|Target::markable_238::Anaphref=empty|gender=neut|Target::markable_238::Preferred=true|Sentiment::markable_236::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_236::Sentiment=True case=dat|EmoExpression::markable_239::EmoExpression=True|gender=masc|EmoExpression::markable_239::Intensity=medium|Sentiment::markable_236::Sentiment=True|EmoExpression::markable_239::Uncertain=false|EmoExpression::markable_239::Sarcasm=false|EmoExpression::markable_239::SubjectiveFact=false|EmoExpression::markable_239::Polarity=negative|num=sg Sentiment::markable_236::Sentiment=True case=dat|gender=neut|num=sg
351705664424390656	mixed	79%  der Friseure sind glücklich . Ganz ohne #Mindestlohn #SPD #Grüne #Linke #FDP @wiwo : Diese #Berufe machen glücklich http://t.co/2QTIoHUmJE	@card@ die Friseur sein glücklich . ganz ohne #Mindestlohn #SPD #Grüne #Linke #FDP @wiwo : dies #Berufe machen glücklich http://t.co/2QTIoHUmJE	CARD ART NN VAFIN ADJD $. ADV APPR NN ADJA NN ADJA NN ADV $. PDAT NN VVFIN ADJD NE	4/SB 3/NK 1/AG 0/-- 4/PD 5/-- 8/MO 12/MO 8/NK 11/NK 12/MO 13/NK 6/-- 13/MNR 14/-- 17/NK 18/SB 15/-- 18/MO 18/OA	Sentiment::markable_240::Intensity=medium|Target::markable_241::Target=True|Sentiment::markable_240::Sarcasm=false|Sentiment::markable_240::Sentiment=True|Target::markable_241::Anaphref=empty|Target::markable_241::Preferred=true|Sentiment::markable_240::Polarity=positive case=gen|gender=neut|num=pl|Sentiment::markable_240::Sentiment=True|Target::markable_241::Target=True case=gen|gender=neut|num=pl|Sentiment::markable_240::Sentiment=True|Target::markable_241::Target=True pers=3|Sentiment::markable_240::Sentiment=True|num=pl|tense=pres|mood=ind EmoExpression::markable_242::Sarcasm=false|pos=True|EmoExpression::markable_242::Intensity=medium|Sentiment::markable_240::Sentiment=True|EmoExpression::markable_242::Uncertain=false|EmoExpression::markable_242::SubjectiveFact=false|EmoExpression::markable_242::Polarity=positive|EmoExpression::markable_242::EmoExpression=True _ _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ _ case=nom|gender=fem|Sentiment::markable_243::Sarcasm=true|Sentiment::markable_243::Polarity=negative|num=sg|Target::markable_244::Anaphref=empty|Sentiment::markable_243::Intensity=weak|Sentiment::markable_243::Sentiment=True|Target::markable_244::Target=True|Target::markable_244::Preferred=true case=nom|gender=fem|num=sg|Target::markable_244::Target=True|Sentiment::markable_243::Sentiment=True pers=3|Sentiment::markable_243::Sentiment=True|num=pl|tense=pres|mood=ind EmoExpression::markable_245::SubjectiveFact=false|EmoExpression::markable_245::Intensity=medium|pos=True|EmoExpression::markable_245::Uncertain=false|EmoExpression::markable_245::EmoExpression=True|EmoExpression::markable_245::Sarcasm=false|Sentiment::markable_243::Sentiment=True|EmoExpression::markable_245::Polarity=positive _
354660943516549123	positive	Bitte voten ! Die Top - Ten . Wer folgt auf #Platzeck ? http://t.co/nUDQ8TICwa #brandenburg #spd	Bitte voten ! die Top - ten . wer folgen auf #Platzeck ? http://t.co/nUDQ8TICwa #brandenburg #spd	NN VVFIN $. ART NE $( NE $. PWS VVFIN APPR NN $. NE NN ADJA	2/MO 0/-- 2/-- 7/NK 7/PNC 5/-- 3/-- 7/-- 10/SB 8/-- 10/OP 11/NK 12/-- 15/PNC 13/-- 15/PD	_ _ _ case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_246::Uncertain=false|gender=fem|EmoExpression::markable_246::Sarcasm=false|EmoExpression::markable_246::EmoExpression=True|num=sg|EmoExpression::markable_246::Intensity=medium|EmoExpression::markable_246::Polarity=positive|EmoExpression::markable_246::SubjectiveFact=false _ case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True
374904928730611712	positive	Wie Sigmar Gabriel die Bildung diffamiert - Sigmar Gabriel kann sich vorstellen , die Hausaufgaben abzuschaffen . D ... http://t.co/ugQaI9705z	wie Sigmar Gabriel die Bildung diffamieren - Sigmar Gabriel können sich vorstellen , die Hausaufgabe abschaffen . D ... http://t.co/ugQaI9705z	KOKOM NE NE ART NN VVPP $( NE NE VMFIN PRF VVINF $, ART NN VVIZU $. NN $. NN	6/MO 3/PNC 6/DA 5/NK 6/OA 10/MO 6/-- 9/PNC 10/SB 0/-- 12/DA 10/OC 12/-- 15/NK 16/OA 5/OC 16/-- 17/-- 18/-- 18/PD	_ case=nom|Sentiment::markable_247::Intensity=medium|*=True|Target::markable_248::Target=True|Target::markable_248::Preferred=true|Target::markable_248::Anaphref=empty|num=sg|Sentiment::markable_247::Polarity=positive|Sentiment::markable_247::Sentiment=True|Sentiment::markable_247::Sarcasm=false case=dat|*=True|num=sg|Target::markable_248::Target=True|Sentiment::markable_247::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_247::Sentiment=True case=acc|gender=fem|EmoExpression::markable_104013227::Polarity=positive|Sentiment::markable_247::Sentiment=True|EmoExpression::markable_104013227::Sarcasm=false|num=sg|EmoExpression::markable_104013227::Uncertain=false|EmoExpression::markable_104013227::Intensity=medium|EmoExpression::markable_104013227::SubjectiveFact=true|EmoExpression::markable_104013227::EmoExpression=True EmoExpression::markable_249::Polarity=negative|EmoExpression::markable_249::Sarcasm=false|EmoExpression::markable_249::Intensity=medium|EmoExpression::markable_249::Uncertain=false|EmoExpression::markable_249::EmoExpression=True|Sentiment::markable_247::Sentiment=True|EmoExpression::markable_249::SubjectiveFact=false _ *=True case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|pers=3|num=sg _ _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _ _ _ _ _
378229384936579072	neutral	Schafft die AfD den Sprung in den Bundestag ? #Handelsblatt http://t.co/rvsjDSxBab	schaffen die AfD die Sprung in die Bundestag ? #Handelsblatt http://t.co/rvsjDSxBab	VVFIN ART NN ART NN APPR ART NN $. NN ADV	0/-- 3/NK 1/SB 5/NK 1/OA 5/MNR 8/NK 6/NK 8/-- 9/-- 10/MO	pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=nom|gender=neut|num=sg _
381742934627872768	negative	RT @magnusbecker : Projekte gegen #Pädophilie & #Vergewaltigung in Vergangenheit sogar durch #Grüne verleumdet . Pech für Frankfurter Rundsch…	RT @magnusbecker : Projekt gegen #Pädophilie & #Vergewaltigung in Vergangenheit sogar durch #Grüne verleumden . Pech für Frankfurter Rundsch…	NE NN $. NN APPR NN KON NN APPR NN ADV APPR NN VVPP $. NN APPR ADJA NN	2/SB 0/-- 2/-- 3/-- 4/MNR 5/NK 6/CD 7/CJ 14/MO 9/NK 12/MO 14/MO 12/NK 4/OC 14/-- 15/-- 16/MNR 19/NK 17/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=acc|num=pl|Sentiment::markable_250::Intensity=medium|Sentiment::markable_250::Sentiment=True|gender=neut|Sentiment::markable_250::Sarcasm=false|Sentiment::markable_250::Polarity=negative Sentiment::markable_250::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_250::Sentiment=True Sentiment::markable_250::Sentiment=True case=acc|EmoExpression::markable_104013228::Intensity=strong|gender=fem|EmoExpression::markable_104013228::SubjectiveFact=false|EmoExpression::markable_104013228::EmoExpression=True|EmoExpression::markable_104013228::Uncertain=false|num=sg|EmoExpression::markable_104013228::Sarcasm=false|EmoExpression::markable_104013228::Polarity=negative|Sentiment::markable_250::Sentiment=True Sentiment::markable_250::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_250::Sentiment=True Sentiment::markable_250::Sentiment=True Sentiment::markable_250::Sentiment=True case=acc|num=sg|Target::markable_254::Preferred=true|Target::markable_254::Anaphref=empty|Sentiment::markable_250::Sentiment=True|gender=fem|Target::markable_254::Target=True EmoExpression::markable_253::EmoExpression=True|EmoExpression::markable_253::Intensity=medium|EmoExpression::markable_253::Uncertain=false|EmoExpression::markable_253::Sarcasm=false|EmoExpression::markable_253::SubjectiveFact=false|Sentiment::markable_250::Sentiment=True|EmoExpression::markable_253::Polarity=negative Sentiment::markable_250::Sentiment=True case=nom|EmoExpression::markable_255::Uncertain=false|gender=masc|EmoExpression::markable_255::Sarcasm=false|EmoExpression::markable_255::EmoExpression=True|num=sg|EmoExpression::markable_255::SubjectiveFact=false|EmoExpression::markable_255::Polarity=negative|EmoExpression::markable_255::Intensity=medium _ *=True|pos=True case=acc|gender=masc|num=sg
