375349415168724992	positive	@ZDF Die beiden sehen sich ja auch so ähnlich :-)	@ZDF die beide sehen sich ja auch so ähnlich :-)	NN ART PIS VVFIN PRF ADV ADV ADV ADJD $(	0/-- 3/NK 4/SB 1/-- 4/OA 4/MO 9/MO 9/MO 4/MO 9/--	case=nom|gender=fem|num=sg case=nom|*=True|num=pl case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|pers=3|num=pl _ _ _ pos=True EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
381825233482940416	positive	RT @Zugschlus : Schade @Piratenpartei , das habt ihr königlich vergeigt . Das dürfte die letzte Chance gewesen sein . #ponader #bge	RT @Zugschlus : schade @Piratenpartei , die haben ihr königlich vergeigt . die dürfen die letzt Chance sein sein . #ponader #bge	NE NN $. ADJD NN $, PDS VAFIN PPER ADJD VVFIN $. PDS VMFIN ART ADJA NN VAPP VAINF $. NN ADJA	2/SB 0/-- 2/-- 5/NK 3/-- 7/-- 11/SB 5/-- 11/DA 11/MO 8/OC 11/-- 14/SB 12/-- 17/NK 17/NK 18/PD 19/OC 14/OC 19/-- 20/-- 21/NK	case=nom|*=True|num=sg case=nom|Sentiment::markable_71::Polarity=positive|Source::markable_100500154::Source=True|Sentiment::markable_71::Sarcasm=false|*=True|num=sg|Source::markable_100500154::Anaphref=empty|Sentiment::markable_71::Intensity=medium|Sentiment::markable_71::Sentiment=True Sentiment::markable_71::Sentiment=True case=nom|EmoExpression::markable_73::EmoExpression=True|EmoExpression::markable_73::Uncertain=false|gender=fem|EmoExpression::markable_73::SubjectiveFact=false|EmoExpression::markable_73::Polarity=positive|num=sg|EmoExpression::markable_73::Intensity=medium|EmoExpression::markable_73::Sarcasm=false|Sentiment::markable_71::Sentiment=True case=nom|Target::markable_72::Anaphref=empty|num=sg|Target::markable_72::Preferred=true|gender=fem|Target::markable_72::Target=True|Sentiment::markable_71::Sentiment=True _ case=acc|Sentiment::markable_74::Intensity=medium|num=sg|Sentiment::markable_74::Sentiment=True|Sentiment::markable_74::Sarcasm=false|gender=neut|Sentiment::markable_74::Polarity=positive pers=2|Sentiment::markable_74::Sentiment=True|num=pl|tense=pres|mood=ind case=acc|num=sg|Sentiment::markable_74::Sentiment=True|Target::markable_100500156::Target=True|Target::markable_100500156::Preferred=true|gender=neut|Target::markable_100500156::Anaphref=markable_72 EmoExpression::markable_76::Intensity=medium|EmoExpression::markable_76::EmoExpression=True|EmoExpression::markable_76::SubjectiveFact=false|EmoExpression::markable_76::Uncertain=false|pos=True|Sentiment::markable_74::Sentiment=True|EmoExpression::markable_76::Polarity=positive|EmoExpression::markable_76::Sarcasm=false EmoExpression::markable_100500157::Intensity=medium|EmoExpression::markable_100500157::SubjectiveFact=false|mood=ind|EmoExpression::markable_100500157::Polarity=positive|EmoExpression::markable_100500157::Sarcasm=false|pers=3|num=sg|tense=pres|Sentiment::markable_74::Sentiment=True|EmoExpression::markable_100500157::Uncertain=false|EmoExpression::markable_100500157::EmoExpression=True _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=subj case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_104010188::EmoExpression=True|EmoExpression::markable_104010188::Intensity=medium|gender=fem|pos=True|EmoExpression::markable_104010188::Uncertain=false|num=sg|EmoExpression::markable_104010188::SubjectiveFact=false|EmoExpression::markable_104010188::Sarcasm=false|EmoExpression::markable_104010188::Polarity=negative case=nom|gender=fem|num=sg|EmoExpression::markable_104010188::EmoExpression=True _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True
381777580166479872	positive	RT @henningtillmann : Gerade SMS bekommen vom CDU - Wähler : „Tu dir einen Gefallen und wähl heute mal SPD“ . Nicht mir , sondern dem Land . #btw13	RT @henningtillmann : gerade SMS bekommen von CDU - Wähler : „Tu du eine Gefallen und wählen heute mal SPD“ . nicht ich , sondern die Land . #btw13	NE NN $. ADV NE VVFIN APPRART NE $( NN $. NN PRF ART NN KON VVIMP ADV ADV ADJD $. PTKNEG PPER $, KON ART NN $. CARD	2/SB 0/-- 2/-- 5/MO 6/SB 3/-- 10/PNC 7/NK 8/-- 13/CJ 10/-- 13/SB 6/DA 15/NK 6/OA 6/CD 16/CJ 17/MO 20/MO 17/MO 20/-- 23/NG 21/-- 23/-- 23/CD 27/NK 25/CJ 27/-- 28/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ case=nom|*=True|num=sg pers=3|num=pl|tense=pres|mood=ind case=dat|gender=masc|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg case=dat|*=True|num=sg|pers=2 case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_104010189::Sarcasm=false|gender=masc|EmoExpression::markable_104010189::SubjectiveFact=false|EmoExpression::markable_104010189::Polarity=positive|num=sg|EmoExpression::markable_104010189::Uncertain=false|EmoExpression::markable_104010189::Intensity=medium|EmoExpression::markable_104010189::EmoExpression=True _ case=acc|gender=masc|num=sg _ _ pos=True _ _ case=dat|*=True|num=sg|pers=1 _ _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _
370159261193887744	mixed	Zu coole Wahlplakate sind auch doof , schonwieder eines der Grumpy Cat Plakate abhanden gekommen ... O. o #xhain #Piraten	zu cool Wahlplakat sein auch doof , schonwieder eine die Grumpy Cat Plakat abhanden kommen ... o. o #xhain #Piraten	APPR ADJA NN VAFIN ADV ADJD $, VVFIN PIS ART NN NE NN ADV VVPP $. APPR ADJA NN NN	15/MO 3/NK 1/NK 8/OC 6/MO 4/PD 6/-- 0/-- 8/SB 11/NK 9/AG 11/NK 8/OA 15/MO 8/OC 15/-- 16/-- 19/NK 17/NK 19/NK	Sentiment::markable_77::Sentiment=True|Intensifier::markable_82::Intensifier=True|Intensifier::markable_82::Degree=medium|Sentiment::markable_77::Intensity=medium|Sentiment::markable_77::Sarcasm=false|Intensifier::markable_82::EmoExpressionRef=emo-expression:markable_81|Sentiment::markable_77::Polarity=negative case=acc|EmoExpression::markable_81::SubjectiveFact=false|Sentiment::markable_79::Polarity=positive|EmoExpression::markable_81::Intensity=medium|Sentiment::markable_77::Sentiment=True|gender=neut|Sentiment::markable_79::Sentiment=True|pos=True|EmoExpression::markable_81::Uncertain=false|Sentiment::markable_79::Intensity=medium|Sentiment::markable_79::Sarcasm=false|num=pl|EmoExpression::markable_81::EmoExpression=True|EmoExpression::markable_81::Polarity=positive|EmoExpression::markable_81::Sarcasm=false case=acc|Target::markable_80::Preferred=true|Sentiment::markable_77::Sentiment=True|gender=neut|Sentiment::markable_79::Sentiment=True|Target::markable_80::Anaphref=empty|num=pl|Target::markable_80::Target=True pers=3|Sentiment::markable_77::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_77::Sentiment=True Sentiment::markable_77::Sentiment=True|EmoExpression::markable_78::Polarity=negative|EmoExpression::markable_78::Sarcasm=false|EmoExpression::markable_78::Intensity=medium|pos=True|EmoExpression::markable_78::Uncertain=false|EmoExpression::markable_78::SubjectiveFact=false|EmoExpression::markable_78::EmoExpression=True _ pers=3|num=sg|tense=past|mood=ind case=nom|gender=neut|num=sg case=gen|gender=neut|num=pl case=gen|gender=neut|num=pl *=True case=acc|gender=neut|num=pl _ _ _ EmoExpression::markable_83::EmoExpression=True|EmoExpression::markable_83::SubjectiveFact=false|EmoExpression::markable_83::Uncertain=false|EmoExpression::markable_83::Polarity=positive|EmoExpression::markable_83::Sarcasm=false|EmoExpression::markable_83::Intensity=medium EmoExpression::markable_83::EmoExpression=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
361522646510354432	negative	" Und ein Shitstorm wird kommen und reissen die Braven in den Schlund . Und alles wird entbehren jeglichen Sinns . " ( Piratus 23,42 ) #Piraten	" und eine Shitstorm werden kommen und reißen die Brave in die Schlund . und alle werden entbehren jegliche Sinn . " ( Piratus @card@ ) #Piraten	$( KON ART NN VAFIN VVINF KON VVFIN ART NN APPR ART NN $. KON PIS VAFIN VVFIN PIAT NN $. $( $( NN CARD $( NN	2/-- 5/JU 4/NK 5/SB 0/-- 5/OC 5/CD 7/CJ 10/NK 8/OA 8/MO 13/NK 11/NK 13/-- 17/JU 17/SB 14/-- 17/OC 20/NK 18/AG 20/-- 21/-- 24/-- 22/-- 24/NK 25/-- 24/CJ	_ _ case=nom|gender=neut|num=sg case=nom|EmoExpression::markable_104010190::EmoExpression=True|gender=neut|EmoExpression::markable_104010190::SubjectiveFact=false|num=sg|EmoExpression::markable_104010190::Polarity=negative|EmoExpression::markable_104010190::Sarcasm=false|EmoExpression::markable_104010190::Uncertain=false|EmoExpression::markable_104010190::Intensity=medium pers=3|num=sg|tense=pres|mood=ind _ _ pers=3|num=pl|tense=past|mood=ind case=nom|*=True|num=pl case=nom|*=True|num=pl _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=gen|EmoExpression::markable_104010191::Sarcasm=false|EmoExpression::markable_104010191::Polarity=negative|gender=neut|EmoExpression::markable_104010191::Uncertain=false|pos=True|EmoExpression::markable_104010191::Intensity=medium|num=sg|EmoExpression::markable_104010191::EmoExpression=True|EmoExpression::markable_104010191::SubjectiveFact=false case=gen|gender=neut|num=sg _ _ _ case=nom|gender=masc|num=sg _ _ case=dat|gender=neut|num=pl|comp=True
353521871058243584	positive	RT @Jakob_Juergen : Du merkst das du in der richtigen Partei bist , wenn Arbeit mit politischen Themen Spaß macht . #Piraten	RT @Jakob_Juergen : du merken die du in die richtig Partei sein , wenn Arbeit mit politisch Thema Spaß machen . #Piraten	NE NN $. PPER VVFIN PDS PPER APPR ART ADJA NN VAFIN $, KOUS NN APPR ADJA NN NN VVFIN $. NN	2/SB 0/-- 2/-- 5/SB 3/-- 5/OA 12/SB 12/MO 11/NK 11/NK 8/NK 6/RC 12/-- 20/CP 20/SB 20/MO 18/NK 16/NK 20/OA 5/MO 20/-- 21/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|*=True|num=sg|pers=2 pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=nom|*=True|num=sg|pers=2 Sentiment::markable_84::Intensity=medium|Sentiment::markable_84::Sarcasm=false|Sentiment::markable_84::Sentiment=True|Sentiment::markable_84::Polarity=positive case=dat|num=sg|Target::markable_86::Target=True|gender=fem|Target::markable_86::Preferred=true|Sentiment::markable_84::Sentiment=True|Target::markable_86::Anaphref=empty case=dat|Sentiment::markable_84::Sentiment=True|Target::markable_86::Target=True|gender=fem|pos=True|EmoExpression::markable_85::EmoExpression=True|EmoExpression::markable_85::Uncertain=false|num=sg|EmoExpression::markable_85::Intensity=medium|EmoExpression::markable_85::SubjectiveFact=false|EmoExpression::markable_85::Polarity=positive|EmoExpression::markable_85::Sarcasm=false case=dat|gender=fem|num=sg|Target::markable_86::Target=True|Sentiment::markable_84::Sentiment=True pers=2|num=sg|tense=pres|mood=ind _ _ case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=pl|pos=True case=dat|gender=neut|num=pl case=acc|EmoExpression::markable_104010192::Polarity=positive|gender=masc|EmoExpression::markable_104010192::Uncertain=false|num=sg|EmoExpression::markable_104010192::Intensity=medium|EmoExpression::markable_104010192::SubjectiveFact=false|EmoExpression::markable_104010192::EmoExpression=True|EmoExpression::markable_104010192::Sarcasm=false pers=3|EmoExpression::markable_104010192::EmoExpression=True|num=sg|tense=pres|mood=ind _ _
381848693378674689	neutral	RT @LilithMuc : Verkehrte Welt ? In die #berlinerrunde schicken die konservativen Parteien #Frauen ( #CSU , #CDU ) die linken #Männer ( #SPD , #Gr …	RT @LilithMuc : verkehrt Welt ? in die #berlinerrunde schicken die konservativ Partei #Frauen ( #CSU , #CDU ) die links #Männer ( #SPD , #Gr …	NE NE $. ADJA NN $. APPR ART NN VVFIN ART ADJA NN NN $( NN $, NN $( ART ADJA NN $( NN $, NN ADJA	2/PNC 0/-- 2/-- 5/NK 3/-- 5/-- 10/MO 9/NK 7/NK 6/-- 13/NK 13/NK 10/SB 10/OA 14/-- 14/APP 16/-- 16/CJ 18/-- 22/NK 22/NK 14/CJ 22/-- 22/APP 24/-- 24/CJ 26/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=pl case=nom|gender=neut|num=pl|pos=True case=nom|gender=neut|num=pl _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True
375149714381209600	negative	RT @tazgezwitscher : Junge #Piraten bezeichneten #AfD in einem Flyer als rechts . Dafür gibt es eine Abmahnung , es geht um 20.000 Euro. http : …	RT @tazgezwitscher : jung #Piraten bezeichnet #AfD in eine Flyer als rechts . dafür geben es eine Abmahnung , es gehen um @card@ Euro. Http : …	NE ADJD $. ADJA NN ADJA NN APPR ART NN KOKOM ADV $. PAV VVFIN PPER ART NN $, PPER VVFIN APPR CARD NN NN $. ADJA	0/-- 1/PD 2/-- 5/NK 6/OA 3/-- 6/OA 7/MNR 10/NK 8/NK 12/CM 6/CC 12/-- 27/NK 13/-- 15/EP 18/NK 15/OA 18/-- 21/EP 15/CJ 21/OP 24/NK 22/NK 24/NK 25/-- 24/PNC	case=nom|*=True|num=sg comp=True _ case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 case=acc|gender=fem|num=sg case=acc|EmoExpression::markable_104010193::Uncertain=false|gender=fem|EmoExpression::markable_104010193::Intensity=medium|EmoExpression::markable_104010193::Sarcasm=false|EmoExpression::markable_104010193::SubjectiveFact=false|num=sg|EmoExpression::markable_104010193::Polarity=negative|EmoExpression::markable_104010193::EmoExpression=True _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ _ *=True case=nom|*=True|num=sg _ case=nom|*=True|num=sg
370653969020116992	neutral	RT @Mitkrieger : Wenn du einen Tweet mit #PIRATEN und #BTW13 retweetest , rutscht die Piratenpartei im Social Media Ranking der WiWo wieder v…	RT @Mitkrieger : wenn du eine Tweet mit #PIRATEN und #BTW13 retweetest , rutschen die Piratenpartei in <UNKNOWN> Media Ranking die WiWo wieder v…	NE NN $. KOUS PPER ART NN APPR NN KON NN VVFIN $, VVFIN ART NN APPRART ADJD NE NN ART NE ADV NN	2/SB 0/-- 2/-- 12/CP 12/SB 7/NK 12/OA 7/MNR 8/NK 9/CD 10/CJ 14/MO 12/-- 3/-- 16/NK 14/SB 16/MNR 19/MO 20/NK 17/NK 22/NK 20/AG 14/MO 14/OA	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ case=nom|*=True|num=sg|pers=2 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=dat|gender=neut|num=pl _ case=dat|gender=fem|num=pl pers=3|num=sg|tense=pres|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=dat|gender=masc|num=sg *=True *=True case=nom|gender=neut|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ case=gen|gender=fem|num=sg
378200114562473985	positive	Hoffentlich wählt @AltF4Games bei der GIGA #Wahl zum besten Publisher die NPD. http://t.co/0qoOmesfma	hoffentlich wählen @AltF4Games bei die GIGA #Wahl zu gut Publisher die NPD. http://t.co/0qoOmesfma	ADV VVFIN ADJD APPR ART NN NN APPRART ADJA NN ART ADJA NN	2/MO 0/-- 2/MO 13/MNR 6/NK 4/NK 6/NK 6/MNR 10/NK 8/NK 13/NK 13/NK 3/--	EmoExpression::markable_100500160::Sarcasm=false|EmoExpression::markable_100500160::SubjectiveFact=false|Sentiment::markable_100500159::Sentiment=True|Sentiment::markable_100500159::Polarity=positive|EmoExpression::markable_100500160::Polarity=positive|EmoExpression::markable_100500160::EmoExpression=True|Sentiment::markable_100500159::Intensity=medium|EmoExpression::markable_100500160::Uncertain=false|EmoExpression::markable_100500160::Intensity=medium|Sentiment::markable_100500159::Sarcasm=false pers=3|Sentiment::markable_100500159::Sentiment=True|num=sg|tense=pres|mood=ind Source::markable_100500161::Anaphref=empty|Source::markable_100500161::Source=True|Sentiment::markable_100500159::Sentiment=True Sentiment::markable_100500159::Sentiment=True case=dat|gender=fem|Sentiment::markable_100500159::Sentiment=True|num=sg case=dat|gender=fem|Sentiment::markable_100500159::Sentiment=True|num=sg case=acc|gender=fem|Sentiment::markable_100500159::Sentiment=True|num=sg case=dat|gender=neut|Sentiment::markable_100500159::Sentiment=True|num=sg case=gen|EmoExpression::markable_100500163::SubjectiveFact=false|Sentiment::markable_100500159::Sentiment=True|EmoExpression::markable_100500163::Polarity=positive|gender=masc|EmoExpression::markable_100500163::Uncertain=false|EmoExpression::markable_100500163::Intensity=medium|EmoExpression::markable_100500163::EmoExpression=True|num=pl|sup=True|EmoExpression::markable_100500163::Sarcasm=false case=gen|gender=masc|Sentiment::markable_100500159::Sentiment=True|num=pl case=acc|num=sg|Target::markable_100500162::Target=True|Target::markable_100500162::Preferred=true|gender=fem|Sentiment::markable_100500159::Sentiment=True|Target::markable_100500162::Anaphref=empty case=acc|num=sg|Target::markable_100500162::Target=True|gender=fem|Sentiment::markable_100500159::Sentiment=True|pos=True case=acc|gender=fem|num=sg
371588304841744384	positive	Haha , das Unions - Wahlprogramm in leichter Sprache. http://t.co/GsljK2ykYl ( via WWWW )	Haha , die Unions - Wahlprogramm in leicht Sprache. http://t.co/GsljK2ykYl ( via WWWW )	NN $, ART NN $( NN APPR ADJD ADJA NN $( APPR NN $(	0/-- 1/-- 4/NK 1/APP 4/-- 1/CJ 6/MNR 9/MO 10/NK 7/NK 10/-- 6/MNR 12/NK 13/--	case=nom|EmoExpression::markable_100500158::Polarity=positive|gender=fem|EmoExpression::markable_100500158::Uncertain=false|num=sg|EmoExpression::markable_100500158::Intensity=medium|EmoExpression::markable_100500158::SubjectiveFact=false|EmoExpression::markable_100500158::EmoExpression=True|EmoExpression::markable_100500158::Sarcasm=false _ case=nom|gender=neut|num=sg case=nom|*=True _ case=nom|gender=neut|num=sg _ comp=True case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _ _ case=nom|*=True _
352391745343979520	neutral	RT @juggrn : Lieber Herr #Gauck ! Würde die #NSA alle ihre " Akten " in Aktenordnern vorhalten , würde sich die Rotationsachse der Erde verschie…	RT @juggrn : lieb Herr #Gauck ! werden die #NSA alle ihr " Akt|Akte " in Aktenordner vorhalten , werden sich die Rotationsachse die Erde verschie…	NE ADJD $. ADJA NN NN $. VAFIN ART NN PIAT PPOSAT $( NN $( APPR NN VVINF $, VAFIN PRF ART NN ART NN ADJA	0/-- 1/PD 2/-- 5/NK 3/-- 5/NK 6/-- 7/-- 10/NK 8/SB 14/NK 14/NK 12/-- 18/OA 14/-- 14/MNR 16/NK 8/OC 18/-- 8/SB 26/OA 23/NK 20/SB 25/NK 23/AG 20/OC	case=nom|*=True|num=sg pos=True _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=past|mood=subj case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl _ case=acc|gender=fem|num=pl _ _ case=dat|gender=masc|num=pl _ _ pers=3|num=sg|tense=past|mood=subj case=acc|pers=3|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _
372620683886739456	neutral	RT @ppsde : #Parolen der Schweizer #Piraten : 3x  Ja am 22.  September – Aufhebung #Wehrpflicht , #Epidemiengesetz & Liberalisierung #Öffnungsze …	RT @ppsde : #Parolen die Schweizer #Piraten : 3x_ Ja an @card@ September – Aufhebung #Wehrpflicht , #Epidemiengesetz & Liberalisierung #Öffnungsze …	NE ADJD $. NN ART ADJA NN $. ADJA NN APPRART CARD NN ADJA NN NN $, NN KON NN NN ADJD	0/-- 1/PD 2/-- 3/-- 7/NK 7/NK 4/AG 7/-- 10/NK 7/AG 10/MNR 13/NK 11/NK 13/NK 13/NK 13/NK 16/-- 16/CJ 18/CD 19/CJ 13/NK 4/PD	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=neut|num=sg case=gen|gender=neut|num=pl *=True|pos=True case=gen|gender=neut|num=pl _ case=gen|gender=neut|num=pl|pos=True case=gen|gender=neut|num=pl case=dat|gender=neut|num=sg _ gender=masc|*=True|num=sg gender=masc|*=True|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pos=True
377001399781195776	positive	Umfrage : NSA - Affäre lässt Vertrauen in die Cloud sinken - computerwoche.de - http://t.co/6gDohN1gne Dies ist wohl keine Überraschung !!	Umfrage : Nsa - Affäre lassen Vertrauen in die Cloud sinken - computerwoche.de - http://t.co/6gDohN1gne dies sein wohl keine Überraschung !!	NN $. NE $( NN VVFIN NN APPR ART NE VVINF $( ADJA $( NN PDS VAFIN ADV PIAT NN ADJA	0/-- 1/-- 1/MO 3/-- 6/SB 1/RS 6/OA 7/MNR 10/NK 8/NK 6/OC 11/-- 15/NK 13/-- 6/OA 17/PD 6/CJ 17/MO 20/NK 17/PD 20/UC	case=nom|gender=fem|num=sg _ case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|EmoExpression::markable_104010194::Polarity=positive|EmoExpression::markable_104010194::EmoExpression=True|gender=neut|num=sg|EmoExpression::markable_104010194::Uncertain=false|EmoExpression::markable_104010194::Intensity=medium|EmoExpression::markable_104010194::Sarcasm=false|EmoExpression::markable_104010194::SubjectiveFact=false _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ case=acc|gender=fem|num=sg|pos=True _ case=acc|gender=fem|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True
379665158210990080	neutral	@peteraltmaier Sehr geehrter Herr #Altmaier , sind Sie am #Wahlabend in #Berlin ? Haben Sie Zeit für eine Schalte ?	@peteraltmaier sehr geehrter Herr #Altmaier , sein Sie an #Wahlabend in #Berlin ? haben Sie Zeit für eine schalen|schalten ?	NN ADV ADJA NN NE $, VAFIN PPER APPRART NN APPR NE $. VAFIN PPER NN APPR ART VVFIN $.	0/-- 3/MO 4/NK 7/PD 4/NK 5/-- 1/-- 7/SB 7/MO 9/NK 7/MO 11/NK 12/-- 13/-- 14/SB 14/OA 16/MNR 19/NK 17/NK 19/--	_ _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _
365213509799251968	negative	RT @Roter_Schlumpf : Wie heisst die einzige Partei , die gegen die #Überwachung''en war ? DIE #LINKE ! ... http://t.co/Xrf2hYa85n #BND #VS #NSA	RT @Roter_Schlumpf : wie heißen die einzig Partei , die gegen die #Überwachung''en sein ? die #LINKE ! ... http://t.co/Xrf2hYa85n #BND #VS #NSA	NE NN $. KOUS VVFIN ART ADJA NN $, PRELS APPR ART NN VAFIN $. ART NN $. $. NE NE NN NE	2/SB 0/-- 2/-- 5/MO 3/-- 8/NK 8/NK 5/SB 8/-- 14/SB 14/MO 13/NK 11/NK 8/RC 14/-- 17/NK 15/-- 17/-- 18/-- 21/PNC 22/NK 19/-- 22/UC	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=acc|gender=masc|num=pl case=acc|EmoExpression::markable_104010195::Polarity=negative|EmoExpression::markable_104010195::Sarcasm=false|gender=masc|EmoExpression::markable_104010195::SubjectiveFact=true|num=pl|EmoExpression::markable_104010195::Uncertain=false|EmoExpression::markable_104010195::Intensity=medium|EmoExpression::markable_104010195::EmoExpression=True pers=3|num=sg|tense=past|mood=ind _ _ case=nom|gender=neut|num=sg _ _ _ _ _ _
382010085352144896	positive	RT @HappySchnitzel : " Entweder die SPD oder die Grünen werden sich erbarmen ; das Land muss ja regiert werden . " Schäuble , schmunzelnd . #btw13	RT @HappySchnitzel : " entweder die SPD oder die Grüne werden sich erbarmen ; die Land müssen ja regieren werden . " Schäuble , schmunzelnd . #btw13	NE NN $. $( KON ART NE KON ART NN VAFIN PRF VVINF $. ART NN VMFIN ADV VVPP VAINF $. $( NE $, ADJD $. CARD	2/SB 0/-- 2/-- 5/-- 11/CD 7/NK 11/SB 7/CD 10/NK 8/CJ 3/-- 13/OA 11/OC 13/-- 16/NK 17/SB 11/CJ 17/MO 20/OC 17/OC 20/-- 21/-- 22/-- 23/-- 23/MNR 25/-- 26/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|*=True|num=pl case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|pers=3|num=pl EmoExpression::markable_104010196::SubjectiveFact=false|EmoExpression::markable_104010196::Intensity=medium|EmoExpression::markable_104010196::Polarity=positive|EmoExpression::markable_104010196::Sarcasm=false|EmoExpression::markable_104010196::EmoExpression=True|EmoExpression::markable_104010196::Uncertain=false _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ _ case=nom|*=True|num=sg _ pos=True _ _
372413890191450112	neutral	Na mal sehen was da raus kommt , wenn sich jetzt #SPD und #CDU zusammen an den " #Energietisch " setzen . #AGH	na mal sehen was da raus kommen , wenn sich jetzt #SPD und #CDU zusammen an die " #Energietisch " setzen . #AGH	ITJ ADV VVFIN PIS ADV ADV VVFIN $, KOUS PRF ADV NN KON NN ADV APPR ART $( NN $( VVINF $. NE	2/DM 3/MO 0/-- 3/SB 7/MO 7/MO 3/OC 7/-- 21/CP 21/OA 21/MO 21/OA 12/CD 13/CJ 16/MO 21/MO 19/NK 17/-- 16/NK 19/-- 7/MO 21/-- 22/--	_ _ pers=3|num=pl|tense=pres|mood=ind gender=neut|*=True _ _ pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|pers=3|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ _ case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg _ _ _ _
