311904570395734016	positive	Ob das das Internet aushält ? Soviel #Papst auf einmal . #Habemus ... ;-)	ob die die Internet aushalten ? soviele #Papst auf einmal . #Habemus ... ;-)	KOUS PDS ART NN VVFIN $. PIAT NN APPR ADV $. NN $. $(	5/CP 5/SB 4/NK 5/SB 0/-- 5/-- 8/NK 6/-- 8/MNR 9/NK 10/-- 11/-- 12/-- 13/--	_ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ *=True case=nom|gender=neut|num=sg _ _ _ _ _ EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
311922975236558848	positive	Wir freuen uns über unseren neuen Papst Franziskus I. und wünschen ihm viel Kraft für seine neue Aufgabe !	wir freuen wir über unser neu Papst Franziskus I. und wünschen er viele Kraft für sein neu Aufgabe !	PPER VVFIN PPER APPR PPOSAT ADJA NN NE NE KON VVFIN PPER PIAT NN APPR PPOSAT ADJA NN $.	2/SB 0/-- 2/OA 2/OP 7/NK 7/NK 4/NK 9/PNC 7/NK 2/CD 10/CJ 11/DA 14/NK 11/OA 14/MNR 18/NK 18/NK 15/NK 18/--	case=nom|Sentiment::markable_10050112::Sarcasm=false|*=True|Sentiment::markable_10050112::Intensity=medium|pers=1|Source::markable_10050113::Source=True|num=pl|Sentiment::markable_10050112::Sentiment=True|Sentiment::markable_10050112::Polarity=positive|Source::markable_10050113::Anaphref=empty mood=ind|EmoExpression::markable_10050114::EmoExpression=True|EmoExpression::markable_10050114::Intensity=medium|EmoExpression::markable_10050114::Sarcasm=false|EmoExpression::markable_10050114::Uncertain=false|pers=1|EmoExpression::markable_10050114::Polarity=positive|num=pl|tense=pres|Sentiment::markable_10050112::Sentiment=True|EmoExpression::markable_10050114::SubjectiveFact=false case=acc|pers=1|num=pl|Sentiment::markable_10050112::Sentiment=True|EmoExpression::markable_10050114::EmoExpression=True|*=True Sentiment::markable_10050112::Sentiment=True case=acc|Target::markable_10050115::Anaphref=empty|num=sg|Sentiment::markable_10050112::Sentiment=True|gender=masc|Target::markable_10050115::Preferred=true|Target::markable_10050115::Target=True case=acc|Target::markable_10050115::Target=True|num=sg|Sentiment::markable_10050112::Sentiment=True|gender=masc|pos=True case=acc|gender=masc|num=sg|Sentiment::markable_10050112::Sentiment=True|Target::markable_10050115::Target=True case=nom|gender=masc|num=sg|Sentiment::markable_10050112::Sentiment=True|Target::markable_10050115::Target=True case=nom|gender=masc|num=sg|Sentiment::markable_10050112::Sentiment=True|Target::markable_10050115::Target=True _ EmoExpression::markable_104013074::EmoExpression=True|mood=ind|EmoExpression::markable_104013074::SubjectiveFact=false|EmoExpression::markable_104013074::Sarcasm=false|pers=3|num=pl|tense=pres|EmoExpression::markable_104013074::Polarity=positive|EmoExpression::markable_104013074::Intensity=medium|EmoExpression::markable_104013074::Uncertain=false case=dat|gender=masc|num=sg|pers=3 *=True case=acc|EmoExpression::markable_104013075::Sarcasm=false|EmoExpression::markable_104013075::EmoExpression=True|EmoExpression::markable_104013075::SubjectiveFact=false|gender=fem|EmoExpression::markable_104013075::Polarity=positive|num=sg|EmoExpression::markable_104013075::Uncertain=false|EmoExpression::markable_104013075::Intensity=medium _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _
311849565726863361	positive	Das mit dem weißen Rauch haben die liebe @zauberfrau und ich gestern schneller hingekriegt . Sind wir dann jetzt Papst ?	die mit die weiß Rauch haben die lieb @zauberfrau und ich gestern schnell hinkriegen . sein wir dann jetzt Papst ?	ART APPR ART ADJA NN VAFIN ART ADJA NN KON PPER ADV ADJD VVPP $. VAFIN PPER ADV ADV NN $.	6/SB 1/MNR 5/NK 5/NK 2/NK 0/-- 9/NK 9/NK 6/OA 14/JU 14/SB 14/MO 14/MO 9/-- 14/-- 15/-- 16/SB 16/MO 16/MO 16/PD 20/--	case=nom|gender=neut|num=sg _ case=dat|gender=masc|num=sg case=dat|EmoExpression::markable_104013076::SubjectiveFact=false|EmoExpression::markable_104013076::Polarity=positive|gender=masc|EmoExpression::markable_104013076::Uncertain=false|pos=True|EmoExpression::markable_104013076::Intensity=medium|EmoExpression::markable_104013076::EmoExpression=True|num=sg|EmoExpression::markable_104013076::Sarcasm=false case=dat|gender=masc|EmoExpression::markable_104013076::EmoExpression=True|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ case=nom|*=True|num=sg|pers=1 _ EmoExpression::markable_104013077::Sarcasm=false|EmoExpression::markable_104013077::Polarity=positive|EmoExpression::markable_104013077::EmoExpression=True|comp=True|EmoExpression::markable_104013077::Uncertain=false|EmoExpression::markable_104013077::Intensity=medium|EmoExpression::markable_104013077::SubjectiveFact=false EmoExpression::markable_104013078::EmoExpression=True|EmoExpression::markable_104013078::Intensity=medium|EmoExpression::markable_104013078::Uncertain=false|EmoExpression::markable_104013078::SubjectiveFact=false|EmoExpression::markable_104013078::Polarity=positive|EmoExpression::markable_104013078::Sarcasm=false _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 _ _ case=nom|gender=masc|num=sg _
311832008500322306	neutral	@anlustenberger und was das genau für chemikalien sind welche da beigemischt werden ... #Vatikan #Papst #smokeontheroof #umwelt	@anlustenberger und was die genau für Chemikalie sein welche da beimischen werden ... #Vatikan #Papst #smokeontheroof #umwelt	NN KON PIS ART ADJD APPR NN VAFIN PIS ADV VVPP VAINF $. NN NN ADJD NN	0/-- 8/JU 8/PD 5/NK 6/MO 3/MNR 6/NK 1/-- 8/SB 11/MO 12/OC 8/OC 12/-- 13/-- 14/NK 14/MO 14/PD	comp=True _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pos=True _ case=acc|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl _ _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind
311921377168986114	neutral	RT @hydrogenperoxid : könnte wie beim trimagischen turnier sein : und der neue #papst ist ... Harry potter ? Harry hast du deinen namen in de ...	RT @hydrogenperoxid : können wie bei trimagischen Turnier sein : und die neu #papst sein ... Harry potter ? Harry haben du dein Name in de ...	NE NN $. VMFIN KOKOM APPRART ADJA NN VAINF $. KON ART ADJA NN VAFIN $. NE ADJD $. NE VAFIN PPER PPOSAT NN APPR NE $.	2/SB 0/-- 2/-- 3/-- 6/CM 4/MO 8/NK 6/NK 4/OC 9/-- 4/CD 14/NK 14/NK 15/PD 11/CJ 15/-- 16/-- 17/PD 18/-- 21/SB 19/-- 21/SB 24/NK 21/OA 24/MNR 25/NK 26/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ pers=3|num=sg|tense=past|mood=subj _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True _ case=nom|gender=masc|num=sg pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ *=True _
312075255118188544	negative	Der neue papst heißt wie die schwuchtel von GNTM. Shiet .	die neu Papst heißen wie die schwuchtel von GNTM. Shiet .	ART ADJA NN VVFIN KOKOM ART NN APPR NN NE $.	3/NK 3/NK 4/SB 0/-- 7/CM 7/NK 4/MO 7/PG 8/NK 9/NK 10/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_10050116::Sarcasm=false|EmoExpression::markable_10050116::Polarity=negative|EmoExpression::markable_10050116::SubjectiveFact=false|gender=fem|EmoExpression::markable_10050116::EmoExpression=True|EmoExpression::markable_10050116::Uncertain=false|num=sg|EmoExpression::markable_10050116::Intensity=medium _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _
311952093823004673	positive	RT @follix : Also mein Künstlername als Papst wäre Jiri Stajner , der Erleuchtete !	RT @follix : also mein Künstlername als Papst sein Jiri Stajner , die Erleuchtete !	NE NE $. ADV PPOSAT NN KOKOM NN VAFIN NE NN $, ART NN $.	2/PNC 0/-- 2/-- 6/MO 6/NK 9/SB 6/CD 7/NK 3/-- 11/PNC 9/SB 11/-- 14/NK 11/APP 14/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=subj case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_104013079::SubjectiveFact=false|gender=masc|EmoExpression::markable_104013079::Intensity=medium|num=sg|EmoExpression::markable_104013079::EmoExpression=True|EmoExpression::markable_104013079::Uncertain=false|EmoExpression::markable_104013079::Polarity=positive|EmoExpression::markable_104013079::Sarcasm=false _
311918372382187521	positive	der ist schon 76,  können bald einen neuen wählen :D #Papst	die sein schon @card@ können bald eine neu wählen :D #Papst	ART VAFIN ADV CARD VMFIN ADV ART ADJA VVFIN ADJA NN	2/SB 0/-- 4/MO 2/SB 2/CJ 5/MO 11/NK 11/NK 10/OC 11/NK 5/OA	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ pers=3|num=pl|tense=pres|mood=ind _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True _ case=acc|EmoExpression::markable_62::SubjectiveFact=false|EmoExpression::markable_62::Polarity=positive|gender=masc|pos=True|num=sg|EmoExpression::markable_62::EmoExpression=True|EmoExpression::markable_62::Sarcasm=false|EmoExpression::markable_62::Uncertain=false|EmoExpression::markable_62::Intensity=medium case=acc|gender=masc|num=sg
311923190362411008	positive	@z0mb3y Es ist der beste Papst überhaupt . Es kann keinen besseren als Gonzo geben	@z0mb3y es sein die gut Papst überhaupt . es können keine gut als Gonzo geben	NN PPER VAFIN ART ADJA NN ADV $. PPER VMFIN PIAT ADJA KOKOM NE VVFIN	0/-- 3/SB 1/-- 6/NK 6/NK 3/PD 6/MO 7/-- 10/SB 8/-- 12/NK 15/OA 14/CM 12/CC 10/OC	case=nom|gender=fem|num=sg case=nom|Sentiment::markable_63::Intensity=strong|gender=neut|Sentiment::markable_63::Sentiment=True|Sentiment::markable_63::Sarcasm=false|pers=3|num=sg|Sentiment::markable_63::Polarity=positive pers=3|Sentiment::markable_63::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|Sentiment::markable_63::Sentiment=True case=nom|EmoExpression::markable_65::Intensity=strong|gender=masc|Sentiment::markable_63::Sentiment=True|EmoExpression::markable_65::EmoExpression=True|EmoExpression::markable_65::Uncertain=false|num=sg|EmoExpression::markable_65::Polarity=positive|EmoExpression::markable_65::Sarcasm=false|sup=True|EmoExpression::markable_65::SubjectiveFact=false case=nom|num=sg|gender=masc|Sentiment::markable_63::Sentiment=True|Source::markable_64::Anaphref=empty|Source::markable_64::Source=True Sentiment::markable_63::Sentiment=True _ case=nom|gender=neut|Sentiment::markable_10050117::Intensity=strong|pers=3|num=sg|Sentiment::markable_10050117::Sentiment=True|Sentiment::markable_10050117::Sarcasm=false|Sentiment::markable_10050117::Polarity=positive pers=3|Sentiment::markable_10050117::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|Sentiment::markable_10050117::Sentiment=True|num=sg|Negation::markable_10050119::Negation=True|gender=masc|Negation::markable_10050119::EmoExpressionRef=emo-expression:markable_66 case=acc|EmoExpression::markable_66::EmoExpression=True|gender=neut|EmoExpression::markable_66::Polarity=positive|num=pl|comp=True|Sentiment::markable_10050117::Sentiment=True|EmoExpression::markable_66::Uncertain=false|EmoExpression::markable_66::Intensity=medium|EmoExpression::markable_66::Sarcasm=false|EmoExpression::markable_66::SubjectiveFact=false Sentiment::markable_10050117::Sentiment=True case=nom|num=sg|Target::markable_10050118::Anaphref=empty|Target::markable_10050118::Target=True|Sentiment::markable_10050117::Sentiment=True|gender=masc|Target::markable_10050118::Preferred=true Sentiment::markable_10050117::Sentiment=True
311906897215234049	positive	RT @bangpowwww : Gleich tritt Rafiki auf den Balkon und hält den neuen Papst in die Luft und alle Tiere des geweihten Vatikan fallen auf ...	RT @bangpowwww : gleich treten Rafiki auf die Balkon und halten die neu Papst in die Luft und alle Tier die geweiht Vatikan fallen auf ...	NE ADJD $. ADJD VVFIN NE APPR ART NN KON VVFIN ART ADJA NN APPR ART NN KON PIAT NN ART ADJA NN VVFIN PTKVZ $.	0/-- 1/PD 2/-- 5/MO 3/-- 5/SB 5/MO 9/NK 7/NK 5/CD 10/CJ 14/NK 14/NK 11/OA 14/MNR 17/NK 15/NK 14/CD 20/NK 18/CJ 23/NK 23/NK 20/AG 20/PD 11/SVP 25/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl case=gen|gender=neut|num=sg case=gen|EmoExpression::markable_104013080::Intensity=medium|EmoExpression::markable_104013080::EmoExpression=True|EmoExpression::markable_104013080::Sarcasm=false|gender=neut|pos=True|EmoExpression::markable_104013080::Polarity=positive|num=sg|EmoExpression::markable_104013080::SubjectiveFact=false|EmoExpression::markable_104013080::Uncertain=false case=gen|gender=neut|num=sg _ _ _
311922750186979329	positive	RT @ruhrpoet : Franz ist jetzt nicht nur Kaiser sondern auch #Papst . Ein Teufelskerl .	RT @ruhrpoet : Franz sein jetzt nicht nur Kaiser sondern auch #Papst . eine Teufelskerl .	NE NN $. NE VAFIN ADV PTKNEG ADV NN KON ADV NN $. ART NN $.	2/SB 0/-- 2/-- 5/SB 3/-- 5/MO 8/NG 9/MO 5/PD 9/CD 12/MO 10/CJ 12/-- 15/NK 13/-- 15/--	case=nom|*=True|num=sg case=nom|Sentiment::markable_67::Sentiment=True|Sentiment::markable_67::Sarcasm=false|Source::markable_10050120::Anaphref=empty|Source::markable_10050120::Source=True|*=True|Sentiment::markable_67::Polarity=positive|num=sg|Sentiment::markable_67::Intensity=medium Sentiment::markable_67::Sentiment=True case=nom|Sentiment::markable_67::Sentiment=True|num=sg|Target::markable_69::Preferred=true|Target::markable_69::Target=True|gender=neut|Target::markable_69::Anaphref=empty pers=3|Sentiment::markable_67::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_67::Sentiment=True Sentiment::markable_67::Sentiment=True Sentiment::markable_67::Sentiment=True case=nom|gender=masc|num=pl|Sentiment::markable_67::Sentiment=True Sentiment::markable_67::Sentiment=True Sentiment::markable_67::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_67::Sentiment=True Sentiment::markable_67::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_67::Sentiment=True case=nom|Sentiment::markable_67::Sentiment=True|EmoExpression::markable_68::Sarcasm=false|gender=neut|EmoExpression::markable_68::Intensity=medium|num=sg|EmoExpression::markable_68::Uncertain=false|EmoExpression::markable_68::Polarity=positive|EmoExpression::markable_68::EmoExpression=True|EmoExpression::markable_68::SubjectiveFact=false _
311918324747476993	neutral	RT @ArminWolf : Jorge Mario Bergoglio ist 76,  der erste Lateinamerikaner und der erste Jesuit als Papst .	RT @ArminWolf : Jorge Mario Bergoglio sein @card@ die erst Lateinamerikaner und die erst Jesuit als Papst .	NE NN $. NE NE NE VAFIN CARD ART ADJA NN KON ART ADJA NN KOKOM NN $.	2/SB 0/-- 2/-- 6/PNC 6/PNC 7/SB 3/-- 7/SB 11/NK 11/NK 7/PD 11/CD 15/NK 15/NK 12/CJ 17/CM 15/CC 17/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _
312102028618899456	neutral	Mit dem Papst kamen die Flocken . #neuschnee #märzwinter #oberbayern	mit die Papst kommen die Flocke . #neuschnee #märzwinter #oberbayern	APPR ART NN VVFIN ART NN $. NN NN ADJA	4/MO 3/NK 1/NK 0/-- 6/NK 4/SB 6/-- 10/SB 8/NK 7/--	_ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=3|num=pl|tense=past|mood=ind case=nom|*=True|num=pl case=nom|*=True|num=pl _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
311909144569466881	neutral	Ist er der nächste Papst ? - Angelo Scola - der Wahrscheinliche http://t.co/h8CyGuUikA	sein er die nah Papst ? - Angelo Scola - die wahrscheinlich http://t.co/h8CyGuUikA	VAFIN PPER ART ADJA NN $. $( NE NE $( ART ADJA NN	0/-- 1/SB 5/NK 5/NK 1/PD 5/-- 8/-- 9/PNC 13/SB 9/-- 13/NK 13/NK 6/--	pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg
311913879787675648	neutral	Gleich kommt Sonja Zietlow auf den Balkon und verkündet : " Du bist es .................. vielleicht . " #papst	gleich kommen Sonja Zietlow auf die Balkon und verkünden : " du sein es .................. vielleicht . " #papst	ADJD VVFIN NE NE APPR ART NN KON VVFIN $. $( PPER VAFIN PPER NN ADV $. $( NN	2/MO 0/-- 4/PNC 2/SB 2/MO 7/NK 5/NK 2/CD 8/CJ 9/-- 10/-- 13/SB 9/RS 13/EP 13/PD 15/-- 16/-- 17/-- 18/--	pos=True pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|*=True|num=sg|pers=2 pers=2|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 case=acc|gender=neut|*=True _ _ _ case=nom|gender=masc|num=sg
311929013453062145	positive	Ok . #Papst ist gewählt . Nun warten wir auf @Y_TITTY_OG bei @TVtotal | @ProSieben	Ok . #Papst sein wählen . nun warten wir auf @Y_TITTY_OG bei @TVtotal | @ProSieben	NE $. NN VAFIN VVPP $. ADV VVFIN PPER APPR NN APPR NN XY ADJA	0/-- 1/-- 4/SB 2/-- 4/PD 5/-- 8/MO 6/-- 8/SB 8/OP 10/NK 11/-- 12/NK 13/-- 13/--	case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_104013081::EmoExpression=True|EmoExpression::markable_104013081::Uncertain=false|EmoExpression::markable_104013081::Sarcasm=false|EmoExpression::markable_104013081::SubjectiveFact=true|EmoExpression::markable_104013081::Intensity=medium|EmoExpression::markable_104013081::Polarity=positive _ _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 _ case=acc|gender=fem|num=sg _ case=dat|gender=masc|num=sg _ _
311952017306312705	neutral	RT @matzeknop : Ein #Papst aus #Argentinien . Dann hätte ich Maradona genommen . Das wäre der erste Papst mit der Hand Gottes gewesen . #Ha ...	RT @matzeknop : eine #Papst aus #Argentinien . dann haben ich Maradona nehmen . die sein die erst Papst mit die Hand Gott sein . #Ha ...	NE NN $. ART NN APPR NN $. ADV VAFIN PPER NE VVPP $. PDS VAFIN ART ADJA NN APPR ART NN NN VAPP $. NN $.	2/SB 0/-- 2/-- 5/NK 3/-- 5/MNR 6/NK 7/-- 13/MO 8/-- 10/SB 13/OA 10/OC 13/-- 16/SB 14/-- 19/NK 19/NK 24/PD 19/MNR 22/NK 20/NK 22/AG 16/OC 24/-- 25/-- 26/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=pl _ _ pers=1|num=sg|tense=past|mood=subj case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=subj case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|gender=masc|num=sg _ _ _ _
312176580808015872	neutral	Der Papst gehört einem Orden von " Elitechristen " an - DIE WELT : Yahoo ! TV DeutschlandDer Papst gehört einem Or ... http://t.co/sJmOikxWTR	die Papst gehören eine Orden von " Elitechristen " an - die WELT : Yahoo ! TV DeutschlandDer Papst gehören eine or ... http://t.co/sJmOikxWTR	ART NN VVFIN ART NN APPR $( NN $( PTKVZ $( ART NE $. NE $. NE NN NN VVFIN ART NE $. NE	2/NK 3/SB 0/-- 5/NK 3/DA 5/PG 8/-- 6/NK 8/-- 3/SVP 12/-- 13/NK 10/-- 13/-- 13/UC 15/-- 18/PNC 20/SB 18/NK 16/-- 22/NK 20/DA 22/-- 23/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=dat|gender=masc|num=pl _ _ _ *=True *=True _ case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _
311942960579244034	neutral	@ElmarBreitbach War das jetzt ein metaphorischer Kommentar zu #Papst oder wirklicher Fussball ?	@ElmarBreitbach sein die jetzt eine metaphorisch Kommentar zu #Papst oder wirklich Fußball ?	NN VAFIN PDS ADV ART ADJA NN APPR NN KON ADJA NN $.	0/-- 1/-- 2/SB 2/MO 7/NK 7/NK 2/PD 7/MNR 8/NK 9/CD 12/NK 10/CJ 12/--	case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _
311920378916270081	neutral	Sein Blick : " Jaja , kann ich jetzt Fußball gucken gehen ? " #Papst	sein Blick : " Jaja , können ich jetzt Fußball gucken gehen ? " #Papst	PPOSAT NN $. $( NN $, VMFIN PPER ADV NN VVINF VVINF $. $( NN	2/NK 7/PD 2/-- 3/-- 7/SB 5/-- 0/-- 7/SB 7/MO 11/OA 12/OC 7/OC 12/-- 13/-- 14/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ case=nom|gender=fem|num=sg _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ case=acc|gender=masc|num=sg _ _ _ _ _
311927579638657024	neutral	RT @Feuchte_Hose : Seit wann dürfen Catwalktrainer Papst werden ? #habemus #papam	RT @Feuchte_Hose : seit wann dürfen Catwalktrainer Papst werden ? #habemus #papam	NE NN $. APPR PWAV VMFIN NN NN VAINF $. NN NN	2/SB 0/-- 2/-- 6/MO 4/NK 3/-- 6/SB 9/PD 6/OC 9/-- 10/-- 11/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=neut|num=pl case=nom|gender=neut|num=pl _ _ _ case=nom|gender=neut|num=sg
311946969826357248	positive	Warum in #Gottes Namen sind es immer die größten reaktionären #Arschlöcher , die #Papst werden ? #scheißkirche	warum in #Gottes Name sein es immer die groß reaktionär #Arschlöcher , die #Papst werden ? #scheißkirche	PWAV APPR ADJA NN VAFIN PPER ADV ART ADJA ADJA NN $, ART NN VAINF $. NN	5/MO 5/MO 4/NK 2/NK 0/-- 5/SB 5/MO 11/NK 11/NK 11/NK 5/PD 11/-- 14/NK 15/PD 6/RE 15/-- 16/--	_ _ case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg mood=ind|Sentiment::markable_70::Sentiment=True|Sentiment::markable_70::Polarity=positive|pers=3|num=pl|tense=pres|Sentiment::markable_70::Sarcasm=false|Sentiment::markable_70::Intensity=medium case=nom|gender=neut|num=sg|Sentiment::markable_70::Sentiment=True|pers=3 Sentiment::markable_70::Sentiment=True case=nom|gender=masc|num=pl|Sentiment::markable_70::Sentiment=True case=nom|Intensifier::markable_72::EmoExpressionRef=emo-expression:markable_71|Sentiment::markable_70::Sentiment=True|gender=masc|Intensifier::markable_72::Degree=strong|num=pl|sup=True|Intensifier::markable_72::Intensifier=True case=nom|EmoExpression::markable_10050127::Intensity=medium|EmoExpression::markable_10050127::SubjectiveFact=false|Sentiment::markable_70::Sentiment=True|gender=masc|EmoExpression::markable_10050127::Sarcasm=false|pos=True|num=pl|EmoExpression::markable_10050127::Polarity=negative|EmoExpression::markable_10050127::Uncertain=false|EmoExpression::markable_10050127::EmoExpression=True case=nom|EmoExpression::markable_71::Intensity=strong|EmoExpression::markable_71::SubjectiveFact=false|Sentiment::markable_70::Sentiment=True|gender=masc|EmoExpression::markable_71::Polarity=positive|EmoExpression::markable_71::Uncertain=false|num=pl|EmoExpression::markable_71::Sarcasm=false|EmoExpression::markable_71::EmoExpression=True Sentiment::markable_70::Sentiment=True case=nom|gender=masc|num=pl|Sentiment::markable_70::Sentiment=True case=nom|Target::markable_73::Anaphref=empty|num=pl|Target::markable_73::Preferred=true|Target::markable_73::Target=True|Sentiment::markable_70::Sentiment=True|gender=masc pers=3|Sentiment::markable_70::Sentiment=True|num=pl|tense=pres|mood=ind _ case=nom|EmoExpression::markable_104013082::Uncertain=false|EmoExpression::markable_104013082::Intensity=medium|EmoExpression::markable_104013082::SubjectiveFact=false|gender=fem|EmoExpression::markable_104013082::EmoExpression=True|num=sg|EmoExpression::markable_104013082::Sarcasm=false|EmoExpression::markable_104013082::Polarity=negative
