311972225265836033	positive	%PosSmiley Der neue Papst : Es ist ein Argentinier %Link via %User	%PosSmiley die neu Papst : es sein eine Argentinier %Link via %User	ITJ ART ADJA NN $. PPER VAFIN ART NN XY APPR NE	7/NK 4/NK 4/NK 7/PD 4/-- 7/SB 0/-- 9/NK 7/PD 9/NK 9/MNR 11/NK	Sentiment::markable_1::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|EmoExpression::markable_2::Sarcasm=false|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|EmoExpression::markable_2::EmoExpression=True case=nom|num=sg|Target::markable_3::Target=True|Target::markable_3::Anaphref=empty|gender=masc|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True case=nom|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|pers=3|num=sg|Target::markable_3::Target=True|gender=neut|Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg
311909873933766656	negative	Da musst du als Kind Blockföte lernen , schon stehst du in der Garde vom Papst . Shit happens .	da müssen du als Kind Blockföte lernen , schon stehen du in die Garde von Papst . Shit happens .	ADV VMFIN PPER KOKOM NN NN VVINF $, ADV VVFIN PPER APPR ART NN APPRART NN $. NN NN $.	2/MO 0/-- 2/SB 7/MO 4/NK 7/OA 2/OC 7/-- 10/MO 2/CJ 10/SB 10/MO 14/NK 12/NK 14/MNR 15/NK 16/-- 0/-- 18/NK 19/--	Sentiment::markable_140::Sentiment=True|Sentiment::markable_140::Sarcasm=false|Sentiment::markable_140::Polarity=negative|Sentiment::markable_140::Intensity=strong pers=2|num=sg|tense=pres|mood=ind Sentiment::markable_140::Sentiment=True|*=True Sentiment::markable_140::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_140::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_140::Sentiment=True Sentiment::markable_140::Sentiment=True Sentiment::markable_140::Sentiment=True Sentiment::markable_140::Sentiment=True|Target::markable_141::Target=True|Target::markable_141::Preferred=true|Target::markable_141::Anaphref=empty pers=2|num=sg|tense=pres|mood=ind case=nom|pers=2|Target::markable_141::Target=True|num=sg|Sentiment::markable_140::Sentiment=True|*=True Sentiment::markable_140::Sentiment=True|Target::markable_141::Target=True case=dat|gender=fem|Target::markable_141::Target=True|num=sg|Sentiment::markable_140::Sentiment=True case=dat|gender=fem|Target::markable_141::Target=True|num=sg|Sentiment::markable_140::Sentiment=True case=dat|gender=masc|Target::markable_141::Target=True|num=sg|Sentiment::markable_140::Sentiment=True case=dat|gender=masc|Target::markable_141::Target=True|num=sg|Sentiment::markable_140::Sentiment=True Sentiment::markable_140::Sentiment=True Sentiment::markable_140::Sentiment=True|EmoExpression::markable_142::Polarity=negative|EmoExpression::markable_142::Sarcasm=false|EmoExpression::markable_142::Uncertain=false|EmoExpression::markable_142::EmoExpression=True|EmoExpression::markable_142::SubjectiveFact=false|EmoExpression::markable_142::Intensity=strong Sentiment::markable_140::Sentiment=True|EmoExpression::markable_142::EmoExpression=True Sentiment::markable_140::Sentiment=True
311917300179664898	positive	Wie spannend so ein Blick auf eine geschlossene Tür doch sein kann pabst	wie spannend so eine Blick auf eine geschlossen Türe doch sein können Pabst	KOKOM ADJD ADV ART NN APPR ART ADJA NN ADV VAINF VMFIN NE	2/MO 11/PD 5/MO 5/NK 12/SB 5/MNR 9/NK 9/NK 6/NK 12/MO 12/OC 0/-- 12/SB	Sentiment::markable_143::Sentiment=True|Intensifier::markable_145::Intensifier=True|Sentiment::markable_143::Polarity=positive|Intensifier::markable_145::EmoExpressionRef=emo-expression:markable_144|Sentiment::markable_143::Intensity=medium|Sentiment::markable_143::Sarcasm=false|Intensifier::markable_145::Degree=medium EmoExpression::markable_144::Sarcasm=false|EmoExpression::markable_144::Uncertain=false|EmoExpression::markable_144::Polarity=positive|pos=True|EmoExpression::markable_144::SubjectiveFact=false|Sentiment::markable_143::Sentiment=True|EmoExpression::markable_144::Intensity=medium|EmoExpression::markable_144::EmoExpression=True Sentiment::markable_143::Sentiment=True case=nom|Sentiment::markable_143::Sentiment=True|num=sg|Target::markable_146::Preferred=true|gender=masc|Target::markable_146::Anaphref=empty|Target::markable_146::Target=True case=nom|gender=masc|num=sg|Target::markable_146::Target=True|Sentiment::markable_143::Sentiment=True Sentiment::markable_143::Sentiment=True|Target::markable_146::Target=True case=acc|gender=fem|num=sg|Target::markable_146::Target=True|Sentiment::markable_143::Sentiment=True case=acc|Sentiment::markable_143::Sentiment=True|num=sg|gender=fem|pos=True|Target::markable_146::Target=True case=acc|gender=fem|num=sg|Target::markable_146::Target=True|Sentiment::markable_143::Sentiment=True Sentiment::markable_143::Sentiment=True Sentiment::markable_143::Sentiment=True pers=3|Sentiment::markable_143::Sentiment=True|num=sg|tense=pres|mood=ind _
311931936841007104	positive	Aber interessant , dass die %User die Papst - Wahl für fade hält - und Pleite - Gaby nicht	aber interessant , dass die %User die Papst - Wahl für fade halten - und Pleite - Gaby nicht	KON ADJD $, KOUS ART NE ART NN $( NN APPR ADJD VVFIN $( KON NN $( NE PTKNEG	13/JU 13/MO 2/-- 13/CP 6/NK 13/SB 8/NK 13/OA 8/-- 8/NK 13/MO 11/NK 0/-- 13/-- 10/CD 15/CJ 16/-- 13/OA 13/NG	Sentiment::markable_147::Sentiment=True|Sentiment::markable_147::Polarity=positive|Sentiment::markable_147::Intensity=medium|Sentiment::markable_147::Sarcasm=false Sentiment::markable_147::Sentiment=True|EmoExpression::markable_147::Polarity=positive|EmoExpression::markable_147::Intensity=medium|EmoExpression::markable_147::Uncertain=false|EmoExpression::markable_147::Sarcasm=false|EmoExpression::markable_147::SubjectiveFact=false|pos=True|EmoExpression::markable_147::EmoExpression=True Sentiment::markable_147::Sentiment=True Sentiment::markable_147::Sentiment=True case=nom|Target::markable_147::Preferred=true|Sentiment::markable_150::Sentiment=True|Sentiment::markable_147::Sentiment=True|Source::markable_150::Source=True|gender=masc|Sentiment::markable_150::Sarcasm=false|Target::markable_147::Anaphref=empty|Target::markable_147::Target=True|Sentiment::markable_150::Intensity=medium|num=pl|Sentiment::markable_150::Polarity=positive|Source::markable_150::Anaphref=empty case=nom|Target::markable_147::Target=True|Sentiment::markable_150::Sentiment=True|num=pl|Sentiment::markable_147::Sentiment=True|Source::markable_150::Source=True|gender=masc case=acc|Target::markable_150::Anaphref=empty|Sentiment::markable_150::Sentiment=True|Sentiment::markable_147::Sentiment=True|gender=fem|Target::markable_150::Target=True|Target::markable_147::Target=True|num=sg|Target::markable_150::Preferred=true case=acc|Target::markable_147::Target=True|Sentiment::markable_150::Sentiment=True|num=sg|Sentiment::markable_147::Sentiment=True|gender=fem|Target::markable_150::Target=True Target::markable_147::Target=True|Sentiment::markable_150::Sentiment=True|Sentiment::markable_147::Sentiment=True|Target::markable_150::Target=True case=acc|Target::markable_147::Target=True|Sentiment::markable_150::Sentiment=True|num=sg|Sentiment::markable_147::Sentiment=True|gender=fem|Target::markable_150::Target=True Target::markable_147::Target=True|Sentiment::markable_150::Sentiment=True|Sentiment::markable_147::Sentiment=True Sentiment::markable_150::Sentiment=True|Sentiment::markable_147::Sentiment=True|pos=True|Target::markable_147::Target=True|EmoExpression::markable_10404362::SubjectiveFact=false|EmoExpression::markable_10404362::Polarity=negative|EmoExpression::markable_10404362::Intensity=medium|EmoExpression::markable_10404362::Sarcasm=false|EmoExpression::markable_10404362::Uncertain=false|EmoExpression::markable_10404362::EmoExpression=True pers=3|Target::markable_147::Target=True|Sentiment::markable_150::Sentiment=True|num=sg|tense=pres|mood=ind|Sentiment::markable_147::Sentiment=True Target::markable_147::Target=True|Sentiment::markable_147::Sentiment=True Target::markable_147::Target=True|Sentiment::markable_147::Sentiment=True case=acc|EmoExpression::markable_10404363::Sarcasm=false|EmoExpression::markable_10404363::Polarity=negative|EmoExpression::markable_10404363::EmoExpression=True|gender=fem|EmoExpression::markable_10404363::Intensity=medium|EmoExpression::markable_10404363::Uncertain=false|Target::markable_147::Target=True|num=sg|Sentiment::markable_147::Sentiment=True|EmoExpression::markable_10404363::SubjectiveFact=false Target::markable_147::Target=True|Sentiment::markable_147::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_147::Sentiment=True|Target::markable_147::Target=True Target::markable_147::Target=True|Sentiment::markable_147::Sentiment=True
311914526629036033	neutral	Live - Übertragung im Privatfernsehen : " Der Papst am Fenster zur Welt - präsentiert vom neuen Windows 8 . "	Live - Übertragung in Privatfernsehen : " die Papst an Fenster zu Welt - präsentieren von neu Windows 8 . "	NN $( NN APPRART NN $. $( ART NN APPRART NN APPRART NN $( VVFIN APPRART ADJA NN CARD $. $(	0/-- 1/-- 1/CJ 3/MNR 4/NK 5/-- 6/-- 9/NK 15/SB 9/MNR 10/NK 11/MNR 12/NK 13/-- 1/PAR 15/MO 18/NK 16/NK 18/NK 19/-- 20/--	case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ _ _
311917178859425792	positive	Konklave : Weist er Rauch ! Neuer Papst ist gewählt %Link via %User	Konklave : weisen er Rauch ! neu Papst sein wählen %Link via %User	NN $. VVFIN PPER NE $. ADJA NN VAFIN VVPP XY APPR NE	3/OA 1/-- 0/-- 3/SB 3/OA 5/-- 8/NK 9/SB 0/-- 9/PD 0/-- 10/MO 12/NK	case=nom|gender=neut|num=pl _ pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_10404364::Sarcasm=false|EmoExpression::markable_10404364::Polarity=positive|EmoExpression::markable_10404364::Intensity=medium|gender=masc|EmoExpression::markable_10404364::EmoExpression=True|pers=3|EmoExpression::markable_10404364::SubjectiveFact=true|num=sg|EmoExpression::markable_10404364::Uncertain=false case=acc|gender=masc|num=sg|EmoExpression::markable_10404364::EmoExpression=True _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=nom|gender=masc|num=sg
311919786202365953	neutral	Wir haben einen neuen papst ! Temos um novo papa !	wir haben eine neu Papst ! Temos um novo papa !	PPER VAFIN ART ADJA NN $. NE APPR NE ADJD $.	2/SB 0/-- 5/NK 5/NK 2/OA 5/-- 0/-- 7/MO 8/NK 7/PD 10/--	case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=gen|gender=neut|num=sg _ *=True *=True _
311925161614008320	neutral	Ihr werdet euch noch wünschen , ich wäre Papst geworden .	ihr werden ihr noch wünschen , ich sein Papst werden .	PPOSAT VAFIN PPER ADV VVINF $, PPER VAFIN NN VAPP $.	5/DA 0/-- 5/DA 5/MO 2/OC 5/-- 8/SB 5/OC 10/PD 8/OC 10/--	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=pl|pers=2 _ _ _ case=nom|*=True|num=sg|pers=1 pers=3|num=sg|tense=past|mood=subj case=nom|gender=masc|num=sg _ _
311950503888175105	neutral	Wer braucht schon einen Papst wenn er Jesus im Herzen hat	wer brauchen schon eine Papst wenn er Jesus in Herz haben	PWS VVFIN ADV ART NN KOUS PPER NE APPRART NN VAFIN	2/SB 0/-- 2/MO 5/NK 2/OA 8/CP 8/SB 5/NK 2/MO 9/NK 2/OC	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=nom|gender=masc|num=sg|pers=3 case=acc|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind
311923915108782080	positive	Hervorragende Raumaufteilung der Kardinäle um den Papst herum . Bergoglio wird auch als Messis Stellvertreter im Vat ...	hervorragend Raumaufteilung die Kardinal um die Papst herum . Bergoglio werden auch als Messis Stellvertreter in Vat ...	ADJA NN ART NN APPR ART NN PTKVZ $. NE VAFIN ADV KOKOM NN NN APPRART NN $.	2/NK 0/-- 4/NK 2/AG 2/MNR 7/NK 5/NK 2/MO 8/-- 11/SB 0/-- 14/MO 14/CM 11/SB 14/NK 11/MO 16/NK 17/--	case=nom|EmoExpression::markable_155::Sarcasm=false|EmoExpression::markable_155::Polarity=positive|gender=fem|Target::markable_156::Anaphref=empty|EmoExpression::markable_155::Intensity=medium|pos=True|Target::markable_156::Preferred=true|Sentiment::markable_153::Sentiment=True|num=sg|EmoExpression::markable_155::Uncertain=false|Target::markable_156::Target=True|EmoExpression::markable_155::SubjectiveFact=false|EmoExpression::markable_155::EmoExpression=True case=nom|gender=fem|num=sg|Target::markable_156::Target=True|Sentiment::markable_153::Sentiment=True case=gen|gender=masc|num=pl|Target::markable_156::Target=True|Sentiment::markable_153::Sentiment=True case=gen|gender=masc|num=pl|Target::markable_156::Target=True|Sentiment::markable_153::Sentiment=True Sentiment::markable_153::Sentiment=True|Target::markable_156::Target=True case=acc|gender=masc|num=sg|Target::markable_156::Target=True|Sentiment::markable_153::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_156::Target=True|Sentiment::markable_153::Sentiment=True Sentiment::markable_153::Sentiment=True|Target::markable_156::Target=True _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _
311920314965692416	positive	Was ist eigentlich wenn der Gewählte keine Lust auf das Amt hat ? papst	was sein eigentlich wenn die Gewählte keine Lust auf die Amt haben ? papst	PIS VAFIN ADV KOUS ART NN PIAT NN APPR ART NN VAFIN $. ADJA	2/SB 0/-- 12/MO 12/CP 6/NK 12/SB 8/NK 12/SB 8/MNR 11/NK 9/NK 2/MO 12/-- 0/--	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg|Negation::markable_158::EmoExpressionRef=emo-expression:markable_157|Negation::markable_158::Negation=True case=nom|EmoExpression::markable_157::Sarcasm=false|EmoExpression::markable_157::Uncertain=false|EmoExpression::markable_157::Polarity=positive|gender=fem|EmoExpression::markable_157::SubjectiveFact=false|num=sg|EmoExpression::markable_157::Intensity=medium|EmoExpression::markable_157::EmoExpression=True _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _
311920140847566848	neutral	Erst Polenpaule , dann der Imperator und nun ? papst	erst Polenpaule , dann die Imperator und nun ? papst	ADV NN $, ADV ART NN KON ADV $. ADJA	2/MO 0/-- 2/-- 6/MO 6/NK 2/CJ 6/CD 7/CJ 8/-- 0/--	_ case=nom|gender=masc|num=pl _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ _ _
311967768314535936	negative	Oh mein GOTT , die erste Sache , die ich vom neuen Papst höre und ich bin entsetzt und hulke gleich wieder	oh mein Gott , die erst Sache , die ich von neu Papst hören und ich sein entsetzt und hulke gleich wieder	ITJ PPOSAT NN $, ART ADJA NN $, PRELS PPER APPRART ADJA NN VVFIN KON PPER VAFIN ADJD KON ADJD ADJD ADV	22/DM 3/NK 0/-- 3/-- 7/NK 7/NK 3/APP 7/-- 14/OA 14/SB 14/SBP 13/NK 11/NK 7/RC 14/CD 17/SB 15/CJ 17/PD 18/CD 19/CJ 17/PD 17/MO	_ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=nom|*=True|num=sg|pers=1 case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=subj _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind EmoExpression::markable_159::Uncertain=false|EmoExpression::markable_159::EmoExpression=True|EmoExpression::markable_159::SubjectiveFact=false|EmoExpression::markable_159::Intensity=medium|EmoExpression::markable_159::Polarity=negative|EmoExpression::markable_159::Sarcasm=false|pos=True _ pos=True _ _
311924458124353536	neutral	Wir haben ihm gesagt , er soll sich jetzt verabschieden. papst	wir haben er sagen , er sollen sich jetzt verabschieden. papst	PPER VAFIN PPER VVPP $, PPER VMFIN PRF ADV NE ADJA	2/SB 0/-- 4/DA 2/OC 4/-- 7/SB 4/OC 11/OA 7/MO 11/SB 7/OC	case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=dat|gender=masc|num=sg|pers=3 _ _ case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind
312166120947859456	neutral	EilMeldung NEWS Name des Papstes : Franziskus , nicht Franziskus I. : Franziskus I. heisse der neue Papst , melde ...	Eilmeldung NEWS Name die Papst : Franziskus , nicht Franziskus I. : Franziskus I. heißen die neu Papst , melden ...	NN NN NN ART NN $. NE $, PTKNEG NE NE $. NE NE VVFIN ART ADJA NN $, VVFIN $.	2/NK 15/SB 2/NK 5/NK 3/AG 5/-- 3/APP 7/-- 15/NG 11/PNC 1/NK 11/-- 14/PNC 15/SB 0/-- 18/NK 18/NK 15/SB 18/-- 15/CJ 20/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=masc|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg _ case=gen|gender=masc|num=sg _ _ case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=sg case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=subj case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=subj _
311911330246426624	neutral	So wählen die also den neuen Papst. via fb habemuspapam papst	so wählen die also die neu Papst. via fb habemuspapam papst	ADV VVFIN PDS ADV ART ADJA NN APPR NN NE ADJA	2/MO 0/-- 2/SB 2/MO 7/NK 7/NK 2/OA 11/MO 8/NK 9/NK 2/MO	_ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind
312165788050132993	neutral	gestern ein bisserl vom neuen papst überlagert : h. c. strache will laut zib2 scheuch nicht als bundesrat fpk fpö ...	gestern eine bisserl von neu Papst überlagern : heißen c. strache wollen laut zib2 scheuch nicht als bundesrat fpk fpö ...	ADV ART NE APPRART ADJA NN VVPP $. VVFIN ADJA NN VMFIN APPR CARD NN PTKNEG KOKOM ADJA NN NE $.	7/MO 3/NK 1/NK 7/SBP 6/NK 4/NK 9/MO 7/-- 0/-- 11/NK 12/SB 0/OC 12/MO 15/NK 13/NK 12/NG 18/CM 12/OC 20/PNC 18/CC 20/--	_ *=True *=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ _ _ _ case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|*=True|num=pl|pers=2 _ _ pos=True _ _ _
311905151634001922	neutral	Der Papst ist gewählt . Was auf den neuen Oberhirten zukommt , weiss Vatikan - Insider Bernd Hagenkord von Radio Vatikan	die Papst sein wählen . was auf die neu Oberhirte zukommen , wissen Vatikan - Insider Bernd Hagenkord von Radio Vatikan	ART NN VAFIN VVPP $. PWS APPR ART ADJA NN VVFIN $, VVFIN NN $( NN NE NN APPR NN NN	2/NK 3/SB 0/-- 3/PD 4/-- 11/SB 11/MO 10/NK 10/NK 7/NK 13/SB 11/-- 0/-- 13/SB 14/-- 14/CJ 18/PNC 16/NK 13/OP 19/NK 20/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=neut|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
312132901338750976	negative	Warum muss der Papst immer ein alter Opa sein ? Warum nicht mal ein Neger ?	warum müssen die Papst immer eine alt Opa sein ? warum nicht mal eine Neger ?	PWAV VMFIN ART NN ADV ART ADJA NN VAINF $. PWAV PTKNEG ADV ART NN $.	2/MO 0/-- 4/NK 2/SB 2/MO 8/NK 8/NK 9/PD 2/OC 9/-- 15/MO 15/NG 15/MO 15/NK 0/-- 15/--	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_10404366::Polarity=negative|gender=masc|pos=True|num=sg|EmoExpression::markable_10404366::EmoExpression=True|EmoExpression::markable_10404366::SubjectiveFact=false|EmoExpression::markable_10404366::Intensity=medium|EmoExpression::markable_10404366::Sarcasm=false|EmoExpression::markable_10404366::Uncertain=false case=nom|gender=masc|num=sg|EmoExpression::markable_10404366::EmoExpression=True _ _ _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
311929865941172224	negative	Papst - Firlefanz ... Wen juckte es ? Oberhaupt der weltgrössten Sekte , welcher für die Armen und Hungernden betet aber ihnen überhaupt nicht hilft .	Papst - Firlefanz ... Wen jucken es ? Oberhaupt die weltgroß Sekt|Sekte , welche für die Arm|Arme und Hungernde beten aber sie überhaupt nicht helfen .	NN $( NN $. NE VVFIN PPER $. NN ART ADJA NN $, PRELS APPR ART NN KON NN VVFIN KON PPER ADV PTKNEG VVFIN $.	0/-- 1/-- 1/CJ 3/-- 6/SB 0/-- 6/OA 7/-- 0/-- 12/NK 12/NK 9/AG 12/-- 20/SB 20/MO 17/NK 15/NK 17/CD 18/CJ 12/RC 20/CD 25/DA 24/MO 25/NG 21/CJ 25/--	case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ case=nom|EmoExpression::markable_10404367::Polarity=negative|EmoExpression::markable_10404367::EmoExpression=True|EmoExpression::markable_10404367::Sarcasm=false|EmoExpression::markable_10404367::SubjectiveFact=false|*=True|EmoExpression::markable_10404367::Uncertain=false|num=sg|EmoExpression::markable_10404367::Intensity=medium pers=3|num=sg|tense=past|mood=ind case=acc|gender=neut|EmoExpression::markable_10404367::EmoExpression=True|num=sg|pers=3 _ case=nom|gender=neut|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg|pos=True case=gen|EmoExpression::markable_10404368::EmoExpression=True|EmoExpression::markable_10404368::Sarcasm=false|gender=fem|EmoExpression::markable_10404368::SubjectiveFact=false|EmoExpression::markable_10404368::Polarity=negative|EmoExpression::markable_10404368::Uncertain=false|num=sg|EmoExpression::markable_10404368::Intensity=medium _ case=nom|gender=masc|num=sg _ case=acc|*=True|num=pl case=acc|*=True|num=pl _ case=acc|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind _ case=dat|*=True|num=pl|pers=3 _ _ pers=3|num=sg|tense=pres|mood=ind _
312158230811910144	neutral	Wobei der neue Papst eben die " bewaffnete Hand " Woytilas gegen die BT war .	wobei die neu Papst eben die " bewaffnet Hand " Woytilas gegen die BT sein .	PWAV ART ADJA NN ADV ART $( ADJA NN $( NN APPR ART NE VAFIN $.	15/MO 4/NK 4/NK 15/SB 15/MO 9/NK 6/-- 9/NK 15/SB 9/-- 15/PD 11/MNR 14/NK 12/NK 0/-- 15/--	_ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=past|mood=ind _
311964777175973888	positive	Weist er Rauch in Rom : Konklave wählt argentinischen Kardinal zum neuen Papst	weisen er Rauch in Rom : Konklave wählen argentinisch Kardinal zu neu Papst	VVFIN PPER NE APPR NE $. NN VVFIN ADJA NN APPRART ADJA NN	0/-- 1/SB 1/OA 3/MNR 4/NK 5/-- 8/SB 1/OC 10/NK 8/OA 10/MNR 13/NK 11/NK	pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_10404369::SubjectiveFact=true|gender=masc|EmoExpression::markable_10404369::Uncertain=false|pers=3|num=sg|EmoExpression::markable_10404369::Intensity=medium|EmoExpression::markable_10404369::Sarcasm=false|EmoExpression::markable_10404369::EmoExpression=True|EmoExpression::markable_10404369::Polarity=positive case=nom|gender=masc|num=sg|EmoExpression::markable_10404369::EmoExpression=True _ case=dat|gender=neut|num=sg _ case=nom|gender=neut|num=pl _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg
311919867605417985	positive	ich habe mir auch franziskus ausgesucht. bin ich deshalb der neue papst ?	ich haben ich auch franziskus ausgesucht. sein ich deshalb die neu Papst ?	PPER VAFIN PPER ADV ADJA NN VAFIN PPER PAV ART ADJA NN $.	2/SB 0/-- 7/DA 6/MO 6/NK 7/PD 2/OC 7/SB 12/NK 12/NK 12/NK 7/PD 12/--	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg|pers=1 _ _ EmoExpression::markable_10404370::Uncertain=false|EmoExpression::markable_10404370::SubjectiveFact=false|EmoExpression::markable_10404370::Intensity=medium|EmoExpression::markable_10404370::Polarity=positive|EmoExpression::markable_10404370::EmoExpression=True|pos=True|EmoExpression::markable_10404370::Sarcasm=false pers=1|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=1 _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _
