311924950309163010	positive	Neuer Papst sogar ein sehr netter ! %PosSmiley ich freue mich auf seine Tätigkeiten	neu Papst sogar eine sehr nett ! %PosSmiley ich freuen ich auf sein Tätigkeit	ADJA NN ADV ART ADV ADJD $. ITJ PPER VVFIN PRF APPR PPOSAT NN	2/NK 0/-- 4/MO 2/AG 6/MO 2/PD 6/-- 6/DM 10/SB 0/-- 10/OA 10/OP 14/NK 12/NK	case=nom|Target::markable_2::Preferred=true|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=sg|Target::markable_2::Anaphref=empty|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|Target::markable_2::Target=True case=nom|gender=masc|num=sg|Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_1::Sentiment=True Intensifier::markable_4::EmoExpressionRef=emo-expression:markable_3|Intensifier::markable_4::Intensifier=True|Intensifier::markable_4::Degree=medium|Sentiment::markable_1::Sentiment=True EmoExpression::markable_3::EmoExpression=True|EmoExpression::markable_3::Polarity=positive|pos=True|EmoExpression::markable_3::Sarcasm=false|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Intensity=medium|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::Uncertain=false Sentiment::markable_1::Sentiment=True EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Polarity=positive|EmoExpression::markable_5::Uncertain=false|Sentiment::markable_1::Sentiment=True case=nom|Sentiment::markable_6::Polarity=positive|Source::markable_7::Anaphref=empty|Sentiment::markable_6::Sentiment=True|*=True|Sentiment::markable_6::Sarcasm=false|pers=1|Sentiment::markable_6::Intensity=medium|num=sg|Source::markable_7::Source=True EmoExpression::markable_8::Polarity=positive|EmoExpression::markable_8::SubjectiveFact=false|EmoExpression::markable_8::EmoExpression=True|num=sg|tense=pres|EmoExpression::markable_10408073::Uncertain=false|EmoExpression::markable_10408073::EmoExpression=True|EmoExpression::markable_8::Intensity=medium|EmoExpression::markable_10408073::SubjectiveFact=false|mood=ind|EmoExpression::markable_10408073::Intensity=medium|EmoExpression::markable_10408073::Polarity=positive|EmoExpression::markable_8::Uncertain=false|EmoExpression::markable_10408073::Sarcasm=false|pers=1|EmoExpression::markable_8::Sarcasm=false|Sentiment::markable_6::Sentiment=True case=acc|pers=1|EmoExpression::markable_8::EmoExpression=True|num=sg|Sentiment::markable_6::Sentiment=True Sentiment::markable_6::Sentiment=True case=acc|num=pl|Target::markable_9::Target=True|Target::markable_9::Anaphref=empty|gender=fem|Sentiment::markable_6::Sentiment=True|Target::markable_9::Preferred=true case=acc|gender=fem|Sentiment::markable_6::Sentiment=True|num=pl|Target::markable_9::Target=True
311929858974420992	positive	Wie sie sich alle über die Papst - Sache aufregen .. 1. Mehr Respekt vor sowas wäre nice . 2. Sagt nichts dazu , wenn es euch ...	wie sie sich alle über die Papst - Sache aufregen .. 1. mehr Respekt vor sowas sein nice . 2. sagen nichts dazu , wenn es ihr ...	KOKOM PPER PRF PIS APPR ART NN $( NN VVFIN NN ADV ADV NN APPR PIS VAFIN NE $. ADV VVFIN PIS PAV $, KOUS PPER PPER $.	10/MO 10/SB 10/OA 10/SB 4/MNR 7/NK 5/NK 7/-- 4/APP 0/-- 10/OA 13/MO 17/MO 13/CC 14/MNR 15/NK 0/-- 17/SB 18/-- 21/MO 0/-- 21/SB 27/NK 22/-- 27/CP 27/RE 21/DA 27/--	Sentiment::markable_158::Intensity=medium|Sentiment::markable_158::Sentiment=True|Sentiment::markable_158::Sarcasm=false|Sentiment::markable_158::Polarity=positive case=nom|pers=3|num=pl|Source::markable_159::Anaphref=empty|Source::markable_159::Source=True|Sentiment::markable_158::Sentiment=True|*=True case=acc|EmoExpression::markable_160::Sarcasm=false|EmoExpression::markable_160::Polarity=positive|Sentiment::markable_158::Sentiment=True|EmoExpression::markable_160::Intensity=medium|pers=3|num=pl|EmoExpression::markable_160::Uncertain=false|EmoExpression::markable_160::SubjectiveFact=false|EmoExpression::markable_160::EmoExpression=True case=nom|*=True|num=pl|Sentiment::markable_158::Sentiment=True Sentiment::markable_158::Sentiment=True case=acc|Sentiment::markable_158::Sentiment=True|num=sg|Target::markable_161::Anaphref=empty|Target::markable_161::Preferred=true|Target::markable_161::Target=True|gender=fem case=acc|gender=fem|Target::markable_161::Target=True|num=sg|Sentiment::markable_158::Sentiment=True Target::markable_161::Target=True|Sentiment::markable_158::Sentiment=True case=nom|gender=fem|Target::markable_161::Target=True|num=sg|Sentiment::markable_158::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_158::Sentiment=True|EmoExpression::markable_160::EmoExpression=True gender=neut|*=True|num=sg _ Intensifier::markable_163::Intensifier=True|Intensifier::markable_163::Degree=medium|*=True|Intensifier::markable_163::EmoExpressionRef=emo-expression:markable_162 case=acc|EmoExpression::markable_162::Sarcasm=false|EmoExpression::markable_162::Uncertain=false|EmoExpression::markable_162::Polarity=positive|gender=masc|EmoExpression::markable_162::SubjectiveFact=true|num=sg|EmoExpression::markable_162::Intensity=medium|EmoExpression::markable_162::EmoExpression=True _ gender=neut|*=True pers=3|num=sg|tense=past|mood=subj case=nom|EmoExpression::markable_164::Polarity=positive|EmoExpression::markable_164::Sarcasm=false|*=True|EmoExpression::markable_164::SubjectiveFact=false|num=sg|EmoExpression::markable_164::Uncertain=false|EmoExpression::markable_164::EmoExpression=True|EmoExpression::markable_164::Intensity=medium _ _ pers=3|num=sg|tense=pres|mood=ind gender=neut|*=True _ _ _ case=nom|gender=neut|num=sg|pers=3 case=dat|*=True|num=pl|pers=2 _
311908951774068736	mixed	Gleich tritt Rafiki auf den Balkon und hält den neuen Papst in die Luft und alle Tiere des geweihten Vatikan fallen auf ...	gleich treten Rafiki auf die Balkon und halten die neu Papst in die Luft und alle Tier die geweiht Vatikan fallen auf ...	ADJD VVFIN NE APPR ART NN KON VVFIN ART ADJA NN APPR ART NN KON PIAT NN ART ADJA NN VVFIN PTKVZ $.	2/MO 0/-- 2/SB 2/MO 6/NK 4/NK 2/CD 7/CJ 11/NK 11/NK 8/OA 11/MNR 14/NK 12/NK 11/CD 17/NK 15/CJ 20/NK 20/NK 17/AG 17/PD 8/SVP 22/--	_ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=neut|num=pl case=acc|EmoExpression::markable_10408098::Intensity=medium|EmoExpression::markable_10408098::Sarcasm=true|EmoExpression::markable_10408098::Uncertain=false|gender=neut|EmoExpression::markable_10408098::SubjectiveFact=false|num=pl|EmoExpression::markable_10408098::EmoExpression=True|EmoExpression::markable_10408098::Polarity=negative case=gen|gender=neut|num=sg case=gen|gender=neut|EmoExpression::markable_10408099::Polarity=positive|pos=True|EmoExpression::markable_10408099::Intensity=medium|num=sg|EmoExpression::markable_10408099::Uncertain=false|EmoExpression::markable_10408099::SubjectiveFact=false|EmoExpression::markable_10408099::Sarcasm=true|EmoExpression::markable_10408099::EmoExpression=True case=gen|gender=neut|num=sg _ _ _
311923296935501824	mixed	Er sollte interessieren . Reine Ignoranz ist recht naiv . Der Papst ist machtpolitisch und historisch bedeutsam .	er sollen interessieren . rein Ignoranz sein recht naiv . die Papst sein machtpolitisch und historisch bedeutsam .	PPER VMFIN VVINF $. ADJA NN VAFIN ADJD ADJD $. ART NN VAFIN ADJD KON ADJD ADJD $.	2/SB 0/-- 2/OC 3/-- 6/NK 7/SB 0/-- 9/MO 7/PD 9/-- 12/NK 13/SB 0/-- 13/PD 14/CD 15/CJ 13/PD 17/--	case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=past|mood=ind EmoExpression::markable_165::SubjectiveFact=false|EmoExpression::markable_165::EmoExpression=True|EmoExpression::markable_165::Polarity=positive|EmoExpression::markable_165::Intensity=medium|EmoExpression::markable_165::Uncertain=false|EmoExpression::markable_165::Sarcasm=false _ case=nom|gender=fem|pos=True|Sentiment::markable_166::Sentiment=True|Sentiment::markable_166::Sarcasm=false|num=sg|Sentiment::markable_166::Polarity=negative|Target::markable_167::Anaphref=empty|Target::markable_167::Target=True|Sentiment::markable_166::Intensity=medium|Target::markable_167::Preferred=true case=nom|EmoExpression::markable_10408100::Intensity=medium|EmoExpression::markable_10408100::SubjectiveFact=false|gender=fem|EmoExpression::markable_10408100::Sarcasm=false|Sentiment::markable_166::Sentiment=True|num=sg|EmoExpression::markable_10408100::Polarity=negative|EmoExpression::markable_10408100::Uncertain=false|Target::markable_167::Target=True|EmoExpression::markable_10408100::EmoExpression=True pers=3|Sentiment::markable_166::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_166::Sentiment=True|Intensifier::markable_169::Intensifier=True|Intensifier::markable_169::EmoExpressionRef=emo-expression:markable_168|Intensifier::markable_169::Degree=medium EmoExpression::markable_168::EmoExpression=True|EmoExpression::markable_168::Sarcasm=false|pos=True|Sentiment::markable_166::Sentiment=True|EmoExpression::markable_168::Polarity=negative|EmoExpression::markable_168::SubjectiveFact=false|EmoExpression::markable_168::Intensity=weak|EmoExpression::markable_168::Uncertain=false _ case=nom|Sentiment::markable_170::Sentiment=True|Target::markable_171::Anaphref=empty|gender=masc|Target::markable_171::Target=True|Sentiment::markable_170::Polarity=positive|Target::markable_171::Preferred=true|num=sg|Sentiment::markable_170::Sarcasm=false|Sentiment::markable_170::Intensity=medium case=nom|gender=masc|Sentiment::markable_170::Sentiment=True|num=sg|Target::markable_171::Target=True pers=3|Sentiment::markable_170::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_170::Sentiment=True|pos=True Sentiment::markable_170::Sentiment=True Sentiment::markable_170::Sentiment=True|pos=True Sentiment::markable_170::Sentiment=True|EmoExpression::markable_172::SubjectiveFact=false|pos=True|EmoExpression::markable_172::Intensity=medium|EmoExpression::markable_172::Uncertain=false|EmoExpression::markable_172::Sarcasm=false|EmoExpression::markable_172::EmoExpression=True|EmoExpression::markable_172::Polarity=positive _
311913619690496000	positive	Weist er Rauch steigt auf . Der Vorhang öffnet sich . Tim Cook tritt mit einem iPhone 5s auf den Balkon . Alle jubeln. paps ...	weisen er Rauch steigen auf . die Vorhang öffnen sich . Tim Cook treten mit eine iPhone 5s auf die Balkon . alle jubeln. paps ...	VVFIN PPER NE VVFIN PTKVZ $. ART NN VVFIN PRF $. NE NE VVFIN APPR ART NN VVFIN APPR ART NN $. PIAT ADJA NN $.	4/MO 1/SB 1/DA 0/-- 4/SVP 5/-- 8/NK 9/SB 0/-- 9/OA 10/-- 13/PNC 14/SB 0/-- 14/MO 17/NK 15/NK 14/OC 18/MO 21/NK 19/NK 21/-- 25/NK 25/NK 0/-- 25/--	pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_10408101::SubjectiveFact=false|EmoExpression::markable_10408101::Sarcasm=false|EmoExpression::markable_10408101::Polarity=positive|gender=masc|pers=3|EmoExpression::markable_10408101::Uncertain=false|num=sg|EmoExpression::markable_10408101::EmoExpression=True|EmoExpression::markable_10408101::Intensity=medium case=acc|gender=masc|num=sg|EmoExpression::markable_10408101::EmoExpression=True pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=nom|*=True|num=pl case=nom|*=True|num=pl|pos=True case=nom|*=True|num=pl _
311923625760546818	positive	eine , aber ich muss dem Papst jetzt auch nicht unbedingt folgen ... %PosSmiley	eine , aber ich müssen die Papst jetzt auch nicht unbedingt folgen ... %PosSmiley	ART $, KON PPER VMFIN ART NN ADV ADV PTKNEG ADJD VVINF $. ITJ	5/SB 1/-- 5/JU 5/SB 0/-- 7/NK 12/DA 5/MO 5/MO 5/NG 12/MO 5/OC 12/-- 12/NK	case=nom|gender=fem|num=sg _ _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ _ pos=True _ _ EmoExpression::markable_174::Uncertain=false|EmoExpression::markable_174::EmoExpression=True|EmoExpression::markable_174::Intensity=medium|EmoExpression::markable_174::Polarity=positive|EmoExpression::markable_174::SubjectiveFact=false|EmoExpression::markable_174::Sarcasm=false
312120810628317185	positive	Kanzlerin Merkel wünscht Papst Franziskus I. Kraft + Gesundheit für seinen Dienst am Glauben + zum Wohl d. Menschen . оти ?	Kanzlerin Merkel wünschen Papst Franziskus I. Kraft + Gesundheit für sein Dienst an Glaube + zu Wohl d. Mensch . оти ?	NN NE VVFIN NN NE NE NN KON NN APPR PPOSAT NN APPRART NN KON APPRART NN ART NN $. NN $.	3/SB 1/NK 0/-- 3/DA 6/PNC 4/NK 3/OA 7/CD 8/CJ 3/MO 12/NK 10/NK 12/MNR 13/NK 13/CD 15/CJ 16/NK 19/NK 17/AG 19/-- 0/-- 21/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg EmoExpression::markable_10408104::Sarcasm=false|EmoExpression::markable_10408104::SubjectiveFact=false|mood=ind|EmoExpression::markable_10408104::Polarity=positive|EmoExpression::markable_10408104::Uncertain=false|pers=3|num=sg|tense=pres|EmoExpression::markable_10408104::Intensity=medium|EmoExpression::markable_10408104::EmoExpression=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_10408102::SubjectiveFact=false|EmoExpression::markable_10408102::Polarity=positive|gender=masc|EmoExpression::markable_10408102::Sarcasm=false|EmoExpression::markable_10408102::Uncertain=false|EmoExpression::markable_10408102::EmoExpression=True|num=sg|EmoExpression::markable_10408102::Intensity=medium _ case=acc|gender=fem|EmoExpression::markable_10408103::SubjectiveFact=false|EmoExpression::markable_10408103::Sarcasm=false|num=sg|EmoExpression::markable_10408103::Polarity=positive|EmoExpression::markable_10408103::EmoExpression=True|EmoExpression::markable_10408103::Intensity=medium|EmoExpression::markable_10408103::Uncertain=false _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|EmoExpression::markable_10408105::Intensity=medium|gender=masc|EmoExpression::markable_10408105::SubjectiveFact=false|EmoExpression::markable_10408105::EmoExpression=True|EmoExpression::markable_10408105::Polarity=positive|num=sg|EmoExpression::markable_10408105::Uncertain=false|EmoExpression::markable_10408105::Sarcasm=false case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ _ _
311917309000310785	neutral	Stelle mir gerade vor , wie der neu gewählte Papst gerade die Kardinäle abklatscht und andauernd : " Fuck , ist das kras ...	Stelle ich gerade vor , wie die neu gewählt Papst gerade die Kardinal abklatschen und andauernd : " Fuck , sein die kras ...	NN PRF ADV PTKVZ $, KOUS ART ADJD ADJA NN ADV ART NN VVFIN KON ADJD $. $( NN $, VAFIN ART NN $.	14/SB 14/DA 4/MO 14/MO 4/-- 14/CP 10/NK 9/MO 10/NK 14/SB 14/MO 13/NK 14/OA 0/-- 14/CD 21/PAR 16/-- 17/-- 21/SB 19/-- 15/CJ 23/NK 21/PD 23/--	case=nom|gender=fem|num=sg case=dat|*=True|num=sg|pers=1 _ _ _ _ case=nom|gender=masc|num=sg pos=True case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ pos=True _ _ case=dat|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _
311904508970168320	positive	Geld Staat Rom : Weist er Rauch über der Sixtinischen Kapelle : Papst ist gewählt : Die römisch - katholische Kirch ...	Geld Staat Rom : weisen er Rauch über die Sixtinische Kapelle : Papst sein wählen : die römisch - katholisch Kirch ...	NN NN NE $. VVFIN PPER NE APPR ART NN NN $. NN VAFIN VVPP $. PRELS ADJD $( ADJA NE $.	5/SB 3/PNC 1/NK 3/-- 0/-- 5/SB 5/DA 5/OP 10/NK 8/NK 10/NK 11/-- 14/SB 11/PAR 14/PD 15/-- 21/NK 20/MO 18/-- 21/NK 11/APP 21/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|EmoExpression::markable_10408106::Intensity=medium|EmoExpression::markable_10408106::Sarcasm=false|EmoExpression::markable_10408106::Uncertain=false|pers=3|EmoExpression::markable_10408106::Polarity=positive|num=sg|EmoExpression::markable_10408106::EmoExpression=True|EmoExpression::markable_10408106::SubjectiveFact=false case=acc|gender=neut|num=sg|EmoExpression::markable_10408106::EmoExpression=True _ case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|*=True|num=pl pos=True _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _
312171145891819520	positive	Millionen Tweets zur Papst - Wahl : Papst Franziskus wird zum Twitter - Star %Link via %User	Million Tweets zu Papst - Wahl : Papst Franziskus werden zu Twitter - Star %Link via %User	NN NN APPRART NN $( NN $. NN NE VAFIN APPRART NN $( NN XY APPR NE	8/SB 1/NK 1/MNR 3/NK 4/-- 4/CJ 6/-- 10/SB 8/NK 0/-- 10/MO 11/NK 12/-- 12/PAR 14/PNC 14/UC 14/UC	case=nom|gender=fem|num=pl case=nom|gender=masc|num=pl case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ case=nom|Target::markable_176::Preferred=true|Target::markable_176::Anaphref=empty|Target::markable_176::Target=True|gender=masc|Sentiment::markable_175::Sentiment=True|Sentiment::markable_175::Sarcasm=false|num=sg|Sentiment::markable_175::Polarity=positive|Sentiment::markable_175::Intensity=medium case=nom|gender=masc|num=sg|Target::markable_176::Target=True|Sentiment::markable_175::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_175::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_175::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_175::Sentiment=True Sentiment::markable_175::Sentiment=True EmoExpression::markable_177::EmoExpression=True|EmoExpression::markable_177::Sarcasm=false|*=True|Sentiment::markable_175::Sentiment=True|EmoExpression::markable_177::Polarity=positive|EmoExpression::markable_177::SubjectiveFact=false|EmoExpression::markable_177::Intensity=medium|EmoExpression::markable_177::Uncertain=false *=True _ *=True
311909761161494528	positive	Wenn er ein Pabst der Reformen ist , dann kommt er durch die heilige Türe !	wenn er eine Pabst die Reform sein , dann kommen er durch die heilig Türe !	KOUS PPER ART NE ART NN VAFIN $, ADV VVFIN PPER APPR ART ADJA NN $.	7/CP 7/SB 4/NK 7/PD 6/NK 4/AG 9/RE 7/-- 10/MO 0/-- 10/SB 10/MO 15/NK 15/NK 12/NK 15/--	_ case=nom|gender=masc|num=sg|pers=3 case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl pers=3|num=sg|tense=pres|mood=ind _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 _ case=acc|gender=fem|num=sg case=acc|EmoExpression::markable_10408107::Uncertain=false|gender=fem|pos=True|EmoExpression::markable_10408107::Intensity=medium|EmoExpression::markable_10408107::Polarity=positive|EmoExpression::markable_10408107::EmoExpression=True|num=sg|EmoExpression::markable_10408107::Sarcasm=false|EmoExpression::markable_10408107::SubjectiveFact=false case=acc|gender=fem|num=sg _
312111164526063619	positive	Welt feiert den neuen Papst - Reaktionen auf Franziskus Vor allem US - Präsident Barack Obama freute sich %Link	Welt feiern die neu Papst - Reaktion auf Franziskus vor alle US - Präsident Barack Obama freuen sich %Link	NN VVFIN ART ADJA NN $( NN APPR NE APPR PIS NE $( NN NN NN VVFIN PRF XY	2/SB 0/-- 5/NK 5/NK 2/OA 5/-- 5/APP 7/OP 12/PNC 12/MO 10/NK 8/NK 12/-- 17/SB 16/PNC 14/NK 7/PAR 17/OA 0/--	case=nom|Sentiment::markable_178::Polarity=positive|gender=fem|Sentiment::markable_178::Sentiment=True|Sentiment::markable_178::Sarcasm=false|Sentiment::markable_178::Intensity=medium|num=sg|Source::markable_179::Source=True|Source::markable_179::Anaphref=empty EmoExpression::markable_180::Sarcasm=false|EmoExpression::markable_180::Uncertain=false|mood=ind|Sentiment::markable_178::Sentiment=True|EmoExpression::markable_180::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_180::Intensity=medium|EmoExpression::markable_180::EmoExpression=True|EmoExpression::markable_180::Polarity=positive case=acc|Target::markable_182::Preferred=true|Target::markable_181::Target=True|gender=masc|Sentiment::markable_178::Sentiment=True|Target::markable_182::Anaphref=empty|num=sg|Target::markable_181::Anaphref=empty|Target::markable_182::Target=True|Target::markable_181::Preferred=true case=acc|num=sg|Target::markable_181::Target=True|gender=masc|Sentiment::markable_178::Sentiment=True|pos=True|Target::markable_182::Target=True case=acc|num=sg|Target::markable_181::Target=True|gender=masc|Sentiment::markable_178::Sentiment=True|Target::markable_182::Target=True _ case=nom|gender=fem|num=pl _ case=gen|*=True|num=sg Sentiment::markable_182::Sentiment=True|Sentiment::markable_182::Sarcasm=false|Sentiment::markable_182::Polarity=positive|Sentiment::markable_182::Intensity=medium case=dat|gender=neut|num=sg|Sentiment::markable_182::Sentiment=True case=nom|Source::markable_183::Anaphref=empty|num=sg|*=True|Source::markable_183::Source=True|Sentiment::markable_182::Sentiment=True Sentiment::markable_182::Sentiment=True|Source::markable_183::Source=True case=nom|gender=masc|num=sg|Source::markable_183::Source=True|Sentiment::markable_182::Sentiment=True case=nom|gender=masc|num=sg|Source::markable_183::Source=True|Sentiment::markable_182::Sentiment=True case=nom|gender=masc|num=sg|Source::markable_183::Source=True|Sentiment::markable_182::Sentiment=True EmoExpression::markable_184::EmoExpression=True|mood=ind|EmoExpression::markable_184::Uncertain=false|pers=3|EmoExpression::markable_184::Polarity=positive|num=sg|tense=past|EmoExpression::markable_184::Sarcasm=false|EmoExpression::markable_184::Intensity=medium|EmoExpression::markable_184::SubjectiveFact=false|Sentiment::markable_182::Sentiment=True case=acc|pers=3|num=sg|Sentiment::markable_182::Sentiment=True|EmoExpression::markable_184::EmoExpression=True pos=True
311906132929163266	positive	+ + + Eilmeldung : weist er Rauch steigt auf + + + Der neue Papst brennt + + +	+ + + Eilmeldung : weisen er Rauch steigen auf + + + die neu Papst brennen + + +	KON KON KON NN $. VVFIN PPER NE VVFIN PTKVZ KON KON KON ART ADJA NN VVFIN KON KON KON	6/JU 1/CD 2/CD 3/CJ 4/-- 0/-- 6/SB 9/SB 6/OA 9/SVP 13/CD 11/CD 9/CD 16/NK 16/NK 17/SB 13/CJ 17/MO 18/CD 19/CD	_ _ _ case=nom|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_10408108::Uncertain=false|gender=masc|EmoExpression::markable_10408108::Intensity=medium|pers=3|num=sg|EmoExpression::markable_10408108::Sarcasm=false|EmoExpression::markable_10408108::EmoExpression=True|EmoExpression::markable_10408108::SubjectiveFact=false|EmoExpression::markable_10408108::Polarity=positive case=acc|gender=masc|EmoExpression::markable_10408108::EmoExpression=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _
311804248428015616	negative	Die feministische Philosophin Mary Daly ( 1928-2010 ) , Autorin d. Buches " Jenseits von Gottvater , Sohn &amp; Co . : Papst ist Dealer d grössten Lügen .	die feministisch Philosophin Mary Daly ( @card@ ) , Autorin d. Buch " Jenseits von Gottvater , Sohn &amp; Co . : Papst sein Dealer d groß Lüge|Lügen .	ART ADJA NN NE NE $( CARD $( $, NN ART NN $( NN APPR NN $, NN $( NN $. $. NN VAFIN NN ADJA ADJA NN $.	3/NK 3/NK 0/-- 5/PNC 3/NK 5/-- 3/PAR 7/-- 8/-- 3/CJ 12/NK 10/AG 12/-- 12/NK 14/PG 15/NK 16/-- 10/CJ 18/-- 18/PAR 20/-- 23/-- 24/SB 0/-- 24/SB 24/MO 28/NK 24/PD 28/--	case=nom|Sentiment::markable_186::Sarcasm=false|Sentiment::markable_186::Polarity=negative|gender=fem|Source::markable_187::Anaphref=empty|num=sg|Source::markable_187::Source=True|Sentiment::markable_186::Intensity=strong|Sentiment::markable_186::Sentiment=True case=nom|num=sg|Source::markable_187::Source=True|gender=fem|pos=True|Sentiment::markable_186::Sentiment=True case=nom|gender=fem|num=sg|Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True case=nom|gender=fem|num=sg|Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True case=nom|gender=fem|num=sg|Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True case=nom|gender=fem|num=sg|Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True case=gen|gender=fem|num=sg|Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True case=gen|gender=fem|num=sg|Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True case=gen|gender=masc|num=sg|Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True case=dat|gender=masc|num=sg|Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True case=nom|gender=masc|num=sg|Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True Source::markable_187::Source=True|*=True|Sentiment::markable_186::Sentiment=True Source::markable_187::Source=True|*=True|Sentiment::markable_186::Sentiment=True Source::markable_187::Source=True|Sentiment::markable_186::Sentiment=True Sentiment::markable_186::Sentiment=True case=nom|num=sg|Target::markable_188::Preferred=true|Target::markable_188::Target=True|gender=masc|Target::markable_188::Anaphref=empty|Sentiment::markable_186::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_186::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_186::Sentiment=True Sentiment::markable_186::Sentiment=True case=dat|Intensifier::markable_190::Degree=strong|Intensifier::markable_190::Intensifier=True|gender=fem|num=pl|sup=True|Intensifier::markable_190::EmoExpressionRef=emo-expression:markable_189|Sentiment::markable_186::Sentiment=True case=acc|EmoExpression::markable_189::EmoExpression=True|gender=fem|EmoExpression::markable_189::SubjectiveFact=false|EmoExpression::markable_189::Polarity=negative|EmoExpression::markable_189::Sarcasm=false|EmoExpression::markable_189::Uncertain=false|num=pl|EmoExpression::markable_189::Intensity=medium|Sentiment::markable_186::Sentiment=True Sentiment::markable_186::Sentiment=True
