378616125267144704	positive	war es auch %PosSmiley eine der letzten gelben / grünen zucchinis , tomaten , karotten etc ...	sein es auch %PosSmiley eine die letzt gelb / grün zucchinis , tomaten , karotten etc. ...	VAFIN PPER ADV ITJ ART ART ADJA ADJA $( ADJA NN $, ADJD $, VVFIN ADV $.	0/-- 1/SB 1/MO 13/DM 13/OA 11/NK 11/NK 11/NK 8/-- 8/MO 5/AG 11/-- 1/PD 13/-- 1/CJ 15/MO 16/--	pers=3|num=sg|tense=past|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=dat|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|*=True|EmoExpression::markable_1::Sarcasm=false|num=sg|EmoExpression::markable_1::Intensity=medium case=acc|gender=fem|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl|pos=True _ _ _ case=nom|gender=neut|num=sg _ _ _ pers=3|num=pl|tense=past|mood=ind _ _
363623697493401602	mixed	Angst vor Washington . " Merkel fehlt das Rückgrat " %Link %Link Merkel SPD Wahlkampf	Angst vor Washington . " Merkel fehlen die Rückgrat " %Link %Link Merkel SPD Wahlkampf	NN APPR NE $. $( NE VVFIN ART NN $( XY XY NE NE NN	0/-- 1/MNR 2/NK 3/-- 4/-- 7/SB 0/-- 9/NK 7/SB 9/-- 12/PNC 9/NK 14/PNC 15/AG 0/--	case=nom|Sentiment::markable_100500263::Sarcasm=false|EmoExpression::markable_100500265::EmoExpression=True|gender=fem|EmoExpression::markable_100500265::Sarcasm=false|Sentiment::markable_100500263::Polarity=negative|EmoExpression::markable_100500265::Polarity=negative|num=sg|EmoExpression::markable_100500265::Intensity=medium|EmoExpression::markable_100500265::SubjectiveFact=false|EmoExpression::markable_100500265::Uncertain=false|Sentiment::markable_100500263::Intensity=medium|Sentiment::markable_100500263::Sentiment=True Sentiment::markable_100500263::Sentiment=True case=dat|gender=neut|num=sg Target::markable_100500264::Anaphref=empty|Sentiment::markable_100500263::Sentiment=True|Target::markable_100500264::Target=True|Target::markable_100500264::Preferred=true _ case=nom|Sentiment::markable_100500266::Sentiment=True|Sentiment::markable_100500266::Polarity=positive|Sentiment::markable_100500266::Sarcasm=false|Target::markable_100500267::Anaphref=empty|Target::markable_100500267::Target=True|*=True|Target::markable_100500267::Preferred=true|num=sg|Sentiment::markable_100500266::Intensity=medium Sentiment::markable_100500266::Sentiment=True|EmoExpression::markable_100500268::Polarity=negative|mood=ind|EmoExpression::markable_100500268::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_100500268::Uncertain=false|EmoExpression::markable_100500268::Intensity=medium|EmoExpression::markable_100500268::Sarcasm=false|EmoExpression::markable_100500268::SubjectiveFact=false case=acc|gender=neut|num=sg|EmoExpression::markable_100500268::EmoExpression=True|Sentiment::markable_100500266::Sentiment=True case=acc|gender=neut|num=sg|EmoExpression::markable_100500268::EmoExpression=True|Sentiment::markable_100500266::Sentiment=True _ case=acc|*=True|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=acc|gender=masc|num=sg
377909011518988288	mixed	Richtig Gysi ! #SPD hat den Rassisten Sarrazin . Da braucht Stegner nicht die Klappe aufmachen über unsere Leute , die gegen Rassisten kämpfen	richtig Gysi ! #SPD haben die Rassist Sarrazin . da brauchen Stegner nicht die Klappe aufmachen über unser Leute , die gegen Rassist kämpfen	ADJD NE $. ADJD VAFIN ART NN NN $. ADV VVFIN NN PTKNEG ART NN VVFIN APPR PPOSAT NN $, PRELS APPR NN VVFIN	2/MO 0/-- 2/-- 5/MO 0/-- 7/NK 5/SB 5/OA 8/-- 11/MO 0/-- 11/SB 11/NG 15/NK 16/OA 11/CJ 16/OP 19/NK 17/NK 19/-- 24/SB 24/MO 22/NK 19/RC	EmoExpression::markable_100500270::SubjectiveFact=false|EmoExpression::markable_100500270::EmoExpression=True|EmoExpression::markable_100500270::Uncertain=false|EmoExpression::markable_100500270::Polarity=positive|EmoExpression::markable_100500270::Sarcasm=false|pos=True|EmoExpression::markable_100500270::Intensity=medium case=nom|*=True|num=sg _ pos=True pers=3|num=sg|tense=pres|mood=ind case=acc|Sentiment::markable_65::Polarity=negative|Sentiment::markable_65::Intensity=medium|num=sg|Sentiment::markable_65::Sentiment=True|Sentiment::markable_65::Sarcasm=false|gender=masc case=acc|EmoExpression::markable_67::Uncertain=false|Sentiment::markable_65::Sentiment=True|EmoExpression::markable_67::SubjectiveFact=false|gender=masc|EmoExpression::markable_67::EmoExpression=True|num=sg|EmoExpression::markable_67::Polarity=negative|EmoExpression::markable_67::Sarcasm=false|EmoExpression::markable_67::Intensity=medium case=acc|num=sg|Sentiment::markable_65::Sentiment=True|Target::markable_66::Anaphref=empty|Target::markable_66::Preferred=true|gender=masc|Target::markable_66::Target=True _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ case=acc|EmoExpression::markable_100500269::Polarity=negative|EmoExpression::markable_100500269::Sarcasm=false|gender=fem|EmoExpression::markable_100500269::SubjectiveFact=false|num=sg|EmoExpression::markable_100500269::Uncertain=false|EmoExpression::markable_100500269::Intensity=medium|EmoExpression::markable_100500269::EmoExpression=True case=acc|gender=fem|num=sg|EmoExpression::markable_100500269::EmoExpression=True pers=3|num=pl|tense=pres|mood=ind|EmoExpression::markable_100500269::EmoExpression=True _ case=acc|gender=fem|Source::markable_100500275::Source=True|num=sg|Source::markable_100500275::Anaphref=empty case=acc|gender=fem|num=sg|Source::markable_100500275::Source=True _ case=nom|Sentiment::markable_100500271::Sentiment=True|Sentiment::markable_100500271::Polarity=positive|gender=fem|Sentiment::markable_100500271::Intensity=medium|num=sg|Sentiment::markable_100500271::Sarcasm=false|Source::markable_100500272::Anaphref=markable_100500275|Source::markable_100500272::Source=True EmoExpression::markable_100500273::Uncertain=false|EmoExpression::markable_100500273::Intensity=medium|Sentiment::markable_100500271::Sentiment=True|EmoExpression::markable_100500273::Sarcasm=false|EmoExpression::markable_100500273::SubjectiveFact=false|EmoExpression::markable_100500273::Polarity=negative|EmoExpression::markable_100500273::EmoExpression=True case=acc|Target::markable_100500274::Target=True|Target::markable_100500274::Preferred=true|num=pl|Sentiment::markable_100500271::Sentiment=True|Target::markable_100500274::Anaphref=empty|gender=masc Sentiment::markable_100500271::Sentiment=True|EmoExpression::markable_100500273::EmoExpression=True
381996446393696256	positive	Machtoption Grosse Koalition : SPD stellt sich stur	Machtoption groß Koalition : SPD stellen sich stur	NN ADJA NN $. NE VVFIN PRF ADJD	6/CJ 3/NK 1/NK 3/-- 6/SB 0/-- 6/OA 6/MO	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=nom|Target::markable_100500261::Target=True|Sentiment::markable_100500260::Polarity=positive|Sentiment::markable_100500260::Intensity=medium|gender=fem|Sentiment::markable_100500260::Sentiment=True|num=sg|Target::markable_100500261::Anaphref=empty|Sentiment::markable_100500260::Sarcasm=false|Target::markable_100500261::Preferred=true pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500260::Sentiment=True case=acc|pers=3|num=sg|Sentiment::markable_100500260::Sentiment=True EmoExpression::markable_100500262::EmoExpression=True|EmoExpression::markable_100500262::Uncertain=false|EmoExpression::markable_100500262::SubjectiveFact=false|EmoExpression::markable_100500262::Polarity=negative|pos=True|Sentiment::markable_100500260::Sentiment=True|EmoExpression::markable_100500262::Intensity=medium|EmoExpression::markable_100500262::Sarcasm=false
375324504337436672	positive	Ude : Seehofers PKW - Maut ist " reiner Wahlkampfschlager , die kommt so sicher , wie der Transrapid gekommen ist . " tvduell b ...	Ude : Seehofer Pkw - Maut sein " rein Wahlkampfschlager , die kommen so sicher , wie die Transrapid kommen sein . " tvduell b ...	NE $. NE NN $( ADJD VAFIN $( ADJA NN $, PRELS VVFIN ADV ADJD $, KOUS ART NE VVPP VAFIN $. $( NN VVFIN $.	0/-- 1/-- 4/AG 7/SB 4/-- 7/PD 1/RS 7/-- 10/NK 7/AG 10/-- 13/SB 7/CJ 15/MO 13/MO 15/-- 21/CM 19/NK 21/SB 21/OC 14/CC 21/-- 22/-- 25/MO 0/-- 25/--	case=nom|Sentiment::markable_100500254::Sentiment=True|Source::markable_100500255::Anaphref=empty|Sentiment::markable_100500254::Sarcasm=false|*=True|Sentiment::markable_100500254::Polarity=positive|num=sg|Source::markable_100500255::Source=True|Sentiment::markable_100500254::Intensity=medium Sentiment::markable_100500254::Sentiment=True case=gen|Sentiment::markable_100500254::Sentiment=True|num=sg|Target::markable_100500256::Preferred=true|Target::markable_100500256::Anaphref=empty|*=True|Target::markable_100500256::Target=True case=nom|gender=fem|num=sg|Target::markable_100500256::Target=True|Sentiment::markable_100500254::Sentiment=True Sentiment::markable_100500254::Sentiment=True|Target::markable_100500256::Target=True Sentiment::markable_100500254::Sentiment=True|pos=True|Target::markable_100500256::Target=True pers=3|Sentiment::markable_100500254::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500254::Sentiment=True case=gen|Sentiment::markable_100500254::Sentiment=True|gender=neut|pos=True|Intensifier::markable_100500258::Degree=medium|num=pl|Intensifier::markable_100500258::EmoExpressionRef=emo-expression:markable_100500257|Intensifier::markable_100500258::Intensifier=True case=gen|Sentiment::markable_100500254::Sentiment=True|EmoExpression::markable_100500257::Polarity=positive|gender=neut|EmoExpression::markable_100500257::Sarcasm=false|EmoExpression::markable_100500257::SubjectiveFact=false|num=pl|EmoExpression::markable_100500257::Intensity=strong|EmoExpression::markable_100500257::EmoExpression=True|EmoExpression::markable_100500257::Uncertain=false Sentiment::markable_100500254::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_100500254::Sentiment=True pers=3|Sentiment::markable_100500254::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500254::Sentiment=True Sentiment::markable_100500254::Sentiment=True|EmoExpression::markable_100500259::Uncertain=false|EmoExpression::markable_100500259::Intensity=medium|EmoExpression::markable_100500259::Sarcasm=false|EmoExpression::markable_100500259::SubjectiveFact=false|pos=True|EmoExpression::markable_100500259::Polarity=positive|EmoExpression::markable_100500259::EmoExpression=True Sentiment::markable_100500254::Sentiment=True Sentiment::markable_100500254::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500254::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500254::Sentiment=True Sentiment::markable_100500254::Sentiment=True pers=3|num=sg|tense=pres|mood=ind Sentiment::markable_100500254::Sentiment=True _ pos=True _ _
357173511934050306	positive	Interessant : In Japan war es bis vor kurzem verboten , online Wahlkampf zu betreiben	Interessant : in Japan sein es bis vor kurz verbieten , online Wahlkampf zu betreiben	NN $. APPR NE VAFIN PPER APPR APPR ADJA VVPP $, ADJA NN PTKZU VVINF	5/PD 1/-- 10/MO 3/NK 0/-- 5/SB 8/AC 10/MO 8/NK 5/PD 10/-- 13/NK 15/OA 15/PM 6/RE	EmoExpression::markable_100500285::Uncertain=false|EmoExpression::markable_100500285::Polarity=positive|Sentiment::markable_100500284::Intensity=medium|Sentiment::markable_100500284::Sentiment=True|pos=True|Sentiment::markable_100500284::Polarity=positive|EmoExpression::markable_100500285::Intensity=medium|EmoExpression::markable_100500285::Sarcasm=false|Sentiment::markable_100500284::Sarcasm=false|EmoExpression::markable_100500285::SubjectiveFact=false|EmoExpression::markable_100500285::EmoExpression=True Sentiment::markable_100500284::Sentiment=True Target::markable_100500286::Preferred=true|Sentiment::markable_100500284::Sentiment=True|Target::markable_100500286::Target=True|Target::markable_100500286::Anaphref=empty case=dat|gender=neut|num=sg|Sentiment::markable_100500284::Sentiment=True|Target::markable_100500286::Target=True pers=3|num=sg|tense=past|mood=ind|Target::markable_100500286::Target=True|Sentiment::markable_100500284::Sentiment=True case=nom|pers=3|num=sg|Target::markable_100500286::Target=True|gender=neut|Sentiment::markable_100500284::Sentiment=True Sentiment::markable_100500284::Sentiment=True|Target::markable_100500286::Target=True Sentiment::markable_100500284::Sentiment=True|Target::markable_100500286::Target=True case=dat|num=sg|Target::markable_100500286::Target=True|gender=neut|Sentiment::markable_100500284::Sentiment=True|pos=True EmoExpression::markable_100500324::EmoExpression=True|Sentiment::markable_100500284::Sentiment=True|EmoExpression::markable_100500324::SubjectiveFact=true|EmoExpression::markable_100500324::Sarcasm=false|EmoExpression::markable_100500324::Polarity=negative|Target::markable_100500286::Target=True|EmoExpression::markable_100500324::Uncertain=true|EmoExpression::markable_100500324::Intensity=medium Sentiment::markable_100500284::Sentiment=True|Target::markable_100500286::Target=True case=acc|num=sg|Target::markable_100500286::Target=True|gender=masc|Sentiment::markable_100500284::Sentiment=True|pos=True case=acc|gender=masc|num=sg|Sentiment::markable_100500284::Sentiment=True|Target::markable_100500286::Target=True Sentiment::markable_100500284::Sentiment=True|Target::markable_100500286::Target=True Sentiment::markable_100500284::Sentiment=True|Target::markable_100500286::Target=True
370683680538497024	positive	Demo vor Flüchtlingsheim : Grünen - Politiker Königs fordert mehr Hilfen für Kommunen	Demo vor Flüchtlingsheim : grün - Politiker König fordern mehr Hilfe für Kommune	NN APPR NN $. ADJA $( NN NE VVFIN PIAT NN APPR NN	9/SB 1/MO 2/NK 3/-- 7/NK 5/-- 1/PAR 7/AG 0/-- 11/NK 9/OA 11/MNR 12/NK	case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg _ case=dat|Sentiment::markable_100500291::Polarity=positive|Source::markable_100500292::Source=True|Sentiment::markable_100500291::Intensity=medium|gender=fem|pos=True|Sentiment::markable_100500291::Sentiment=True|num=sg|Source::markable_100500292::Anaphref=empty|Sentiment::markable_100500291::Sarcasm=false Source::markable_100500292::Source=True|Sentiment::markable_100500291::Sentiment=True case=nom|gender=masc|num=pl|Source::markable_100500292::Source=True|Sentiment::markable_100500291::Sentiment=True case=gen|*=True|num=sg|Source::markable_100500292::Source=True|Sentiment::markable_100500291::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500291::Sentiment=True *=True|Sentiment::markable_100500291::Sentiment=True case=acc|gender=fem|num=pl|Sentiment::markable_100500291::Sentiment=True Sentiment::markable_100500291::Sentiment=True case=acc|Target::markable_100500293::Target=True|num=pl|Target::markable_100500293::Anaphref=empty|gender=fem|Target::markable_100500293::Preferred=true|Sentiment::markable_100500291::Sentiment=True
349292382828756993	neutral	Spannend , von CDU / CSU FDP , SPD & GRÜNE hat FDP ambitioniertestes Programm zum Schutz vor Fracking Gegen Fracking nur Pir ...	spannend , von CDU / CSU FDP , SPD & grünen haben FDP ambitioniert Programm zu Schutz vor Fracking gegen Fracking nur Pir ...	ADJD $, APPR NE $( NE NE $, NE KON VVFIN VAFIN NE ADJA NN APPRART NN APPR NN APPR NN ADV NE $.	7/MO 1/-- 1/SBP 3/NK 4/-- 4/CJ 12/SB 7/-- 7/CJ 9/CD 10/CJ 0/-- 15/AG 15/NK 12/SB 15/MNR 16/NK 17/OP 18/NK 19/MNR 20/NK 23/MO 15/APP 23/--	pos=True _ _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ case=dat|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ case=nom|*=True|num=sg _
359988833372225536	neutral	Wie wär ' ' s mal mit ... Revolution ? Unser erstes Grossflächenplakat ist da. linke + btw13	wie wär ' ' s mal mit ... Revolution ? unser erst Grossflächenplakat sein Da. links + btw13	KOKOM ADJD $( $( NN ADV PTKVZ $. NN $. PPOSAT ADJA NN VAFIN NE ADJA KON ADJA	2/MO 0/-- 2/-- 3/-- 2/PAR 5/MO 2/SVP 7/-- 0/-- 9/-- 13/NK 13/NK 14/SB 0/-- 14/SB 14/PD 16/CD 17/CJ	_ pers=3|num=sg|tense=past|mood=subj _ _ _ _ _ _ case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True _ case=nom|gender=masc|num=sg|pos=True
363402422523133952	mixed	%PosSmiley Wieso gibt es dann ein plug - in das das BE kaputt macht ? Welchen kalender soll man denn nehmen ?	%PosSmiley wieso geben es dann eine plug - in die die be kaputt machen ? welche kalender sollen man denn nehmen ?	ITJ PWAV VVFIN PPER ADV ART NE $( APPR PDS ART NE ADJD VVFIN $. PWS ADJD VMFIN PIS ADV VVINF $.	3/DM 3/MO 0/-- 3/EP 3/MO 7/NK 3/OA 7/-- 14/MO 9/NK 12/NK 14/OA 14/MO 3/OC 14/-- 18/SB 18/MO 0/-- 18/SB 18/MO 18/OC 21/--	EmoExpression::markable_68::Sarcasm=false|EmoExpression::markable_68::Uncertain=false|EmoExpression::markable_68::Intensity=strong|EmoExpression::markable_68::Polarity=positive|EmoExpression::markable_68::EmoExpression=True|EmoExpression::markable_68::SubjectiveFact=false _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|gender=neut|num=sg EmoExpression::markable_100500287::Polarity=negative|EmoExpression::markable_100500287::Sarcasm=false|EmoExpression::markable_100500287::Uncertain=false|EmoExpression::markable_100500287::Intensity=medium|EmoExpression::markable_100500287::SubjectiveFact=false|pos=True|EmoExpression::markable_100500287::EmoExpression=True pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg comp=True pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ _ _
355068462135123968	negative	Sendetermin heute 23:30 Uhr : " Terror im Kiez " - von Nazis bedroht ... %Link Nonazis nazifrei Anti ...	Sendetermin heute @card@ Uhr : " Terror in Kiez " - von Nazi bedrohen ... %Link Nonazis nazifrei Anti ...	NN ADV CARD NN $. $( NN APPRART NN $( $( APPR NN VVPP $. XY NN ADJD VVFIN $.	0/-- 1/MNR 4/NK 2/MO 4/-- 5/-- 1/PAR 7/MNR 8/NK 9/-- 10/-- 14/SBP 12/NK 7/PAR 14/-- 0/-- 19/OA 19/MO 0/-- 19/--	case=nom|gender=masc|num=sg _ _ case=acc|gender=fem|num=sg _ _ case=acc|EmoExpression::markable_100500288::Sarcasm=false|gender=masc|EmoExpression::markable_100500288::SubjectiveFact=false|EmoExpression::markable_100500288::Polarity=negative|num=sg|EmoExpression::markable_100500288::Uncertain=false|EmoExpression::markable_100500288::EmoExpression=True|EmoExpression::markable_100500288::Intensity=medium case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ _ case=dat|EmoExpression::markable_100500290::Intensity=medium|EmoExpression::markable_100500290::SubjectiveFact=false|EmoExpression::markable_100500290::EmoExpression=True|gender=masc|EmoExpression::markable_100500290::Sarcasm=false|num=pl|EmoExpression::markable_100500290::Polarity=negative|EmoExpression::markable_100500290::Uncertain=false EmoExpression::markable_100500289::Intensity=medium|EmoExpression::markable_100500289::Sarcasm=false|EmoExpression::markable_100500289::SubjectiveFact=false|EmoExpression::markable_100500289::Polarity=negative|EmoExpression::markable_100500289::EmoExpression=True|EmoExpression::markable_100500289::Uncertain=false _ _ case=nom|gender=masc|num=pl pos=True pers=3|num=sg|tense=past|mood=ind _
368720921575424000	positive	" Wie früha , wah ? " spd in friedenau mit götterspeise . Schmeckt wie kindheit und wie kirsche .	" wie früha , wah ? " spd in friedenau mit Götterspeise . schmecken wie Kindheit und wie kirsche .	$( KOUS NE $, NE $. $( VVIMP APPR ADJD APPR NN $. VVFIN KOKOM NN KON KOKOM ADJD $.	2/-- 3/MO 0/-- 3/-- 0/-- 5/-- 6/-- 0/-- 8/MO 9/NK 8/MO 11/NK 12/-- 0/-- 16/CM 14/MO 16/CD 17/CJ 18/CJ 19/--	_ _ case=nom|*=True|num=sg _ case=nom|*=True|num=sg _ _ _ _ pos=True _ Sentiment::markable_69::Polarity=positive|EmoExpression::markable_70::Sarcasm=false|EmoExpression::markable_70::Intensity=medium|num=sg|Sentiment::markable_69::Intensity=medium|Sentiment::markable_69::Sentiment=True|EmoExpression::markable_70::Uncertain=false|Target::markable_71::Target=True|case=dat|EmoExpression::markable_70::EmoExpression=True|gender=fem|EmoExpression::markable_70::Polarity=positive|EmoExpression::markable_70::SubjectiveFact=false|Sentiment::markable_69::Sarcasm=false|Target::markable_71::Anaphref=empty|Target::markable_71::Preferred=true _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg _ _ pers=3|num=sg|tense=pres|mood=subj _
378269207785246720	neutral	Roter Fleck auf dem grünen Plakat an der Mainzer Rheinallee	rot Fleck auf die grün Plakat an die Mainzer Rheinallee	ADJA NN APPR ART ADJA NN APPR ART ADJA NN	2/NK 0/-- 2/MNR 6/NK 6/NK 3/NK 6/MNR 10/NK 10/NK 7/NK	case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg _ case=dat|gender=fem|num=sg *=True|pos=True case=dat|gender=fem|num=sg
378171913383993344	neutral	So , in d. Quartett habe ich n paar Aktien drin : %Link Tipp : Volker Becks Mitteilungsbedürfnis . CDU S ...	so , in d. Quartett haben ich n paar Aktie drin : %Link Tip : Volker Beck Mitteilungsbedürfnis . CDU S ...	ADV $, APPR ART NN VAFIN PPER ADJD PIAT NN PTKVZ $. XY NN $. NE NE NN $. NE NN $.	6/MO 1/-- 6/MO 5/NK 3/NK 0/-- 6/SB 9/MO 10/NK 6/OA 10/MNR 11/-- 14/NK 10/PAR 14/-- 17/PNC 18/NK 14/PAR 18/-- 21/SB 0/-- 21/--	_ _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 *=True *=True case=acc|gender=fem|num=pl _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ *=True case=dat|*=True|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _
374134062186631168	neutral	Aber wo willst Du die 100 Wähler hernehmen ?	aber wo wollen du die 100 Wähler hernehmen ?	KON PWAV VMFIN PPER ART CARD NN VVINF $.	3/JU 3/MO 0/-- 3/SB 7/NK 7/NK 8/OA 3/OC 8/--	_ _ pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 case=acc|gender=fem|num=sg _ case=acc|gender=masc|num=pl _ _
350276167292555265	neutral	Forsa : " SPD im Jahrestief - Schwarz - Gelb mit Mehrheit " ( Focus	Forsa : " SPD in Jahrestief - Schwarz - Gelb mit Mehrheit " ( Focus	NE $. $( NE APPRART NN $( NE $( NN APPR NN $( $( NE	0/-- 1/-- 2/-- 0/-- 4/MNR 5/NK 6/-- 6/APP 8/-- 1/RS 10/MNR 11/NK 12/-- 13/-- 0/--	case=nom|*=True|num=sg _ _ case=nom|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=sg _ case=acc|gender=masc|num=sg _ case=dat|gender=fem|num=sg _ _ *=True
354624672157007872	neutral	%User ist man von der FDP ja sonst nicht gewohnt : > > >	%User sein man von die FDP ja sonst nicht wohnen : > > >	NE VAFIN PIS APPR ART NE ADV ADV PTKNEG VVPP $. $( $( $(	2/SB 0/-- 2/SB 10/SBP 6/NK 4/NK 10/MO 10/MO 10/NG 2/OC 10/-- 11/-- 12/-- 13/--	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ _ _ _ _ _ _
359805895145828352	positive	Lesenswert : Katharina Nocun : " Wir werden belogen und hingehalten " %Link via %User	Lesenswert : Katharina Nocun : " wir werden belügen und hinhalten " %Link via %User	NN $. NE NE $. $( PPER VAFIN VVPP KON VVPP $( XY APPR NE	8/SB 1/-- 4/PNC 1/SB 4/-- 5/-- 8/SB 0/-- 8/OC 9/CD 10/CJ 11/-- 11/OA 0/-- 14/NK	case=nom|EmoExpression::markable_100500305::SubjectiveFact=false|EmoExpression::markable_100500305::Sarcasm=false|EmoExpression::markable_100500305::EmoExpression=True|gender=neut|EmoExpression::markable_100500305::Uncertain=false|EmoExpression::markable_100500305::Polarity=positive|EmoExpression::markable_100500305::Intensity=medium|Sentiment::markable_100500303::Sentiment=True|num=sg Sentiment::markable_100500303::Sentiment=True case=nom|Sentiment::markable_100500303::Sentiment=True|num=sg|Target::markable_100500306::Preferred=true|gender=fem|Target::markable_100500306::Target=True|Target::markable_100500306::Anaphref=empty case=nom|gender=fem|Sentiment::markable_100500303::Sentiment=True|num=sg|Target::markable_100500306::Target=True Sentiment::markable_100500303::Sentiment=True|Target::markable_100500306::Target=True Sentiment::markable_100500303::Sentiment=True|Target::markable_100500306::Target=True case=nom|Sentiment::markable_100500307::Sarcasm=false|Target::markable_100500307::Preferred=true|Sentiment::markable_100500307::Sentiment=True|Target::markable_100500307::Target=True|*=True|Target::markable_100500307::Anaphref=empty|pers=1|Sentiment::markable_100500303::Sentiment=True|num=pl|Target::markable_100500306::Target=True|Sentiment::markable_100500307::Intensity=medium|Sentiment::markable_100500307::Polarity=positive pers=1|Sentiment::markable_100500303::Sentiment=True|num=pl|tense=pres|mood=ind|Sentiment::markable_100500307::Sentiment=True|Target::markable_100500306::Target=True Sentiment::markable_100500307::Sentiment=True|EmoExpression::markable_100500307::Uncertain=false|EmoExpression::markable_100500307::Intensity=medium|Target::markable_100500306::Target=True|EmoExpression::markable_100500307::Sarcasm=false|EmoExpression::markable_100500307::SubjectiveFact=false|EmoExpression::markable_100500307::Polarity=negative|Sentiment::markable_100500303::Sentiment=True|EmoExpression::markable_100500307::EmoExpression=True Sentiment::markable_100500303::Sentiment=True|Target::markable_100500306::Target=True|Sentiment::markable_100500307::Sentiment=True Sentiment::markable_100500307::Sentiment=True|EmoExpression::markable_100500307::Uncertain=false|EmoExpression::markable_100500307::Intensity=medium|Target::markable_100500306::Target=True|EmoExpression::markable_100500307::Sarcasm=false|EmoExpression::markable_100500307::SubjectiveFact=false|EmoExpression::markable_100500307::Polarity=positive|Sentiment::markable_100500303::Sentiment=True|EmoExpression::markable_100500307::EmoExpression=True Sentiment::markable_100500303::Sentiment=True|Target::markable_100500306::Target=True _ _ case=nom|gender=masc|num=sg
