319780665581264897	negative	JETZT gebe ich Player 6 den Todesstoss . Lange genug hat er sich gewehrt %PosSmiley	jetzt geben ich Player 6 die Todesstoß . lange genug haben er sich wehren %PosSmiley	ADV VVFIN PPER NN CARD ART NN $. ADV ADV VAFIN PPER PRF VVPP ITJ	2/MO 0/-- 2/SB 2/OA 4/NK 7/NK 2/OA 7/-- 10/MO 14/MO 0/-- 11/SB 14/OA 11/OC 14/NK	Sentiment::markable_1::Sarcasm=false|Sentiment::markable_1::Intensity=medium|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Polarity=negative pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True case=nom|pers=1|num=sg|Source::markable_3::Anaphref=empty|*=True|Source::markable_3::Source=True|Sentiment::markable_1::Sentiment=True case=acc|num=sg|Target::markable_2::Anaphref=empty|gender=masc|Target::markable_2::Preferred=true|Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_1::Sentiment=True case=acc|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::Uncertain=false|gender=masc|EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Polarity=negative|Sentiment::markable_1::Sentiment=True|num=sg|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 case=acc|pers=3|num=sg _ EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Uncertain=false|EmoExpression::markable_5::Polarity=positive
325287863589675009	positive	.. sie hat recht und Du grins gefälligst ... jetzt ♥	.. sie haben recht und du grinsen gefälligst ... jetzt ♥	NN PPER VAFIN ADJD KON PPER VVIMP ADJD $. ADV ADJA	0/-- 3/SB 0/-- 3/OC 4/CD 5/CJ 5/CJ 5/CJ 8/-- 11/MO 0/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg _ case=nom|*=True|num=sg|pers=2 case=acc|EmoExpression::markable_100500231::Intensity=weak|gender=neut|EmoExpression::markable_100500231::Sarcasm=false|num=sg|EmoExpression::markable_100500231::Polarity=positive|EmoExpression::markable_100500231::SubjectiveFact=false|EmoExpression::markable_100500231::Uncertain=false|EmoExpression::markable_100500231::EmoExpression=True _ _ _ EmoExpression::markable_177::SubjectiveFact=false|EmoExpression::markable_177::Intensity=medium|EmoExpression::markable_177::EmoExpression=True|EmoExpression::markable_177::Sarcasm=false|EmoExpression::markable_177::Uncertain=false|EmoExpression::markable_177::Polarity=positive
322992523951874048	neutral	So auf dem Weg nach Lüneburg . Bestimmt lenkt mich das etwas ab heute .	so auf die Weg nach Lüneburg . bestimmt lenken ich die etwas ab heute .	ADV APPR ART NN APPR NE $. ADV VVFIN PRF PDS ADV ADV ADV $.	2/MO 0/-- 4/NK 2/NK 4/MNR 5/NK 6/-- 9/MO 0/-- 9/OA 9/SB 13/MO 9/MO 13/NK 14/--	_ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=sg|pers=1 case=nom|gender=neut|num=sg _ _ _ _
328630070409306114	positive	ich habe den newsflash von Welt gestern an der UBahn gesehen . Ziemlich inhaltslose Angelegenheit zeitverschwendung nachrichten	ich haben die newsflash von Welt gestern an die UBahn sehen . ziemlich inhaltslos Angelegenheit zeitverschwendung nachrichten	PPER VAFIN ART NE APPR NN ADV APPR ART NN VVPP $. ADV ADJA NN ADJD VVFIN	2/SB 0/-- 4/NK 11/OA 4/PG 5/NK 11/MO 11/MO 10/NK 8/NK 2/OC 11/-- 14/MO 15/NK 17/OA 17/MO 0/--	case=nom|Sentiment::markable_178::Polarity=positive|Sentiment::markable_178::Sentiment=True|*=True|Sentiment::markable_178::Sarcasm=false|Source::markable_100500232::Anaphref=empty|pers=1|Sentiment::markable_178::Intensity=medium|num=sg|Source::markable_100500232::Source=True pers=1|Sentiment::markable_178::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|num=sg|Target::markable_179::Preferred=true|gender=masc|Sentiment::markable_178::Sentiment=True|Target::markable_179::Target=True|Target::markable_179::Anaphref=empty Sentiment::markable_178::Sentiment=True|Target::markable_179::Target=True Sentiment::markable_178::Sentiment=True|Target::markable_179::Target=True case=dat|gender=fem|Sentiment::markable_178::Sentiment=True|num=sg|Target::markable_179::Target=True Sentiment::markable_178::Sentiment=True Sentiment::markable_178::Sentiment=True case=dat|gender=fem|Sentiment::markable_178::Sentiment=True|num=sg case=dat|gender=fem|Sentiment::markable_178::Sentiment=True|num=sg Sentiment::markable_178::Sentiment=True Sentiment::markable_178::Sentiment=True Sentiment::markable_178::Sentiment=True|Diminisher::markable_100500233::Diminisher=True|Diminisher::markable_100500233::EmoExpressionRef=emo-expression:markable_180|Diminisher::markable_100500233::Degree=medium case=nom|EmoExpression::markable_180::Sarcasm=false|EmoExpression::markable_180::Uncertain=false|EmoExpression::markable_180::Polarity=negative|gender=fem|Sentiment::markable_178::Sentiment=True|pos=True|EmoExpression::markable_180::SubjectiveFact=false|num=sg|EmoExpression::markable_180::Intensity=medium|EmoExpression::markable_180::EmoExpression=True case=nom|gender=fem|Sentiment::markable_178::Sentiment=True|num=sg|EmoExpression::markable_180::EmoExpression=True EmoExpression::markable_100500239::Intensity=medium|EmoExpression::markable_100500239::Uncertain=false|EmoExpression::markable_100500239::Sarcasm=false|EmoExpression::markable_100500239::SubjectiveFact=false|EmoExpression::markable_100500239::EmoExpression=True|pos=True|EmoExpression::markable_100500239::Polarity=negative case=acc|gender=masc|num=sg|pos=True
321190601997553664	neutral	BGH : Verschärfung der Rechtsprechung zum Steuerstrafrecht	BGH : Verschärfung die Rechtsprechung zu Steuerstrafrecht	NE $. NN ART NN APPRART NN	0/-- 1/-- 1/RS 5/NK 3/AG 5/MNR 6/NK	case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg
326007514334363648	neutral	meine bf ist 10 keine ahnung ob du sie kenst sie ist auch auf twitter und heist Gloria . az	meinen bf sein 10 keine ahnung ob du sie kenst sie sein auch auf twitter und heist Gloria . az	VVFIN NE VAFIN CARD PIAT TRUNC KOUS PPER PPER NN PPER VAFIN ADV APPR ADJA KON ADJA NN $. ADJA	2/PNC 3/SB 0/-- 1/MO 10/NK 16/CJ 9/CP 9/RE 3/SB 3/PD 12/SB 3/MO 14/MO 12/MO 18/NK 15/CD 16/CJ 14/NK 18/-- 12/MO	pers=3|num=sg|tense=pres|mood=subj case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|*=True|num=sg|pers=2 case=nom|gender=fem|num=sg|pers=3 case=acc|gender=masc|num=sg case=nom|gender=fem|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=fem|num=sg|pos=True _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ _
321639475258212356	positive	Penis - - - &gt; Titten ... Ich hab echt kein Leben ... %PosSmiley	Penis - - - &gt; Titten ... ich haben echt keine Leben ... %PosSmiley	NN $( $( $( $( NN $. PPER VAIMP ADJD PIAT NN $. ITJ	0/-- 1/-- 2/-- 3/-- 4/-- 1/CJ 6/-- 12/SB 12/NK 12/MO 12/NK 0/-- 12/-- 10/DM	case=nom|gender=neut|num=sg _ _ _ case=dat|gender=masc|num=pl|pos=True case=dat|gender=masc|num=pl _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind pos=True case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ EmoExpression::markable_182::Sarcasm=false|EmoExpression::markable_182::Uncertain=false|EmoExpression::markable_182::Polarity=positive|EmoExpression::markable_182::SubjectiveFact=false|EmoExpression::markable_182::Intensity=medium|EmoExpression::markable_182::EmoExpression=True
327768087648669701	negative	" Einmalige Zusendung fällt nicht unter SPAM " - Ich schrieb " im Wiederholungsfall " , Du Depp . Und ich muss keinen Anwalt fragen was SPAM ist	" einmalig Zusendung fallen|fällen nicht unter SPAM " - ich schreiben " in Wiederholungsfall " , du Depp . und ich müssen keine Anwalt fragen was SPAM sein	$( ADJA NN VVFIN PTKNEG APPR NN $( $( PPER VVFIN $( APPRART NN $( $, PPER NN $. KON PPER VMFIN PIAT NN VVFIN PIAT NN VAFIN	2/-- 3/NK 4/SB 0/-- 4/NG 4/MO 6/NK 7/-- 10/-- 11/SB 0/-- 11/-- 11/MO 13/NK 14/-- 15/-- 18/SB 14/PAR 18/-- 22/JU 22/SB 0/-- 24/NK 25/OA 22/OC 27/NK 28/SB 25/OC	_ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=masc|num=sg _ _ case=nom|*=True|num=sg|pers=1 pers=3|num=sg|tense=past|mood=ind _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=nom|Sentiment::markable_183::Polarity=negative|Sentiment::markable_183::Sentiment=True|*=True|Sentiment::markable_183::Intensity=medium|Sentiment::markable_183::Sarcasm=false|pers=2|num=sg|Target::markable_184::Preferred=true|Target::markable_184::Anaphref=empty|Target::markable_184::Target=True case=nom|EmoExpression::markable_185::Polarity=negative|Sentiment::markable_183::Sentiment=True|EmoExpression::markable_185::SubjectiveFact=false|EmoExpression::markable_185::EmoExpression=True|gender=masc|num=sg|EmoExpression::markable_185::Intensity=medium|EmoExpression::markable_185::Sarcasm=false|EmoExpression::markable_185::Uncertain=false _ _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind
322642609321418752	neutral	Was ist das Gegenteil von Frühlingserwachen ?	was sein die Gegenteil von Frühlingserwachen ?	PIS VAFIN ART NN APPR NN $.	2/SB 0/-- 4/NK 2/SB 4/PG 5/NK 6/--	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=pl _
322848800081317889	negative	Neulich habe ich so einen abgefahrenen Text gelesen zu einem Radiodings . Muss mal eben suchen , da kippste um %PosSmiley	neulich haben ich so eine abgefahren Text lesen zu eine Radiodings . müssen mal eben suchen , da kippste um %PosSmiley	ADV VAFIN PPER ADV ART ADJA NN VVPP APPR ART NN $. VMFIN ADV ADV VVINF $, ADV ADJD PTKVZ ITJ	8/MO 0/-- 2/SB 8/MO 7/NK 7/NK 8/OA 2/OC 8/MO 11/NK 9/NK 11/-- 0/-- 13/MO 13/MO 13/OC 16/-- 19/MO 16/MO 16/SVP 20/NK	_ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ case=acc|Target::markable_187::Anaphref=empty|Sentiment::markable_186::Polarity=negative|gender=masc|Target::markable_187::Preferred=true|num=sg|Sentiment::markable_186::Sarcasm=false|Sentiment::markable_186::Intensity=medium|Target::markable_187::Target=True|Sentiment::markable_186::Sentiment=True case=acc|EmoExpression::markable_188::EmoExpression=True|EmoExpression::markable_188::SubjectiveFact=false|gender=masc|EmoExpression::markable_188::Sarcasm=false|EmoExpression::markable_188::Uncertain=false|pos=True|EmoExpression::markable_188::Polarity=negative|num=sg|Target::markable_187::Target=True|EmoExpression::markable_188::Intensity=medium|Sentiment::markable_186::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_187::Target=True|Sentiment::markable_186::Sentiment=True _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ _ _ _ _ _ pers=3|num=sg|tense=past|mood=ind _ EmoExpression::markable_189::Uncertain=false|EmoExpression::markable_189::EmoExpression=True|EmoExpression::markable_189::SubjectiveFact=false|EmoExpression::markable_189::Polarity=positive|EmoExpression::markable_189::Intensity=medium|EmoExpression::markable_189::Sarcasm=false
322006820824698880	neutral	Ich habe 250 Nahrungseinheiten geerntet ! %Link android , androidgames , gameinsight	ich haben @card@ Nahrungseinheiten ernten ! %Link android , androidgames , gameinsight	PPER VAFIN CARD NN VVPP $. XY ADJD $, ADJA $, ADJA	2/SB 0/-- 4/NK 5/OA 2/OC 5/-- 0/-- 0/-- 8/-- 8/CJ 10/-- 10/CJ	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=pl _ _ _ pos=True _ case=nom|gender=neut|num=sg|pos=True _ case=nom|gender=neut|num=sg|pos=True
320607543795798016	neutral	jetzt isset passiert .. öach .. ich der oberfaule schnabiffmeister habe mir heutn fahrrad kekauft ... das aldirad das die ...	jetzt isset passieren .. öach .. ich die oberfaul schnabiffmeister haben ich heutn Fahrrad kekauft ... die aldirad die die ...	ADV NN VVFIN ADJA ADJA NN PPER ART ADJA NN VAFIN PPER NE NN VVFIN $. ART NN PDS PDS $.	2/MO 3/SB 0/-- 3/MO 6/NK 0/-- 11/SB 10/NK 10/NK 15/SB 0/-- 15/DA 14/NK 11/SB 11/OC 15/-- 18/NK 0/-- 20/NK 18/AG 20/--	_ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg|pos=True pos=True case=nom|gender=neut|num=sg case=nom|*=True|num=sg|pers=1 case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=subj case=dat|*=True|num=sg|pers=1 _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _
323121895811735552	neutral	Internetspiel gratis Kiez King Game im Rotlichtmilieu %Link zum sofort mitspielen Mafiaspiele Kiez King	Internetspiel gratis Kiez King Game in Rotlichtmilieu %Link zu sofort mitspielen Mafiaspiele Kiez King	NN ADJD NN NE NN APPRART NN XY APPRART ADV VVFIN NN NN NE	11/SB 3/MO 1/NK 5/PNC 3/NK 3/MNR 6/NK 7/NK 3/MNR 9/NK 0/-- 11/SB 12/NK 13/NK	case=nom|gender=neut|num=sg pos=True case=acc|gender=fem|num=sg *=True case=acc|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=acc|gender=neut|num=pl|pos=True case=acc|gender=neut|num=pl case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
324909339951366144	neutral	Du kannst für Sie die SIM Karte sperren . Sende uns dazu bitte Ihre Handynummer so wie Ihren Namen via DM. ^ SD	du können für Sie die Sim Karte sperren . senden wir dazu bitte ihr Handynummer so wie ihr Name via DM. ^ SD	PPER VMFIN APPR PPER ART NE NN VVINF $. VVFIN PPER PAV PTKANT PPOSAT NN ADV KOKOM PPOSAT NN APPR NN XY NE	2/SB 0/-- 2/MO 3/NK 7/NK 7/NK 8/OA 2/OC 8/-- 16/RE 10/SB 11/NK 10/MO 15/NK 10/OA 23/MO 19/CM 19/NK 16/CC 19/MNR 20/NK 0/-- 0/--	case=nom|*=True|num=sg|pers=2 pers=2|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|sup=True case=acc|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind _ case=nom|*=True|num=pl case=dat|*=True|num=pl|pers=1 _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl _ case=dat|gender=fem|num=sg *=True *=True
323545950603837441	positive	Beziehungsstatus : mit einem fetten Grinsen einschlafen .	Beziehungsstatus : mit eine fett Grinsen einschlafen .	NN $. APPR ART ADJA NN VVINF $.	0/-- 1/-- 7/MO 6/NK 6/NK 3/NK 1/SB 7/--	case=nom|Sentiment::markable_190::Polarity=positive|Sentiment::markable_190::Sentiment=True|Target::markable_191::Preferred=true|gender=masc|Sentiment::markable_190::Intensity=medium|Target::markable_191::Anaphref=empty|Sentiment::markable_190::Sarcasm=false|num=sg|Target::markable_191::Target=True Sentiment::markable_190::Sentiment=True Sentiment::markable_190::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_190::Sentiment=True case=dat|EmoExpression::markable_100500240::Intensity=medium|EmoExpression::markable_100500240::Polarity=positive|Sentiment::markable_190::Sentiment=True|gender=masc|pos=True|EmoExpression::markable_100500240::SubjectiveFact=false|num=sg|EmoExpression::markable_100500240::EmoExpression=True|EmoExpression::markable_100500240::Sarcasm=false|EmoExpression::markable_100500240::Uncertain=false case=dat|gender=masc|num=sg|EmoExpression::markable_100500240::EmoExpression=True|Sentiment::markable_190::Sentiment=True Sentiment::markable_190::Sentiment=True Sentiment::markable_190::Sentiment=True
319809846557954050	negative	Ich fühle mich wie eine Banane	ich fühlen ich wie eine Banane	PPER VVFIN PRF KOKOM ART NN	2/SB 0/-- 2/OA 6/CM 6/NK 2/MO	case=nom|Target::markable_194::Anaphref=empty|Sentiment::markable_193::Sarcasm=false|Sentiment::markable_193::Polarity=negative|*=True|Target::markable_194::Preferred=true|pers=1|Sentiment::markable_193::Intensity=medium|num=sg|Sentiment::markable_193::Sentiment=True|Target::markable_194::Target=True pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_193::Sentiment=True case=acc|pers=1|num=sg|Sentiment::markable_193::Sentiment=True Sentiment::markable_193::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_193::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_193::Sentiment=True
323428812014641152	neutral	Yamaha AX 700 600 Watt : Essen , Ruhr | Verkaufe Yamaha AX 700 Verstärker im beste zustand ! Keine kratzer , Voll f ...	Yamaha AX 700 600 Watt : Essen , Ruhr | Verkauf Yamaha AX 700 Verstärker in gut zustehen ! keine Kratzer , voll f ...	NN NE CARD CARD NN $. NN $, NN XY NN NN NE CARD NN APPRART ADJA VVFIN $. PIAT NN $, ADJD VVFIN $.	18/SB 1/NK 4/NMC 5/NK 18/SB 5/-- 18/OA 7/-- 7/CJ 0/-- 9/NK 18/SB 12/NK 18/MO 18/OA 18/MO 16/NK 0/-- 18/-- 21/NK 0/-- 21/-- 24/MO 21/OC 24/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ gender=neut|*=True _ case=acc|gender=neut|num=pl _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|gender=masc|num=pl case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ pos=True _ _
320832419932540928	neutral	NACH dem Lauf , Teil 01: Johannes aus Reinickendorf . Halbmarathon berlinhalf Vine	nach die Lauf , Teil @card@ Johannes aus Reinickendorf . Halbmarathon berlinhalf Vine	APPR ART NN $, NN CARD NE APPR NN $. NN VVFIN NE	0/-- 3/NK 1/NK 3/-- 7/PNC 0/NK 3/PAR 7/MNR 8/NK 9/-- 12/SB 0/-- 12/OA	_ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg
321642305247391744	neutral	Bürgergemeinde macht Rückzieher ! Ein Theaterstück über den Massenmörder Breivik hätte eigentlich im Stadthaus gezeigt werden sollen . 7 vor7	Bürgergemeinde machen Rückzieher ! eine Theaterstück über die Massenmörder Breivik haben eigentlich in Stadthaus zeigen werden sollen . 7 vor7	NN VVFIN NN $. ART NN APPR ART NN NN VAFIN ADV APPRART NN VVPP VAINF VMFIN $. CARD CARD	2/SB 0/-- 2/OA 3/-- 6/NK 11/SB 6/MNR 9/NK 7/NK 9/NK 0/-- 15/MO 15/MO 13/NK 16/OC 17/OC 11/OC 17/-- 20/NMC 0/--	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=pl _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=subj _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ pers=3|num=pl|tense=pres|mood=ind _ _ _
320537205930065921	neutral	Check out " Straight - Rap so wie Ein Waffenschrank " by STRAIGHT ( Warghosts Germany )	Check out " Straight - Rap so wie eine Waffenschrank " by STRAIGHT ( Warghosts Germany )	NN FM $( NN $( NN ADV KOKOM ART NN $( NE NE $( NE NE $(	0/-- 1/NK 2/-- 1/PAR 6/-- 7/CC 16/PNC 10/CM 10/NK 7/CC 10/-- 13/PNC 10/NK 13/-- 16/PNC 0/-- 16/--	case=nom|gender=masc|num=sg _ _ *=True _ case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=dat|gender=masc|num=sg _ *=True *=True _
323741871023206400	neutral	Wolkig mit Aussicht auf Musik 106: Heute mit Tripwires , Bombay Show Pig , The Twilight Sad , Twin Tigers und Ho ...	wolkig mit Aussicht auf Musik @card@ heute mit Tripwires , Bombay Show Pig , The Twilight Sad , Twin Tiger und Ho ...	ADJD APPR NN APPR NN CARD ADV APPR TRUNC $, NE NN ADJD $, FM NN NE $, NN NN KON NE $.	2/MO 13/MO 2/NK 3/MNR 4/NK 5/NK 8/MO 2/CJ 12/NK 9/-- 12/NK 8/NK 17/PD 13/-- 17/PNC 17/PNC 0/-- 17/-- 20/PNC 17/CJ 20/CD 21/CJ 22/--	pos=True _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ _ _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pos=True _ *=True *=True case=nom|*=True|num=sg _ *=True case=acc|*=True|num=sg _ case=acc|*=True|num=sg _
325773282404089856	neutral	Heck nawl , " cudnt even picture dem doing dhat .. !	Heck nawl , " cudnt even picture die doing dhat .. !	NN NE $, $( NN ADJA NN ART NE NE NN $.	0/-- 1/NK 2/-- 3/-- 1/APP 7/NK 5/NK 11/NK 10/PNC 11/NK 1/PD 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=pl|pos=True case=acc|gender=neut|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
320134717980696576	neutral	Landeshauptmann a. D. Dörfler wurde zum Bundesrat angelobt und befindet sich jetzt in einer " Phase des Lernens "	Landeshauptmann a. D. Dörfler werden zu Bundesrat angelobt und befinden sich jetzt in eine " Phase die Lernen "	NN APPR NE NN VAFIN APPRART NN ADJD KON VVFIN PRF ADV APPR ART $( NN ART NN $(	5/SB 1/MNR 4/PNC 2/NK 0/-- 5/MO 6/NK 5/PD 5/CD 9/CJ 10/OA 10/MO 10/MO 16/NK 14/-- 13/NK 18/NK 16/AG 18/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pos=True _ pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg _
325150870884990976	neutral	Motor Re : 848 spritzt nicht ein / startet nicht %Link Ducati SBK	Motor Re : @card@ spritzen nicht ein / starten nicht %Link Ducati SBK	NN NN $. CARD VVFIN PTKNEG PTKVZ $( VVFIN PTKNEG XY NE NE	9/SB 1/NK 2/-- 5/SB 1/PAR 5/NG 5/SVP 7/-- 0/-- 9/NG 13/PNC 13/PNC 9/OA	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind _ _ _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
321082596215889920	positive	Nicht mal mein " Kalinke " Klingelton heitert mich auf . ; ;	nicht mal mein " Kalinke " Klingelton heitern ich auf . ; ;	PTKNEG ADV PPOSAT $( NN $( NN VVFIN PRF PTKVZ $. $. $.	5/NG 1/MO 5/NK 3/-- 8/SB 5/-- 5/CJ 0/-- 8/OA 8/SVP 10/-- 0/-- 12/--	Sentiment::markable_196::Intensity=medium|Sentiment::markable_196::Polarity=positive|Sentiment::markable_196::Sarcasm=false|Sentiment::markable_196::Sentiment=True Sentiment::markable_196::Sentiment=True case=nom|num=sg|Target::markable_197::Preferred=true|gender=masc|Sentiment::markable_196::Sentiment=True|Target::markable_197::Target=True|Target::markable_197::Anaphref=empty Sentiment::markable_196::Sentiment=True case=acc|gender=masc|Sentiment::markable_196::Sentiment=True|num=pl|Target::markable_197::Target=True Sentiment::markable_196::Sentiment=True|Target::markable_197::Target=True case=acc|gender=masc|Sentiment::markable_196::Sentiment=True|num=pl|Target::markable_197::Target=True mood=ind|EmoExpression::markable_199::EmoExpression=True|EmoExpression::markable_199::Sarcasm=false|Sentiment::markable_196::Sentiment=True|EmoExpression::markable_199::Polarity=positive|pers=3|EmoExpression::markable_199::SubjectiveFact=false|num=sg|tense=pres|EmoExpression::markable_199::Intensity=medium|EmoExpression::markable_199::Uncertain=false case=acc|pers=1|num=sg|Sentiment::markable_196::Sentiment=True|Source::markable_200::Anaphref=empty|Source::markable_200::Source=True Sentiment::markable_196::Sentiment=True|EmoExpression::markable_199::EmoExpression=True _ EmoExpression::markable_100500234::Uncertain=false|EmoExpression::markable_100500234::Polarity=negative|EmoExpression::markable_100500234::Sarcasm=false|EmoExpression::markable_100500234::Intensity=weak|EmoExpression::markable_100500234::SubjectiveFact=false|EmoExpression::markable_100500234::EmoExpression=True EmoExpression::markable_100500234::EmoExpression=True
326787415803052032	neutral	Master bringt mir Deutsch bei : 3	Master bringen ich deutsch bei : 3	NN VVFIN PPER NN PTKVZ $. CARD	2/SB 0/-- 2/DA 2/OA 2/SVP 5/-- 4/NK	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg|pers=1 case=nom|gender=masc|num=sg _ _ _
