322366239513141248	positive	ja das stimmt , aber bislang habe ich dich auch noch nicht auf ein foto gesehen %PosSmiley	ja die stimmen , aber bislang haben ich du auch noch nicht auf eine Foto sehen %PosSmiley	ADV PDS VVFIN $, KON ADV VAFIN PPER PPER ADV ADV PTKNEG APPR ART NN VVPP ITJ	2/MO 3/SB 0/-- 3/-- 3/CD 16/MO 5/CJ 7/SB 16/OA 12/MO 12/MO 16/NG 16/MO 15/NK 13/NK 7/OC 16/NK	_ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg|pers=3 _ _ _ _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
323850501357719553	positive	man kann schön die Disulfidbrücke sehen %PosSmiley ich finde es gut	man können schön die Disulfidbrücke sehen %PosSmiley ich finden es gut	PIS VMFIN ADJD ART NN VVINF ITJ PPER VVFIN PPER ADJD	2/SB 0/-- 2/MO 5/NK 6/OA 2/OC 9/DM 9/SB 6/OC 9/OA 9/MO	case=nom|Sentiment::markable_154::Polarity=positive|Sentiment::markable_154::Sentiment=True|*=True|Sentiment::markable_154::Intensity=medium|Target::markable_155::Target=True|Sentiment::markable_154::Sarcasm=false|num=sg|Target::markable_155::Preferred=true|Target::markable_155::Anaphref=empty pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_154::Sentiment=True|Target::markable_155::Target=True EmoExpression::markable_100500278::Uncertain=false|EmoExpression::markable_100500278::Polarity=positive|Sentiment::markable_154::Sentiment=True|pos=True|Target::markable_155::Target=True|EmoExpression::markable_100500278::Intensity=medium|EmoExpression::markable_100500278::Sarcasm=false|EmoExpression::markable_100500278::SubjectiveFact=false|EmoExpression::markable_100500278::EmoExpression=True case=acc|gender=fem|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_155::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_155::Target=True Sentiment::markable_154::Sentiment=True|Target::markable_155::Target=True EmoExpression::markable_156::Intensity=medium|Sentiment::markable_154::Sentiment=True|mood=ind|EmoExpression::markable_156::Uncertain=false|pers=1|EmoExpression::markable_156::SubjectiveFact=false|num=sg|tense=pres|EmoExpression::markable_156::Sarcasm=false|EmoExpression::markable_156::Polarity=positive|EmoExpression::markable_156::EmoExpression=True case=nom|pers=1|num=sg|Sentiment::markable_154::Sentiment=True|Source::markable_157::Source=True|*=True|Source::markable_157::Anaphref=empty pers=1|Sentiment::markable_154::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|Sentiment::markable_154::Sentiment=True|gender=neut|Target::markable_159::Preferred=true|pers=3|Target::markable_159::Target=True|num=sg|Target::markable_159::Anaphref=markable_155 EmoExpression::markable_100500305::SubjectiveFact=false|EmoExpression::markable_100500305::Sarcasm=false|Sentiment::markable_154::Sentiment=True|EmoExpression::markable_100500305::EmoExpression=True|EmoExpression::markable_100500305::Uncertain=false|pos=True|EmoExpression::markable_100500305::Intensity=medium|EmoExpression::markable_100500305::Polarity=positive|EmoExpression::markable_158::EmoExpression=True
322414788225409024	mixed	&gt; &gt; .. %PosSmileyas darf doch wohl nicht wahr sein ...	&gt; &gt; .. %PosSmileyas dürfen doch wohl nicht wahr sein ...	$( $( ADJA NN VMFIN ADV ADV PTKNEG ADJD VAINF $.	3/-- 1/-- 0/-- 5/SB 0/-- 5/MO 5/MO 5/NG 10/PD 5/OC 10/--	_ _ case=dat|gender=masc|num=sg|pos=True case=nom|EmoExpression::markable_100500301::SubjectiveFact=false|gender=masc|EmoExpression::markable_100500301::Sarcasm=false|num=sg|EmoExpression::markable_100500301::Polarity=negative|EmoExpression::markable_100500301::Intensity=medium|EmoExpression::markable_100500301::EmoExpression=True|EmoExpression::markable_100500301::Uncertain=true pers=3|EmoExpression::markable_100500301::EmoExpression=True|num=sg|tense=pres|mood=ind EmoExpression::markable_100500301::EmoExpression=True EmoExpression::markable_100500301::EmoExpression=True EmoExpression::markable_100500301::EmoExpression=True EmoExpression::markable_100500276::EmoExpression=True|EmoExpression::markable_100500301::EmoExpression=True|EmoExpression::markable_100500276::Sarcasm=false|pos=True|EmoExpression::markable_100500276::Polarity=positive|EmoExpression::markable_100500276::Uncertain=false|EmoExpression::markable_100500276::Intensity=medium|EmoExpression::markable_100500276::SubjectiveFact=false EmoExpression::markable_100500301::EmoExpression=True _
322228317157744640	negative	US - Verteidigungsminister : Nordkorea bewegt sich " sehr nahe an gefährlicher Linie "	US - Verteidigungsminister : Nordkorea bewegen sich " sehr nahe an gefährlich Linie "	NE $( NN $. NE VVFIN PRF $( ADV PTKVZ APPR ADJA NN $(	3/SB 1/-- 6/PD 3/-- 6/SB 0/-- 6/OA 7/-- 10/MO 6/MO 6/OP 13/NK 11/NK 13/--	case=nom|*=True|num=sg _ case=nom|*=True|num=sg _ case=nom|Sentiment::markable_160::Polarity=negative|Sentiment::markable_160::Sarcasm=false|Target::markable_161::Target=True|gender=neut|Sentiment::markable_160::Intensity=medium|num=sg|Sentiment::markable_160::Sentiment=True|Target::markable_161::Preferred=true|Target::markable_161::Anaphref=empty pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_160::Sentiment=True case=acc|pers=3|num=sg|Sentiment::markable_160::Sentiment=True Sentiment::markable_160::Sentiment=True Sentiment::markable_160::Sentiment=True Sentiment::markable_160::Sentiment=True|pos=True Sentiment::markable_160::Sentiment=True case=dat|EmoExpression::markable_100500277::Sarcasm=false|EmoExpression::markable_100500277::Uncertain=false|EmoExpression::markable_100500277::Intensity=medium|gender=fem|EmoExpression::markable_100500277::SubjectiveFact=false|pos=True|num=sg|Sentiment::markable_160::Sentiment=True|EmoExpression::markable_100500277::Polarity=positive|EmoExpression::markable_100500277::EmoExpression=True case=dat|gender=fem|num=sg|Sentiment::markable_160::Sentiment=True _
323803173267591168	neutral	Jetzt bleibt nur zu hoffen , dass %User meine Bestellung auch bald verschickt .	jetzt bleiben nur zu hoffen , dass %User mein Bestellung auch bald verschicken .	ADV VVFIN ADV PTKZU VVINF $, KOUS NE PPOSAT NN ADV ADV VVPP $.	2/MO 0/-- 2/MO 5/PM 2/OC 5/-- 13/CP 13/SB 10/NK 13/OA 13/MO 13/MO 2/PD 13/--	_ pers=3|num=sg|tense=pres|mood=ind _ _ _ _ _ case=nom|*=True|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ _ _
322345238112907265	negative	Okay . It ' s a dirty job , aber wir haben mal unsere Follower gezählt und geordnet : %Link neuimblog ...	Okay . it ' s a dirty Job , aber wir haben mal unser Follower zählen und ordnen : %Link neuimblog ...	NE $. FM $( NN FM NN NN $, KON PPER VAFIN ADV PPOSAT NN VVPP KON VVPP $. XY NN $.	0/-- 1/-- 7/NK 3/-- 3/APP 3/NK 0/-- 7/NK 8/-- 7/CD 12/SB 10/CJ 16/MO 15/NK 16/OA 12/OC 16/CD 17/CJ 18/-- 0/-- 2/-- 21/--	case=nom|*=True|num=sg _ Sentiment::markable_163::Polarity=negative|Sentiment::markable_163::Sarcasm=false|Sentiment::markable_163::Sentiment=True|Sentiment::markable_163::Intensity=medium Sentiment::markable_163::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_163::Sentiment=True|pers=3 Sentiment::markable_163::Sentiment=True case=acc|EmoExpression::markable_165::EmoExpression=True|gender=masc|EmoExpression::markable_165::Intensity=medium|EmoExpression::markable_165::Uncertain=false|EmoExpression::markable_165::Sarcasm=false|EmoExpression::markable_165::SubjectiveFact=false|EmoExpression::markable_165::Polarity=negative|num=sg|Sentiment::markable_163::Sentiment=True case=acc|Target::markable_164::Target=True|num=sg|Target::markable_164::Anaphref=empty|gender=masc|Target::markable_164::Preferred=true|Sentiment::markable_163::Sentiment=True _ _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl _ _ _ _ _ _ _
323683044630339584	negative	Die Jugend von heute ist so fett , dass sie bei " 1,2 oder 3" auf allen Feldern steht und so dumm , dass sie trotzdem falsc ...	die Jugend von heute sein so fett , dass sie bei " 1,2 oder 3" auf alle Feld stehen und so dumm , dass sie trotzdem falsc ...	ART NN APPR ADV VAFIN ADV ADJD $, KOUS PPER APPR $( CARD KON ADJD APPR PIAT NN VVFIN KON ADV ADJD $, KOUS PPER PAV VVPP $.	2/NK 5/SB 2/MNR 3/NK 0/-- 7/MO 5/PD 7/-- 19/CP 19/SB 19/MO 13/-- 11/NK 13/CD 14/CJ 19/MO 18/NK 16/NK 5/MO 19/CD 22/MO 6/CC 22/-- 27/CP 27/SB 27/NK 20/CJ 27/--	case=nom|gender=fem|Sentiment::markable_166::Sentiment=True|Sentiment::markable_166::Sarcasm=false|num=sg|Sentiment::markable_166::Polarity=negative|Target::markable_167::Anaphref=empty|Target::markable_167::Target=True|Sentiment::markable_166::Intensity=medium|Target::markable_167::Preferred=true case=nom|gender=fem|Target::markable_167::Target=True|num=sg|Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True|Target::markable_167::Target=True Sentiment::markable_166::Sentiment=True|Target::markable_167::Target=True pers=3|Sentiment::markable_166::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_166::Sentiment=True|Intensifier::markable_169::Intensifier=True|Intensifier::markable_169::EmoExpressionRef=emo-expression:markable_168|Intensifier::markable_169::Degree=medium EmoExpression::markable_168::SubjectiveFact=false|EmoExpression::markable_168::Sarcasm=false|EmoExpression::markable_168::EmoExpression=True|pos=True|EmoExpression::markable_168::Polarity=negative|Sentiment::markable_166::Sentiment=True|EmoExpression::markable_168::Intensity=medium|EmoExpression::markable_168::Uncertain=false Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_166::Sentiment=True|pers=3 Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True case=dat|gender=masc|num=pl|Sentiment::markable_166::Sentiment=True case=dat|gender=masc|num=pl|Sentiment::markable_166::Sentiment=True pers=3|Sentiment::markable_166::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True|Intensifier::markable_171::Intensifier=True|Intensifier::markable_171::Degree=medium|Intensifier::markable_171::EmoExpressionRef=emo-expression:markable_170 EmoExpression::markable_170::Uncertain=false|EmoExpression::markable_170::Sarcasm=false|EmoExpression::markable_170::Polarity=negative|pos=True|EmoExpression::markable_170::EmoExpression=True|Sentiment::markable_166::Sentiment=True|EmoExpression::markable_170::SubjectiveFact=false|EmoExpression::markable_170::Intensity=medium _ _ case=nom|gender=fem|num=sg|pers=3 _ _ _
322357240721977344	positive	Brüssel ist ein unerlässliches Ziel für jeden Touristen . Zeit , Brüssel zu erkunden !	Brüssel sein eine unerlässlich Ziel für jede Tourist . Zeit , Brüssel zu erkunden !	NE VAFIN ART ADJA NN APPR PIAT NN $. NN $, NE PTKZU VVINF $.	2/SB 0/-- 5/NK 5/NK 2/PD 5/MNR 8/NK 6/NK 8/-- 0/-- 10/-- 14/OA 14/PM 10/OC 14/--	case=nom|Target::markable_173::Target=True|Sentiment::markable_172::Sentiment=True|gender=neut|Sentiment::markable_172::Intensity=medium|num=sg|Target::markable_173::Anaphref=empty|Target::markable_173::Preferred=true|Sentiment::markable_172::Polarity=positive|Sentiment::markable_172::Sarcasm=false pers=3|Sentiment::markable_172::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|Sentiment::markable_172::Sentiment=True case=nom|EmoExpression::markable_100500279::Intensity=medium|EmoExpression::markable_100500279::Polarity=positive|EmoExpression::markable_100500279::Sarcasm=false|Sentiment::markable_172::Sentiment=True|gender=neut|pos=True|EmoExpression::markable_100500279::SubjectiveFact=false|num=sg|EmoExpression::markable_100500279::EmoExpression=True|EmoExpression::markable_100500279::Uncertain=false case=nom|gender=neut|num=sg|Sentiment::markable_172::Sentiment=True Sentiment::markable_172::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_172::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_172::Sentiment=True _ case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=sg _ _ _
327429289517674497	negative	Meine Kritik zur Dokumentation SIDE BY SIDE über die Wachablösung des klassischen Kinos durch digitalen Film : %Link doku	mein Kritik zu Dokumentation SIDE by SIDE über die Wachablösung die klassisch Kino durch digital Film : %Link doku	PPOSAT NN APPRART NN NE NE NN APPR ART NN ART ADJA NN APPR ADJA NN $. XY NE	2/NK 0/OA 2/MNR 3/NK 6/PNC 4/NK 0/-- 7/MNR 10/NK 8/NK 13/NK 13/NK 10/AG 10/MNR 16/NK 14/NK 16/-- 0/-- 0/--	case=acc|Source::markable_100500281::Source=True|Sentiment::markable_100500280::Sarcasm=false|Sentiment::markable_100500280::Sentiment=True|gender=fem|Sentiment::markable_100500280::Polarity=negative|Sentiment::markable_100500280::Intensity=weak|num=sg|Source::markable_100500281::Anaphref=empty case=acc|EmoExpression::markable_100500282::EmoExpression=True|Sentiment::markable_100500280::Sentiment=True|gender=fem|EmoExpression::markable_100500282::SubjectiveFact=false|num=sg|EmoExpression::markable_100500282::Polarity=negative|EmoExpression::markable_100500282::Sarcasm=false|EmoExpression::markable_100500282::Uncertain=false|EmoExpression::markable_100500282::Intensity=weak case=dat|Target::markable_100500283::Preferred=true|num=sg|Target::markable_100500283::Anaphref=empty|Sentiment::markable_100500280::Sentiment=True|gender=fem|Target::markable_100500283::Target=True case=dat|gender=fem|num=sg|Sentiment::markable_100500280::Sentiment=True|Target::markable_100500283::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_100500280::Sentiment=True|Target::markable_100500283::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_100500280::Sentiment=True|Target::markable_100500283::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_100500280::Sentiment=True|Target::markable_100500283::Target=True Sentiment::markable_100500280::Sentiment=True|Target::markable_100500283::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_100500280::Sentiment=True|Target::markable_100500283::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_100500280::Sentiment=True|Target::markable_100500283::Target=True case=gen|gender=masc|num=sg|Sentiment::markable_100500280::Sentiment=True|Target::markable_100500283::Target=True case=gen|num=sg|Sentiment::markable_100500280::Sentiment=True|gender=masc|pos=True|Target::markable_100500283::Target=True case=gen|gender=masc|num=sg|Sentiment::markable_100500280::Sentiment=True|Target::markable_100500283::Target=True Sentiment::markable_100500280::Sentiment=True|Target::markable_100500283::Target=True case=acc|num=sg|Sentiment::markable_100500280::Sentiment=True|gender=masc|pos=True|Target::markable_100500283::Target=True case=acc|gender=masc|num=sg|Sentiment::markable_100500280::Sentiment=True|Target::markable_100500283::Target=True _ _ _
322404197393907712	neutral	Landesligamannschaft sichert sich mit 3:0 ersten Sieg in der Relegation gegen das Bezirkliga - Team vom DTV. Weitere Spiele am Wochenende	Landesligamannschaft sichern sich mit 3:0 erst Sieg in die Relegation gegen die Bezirkliga - Team von DTV. weit Spiel an Wochenende	NN VVFIN PRF APPR CARD ADJA NN APPR ART NN APPR ART NN $( NN APPRART NN ADJA NN APPRART NN	2/SB 0/-- 2/OA 2/MO 7/NK 7/NK 4/NK 7/MNR 10/NK 8/NK 10/MNR 13/NK 11/NK 13/-- 10/APP 15/PG 16/NK 19/NK 16/CJ 2/MO 20/NK	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ case=dat|*=True|num=pl|pos=True case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=nom|gender=neut|num=pl|comp=True case=nom|gender=neut|num=pl case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg
328086331127382017	positive	Meine Haare sind gelb wie die Sonne ! Und türkis wie das Meer ! Und rotbraun , wie jeder zweite Haarschopf im Lande ! SUPER : - - - - - - - - ) ) )	mein Haar sein gelb wie die Sonne ! und türkis wie die Meer ! und rotbraun , wie jede zweit Haarschopf in Land ! super : - - - - - - - - ) ) )	PPOSAT NN VAFIN ADJD KOKOM ART NN $. KON ADJD KOKOM ART NN $. KON ADJD $, KOUS PIAT ADJA NN APPRART NN $. ADJD $. $( $( $( $( $( $( $( $( $( $( $(	2/NK 3/SB 0/-- 3/PD 7/CM 7/NK 4/CC 7/-- 13/JU 13/MO 13/CM 13/NK 0/-- 13/-- 21/JU 21/PD 16/-- 21/CM 21/NK 21/NK 0/-- 21/MNR 22/NK 23/-- 0/-- 25/-- 26/-- 27/-- 28/-- 29/-- 30/-- 31/-- 32/-- 33/-- 34/-- 35/-- 36/--	case=nom|num=sg|Target::markable_176::Anaphref=empty|Target::markable_176::Preferred=true|Target::markable_176::Target=True|gender=fem case=nom|gender=fem|num=sg|Target::markable_176::Target=True pers=3|num=pl|tense=pres|mood=ind _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ pos=True _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ pos=True _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ EmoExpression::markable_180::Sarcasm=false|EmoExpression::markable_180::Uncertain=false|EmoExpression::markable_180::Intensity=strong|EmoExpression::markable_180::EmoExpression=True|EmoExpression::markable_180::SubjectiveFact=false|pos=True|EmoExpression::markable_180::Polarity=positive _ _ _ EmoExpression::markable_181::SubjectiveFact=false|EmoExpression::markable_181::Polarity=positive|EmoExpression::markable_181::Sarcasm=false|EmoExpression::markable_181::Uncertain=false|EmoExpression::markable_181::EmoExpression=True|EmoExpression::markable_181::Intensity=medium EmoExpression::markable_181::EmoExpression=True EmoExpression::markable_181::EmoExpression=True EmoExpression::markable_181::EmoExpression=True EmoExpression::markable_181::EmoExpression=True EmoExpression::markable_181::EmoExpression=True EmoExpression::markable_181::EmoExpression=True EmoExpression::markable_181::EmoExpression=True EmoExpression::markable_181::EmoExpression=True
322399063788097536	neutral	iya ih .. Dar der dor au ; ; ; ;	iya ih .. dar die dor au ; ; ; ;	NE ADV NN PTKVZ ART ADJA ITJ $. $. $. $.	3/AG 1/MO 0/-- 0/-- 6/NK 7/NK 4/NK 4/-- 8/UC 9/UC 10/UC	_ _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ _ _ _
328012756794089473	neutral	Ich habe 1,090 Nahrungseinheiten geerntet ! %Link android , androidgames , gameinsight	ich haben @card@ Nahrungseinheiten ernten ! %Link android , androidgames , gameinsight	PPER VAFIN CARD NN VVPP $. XY ADJD $, ADJA $, ADJA	2/SB 0/-- 4/NK 5/OA 2/OC 5/-- 0/-- 0/-- 8/-- 8/CJ 10/-- 10/CJ	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=pl _ _ _ pos=True _ case=nom|gender=neut|num=sg|pos=True _ case=nom|gender=neut|num=sg|pos=True
322261052895141888	neutral	German Presse Days 11. &amp; 12. April Arne Eberle press + sales presenting Länd Phüngkit @ Club der polnischen ...	German Presse Days 11. &amp; 12. April Arne Eberle pressen + sales presenting Länd Phüngkit @ Club die polnisch ...	NE NN NE ADJA $( ADJA NN NE NE VVIMP KON ADJA NN NE NN XY NN ART ADJA $.	3/PNC 0/PNC 13/AG 13/NK 4/-- 7/NK 0/-- 9/PNC 7/NK 11/CJ 4/CD 11/CJ 0/-- 15/PNC 13/NK 17/NK 13/CJ 19/NK 17/AG 19/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg|pos=True _
322385919275565056	neutral	Buchempfehlung Michel Bergmann : Herr Klee und Herr Feld	Buchempfehlung Michel Bergmann : Herr Klee und Herr Feld	NN NE NE $. NN NN KON NN NN	0/-- 3/PNC 1/NK 3/-- 1/PAR 5/NK 6/CD 7/CJ 1/PD	case=nom|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
322114282189901826	neutral	Wie viele Einwohner hat Clingen ?	wie viele Einwohner haben Clingen ?	KOKOM PIAT NN VAFIN NN $.	2/MO 3/NK 4/SB 0/-- 4/OA 5/--	_ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=pl _
327324854003068929	neutral	Früh an einen Stück - &gt; Frühstücken ( Eingecheckt bei Mainufer Seligenstadt )	früh an eine Stück - &gt; Frühstück ( einchecken bei Mainufer Seligenstadt )	ADJD APPR ART NN $( $( NN $( VVPP APPR NN NN $(	9/MO 9/MO 4/NK 2/NK 4/-- 5/-- 4/PAR 7/-- 0/-- 9/MO 12/NK 10/NK 12/--	pos=True _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ case=dat|gender=masc|num=pl _ pos=True _ *=True|pos=True case=nom|gender=neut|num=sg _
328106596674719744	neutral	Ich habe 120 Nahrungseinheiten geerntet ! %Link android , androidgames , gameinsight	ich haben 120 Nahrungseinheiten ernten ! %Link android , androidgames , gameinsight	PPER VAFIN CARD NN VVPP $. XY ADJD $, ADJA $, ADJA	2/SB 0/-- 4/NK 5/OA 2/OC 5/-- 0/-- 0/-- 8/-- 8/CJ 10/-- 10/CJ	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=pl _ _ _ pos=True _ case=nom|gender=neut|num=sg|pos=True _ case=nom|gender=neut|num=sg|pos=True
327981146690445313	neutral	%PosSmiley * Ich bin allein allein in der NTL ... Bei akutem Schlafmangel sollte man nicht twittern , oder ? ODER ?	%PosSmiley * ich sein allein allein in die NTL ... bei akut Schlafmangel sollen man nicht twittern , oder ? oder ?	ITJ XY PPER VAFIN ADV ADV APPR ART NN $. APPR ADJA NN VMFIN PIS PTKNEG ADJD $, KON $. KON $.	3/NK 1/NK 4/SB 0/-- 4/MO 7/MO 4/MO 9/NK 7/NK 9/-- 14/MO 13/NK 11/NK 4/CJ 14/SB 4/NG 4/PD 17/-- 17/CD 19/CJ 0/-- 21/--	_ _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg _ pos=True _ _ _ _ _
328239995192225792	negative	Die Nutten tragen heute wieder Gliedschatten .	die Nutte tragen heute wieder Gliedschatten .	ART NN VVFIN ADV ADV NN $.	2/NK 3/SB 0/-- 3/MO 3/MO 3/OA 6/--	case=nom|*=True|num=pl case=nom|EmoExpression::markable_100500285::Uncertain=false|EmoExpression::markable_100500285::Polarity=negative|EmoExpression::markable_100500285::Sarcasm=false|*=True|num=pl|EmoExpression::markable_100500285::Intensity=medium|EmoExpression::markable_100500285::SubjectiveFact=false|EmoExpression::markable_100500285::EmoExpression=True pers=3|num=pl|tense=pres|mood=ind _ _ case=nom|gender=fem|num=pl _
322349720745943040	neutral	Topthema im Social Web : " Windows8 versagt auf der ganzen Linie " ( Quelle : %User ) . News - Übersicht auf Virato %Link PC	Topthema in <UNKNOWN> Web : " Windows8 versagen auf die ganz Linie " ( Quelle : %User ) . News - Übersicht auf Virato %Link PC	NN APPRART ADJD NN $. $( VVIMP VVFIN APPR ART ADJA NN $( $( NN $. NE $( $. NN $( NN APPR NN XY NE	8/SB 1/MNR 4/NK 2/NK 4/-- 5/-- 5/NK 0/-- 8/MO 12/NK 12/NK 9/NK 12/-- 13/-- 12/PAR 15/-- 15/MO 17/-- 18/-- 0/-- 20/-- 20/APP 22/MNR 23/NK 19/-- 24/NK	case=nom|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=dat|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ _ case=nom|gender=fem|num=sg _ case=nom|*=True|num=sg _ _ case=nom|gender=neut|num=pl _ case=acc|gender=fem|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|gender=masc|num=sg
323738473221746688	neutral	19- Jährige springt auf A1 aus fahrendem Auto. nrw	19- Jährige springen auf A1 aus fahrend Auto. nrw	TRUNC ADJA VVFIN APPR CARD APPR ADJA NN ADJA	2/CJ 3/SB 0/-- 3/MO 4/NK 3/MO 8/NK 6/NK 3/MO	_ pers=3|num=sg|tense=pres|mood=subj pers=3|num=sg|tense=pres|mood=ind _ _ _ case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg _
327408786325270529	neutral	Urlaub ! - Mit Rucksack , Fahrrad , Motorrad , Auto , Zug , Flugzeug oder im Luxusabteil von Levitrans durch Vietnam !	Urlaub ! - mit Rucksack , Fahrrad , Motorrad , Auto , Zug , Flugzeug oder in Luxusabteil von Levitrans durch Vietnam !	NN $. $( APPR NN $, NN $, NN $, NN $, NN $, NN KON APPRART NN APPR NN APPR NE $.	0/-- 1/-- 4/-- 0/-- 4/NK 5/-- 5/CJ 7/-- 7/CJ 9/-- 9/CJ 11/-- 11/CJ 13/-- 13/CJ 4/CD 16/CJ 17/NK 18/PG 19/NK 18/MNR 21/NK 22/--	case=nom|gender=masc|num=sg _ _ _ case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ case=nom|gender=masc|num=sg _ case=acc|gender=neut|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=dat|gender=masc|num=pl _ case=acc|gender=neut|num=sg _
