317379081333243904	mixed	hihi . RT‏ @GrumpyMerkel :-[ Offizielles Smiley der Bundeskanzlerin der Bundesrepublik Deutschland	hihi . RT‏ @GrumpyMerkel :-[ Offizielle Smiley die Bundeskanzlerin die Bundesrepublik Deutschland	NE $. ADJA NN $( NN NE ART NN ART NN NE	0/-- 1/-- 4/NK 0/-- 6/-- 0/-- 6/NK 9/NK 6/DA 11/NK 9/AG 11/NK	case=nom|EmoExpression::markable_100500126::EmoExpression=True|EmoExpression::markable_100500126::Uncertain=false|EmoExpression::markable_100500126::Sarcasm=false|*=True|EmoExpression::markable_100500126::Polarity=positive|num=sg|EmoExpression::markable_100500126::Intensity=medium|EmoExpression::markable_100500126::SubjectiveFact=false _ _ gender=fem|*=True|num=sg EmoExpression::markable_100500127::Sarcasm=false|EmoExpression::markable_100500127::Uncertain=false|EmoExpression::markable_100500127::Intensity=medium|EmoExpression::markable_100500127::SubjectiveFact=false|EmoExpression::markable_100500127::Polarity=negative|EmoExpression::markable_100500127::EmoExpression=True case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=nom|gender=neut|num=sg
318149519411908608	negative	... nicht übel %PosSmiley Aber das ist echt eine Frechheit . Und Merkel hat gesagt , 2012 gäbe es überall DSL -2000 %NegSmiley	... nicht übel %PosSmiley aber die sein echt eine Frechheit . und Merkel haben sagen , @card@ geben es überall DSL @card@ %NegSmiley	$. PTKNEG ADJD ITJ KON PDS VAFIN ADJD ART NN $. KON NE VAFIN VVPP $, CARD VVFIN PPER ADV NN CARD ITJ	0/-- 3/NG 7/PD 3/DM 7/JU 7/SB 0/-- 7/MO 10/NK 7/PD 10/-- 14/JU 14/SB 0/-- 14/OC 15/-- 18/MO 15/OC 18/EP 18/MO 18/OA 21/NK 15/NK	_ EmoExpression::markable_58::Polarity=positive|EmoExpression::markable_58::Sarcasm=false|EmoExpression::markable_58::SubjectiveFact=false|EmoExpression::markable_58::Uncertain=false|EmoExpression::markable_58::Intensity=medium|EmoExpression::markable_58::EmoExpression=True EmoExpression::markable_58::EmoExpression=True|pos=True EmoExpression::markable_59::Polarity=positive|EmoExpression::markable_59::Intensity=strong|EmoExpression::markable_59::SubjectiveFact=false|EmoExpression::markable_59::EmoExpression=True|EmoExpression::markable_59::Sarcasm=false|EmoExpression::markable_59::Uncertain=false Sentiment::markable_60::Intensity=medium|Sentiment::markable_60::Sarcasm=false|Sentiment::markable_60::Polarity=negative|Sentiment::markable_60::Sentiment=True case=nom|Target::markable_62::Target=True|num=sg|Target::markable_62::Preferred=true|Sentiment::markable_60::Sentiment=True|gender=neut|Target::markable_62::Anaphref=empty pers=3|Sentiment::markable_60::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_60::Sentiment=True|pos=True case=nom|gender=fem|num=sg|Sentiment::markable_60::Sentiment=True case=nom|EmoExpression::markable_61::Polarity=negative|EmoExpression::markable_61::SubjectiveFact=false|EmoExpression::markable_61::Sarcasm=false|gender=fem|EmoExpression::markable_61::Intensity=medium|num=sg|EmoExpression::markable_61::Uncertain=false|Sentiment::markable_60::Sentiment=True|EmoExpression::markable_61::EmoExpression=True _ _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ pers=3|num=sg|tense=past|mood=subj case=nom|gender=neut|num=sg|pers=3 _ case=acc|gender=fem|num=sg _ EmoExpression::markable_100500173::Sarcasm=false|EmoExpression::markable_100500173::SubjectiveFact=false|EmoExpression::markable_100500173::EmoExpression=True|EmoExpression::markable_100500173::Uncertain=false|EmoExpression::markable_100500173::Polarity=positive|EmoExpression::markable_100500173::Intensity=medium
332611305108295680	positive	Ich bin ja so gespannt ob die FDP im September erst den Zahnärzten und dann den Apothekern mit Geschenken dankt , oder anders rum ...	ich sein ja so gespannt ob die FDP in September erst die Zahnarzt und dann die Apotheker mit Geschenk danken , oder anders rum ...	PPER VAFIN ADV ADV ADJD APPR ART NE APPRART NN ADV ART NN KON ADV ART NN APPR NN VVFIN $, KON ADV PTKVZ $.	2/SB 0/-- 2/MO 5/MO 2/PD 2/MO 8/NK 6/NK 2/MO 9/NK 2/MO 13/NK 2/PD 2/CD 20/MO 17/NK 20/DA 20/MO 18/NK 14/CJ 20/-- 20/CD 24/MO 22/CJ 24/--	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ pos=True _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl _ case=dat|gender=neut|num=pl mood=ind|EmoExpression::markable_100500225::Uncertain=false|EmoExpression::markable_100500225::Intensity=medium|EmoExpression::markable_100500225::EmoExpression=True|pers=3|EmoExpression::markable_100500225::Polarity=positive|num=sg|tense=pres|EmoExpression::markable_100500225::Sarcasm=false|EmoExpression::markable_100500225::SubjectiveFact=false _ _ _ _ _
324621270895439872	negative	Keine / r der lebenden Kanzler / innen könnte von mir grosses Mitleid erwarten ! Aber bei Kohl &amp; Merkel gäbe es die grössten Feiern !	keine / r die lebend Kanzler / innen können von ich groß Mitleid erwarten ! aber bei Kohl &amp; Merkel geben es die groß Feier|Feiern !	PIAT $( NE ART ADJA NN $( ADV VMFIN APPR PPER ADJA NN VVINF $. KON APPR NE $( NE VVFIN PPER ART ADJA NN $.	3/NK 1/-- 9/SB 6/NK 6/NK 3/AG 6/-- 3/MO 0/-- 14/MO 10/NK 13/NK 9/SB 9/OC 14/-- 21/JU 21/MO 17/NK 18/-- 21/PNC 0/-- 21/EP 25/NK 25/NK 21/OA 25/--	case=acc|Sentiment::markable_63::Intensity=medium|gender=masc|Negation::markable_65::EmoExpressionRef=empty|Sentiment::markable_63::Sentiment=True|Sentiment::markable_63::Sarcasm=false|num=pl|Sentiment::markable_63::Polarity=negative|Negation::markable_65::Negation=True Sentiment::markable_63::Sentiment=True|Negation::markable_65::Negation=True case=nom|gender=masc|num=sg|Sentiment::markable_63::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_63::Sentiment=True case=gen|Target::markable_64::Preferred=true|gender=masc|Sentiment::markable_63::Sentiment=True|pos=True|Target::markable_64::Anaphref=empty|num=pl|Target::markable_64::Target=True case=gen|gender=masc|num=pl|Sentiment::markable_63::Sentiment=True|Target::markable_64::Target=True Target::markable_64::Target=True|Sentiment::markable_63::Sentiment=True Target::markable_64::Target=True|Sentiment::markable_63::Sentiment=True pers=3|Sentiment::markable_63::Sentiment=True|num=sg|tense=past|mood=subj Sentiment::markable_63::Sentiment=True case=dat|*=True|num=sg|Sentiment::markable_63::Sentiment=True|pers=1 case=acc|EmoExpression::markable_66::EmoExpression=True|gender=neut|Sentiment::markable_63::Sentiment=True|pos=True|num=sg|EmoExpression::markable_66::Polarity=positive|EmoExpression::markable_66::Uncertain=false|EmoExpression::markable_66::Intensity=medium|EmoExpression::markable_66::Sarcasm=false|EmoExpression::markable_66::SubjectiveFact=false case=acc|gender=neut|num=sg|Sentiment::markable_63::Sentiment=True|EmoExpression::markable_66::EmoExpression=True Sentiment::markable_63::Sentiment=True Sentiment::markable_63::Sentiment=True _ _ case=dat|*=True|num=sg *=True case=dat|*=True|num=sg pers=3|num=sg|tense=past|mood=subj case=nom|gender=neut|num=sg|pers=3 case=acc|*=True|num=pl case=dat|gender=fem|num=sg|sup=True case=dat|EmoExpression::markable_100500226::SubjectiveFact=false|EmoExpression::markable_100500226::Sarcasm=false|EmoExpression::markable_100500226::EmoExpression=True|gender=neut|EmoExpression::markable_100500226::Uncertain=false|EmoExpression::markable_100500226::Intensity=medium|EmoExpression::markable_100500226::Polarity=positive|num=pl _
317795597300162560	negative	Der Begriff " liberal " * * Das Wort " liberal " * * Die politische Gesinnung " liberal " * * Ist nicht Schuld an der FDP ! * * *	die Begriff " liberal " * * die Wort " liberal " * * die politisch Gesinnung " liberal " * * sein nicht Schuld an die FDP ! * * *	ART NN $( ADJD $( XY XY ART NN $( ADJD $( XY XY ART ADJA NN $( ADJD $( XY XY VAFIN PTKNEG NN APPR ART NE $. XY XY XY	2/NK 23/SB 2/-- 2/PAR 4/-- 7/PNC 2/NK 9/NK 23/SB 9/-- 9/NK 11/-- 14/PNC 9/NK 17/NK 17/NK 23/SB 17/-- 23/PD 19/-- 22/PNC 23/SB 0/-- 25/NG 23/SB 25/MNR 28/NK 26/NK 28/-- 0/-- 0/-- 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pos=True _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ pos=True _ _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ pos=True _ _ _ pers=3|num=sg|tense=pres|mood=ind _ case=acc|EmoExpression::markable_100500227::Intensity=medium|gender=fem|EmoExpression::markable_100500227::SubjectiveFact=false|EmoExpression::markable_100500227::EmoExpression=True|EmoExpression::markable_100500227::Uncertain=false|num=sg|EmoExpression::markable_100500227::Polarity=negative|EmoExpression::markable_100500227::Sarcasm=false _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ _ _
326090559234142208	negative	Der Aufstand in Syrien war inszeniert . Daher brauchte es Ausländer und Fanatiker um Unruhen in einen Krieg zu verwandeln .	die Aufstand in Syrien sein inszenieren . daher brauchen es Ausländer und Fanatiker um Unruhe in eine Krieg zu verwandeln .	ART NN APPR NE VAFIN VVPP $. PAV VVFIN PPER NN KON NN APPR NN APPR ART NN PTKZU VVINF $.	2/NK 5/SB 2/MNR 3/NK 0/-- 5/PD 6/-- 9/NK 0/-- 9/OA 20/OA 11/CD 12/CJ 20/OP 14/NK 15/MNR 18/NK 16/NK 20/PM 10/RE 20/--	case=nom|gender=masc|num=sg case=nom|gender=masc|EmoExpression::markable_100500228::Polarity=negative|EmoExpression::markable_100500228::Sarcasm=false|num=sg|EmoExpression::markable_100500228::Uncertain=false|EmoExpression::markable_100500228::Intensity=medium|EmoExpression::markable_100500228::SubjectiveFact=true|EmoExpression::markable_100500228::EmoExpression=True _ case=dat|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind EmoExpression::markable_100500229::EmoExpression=True|EmoExpression::markable_100500229::Uncertain=false|EmoExpression::markable_100500229::Intensity=medium|EmoExpression::markable_100500229::SubjectiveFact=false|EmoExpression::markable_100500229::Sarcasm=false|EmoExpression::markable_100500229::Polarity=negative _ _ pers=3|num=sg|tense=past|mood=ind case=nom|gender=neut|num=sg|pers=3 case=acc|gender=masc|num=pl _ case=acc|EmoExpression::markable_100500230::Sarcasm=false|EmoExpression::markable_100500230::EmoExpression=True|EmoExpression::markable_100500230::SubjectiveFact=false|gender=masc|EmoExpression::markable_100500230::Polarity=negative|num=pl|EmoExpression::markable_100500230::Uncertain=false|EmoExpression::markable_100500230::Intensity=medium _ case=acc|EmoExpression::markable_100500231::Intensity=medium|gender=fem|EmoExpression::markable_100500231::Sarcasm=false|num=pl|EmoExpression::markable_100500231::Polarity=negative|EmoExpression::markable_100500231::SubjectiveFact=false|EmoExpression::markable_100500231::Uncertain=false|EmoExpression::markable_100500231::EmoExpression=True _ case=acc|gender=masc|num=sg case=acc|gender=masc|EmoExpression::markable_100500232::SubjectiveFact=false|EmoExpression::markable_100500232::Sarcasm=false|num=sg|EmoExpression::markable_100500232::Polarity=negative|EmoExpression::markable_100500232::EmoExpression=True|EmoExpression::markable_100500232::Uncertain=false|EmoExpression::markable_100500232::Intensity=medium _ _ _
317869033657606144	mixed	EU : CDU - Politiker : Bundestag bei Zypern - Hilfe unzureichend ... : Der Union es - Haushaltsexperte Klaus - Pe ... %Link Wolfsburg	EU : CDU - Politiker : Bundestag bei Zypern - Hilfe unzureichend ... : die Union es - Haushaltsexperte Klaus - Pe ... %Link Wolfsburg	NN $. NE $( NN $. NN APPR NE $( NN ADJD $. $. ART NN PPER $( NN NE $( VVFIN $. XY NE	0/-- 1/-- 5/SB 3/-- 1/SB 5/-- 1/CJ 7/MNR 8/NK 9/-- 7/CJ 1/PD 12/-- 0/-- 16/NK 22/DA 16/APP 17/-- 22/SB 19/NK 20/-- 24/NK 22/-- 0/-- 0/--	case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ case=dat|EmoExpression::markable_100500233::SubjectiveFact=false|EmoExpression::markable_100500233::Polarity=positive|gender=fem|EmoExpression::markable_100500233::Uncertain=false|EmoExpression::markable_100500233::Intensity=medium|EmoExpression::markable_100500233::EmoExpression=True|num=sg|EmoExpression::markable_100500233::Sarcasm=false EmoExpression::markable_100500234::Uncertain=false|EmoExpression::markable_100500234::Polarity=negative|EmoExpression::markable_100500234::Sarcasm=false|EmoExpression::markable_100500234::Intensity=medium|EmoExpression::markable_100500234::EmoExpression=True|pos=True|EmoExpression::markable_100500234::SubjectiveFact=false _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=neut|num=sg|pers=3 _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=subj _ _ case=nom|gender=neut|num=sg
323165030830977025	negative	Schulterschluss dank Nordkorea - Krise - DIE WELT	Schulterschluss dank Nordkorea - Krise - die WELT	NN APPR NE $( NN $( ART NE	0/-- 1/MNR 2/NK 3/-- 1/PAR 7/-- 8/NK 0/--	case=nom|gender=masc|num=sg _ case=dat|EmoExpression::markable_100500235::SubjectiveFact=true|EmoExpression::markable_100500235::Sarcasm=false|EmoExpression::markable_100500236::Uncertain=false|EmoExpression::markable_100500235::EmoExpression=True|gender=neut|EmoExpression::markable_100500235::Uncertain=false|EmoExpression::markable_100500236::EmoExpression=True|EmoExpression::markable_100500235::Intensity=medium|EmoExpression::markable_100500236::Polarity=negative|EmoExpression::markable_100500235::Polarity=negative|num=sg|EmoExpression::markable_100500236::Sarcasm=false|EmoExpression::markable_100500236::Intensity=medium|EmoExpression::markable_100500236::SubjectiveFact=false EmoExpression::markable_100500236::EmoExpression=True case=nom|EmoExpression::markable_100500237::Uncertain=false|gender=fem|EmoExpression::markable_100500237::Intensity=medium|EmoExpression::markable_100500236::EmoExpression=True|EmoExpression::markable_100500237::SubjectiveFact=false|EmoExpression::markable_100500237::Sarcasm=false|EmoExpression::markable_100500237::Polarity=negative|num=sg|EmoExpression::markable_100500237::EmoExpression=True _ *=True *=True
324753398660493313	negative	Steckt Susanne Bär hinter Ursula von der Leyens CDU - Erpressung ? %Link Frauenquote	stecken Susanne Bär hinter Ursula von die Leyens CDU - Erpressung ? %Link Frauenquote	VVFIN NE NN APPR NE APPR ART NN NE $( NN $. XY NN	0/-- 3/PNC 1/SB 1/MO 4/NK 1/MO 8/NK 6/NK 8/NK 9/-- 9/APP 11/-- 0/-- 0/--	mood=ind|EmoExpression::markable_100500239::Uncertain=false|EmoExpression::markable_100500239::Intensity=medium|EmoExpression::markable_100500239::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_100500239::Sarcasm=false|EmoExpression::markable_100500239::SubjectiveFact=false|EmoExpression::markable_100500239::Polarity=negative case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg EmoExpression::markable_100500239::EmoExpression=True case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|EmoExpression::markable_100500238::Intensity=medium|EmoExpression::markable_100500238::Sarcasm=false|gender=fem|EmoExpression::markable_100500238::Polarity=negative|num=sg|EmoExpression::markable_100500238::EmoExpression=True|EmoExpression::markable_100500238::SubjectiveFact=false|EmoExpression::markable_100500238::Uncertain=false _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
323202121270980610	mixed	Welche Partei ? - Die einzig Richtige derzeit kann nur die SPD sein . Sicher gibt es Kritikpunkte , was Agenda 2010 ...	welche Partei ? - die einzig Richtige derzeit können nur die SPD sein . sicher geben es Kritikpunkt , was Agenda @card@ ...	PIAT NN $. $( ART ADJD NN ADV VMFIN ADV ART NE VAINF $. ADJD VVFIN PPER NN $, PRELS NN CARD $.	2/NK 0/-- 2/-- 5/-- 7/NK 7/MO 13/PD 7/MO 0/-- 12/MO 12/NK 9/SB 9/OC 13/-- 16/MO 0/-- 16/EP 16/OA 18/-- 21/NK 16/CJ 21/NK 22/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=nom|Sentiment::markable_67::Sentiment=True|Sentiment::markable_67::Polarity=positive|num=pl|gender=fem|Sentiment::markable_67::Sarcasm=false|Sentiment::markable_67::Intensity=medium Sentiment::markable_67::Sentiment=True|Intensifier::markable_70::Degree=medium|Intensifier::markable_70::Intensifier=True|pos=True|Intensifier::markable_70::EmoExpressionRef=emo-expression:markable_69 case=nom|Sentiment::markable_67::Sentiment=True|EmoExpression::markable_69::Polarity=positive|EmoExpression::markable_69::Sarcasm=false|*=True|EmoExpression::markable_69::EmoExpression=True|EmoExpression::markable_69::Intensity=medium|num=pl|EmoExpression::markable_69::SubjectiveFact=false|EmoExpression::markable_69::Uncertain=false Sentiment::markable_67::Sentiment=True pers=3|Sentiment::markable_67::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_67::Sentiment=True case=nom|Sentiment::markable_67::Sentiment=True|num=sg|Target::markable_68::Target=True|gender=fem|Target::markable_68::Preferred=true|Target::markable_68::Anaphref=empty case=nom|gender=fem|num=sg|Target::markable_68::Target=True|Sentiment::markable_67::Sentiment=True Sentiment::markable_67::Sentiment=True _ Sentiment::markable_100500174::Sentiment=True|Sentiment::markable_100500174::Sarcasm=false|Sentiment::markable_100500174::Polarity=negative|pos=True|Sentiment::markable_100500174::Intensity=weak pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500174::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_100500174::Sentiment=True|pers=3 case=acc|Sentiment::markable_100500174::Sentiment=True|EmoExpression::markable_100500175::Uncertain=false|gender=masc|EmoExpression::markable_100500175::EmoExpression=True|EmoExpression::markable_100500175::Polarity=negative|num=pl|EmoExpression::markable_100500175::Sarcasm=false|EmoExpression::markable_100500175::Intensity=weak|EmoExpression::markable_100500175::SubjectiveFact=false Sentiment::markable_100500174::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_100500174::Sentiment=True case=nom|Target::markable_100500176::Anaphref=empty|num=sg|Target::markable_100500176::Preferred=true|Sentiment::markable_100500174::Sentiment=True|Target::markable_100500176::Target=True|gender=neut Target::markable_100500176::Target=True|Sentiment::markable_100500174::Sentiment=True _
334786148213858305	mixed	Oha ! Und sie bewegt sich doch - CSU führt Gedenktag für die Heimatvertriebenen ein ...	Oha ! und sie bewegen sich doch - CSU führen Gedenktag für die Heimatvertriebene ein ...	NN $. KON PPER VVFIN PRF ADV $( NE VVFIN NN APPR ART NN PTKVZ $.	0/-- 1/-- 5/JU 5/SB 0/-- 5/OA 5/MO 9/-- 10/SB 0/-- 10/OA 11/MNR 14/NK 12/NK 10/SVP 15/--	EmoExpression::markable_100500240::SubjectiveFact=false|EmoExpression::markable_100500240::Intensity=medium|EmoExpression::markable_100500240::Polarity=positive|EmoExpression::markable_100500240::Sarcasm=false|EmoExpression::markable_100500240::EmoExpression=True|EmoExpression::markable_100500240::Uncertain=false _ _ case=nom|gender=fem|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_100500241::Uncertain=false|EmoExpression::markable_100500241::Polarity=positive|EmoExpression::markable_100500241::Sarcasm=false|gender=masc|num=sg|EmoExpression::markable_100500241::Intensity=medium|EmoExpression::markable_100500241::SubjectiveFact=true|EmoExpression::markable_100500241::EmoExpression=True _ case=acc|*=True|num=pl case=acc|EmoExpression::markable_100500242::Polarity=negative|EmoExpression::markable_100500242::EmoExpression=True|*=True|num=pl|EmoExpression::markable_100500242::Uncertain=false|EmoExpression::markable_100500242::Intensity=medium|EmoExpression::markable_100500242::Sarcasm=false|EmoExpression::markable_100500242::SubjectiveFact=true _ _
336268681287987200	mixed	Cascada hat den esc2013 nur wegen der Politik verloren . Keiner mag Deutschland , weil es uns besser geht als anderen Ländern in Europa .	Cascada haben die esc2013 nur wegen die Politik verlieren . keine mögen Deutschland , weil es wir gut gehen als andere Land in Europa .	NE VAFIN ART NN ADV APPR ART NN VVPP $. PIS VMFIN NE $, KOUS PPER PRF ADJD VVFIN KOKOM PIS NN APPR NE $.	2/SB 0/-- 4/NK 9/OA 6/MO 9/MO 8/NK 6/NK 2/OC 9/-- 12/SB 0/-- 12/SB 13/-- 19/CP 19/EP 19/DA 19/MO 12/MO 22/CM 22/NK 18/CC 22/MNR 23/NK 24/--	case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg EmoExpression::markable_100500243::Polarity=negative|EmoExpression::markable_100500243::Sarcasm=false|EmoExpression::markable_100500243::Uncertain=false|EmoExpression::markable_100500243::Intensity=medium|EmoExpression::markable_100500243::SubjectiveFact=false|EmoExpression::markable_100500243::EmoExpression=True _ case=nom|Negation::markable_74::EmoExpressionRef=empty|Sentiment::markable_71::Sarcasm=false|gender=masc|Sentiment::markable_71::Polarity=negative|Negation::markable_74::Negation=True|num=sg|Sentiment::markable_71::Intensity=medium|Sentiment::markable_71::Sentiment=True EmoExpression::markable_73::EmoExpression=True|EmoExpression::markable_73::Uncertain=false|mood=ind|EmoExpression::markable_73::Intensity=medium|EmoExpression::markable_73::SubjectiveFact=false|EmoExpression::markable_73::Polarity=positive|pers=3|num=sg|tense=pres|EmoExpression::markable_73::Sarcasm=false|Sentiment::markable_71::Sentiment=True case=nom|Target::markable_72::Anaphref=empty|num=sg|Target::markable_72::Preferred=true|gender=neut|Target::markable_72::Target=True|Sentiment::markable_71::Sentiment=True Sentiment::markable_71::Sentiment=True _ case=nom|Sentiment::markable_100500178::Polarity=positive|gender=neut|Sentiment::markable_100500178::Sentiment=True|pers=3|Sentiment::markable_100500178::Intensity=medium|num=sg|Sentiment::markable_100500178::Sarcasm=false case=dat|Target::markable_100500179::Preferred=true|Target::markable_100500179::Anaphref=empty|Sentiment::markable_100500178::Sentiment=True|*=True|pers=1|num=pl|Target::markable_100500179::Target=True EmoExpression::markable_100500177::Intensity=medium|comp=True|Sentiment::markable_100500178::Sentiment=True|EmoExpression::markable_100500177::SubjectiveFact=false|EmoExpression::markable_100500177::EmoExpression=True|EmoExpression::markable_100500177::Uncertain=false|EmoExpression::markable_100500177::Polarity=positive|EmoExpression::markable_100500177::Sarcasm=false pers=3|Sentiment::markable_100500178::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500178::Sentiment=True case=dat|Target::markable_100500180::Preferred=false|gender=neut|Sentiment::markable_100500178::Sentiment=True|Target::markable_100500180::Anaphref=empty|pos=True|num=pl|Target::markable_100500180::Target=True case=dat|gender=neut|Sentiment::markable_100500178::Sentiment=True|num=pl|Target::markable_100500180::Target=True Sentiment::markable_100500178::Sentiment=True|Target::markable_100500180::Target=True case=dat|gender=neut|Sentiment::markable_100500178::Sentiment=True|num=sg|Target::markable_100500180::Target=True _
335478603292741632	positive	Danke für die vielen Likes ! Gerne megr davon %PosSmiley Bodenständig wie die Freien Wähler selbst : Doku - Shooting Wahlplakate : ...	Dank für die viele Likes ! gerne megr davon %PosSmiley bodenständig wie die frei Wähler selbst : Doku - Shooting Wahlplakat : ...	NN APPR ART PIAT NN $. ADV NE PAV ITJ ADJD KOKOM ART ADJA NN ADV $. NE $( NE NN $. $.	0/-- 1/MNR 5/NK 5/NK 2/NK 5/-- 8/MO 0/-- 15/NK 15/NK 15/MO 15/CM 15/NK 15/NK 8/PAR 15/MNR 16/-- 20/PNC 18/-- 21/AG 15/SB 21/-- 22/--	EmoExpression::markable_100500244::Intensity=medium|EmoExpression::markable_100500244::Polarity=positive|EmoExpression::markable_100500244::SubjectiveFact=false|EmoExpression::markable_100500244::EmoExpression=True|EmoExpression::markable_100500244::Uncertain=false|EmoExpression::markable_100500244::Sarcasm=false _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl case=gen|EmoExpression::markable_100500245::Uncertain=false|gender=neut|EmoExpression::markable_100500245::Intensity=medium|EmoExpression::markable_100500245::Sarcasm=false|EmoExpression::markable_100500245::SubjectiveFact=true|num=sg|EmoExpression::markable_100500245::Polarity=positive|EmoExpression::markable_100500245::EmoExpression=True _ EmoExpression::markable_100500246::SubjectiveFact=false|EmoExpression::markable_100500246::Polarity=positive|EmoExpression::markable_100500246::Sarcasm=false|EmoExpression::markable_100500246::Uncertain=false|EmoExpression::markable_100500246::EmoExpression=True|EmoExpression::markable_100500246::Intensity=medium case=nom|*=True|EmoExpression::markable_100500246::EmoExpression=True|num=sg EmoExpression::markable_100500246::EmoExpression=True EmoExpression::markable_75::Sarcasm=false|EmoExpression::markable_75::EmoExpression=True|mood=ind|EmoExpression::markable_75::SubjectiveFact=false|pers=3|num=sg|tense=past|EmoExpression::markable_75::Uncertain=false|EmoExpression::markable_75::Intensity=medium|EmoExpression::markable_75::Polarity=positive pos=True _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl case=acc|gender=masc|num=pl _ _ case=nom|*=True|num=sg _ case=nom|*=True|num=sg case=acc|gender=neut|num=pl _ _
335123258892484610	neutral	BOKU : AG 4 FL 5 GRAS 2. fl verliert ein Mandat an AG , fl - gras Koalition wahrscheinlich. öhwahl	BOKU : AG 4 FL 5 grasen 2. fl verlieren eine Mandat an AG , fl - grasen Koalition wahrscheinlich. öhwahl	NE $. NN CARD NN CARD VVIMP ADJA NN VVFIN ART NN APPR NN $, NE $( VVIMP NN ADJA NN	0/-- 1/-- 10/SB 5/NK 3/MO 5/NK 3/PAR 9/NK 7/OA 1/RS 12/NK 10/SB 12/MNR 13/NK 14/-- 12/CJ 16/-- 19/PNC 16/APP 21/NK 19/AG	case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg
