311919759388192769	positive	Zum Glüch wurde der neue Papst heute gekürt %PosSmiley	zu Glüch werden die neu Papst heute küren %PosSmiley	APPRART NN VAFIN ART ADJA NN ADV VVPP ITJ	8/MO 1/NK 0/-- 6/NK 6/NK 3/SB 8/MO 3/OC 8/NK	case=dat|Sentiment::markable_1::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|gender=neut|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|num=sg|EmoExpression::markable_2::Sarcasm=false|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|EmoExpression::markable_2::EmoExpression=True case=dat|gender=neut|num=sg|EmoExpression::markable_2::EmoExpression=True|Sentiment::markable_1::Sentiment=True mood=ind|Target::markable_3::Anaphref=empty|Target::markable_3::Preferred=true|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True|pers=3|num=sg|tense=past case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::Polarity=positive|Sentiment::markable_1::Sentiment=True
312111164643479552	neutral	Auf einen Blick : Warum der Papst auch keine Reformen durchführen wird .	auf eine Blick : warum die Papst auch keine Reform durchfahren|durchführen werden .	APPR ART NN $. PWAV ART NN ADV PIAT NN VVFIN VAFIN $.	12/MO 3/NK 1/NK 3/-- 11/MO 7/NK 11/SB 10/MO 10/NK 11/OA 12/OC 0/-- 12/--	_ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _ pers=3|num=sg|tense=pres|mood=ind _
311881379522674688	negative	Noch ein halbes Jahr schwarzer Rauch - das wäre es ! Könnte man täglich nach dem Dax und vor dem Wetter kommentieren P ...	noch eine halb Jahr schwarz Rauch - die sein es ! können man täglich nach die Dax und vor die Wetter kommentieren P ...	ADV ART ADJA NN ADJA NN $( PDS VAFIN PPER $. VMFIN PIS ADJD APPR ART NE KON APPR ART NN VVFIN NE $.	4/MO 4/NK 4/NK 5/MO 6/NK 8/RE 6/-- 9/SB 0/-- 9/SB 10/-- 0/-- 12/SB 12/MO 22/MO 17/NK 15/NK 15/CD 18/CJ 21/NK 19/NK 12/OC 22/SB 23/--	_ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg case=nom|EmoExpression::markable_104012645::Uncertain=false|EmoExpression::markable_104012645::Polarity=negative|EmoExpression::markable_104012645::Sarcasm=false|gender=masc|pos=True|num=sg|EmoExpression::markable_104012645::Intensity=medium|EmoExpression::markable_104012645::SubjectiveFact=true|EmoExpression::markable_104012645::EmoExpression=True case=nom|gender=masc|num=sg|EmoExpression::markable_104012645::EmoExpression=True _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=subj case=nom|gender=neut|num=sg|pers=3 _ pers=3|num=sg|tense=past|mood=subj case=nom|*=True|num=sg pos=True _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=sg _
311913563398737920	neutral	Neuer Papst in Rom gewählt : Nachdem am Mittwochabend im fünften Wahlgang ein neuer Papst gewählt worden ist , s ...	neu Papst in Rom wählen : nachdem an Mittwochabend in fünft Wahlgang eine neu Papst wählen werden sein , s ...	ADJA NN APPR NE VVPP $. KOUS APPRART NN APPRART ADJA NN ART ADJA NN VVPP VAPP VAFIN $, NN $.	2/NK 0/-- 5/MO 3/NK 2/APP 5/-- 18/CP 16/MO 8/NK 16/MO 12/NK 10/NK 15/NK 15/NK 18/SB 17/OC 18/OC 5/MO 18/-- 0/-- 20/--	case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg|pers=3 _
311918877049253888	neutral	Franziskus ist der Patron des Umweltschutzes ! papst	Franziskus sein die Patron die Umweltschutz ! papst	NE VAFIN ART NN ART NN $. ADJA	2/SB 0/-- 4/NK 2/PD 6/NK 4/AG 6/-- 0/--	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg _ _
312010460285243392	neutral	Sieben Millionen Tweets zur Papst - Wahl	sieben Million Tweets zu Papst - Wahl	CARD NN NN APPRART NN $( NN	2/NMC 0/-- 2/NK 2/MNR 4/NK 5/-- 5/CJ	_ case=nom|gender=fem|num=pl case=nom|gender=masc|num=pl case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=acc|gender=fem|num=sg
311910829584953347	neutral	Aber wie werden die Märkte reagieren ?! papst	aber wie werden die Markt reagieren ?! papst	KON KOKOM VAFIN ART NN VVFIN ADJD ADJA	3/JU 5/CM 0/-- 5/NK 3/SB 3/OC 6/MO 0/--	_ _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl _ _ _
311928054874243072	neutral	Oh wie ale gleich wieder n fass aufmachen weil man übern papst twittert . Meiiine fresse . Kriegt euch wieder ein .	oh wie ale gleich wieder n fassen aufmachen weil man übern Papst twittert . Meiiine fressen . kriegen ihr wieder ein .	ITJ KOKOM ADJD ADJD ADV ADJA VVIMP VVFIN KOUS PIS APPRART NN VVFIN $. NE VVFIN $. VVFIN PPER ADV PTKVZ $.	3/DM 3/CM 4/MO 8/MO 6/MO 4/CC 6/NK 0/-- 13/CP 13/SB 13/MO 11/NK 8/MO 13/-- 16/SB 0/-- 16/-- 0/-- 18/DA 18/MO 18/SVP 21/--	_ _ _ _ _ _ _ _ _ case=nom|*=True|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=subj _ pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=pl|pers=2 _ _ _
311926066518319105	positive	Gesegnet sei die Medien - KuH ! Euer Papst	segnen sein die Medium - Kuh ! euer Papst	VVPP VAFIN ART NN $( NN $. PPOSAT NN	2/PD 0/-- 4/NK 2/SB 4/-- 4/APP 6/-- 9/NK 0/--	Sentiment::markable_129::Intensity=medium|EmoExpression::markable_130::SubjectiveFact=false|Sentiment::markable_129::Sarcasm=false|EmoExpression::markable_130::Sarcasm=false|EmoExpression::markable_130::EmoExpression=True|Sentiment::markable_129::Polarity=positive|Sentiment::markable_129::Sentiment=True|EmoExpression::markable_130::Intensity=medium|EmoExpression::markable_130::Polarity=positive|EmoExpression::markable_130::Uncertain=false pers=3|Sentiment::markable_129::Sentiment=True|num=sg|tense=pres|mood=subj case=nom|gender=fem|Sentiment::markable_129::Sentiment=True|num=sg case=nom|gender=fem|Sentiment::markable_129::Sentiment=True|num=sg Sentiment::markable_129::Sentiment=True case=nom|gender=fem|Sentiment::markable_129::Sentiment=True|num=sg Sentiment::markable_129::Sentiment=True case=nom|Target::markable_131::Target=True|num=sg|Sentiment::markable_129::Sentiment=True|*=True|Target::markable_131::Preferred=true|Target::markable_131::Anaphref=empty case=nom|*=True|Sentiment::markable_129::Sentiment=True|num=sg|Target::markable_131::Target=True
311923018349821952	neutral	Wenn ich ihn wäre müessti jetzt zersch mal eis go suufe. papst	wenn ich er sein müessti jetzt zersch mal eis go suufe. papst	KOUS PPER PPER VAFIN NE ADV VVFIN ADV PTKVZ XY ADJA ADJA	4/CP 4/SB 4/PD 7/MO 4/SB 4/MO 0/-- 7/MO 11/MO 9/NK 12/NK 7/MO	_ case=nom|*=True|num=sg|pers=1 case=acc|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=past|mood=subj case=nom|*=True|num=sg _ pers=3|num=sg|tense=past|mood=ind _ _ _ case=dat|gender=neut|num=pl|pos=True _
311962386632421376	neutral	Der neue Papst schrieb seine Doktorarbeit in Frankfurt . Ich stand mal im Pissoir des Jesuiten - Seminars dort . Tjaja .	die neu Papst schreiben sein Doktorarbeit in Frankfurt . ich stehen mal in Pissoir die Jesuit - Seminar dort . Tjaja .	ART ADJA NN VVFIN PPOSAT NN APPR NE $. PPER VVFIN ADV APPRART NN ART NN $( NN ADV $. NE $.	3/NK 3/NK 4/SB 0/-- 6/NK 4/OA 6/MNR 7/NK 8/-- 11/SB 0/-- 11/MO 11/MO 13/NK 16/NK 14/AG 16/-- 14/MNR 18/MNR 19/-- 0/-- 21/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=ind _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg _ case=gen|gender=masc|num=sg _ _ case=nom|*=True|num=sg _
311921786386268160	negative	Der neue Papst spielte eine dubiose Rolle während der Militärdiktatur in Argentinien	die neu Papst spielen eine dubios Rolle während die Militärdiktatur in Argentinien	ART ADJA NN VVFIN ART ADJA NN APPR ART NN APPR NE	3/NK 3/NK 4/SB 0/-- 7/NK 7/NK 4/OA 7/MNR 10/NK 8/NK 10/MNR 11/NK	case=nom|Target::markable_134::Target=True|num=sg|Sentiment::markable_132::Sentiment=True|gender=masc|Target::markable_134::Preferred=true|Target::markable_134::Anaphref=empty case=nom|Target::markable_134::Target=True|num=sg|Sentiment::markable_132::Sentiment=True|gender=masc|pos=True case=nom|gender=masc|Target::markable_134::Target=True|num=sg|Sentiment::markable_132::Sentiment=True pers=3|Sentiment::markable_132::Sentiment=True|num=sg|tense=past|mood=ind case=acc|gender=fem|num=sg|Sentiment::markable_132::Sentiment=True case=acc|EmoExpression::markable_135::Polarity=negative|EmoExpression::markable_135::SubjectiveFact=false|EmoExpression::markable_135::Sarcasm=false|gender=fem|EmoExpression::markable_135::Intensity=medium|pos=True|EmoExpression::markable_135::EmoExpression=True|num=sg|Sentiment::markable_132::Sentiment=True|EmoExpression::markable_135::Uncertain=false case=acc|gender=fem|num=sg|Sentiment::markable_132::Sentiment=True Sentiment::markable_132::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_132::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_132::Sentiment=True Sentiment::markable_132::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_132::Sentiment=True
312185481637003264	neutral	Berlin und Brandenburg begrüssen neuen Papst : Ihren Angaben zufolge leben in Berlin , Brandenburg und Mecklenbur ...	Berlin und Brandenburg begrüßen neu Papst : ihr Angabe zufolge leben in Berlin , Brandenburg und Mecklenbur ...	NE KON NE VVFIN ADJA NN $. PPOSAT NN APPO VVFIN APPR NE $, NE KON NE $.	4/SB 1/CD 2/CJ 0/-- 6/NK 4/OA 6/-- 9/NK 10/NK 11/MO 4/CJ 11/MO 12/NK 13/-- 13/CJ 15/CD 16/CJ 17/--	case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=dat|gender=fem|num=pl case=dat|gender=fem|num=pl _ pers=3|num=pl|tense=pres|mood=ind _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg _
311906010015088640	positive	Konklave : Weist er Rauch ! Neuer Papst ist gewählt ...	Konklave : weisen er Rauch ! neu Papst sein wählen ...	NN $. VVFIN PPER NE $. ADJA NN VAFIN VVPP $.	3/OA 1/-- 0/-- 3/SB 3/OA 5/-- 8/NK 9/SB 0/-- 9/PD 10/--	case=nom|gender=neut|num=pl _ pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_104012646::Polarity=positive|EmoExpression::markable_104012646::EmoExpression=True|gender=masc|pers=3|num=sg|EmoExpression::markable_104012646::Uncertain=false|EmoExpression::markable_104012646::Intensity=medium|EmoExpression::markable_104012646::Sarcasm=false|EmoExpression::markable_104012646::SubjectiveFact=true case=acc|gender=masc|num=sg|EmoExpression::markable_104012646::EmoExpression=True _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _
311926070783901696	neutral	Papst Franziskus I. promovierte in Deutschland . Können wir mal bitte die Doktorarbeit nach Plagiaten durchsuchen lassen ?	Papst Franziskus I. promovieren in Deutschland . können wir mal bitte die Doktorarbeit nach Plagiat durchsuchen lassen ?	NN NE NE VVFIN APPR NE $. VMFIN PPER ADV ADV ART NN APPR NN VVINF VVINF $.	4/SB 3/PNC 1/NK 0/-- 4/MO 5/NK 6/-- 0/-- 8/SB 8/MO 8/MO 13/NK 16/OA 13/MNR 14/NK 17/OC 8/OC 17/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ case=dat|gender=neut|num=sg _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=pl _ _ _
312108112268111873	positive	Dinge , die die Welt nicht braucht. papst	Ding , die die Welt nicht braucht. papst	NN $, PRELS ART NN PTKNEG NE ADJA	0/-- 1/-- 8/SB 5/NK 8/OA 8/NG 8/OA 1/CJ	case=nom|Sentiment::markable_136::Sentiment=True|num=pl|Sentiment::markable_136::Polarity=positive|Sentiment::markable_136::Intensity=medium|gender=neut|Sentiment::markable_136::Sarcasm=false Sentiment::markable_136::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_136::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_136::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_136::Sentiment=True Sentiment::markable_136::Sentiment=True|Negation::markable_138::EmoExpressionRef=emo-expression:markable_137|Negation::markable_138::Negation=True case=acc|gender=fem|num=sg case=acc|num=sg|Target::markable_139::Preferred=true|gender=fem|Target::markable_139::Target=True|pos=True|Target::markable_139::Anaphref=empty
311936074001817601	negative	Na also , ein Papst der nicht in der Hitlerjugend war . Und jetzt kommen alle mit Junta . Was wollt ihr , einen Humanisten ?	na also , eine Papst die nicht in die Hitlerjugend sein . und jetzt kommen alle mit Junta . was wollen ihr , eine Humanist ?	ITJ ADV $, ART NN ART PTKNEG APPR ART NN VAFIN $. KON ADV VVFIN PIS APPR NN $. PWS VMFIN PPER $, ART NN $.	11/NK 11/MO 2/-- 5/NK 11/SB 11/NK 11/NG 11/MO 10/NK 8/NK 0/-- 11/-- 15/JU 15/MO 0/-- 15/SB 15/MO 17/NK 18/-- 21/OA 0/-- 21/SB 22/-- 25/NK 21/OA 25/--	_ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg _ _ case=dat|gender=fem|num=sg case=dat|EmoExpression::markable_104012647::Polarity=negative|EmoExpression::markable_104012647::Sarcasm=false|gender=fem|EmoExpression::markable_104012647::SubjectiveFact=true|num=sg|EmoExpression::markable_104012647::Uncertain=false|EmoExpression::markable_104012647::Intensity=medium|EmoExpression::markable_104012647::EmoExpression=True pers=3|num=sg|tense=past|mood=ind _ _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl _ case=dat|gender=fem|num=sg _ case=acc|gender=neut|num=sg pers=2|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=2 _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _
311906167544741889	neutral	Den Papstnamen " Florida - Rolf " hatte wohl niemand auf dem Zettel. papst zeit	die Papstnamen " Florida - Rolf " haben wohl niemand auf die Zettel. Papst zeit	ART NN $( NE $( NE $( VAFIN ADV PIS APPR ART NN NN APPR	2/NK 8/SB 2/-- 2/NK 4/-- 4/APP 6/-- 0/-- 8/MO 8/SB 8/MO 13/NK 11/NK 13/NK 8/MO	*=True case=nom|gender=neut|num=sg *=True case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=past|mood=ind _ case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg _
312150328940306432	positive	Neuer Papst : Franziskus würdigt Vorgänger Benedikt mit Besuch : Den Vormittag seines ersten Tages als Papst ver ...	neu Papst : Franziskus würdigen Vorgänger Benedikt mit Besuch : die Vormittag sein erst Tag als Papst ver ...	ADJA NN $. NE VVFIN NN NE APPR NN $. ART NN PPOSAT ADJA NN KOKOM NN VVFIN $.	2/NK 5/PD 2/-- 5/SB 0/-- 5/OA 6/NK 18/MO 8/NK 9/-- 12/NK 18/OA 15/NK 15/NK 12/AG 17/CM 15/CC 5/OC 18/--	case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|*=True|num=sg mood=ind|EmoExpression::markable_104012648::Sarcasm=false|EmoExpression::markable_104012648::EmoExpression=True|EmoExpression::markable_104012648::SubjectiveFact=false|EmoExpression::markable_104012648::Polarity=positive|pers=3|num=sg|tense=pres|EmoExpression::markable_104012648::Uncertain=false|EmoExpression::markable_104012648::Intensity=medium gender=masc|*=True|num=sg case=acc|gender=masc|num=sg _ case=dat|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg|pos=True case=gen|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ _
312159985931022336	neutral	%Link news Franziskus : Sein erster Tag als Papst - Spiegel Online	%Link news Franziskus : sein erst Tag als Papst - Spiegel Online	XY NN NE $. PPOSAT ADJA NN KOKOM NN $( NN NE	0/-- 3/PNC 0/-- 3/-- 7/NK 7/NK 3/RS 9/CM 7/CC 9/-- 9/CJ 11/NK	_ *=True case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311901203841818624	neutral	Odilo Scherer : " Er wäre in gewisser Hinsicht ein deutscher Papst "	Odilo Scherer : " er sein in gewiss Hinsicht eine deutsch Papst "	NE NE $. $( PPER VAFIN APPR ADJA NN ART ADJA NN $(	2/PNC 0/-- 2/-- 3/-- 6/SB 2/RS 6/MO 9/NK 7/NK 12/NK 12/NK 6/PD 12/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=past|mood=subj _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _
312184299573084160	neutral	+ + epd - Newsticker + + Reinhard Marx : " Der Herr selbst leitet seine Kirche " - Deutsche Kardinäle beeindruckt vom neuen Papst und seine ... + +	+ + epd - Newsticker + + Reinhard Marx : " die Herr selbst leiten sein Kirche " - deutsch Kardinal beeindrucken von neu Papst und sein ... + +	KON KON NN $( NN KON KON NE NE $. $( ART NN ADV VVFIN PPOSAT NN $( $( ADJA NN VVFIN APPRART ADJA NN KON PPOSAT $. KON KON	15/JU 1/CD 2/CJ 3/-- 3/CJ 5/CD 3/CD 9/PNC 7/CJ 9/-- 10/-- 13/NK 15/SB 13/MNR 0/-- 17/NK 15/SB 17/-- 18/-- 21/NK 22/SB 15/OC 22/MO 25/NK 23/NK 22/CD 28/NK 26/CJ 0/-- 29/CD	_ _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=pl _ _ _
311918302974865409	neutral	Juchuuu , ich habe einen Papst zum Geburtstag bekommen .	Juchuuu , ich haben eine Papst zu Geburtstag bekommen .	NN $, PPER VAFIN ART NN APPRART NN VVINF $.	4/VO 1/-- 4/SB 0/-- 6/NK 9/OA 9/MO 7/NK 4/OC 9/--	case=nom|gender=masc|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _
