311914253751836672	positive	Ich bi so ufgregt ! Wer isch jetzt de neui Papst ? ? %PosSmiley	ich bi so ufgregt ! wer isch jetzt de neui Papst ? ? %PosSmiley	PPER VVFIN ADV ADJD $. PWS VVFIN ADV NE ADJA NN $. $. ITJ	2/SB 0/-- 4/MO 2/MO 4/-- 7/SB 0/-- 7/MO 7/SB 11/NK 7/OA 11/-- 12/-- 12/NK	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|pos=True|EmoExpression::markable_1::Intensity=medium _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ case=nom|*=True|num=sg case=acc|*=True|num=sg case=acc|gender=fem|num=sg _ _ EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|EmoExpression::markable_2::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|EmoExpression::markable_2::EmoExpression=True
312106765703598080	positive	BILD - Schlagzeile : " Ein Argentinier ist Papst ! Die neue Hand Gottes " - Ich sach mal : Mal ( ra ) donna mia !	Bild - Schlagzeile : " eine Argentinier sein Papst ! die neu Hand Gott " - ich sach mal : mal ( ra ) donna Mia !	NN $( NN $. $( ART NN VAFIN NN $. ART ADJA NN NN $( $( PPER ADJD ADV $. ADV $( ADJA $( NN NE $.	8/SB 1/-- 1/CJ 3/-- 4/-- 7/NK 8/SB 0/-- 8/PD 9/-- 13/NK 13/NK 0/-- 13/AG 14/-- 17/-- 23/SB 23/MO 18/MO 19/-- 23/MO 23/-- 0/-- 23/-- 23/PAR 25/UC 26/--	case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=pl _ _ case=nom|Target::markable_138::Preferred=true|gender=masc|Sentiment::markable_137::Intensity=medium|Sentiment::markable_137::Sentiment=True|Sentiment::markable_137::Sarcasm=false|Target::markable_138::Anaphref=empty|num=sg|Sentiment::markable_137::Polarity=positive|Target::markable_138::Target=True case=nom|gender=masc|num=sg|Target::markable_138::Target=True|Sentiment::markable_137::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_137::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_137::Sentiment=True Sentiment::markable_137::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_137::Sentiment=True case=nom|gender=fem|num=sg|pos=True|Sentiment::markable_137::Sentiment=True case=nom|gender=fem|EmoExpression::markable_139::Intensity=medium|Sentiment::markable_137::Sentiment=True|num=sg|EmoExpression::markable_139::EmoExpression=True|EmoExpression::markable_139::SubjectiveFact=false|EmoExpression::markable_139::Sarcasm=false|EmoExpression::markable_139::Uncertain=false|EmoExpression::markable_139::Polarity=positive case=gen|gender=masc|num=sg|EmoExpression::markable_139::EmoExpression=True|Sentiment::markable_137::Sentiment=True Sentiment::markable_137::Sentiment=True _ case=nom|*=True|num=sg|pers=1 pos=True _ _ _ _ _ _ _ _ _
311918742672113664	neutral	Der neue Papst : Es ist ein Argentinier ...	die neu Papst : es sein eine Argentinier ...	ART ADJA NN $. PPER VAFIN ART NN $.	3/NK 3/NK 6/PD 3/-- 6/SB 0/-- 8/NK 6/PD 8/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
311920474378625024	negative	Ich will ja jetzt nichts sagen , aber der Mann ist 76. Jünger wird er nicht ... Papst	ich wollen ja jetzt nichts sagen , aber die Mann sein 76. Jünger werden er nicht ... Papst	PPER VMFIN ADV ADV PIS VVINF $, KON ART NN VAFIN ADJA NN VAFIN PPER PTKNEG $. NN	2/SB 0/-- 2/MO 2/MO 6/OA 2/OC 6/-- 2/CD 10/NK 11/SB 8/CJ 13/NK 11/PD 11/CJ 14/SB 14/NG 16/-- 0/--	case=nom|*=True|pers=1|Sentiment::markable_140::Sentiment=True|Sentiment::markable_140::Sarcasm=false|num=sg|Sentiment::markable_140::Polarity=negative|Sentiment::markable_140::Intensity=medium pers=1|Sentiment::markable_140::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_140::Sentiment=True Sentiment::markable_140::Sentiment=True gender=neut|*=True|Sentiment::markable_140::Sentiment=True Sentiment::markable_140::Sentiment=True Sentiment::markable_140::Sentiment=True Sentiment::markable_140::Sentiment=True case=nom|Sentiment::markable_140::Sentiment=True|Target::markable_141::Target=True|num=sg|gender=masc|Target::markable_141::Preferred=true|Target::markable_141::Anaphref=empty case=nom|gender=masc|Target::markable_141::Target=True|num=sg|Sentiment::markable_140::Sentiment=True pers=3|Sentiment::markable_140::Sentiment=True|Target::markable_141::Target=True|num=sg|tense=pres|mood=ind case=nom|gender=masc|Target::markable_141::Target=True|num=sg|Sentiment::markable_140::Sentiment=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 _ _ case=nom|gender=masc|num=sg
311858082219167744	neutral	" Wenn jemand von uns zu den ’Pro‘ - Leuten geht , ist das so , als ob der Papst morgen Atheist wird . " m (	" wenn jemand von wir zu die ’Pro‘ - Leute gehen , sein die so , als ob die Papst morgen Atheist werden . " m (	$( KOUS PIS APPR PPER APPR ART ADJA $( NN VVFIN $, VAFIN PDS ADV $, KOKOM KOUS ART NN ADV NN VAFIN $. $( NN $(	2/-- 11/CP 11/SB 3/PG 4/NK 11/OP 10/NK 10/NK 8/-- 6/NK 13/MO 11/-- 0/-- 13/SB 13/MO 15/-- 23/CM 23/CP 20/NK 23/SB 20/MNR 23/PD 15/CC 23/-- 24/-- 0/-- 26/--	_ _ case=nom|gender=masc|num=sg _ case=dat|*=True|num=pl|pers=1 _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl|pos=True _ case=dat|*=True|num=pl pers=3|num=sg|tense=pres|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _
311836993699074048	positive	Papst hin oder her ! Bei weissem Rauch ist meist was mit der Zylinderkopfdichtung !	Papst hin oder her ! bei weiß Rauch sein meist was mit die Zylinderkopfdichtung !	NN PTKVZ KON ADV $. APPR ADJA NN VAFIN ADV PIS APPR ART NN $.	0/-- 1/MNR 2/CD 3/CJ 4/-- 9/MO 8/NK 6/NK 0/-- 9/MO 9/SB 9/MO 14/NK 12/NK 14/--	case=nom|gender=masc|num=sg _ _ _ _ _ case=dat|EmoExpression::markable_104014828::Uncertain=false|gender=masc|EmoExpression::markable_104014828::Intensity=medium|pos=True|EmoExpression::markable_104014828::SubjectiveFact=true|EmoExpression::markable_104014828::Sarcasm=false|EmoExpression::markable_104014828::Polarity=positive|num=sg|EmoExpression::markable_104014828::EmoExpression=True case=dat|gender=masc|num=sg|EmoExpression::markable_104014828::EmoExpression=True pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _
311907179437367296	positive	Rom tanzt . Weist er Rauch . Der Papst ist gewählt . Und gleich öffnet sich der Vorhang ... Wie kann man ein Casting be ...	Rom tanzen . weisen er Rauch . die Papst sein wählen . und gleich öffnen sich die Vorhang ... wie können man eine Casting be ...	NE VVFIN $. VVFIN PPER NE $. ART NN VAFIN VVPP $. KON VVIMP VVFIN PRF ART NN $. KOUS VMFIN PIS ART NN NE $.	2/SB 0/-- 2/-- 0/-- 4/SB 4/OA 6/-- 9/NK 10/SB 0/-- 10/PD 11/-- 15/JU 15/MO 0/-- 15/OA 18/NK 15/SB 18/-- 21/MO 0/-- 21/SB 24/NK 21/OC 24/NK 25/--	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_104014829::Uncertain=false|gender=masc|EmoExpression::markable_104014829::EmoExpression=True|pers=3|EmoExpression::markable_104014829::Polarity=positive|num=sg|EmoExpression::markable_104014829::Sarcasm=false|EmoExpression::markable_104014829::Intensity=medium|EmoExpression::markable_104014829::SubjectiveFact=true case=acc|gender=masc|num=sg|EmoExpression::markable_104014829::EmoExpression=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|*=True|num=sg _
311788859182678016	negative	Das Konklave hat auch im dritten Wahlgang keinen Papst gewählt . Aus dem Schornstein der Sixtinischen Kapelle steigt wieder schwarzer Rauch	die Konklave haben auch in dritt Wahlgang keine Papst wählen . aus die Schornstein die Sixtinische Kapelle steigen wieder schwarz Rauch	ART NN VAFIN ADV APPRART ADJA NN PIAT NN VVPP $. APPR ART NN ART NN NN VVFIN ADV ADJA NN	2/NK 3/SB 0/-- 5/MO 10/MO 7/NK 5/NK 9/NK 10/OA 3/OC 10/-- 18/MO 14/NK 12/NK 16/NK 14/AG 16/NK 0/-- 18/MO 21/NK 18/OA	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|EmoExpression::markable_104014830::SubjectiveFact=true|gender=masc|pos=True|EmoExpression::markable_104014830::Intensity=medium|num=sg|EmoExpression::markable_104014830::EmoExpression=True|EmoExpression::markable_104014830::Uncertain=false|EmoExpression::markable_104014830::Polarity=negative|EmoExpression::markable_104014830::Sarcasm=false case=nom|gender=masc|num=sg|EmoExpression::markable_104014830::EmoExpression=True
312117385152839680	mixed	Ach was solle es ... ich konnte nicht widerstehen ! papst verkündung memegenerator	ach was sollen es ... ich können nicht widerstehen ! papst Verkündung memegenerator	ITJ PWS VMFIN PPER $. PPER VMFIN PTKNEG VVINF $. ADJA NN NN	3/DM 3/OA 0/-- 3/SB 4/-- 7/SB 0/-- 7/NG 7/OC 9/-- 12/NK 0/-- 12/NK	EmoExpression::markable_104014831::EmoExpression=True|EmoExpression::markable_104014831::Intensity=medium|EmoExpression::markable_104014831::Uncertain=false|EmoExpression::markable_104014831::SubjectiveFact=false|EmoExpression::markable_104014831::Polarity=negative|EmoExpression::markable_104014831::Sarcasm=false case=nom|gender=neut|num=sg|EmoExpression::markable_104014831::EmoExpression=True pers=3|num=sg|tense=pres|mood=subj case=nom|gender=neut|num=sg|EmoExpression::markable_104014831::EmoExpression=True|pers=3 _ case=nom|*=True|num=sg|pers=1 EmoExpression::markable_142::Polarity=positive|EmoExpression::markable_142::Sarcasm=false|mood=ind|EmoExpression::markable_142::SubjectiveFact=false|pers=1|num=sg|tense=past|EmoExpression::markable_142::Uncertain=true|EmoExpression::markable_142::EmoExpression=True|EmoExpression::markable_142::Intensity=medium EmoExpression::markable_142::EmoExpression=True EmoExpression::markable_142::EmoExpression=True _ _ case=dat|gender=fem|num=sg gender=masc|*=True|num=sg
311897099346251776	positive	Hoffentlich wählen die diesmal einen Italiener als Papst :	hoffentlich wählen die diesmal eine Italiener als Papst :	ADV VVFIN PDS ADV ART NN KOKOM NN $.	2/MO 0/-- 2/SB 2/MO 6/NK 2/OA 2/MO 7/NK 8/--	EmoExpression::markable_100500220::SubjectiveFact=false|EmoExpression::markable_100500220::Polarity=positive|Sentiment::markable_143::Intensity=medium|EmoExpression::markable_100500220::Sarcasm=false|Sentiment::markable_143::Sarcasm=false|EmoExpression::markable_100500220::Uncertain=false|EmoExpression::markable_100500220::Intensity=medium|Sentiment::markable_143::Sentiment=True|EmoExpression::markable_100500220::EmoExpression=True|Sentiment::markable_143::Polarity=positive Sentiment::markable_143::Sentiment=True|mood=ind|EmoExpression::markable_100500221::EmoExpression=True|EmoExpression::markable_100500221::SubjectiveFact=false|pers=3|EmoExpression::markable_100500221::Sarcasm=false|num=pl|tense=pres|EmoExpression::markable_100500221::Polarity=positive|EmoExpression::markable_100500221::Uncertain=false|EmoExpression::markable_100500221::Intensity=medium case=nom|*=True|num=pl|Sentiment::markable_143::Sentiment=True Sentiment::markable_143::Sentiment=True case=acc|Sentiment::markable_143::Sentiment=True|num=sg|Target::markable_144::Target=True|gender=masc|Target::markable_144::Anaphref=empty|Target::markable_144::Preferred=true case=acc|gender=masc|num=sg|Target::markable_144::Target=True|Sentiment::markable_143::Sentiment=True Sentiment::markable_143::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_143::Sentiment=True _
311946891711627264	neutral	ob der Ratze jetzt dem Franzi zeigt wie man twittert papst	ob die Ratze jetzt die Franzi zeigen wie man twittert papst	APPR ART NN ADV ART NE VVFIN KOKOM PIS VVFIN ADJA	7/MO 3/NK 1/NK 7/MO 6/NK 7/SB 0/-- 10/CM 10/SB 7/MO 10/MO	_ case=gen|gender=masc|num=pl case=gen|gender=masc|num=pl _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=pl|pos=True
311907239273324544	negative	Ach , vielleicht wollten die Kardinäle nur nicht mehr im Knast sitzen ... Papst weisserRauch	ach , vielleicht wollen die Kardinal nur nicht mehr in Knast sitzen ... Papst weisserRauch	ITJ $, ADV VMFIN ART NN ADV PTKNEG ADV APPRART NN VVINF $. NN NN	4/DM 1/-- 4/MO 0/-- 6/NK 4/SB 4/MO 4/NG 8/MO 12/MO 10/NK 4/OC 12/-- 0/-- 14/NK	_ _ _ pers=3|num=pl|tense=past|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ _ case=dat|gender=masc|num=sg case=dat|EmoExpression::markable_146::Sarcasm=false|EmoExpression::markable_146::Polarity=negative|gender=masc|EmoExpression::markable_146::Intensity=medium|num=sg|EmoExpression::markable_146::Uncertain=false|EmoExpression::markable_146::SubjectiveFact=false|EmoExpression::markable_146::EmoExpression=True _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311800788785713153	neutral	Ist denen die Heizung ausgegangen oder warum machen die den Ofen an ? Vatikan Kardinal Papst	sein die die Heizung ausgehen oder warum machen die die Ofen an ? Vatikan Kardinal Papst	VAFIN PDS ART NN VVPP KON PWAV VVFIN PDS ART NN PTKVZ $. NN NN NN	0/-- 5/DA 4/NK 1/SB 1/OC 1/CD 8/MO 6/CJ 8/SB 11/NK 8/OA 8/SVP 12/-- 0/-- 14/NK 14/PD	pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=pl case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311907437777125377	positive	Hatte mich schon an die Zeit ohne gewöhnt . papst	haben ich schon an die Zeit ohne gewöhnt . papst	VAFIN PRF ADV APPR ART NN APPR ADJD $. ADJA	0/-- 10/OA 4/MO 10/MO 6/NK 4/NK 6/MNR 7/NK 8/-- 1/SB	pers=3|Sentiment::markable_147::Sentiment=True|num=sg|tense=past|mood=ind case=acc|pers=1|num=sg|Sentiment::markable_147::Sentiment=True|Source::markable_150::Source=True|*=True|Source::markable_150::Anaphref=markable_100500222 Sentiment::markable_147::Sentiment=True Sentiment::markable_147::Sentiment=True case=acc|Target::markable_148::Preferred=true|num=sg|Sentiment::markable_147::Sentiment=True|Target::markable_148::Anaphref=empty|gender=fem|Target::markable_148::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_147::Sentiment=True|Target::markable_148::Target=True Sentiment::markable_147::Sentiment=True|Target::markable_148::Target=True EmoExpression::markable_149::Sarcasm=false|EmoExpression::markable_149::EmoExpression=True|EmoExpression::markable_149::Uncertain=false|EmoExpression::markable_149::Intensity=medium|EmoExpression::markable_149::Polarity=positive|Sentiment::markable_147::Sentiment=True|EmoExpression::markable_149::SubjectiveFact=false _ _
311918426232872960	mixed	Da will man EINMAL Fernsehen gucken . Und ? Überall Papst , Papst , Papst ... %PosSmiley	da wollen man einmal Fernsehen gucken . und ? überall Papst , Papst , Papst ... %PosSmiley	ADV VMFIN PIS ADV NN VVINF $. KON $. ADV NN $, NN $, NN $. ITJ	2/MO 0/-- 2/SB 2/MO 6/OA 2/OC 6/-- 0/-- 8/-- 11/MO 0/-- 11/-- 11/CJ 13/-- 13/CJ 15/-- 0/NK	Sentiment::markable_100500223::Polarity=positive|Sentiment::markable_100500223::Sarcasm=false|EmoExpression::markable_104014832::SubjectiveFact=false|EmoExpression::markable_104014832::Uncertain=true|EmoExpression::markable_104014832::Intensity=medium|Sentiment::markable_100500223::Sentiment=True|EmoExpression::markable_104014832::EmoExpression=True|EmoExpression::markable_104014832::Polarity=negative|EmoExpression::markable_104014832::Sarcasm=false|Sentiment::markable_100500223::Intensity=medium EmoExpression::markable_100500224::Polarity=positive|Sentiment::markable_100500223::Sentiment=True|mood=ind|EmoExpression::markable_100500224::Uncertain=false|EmoExpression::markable_100500224::Intensity=medium|EmoExpression::markable_100500224::Sarcasm=false|EmoExpression::markable_100500224::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_104014832::EmoExpression=True|EmoExpression::markable_100500224::EmoExpression=True case=nom|Source::markable_100500225::Anaphref=empty|Sentiment::markable_100500223::Sentiment=True|num=sg|EmoExpression::markable_104014832::EmoExpression=True|Source::markable_100500225::Source=True|*=True Sentiment::markable_100500223::Sentiment=True|EmoExpression::markable_104014832::EmoExpression=True case=nom|Target::markable_100500226::Target=True|Sentiment::markable_100500223::Sentiment=True|num=sg|Target::markable_100500226::Anaphref=empty|gender=neut|Target::markable_100500226::Preferred=true Target::markable_100500226::Target=True|Sentiment::markable_100500223::Sentiment=True Sentiment::markable_100500223::Sentiment=True Sentiment::markable_151::Sarcasm=false|Sentiment::markable_151::Polarity=negative|EmoExpression::markable_153::Uncertain=false|EmoExpression::markable_153::Polarity=negative|EmoExpression::markable_153::SubjectiveFact=false|EmoExpression::markable_153::Sarcasm=false|EmoExpression::markable_153::EmoExpression=True|EmoExpression::markable_153::Intensity=medium|Sentiment::markable_151::Intensity=medium|Sentiment::markable_151::Sentiment=True EmoExpression::markable_153::EmoExpression=True|Sentiment::markable_151::Sentiment=True Sentiment::markable_151::Sentiment=True case=nom|Target::markable_152::Target=True|num=sg|gender=masc|Target::markable_152::Preferred=true|Target::markable_152::Anaphref=empty|Sentiment::markable_151::Sentiment=True Target::markable_152::Target=True|Sentiment::markable_151::Sentiment=True case=nom|gender=masc|Target::markable_152::Target=True|num=sg|Sentiment::markable_151::Sentiment=True Target::markable_152::Target=True|Sentiment::markable_151::Sentiment=True case=nom|gender=masc|Target::markable_152::Target=True|num=sg|Sentiment::markable_151::Sentiment=True Sentiment::markable_151::Sentiment=True Sentiment::markable_151::Sentiment=True
311912147791777792	positive	Wird es vielleicht heute den " Obama der Kirche " geben ? papst kirche	werden es vielleicht heute die " Obama die Kirche " geben ? papst kirche	VAFIN PPER ADV ADV ART $( NN ART NN $( VVINF $. ADJA ADJA	0/-- 1/SB 11/MO 11/MO 7/NK 5/-- 11/OA 9/NK 7/AG 9/-- 1/OC 11/-- 14/MO 0/--	pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ _ case=acc|gender=masc|num=sg _ Sentiment::markable_154::Polarity=positive|EmoExpression::markable_156::Polarity=positive|Sentiment::markable_154::Intensity=medium|EmoExpression::markable_156::SubjectiveFact=false|num=sg|EmoExpression::markable_156::Sarcasm=false|Sentiment::markable_154::Sentiment=True|EmoExpression::markable_156::EmoExpression=True|Target::markable_155::Anaphref=empty|case=acc|EmoExpression::markable_156::Intensity=medium|EmoExpression::markable_156::Uncertain=false|gender=masc|Target::markable_155::Target=True|Sentiment::markable_154::Sarcasm=false|Target::markable_155::Preferred=true case=gen|gender=fem|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_155::Target=True case=gen|gender=fem|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_155::Target=True _ _ _ _ case=nom|gender=neut|num=sg|pos=True
311910770990542848	negative	Ich möchte gar nicht über dieses Papst schreiben , aber ich muss !	ich mögen gar nicht über dies Papst schreiben , aber ich müssen !	PPER VMFIN ADV PTKNEG APPR PDAT NN VVINF $, KON PPER VMFIN $.	2/SB 0/-- 4/MO 2/NG 8/OP 7/NK 5/NK 2/OC 8/-- 2/CD 12/SB 10/CJ 12/--	case=nom|Source::markable_158::Source=True|Source::markable_158::Anaphref=empty|Sentiment::markable_157::Sarcasm=false|Sentiment::markable_157::Polarity=negative|*=True|pers=1|Sentiment::markable_157::Intensity=medium|num=sg|Sentiment::markable_157::Sentiment=True EmoExpression::markable_159::Uncertain=false|EmoExpression::markable_159::EmoExpression=True|mood=ind|EmoExpression::markable_159::Intensity=medium|EmoExpression::markable_159::Polarity=positive|EmoExpression::markable_159::Sarcasm=false|pers=1|num=sg|tense=pres|Sentiment::markable_157::Sentiment=True|EmoExpression::markable_159::SubjectiveFact=false Sentiment::markable_157::Sentiment=True Negation::markable_160::Negation=True|Negation::markable_160::EmoExpressionRef=empty|Sentiment::markable_157::Sentiment=True Target::markable_161::Target=True|Target::markable_161::Preferred=true|Target::markable_161::Anaphref=empty|Sentiment::markable_157::Sentiment=True case=acc|gender=neut|Target::markable_161::Target=True|num=sg|Sentiment::markable_157::Sentiment=True case=acc|gender=neut|Target::markable_161::Target=True|num=sg|Sentiment::markable_157::Sentiment=True Target::markable_161::Target=True|Sentiment::markable_157::Sentiment=True Sentiment::markable_157::Sentiment=True Sentiment::markable_157::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_157::Sentiment=True|pers=1 pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_157::Sentiment=True Sentiment::markable_157::Sentiment=True
311906718437220352	negative	Die würden auch einer Strohpuppe zujubeln ... Papst	die werden auch eine Strohpuppe zujubeln ... Papst	PDS VAFIN ADV ART NN VVINF $. NN	2/SB 0/-- 5/MO 5/NK 2/SB 2/OC 6/-- 0/--	case=nom|Sentiment::markable_162::Polarity=negative|Target::markable_100500227::Target=True|Sentiment::markable_162::Sarcasm=false|*=True|Sentiment::markable_162::Intensity=medium|num=pl|Sentiment::markable_162::Sentiment=True|Target::markable_100500227::Anaphref=empty|Target::markable_100500227::Preferred=true pers=3|num=pl|tense=past|mood=subj|Sentiment::markable_162::Sentiment=True Sentiment::markable_162::Sentiment=True case=gen|gender=fem|num=sg|Sentiment::markable_162::Sentiment=True case=gen|EmoExpression::markable_165::EmoExpression=True|gender=fem|EmoExpression::markable_165::Intensity=medium|EmoExpression::markable_165::Uncertain=false|EmoExpression::markable_165::Sarcasm=false|EmoExpression::markable_165::SubjectiveFact=false|EmoExpression::markable_165::Polarity=negative|num=sg|Sentiment::markable_162::Sentiment=True EmoExpression::markable_104014833::Uncertain=false|EmoExpression::markable_104014833::Intensity=medium|EmoExpression::markable_104014833::Sarcasm=false|EmoExpression::markable_104014833::SubjectiveFact=false|EmoExpression::markable_104014833::Polarity=positive|EmoExpression::markable_104014833::EmoExpression=True|Sentiment::markable_162::Sentiment=True _ case=nom|gender=masc|num=sg
311909685982789632	neutral	Wieso hat der Papst , eigene Matrosen ?	wieso haben die Papst , eigen Matrose ?	PWAV VAFIN ART NN $, ADJA NN $.	4/MO 0/-- 4/NK 2/SB 4/-- 7/NK 2/OA 7/--	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=neut|num=pl|pos=True case=acc|gender=neut|num=pl _
311903884140503042	negative	Vermutlich verbrennen die nur einen Autoreifen im Kamin . Erkärt den schwarzen Rauch und die Visionen die die haben ... pope papst	vermutlich verbrennen die nur eine Autoreifen in Kamin . Erkärt die schwarz Rauch und die Vision die die haben ... pope papst	ADV VVFIN PDS ADV ART NN APPRART NN $. VVIMP ART ADJA NN KON ART NN PRELS PDS VAINF $. NN ADJA	2/MO 0/-- 2/SB 6/MO 6/NK 2/OA 6/MNR 7/NK 8/-- 0/-- 13/NK 13/NK 10/OA 13/CD 16/NK 14/CJ 19/SB 19/OA 16/RC 19/-- 22/SB 0/--	_ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_104014834::EmoExpression=True|EmoExpression::markable_104014834::Intensity=medium|EmoExpression::markable_104014834::Sarcasm=false|gender=masc|pos=True|EmoExpression::markable_104014834::Polarity=negative|num=sg|EmoExpression::markable_104014834::SubjectiveFact=true|EmoExpression::markable_104014834::Uncertain=false case=acc|gender=masc|EmoExpression::markable_104014834::EmoExpression=True|num=sg _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _ _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind
311921229172969472	neutral	Jo mei , geht es raus und spuits Gott ! francesco papst	Jo mei , gehen es raus und spuits Gott ! Francesco papst	NE VVFIN $, VVFIN PPER PTKVZ KON NE NN $. NE ADJA	2/SB 4/MO 2/-- 0/-- 4/EP 4/MO 6/CD 9/AG 7/CJ 9/-- 12/SB 0/--	case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ _ case=gen|*=True|num=sg case=nom|gender=masc|num=sg _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind
311923467249401857	positive	Der Papst sieht aus wie Johannes Paul II nur mit brille habemuspapam	die Papst sehen aus wie Johannes Paul II nur mit brille habemuspapam	ART NN VVFIN PTKVZ KOKOM NE NE NE ADV APPR ADJA NN	2/NK 3/SB 0/-- 3/SVP 7/CM 7/PNC 3/MO 7/PNC 10/MO 3/MO 12/NK 10/NK	case=nom|gender=masc|Sentiment::markable_166::Sentiment=True|Sentiment::markable_166::Sarcasm=false|num=sg|Sentiment::markable_166::Polarity=positive|Target::markable_167::Anaphref=empty|Target::markable_167::Target=True|Sentiment::markable_166::Intensity=medium|Target::markable_167::Preferred=true case=nom|gender=masc|Target::markable_167::Target=True|num=sg|Sentiment::markable_166::Sentiment=True pers=3|Sentiment::markable_166::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_166::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True case=dat|gender=neut|num=pl|pos=True|Sentiment::markable_166::Sentiment=True case=dat|gender=neut|num=pl
