334042502166347776	positive	Obama ' s " red line " und Syrien - Ein Kommentar von John Stewart - %Link %PosSmiley	Obama ' s " red line " und Syrien - eine Kommentar von John Stewart - %Link %PosSmiley	NN $( NN $( NE ADJD $( KON NE $( ART NN APPR NE NE $( XY ITJ	0/-- 1/-- 1/CJ 3/-- 6/OG 3/PAR 6/-- 3/CD 8/CJ 11/-- 12/NK 0/-- 12/PG 15/PNC 13/NK 15/-- 15/PAR 17/NK	_ _ _ _ _ _ _ _ case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_100500155::EmoExpression=True|gender=fem|EmoExpression::markable_100500155::Polarity=positive|EmoExpression::markable_100500155::Sarcasm=false|num=sg|EmoExpression::markable_100500155::SubjectiveFact=false|EmoExpression::markable_100500155::Uncertain=false|EmoExpression::markable_100500155::Intensity=medium
332596479392886786	neutral	120 km / h - Forderung des SPD - Chefs : Gabriel drückt beim Tempolimit auf die Bremse %Link via %User	120 km / h - Forderung die SPD - Chef : Gabriel drücken bei Tempolimit auf die Bremse %Link via %User	CARD NN $( NN $( NN ART NE $( NN $. NE VVFIN APPRART NN APPR ART NN XY APPR NE	2/NK 13/OA 2/-- 2/CJ 4/-- 4/APP 8/NK 6/AG 8/-- 8/APP 10/-- 13/SB 0/-- 13/MO 14/NK 13/MO 18/NK 16/NK 18/NK 18/MNR 20/NK	_ case=acc|gender=masc|num=pl _ _ _ case=nom|gender=fem|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg _ case=gen|gender=neut|num=sg _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=sg
335143658594656256	negative	Es ist offiziell : Atombomben auf Syrien %Link via %User	Es sein offiziell : Atombombe auf Syrien %Link via %User	NN VAFIN ADJD $. NN APPR NE XY APPR NE	2/SB 0/-- 2/PD 3/-- 3/PAR 5/MNR 6/NK 7/PNC 5/MNR 9/NK	case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind pos=True _ case=acc|EmoExpression::markable_100500197::Uncertain=false|EmoExpression::markable_100500197::Intensity=medium|EmoExpression::markable_100500197::SubjectiveFact=true|gender=fem|EmoExpression::markable_100500197::EmoExpression=True|num=pl|EmoExpression::markable_100500197::Sarcasm=false|EmoExpression::markable_100500197::Polarity=negative _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=acc|*=True|num=sg
325707427016224768	neutral	Es folgt die Wahl des stellvertretenden Parteivorsitzenden . Es kandidieren : Björn - Christopher Balbin , Udo Pastörs , ......	Es folgen die Wahl die stellvertretend Parteivorsitzende . es kandidieren : Björn - Christopher Balbin , Udo Pastörs , ......	NN VVFIN ART NN ART ADJA NN $. PPER VVFIN $. NE $( NE NE $, NE NN $, ADJA	2/SB 0/-- 4/NK 2/SB 7/NK 7/NK 4/AG 7/-- 10/SB 0/-- 10/-- 20/SB 12/-- 15/PNC 12/APP 15/-- 18/PNC 15/APP 18/-- 10/OC	case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg|pos=True case=gen|gender=masc|num=sg _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=pl|tense=pres|mood=ind _ case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind
332718385966231552	neutral	Jetzt kriegt dieser Alfred E. Neumann von der CDU also doch endlich sein Tempolimit für die Datenautobahn Drosselkom	jetzt kriegen dies Alfred E. Neumann von die CDU also doch endlich sein Tempolimit für die Datenautobahn Drosselkom	ADV VVFIN PDAT NE NE NE APPR ART NE ADV ADV ADV PPOSAT NN APPR ART NN ADJA	2/MO 0/-- 6/NK 6/PNC 6/PNC 2/SB 6/MNR 9/NK 7/NK 2/MO 2/MO 2/MO 14/NK 2/SB 14/MNR 17/NK 15/NK 2/MO	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|comp=True
325720463403778048	positive	Wann tritt Hoeness zurück ? Oder erhält er erst noch das " vollste Vertrauen " von Frau Merkel ?	wann treten Hoeness zurück ? oder erhalten er erst noch die " voll Vertrauen " von Frau Merkel ?	PWAV VVFIN NN PTKVZ $. KON VVFIN PPER ADV ADV ART $( ADJA NN $( APPR NN NE $.	2/MO 0/-- 2/SB 2/SVP 4/-- 7/JU 0/-- 7/SB 7/MO 7/MO 14/NK 11/-- 14/NK 7/OA 14/-- 14/PG 16/NK 17/NK 18/--	Sentiment::markable_129::Intensity=medium|Sentiment::markable_129::Sentiment=True|Sentiment::markable_129::Sarcasm=false|Sentiment::markable_129::Polarity=positive mood=ind|EmoExpression::markable_131::EmoExpression=True|pers=3|EmoExpression::markable_131::Sarcasm=false|num=sg|tense=pres|EmoExpression::markable_131::Polarity=positive|Sentiment::markable_129::Sentiment=True|EmoExpression::markable_131::SubjectiveFact=false|EmoExpression::markable_131::Uncertain=false|EmoExpression::markable_131::Intensity=medium case=nom|num=sg|Target::markable_130::Target=True|Sentiment::markable_129::Sentiment=True|Target::markable_130::Anaphref=empty|*=True|Target::markable_130::Preferred=true Sentiment::markable_129::Sentiment=True|EmoExpression::markable_131::EmoExpression=True _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 _ _ case=nom|gender=neut|num=sg _ case=acc|num=sg|Intensifier::markable_100500199::Intensifier=True|Intensifier::markable_100500199::Degree=strong|gender=neut|Intensifier::markable_100500199::EmoExpressionRef=emo-expression:markable_100500198|pos=True case=acc|EmoExpression::markable_100500198::SubjectiveFact=false|EmoExpression::markable_100500198::Sarcasm=false|EmoExpression::markable_100500198::EmoExpression=True|gender=neut|EmoExpression::markable_100500198::Uncertain=false|EmoExpression::markable_100500198::Intensity=medium|EmoExpression::markable_100500198::Polarity=positive|num=sg _ _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _
318466505954193408	neutral	Merkel / Dohnanyi : Gegen den Rest der Welt : " Anne Will " brachte es an den Tag . Keineswegs brachte Minister Sch ...	Merkel / Dohnanyi : gegen die Rest die Welt : " Anne Will " bringen es an die Tag . keineswegs bringen Minister Sch ...	NE $( NE $. APPR ART NN ART NN $. $( NE NE $( VVFIN PPER APPR ART NN $. ADV VVFIN NN VVFIN $.	15/SB 1/-- 1/CJ 3/-- 15/MO 7/NK 5/NK 9/NK 7/AG 9/-- 10/-- 13/PNC 15/SB 13/-- 0/-- 15/OA 15/MO 19/NK 17/NK 19/-- 22/MO 0/-- 22/SB 22/SVP 24/--	case=nom|*=True|num=sg _ case=nom|*=True|num=sg _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ pers=3|num=sg|tense=past|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ pers=3|num=sg|tense=past|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
324247873799741440	negative	aha , Die Grössten Busen der Welt woodyallen , merkel	aha , die groß Busen die Welt woodyallen , merkel	ITJ $, ART ADJA NN ART NN VVFIN $, NN	8/DM 1/-- 5/NK 5/NK 8/SB 7/NK 5/AG 0/-- 8/-- 8/OA2	_ _ EmoExpression::markable_134::EmoExpression=True|EmoExpression::markable_134::SubjectiveFact=false|num=pl|EmoExpression::markable_134::Sarcasm=false|Sentiment::markable_132::Intensity=medium|Target::markable_133::Anaphref=empty|Sentiment::markable_132::Sarcasm=true|case=nom|EmoExpression::markable_134::Intensity=strong|*=True|EmoExpression::markable_134::Uncertain=false|Target::markable_133::Target=True|EmoExpression::markable_134::Polarity=positive|Sentiment::markable_132::Polarity=negative|Sentiment::markable_132::Sentiment=True|Target::markable_133::Preferred=true case=nom|num=pl|Sentiment::markable_132::Sentiment=True|EmoExpression::markable_134::EmoExpression=True|*=True|pos=True|Target::markable_133::Target=True case=nom|*=True|num=pl|Sentiment::markable_132::Sentiment=True|Target::markable_133::Target=True case=gen|gender=fem|num=sg|Sentiment::markable_132::Sentiment=True|Target::markable_133::Target=True case=gen|gender=fem|num=sg|Sentiment::markable_132::Sentiment=True|Target::markable_133::Target=True pers=3|num=pl|tense=pres|mood=ind _ *=True
325351604834410496	neutral	Vater gerade : Den Steinbrück wollen doch nicht mal die eigenen Leute wählen heuteshow	Vater gerade : die Steinbrück wollen doch nicht mal die eigen Leute wählen heuteshow	NN PTKVZ $. ART NN VMFIN ADV PTKNEG ADV ART ADJA NN VVFIN NN	6/SB 5/MO 2/-- 5/NK 1/NK 0/-- 6/MO 6/NG 8/MO 12/NK 12/NK 13/SB 6/OC 13/OA	case=nom|gender=masc|num=sg _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=3|num=pl|tense=pres|mood=ind _ _ _ case=nom|*=True|num=pl case=nom|*=True|num=pl|pos=True case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind _
336324310652301312	neutral	Mehr Katz3n in der Politik und im Landtag NRW opennrw opennrw13	mehr Katz3n in die Politik und in Landtag NRW opennrw opennrw13	ADV NE APPR ART NN KON APPRART NN NE VVFIN CARD	2/MO 0/-- 10/MO 5/NK 3/NK 3/CD 6/CJ 7/NK 8/NK 2/OC 10/NK	*=True case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg _ _
318923846201778176	negative	Geld Politik Ausstiegs - Forderung : Verbraucherschützer halten Offshore - Windkraft für Irrtum : Weit draussen und ...	Geld Politik Ausstieg - Forderung : Verbraucherschützer halten Offshore - Windkraft für Irrtum : weit draußen und ...	NN NN NN $( NN $. NN VVFIN NN $( NN APPR NN $. ADJD ADV KON $.	8/CJ 1/NK 2/CJ 3/-- 3/CJ 5/-- 8/SB 0/-- 8/OA 9/-- 9/APP 11/MNR 12/NK 13/-- 16/MO 11/CJ 16/CD 17/CJ	case=acc|gender=neut|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|Sentiment::markable_135::Sentiment=True|Sentiment::markable_135::Sarcasm=false|Sentiment::markable_135::Polarity=negative|gender=masc|Source::markable_136::Anaphref=empty|Sentiment::markable_135::Intensity=medium|num=pl|Source::markable_136::Source=True pers=3|Sentiment::markable_135::Sentiment=True|num=pl|tense=pres|mood=ind case=acc|Target::markable_137::Anaphref=empty|Target::markable_137::Preferred=true|num=sg|Sentiment::markable_135::Sentiment=True|gender=fem|Target::markable_137::Target=True Target::markable_137::Target=True|Sentiment::markable_135::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_135::Sentiment=True|Target::markable_137::Target=True Sentiment::markable_135::Sentiment=True case=acc|EmoExpression::markable_138::Uncertain=false|Sentiment::markable_135::Sentiment=True|gender=masc|EmoExpression::markable_138::Sarcasm=false|EmoExpression::markable_138::EmoExpression=True|num=sg|EmoExpression::markable_138::Intensity=medium|EmoExpression::markable_138::Polarity=negative|EmoExpression::markable_138::SubjectiveFact=false _ pos=True _ _ _
335135474790318082	positive	Wenn man alle Agenda Verbrechen der SPD vergessen hätte , dann könnte man die SPD fast als glaubhaft empfinden ... illner	wenn man alle Agenda Verbrechen die SPD vergessen haben , dann können man die SPD fast als glaubhaft empfinden ... illner	KOUS PIS PIAT NN NN ART NE VVPP VAFIN $, ADV VMFIN PIS ART NE ADV KOKOM ADJD VVINF $. NN	9/CP 9/SB 4/NK 8/OA 4/CJ 7/NK 5/AG 9/OC 11/RE 9/-- 12/MO 0/-- 12/SB 15/NK 19/OA 19/MO 18/CM 16/CC 12/OC 19/-- 0/--	Sentiment::markable_139::Polarity=positive|Sentiment::markable_139::Sentiment=True|Sentiment::markable_139::Sarcasm=false|Sentiment::markable_139::Intensity=medium case=nom|*=True|num=sg|Sentiment::markable_139::Sentiment=True case=acc|gender=neut|num=pl|Sentiment::markable_139::Sentiment=True case=acc|gender=neut|num=pl|Sentiment::markable_139::Sentiment=True case=acc|EmoExpression::markable_141::Polarity=negative|EmoExpression::markable_141::SubjectiveFact=false|EmoExpression::markable_141::EmoExpression=True|gender=neut|num=pl|EmoExpression::markable_141::Intensity=medium|EmoExpression::markable_141::Sarcasm=false|EmoExpression::markable_141::Uncertain=false|Sentiment::markable_139::Sentiment=True case=gen|gender=fem|num=sg|Sentiment::markable_139::Sentiment=True case=gen|gender=fem|num=sg|Sentiment::markable_139::Sentiment=True Sentiment::markable_139::Sentiment=True pers=3|num=sg|tense=past|mood=subj|Sentiment::markable_139::Sentiment=True Sentiment::markable_139::Sentiment=True Sentiment::markable_139::Sentiment=True pers=3|num=sg|tense=past|mood=subj|Sentiment::markable_139::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_139::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_139::Sentiment=True case=acc|num=sg|Target::markable_140::Preferred=true|gender=fem|Target::markable_140::Target=True|Sentiment::markable_139::Sentiment=True|Target::markable_140::Anaphref=empty Diminisher::markable_100500201::Degree=medium|Sentiment::markable_139::Sentiment=True|Diminisher::markable_100500201::Diminisher=True|Diminisher::markable_100500201::EmoExpressionRef=emo-expression:markable_100500200 Sentiment::markable_139::Sentiment=True EmoExpression::markable_100500200::Sarcasm=false|EmoExpression::markable_100500200::EmoExpression=True|EmoExpression::markable_100500200::SubjectiveFact=false|pos=True|EmoExpression::markable_100500200::Polarity=positive|EmoExpression::markable_100500200::Uncertain=false|EmoExpression::markable_100500200::Intensity=medium|Sentiment::markable_139::Sentiment=True Sentiment::markable_139::Sentiment=True _ case=nom|gender=masc|num=sg
325338199004160000	neutral	Präsidentenwahl in Italien : Prodi zieht Kandidatur zurück : Romano Prodi ist bei bei der Wahl zum Staatspräside ...	Präsidentenwahl in Italien : Prodi zeihen|ziehen Kandidatur zurück : Romano Prodi sein bei bei die Wahl zu Staatspräside ...	NN APPR NE $. NN VVFIN NN PTKVZ $. NE NN VAFIN APPR APPR ART NN APPRART NN $.	6/PAR 1/MNR 2/NK 3/-- 6/SB 0/-- 6/OA 6/SVP 8/-- 11/AG 12/SB 6/SB 6/SVP 6/MO 16/NK 14/NK 16/MNR 17/NK 18/--	case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg _ _ case=gen|*=True|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _
324607374155476992	neutral	Wegen der ÖH - Wahl in Salzburg warad ' s ...	wegen die ÖH - Wahl in Salzburg warad ' s ...	APPR ART NN $( NN APPR NE NE $( NN $.	5/MO 3/NK 1/NK 3/-- 0/-- 5/MNR 6/NK 5/UC 8/-- 5/PAR 10/--	_ gender=fem|*=True|num=sg gender=fem|*=True|num=sg _ case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ _ _ _
337299268958318592	neutral	Jeder Simmzettel OHNE Kreuz bei Schwarz / Gelb ist eine StimmegegenFracking %User	jede Simmzettel ohne Kreuz bei Schwarz / Gelb sein eine StimmegegenFracking %User	PIAT NN APPR NN APPR NE $( NN VAFIN ART NN NE	2/NK 9/SB 2/MNR 3/NK 4/MNR 8/AG 6/-- 5/NK 0/-- 11/NK 9/SB 11/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=dat|*=True|num=sg _ case=dat|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
332226134139867136	neutral	Dass ich auf der Liste für die nominierten Spieler bei der Wahl zu " Europas Fussballer des Jahres " stehe , macht ......	dass ich auf die Liste für die nominiert Spieler bei die Wahl zu " Europa Fußballer die Jahr " stehen , machen ......	KOUS PPER APPR ART NN APPR ART ADJA NN APPR ART NN APPR $( NE NN ART NN $( VVFIN $, VVFIN ADJA	20/CP 20/SB 20/MO 5/NK 3/NK 5/MNR 9/NK 9/NK 6/NK 9/MNR 12/NK 10/NK 12/MNR 13/-- 16/AG 13/NK 18/NK 16/AG 18/-- 22/MO 20/-- 0/-- 22/MO	_ case=nom|*=True|num=sg|pers=1 _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl|pos=True case=acc|gender=neut|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ case=gen|gender=neut|num=sg case=nom|gender=masc|num=pl case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg _ pers=3|num=sg|tense=pres|mood=subj _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=pl|pos=True
332227155192852480	neutral	DTN Germany : Grünes Licht : Ermittlungen gegen CSU - Schmid können beginnen : Hat Ex - CSU - Fraktionschef Schmid sein ...	DTN Germany : grün Licht : Ermittlung gegen CSU - Schmid können beginnen : haben Ex - CSU - Fraktionschef Schmid sein ...	NE NE $. ADJA NN $. NN APPR NE $( NE VMFIN VVINF $. VAFIN NN $( NE $( NN NE VAINF $.	2/PNC 0/-- 2/-- 5/NK 12/PD 5/-- 12/SB 7/MNR 11/PNC 9/-- 8/NK 2/RS 12/OC 13/-- 12/CJ 22/PD 16/-- 16/CJ 18/-- 18/PAR 20/NK 15/OC 22/--	*=True case=nom|*=True|num=sg _ case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=pl _ case=nom|gender=fem|num=sg _ case=nom|*=True|num=sg pers=3|num=pl|tense=pres|mood=ind _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _
332967563271208960	positive	Merkel Werbung Mutti ist die Beste ! Deshalb haben wir einen besonderen Automaten für den Muttertag in Berlin installiert :	Merkel Werbung Mutti sein die Beste ! deshalb haben wir eine besonder Automat für die Muttertag in Berlin installieren :	NE NN NN VAFIN ART NN $. PAV VAFIN PPER ART ADJA NN APPR ART NN APPR NE VVPP $.	2/PNC 4/SB 2/NK 0/-- 6/NK 4/SB 6/-- 10/NK 0/-- 9/SB 13/NK 13/NK 19/OA 13/MNR 16/NK 14/NK 16/MNR 17/NK 9/OC 19/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|Sentiment::markable_142::Sarcasm=false|Sentiment::markable_142::Polarity=positive|gender=fem|Target::markable_143::Target=True|Target::markable_143::Anaphref=empty|num=sg|Sentiment::markable_142::Intensity=strong|Target::markable_143::Preferred=true|Sentiment::markable_142::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_142::Sentiment=True case=nom|EmoExpression::markable_144::Sarcasm=false|EmoExpression::markable_144::Uncertain=false|EmoExpression::markable_144::Polarity=positive|gender=fem|EmoExpression::markable_144::SubjectiveFact=false|num=sg|EmoExpression::markable_144::Intensity=strong|EmoExpression::markable_144::EmoExpression=True|Sentiment::markable_142::Sentiment=True case=nom|gender=fem|num=sg|EmoExpression::markable_144::EmoExpression=True|Sentiment::markable_142::Sentiment=True Sentiment::markable_142::Sentiment=True _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ _
334174681970114560	neutral	blackela : Bei dem heutigen Buchstaben R hatten die Beiden die Wahl zwischen Rasieren oder Reiten . Das Reiten mag ...	blackela : bei die heutig Buchstabe R haben die beide die Wahl zwischen Rasieren oder Reiten . die Reiten mögen ...	NE $. APPR ART ADJA NN NN VAFIN ART PIS ART NN APPR NN KON NN $. ART NN VMFIN $.	0/-- 1/-- 8/MO 6/NK 6/NK 3/NK 6/NK 1/RS 10/NK 8/SB 12/NK 8/OA 12/MNR 13/NK 14/CD 15/CJ 16/-- 19/NK 20/SB 0/-- 20/--	case=nom|*=True|num=sg _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ pers=3|num=pl|tense=past|mood=ind case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=masc|num=pl _ case=dat|gender=fem|num=pl _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _
326048761182822401	negative	Münchhausen - Check : Die Frauenlüge der SPD %Link via %User	Münchhausen - Check : die Frauenlüge die SPD %Link via %User	NN $( NN $. ART NN ART NE XY APPR NE	0/-- 1/-- 1/CJ 3/-- 6/NK 3/PD 8/NK 6/AG 0/-- 1/MNR 10/NK	case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg _ case=nom|Sentiment::markable_145::Polarity=negative|Sentiment::markable_145::Intensity=medium|gender=fem|Target::markable_146::Target=True|Sentiment::markable_145::Sentiment=True|Sentiment::markable_145::Sarcasm=false|num=sg|Target::markable_146::Preferred=true|Target::markable_146::Anaphref=empty case=nom|EmoExpression::markable_147::Polarity=negative|EmoExpression::markable_147::Intensity=medium|gender=fem|EmoExpression::markable_147::Uncertain=false|EmoExpression::markable_147::Sarcasm=false|EmoExpression::markable_147::SubjectiveFact=false|Target::markable_146::Target=True|Sentiment::markable_145::Sentiment=True|num=sg|EmoExpression::markable_147::EmoExpression=True case=gen|gender=fem|num=sg|Target::markable_146::Target=True|Sentiment::markable_145::Sentiment=True case=gen|gender=fem|num=sg|Target::markable_146::Target=True|Sentiment::markable_145::Sentiment=True _ _ case=nom|gender=masc|num=sg
335124445947633664	positive	Für Albania rockt der Abgeordnete der Piratenpartei. esc2013	für Albania rocken die Abgeordnete die Piratenpartei. esc2013	APPR NE VVFIN ART NN ART NN ADJA	3/MO 1/NK 0/-- 5/NK 3/SB 7/NK 5/AG 3/MO	Sentiment::markable_100500202::Polarity=positive|Sentiment::markable_100500202::Intensity=medium|Sentiment::markable_100500202::Sentiment=True|Sentiment::markable_100500202::Sarcasm=false case=acc|Target::markable_100500205::Anaphref=empty|num=sg|Target::markable_100500205::Preferred=true|Sentiment::markable_100500202::Sentiment=True|*=True|Target::markable_100500205::Target=True EmoExpression::markable_100500204::EmoExpression=True|EmoExpression::markable_100500204::Uncertain=false|mood=ind|EmoExpression::markable_100500204::SubjectiveFact=false|EmoExpression::markable_100500204::Polarity=positive|pers=3|EmoExpression::markable_100500204::Intensity=medium|num=sg|tense=pres|Sentiment::markable_100500202::Sentiment=True|EmoExpression::markable_100500204::Sarcasm=false case=nom|num=sg|Source::markable_100500203::Anaphref=empty|gender=masc|Sentiment::markable_100500202::Sentiment=True|Source::markable_100500203::Source=True case=nom|gender=masc|Sentiment::markable_100500202::Sentiment=True|num=sg|Source::markable_100500203::Source=True case=gen|gender=fem|Sentiment::markable_100500202::Sentiment=True|num=sg|Source::markable_100500203::Source=True case=gen|gender=fem|Sentiment::markable_100500202::Sentiment=True|num=sg case=gen|gender=fem|num=sg|pos=True
324971582109937664	mixed	Die Merkel . Zum k ***** ist so ein Politikstil doch . Das einzig sympathische an ihr , ist dass sie die Beschlüsse ...	die Merkel . zu k ***** sein so eine Politikstil doch . die einzig sympathisch an ihr , sein dass sie die Beschluss ...	ART NE $. APPRART ADJA NN VAFIN ADV ART NN ADV $. ART ADJD ADJA APPR PPER $, VAFIN KOUS PPER ART NN $.	2/NK 0/-- 2/-- 7/MO 6/NK 4/NK 0/-- 10/MO 10/NK 7/SB 7/MO 11/-- 15/NK 15/MO 19/PD 15/MNR 16/NK 17/-- 0/-- 21/CP 19/SB 23/NK 19/PD 23/--	case=nom|num=sg|Target::markable_100500206::Anaphref=empty|gender=fem|Target::markable_100500206::Preferred=true|Target::markable_100500206::Target=True case=nom|gender=fem|num=sg|Target::markable_100500206::Target=True _ case=dat|EmoExpression::markable_150::EmoExpression=True|Sentiment::markable_148::Intensity=strong|gender=masc|EmoExpression::markable_150::Intensity=strong|EmoExpression::markable_150::Uncertain=false|EmoExpression::markable_150::Sarcasm=false|EmoExpression::markable_150::SubjectiveFact=false|EmoExpression::markable_150::Polarity=negative|num=sg|Sentiment::markable_148::Sentiment=True|Sentiment::markable_148::Sarcasm=false|Sentiment::markable_148::Polarity=negative EmoExpression::markable_150::EmoExpression=True|Sentiment::markable_148::Sentiment=True|*=True|pos=True case=dat|gender=masc|num=sg|EmoExpression::markable_150::EmoExpression=True|Sentiment::markable_148::Sentiment=True pers=3|Sentiment::markable_148::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_148::Sentiment=True|Target::markable_149::Target=True|Target::markable_149::Preferred=true|Target::markable_149::Anaphref=empty case=nom|gender=masc|Target::markable_149::Target=True|num=sg|Sentiment::markable_148::Sentiment=True case=nom|gender=masc|Target::markable_149::Target=True|num=sg|Sentiment::markable_148::Sentiment=True Sentiment::markable_148::Sentiment=True Sentiment::markable_148::Sentiment=True case=nom|Sentiment::markable_100500208::Intensity=medium|num=sg|Sentiment::markable_100500208::Sarcasm=false|Sentiment::markable_100500208::Sentiment=True|gender=neut|Sentiment::markable_100500208::Polarity=positive Sentiment::markable_100500208::Sentiment=True|pos=True case=nom|EmoExpression::markable_152::Polarity=positive|EmoExpression::markable_152::SubjectiveFact=false|EmoExpression::markable_152::EmoExpression=True|Sentiment::markable_100500208::Sentiment=True|gender=neut|pos=True|num=sg|EmoExpression::markable_152::Intensity=medium|EmoExpression::markable_152::Sarcasm=false|EmoExpression::markable_152::Uncertain=false Sentiment::markable_100500208::Sentiment=True case=dat|Target::markable_100500207::Anaphref=markable_100500206|Sentiment::markable_100500208::Sentiment=True|gender=fem|Target::markable_100500207::Preferred=true|Target::markable_100500207::Target=True|pers=3|num=sg Sentiment::markable_100500208::Sentiment=True pers=3|Sentiment::markable_100500208::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500208::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_100500208::Sentiment=True|pers=3 case=acc|gender=masc|num=pl|Sentiment::markable_100500208::Sentiment=True case=acc|gender=masc|num=pl|Sentiment::markable_100500208::Sentiment=True _
