322807225670316032	mixed	Stimmt , da war ja noch was %PosSmiley Unter Zeitdruck Mehdorn Berlin Hauptstadtbahnhof ber ...	stimmen , da sein ja noch was %PosSmiley unter Zeitdruck Mehdorn Berlin Hauptstadtbahnhof ber ...	VVFIN $, KOUS VAFIN ADV ADV PIS ITJ APPR NN NE NE NN VVFIN $.	0/-- 1/-- 14/CP 14/MO 7/MO 7/MO 13/OA 9/MO 13/MO 9/NK 12/PNC 10/NK 4/SB 1/MO 14/--	EmoExpression::markable_104014313::Uncertain=false|mood=ind|EmoExpression::markable_104014313::SubjectiveFact=false|pers=3|EmoExpression::markable_104014313::EmoExpression=True|num=sg|tense=pres|EmoExpression::markable_104014313::Sarcasm=false|EmoExpression::markable_104014313::Polarity=positive|EmoExpression::markable_104014313::Intensity=medium _ _ pers=3|num=sg|tense=past|mood=ind _ _ gender=neut|*=True case=gen|gender=neut|num=sg EmoExpression::markable_104014314::EmoExpression=True|EmoExpression::markable_104014314::Intensity=medium|EmoExpression::markable_104014314::Uncertain=false|EmoExpression::markable_104014314::SubjectiveFact=false|EmoExpression::markable_104014314::Polarity=negative|EmoExpression::markable_104014314::Sarcasm=false case=dat|gender=masc|num=sg|EmoExpression::markable_104014314::EmoExpression=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg _ _
334048775842697216	mixed	aber die wahl dürfte dir in dem elitären zirkel nicht schwer fallen %PosSmiley	aber die Wahl dürfen du in die elitär zirkeln nicht schwer fallen %PosSmiley	KON ART NN VMFIN PRF APPR ART ADJA VVIMP PTKNEG ADJD VVFIN ITJ	4/JU 3/NK 4/SB 0/-- 12/DA 12/MO 8/NK 6/NK 12/MO 4/NG 12/MO 4/OC 12/DM	_ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=subj case=dat|*=True|num=sg|pers=2 _ case=dat|gender=neut|num=sg case=dat|EmoExpression::markable_104014331::Sarcasm=false|EmoExpression::markable_104014331::Polarity=negative|gender=neut|EmoExpression::markable_104014331::Uncertain=false|pos=True|EmoExpression::markable_104014331::Intensity=medium|num=sg|EmoExpression::markable_104014331::EmoExpression=True|EmoExpression::markable_104014331::SubjectiveFact=false case=dat|gender=neut|num=sg _ pos=True _ EmoExpression::markable_140::Polarity=positive|EmoExpression::markable_140::SubjectiveFact=false|EmoExpression::markable_140::Sarcasm=false|EmoExpression::markable_140::Uncertain=false|EmoExpression::markable_140::Intensity=medium|EmoExpression::markable_140::EmoExpression=True
334035285753073664	positive	Es ist uns schnuppe , Herr Kandidat , womit die SPD glaubt Wahlen zu gewinnen . Uns müsst ihr gewinnen , indem ihr für uns ...	es sein wir schnuppe , Herr Kandidat , womit die SPD glauben Wahl zu gewinnen . wir müssen ihr gewinnen , indem ihr für wir ...	PPER VAFIN PPER NN $, NN NN $, PWAV ART NE VVFIN NN PTKZU VVINF $. PPER VMFIN PPER VVINF $, KOUS PPER APPR PPER $.	2/SB 0/-- 4/NK 2/PD 4/-- 12/VO 6/NK 7/-- 12/MO 11/NK 12/SB 2/CJ 15/OA 15/PM 1/RE 15/-- 18/SB 0/-- 20/DA 18/OC 20/-- 24/CP 24/NK 18/MO 24/NK 25/--	case=nom|Sentiment::markable_141::Polarity=positive|gender=neut|Sentiment::markable_141::Sentiment=True|Sentiment::markable_141::Sarcasm=false|pers=3|Sentiment::markable_141::Intensity=medium|num=sg pers=3|Sentiment::markable_141::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|pers=1|num=pl|Source::markable_142::Source=True|Sentiment::markable_141::Sentiment=True|*=True|Source::markable_142::Anaphref=empty case=nom|EmoExpression::markable_143::EmoExpression=True|gender=fem|Sentiment::markable_141::Sentiment=True|EmoExpression::markable_143::Intensity=weak|EmoExpression::markable_143::Uncertain=false|EmoExpression::markable_143::Sarcasm=false|EmoExpression::markable_143::SubjectiveFact=false|EmoExpression::markable_143::Polarity=negative|num=sg Sentiment::markable_141::Sentiment=True case=nom|gender=masc|Sentiment::markable_141::Sentiment=True|num=sg case=nom|gender=masc|Sentiment::markable_141::Sentiment=True|num=sg Sentiment::markable_141::Sentiment=True Sentiment::markable_141::Sentiment=True|Target::markable_144::Anaphref=empty|Target::markable_144::Preferred=true|Target::markable_144::Target=True case=nom|gender=fem|Sentiment::markable_141::Sentiment=True|num=sg|Target::markable_144::Target=True case=nom|gender=fem|Sentiment::markable_141::Sentiment=True|num=sg|Target::markable_144::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_141::Sentiment=True|Target::markable_144::Target=True case=acc|gender=fem|Sentiment::markable_141::Sentiment=True|num=pl|Target::markable_144::Target=True Sentiment::markable_141::Sentiment=True|Target::markable_144::Target=True Sentiment::markable_141::Sentiment=True|Target::markable_144::Target=True _ _ pers=3|num=sg|tense=pres|mood=ind case=dat|gender=fem|num=sg|pers=3 _ _ _ case=dat|gender=fem|num=sg|pers=3 _ case=acc|*=True|num=pl|pers=1 _
325354127599226881	positive	Chavez - Ziehsohn Maduro als Präsident vereidigt : Venezuela ist nach dem Wahlsieg Maduros so gespalten wie seit ...	Chavez - Ziehsohn Maduro als Präsident vereidigen : Venezuela sein nach die Wahlsieg Maduros so spalten wie seit ...	NE $( NN NE KOKOM NN VVPP $. NE VAFIN APPR ART NN NE ADV VVPP KOKOM KOUS $.	3/SB 1/-- 10/CJ 3/NK 7/MO 5/NK 3/CC 7/-- 10/SB 0/-- 16/MO 13/NK 11/NK 13/NK 16/MO 10/PD 18/NK 16/MO 18/--	case=nom|Sentiment::markable_145::Polarity=positive|Sentiment::markable_145::Intensity=medium|Source::markable_146::Anaphref=empty|*=True|Source::markable_146::Source=True|Sentiment::markable_145::Sentiment=True|Sentiment::markable_145::Sarcasm=false|num=sg Source::markable_146::Source=True|Sentiment::markable_145::Sentiment=True case=nom|gender=masc|num=sg|Source::markable_146::Source=True|Sentiment::markable_145::Sentiment=True case=nom|Target::markable_147::Target=True|num=sg|Target::markable_147::Preferred=true|gender=masc|Target::markable_147::Anaphref=empty|Sentiment::markable_145::Sentiment=True Sentiment::markable_145::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_145::Sentiment=True EmoExpression::markable_148::Intensity=medium|EmoExpression::markable_148::Sarcasm=false|EmoExpression::markable_148::EmoExpression=True|EmoExpression::markable_148::Polarity=positive|EmoExpression::markable_148::SubjectiveFact=false|Sentiment::markable_145::Sentiment=True|EmoExpression::markable_148::Uncertain=false _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ _ _ _
318810271126798336	negative	Latte Macchiato Osterurlaub : Auch Frau Merkel muss sich mal zurückmenscheln : Ungleich bescheidener als manch a ...	Latte Macchiato Osterurlaub : auch Frau Merkel müssen sich mal zurückmenscheln : ungleich bescheiden als manche a ...	NN NE NN $. ADV NN NE VMFIN PRF ADV ADJD $. ADJD ADJD KOKOM PIAT FM $.	3/AG 1/NK 8/PD 3/-- 6/MO 8/SB 6/NK 0/-- 11/OA 8/MO 8/OC 11/-- 14/MO 8/OC 17/CM 15/NK 14/PD 17/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ Sentiment::markable_149::Sentiment=True|Sentiment::markable_149::Polarity=negative|Sentiment::markable_149::Intensity=medium|Sentiment::markable_149::Sarcasm=false case=nom|Target::markable_150::Anaphref=empty|Sentiment::markable_149::Sentiment=True|num=sg|gender=fem|Target::markable_150::Target=True|Target::markable_150::Preferred=true case=nom|gender=fem|Sentiment::markable_149::Sentiment=True|num=sg|Target::markable_150::Target=True Sentiment::markable_149::Sentiment=True|mood=ind|EmoExpression::markable_104014332::Polarity=negative|EmoExpression::markable_104014332::Uncertain=false|EmoExpression::markable_104014332::SubjectiveFact=false|pers=3|EmoExpression::markable_104014332::Intensity=medium|num=sg|tense=pres|EmoExpression::markable_104014332::EmoExpression=True|EmoExpression::markable_104014332::Sarcasm=false case=acc|pers=3|Sentiment::markable_149::Sentiment=True|num=sg|EmoExpression::markable_104014332::EmoExpression=True Sentiment::markable_149::Sentiment=True|EmoExpression::markable_104014332::EmoExpression=True Sentiment::markable_149::Sentiment=True|EmoExpression::markable_104014332::EmoExpression=True|pos=True _ pos=True EmoExpression::markable_104014333::Sarcasm=false|EmoExpression::markable_104014333::SubjectiveFact=false|EmoExpression::markable_104014333::EmoExpression=True|EmoExpression::markable_104014333::Uncertain=false|EmoExpression::markable_104014333::Polarity=negative|comp=True|EmoExpression::markable_104014333::Intensity=medium _ *=True *=True _
318957232031150080	mixed	%Link Korea - Konflikt : SPD - Aussenexperte sieht keine Möglichkeit für Einfluss von aussen -	%Link Korea - Konflikt : SPD - Aussenexperte sehen keine Möglichkeit für Einfluss von außenßen -	XY NE $( NN $. NE $( NN VVFIN PIAT NN APPR NN APPR ADJD $(	4/NK 4/SB 2/-- 9/CJ 4/-- 8/NK 6/-- 9/SB 0/-- 11/NK 9/OA 11/MNR 12/NK 13/MNR 14/NK 15/--	case=nom|gender=neut|num=sg case=nom|EmoExpression::markable_104014334::Polarity=negative|EmoExpression::markable_104014334::EmoExpression=True|gender=neut|num=sg|EmoExpression::markable_104014334::Uncertain=false|EmoExpression::markable_104014334::Intensity=medium|EmoExpression::markable_104014334::Sarcasm=false|EmoExpression::markable_104014334::SubjectiveFact=true EmoExpression::markable_104014334::EmoExpression=True case=acc|gender=masc|num=sg|EmoExpression::markable_104014334::EmoExpression=True _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg EmoExpression::markable_104014335::Polarity=negative|mood=ind|EmoExpression::markable_104014335::Sarcasm=false|EmoExpression::markable_104014335::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_104014335::Uncertain=false|EmoExpression::markable_104014335::Intensity=medium|EmoExpression::markable_104014335::EmoExpression=True case=acc|gender=fem|num=sg|EmoExpression::markable_104014335::EmoExpression=True case=acc|EmoExpression::markable_104014336::Intensity=medium|EmoExpression::markable_104014336::Polarity=positive|gender=fem|EmoExpression::markable_104014336::SubjectiveFact=false|num=sg|EmoExpression::markable_104014336::EmoExpression=True|EmoExpression::markable_104014336::Uncertain=false|EmoExpression::markable_104014335::EmoExpression=True|EmoExpression::markable_104014336::Sarcasm=false _ case=acc|gender=fem|num=sg _ _ _
324750516322197504	negative	Ramsauer : Keine Chance für dauerhaften Weiterbetrieb in Tegel : BERLIN - Bundesverkehrsminister Peter Ramsauer ...	Ramsauer : keine Chance für dauerhaft Weiterbetrieb in Tegel : Berlin - Bundesverkehrsminister Peter Ramsauer ...	NN $. PIAT NN APPR ADJA NN APPR NN $. NE $( NN NE NE $.	0/-- 1/-- 4/NK 1/PD 4/MNR 7/NK 5/NK 7/MNR 8/NK 9/-- 1/SB 11/-- 11/PAR 15/PNC 13/NK 15/--	case=nom|gender=masc|num=sg _ case=acc|EmoExpression::markable_104014337::Uncertain=false|EmoExpression::markable_104014337::Polarity=negative|EmoExpression::markable_104014337::Sarcasm=false|gender=fem|num=sg|EmoExpression::markable_104014337::Intensity=medium|EmoExpression::markable_104014337::SubjectiveFact=false|EmoExpression::markable_104014337::EmoExpression=True case=acc|gender=fem|num=sg|EmoExpression::markable_104014337::EmoExpression=True _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg _ case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
336219380029485056	negative	Grüne Politik tanzt heute auf gewissen Phänomenen herum , kann aber sehr wenig bewirken . Man nutzt es anders . Das Posse in der Demokratrie .	Grüne Politik tanzen heute auf gewiss Phänomen herum , können aber sehr wenige bewirken . man nutzen es anders . die Posse in die Demokratrie .	NN NN VVFIN ADV APPR ADJA NN PTKVZ $, VMFIN ADV ADV PIS VVINF $. PIS VVFIN PPER ADV $. ART NN APPR ART NN $.	2/NK 3/SB 0/-- 3/MO 3/MO 7/NK 5/NK 3/SVP 8/-- 3/CJ 10/MO 13/MO 14/OA 10/OC 14/-- 17/SB 0/-- 17/OA 17/MO 19/-- 22/NK 0/-- 22/MNR 25/NK 23/NK 25/--	case=nom|Sentiment::markable_152::Polarity=negative|Target::markable_153::Preferred=true|Sentiment::markable_152::Sentiment=True|*=True|Sentiment::markable_152::Sarcasm=false|Target::markable_153::Target=True|Sentiment::markable_152::Intensity=medium|num=pl|Target::markable_153::Anaphref=empty case=nom|gender=fem|Sentiment::markable_152::Sentiment=True|num=sg|Target::markable_153::Target=True pers=3|Sentiment::markable_152::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_152::Sentiment=True Sentiment::markable_152::Sentiment=True case=dat|gender=masc|Sentiment::markable_152::Sentiment=True|num=pl|pos=True case=dat|gender=masc|Sentiment::markable_152::Sentiment=True|num=pl Sentiment::markable_152::Sentiment=True Sentiment::markable_152::Sentiment=True pers=3|Sentiment::markable_152::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_152::Sentiment=True Sentiment::markable_152::Sentiment=True Sentiment::markable_152::Sentiment=True|pos=True EmoExpression::markable_155::Sarcasm=false|EmoExpression::markable_155::Uncertain=false|EmoExpression::markable_155::Polarity=positive|EmoExpression::markable_155::SubjectiveFact=false|Sentiment::markable_152::Sentiment=True|EmoExpression::markable_155::Intensity=medium|EmoExpression::markable_155::EmoExpression=True Sentiment::markable_152::Sentiment=True case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg|pers=3 _ _ case=nom|gender=neut|num=sg case=nom|EmoExpression::markable_156::Intensity=strong|EmoExpression::markable_156::Polarity=negative|EmoExpression::markable_156::Uncertain=false|gender=neut|EmoExpression::markable_156::SubjectiveFact=false|num=sg|EmoExpression::markable_156::Sarcasm=false|EmoExpression::markable_156::EmoExpression=True _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _
332594134252662784	neutral	Syrien : Unter Radiergummis dem Richtigen folgen - von Fritz Güde %Link Syrien AlQaida NATO Israel Anne ...	Syrien : unter Radiergummi die Richtige folgen - von Fritz Güde %Link Syrien AlQaida NATO Israel Anne ...	NE $. APPR NN ART NN VVFIN $( APPR NE NN XY NE NE NE NE NE $.	0/-- 1/-- 7/MO 3/NK 6/NK 7/DA 1/RS 7/-- 1/PG 11/PNC 9/NK 0/-- 17/PNC 17/PNC 17/PNC 17/PNC 9/CJ 17/--	case=nom|gender=neut|num=sg _ _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg *=True case=nom|gender=neut|num=sg case=nom|gender=fem|num=sg _
322439513148383232	neutral	EZB - Reichtumsstudie : Der arme Michel träumt sich reich - Deutschland - Politik - Wirtschaftswoche	EZB - Reichtumsstudie : die arm Michel träumen sich reich - Deutschland - Politik - Wirtschaftswoche	NE $( NN $. ART ADJA NE VVFIN PRF ADJD $( NE $( NN $( NN	3/SB 1/-- 8/PD 3/-- 7/NK 7/NK 8/SB 0/-- 8/OA 8/MO 10/-- 8/OA 12/-- 12/CJ 14/-- 14/CJ	case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=acc|gender=masc|num=pl|pos=True case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg pos=True _ case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg
336264484467376128	negative	Wie BASF , Bayer und VW die Steuerzahler legal bescheissen : %Link Merkel tut nichts dagegen	wie BASF , Bayer und VW die Steuerzahler legal bescheißen : %Link Merkel tun nichts dagegen	KOKOM NE $, NE KON NE ART NN ADJD VVINF $. XY NE VVFIN PIS PAV	14/MO 14/SB 2/-- 2/CJ 4/CD 13/PNC 8/NK 10/OA 10/MO 12/OC 10/-- 13/PNC 5/CJ 0/-- 14/OA 14/NK	Sentiment::markable_157::Polarity=negative|Sentiment::markable_157::Sentiment=True|Sentiment::markable_157::Sarcasm=false|Sentiment::markable_157::Intensity=strong case=nom|num=sg|Target::markable_158::Target=True|Target::markable_158::Preferred=true|Target::markable_158::Anaphref=empty|gender=fem|Sentiment::markable_157::Sentiment=True Sentiment::markable_157::Sentiment=True case=nom|Target::markable_159::Target=True|num=sg|Sentiment::markable_157::Sentiment=True|Target::markable_159::Anaphref=empty|Target::markable_159::Preferred=true|*=True Sentiment::markable_157::Sentiment=True case=nom|num=sg|Target::markable_160::Target=True|Sentiment::markable_157::Sentiment=True|*=True|Target::markable_160::Preferred=true|Target::markable_160::Anaphref=empty case=acc|gender=masc|num=pl|Sentiment::markable_157::Sentiment=True case=acc|gender=masc|num=pl|Sentiment::markable_157::Sentiment=True pos=True|Sentiment::markable_157::Sentiment=True EmoExpression::markable_161::EmoExpression=True|Sentiment::markable_157::Sentiment=True|EmoExpression::markable_161::Polarity=negative|EmoExpression::markable_161::Intensity=strong|EmoExpression::markable_161::Uncertain=false|EmoExpression::markable_161::Sarcasm=false|EmoExpression::markable_161::SubjectiveFact=false _ *=True case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind gender=neut|*=True _
334042056802590721	neutral	%User entscheidet nicht eher in Brüssel ? und nur mit Hilfe der Bundesregierung ? welcher öst . Verkehrslandesrat konnte Akzente setzen ?	%User entscheiden nicht eher in Brüssel ? und nur mit Hilfe die Bundesregierung ? welche öst . Verkehrslandesrat können Akzent setzen ?	NE VVFIN PTKNEG ADV APPR NE $. KON ADV APPR NN ART NN $. PWS VVFIN $. NN VMFIN NN VVINF $.	2/SB 0/-- 2/NG 2/MO 2/MO 5/NK 6/-- 10/JU 10/MO 0/-- 10/NK 13/NK 11/AG 13/-- 16/SB 0/-- 16/-- 19/SB 0/-- 21/OA 19/OC 21/--	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=dat|gender=neut|num=sg _ _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=acc|gender=neut|num=pl _ _
322806285848428544	mixed	Da kann die Politik doch einen Deal aushandeln . Wir bekommen ihre billigen Erdbeeren im Gegenzug bekommen sie von uns billige Organe .	da können die Politik doch eine Deal aushandeln . wir bekommen ihr billig Erdbeere in Gegenzug bekommen sie von wir billig Organ .	ADV VMFIN ART NN KON ART NE VVINF $. PPER VVFIN PPOSAT ADJA NN APPRART NN VVFIN PPER APPR PPER ADJA NN $.	2/MO 0/-- 4/NK 2/SB 2/MO 7/NK 8/OA 2/OC 8/-- 11/SB 0/-- 14/NK 14/NK 17/OA 14/MNR 15/NK 11/OC 17/SB 17/MO 19/NK 22/NK 17/OA 22/--	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=acc|gender=masc|num=sg case=acc|Target::markable_163::Anaphref=empty|num=sg|Target::markable_163::Preferred=true|gender=masc|Target::markable_163::Target=True _ _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=pl case=acc|EmoExpression::markable_104014338::Sarcasm=false|EmoExpression::markable_104014338::Uncertain=false|EmoExpression::markable_104014338::Intensity=medium|gender=fem|EmoExpression::markable_104014338::SubjectiveFact=false|pos=True|num=pl|EmoExpression::markable_104014338::Polarity=positive|EmoExpression::markable_104014338::EmoExpression=True case=acc|gender=fem|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 _ case=dat|*=True|num=pl|pers=1 case=acc|EmoExpression::markable_104014339::EmoExpression=True|gender=fem|EmoExpression::markable_104014339::Sarcasm=false|pos=True|EmoExpression::markable_104014339::Polarity=negative|num=sg|EmoExpression::markable_104014339::Intensity=medium|EmoExpression::markable_104014339::SubjectiveFact=false|EmoExpression::markable_104014339::Uncertain=false case=acc|gender=fem|num=sg _
333666859889074176	neutral	glaube nicht , dass es einen bei der CDU gibt , den es interessiert , was die machen . Hauptsache , die bringen Geld ins Land .	glauben nicht , dass es eine bei die CDU geben , die es interessieren , was die machen . Hauptsache , die bringen Geld in Land .	VVFIN PTKNEG $, KOUS PPER ART APPR ART NE VVFIN $, PRELS PPER VVFIN $, PRELS PDS VVINF $. NN $, PRELS VVFIN NN APPRART NN $.	10/MO 10/NG 2/-- 10/CP 10/EP 10/MO 10/MO 9/NK 7/NK 0/-- 10/-- 14/OA 14/SB 10/CJ 14/-- 18/OA 18/OA 14/CJ 18/-- 23/DM 20/-- 23/SB 0/-- 23/OA 23/MO 25/NK 26/--	_ _ _ _ case=nom|gender=neut|num=sg|pers=3 case=acc|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=masc|num=sg case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=neut|num=sg case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _
335845260137730050	neutral	Clarin Interview mit Bashar al - Assad : Die Journalisten der grössten argentinischen Zeitung Clarin führten ein ...	Clarin Interview mit Bashar al - Assad : die Journalist die groß argentinisch Zeitung Clarin führen ein ...	NE NN APPR NE NE $( NE $. ART NN ART ADJA ADJA NN NE VVFIN PTKVZ $.	2/PNC 16/SB 2/MNR 5/PNC 3/NK 5/-- 5/CJ 7/-- 10/NK 3/NK 14/NK 14/NK 14/NK 10/AG 14/NK 0/-- 16/SVP 17/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ _ case=nom|*=True|num=sg _ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg|sup=True case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=pl|tense=past|mood=ind _ _
336280313158307840	neutral	Rösler und deutsche Startups besuchen Google , Facebook und Co. %Link mehr bei startup25	Rösler und deutsch Startups besuchen Google , Facebook und Co. %Link mehr bei startup25	NN KON ADJA NN VVFIN NN $, NE KON NN XY ADV APPR CARD	5/SB 1/CD 4/NK 2/CJ 0/-- 5/OA 6/-- 6/CJ 8/CD 9/CJ 10/PNC 13/MO 0/-- 13/NK	case=nom|gender=masc|num=pl _ case=nom|gender=masc|num=pl|pos=True case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=pl _ case=acc|gender=neut|num=sg _ *=True *=True _ _ _
320035210030895104	neutral	Präsident Hollande setzt auf einen Wahlsieg der SPD. Mit ihr will er eine Schuldenunion durchsetzen .	Präsident Hollande setzen auf eine Wahlsieg die SPD. mit ihr wollen er eine Schuldenunion durchsetzen .	NN NN VVFIN APPR ART NN ART NE APPR PPER VMFIN PPER ART NN VVINF $.	3/SB 1/NK 0/-- 3/MO 6/NK 4/NK 8/NK 6/AG 3/MO 9/NK 3/CJ 11/SB 14/NK 15/OA 11/OC 15/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ case=dat|gender=fem|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _
332272718470848512	neutral	Weil die hätten immer Vorfahrt und den Rest d SPD macht alles am zum nicht ; an die SPD macht alles am zum Beispiel !	weil die haben immer Vorfahrt und die Rest d SPD machen alle an zu nicht ; an die SPD machen alle an zu Beispiel !	KOUS ART VAFIN ADV NN KON ART NN VVFIN NE VVFIN PIS APPRART APPRART PTKNEG $. APPR ART NE VVFIN PIS APPRART APPRART NN $.	3/CP 3/SB 11/SB 5/MO 3/SB 5/CD 8/NK 9/OA 10/NK 6/CJ 0/-- 11/OA 11/MO 11/MO 11/NG 15/-- 20/MO 19/NK 17/NK 11/CJ 20/OA 20/MO 20/MO 23/NK 24/--	_ case=nom|gender=fem|num=pl pers=3|num=pl|tense=past|mood=subj _ case=acc|gender=fem|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _
333404417774727169	negative	Bilderberger Kissinger muss Luck besucht haben . Piraten - Drama reloaded AfD kneift vor Bayern - Wahl	Bilderberger Kissinger müssen Luck besuchen haben . Pirat - Drama reloaded AfD kneifen vor Bayern - Wahl	NN NE VMFIN NN VVPP VAFIN $. NN $( NN NE NE VVFIN APPR NE $( NN	3/SB 1/NK 0/-- 5/OA 6/OC 3/OC 6/-- 13/SB 8/-- 8/APP 12/PNC 10/NK 0/-- 13/MO 14/NK 15/-- 13/OA	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg _ _ _ case=nom|gender=masc|num=pl _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|gender=fem|num=sg mood=ind|EmoExpression::markable_104014340::EmoExpression=True|EmoExpression::markable_104014340::SubjectiveFact=false|pers=3|EmoExpression::markable_104014340::Sarcasm=false|num=sg|tense=pres|EmoExpression::markable_104014340::Polarity=negative|EmoExpression::markable_104014340::Uncertain=false|EmoExpression::markable_104014340::Intensity=medium _ case=dat|gender=neut|num=sg _ case=dat|gender=fem|num=sg
333062643856326658	neutral	Kennerin der digitalen Welt - SPD - Steinbrück holt Designforscherin in Wahlkampfteam %Link via %User	Kennerin die digital Welt - SPD - Steinbrück holen Designforscherin in Wahlkampfteam %Link via %User	NN ART ADJA NN $( NE $( NN VVFIN NN APPR NN XY APPR NE	9/SB 4/NK 4/NK 1/AG 4/-- 8/NK 6/-- 1/APP 0/-- 9/OA 9/MO 11/NK 12/NK 9/MO 14/NK	case=nom|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg _ case=gen|gender=fem|num=sg _ case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg
