332946021107769344	neutral	Grüne stellen Bedingungen für Koalition in Salzburg zB aus für Wasserkraft . Energieautonomie ade !	Grüne stellen Bedingung für Koalition in Salzburg zB aus für Wasserkraft . Energieautonomie ade !	NN VVFIN NN APPR NN APPR NE VVFIN APPR APPR NE $. ADJA ITJ $.	2/SB 0/-- 2/OA 3/MNR 4/NK 5/MNR 6/NK 2/SVP 2/SVP 2/MO 10/NK 11/-- 0/-- 0/NK 13/--	case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=pl _ case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind _ _ case=acc|gender=fem|num=sg _ _ _ _
333713766413901824	positive	genau ! Ich habe euch seit Offenbings nicht mehr so einig und flauschig erlebt ! Genau DAS ist Piratenpartei. bpt131	genau ! ich haben ihr seit Offenbings nicht mehr so einig und flauschig erleben ! genau DAS sein Piratenpartei. bpt131	ADJD $. PPER VAFIN PPER APPR NN PTKNEG ADV ADV ADJD KON ADJD VVPP $. ADJD NE VAFIN NE CARD	0/-- 1/-- 4/SB 0/-- 14/DA 14/MO 6/NK 14/NG 8/MO 11/MO 14/MO 11/CD 12/CJ 4/OC 14/-- 17/MO 18/SB 0/-- 18/SB 19/NK	pos=True _ case=nom|Sentiment::markable_126::Intensity=medium|Sentiment::markable_126::Sentiment=True|Source::markable_127::Source=True|*=True|pers=1|Sentiment::markable_126::Polarity=positive|num=sg|Sentiment::markable_126::Sarcasm=false|Source::markable_127::Anaphref=empty pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_126::Sentiment=True case=dat|Sentiment::markable_126::Sentiment=True|Target::markable_128::Target=True|*=True|pers=2|Target::markable_128::Anaphref=markable_131|Target::markable_128::Preferred=true|num=pl Sentiment::markable_126::Sentiment=True case=gen|gender=masc|num=sg|Sentiment::markable_126::Sentiment=True Sentiment::markable_126::Sentiment=True Sentiment::markable_126::Sentiment=True Sentiment::markable_126::Sentiment=True EmoExpression::markable_129::Intensity=medium|Sentiment::markable_126::Sentiment=True|EmoExpression::markable_129::Uncertain=false|EmoExpression::markable_129::Sarcasm=false|EmoExpression::markable_129::EmoExpression=True|EmoExpression::markable_129::Polarity=positive|pos=True|EmoExpression::markable_129::SubjectiveFact=false Sentiment::markable_126::Sentiment=True EmoExpression::markable_130::SubjectiveFact=false|EmoExpression::markable_130::Sarcasm=false|EmoExpression::markable_130::EmoExpression=True|pos=True|EmoExpression::markable_130::Intensity=medium|EmoExpression::markable_130::Polarity=positive|EmoExpression::markable_130::Uncertain=false|Sentiment::markable_126::Sentiment=True Sentiment::markable_126::Sentiment=True Sentiment::markable_126::Sentiment=True pos=True|Sentiment::markable_126::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_126::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_126::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_126::Sentiment=True _
338064260661932032	negative	Merkel könnte in jeder grossen Partei sein . Wäre die Mauer nicht gefallen , wäre sie heute in der SED .	Merkel können in jede groß Partei sein . sein die Mauer nicht fallen|gefallen , sein sie heute in die SED .	NE VMFIN APPR PIAT ADJA NN VAINF $. VAFIN ART NN PTKNEG VVPP $, VAFIN PPER ADV APPR ART NE $.	2/SB 0/-- 7/PD 6/NK 6/NK 3/NK 2/OC 7/-- 15/MO 11/NK 9/SB 13/NG 9/OC 13/-- 0/-- 15/SB 15/MO 15/MO 20/NK 18/NK 20/--	case=nom|*=True|num=sg pers=3|num=sg|tense=past|mood=subj _ case=dat|gender=fem|num=sg case=acc|gender=neut|num=pl|pos=True case=acc|gender=neut|num=pl _ _ pers=3|num=sg|tense=past|mood=subj case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ _ pers=3|num=sg|tense=past|mood=subj case=nom|gender=fem|num=sg|pers=3 _ _ case=dat|gender=fem|num=sg case=dat|EmoExpression::markable_104013607::SubjectiveFact=true|gender=fem|EmoExpression::markable_104013607::Sarcasm=false|num=sg|EmoExpression::markable_104013607::Polarity=negative|EmoExpression::markable_104013607::EmoExpression=True|EmoExpression::markable_104013607::Intensity=medium|EmoExpression::markable_104013607::Uncertain=false _
324661991132254208	positive	Bericht über Abstimmung im Bundestag und Interesse an eurer Sichtweise . Der Grundsatz der Neutralität bleibt also gewahrt .	Bericht über Abstimmung in Bundestag und Interesse an euer Sichtweise . die Grundsatz die Neutralität bleiben also gewahren|wahren .	NN APPR NN APPRART NN KON NN APPR PPOSAT NN $. ART NN ART NN VVFIN ADV VVPP $.	0/-- 1/OP 2/NK 3/MNR 4/NK 5/CD 6/CJ 7/MNR 10/NK 8/NK 10/-- 13/NK 16/SB 15/NK 13/AG 0/-- 16/MO 16/PD 18/--	case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=acc|EmoExpression::markable_132::EmoExpression=True|gender=neut|num=sg|EmoExpression::markable_132::Polarity=positive|EmoExpression::markable_132::Intensity=medium|EmoExpression::markable_132::Uncertain=false|EmoExpression::markable_132::Sarcasm=false|EmoExpression::markable_132::SubjectiveFact=false _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|EmoExpression::markable_104013608::SubjectiveFact=false|gender=fem|EmoExpression::markable_104013608::Uncertain=true|EmoExpression::markable_104013608::Intensity=medium|num=sg|EmoExpression::markable_104013608::EmoExpression=True|EmoExpression::markable_104013608::Polarity=positive|EmoExpression::markable_104013608::Sarcasm=false pers=3|num=sg|tense=pres|mood=ind _ _ _
335879661701709826	positive	" Sehen wir ' s positiv : Trotz Angela Merkel haben wir bisher 17 Punkte . ( LH ) esc2013 "	" Sehen wir ' s positiv : trotz Angela Merkel haben wir bisher 17 Punkt . ( LH ) esc2013 "	$( NN PPER $( NN ADJD $. APPR NE NE VAFIN PPER ADV CARD NN $. $( NE $( CARD $(	2/-- 11/VO 11/SB 3/-- 3/APP 11/MO 6/-- 11/MO 10/PNC 8/NK 0/-- 11/SB 14/MO 15/NK 11/OA 15/-- 18/-- 16/-- 18/-- 0/-- 20/--	_ Sentiment::markable_134::Intensity=medium|mood=ind|pers=1|num=pl|tense=pres|Sentiment::markable_134::Polarity=positive|Sentiment::markable_134::Sentiment=True|Sentiment::markable_134::Sarcasm=false case=nom|*=True|Sentiment::markable_134::Sentiment=True|num=pl|pers=1 Sentiment::markable_134::Sentiment=True case=nom|gender=neut|Sentiment::markable_134::Sentiment=True|num=sg|pers=3 EmoExpression::markable_133::Uncertain=false|EmoExpression::markable_133::SubjectiveFact=false|pos=True|EmoExpression::markable_133::EmoExpression=True|EmoExpression::markable_133::Sarcasm=false|EmoExpression::markable_133::Polarity=positive|Sentiment::markable_134::Sentiment=True|EmoExpression::markable_133::Intensity=medium Sentiment::markable_134::Sentiment=True Sentiment::markable_134::Sentiment=True case=nom|gender=fem|Sentiment::markable_134::Sentiment=True|num=sg case=nom|gender=fem|Sentiment::markable_134::Sentiment=True|num=sg mood=ind|Target::markable_135::Preferred=true|Target::markable_135::Anaphref=empty|pers=1|num=pl|tense=pres|Sentiment::markable_134::Sentiment=True|Target::markable_135::Target=True case=nom|pers=1|num=pl|Sentiment::markable_134::Sentiment=True|*=True|Target::markable_135::Target=True Sentiment::markable_134::Sentiment=True|Target::markable_135::Target=True Sentiment::markable_134::Sentiment=True|Target::markable_135::Target=True case=acc|gender=masc|Sentiment::markable_134::Sentiment=True|num=pl|Target::markable_135::Target=True _ _ case=nom|gender=neut|num=sg _ _ _
323883934775652352	negative	sz : Angriff auf FDP - Nachwuchsorganisation : Hacker veröffentlichen Mitgliedesdaten der Jungen Liberalen %Link okru	sz : Angriff auf FDP - Nachwuchsorganisation : Hacker veröffentlichen Mitgliedesdaten die jung Liberale %Link okru	NE $. NN APPR NE $( NN $. NN VVFIN NN ART ADJA NN XY ADJA	0/-- 1/-- 1/RS 3/MNR 4/NK 5/-- 3/PAR 7/-- 10/SB 7/OC 10/SB 14/NK 14/NK 11/AG 0/-- 10/MO	case=nom|*=True|num=sg _ case=acc|EmoExpression::markable_104013609::SubjectiveFact=true|gender=masc|EmoExpression::markable_104013609::Uncertain=false|EmoExpression::markable_104013609::Intensity=medium|num=sg|EmoExpression::markable_104013609::Sarcasm=false|EmoExpression::markable_104013609::Polarity=negative|EmoExpression::markable_104013609::EmoExpression=True _ case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg _ case=acc|EmoExpression::markable_104013610::Sarcasm=false|gender=masc|EmoExpression::markable_104013610::SubjectiveFact=true|EmoExpression::markable_104013610::Polarity=negative|EmoExpression::markable_104013610::EmoExpression=True|num=pl|EmoExpression::markable_104013610::Uncertain=true|EmoExpression::markable_104013610::Intensity=medium case=acc|gender=masc|num=pl|pos=True case=acc|gender=masc|num=pl case=gen|gender=masc|num=pl case=gen|gender=masc|num=pl|pos=True case=gen|gender=masc|num=pl case=gen|gender=masc|num=pl case=gen|gender=masc|num=pl|pos=True
323186328990781440	neutral	das klingt mehr nach Steinbrück als nach FDP	die klingen mehr nach Steinbrück als nach FDP	PDS VVFIN ADV APPR NN KOKOM APPR NE	2/SB 0/-- 2/MO 2/MO 4/NK 7/CM 3/CC 7/NK	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=fem|num=sg _ _ case=dat|gender=fem|num=sg
335534415402897408	neutral	Seehofer als Zeuge bei Gericht in Wien geladen : Ministerpräsident Horst Seehofer soll nach Informationen der " ...	Seehofer als Zeuge bei Gericht in Wien laden : Ministerpräsident Horst Seehofer sollen nach Information die " ...	NE KOKOM NN APPR NN APPR NE VVPP $. NN NE NE VMFIN APPR NN ART $( $.	0/-- 3/CM 1/CC 8/MO 4/NK 5/MNR 6/NK 3/OC 8/-- 13/SB 12/PNC 10/NK 1/RS 13/MO 14/NK 17/NK 15/-- 17/--	case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=pl case=gen|gender=fem|num=sg _ _
325733307201495043	neutral	die Behauptung könnte man auch über die FDP - Wähler aufstellen .	die Behauptung können man auch über die FDP - Wähler aufstellen .	ART NN VMFIN PIS ADV APPR ART NE $( NN VVINF $.	2/NK 3/SB 0/-- 3/SB 6/MO 3/MO 8/NK 6/NK 8/-- 11/OA 3/OC 11/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=subj case=nom|*=True|num=sg _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=masc|num=pl _ _
320063184033705984	mixed	Bei der Direktwahlfrage ist der Abstand zwischen Merkel und Steinbrück so gross wie noch nie . Das Duell Coolness gegen Profilneurose	bei die Direktwahlfrage sein die Abstand zwischen Merkel und Steinbrück so groß wie noch nie . die Duell Coolness gegen Profilneurose	APPR ART NN VAFIN ART NN APPR NE KON NN ADV ADJD KOKOM ADV ADV $. ART NN NE APPR NN	4/MO 3/NK 1/NK 0/-- 6/NK 4/SB 6/MNR 7/NK 8/CD 9/CJ 12/MO 4/PD 15/CM 15/MO 11/CC 15/-- 18/NK 0/-- 18/AG 18/MNR 20/NK	_ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|*=True|num=sg _ case=dat|*=True|num=sg _ pos=True _ _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=gen|EmoExpression::markable_104013612::Sarcasm=false|EmoExpression::markable_104013612::Uncertain=false|EmoExpression::markable_104013612::Intensity=weak|EmoExpression::markable_104013612::SubjectiveFact=false|*=True|num=sg|EmoExpression::markable_104013612::Polarity=positive|EmoExpression::markable_104013612::EmoExpression=True _ case=acc|EmoExpression::markable_104013613::EmoExpression=True|EmoExpression::markable_104013613::Uncertain=false|gender=fem|EmoExpression::markable_104013613::Sarcasm=false|EmoExpression::markable_104013613::Polarity=negative|num=sg|EmoExpression::markable_104013613::Intensity=medium|EmoExpression::markable_104013613::SubjectiveFact=false
338029348537905152	negative	Ein Undercover - Agent im Pelz der alten Tante SPD ?	eine Undercover - Agent in Pelz die alt Tante SPD ?	ART NN $( NN APPRART NN ART ADJA NN NE $.	2/NK 0/-- 2/-- 2/CJ 2/MNR 5/NK 9/NK 9/NK 6/AG 9/NK 10/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|EmoExpression::markable_104013614::EmoExpression=True|EmoExpression::markable_104013614::Uncertain=true|EmoExpression::markable_104013614::SubjectiveFact=false|gender=masc|EmoExpression::markable_104013614::Polarity=negative|EmoExpression::markable_104013614::Intensity=medium|num=sg|EmoExpression::markable_104013614::Sarcasm=false case=dat|gender=masc|num=sg|EmoExpression::markable_104013614::EmoExpression=True case=gen|gender=fem|num=pl case=gen|EmoExpression::markable_104013615::EmoExpression=True|gender=fem|EmoExpression::markable_104013615::Polarity=negative|EmoExpression::markable_104013615::Sarcasm=false|pos=True|num=pl|EmoExpression::markable_104013615::SubjectiveFact=false|EmoExpression::markable_104013615::Uncertain=false|EmoExpression::markable_104013615::Intensity=medium case=gen|gender=fem|num=pl|EmoExpression::markable_104013615::EmoExpression=True case=nom|gender=fem|num=sg _
337657699028328448	neutral	ja , weil Syrien nicht in der EU oder Europa , weiss gerade nicht mehr welches von beiden , liegt ..	ja , weil Syrien nicht in die EU oder Europa , wissen gerade nicht mehr welche von beide , liegen ..	ADV $, KOUS NE PTKNEG APPR ART NE KON NE $, VVFIN ADV PTKNEG ADV PIS APPR PIAT $, VVFIN NN	12/MO 1/-- 12/CP 12/SB 12/NG 12/MO 8/NK 6/NK 8/CD 9/CJ 10/-- 0/-- 12/MO 12/NG 14/MO 20/MO 16/PG 17/NK 18/-- 12/CJ 20/SB	_ _ _ case=nom|gender=neut|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ pers=3|num=sg|tense=past|mood=ind _ _ _ case=acc|gender=neut|num=sg _ case=dat|gender=neut|num=pl _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg
336209479173541888	positive	Eilmeldung : Peer Steinbrück wünscht sich Lena zur Verkündung des Wahlsiegers der Bundestagswahl 2013 .	Eilmeldung : Peer Steinbrück wünschen sich Lena zu Verkündung die Wahlsieger die Bundestagswahl @card@ .	NN $. NE NN VVFIN PRF NE APPRART NN ART NN ART NN CARD $.	5/SB 1/-- 4/PNC 1/SB 0/-- 5/DA 5/SB 5/OP 8/NK 11/NK 9/AG 13/NK 11/AG 13/NK 14/--	case=nom|gender=fem|num=sg _ case=nom|Sentiment::markable_136::Sentiment=True|Sentiment::markable_136::Polarity=positive|gender=masc|num=sg|Sentiment::markable_136::Intensity=medium|Source::markable_137::Source=True|Sentiment::markable_136::Sarcasm=false|Source::markable_137::Anaphref=empty case=nom|gender=masc|num=sg|Sentiment::markable_136::Sentiment=True|Source::markable_137::Source=True EmoExpression::markable_138::Uncertain=false|Sentiment::markable_136::Sentiment=True|mood=ind|EmoExpression::markable_138::Sarcasm=false|pers=3|EmoExpression::markable_138::EmoExpression=True|num=sg|tense=pres|EmoExpression::markable_138::Intensity=medium|EmoExpression::markable_138::Polarity=positive|EmoExpression::markable_138::SubjectiveFact=false case=dat|pers=3|EmoExpression::markable_138::EmoExpression=True|num=sg|Sentiment::markable_136::Sentiment=True case=nom|Sentiment::markable_136::Sentiment=True|num=sg|Target::markable_139::Preferred=true|Target::markable_139::Target=True|*=True|Target::markable_139::Anaphref=empty case=dat|gender=fem|num=sg|Sentiment::markable_136::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_136::Sentiment=True case=gen|gender=masc|num=sg|Sentiment::markable_136::Sentiment=True case=gen|EmoExpression::markable_104013616::Uncertain=false|EmoExpression::markable_104013616::Intensity=medium|EmoExpression::markable_104013616::Sarcasm=false|EmoExpression::markable_104013616::Polarity=positive|gender=masc|Sentiment::markable_136::Sentiment=True|EmoExpression::markable_104013616::EmoExpression=True|num=sg|EmoExpression::markable_104013616::SubjectiveFact=true case=gen|gender=fem|num=sg|Sentiment::markable_136::Sentiment=True case=gen|gender=fem|num=sg|Sentiment::markable_136::Sentiment=True Sentiment::markable_136::Sentiment=True _
318565787872931840	neutral	Tarnkappen - Technik - USA schicken F -22- Kampfjets nach Südkorea %Link via %User	Tarnkappe - Technik - USA schick F @card@ Kampfjet nach Südkorea %Link via %User	NN $( NN $( NE ADJA NN CARD NN APPR NE XY APPR NE	0/-- 1/-- 1/CJ 5/-- 0/-- 7/NK 5/PAR 9/NK 7/MNR 9/MNR 10/NK 0/-- 9/MNR 13/NK	case=nom|gender=fem|num=pl _ case=nom|gender=fem|num=sg _ case=nom|*=True|num=pl case=nom|*=True|num=pl|pos=True case=nom|*=True|num=pl _ case=dat|gender=masc|num=pl _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg
334045203323293696	neutral	actuell FDP - Entwicklungsminister - Niebel - Cousin geht zur AfD : Ein Cousin von Entwicklungsminister Nie ...	actuell FDP - Entwicklungsminister - Niebel - Cousin gehen zu AfD : eine Cousin von Entwicklungsminister nie ...	ADJD NE $( NN $( NE $( NN VVFIN APPRART NN $. ART NN APPR NN ADV $.	2/MO 8/NK 2/-- 2/CJ 4/-- 4/APP 6/-- 9/SB 0/-- 9/MO 10/NK 11/-- 14/NK 9/CJ 14/PG 15/NK 9/SVP 17/--	pos=True case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ case=nom|*=True|num=sg _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg _ _
332246319240470528	neutral	Ohio Das Gefängnis im Wohnviertel - FAZ - Frankfurter Allgemeine Zeitung : euronewsOhio Das G ... %Link politik society	Ohio die Gefängnis in Wohnviertel - FAZ - Frankfurter allgemein Zeitung : euronewsOhio die G ... %Link Politik society	NE ART NN APPRART NN $( NE $( ADJA ADJA NN $. ADJD ART NN $. XY NN NE	3/SB 3/NK 0/-- 3/MNR 4/NK 7/-- 0/-- 7/-- 11/NK 11/NK 0/-- 11/-- 15/MO 15/NK 11/CJ 15/-- 18/NK 15/PAR 18/NK	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=nom|gender=masc|num=sg _ *=True|pos=True case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ pos=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ case=acc|gender=fem|num=sg _
320096412199174146	mixed	Steinbrück will getrennten Sportunterricht für muslimische Kinder . Das widerspricht fundamental allen Freiheitswerten . SPD = unwählbar	Steinbrück wollen getrennt Sportunterricht für muslimisch Kind . die widersprechen fundamental alle Freiheitswerten . SPD = unwählbar	NN VMFIN ADJA NN APPR ADJA NN $. PDS VVFIN ADJD PIAT NN $. NE $( ADJD	2/SB 0/-- 4/NK 2/SB 4/MNR 7/NK 5/NK 7/-- 10/SB 0/-- 10/MO 13/NK 10/DA 13/-- 0/-- 15/-- 15/PD	Source::markable_140::Source=True|Source::markable_140::Anaphref=empty|Sentiment::markable_144::Intensity=medium|num=sg|Sentiment::markable_144::Sentiment=True|Sentiment::markable_140::Intensity=medium|case=nom|Sentiment::markable_144::Polarity=negative|Sentiment::markable_144::Sarcasm=false|Sentiment::markable_140::Sentiment=True|gender=neut|Target::markable_144::Preferred=true|Sentiment::markable_140::Sarcasm=false|Target::markable_144::Target=True|Sentiment::markable_140::Polarity=positive|Target::markable_144::Anaphref=empty mood=ind|Sentiment::markable_140::Sentiment=True|EmoExpression::markable_140::Uncertain=false|pers=3|EmoExpression::markable_140::Polarity=positive|num=sg|tense=pres|Sentiment::markable_144::Sentiment=True|EmoExpression::markable_140::Sarcasm=false|EmoExpression::markable_140::EmoExpression=True|EmoExpression::markable_140::SubjectiveFact=false|EmoExpression::markable_140::Intensity=medium|Target::markable_144::Target=True case=dat|Target::markable_140::Preferred=true|gender=fem|pos=True|Target::markable_140::Target=True|Sentiment::markable_140::Sentiment=True|num=sg|Sentiment::markable_144::Sentiment=True|Target::markable_140::Anaphref=empty|Target::markable_144::Target=True case=dat|Sentiment::markable_140::Sentiment=True|num=sg|Sentiment::markable_144::Sentiment=True|gender=fem|Target::markable_144::Target=True|Target::markable_140::Target=True Sentiment::markable_140::Sentiment=True|Target::markable_144::Target=True|Sentiment::markable_144::Sentiment=True|Target::markable_140::Target=True case=acc|gender=neut|pos=True|Target::markable_140::Target=True|Sentiment::markable_140::Sentiment=True|num=pl|Sentiment::markable_144::Sentiment=True|Target::markable_144::Target=True case=acc|Sentiment::markable_140::Sentiment=True|num=pl|Sentiment::markable_144::Sentiment=True|gender=neut|Target::markable_144::Target=True|Target::markable_140::Target=True Sentiment::markable_144::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_144::Sentiment=True EmoExpression::markable_144::Sarcasm=false|EmoExpression::markable_144::Uncertain=false|mood=ind|EmoExpression::markable_144::Polarity=negative|EmoExpression::markable_144::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_144::Intensity=medium|EmoExpression::markable_144::EmoExpression=True|Sentiment::markable_144::Sentiment=True Intensifier::markable_146::EmoExpressionRef=emo-expression:markable_145|Intensifier::markable_146::Degree=medium|pos=True|Intensifier::markable_146::Intensifier=True|Sentiment::markable_144::Sentiment=True case=dat|gender=masc|num=pl|Sentiment::markable_144::Sentiment=True case=dat|EmoExpression::markable_104013618::Polarity=positive|gender=masc|EmoExpression::markable_104013618::SubjectiveFact=true|EmoExpression::markable_104013618::Uncertain=false|num=pl|EmoExpression::markable_104013618::EmoExpression=True|Sentiment::markable_144::Sentiment=True|EmoExpression::markable_104013618::Intensity=medium|EmoExpression::markable_104013618::Sarcasm=false Sentiment::markable_144::Sentiment=True case=nom|gender=fem|num=sg _ EmoExpression::markable_104013617::Intensity=medium|EmoExpression::markable_104013617::SubjectiveFact=false|EmoExpression::markable_104013617::EmoExpression=True|EmoExpression::markable_104013617::Polarity=negative|pos=True|EmoExpression::markable_104013617::Sarcasm=false|EmoExpression::markable_104013617::Uncertain=false
332280551983677441	neutral	Gabriel und das Tempolimit - Wahlkampf auf eigene Rechnung : Mitten im Vorwahlkampf hat SPD - Chef Sigmar Gabri ...	Gabriel und die Tempolimit - Wahlkampf auf eigen Rechnung : mitten in Vorwahlkampf haben SPD - Chef Sigmar Gabri ...	NE KON ART NN $( NN APPR ADJA NN $. ADV APPRART NN VAFIN NE $( NN NE NE $.	14/SB 1/CD 4/NK 2/CJ 4/-- 4/NK 6/MNR 9/NK 7/NK 9/-- 12/MO 9/PAR 12/NK 0/-- 17/DA 15/-- 14/SB 19/PNC 17/NK 19/--	case=nom|*=True|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=acc|gender=masc|num=sg _ case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
337413125429157891	positive	Ehrung für Merkel - keine leichte Entscheidung	Ehrung für Merkel - keine leicht Entscheidung	NN APPR NE $( PIAT ADJA NN	0/-- 1/MNR 2/NK 3/-- 7/NK 7/NK 1/CJ	case=nom|EmoExpression::markable_149::Uncertain=false|Sentiment::markable_148::Intensity=medium|EmoExpression::markable_149::Polarity=positive|gender=fem|EmoExpression::markable_149::SubjectiveFact=false|EmoExpression::markable_149::Sarcasm=false|num=sg|EmoExpression::markable_149::EmoExpression=True|Sentiment::markable_148::Sentiment=True|Sentiment::markable_148::Sarcasm=false|Sentiment::markable_148::Polarity=positive|EmoExpression::markable_149::Intensity=medium Sentiment::markable_148::Sentiment=True case=acc|Target::markable_150::Anaphref=empty|num=sg|Sentiment::markable_148::Sentiment=True|*=True|Target::markable_150::Target=True|Target::markable_150::Preferred=true _ case=acc|Sentiment::markable_151::Sarcasm=false|Target::markable_152::Target=True|Negation::markable_154::Negation=True|Sentiment::markable_151::Polarity=positive|gender=fem|Target::markable_152::Preferred=true|Negation::markable_154::EmoExpressionRef=emo-expression:markable_153|num=sg|Sentiment::markable_151::Intensity=medium|Target::markable_152::Anaphref=empty|Sentiment::markable_151::Sentiment=True case=acc|Target::markable_152::Target=True|EmoExpression::markable_153::Uncertain=false|gender=fem|pos=True|EmoExpression::markable_153::SubjectiveFact=false|EmoExpression::markable_153::Polarity=positive|num=sg|EmoExpression::markable_153::Sarcasm=false|EmoExpression::markable_153::EmoExpression=True|EmoExpression::markable_153::Intensity=medium|Sentiment::markable_151::Sentiment=True case=acc|gender=fem|Target::markable_152::Target=True|num=sg|Sentiment::markable_151::Sentiment=True
337294998791942145	positive	Laut Forbes ist Merkel wieder mächtigste Frau der Welt . Zum wievielten Mal eigentlich ?	laut Forbes sein Merkel wieder mächtig Frau die Welt . zu <UNKNOWN> Mal eigentlich ?	APPR NN VAFIN NE ADV ADJA NN ART NN $. APPRART ADJA NN ADV $.	3/MO 1/NK 0/-- 3/SB 3/MO 7/NK 3/PD 9/NK 7/AG 9/-- 0/-- 13/NK 11/NK 11/MO 14/--	Sentiment::markable_155::Sarcasm=false|Sentiment::markable_155::Polarity=positive|Sentiment::markable_155::Sentiment=True|Sentiment::markable_155::Intensity=strong case=dat|num=sg|Source::markable_156::Source=True|*=True|Sentiment::markable_155::Sentiment=True|Source::markable_156::Anaphref=empty pers=3|Sentiment::markable_155::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|num=sg|Target::markable_157::Target=True|gender=neut|Target::markable_157::Anaphref=empty|Sentiment::markable_155::Sentiment=True|Target::markable_157::Preferred=true Sentiment::markable_155::Sentiment=True case=nom|EmoExpression::markable_158::SubjectiveFact=false|gender=masc|EmoExpression::markable_158::Sarcasm=false|Sentiment::markable_155::Sentiment=True|num=sg|EmoExpression::markable_158::Intensity=strong|EmoExpression::markable_158::Uncertain=false|sup=True|EmoExpression::markable_158::EmoExpression=True|EmoExpression::markable_158::Polarity=positive case=nom|gender=fem|num=sg|Sentiment::markable_155::Sentiment=True case=gen|gender=fem|num=sg|Sentiment::markable_155::Sentiment=True case=gen|gender=fem|num=sg|Sentiment::markable_155::Sentiment=True Sentiment::markable_155::Sentiment=True case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg _ _
