324257473294917633	negative	Auf dem Tisch liegen Mozart Kugeln , ber ich will mich nicht bewegen ... %NegSmiley	auf die Tisch liegen Mozart Kugel , ber ich wollen ich nicht bewegen ... %NegSmiley	APPR ART NN VVFIN NE NN $, VVFIN PPER VMFIN PPER PTKNEG VVINF $. ITJ	4/MO 3/NK 1/NK 0/-- 6/NK 4/SB 6/-- 4/CJ 8/SB 8/MO 13/OA 10/NG 10/OC 13/-- 10/DM	_ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=nom|gender=fem|num=pl _ Sentiment::markable_1::Sarcasm=false|Sentiment::markable_1::Intensity=medium|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Polarity=negative case=nom|Target::markable_3::Anaphref=empty|*=True|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True|pers=1|num=sg|Target::markable_3::Target=True pers=1|num=sg|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|pers=1|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|EmoExpression::markable_2::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=negative|EmoExpression::markable_2::EmoExpression=True|Sentiment::markable_1::Sentiment=True
338034268771061760	positive	Weil ich nett bin : %Link cc Der %User betätigt sich morgen als Kinovorführer ! SPD Lingen Jubiläum Film	weil ich nett sein : %Link cc die %User betätigen sich morgen als Kinovorführer ! SPD Lingen Jubiläum Film	KOUS PPER ADJD VAFIN $. XY NE ART NE VVFIN PRF ADV KOKOM NN $. NE ADJA NN NN	4/CP 4/SB 4/PD 10/MO 4/-- 0/-- 9/PNC 9/NK 10/SB 0/-- 10/OA 10/MO 14/CM 10/MO 14/-- 18/SB 18/NK 0/-- 18/NK	Sentiment::markable_100500292::Sarcasm=false|Sentiment::markable_100500292::Sentiment=True|Sentiment::markable_100500292::Intensity=medium|Sentiment::markable_100500292::Polarity=positive case=nom|Target::markable_100500293::Target=True|*=True|Target::markable_100500293::Preferred=true|pers=1|num=sg|Target::markable_100500293::Anaphref=empty|Sentiment::markable_100500292::Sentiment=True EmoExpression::markable_100500294::EmoExpression=True|EmoExpression::markable_100500294::Sarcasm=false|pos=True|EmoExpression::markable_100500294::Polarity=positive|EmoExpression::markable_100500294::Uncertain=false|EmoExpression::markable_100500294::Intensity=medium|EmoExpression::markable_100500294::SubjectiveFact=false|Sentiment::markable_100500292::Sentiment=True pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_100500292::Sentiment=True _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg
337430804567322626	neutral	Welche Sonderrechte meinen Sie ? Niemand der einen Abgeordneten trifft muss sich vorne in der Schlange anstellen .	welche Sonderrecht meinen Sie ? niemand die einen Abgeordnete treffen müssen sich vorne in die Schlange anstellen .	PIAT NN VVFIN PPER $. PIS ART ADJA NN VVFIN VMFIN PRF ADV APPR ART NN VVINF $.	2/NK 3/SB 0/-- 3/SB 4/-- 10/SB 9/NK 9/NK 6/AG 11/OC 0/-- 17/OA 17/MO 17/MO 16/NK 14/NK 11/OC 17/--	case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|*=True|num=pl|pos=True case=acc|*=True|num=pl pers=3|num=sg|tense=pres|mood=ind pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _
326068577159487490	negative	Wenn Seehofer sagt , er wusste vorher von Hoeness ' Vorhaben , sich selbst anzuzeigen , ist das d. Mitwisserschaft ? Steuerhinterziehung Jauch	wenn Seehofer sagen , er wissen vorher von Hoeness ' Vorhaben , sich selbst anzeigen , sein die d. Mitwisserschaft ? Steuerhinterziehung Jauch	KOUS NE VVFIN $, PPER VVFIN ADV APPR NN $( NN $, PRF ADV VVIZU $, VAFIN PDS ART NN $. NN NE	3/CP 3/SB 17/MO 3/-- 6/SB 3/OC 6/MO 6/OP 8/NK 9/-- 9/CJ 11/-- 15/OA 13/MNR 6/OC 15/-- 0/-- 17/SB 20/NK 17/PD 20/-- 0/-- 22/NK	_ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=past|mood=ind _ _ case=dat|gender=fem|num=pl _ case=dat|gender=fem|num=pl _ case=acc|pers=3|num=sg _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=acc|gender=fem|num=sg _ case=nom|EmoExpression::markable_100500353::EmoExpression=True|gender=fem|EmoExpression::markable_100500353::Polarity=negative|EmoExpression::markable_100500353::Sarcasm=false|num=sg|EmoExpression::markable_100500353::SubjectiveFact=false|EmoExpression::markable_100500353::Uncertain=false|EmoExpression::markable_100500353::Intensity=medium case=nom|gender=fem|num=sg
335974005439881216	neutral	Mehr Katz3n in der Politik und im Landtag NRW opennrw opennrw13	mehr Katz3n in die Politik und in Landtag NRW opennrw opennrw13	ADV NE APPR ART NN KON APPRART NN NE VVFIN CARD	2/MO 0/-- 10/MO 5/NK 3/NK 3/CD 6/CJ 7/NK 8/NK 2/OC 10/NK	*=True case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg _ _
334760443904155648	neutral	DIE LINKE - Antrag im staDDrat : Ergebnisse und Konsequenzen der Eingemeindungen in die Landeshauptstadt Dresden	die links - Antrag in staDDrat : Ergebnis und Konsequenz die Eingemeindungen in die Landeshauptstadt Dresden	ART ADJA $( NN APPRART NN $. NN KON NN ART NN APPR ART NN NE	4/NK 4/NK 2/-- 8/PD 4/MNR 5/NK 6/-- 0/-- 8/CD 9/CJ 12/NK 8/AG 12/MNR 15/NK 13/NK 15/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=neut|num=pl _ case=acc|gender=fem|num=pl case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|gender=neut|num=sg
317387224498962432	negative	Obama hat es redlich probiert . Aber viele Abgeordnete wollen es sich nicht mit den Waffenbesitzern verscherzen . Und das war ' s ...	Obama haben es redlich probieren . aber viele Abgeordnete wollen es sich nicht mit die Waffenbesitzer verscherzen . und die sein ' s ...	NN VAFIN PPER ADJD VVPP $. ADV PIAT NN VMFIN PPER PRF PTKNEG APPR ART NN VVINF $. KON PDS VAFIN $( NN $.	2/SB 0/-- 5/OA 5/MO 2/OC 5/-- 8/MO 9/NK 10/SB 0/-- 17/OA 17/OA 10/NG 17/MO 16/NK 14/NK 10/OC 17/-- 21/JU 21/SB 0/-- 21/-- 21/PD 23/--	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 pos=True _ _ _ case=nom|*=True|num=pl case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg|pers=3 case=dat|pers=3|num=pl _ _ case=dat|gender=neut|num=pl case=dat|gender=neut|num=pl EmoExpression::markable_100500295::Sarcasm=false|EmoExpression::markable_100500295::Uncertain=false|EmoExpression::markable_100500295::Intensity=medium|EmoExpression::markable_100500295::SubjectiveFact=false|EmoExpression::markable_100500295::Polarity=negative|EmoExpression::markable_100500295::EmoExpression=True _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind _ _ _
317805818466676738	positive	Westerwelle warnt Nordkorea vor Eskalation %Link wirtschaft news	Westerwelle warnen Nordkorea vor Eskalation %Link wirtschaft news	NN VVFIN NE APPR NN XY ADJA NN	2/SB 0/-- 2/OA 2/OP 4/NK 5/NK 8/NK 5/PD	case=nom|Source::markable_100500298::Source=True|Source::markable_100500298::Anaphref=empty|*=True|num=sg|Sentiment::markable_100500296::Sarcasm=false|Sentiment::markable_100500296::Intensity=medium|Sentiment::markable_100500296::Polarity=positive|Sentiment::markable_100500296::Sentiment=True EmoExpression::markable_100500299::Polarity=negative|mood=ind|EmoExpression::markable_100500299::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_100500299::Uncertain=false|EmoExpression::markable_100500299::Intensity=medium|Sentiment::markable_100500296::Sentiment=True|EmoExpression::markable_100500299::Sarcasm=false|EmoExpression::markable_100500299::SubjectiveFact=false case=acc|EmoExpression::markable_100500354::Sarcasm=false|Target::markable_100500297::Target=True|EmoExpression::markable_100500354::Intensity=medium|gender=neut|EmoExpression::markable_100500354::SubjectiveFact=true|Target::markable_100500297::Anaphref=empty|num=sg|Target::markable_100500297::Preferred=true|EmoExpression::markable_100500354::Uncertain=false|Sentiment::markable_100500296::Sentiment=True|EmoExpression::markable_100500354::Polarity=negative|EmoExpression::markable_100500354::EmoExpression=True Sentiment::markable_100500296::Sentiment=True case=dat|EmoExpression::markable_100500300::Sarcasm=false|Sentiment::markable_100500296::Sentiment=True|EmoExpression::markable_100500300::SubjectiveFact=false|gender=fem|EmoExpression::markable_100500300::EmoExpression=True|EmoExpression::markable_100500300::Polarity=negative|num=sg|EmoExpression::markable_100500300::Uncertain=false|EmoExpression::markable_100500300::Intensity=medium case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _
324630978666569729	neutral	Für jede getrunkene Kiste Krombacher pflanzen wir einen Piraten in den Bundestag Piraten Slogan	für jede getrunken Kiste Krombacher pflanzen wir eine Pirat in die Bundestag Pirat Slogan	APPR PIAT ADJA NN NN VVFIN PPER ART NN APPR ART NN NN NN	6/MO 4/NK 4/NK 1/NK 4/AG 0/-- 6/SB 9/NK 6/OA 6/MO 12/NK 10/NK 6/OA 13/NK	_ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg case=gen|*=True|num=pl pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=masc|num=sg
324600417734520834	neutral	Die Tatsache , dass bereits die Ost - CDU 1956 den Slogan " Das Wir entscheidet " verwendete , konnte sich nicht viral verbreiten . Warum ?	die Tatsache , dass bereits die Ost - CDU @card@ die Slogan " die wir entscheiden " verwenden , können sich nicht viral verbreiten . warum ?	ART NN $, KOUS ADV ART NN $( NE CARD ART NN $( PDS PPER VVFIN $( VVFIN $, VMFIN PRF PTKNEG ADJD VVINF $. PWAV $.	2/NK 20/SB 2/-- 18/CP 18/MO 7/NK 18/SB 7/-- 7/PAR 9/NK 12/NK 18/OA 14/-- 12/AG 16/SB 14/RC 16/-- 2/OC 18/-- 0/-- 24/OA 20/NG 24/MO 20/OC 24/-- 0/-- 26/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=acc|gender=neut|num=sg case=nom|*=True|num=pl|pers=1 pers=3|num=sg|tense=pres|mood=ind _ pers=3|num=sg|tense=past|mood=ind _ pers=3|num=sg|tense=past|mood=ind case=acc|pers=3|num=sg _ pos=True _ _ _ _
338027189859647488	positive	Die Grünen sollten man in sich gehen . Da ist einiges im Argen . Israel u. a .	die Grüne sollen man in sich gehen . da sein einige in Arge . Israel um a .	ART NN VMFIN PIS APPR PRF VVINF $. ADV VAFIN PIAT APPRART NN $. NE APPR FM $.	2/NK 3/SB 0/-- 3/SB 7/MO 5/NK 3/OC 7/-- 10/MO 0/-- 10/SB 10/MO 12/NK 13/-- 0/-- 15/MNR 16/NK 17/--	case=nom|Target::markable_100500322::Anaphref=empty|Sentiment::markable_100500321::Sentiment=True|Sentiment::markable_100500321::Sarcasm=false|*=True|Target::markable_100500322::Target=True|Sentiment::markable_100500321::Intensity=medium|num=pl|Target::markable_100500322::Preferred=true|Sentiment::markable_100500321::Polarity=positive case=nom|*=True|num=pl|Target::markable_100500322::Target=True|Sentiment::markable_100500321::Sentiment=True pers=3|num=pl|tense=past|mood=ind|Sentiment::markable_100500321::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_100500321::Sentiment=True Sentiment::markable_100500321::Sentiment=True case=dat|pers=3|num=sg|Sentiment::markable_100500321::Sentiment=True Sentiment::markable_100500321::Sentiment=True Sentiment::markable_100500321::Sentiment=True Sentiment::markable_100500321::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500321::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_100500321::Sentiment=True case=dat|EmoExpression::markable_100500323::SubjectiveFact=false|EmoExpression::markable_100500323::Sarcasm=false|Sentiment::markable_100500321::Sentiment=True|EmoExpression::markable_100500323::EmoExpression=True|gender=neut|EmoExpression::markable_100500323::Uncertain=false|EmoExpression::markable_100500323::Intensity=medium|EmoExpression::markable_100500323::Polarity=negative|num=sg case=dat|gender=neut|num=sg|Sentiment::markable_100500321::Sentiment=True|EmoExpression::markable_100500323::EmoExpression=True Sentiment::markable_100500321::Sentiment=True case=nom|gender=neut|num=sg _ _ _
318602432772988929	negative	Ex - Bundespräsident - Staatsanwälte in der Falle , die Zumutungen der Causa Wulff %Link via %User Wulff	Ex - Bundespräsident - Staatsanwalt in die Falle , die Zumutung die Causa Wulff %Link via %User Wulff	NN $( NN $( NN APPR ART NN $, ART NN ART NN NE XY APPR NE NE	0/-- 1/-- 1/CJ 3/-- 3/CJ 5/MNR 8/NK 6/NK 8/-- 11/NK 5/CJ 13/NK 11/AG 13/NK 0/-- 11/MNR 18/PNC 16/NK	_ _ case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|EmoExpression::markable_100500306::Uncertain=false|gender=fem|EmoExpression::markable_100500306::EmoExpression=True|EmoExpression::markable_100500306::Polarity=negative|num=sg|EmoExpression::markable_100500306::Sarcasm=false|EmoExpression::markable_100500306::Intensity=medium|EmoExpression::markable_100500306::SubjectiveFact=false _ case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=nom|*=True|num=sg case=gen|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
335975768389738498	neutral	Mehr Katz3n in der Politik und im Landtag NRW opennrw opennrw13	mehr Katz3n in die Politik und in Landtag NRW opennrw opennrw13	ADV NE APPR ART NN KON APPRART NN NE VVFIN CARD	2/MO 0/-- 10/MO 5/NK 3/NK 3/CD 6/CJ 7/NK 8/NK 2/OC 10/NK	*=True case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg _ _
336324158881398785	neutral	Mehr Katz3n in der Politik und im Landtag NRW opennrw opennrw13	mehr Katz3n in die Politik und in Landtag NRW opennrw opennrw13	ADV NE APPR ART NN KON APPRART NN NE VVFIN CARD	2/MO 0/-- 10/MO 5/NK 3/NK 3/CD 6/CJ 7/NK 8/NK 2/OC 10/NK	*=True case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg _ _
336235575004782594	neutral	%Link fliegt mit Rösler ins Start - up - Mekka	%Link fliegen mit Rösler in Start - up - Mekka	XY VVFIN APPR NE APPRART NN $( NE $( NE	0/-- 0/-- 2/MO 3/NK 2/MO 5/NK 6/-- 6/APP 8/-- 6/AG	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=masc|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ _ pers=2|num=sg|mood=imp
333309405334495233	neutral	alternativlos ist ziemlich ... Merkel ... Ich hätte ja auch die Hardcore - Variante ausprobieren wollen . Hauptsache , sie kommt	alternativlos sein ziemlich ... Merkel ... ich haben ja auch die Hardcore - Variante ausprobieren wollen . Hauptsache , sie kommen	ADJD VAFIN ADV $. NE $. PPER VAFIN ADV ADV ART NN $( NN VVINF VMFIN $. NN $, PPER VVFIN	2/PD 0/-- 2/MO 3/-- 0/-- 5/-- 8/SB 0/-- 16/MO 12/MO 12/NK 16/SB 12/-- 15/OA 16/OC 8/OC 16/-- 20/RE 18/-- 21/SB 0/--	pos=True pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|*=True|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=subj _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg _ pers=3|num=pl|tense=pres|mood=ind _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind
333667590582980609	neutral	so habe ich das nicht verstanden .	so haben ich die nicht verstehen .	ADV VAFIN PPER PDS PTKNEG VVPP $.	2/MO 0/-- 2/SB 6/OA 6/NG 2/OC 6/--	_ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg _ _ _
333688506868187136	negative	Gregor Gysi : " Kanzlerin Merkel kommt nicht daran vorbei , dass der Bundeswehreinsatz in Afghanistan gescheitert ist ... "	Gregor Gysi : " Kanzlerin Merkel kommen nicht daran vorbei , dass die Bundeswehreinsatz in Afghanistan scheitern sein ... "	NE NE $. $( NN NE VVFIN PTKNEG PAV PTKVZ $, KOUS ART NN APPR NE VVPP VAFIN $. $(	2/PNC 0/-- 2/-- 3/-- 7/SB 5/NK 2/RS 7/NG 7/NK 7/SVP 10/-- 18/CP 14/NK 18/SB 17/MO 15/NK 18/OC 7/SB 18/-- 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ _ case=nom|Sentiment::markable_100500318::Polarity=negative|Target::markable_100500319::Preferred=true|gender=masc|Sentiment::markable_100500318::Sentiment=True|Target::markable_100500319::Anaphref=empty|Sentiment::markable_100500318::Intensity=medium|num=sg|Target::markable_100500319::Target=True|Sentiment::markable_100500318::Sarcasm=false case=nom|gender=masc|Sentiment::markable_100500318::Sentiment=True|num=sg|Target::markable_100500319::Target=True Sentiment::markable_100500318::Sentiment=True|Target::markable_100500319::Target=True case=dat|gender=neut|Sentiment::markable_100500318::Sentiment=True|num=sg|Target::markable_100500319::Target=True EmoExpression::markable_100500320::Polarity=negative|EmoExpression::markable_100500320::Sarcasm=false|EmoExpression::markable_100500320::Uncertain=false|EmoExpression::markable_100500320::Intensity=medium|Sentiment::markable_100500318::Sentiment=True|EmoExpression::markable_100500320::SubjectiveFact=false|EmoExpression::markable_100500320::EmoExpression=True pers=3|Sentiment::markable_100500318::Sentiment=True|num=sg|tense=pres|mood=ind _ _
335143584397410305	positive	Obama und Erdogan : " Wir sind uns beide einig , dass Assad weg muss " - Handelsblatt	Obama und Erdogan : " wir sein wir beide einig , dass Assad weg müssen " - Handelsblatt	NN KON NE $. $( PPER VAFIN PPER PIS ADJD $, KOUS NE ADV VMFIN $( $( NN	7/SB 1/CD 2/CJ 3/-- 4/-- 7/SB 0/-- 10/DA 8/NK 7/PD 10/-- 15/CP 15/SB 15/MO 7/MO 15/-- 16/-- 7/PAR	case=nom|gender=fem|num=sg|Source::markable_100500328::Source=True|Source::markable_100500328::Anaphref=empty Source::markable_100500328::Source=True case=nom|gender=neut|num=sg|Source::markable_100500328::Source=True _ _ case=nom|*=True|Sentiment::markable_100500324::Sentiment=True|pers=1|num=pl|Source::markable_100500325::Source=True|Sentiment::markable_100500324::Polarity=positive|Sentiment::markable_100500324::Intensity=medium|Sentiment::markable_100500324::Sarcasm=false|Source::markable_100500325::Anaphref=markable_100500328 pers=1|num=pl|tense=pres|mood=ind|Sentiment::markable_100500324::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_100500324::Sentiment=True|pers=1 case=acc|*=True|num=pl|Sentiment::markable_100500324::Sentiment=True pos=True|Sentiment::markable_100500324::Sentiment=True Sentiment::markable_100500324::Sentiment=True Sentiment::markable_100500324::Sentiment=True case=nom|Target::markable_100500326::Target=True|Target::markable_100500326::Preferred=true|num=sg|Target::markable_100500326::Anaphref=empty|*=True|Sentiment::markable_100500324::Sentiment=True EmoExpression::markable_100500327::Intensity=medium|EmoExpression::markable_100500327::Polarity=negative|EmoExpression::markable_100500327::SubjectiveFact=false|EmoExpression::markable_100500327::Sarcasm=false|EmoExpression::markable_100500327::EmoExpression=True|EmoExpression::markable_100500327::Uncertain=false|Sentiment::markable_100500324::Sentiment=True pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=neut|num=sg
325689729628643328	negative	Aus für die Strompreisbremse - Kanzleramt gibt auf : Schwarz - Gelb kann keine Energ ... : Aus für die Strompreisbre ...	Aus für die Strompreisbremse - Kanzleramt geben auf : Schwarz - Gelb können keine Energ ... : aus für die Strompreisbre ...	NN APPR ART NN $( NN VVFIN PTKVZ $. NE $( NN VMFIN PIAT NN $. $. APPR APPR ART NN $.	7/PAR 1/MNR 4/NK 2/NK 4/-- 7/OA 0/-- 7/SVP 8/-- 12/NK 10/-- 13/SB 7/CJ 15/NK 13/SB 15/-- 0/-- 0/-- 18/MO 21/NK 19/NK 21/--	EmoExpression::markable_100500308::Intensity=medium|Sentiment::markable_100500309::Intensity=medium|EmoExpression::markable_100500308::Polarity=negative|Sentiment::markable_100500309::Sentiment=True|EmoExpression::markable_100500308::Sarcasm=false|Sentiment::markable_100500309::Polarity=negative|EmoExpression::markable_100500308::EmoExpression=True|EmoExpression::markable_100500308::SubjectiveFact=false|Sentiment::markable_100500309::Sarcasm=false|EmoExpression::markable_100500308::Uncertain=false Sentiment::markable_100500309::Sentiment=True case=acc|Sentiment::markable_100500309::Sentiment=True|Target::markable_100500310::Anaphref=empty|num=sg|gender=fem|Target::markable_100500310::Target=True|Target::markable_100500310::Preferred=true case=acc|gender=fem|Target::markable_100500310::Target=True|num=sg|Sentiment::markable_100500309::Sentiment=True _ case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ pos=True _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ Sentiment::markable_100500311::Sarcasm=false|EmoExpression::markable_100500312::EmoExpression=True|Sentiment::markable_100500311::Sentiment=True|EmoExpression::markable_100500312::Sarcasm=false|Sentiment::markable_100500311::Polarity=negative|EmoExpression::markable_100500312::Polarity=negative|Sentiment::markable_100500311::Intensity=medium|EmoExpression::markable_100500312::SubjectiveFact=false|EmoExpression::markable_100500312::Intensity=medium|EmoExpression::markable_100500312::Uncertain=false Sentiment::markable_100500311::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_100500311::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_100500311::Sentiment=True _
336252088189333505	mixed	Die Quahl der Wahl bei Nisi ! %PosSmiley %Link	die Quahl die Wahl bei Nisi ! %PosSmiley %Link	ART NN ART NN APPR NE $. ITJ XY	2/NK 0/-- 4/NK 2/AG 4/MNR 5/NK 6/-- 6/NK 0/--	case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_100500307::Uncertain=false|gender=fem|EmoExpression::markable_100500307::Intensity=medium|EmoExpression::markable_100500307::Sarcasm=false|EmoExpression::markable_100500307::SubjectiveFact=false|EmoExpression::markable_100500307::Polarity=negative|num=sg|EmoExpression::markable_100500307::EmoExpression=True case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ case=dat|*=True|num=sg _ case=dat|EmoExpression::markable_64::Sarcasm=false|EmoExpression::markable_64::SubjectiveFact=false|EmoExpression::markable_64::EmoExpression=True|*=True|EmoExpression::markable_64::Intensity=medium|num=sg|EmoExpression::markable_64::Polarity=positive|EmoExpression::markable_64::Uncertain=false _
319193745713164288	negative	Ein Politiker der Mao zitiert . Das ist die FDP ! Lanz	eine Politiker die Mao zitieren . die sein die FDP ! Lanz	ART NN ART NE VVPP $. PDS VAFIN ART NE $. NN	2/NK 0/-- 4/NK 5/DA 2/RC 5/-- 8/SB 0/-- 10/NK 8/PD 10/-- 0/--	case=nom|num=sg|Sentiment::markable_100500313::Sentiment=True|gender=masc|Sentiment::markable_100500313::Polarity=negative|Sentiment::markable_100500313::Sarcasm=false|Sentiment::markable_100500313::Intensity=medium case=nom|gender=masc|num=sg|Sentiment::markable_100500313::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500313::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500313::Sentiment=True Sentiment::markable_100500313::Sentiment=True Sentiment::markable_100500313::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_100500313::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500313::Sentiment=True case=nom|num=sg|Target::markable_100500314::Target=True|gender=fem|Target::markable_100500314::Preferred=true|Sentiment::markable_100500313::Sentiment=True|Target::markable_100500314::Anaphref=empty case=nom|gender=fem|num=sg|Sentiment::markable_100500313::Sentiment=True|Target::markable_100500314::Target=True Sentiment::markable_100500313::Sentiment=True case=nom|gender=fem|num=sg
318822017405173760	negative	Partybrot ‚Peppe’ mit Teufelssalat : Leibgericht von Kommissar Merkel . Rezepte im Roman Anhang. %Link ebook %User	Partybrot ‚Peppe’ mit Teufelssalat : Leibgericht von Kommissar Merkel . Rezept in Roman Anhang. %Link ebook %User	NN ADJD APPR NN $. NN APPR NN NE $. NN APPRART NN NN XY NE NE	0/-- 1/MNR 2/MO 3/NK 4/-- 4/APP 6/PG 7/NK 8/NK 9/-- 0/-- 11/MNR 12/NK 13/NK 0/-- 17/PNC 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ case=nom|Sentiment::markable_100500315::Sentiment=True|EmoExpression::markable_100500317::Intensity=medium|gender=masc|Sentiment::markable_100500315::Intensity=medium|EmoExpression::markable_100500317::SubjectiveFact=false|EmoExpression::markable_100500317::Uncertain=false|num=sg|EmoExpression::markable_100500317::Sarcasm=false|EmoExpression::markable_100500317::Polarity=negative|Sentiment::markable_100500315::Sarcasm=false|EmoExpression::markable_100500317::EmoExpression=True|Sentiment::markable_100500315::Polarity=negative case=dat|Target::markable_100500316::Target=True|num=sg|Sentiment::markable_100500315::Sentiment=True|Target::markable_100500316::Anaphref=empty|gender=masc|Target::markable_100500316::Preferred=true _ case=nom|gender=masc|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg *=True *=True _ _
