327476868259409922	positive	Cheets ! %Link schauen wir mal , ob der %User gerade raus geht %PosSmiley fb	Cheets ! %Link schauen wir mal , ob die %User gerade raus gehen %PosSmiley fb	NN $. XY VVFIN PPER ADV $, KOUS ART NE ADV ADV VVFIN ITJ NN	0/-- 1/-- 0/-- 0/-- 4/SB 4/MO 6/-- 13/CP 10/NK 13/SB 12/MO 13/MO 4/OC 15/NK 13/SB	_ _ pos=True pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium case=acc|gender=fem|num=sg
327456647289131008	negative	Nun , quengelte ich für sie im Grossen , bade mich	nun , quengeln ich für sie in Grosse , baden ich	ADV $, VVFIN PPER APPR PPER APPRART NN $, VVFIN PRF	10/MO 1/-- 0/-- 3/SB 3/MO 5/NK 3/MO 7/NK 8/-- 3/CJ 10/OA	_ _ EmoExpression::markable_100500316::SubjectiveFact=false|EmoExpression::markable_100500316::Intensity=medium|EmoExpression::markable_100500316::Sarcasm=false|mood=ind|EmoExpression::markable_100500316::EmoExpression=True|EmoExpression::markable_100500316::Uncertain=false|pers=1|EmoExpression::markable_100500316::Polarity=negative|num=sg|tense=past case=nom|*=True|num=sg|pers=1 _ case=acc|*=True|num=pl|pers=3 case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=subj case=acc|*=True|num=sg|pers=1
328116872870514688	positive	Gut : Meltzer als Interviewpartner zu bekommen . Schlecht : Ihn die Baseballkappe aufbehalten zu lassen. ecw	Gut : Meltzer als Interviewpartner zu bekommen . schlecht : er die Baseballkappe aufbehalten zu lassen. ecw	NN $. NN KOKOM NN PTKZU VVINF $. ADJD $. PPER ART NN VVPP APPR NE ADJA	0/-- 1/-- 7/OA 7/MO 4/NK 7/PM 1/SB 7/-- 14/MO 9/-- 14/DA 13/NK 14/OA 0/-- 17/MO 15/NK 14/MO	EmoExpression::markable_100500323::SubjectiveFact=false|Sentiment::markable_100500322::Intensity=medium|EmoExpression::markable_100500323::EmoExpression=True|EmoExpression::markable_100500323::Uncertain=false|pos=True|EmoExpression::markable_100500323::Intensity=medium|EmoExpression::markable_100500323::Polarity=positive|EmoExpression::markable_100500323::Sarcasm=false|Sentiment::markable_100500322::Sentiment=True|Sentiment::markable_100500322::Sarcasm=false|Sentiment::markable_100500322::Polarity=positive Sentiment::markable_100500322::Sentiment=True case=acc|num=pl|Sentiment::markable_100500322::Sentiment=True|Target::markable_100500324::Target=True|Target::markable_100500324::Preferred=true|gender=masc|Target::markable_100500324::Anaphref=empty Sentiment::markable_100500322::Sentiment=True|Target::markable_100500324::Target=True case=nom|gender=masc|num=sg|Sentiment::markable_100500322::Sentiment=True|Target::markable_100500324::Target=True Sentiment::markable_100500322::Sentiment=True|Target::markable_100500324::Target=True Sentiment::markable_100500322::Sentiment=True|Target::markable_100500324::Target=True Sentiment::markable_100500322::Sentiment=True EmoExpression::markable_100500326::Sarcasm=false|EmoExpression::markable_100500326::SubjectiveFact=false|Sentiment::markable_100500325::Sarcasm=false|EmoExpression::markable_100500326::Polarity=negative|Sentiment::markable_100500325::Polarity=positive|Sentiment::markable_100500325::Intensity=medium|EmoExpression::markable_100500326::EmoExpression=True|pos=True|Sentiment::markable_100500325::Sentiment=True|EmoExpression::markable_100500326::Uncertain=false|EmoExpression::markable_100500326::Intensity=medium Sentiment::markable_100500325::Sentiment=True case=acc|Target::markable_100500327::Anaphref=empty|gender=masc|pers=3|Target::markable_100500327::Preferred=true|Sentiment::markable_100500325::Sentiment=True|num=sg|Target::markable_100500327::Target=True case=acc|gender=fem|Sentiment::markable_100500325::Sentiment=True|num=sg|Target::markable_100500327::Target=True case=acc|gender=fem|Sentiment::markable_100500325::Sentiment=True|num=sg|Target::markable_100500327::Target=True Sentiment::markable_100500325::Sentiment=True|Target::markable_100500327::Target=True Sentiment::markable_100500325::Sentiment=True|Target::markable_100500327::Target=True case=dat|*=True|Sentiment::markable_100500325::Sentiment=True|num=sg _
322459879224795136	positive	Livecam Girls : Ein ganz verdorbenes Teenygirl mit verdammt geilen High Heels !	Livecam Girls : eine ganz verdorben Teenygirl mit verdammt geil High Heels !	NN NN $. ART ADV ADJA NN APPR ADJD ADJA NN NN $.	0/-- 1/NK 2/-- 7/NK 6/MO 7/NK 1/PAR 7/MNR 10/MO 12/NK 12/NK 8/NK 12/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|Sentiment::markable_100500308::Polarity=positive|Sentiment::markable_100500308::Sarcasm=false|Sentiment::markable_100500308::Intensity=medium|gender=masc|Sentiment::markable_100500308::Sentiment=True|Target::markable_100500309::Preferred=true|num=sg|Target::markable_100500309::Anaphref=empty|Target::markable_100500309::Target=True Intensifier::markable_100500311::Intensifier=True|Target::markable_100500309::Target=True|Intensifier::markable_100500311::Degree=medium|Intensifier::markable_100500311::EmoExpressionRef=emo-expression:markable_100500310|Sentiment::markable_100500308::Sentiment=True case=nom|EmoExpression::markable_100500310::SubjectiveFact=false|EmoExpression::markable_100500310::Polarity=negative|gender=neut|Sentiment::markable_100500308::Sentiment=True|EmoExpression::markable_100500310::Uncertain=false|pos=True|EmoExpression::markable_100500310::Intensity=medium|EmoExpression::markable_100500310::EmoExpression=True|num=sg|EmoExpression::markable_100500310::Sarcasm=false|Target::markable_100500309::Target=True case=nom|gender=neut|num=sg|Target::markable_100500309::Target=True|Sentiment::markable_100500308::Sentiment=True _ Sentiment::markable_100500312::Intensity=medium|Sentiment::markable_100500312::Sarcasm=false|Target::markable_100500313::Target=True|Intensifier::markable_100500315::EmoExpressionRef=emo-expression:markable_100500314|Target::markable_100500313::Anaphref=empty|Target::markable_100500313::Preferred=true|Intensifier::markable_100500315::Intensifier=True|Sentiment::markable_100500312::Sentiment=True|Sentiment::markable_100500312::Polarity=positive|Intensifier::markable_100500315::Degree=medium case=dat|EmoExpression::markable_100500314::Uncertain=false|gender=fem|EmoExpression::markable_100500314::Intensity=medium|pos=True|EmoExpression::markable_100500314::SubjectiveFact=false|EmoExpression::markable_100500314::Sarcasm=false|EmoExpression::markable_100500314::Polarity=positive|num=pl|EmoExpression::markable_100500314::EmoExpression=True|Target::markable_100500313::Target=True|Sentiment::markable_100500312::Sentiment=True Sentiment::markable_100500312::Sentiment=True|Target::markable_100500313::Target=True case=gen|gender=masc|num=sg|Target::markable_100500313::Target=True|Sentiment::markable_100500312::Sentiment=True _
322209020041641985	positive	Same here ! Ich hoffe du hast trotzdem einen schönen Tag !	Same here ! ich hoffen du haben trotzdem eine schön Tag !	NN VVFIN $. PPER VVFIN PPER VAFIN PAV ART ADJA NN $.	2/SB 0/-- 2/-- 5/SB 0/-- 7/SB 5/OC 11/NK 11/NK 11/NK 7/OA 11/--	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=subj _ case=nom|Sentiment::markable_100500303::Sarcasm=false|Sentiment::markable_100500303::Polarity=positive|Sentiment::markable_100500303::Intensity=medium|*=True|Source::markable_100500304::Source=True|pers=1|Sentiment::markable_100500303::Sentiment=True|num=sg|Source::markable_100500304::Anaphref=empty EmoExpression::markable_100500305::SubjectiveFact=false|EmoExpression::markable_100500305::Intensity=medium|EmoExpression::markable_100500305::Sarcasm=false|mood=ind|EmoExpression::markable_100500305::EmoExpression=True|EmoExpression::markable_100500305::Uncertain=false|EmoExpression::markable_100500305::Polarity=positive|pers=1|Sentiment::markable_100500303::Sentiment=True|num=sg|tense=pres case=nom|Target::markable_100500306::Target=True|*=True|pers=2|Sentiment::markable_100500303::Sentiment=True|num=sg|Target::markable_100500306::Preferred=true|Target::markable_100500306::Anaphref=empty pers=2|Sentiment::markable_100500303::Sentiment=True|num=sg|tense=pres|mood=ind|Target::markable_100500306::Target=True Sentiment::markable_100500303::Sentiment=True|Target::markable_100500306::Target=True case=acc|gender=masc|Sentiment::markable_100500303::Sentiment=True|num=sg|Target::markable_100500306::Target=True case=acc|EmoExpression::markable_100500307::Uncertain=false|gender=masc|EmoExpression::markable_100500307::Intensity=medium|Target::markable_100500306::Target=True|pos=True|EmoExpression::markable_100500307::SubjectiveFact=false|EmoExpression::markable_100500307::Sarcasm=false|EmoExpression::markable_100500307::Polarity=positive|Sentiment::markable_100500303::Sentiment=True|num=sg|EmoExpression::markable_100500307::EmoExpression=True case=acc|gender=masc|Sentiment::markable_100500303::Sentiment=True|num=sg|Target::markable_100500306::Target=True Sentiment::markable_100500303::Sentiment=True
322247887339790336	positive	%User jetzt bin ich ja schon weg %PosSmiley	%User jetzt sein ich ja schon weg %PosSmiley	NE ADV VAFIN PPER ADV ADV PTKVZ ITJ	3/SB 3/MO 0/-- 3/SB 3/MO 3/MO 3/MO 7/NK	case=nom|*=True|num=sg _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ _ EmoExpression::markable_112::Uncertain=false|EmoExpression::markable_112::EmoExpression=True|EmoExpression::markable_112::Intensity=medium|EmoExpression::markable_112::Polarity=positive|EmoExpression::markable_112::SubjectiveFact=false|EmoExpression::markable_112::Sarcasm=false
327350972814860288	negative	Ew muss in weniger als einer Stunde los : S	Ew müssen in wenige als eine Stunde los : S	NN VMFIN APPR PIS KOKOM ART NN PTKVZ $. NN	2/SB 0/-- 2/MO 3/NK 7/CM 7/NK 4/CC 7/MNR 8/-- 2/SB	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ *=True _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ EmoExpression::markable_104011001::Polarity=negative|EmoExpression::markable_104011001::EmoExpression=True|EmoExpression::markable_104011001::Uncertain=false|EmoExpression::markable_104011001::Intensity=medium|EmoExpression::markable_104011001::Sarcasm=false|EmoExpression::markable_104011001::SubjectiveFact=false EmoExpression::markable_104011001::EmoExpression=True
327326540608176128	neutral	Haben wir am LPTBY132 eigentlich einen Drogenbeauftragten oder muss ich meinen Vodka selbst mitbringen ?	Haben wir an LPTBY132 eigentlich eine Drogenbeauftragte oder müssen ich mein Vodka selbst mitbringen ?	NN PPER APPRART NN ADV ART NN KON VMFIN PPER PPOSAT NN ADV VVINF $.	0/-- 1/SB 1/MO 3/NK 1/MO 7/NK 1/OA 1/CD 8/CJ 9/SB 12/NK 14/OA 14/MO 9/OC 14/--	pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ _
323560599151857665	neutral	Habe schon Klopapierrollen unterm Kopfkissen	haben schon Klopapierrolle unterm Kopfkissen	VAFIN ADV NN APPRART NN	0/-- 3/MO 1/SB 3/MNR 4/NK	_ _ case=nom|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg
322329586652299264	neutral	Im Rahmen des Integrationsprogramms der Stadt Bergkamen , hatte ich unseren Bürgermeister Roland Schäfer , sowie ...	in Rahmen die Integrationsprogramm die Stadt Bergkamen , haben ich unser Bürgermeister Roland Schäfer , sowie ...	APPRART NN ART NN ART NN VVFIN $, VAFIN PPER PPOSAT NN NE NE $, KON $.	7/MO 1/NK 4/NK 2/AG 6/NK 4/AG 9/MO 7/-- 0/-- 9/SB 12/NK 9/OA 14/PNC 12/NK 14/-- 12/CD 16/--	case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg pers=3|num=pl|tense=past|mood=ind _ pers=1|num=sg|tense=past|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|*=True|num=pl|comp=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ _
328045699277148160	neutral	Ich habe 1,058 Nahrungseinheiten geerntet ! %Link android , androidgames , gameinsight	ich haben @card@ Nahrungseinheiten ernten ! %Link android , androidgames , gameinsight	PPER VAFIN CARD NN VVPP $. XY ADJD $, VVFIN $, NN	2/SB 0/-- 4/NK 5/OA 2/OC 5/-- 0/-- 0/-- 8/-- 8/CJ 10/-- 6/--	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=pl _ _ _ pos=True _ pers=3|num=sg|tense=past|mood=ind _ _
323785547137048576	positive	FRANKENLAND - Eine Romantikreise durch das Frankenland - Texte in D / E / F	Frankenland - eine Romantikreise durch die Frankenland - Text in D / E / F	NN $( ART NN APPR ART NN $( NN APPR NN $( NN $( NN	0/-- 1/-- 4/NK 1/APP 4/MNR 7/NK 5/NK 7/-- 7/NK 9/MNR 10/NK 11/-- 11/CJ 13/-- 13/CJ	case=nom|gender=neut|num=sg _ case=acc|Target::markable_100500329::Preferred=true|Target::markable_100500329::Target=True|gender=fem|Target::markable_100500329::Anaphref=empty|Sentiment::markable_100500328::Sarcasm=false|num=sg|Sentiment::markable_100500328::Polarity=positive|Sentiment::markable_100500328::Sentiment=True|Sentiment::markable_100500328::Intensity=medium case=acc|Target::markable_100500329::Target=True|EmoExpression::markable_100500330::Sarcasm=false|gender=fem|EmoExpression::markable_100500330::SubjectiveFact=false|EmoExpression::markable_100500330::Polarity=positive|num=sg|EmoExpression::markable_100500330::Uncertain=false|Sentiment::markable_100500328::Sentiment=True|EmoExpression::markable_100500330::EmoExpression=True|EmoExpression::markable_100500330::Intensity=medium Sentiment::markable_100500328::Sentiment=True|Target::markable_100500329::Target=True case=acc|gender=neut|num=sg|Target::markable_100500329::Target=True|Sentiment::markable_100500328::Sentiment=True case=acc|gender=neut|num=sg|Target::markable_100500329::Target=True|Sentiment::markable_100500328::Sentiment=True _ case=acc|gender=masc|num=pl _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg
327304416606699521	neutral	Nachfolger von Herrn Dr. Martin Göhler in der Ödter " Praxis Niedertor " ist Herr Kai Bösenthal . Er war zuvor u. a ...	Nachfolger von Herr Dr. Martin Göhler in die Ödter " Praxis Niedertor " sein Herr Kai Bösenthal . er sein zuvor um a ...	NN APPR NN NN NE NE APPR ART NN $( NN NN $( VAFIN NN NN NE $. PPER VAFIN ADV APPR FM $.	14/PD 1/PG 2/NK 3/NK 6/PNC 3/NK 1/MNR 9/NK 7/NK 9/-- 9/PAR 11/NK 12/-- 0/-- 14/SB 15/NK 15/NK 17/-- 20/SB 0/-- 20/MO 20/PD 22/NK 23/--	case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=past|mood=ind _ _ _ _
327538928875868163	negative	Bordelltester auf rtlll was für ein Trashabend . Aber ähnliche Bewertungskriterien wie bei frauentausch rotlichtexperten	Bordelltester auf rtlll was für eine Trashabend . aber ähnlich Bewertungskriterium wie bei frauentausch rotlichtexperten	NN APPR ADJA PRELS APPR ART NN $. KON ADJA NN KOKOM APPR ADJA ADJA	0/-- 1/MNR 2/NK 3/SB 4/MNR 7/NK 5/NK 7/-- 11/JU 11/NK 0/-- 13/CM 11/CC 15/MO 13/NK	case=nom|Target::markable_100500335::Anaphref=empty|Sentiment::markable_100500334::Sentiment=True|Sentiment::markable_100500334::Polarity=negative|gender=neut|Sentiment::markable_100500334::Intensity=medium|Target::markable_100500335::Target=True|num=sg|Target::markable_100500335::Preferred=true|Sentiment::markable_100500334::Sarcasm=false Sentiment::markable_100500334::Sentiment=True|Target::markable_100500335::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500334::Sentiment=True|Target::markable_100500335::Target=True case=nom|gender=neut|num=sg|Sentiment::markable_100500334::Sentiment=True Sentiment::markable_100500334::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_100500334::Sentiment=True case=acc|EmoExpression::markable_100500336::Uncertain=false|EmoExpression::markable_100500336::Intensity=medium|Sentiment::markable_100500334::Sentiment=True|EmoExpression::markable_100500336::Sarcasm=false|EmoExpression::markable_100500336::Polarity=negative|gender=neut|EmoExpression::markable_100500336::EmoExpression=True|num=sg|EmoExpression::markable_100500336::SubjectiveFact=false Sentiment::markable_100500334::Sentiment=True _ case=acc|gender=fem|num=pl|pos=True case=acc|gender=fem|num=pl _ _ pos=True case=acc|gender=masc|num=sg|pos=True
323696478268846080	positive	Pure pözie ... Koning der dieren ...	Pure pözie ... Koning die dieren ...	NN NE $. NN ART NN $.	0/-- 1/NK 2/-- 0/-- 6/NK 4/AG 6/--	Target::markable_100500332::Preferred=true|Sentiment::markable_100500331::Intensity=medium|Target::markable_100500332::Target=True|num=sg|EmoExpression::markable_100500333::Intensity=medium|EmoExpression::markable_100500333::SubjectiveFact=false|Sentiment::markable_100500331::Sentiment=True|EmoExpression::markable_100500333::Uncertain=false|case=nom|EmoExpression::markable_100500333::EmoExpression=True|gender=fem|Target::markable_100500332::Anaphref=empty|EmoExpression::markable_100500333::Polarity=positive|Sentiment::markable_100500331::Polarity=positive|Sentiment::markable_100500331::Sarcasm=false|EmoExpression::markable_100500333::Sarcasm=false case=nom|gender=fem|Target::markable_100500332::Target=True|num=sg|Sentiment::markable_100500331::Sentiment=True _ pers=3|num=sg|tense=past|mood=ind case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl _
327936726045696000	neutral	SCHAUKELSTUHL AUS TEAK HOLZ : Bremen | Verkaufe hier meinen Outdoor Schaukelstuhl aus Teakholz der Marke Greenv ...	Schaukelstuhl aus Teak HOLZ : Bremen | Verkauf hier mein Outdoor Schaukelstuhl aus Teakholz die Marke Greenv ...	NN APPR NN NE $. NE XY NN ADV PPOSAT NN NN APPR NN ART NN NE $.	0/-- 1/MNR 4/PNC 2/NK 4/-- 8/PNC 8/NK 1/SB 1/MO 11/NK 1/PAR 11/NK 11/MNR 13/NK 16/NK 14/AG 16/NK 17/--	case=nom|gender=neut|num=sg _ *=True case=nom|*=True|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=acc|gender=masc|num=pl _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=gen|gender=neut|num=pl case=gen|gender=neut|num=pl case=nom|*=True|num=sg _
323895799954145280	neutral	Kuchen quoka _ de Liebherr Kühl - Gefrierkombi Eigentlich ein Einbaugerät , wurde bei uns das let ... %Link Kleinanzeigen	Kuchen quoka _ de Liebherr kühl - Gefrierkombi eigentlich eine Einbaugerät , werden bei wir die let ... %Link Kleinanzeige	NN NN XY NE NN ADJD $( NN ADV ART NN $, VAFIN APPR PRF PDS ADJD $. XY NN	13/SB 1/NK 5/PNC 5/PNC 1/PAR 5/CD 6/-- 6/PAR 11/MO 11/NK 1/CJ 11/-- 0/-- 16/MO 14/NK 13/SB 13/PD 17/-- 0/-- 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg *=True *=True *=True case=nom|*=True|num=sg _ *=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=past|mood=ind _ case=dat|*=True|num=pl|pers=1 case=acc|gender=neut|num=sg _ _ _ case=nom|gender=neut|num=sg
328155362840674304	negative	So feist habt ihr Anthony Hopkins noch nie gesehen	so feist haben ihr Anthony Hopkins noch nie sehen	ADV ADJD VAFIN PPER NE NE ADV ADV VVPP	2/MO 9/MO 0/-- 9/OA 6/PNC 3/SB 8/MO 9/MO 3/OC	Intensifier::markable_119::EmoExpressionRef=emo-expression:markable_118|Sentiment::markable_116::Sentiment=True|Sentiment::markable_116::Sarcasm=false|Sentiment::markable_116::Polarity=negative|Sentiment::markable_116::Intensity=strong|Intensifier::markable_119::Degree=strong|Intensifier::markable_119::Intensifier=True Sentiment::markable_116::Sentiment=True|EmoExpression::markable_118::Polarity=negative|EmoExpression::markable_118::Intensity=medium|EmoExpression::markable_118::Uncertain=false|EmoExpression::markable_118::Sarcasm=false|EmoExpression::markable_118::SubjectiveFact=false|pos=True|EmoExpression::markable_118::EmoExpression=True pers=2|Sentiment::markable_116::Sentiment=True|num=pl|tense=pres|mood=ind case=dat|gender=fem|Sentiment::markable_116::Sentiment=True|num=sg|pers=3 case=nom|Target::markable_117::Preferred=true|Sentiment::markable_116::Sentiment=True|num=sg|Target::markable_117::Anaphref=empty|gender=masc|Target::markable_117::Target=True case=nom|gender=masc|Sentiment::markable_116::Sentiment=True|num=sg|Target::markable_117::Target=True Sentiment::markable_116::Sentiment=True Sentiment::markable_116::Sentiment=True Sentiment::markable_116::Sentiment=True
327504713664831488	neutral	Ich habe im Spiel The Tribez für Android die Mission ' Holz zu B ... ' abgeschlossen. %Link androidgames , gameinsight	ich haben in Spiel The Tribez für Android die Mission ' Holz zu B ... ' abgeschlossen. %Link androidgames , gameinsight	PPER VAFIN APPRART NN FM NN APPR NN ART NN $( NN APPR NN $. $( ADJA XY ADJA $, ADJA	2/SB 0/-- 2/MO 3/NK 4/NK 5/UC 6/MNR 7/NK 10/NK 6/CJ 10/-- 10/NK 12/MNR 13/NK 14/-- 15/-- 5/NK 5/NK 0/-- 19/-- 19/CJ	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg *=True case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=neut|num=sg _ _ _ _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=neut|num=sg|pos=True _ pers=3|num=sg|tense=pres|mood=ind
323880093413957632	neutral	Wir waren so alles , jetzt sind wir nichts .	wir sein so alle , jetzt sein wir nichts .	PPER VAFIN ADV PIS $, ADV VAFIN PPER PIS $.	2/SB 0/-- 4/MO 2/PD 4/-- 7/MO 4/RC 7/SB 2/PD 9/--	case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=past|mood=ind _ case=nom|gender=neut|num=sg _ _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 gender=neut|*=True _
327266867171446785	neutral	T Mac ein reach yet aye ?	T Mac eine reach yet aye ?	NN NE ART ADJA NN ADJD $.	0/-- 1/NK 5/NK 5/NK 1/SB 1/PD 6/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pos=True _ _ _
327352603933544450	neutral	Wie erwartet : Microsoft enthüllt Xbox 720 am 21. Mai : %Link Microsoft Konsole PrÃ¤sentation	wie erwarten : Microsoft enthüllen Xbox 720 an 21. Mai : %Link Microsoft Konsole PrÃ¤sentation	KOKOM VVPP $. NE VVFIN NN CARD APPRART ADJA NN $. XY NE NN NN	2/MO 5/MO 2/-- 5/SB 0/-- 5/OA 6/NK 5/MO 10/NK 8/NK 10/-- 0/-- 14/PNC 5/CJ 14/PNC	_ _ _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ *=True *=True *=True *=True
322273506899415041	neutral	Hat denn der Staatsschutz Herrn W. noch nie geraten , den Bezirk zu verlassen ?	haben denn die Staatsschutz Herr W. noch nie geraten|raten , die Bezirk zu verlassen ?	VAFIN KON ART NN NN NE ADV ADV VVPP $, ART NN PTKZU VVINF $.	0/-- 14/CD 4/NK 1/SB 9/OA 5/NK 8/MO 9/MO 1/OC 9/-- 12/NK 14/OA 14/PM 9/OC 14/--	pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ _
328260743680098305	neutral	wenn ich nicht bald schlafen gehe , wach ich morgen wahrscheinlich erst auf , wenn das Wahllokal schon geschlossen hat. kuhdorf	wenn ich nicht bald schlafen gehen , wachen ich morgen wahrscheinlich erst auf , wenn die Wahllokal schon geschlossen hat. Kuhdorf	KOUS PPER PTKNEG ADV VVINF VVFIN $, VVIMP PPER ADV ADJD ADV PTKVZ $, KOUS ART NN ADV ADJD ADJA NN	6/CP 6/SB 6/NG 5/MO 6/OC 8/OC 6/-- 0/-- 8/OA 9/MNR 8/MO 8/MO 8/SVP 13/-- 20/CP 17/NK 20/SB 19/MO 20/MO 21/NK 13/NK	_ case=nom|*=True|num=sg|pers=1 _ _ _ pers=3|num=sg|tense=pres|mood=subj _ pers=1|num=sg|tense=past|mood=ind case=nom|*=True|num=sg|pers=1 _ pos=True _ _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg
328070673866043392	neutral	seit 4h wach und noch keinen kaffee intus. dafür aber noch bier von gestern abend ...	seit 4h wach und noch keine Kaffee intus. dafür aber noch bier von gestern abend ...	APPR ADJD ADJD KON ADV PIAT NN VVFIN PAV ADV ADV ADJD APPR ADV ADV $.	0/MO 3/MO 7/NK 3/CD 6/MO 4/CJ 1/NK 0/-- 15/NK 8/MO 12/MO 8/MO 8/MO 13/NK 14/MNR 15/--	_ _ pos=True _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=1|num=sg|tense=pres|mood=ind _ _ _ pos=True _ _ _ _
322439451412426753	neutral	Elisabetta ist DIE italienische Newcomerin in Sachen Rock :	Elisabetta sein die italienisch Newcomerin in Sache Rock :	NE VAFIN ART ADJA NN APPR NN NN $.	2/SB 0/-- 5/NK 5/NK 2/PD 5/MNR 6/NK 7/NK 8/--	case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=pl case=nom|gender=fem|num=sg _
