328854379425853441	positive	Gleich in Braunschweig mit Kamaraden Treffen %PosSmiley	gleich in Braunschweig mit Kamaraden Treffen %PosSmiley	ADJD APPR NE APPR ADJA NN ITJ	2/MO 0/-- 2/NK 2/SVP 6/NK 4/NK 4/MO	Sentiment::markable_208::Intensity=medium|Target::markable_209::Anaphref=empty|Sentiment::markable_208::Sarcasm=false|Sentiment::markable_208::Polarity=positive|Sentiment::markable_208::Sentiment=True|Target::markable_209::Preferred=true|Target::markable_209::Target=True Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True case=dat|num=pl|Target::markable_209::Target=True|gender=fem|Sentiment::markable_208::Sentiment=True|pos=True case=dat|gender=fem|num=pl|Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|Sentiment::markable_208::Sentiment=True|EmoExpression::markable_1::Intensity=medium
329102388763975680	mixed	Höheres Unfall - Risiko bei E - Bikes : Elektro - Fahrräder erleben einen Boom . Laut Schätzungen des VCÖ ... %Link vorarlberg	hoch Unfall - Risiko bei E - Bikes : Elektro - Fahrrad erleben eine Boom . laut Schätzung die VCÖ ... %Link vorarlberg	ADJA NN $( NN APPR NN $( NN $. NE $( NN VVFIN ART NN $. APPR NN ART NE $. XY VVFIN	2/NK 13/OA 2/-- 2/NK 4/MNR 5/NK 6/-- 6/PAR 8/-- 8/MO 10/-- 4/CJ 0/-- 15/NK 13/OA 15/-- 0/-- 17/NK 20/NK 18/AG 20/-- 0/-- 0/--	case=nom|Sentiment::markable_165::Intensity=medium|gender=neut|Sentiment::markable_165::Sarcasm=false|pos=True|Sentiment::markable_165::Sentiment=True|num=sg|Sentiment::markable_165::Polarity=negative case=nom|EmoExpression::markable_167::Polarity=negative|EmoExpression::markable_167::SubjectiveFact=false|EmoExpression::markable_167::EmoExpression=True|gender=neut|Sentiment::markable_165::Sentiment=True|num=sg|EmoExpression::markable_167::Intensity=medium|EmoExpression::markable_167::Sarcasm=false|EmoExpression::markable_167::Uncertain=false Sentiment::markable_165::Sentiment=True|EmoExpression::markable_167::EmoExpression=True case=nom|gender=neut|num=sg|Sentiment::markable_165::Sentiment=True|EmoExpression::markable_167::EmoExpression=True Sentiment::markable_165::Sentiment=True case=dat|Target::markable_166::Preferred=true|num=sg|Target::markable_166::Anaphref=empty|gender=fem|Target::markable_166::Target=True|Sentiment::markable_165::Sentiment=True Sentiment::markable_165::Sentiment=True|Target::markable_166::Target=True case=gen|gender=masc|num=sg|Sentiment::markable_165::Sentiment=True|Target::markable_166::Target=True _ case=nom|Target::markable_169::Target=True|Sentiment::markable_168::Polarity=positive|*=True|Sentiment::markable_168::Sarcasm=false|Target::markable_169::Preferred=true|num=sg|Sentiment::markable_168::Intensity=strong|Sentiment::markable_168::Sentiment=True|Target::markable_169::Anaphref=empty Target::markable_169::Target=True|Sentiment::markable_168::Sentiment=True case=nom|*=True|Sentiment::markable_168::Sentiment=True|num=sg|Target::markable_169::Target=True pers=3|Sentiment::markable_168::Sentiment=True|num=pl|tense=pres|mood=ind case=acc|gender=masc|Sentiment::markable_168::Sentiment=True|num=sg case=acc|EmoExpression::markable_170::Uncertain=false|EmoExpression::markable_170::Polarity=positive|gender=masc|Sentiment::markable_168::Sentiment=True|EmoExpression::markable_170::EmoExpression=True|EmoExpression::markable_170::Sarcasm=false|num=sg|EmoExpression::markable_170::SubjectiveFact=false|EmoExpression::markable_170::Intensity=strong _ _ case=dat|gender=fem|num=pl case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg _ _ pers=3|num=sg|tense=past|mood=ind
319061230658662400	positive	yööööy , ein riesen Stapel Pfannkuchen ! O : danke , Ecke	yööööy , eine riesen Stapel Pfannkuchen ! O : danke , Ecke	NN $, ART ADJA NN NN $. NN $. PTKANT $, NN	0/-- 1/-- 5/NK 5/NK 1/APP 5/NK 6/-- 0/-- 8/-- 8/DM 10/-- 8/CJ	case=nom|Sentiment::markable_117::Intensity=strong|EmoExpression::markable_118::Polarity=positive|EmoExpression::markable_118::Intensity=strong|gender=fem|EmoExpression::markable_118::Uncertain=false|EmoExpression::markable_118::Sarcasm=false|EmoExpression::markable_118::SubjectiveFact=false|num=sg|EmoExpression::markable_118::EmoExpression=True|Sentiment::markable_117::Sentiment=True|Sentiment::markable_117::Sarcasm=false|Sentiment::markable_117::Polarity=positive Sentiment::markable_117::Sentiment=True case=nom|num=sg|Target::markable_119::Preferred=true|Sentiment::markable_117::Sentiment=True|gender=neut|Target::markable_119::Anaphref=empty|Target::markable_119::Target=True case=dat|EmoExpression::markable_104012299::Sarcasm=false|EmoExpression::markable_104012299::Uncertain=false|gender=neut|EmoExpression::markable_104012299::Intensity=medium|pos=True|EmoExpression::markable_104012299::SubjectiveFact=false|Target::markable_119::Target=True|EmoExpression::markable_104012299::Polarity=positive|num=sg|EmoExpression::markable_104012299::EmoExpression=True|Sentiment::markable_117::Sentiment=True case=dat|gender=neut|num=sg|Target::markable_119::Target=True|Sentiment::markable_117::Sentiment=True case=nom|gender=neut|num=sg|Target::markable_119::Target=True|Sentiment::markable_117::Sentiment=True Sentiment::markable_117::Sentiment=True case=nom|EmoExpression::markable_255::Uncertain=false|gender=neut|EmoExpression::markable_255::Sarcasm=false|EmoExpression::markable_255::EmoExpression=True|num=sg|Sentiment::markable_117::Sentiment=True|EmoExpression::markable_255::Intensity=medium|EmoExpression::markable_255::Polarity=positive|EmoExpression::markable_255::SubjectiveFact=false EmoExpression::markable_255::EmoExpression=True EmoExpression::markable_104012300::Sarcasm=false|EmoExpression::markable_104012300::SubjectiveFact=false|EmoExpression::markable_104012300::EmoExpression=True|EmoExpression::markable_104012300::Uncertain=false|EmoExpression::markable_104012300::Polarity=positive|EmoExpression::markable_104012300::Intensity=medium _ case=acc|gender=masc|num=pl
327415703995023361	negative	Schon seltsam , wie man bei Twitter als blosse Vorstellung in den Köpfen fremder Menschen herumspukt .	schon seltsam , wie man bei Twitter als bloß Vorstellung in die Kopf|Köpfen fremd Mensch herumspuken .	ADV ADJD $, KOUS PIS APPR NN KOKOM ADJA NN APPR ART NN ADJA NN VVFIN $.	2/MO 0/-- 2/-- 16/CP 16/SB 16/MO 6/NK 10/CM 10/NK 1/CC 10/MNR 13/NK 11/NK 15/NK 16/OA 2/MO 16/--	_ EmoExpression::markable_104012301::EmoExpression=True|EmoExpression::markable_104012301::Intensity=medium|EmoExpression::markable_104012301::Polarity=negative|EmoExpression::markable_104012301::SubjectiveFact=false|pos=True|EmoExpression::markable_104012301::Uncertain=false|EmoExpression::markable_104012301::Sarcasm=false _ _ case=nom|*=True|num=sg _ case=dat|gender=masc|num=sg _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl case=gen|gender=fem|num=pl|pos=True case=nom|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind _
328501685741813760	negative	telmi Giovanni Guareschi : Die Welt ist voller Leute , die Wasser predigen und Wein trinken . ItMakesMeHappyWhen	telmi Giovanni Guareschi : die Welt sein voll Leute , die Wasser predigen und Wein trinken . ItMakesMeHappyWhen	NE NE NE $. ART NN VAFIN ADJA NN $, ART NN VVINF KON NN VVINF $. ADJA	3/PNC 3/PNC 0/-- 3/-- 6/NK 7/SB 3/RS 9/NK 7/PD 9/-- 13/SB 13/OA 9/RC 13/CD 16/OA 14/CJ 16/-- 0/--	*=True case=nom|Sentiment::markable_256::Polarity=negative|Sentiment::markable_256::Intensity=medium|Source::markable_257::Anaphref=empty|*=True|num=sg|Source::markable_257::Source=True|Sentiment::markable_256::Sentiment=True|Sentiment::markable_256::Sarcasm=false case=nom|*=True|num=sg|Source::markable_257::Source=True|Sentiment::markable_256::Sentiment=True Sentiment::markable_256::Sentiment=True|Source::markable_257::Source=True case=nom|gender=fem|num=sg|Sentiment::markable_256::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_256::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_256::Sentiment=True case=gen|*=True|num=pl|pos=True|Sentiment::markable_256::Sentiment=True case=gen|num=pl|Target::markable_258::Target=True|Target::markable_258::Preferred=true|*=True|Sentiment::markable_256::Sentiment=True|Target::markable_258::Anaphref=empty Sentiment::markable_256::Sentiment=True case=nom|*=True|num=pl|Sentiment::markable_256::Sentiment=True case=acc|EmoExpression::markable_104012302::Sarcasm=false|EmoExpression::markable_104012302::Polarity=negative|gender=neut|EmoExpression::markable_104012302::Uncertain=false|EmoExpression::markable_104012302::Intensity=medium|num=sg|EmoExpression::markable_104012302::EmoExpression=True|Sentiment::markable_256::Sentiment=True|EmoExpression::markable_104012302::SubjectiveFact=false pers=3|num=pl|tense=pres|mood=ind|EmoExpression::markable_104012302::EmoExpression=True|Sentiment::markable_256::Sentiment=True EmoExpression::markable_104012302::EmoExpression=True|Sentiment::markable_256::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_256::Sentiment=True|EmoExpression::markable_104012302::EmoExpression=True EmoExpression::markable_104012302::EmoExpression=True|Sentiment::markable_256::Sentiment=True Sentiment::markable_256::Sentiment=True case=nom|gender=masc|num=pl|pos=True
325114343563878400	positive	Mir ist schlecht , ich sollte keine Fefe - Links klicken am Morgen .	ich sein schlecht , ich sollen keine Fefe - Link klicken an Morgen .	PPER VAFIN ADJD $, PPER VMFIN PIAT NN $( NE VVFIN APPRART NN $.	2/SB 0/-- 2/PD 3/-- 6/SB 2/CJ 8/NK 11/SB 8/-- 8/AG 6/OC 11/MO 12/NK 13/--	case=dat|Sentiment::markable_259::Intensity=medium|Source::markable_260::Source=True|*=True|Sentiment::markable_259::Sentiment=True|pers=1|num=sg|Sentiment::markable_259::Polarity=positive|Source::markable_260::Anaphref=empty|Sentiment::markable_259::Sarcasm=false pers=3|Sentiment::markable_259::Sentiment=True|num=sg|tense=pres|mood=ind EmoExpression::markable_120::Uncertain=false|EmoExpression::markable_120::EmoExpression=True|pos=True|EmoExpression::markable_120::Intensity=medium|EmoExpression::markable_120::Polarity=negative|EmoExpression::markable_120::Sarcasm=false|Sentiment::markable_259::Sentiment=True|EmoExpression::markable_120::SubjectiveFact=false Sentiment::markable_259::Sentiment=True case=nom|*=True|Sentiment::markable_259::Sentiment=True|num=sg|pers=1 pers=1|Sentiment::markable_259::Sentiment=True|num=sg|tense=past|mood=ind case=nom|gender=fem|Sentiment::markable_259::Sentiment=True|num=sg case=nom|num=sg|Target::markable_261::Preferred=true|gender=fem|Sentiment::markable_259::Sentiment=True|Target::markable_261::Target=True|Target::markable_261::Anaphref=empty Sentiment::markable_259::Sentiment=True|Target::markable_261::Target=True case=gen|gender=neut|Sentiment::markable_259::Sentiment=True|num=sg|Target::markable_261::Target=True Sentiment::markable_259::Sentiment=True|pos=True case=dat|gender=masc|Sentiment::markable_259::Sentiment=True|num=sg case=dat|gender=masc|Sentiment::markable_259::Sentiment=True|num=sg Sentiment::markable_259::Sentiment=True
318932486803554306	mixed	ganz sicherlich nicht ! %PosSmiley was soll denn der Scheiss ! %PosSmiley	ganz sicherlich nicht ! %PosSmiley was sollen denn die scheißen ! %PosSmiley	ADV ADV PTKNEG $. ITJ PIS VMFIN ADV ART VVIMP $. ITJ	2/MO 3/MO 0/-- 3/-- 3/NK 7/SB 0/-- 7/MO 12/NK 12/NK 10/-- 7/DM	Sentiment::markable_123::Sentiment=True|Intensifier::markable_100500294::Intensifier=True|Intensifier::markable_100500294::Degree=medium|Intensifier::markable_100500294::EmoExpressionRef=emo-expression:markable_100500293 EmoExpression::markable_100500293::EmoExpression=True|EmoExpression::markable_100500293::Intensity=medium|EmoExpression::markable_100500293::Uncertain=false|EmoExpression::markable_100500293::SubjectiveFact=false|EmoExpression::markable_100500293::Polarity=positive|EmoExpression::markable_100500293::Sarcasm=false|Sentiment::markable_123::Sentiment=True Negation::markable_100500295::EmoExpressionRef=emo-expression:markable_100500293|Negation::markable_100500295::Negation=True|Sentiment::markable_123::Sentiment=True Sentiment::markable_123::Sentiment=True EmoExpression::markable_121::SubjectiveFact=false|EmoExpression::markable_121::EmoExpression=True|EmoExpression::markable_121::Polarity=positive|Sentiment::markable_123::Sentiment=True|EmoExpression::markable_121::Intensity=strong|EmoExpression::markable_121::Uncertain=false|EmoExpression::markable_121::Sarcasm=false case=nom|gender=neut|Sentiment::markable_123::Sentiment=True|num=sg pers=3|Sentiment::markable_123::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_123::Sentiment=True case=nom|EmoExpression::markable_125::EmoExpression=True|gender=masc|num=sg|EmoExpression::markable_125::Polarity=negative|EmoExpression::markable_125::Intensity=strong|EmoExpression::markable_125::Uncertain=false|EmoExpression::markable_125::Sarcasm=false|EmoExpression::markable_125::SubjectiveFact=false|Sentiment::markable_123::Sentiment=True case=nom|gender=masc|Sentiment::markable_123::Sentiment=True|num=sg|EmoExpression::markable_125::EmoExpression=True Sentiment::markable_123::Sentiment=True EmoExpression::markable_122::Polarity=positive|EmoExpression::markable_122::SubjectiveFact=false|EmoExpression::markable_122::Sarcasm=false|EmoExpression::markable_122::Uncertain=false|EmoExpression::markable_122::Intensity=strong|Sentiment::markable_123::Sentiment=True|EmoExpression::markable_122::EmoExpression=True
321689883909427200	neutral	Atementspannung : Schaffen Sie es schon , bei 10 anzukommen ?	Atementspannung : schaffen Sie es schon , bei 10 ankommen ?	NN $. VVFIN PPER PPER ADV $, APPR CARD VVIZU $.	3/OA 1/-- 0/-- 3/SB 3/OA 3/MO 6/-- 10/MO 8/NK 5/RE 10/--	case=nom|gender=fem|num=sg _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 case=nom|gender=neut|num=sg|pers=3 _ _ _ _ _ _
328487389842505728	positive	Nein , ich hasse Menschen nicht . Ich empfinde bloss meistens mehr Empathie für fiktionale Charaktere , als für die meisten ...	Nein , ich hassen Mensch nicht . ich empfinden bloß meistens mehr Empathie für fiktionale Charakter , als für die meiste ...	NN $, PPER VVFIN NN PTKNEG $. PPER VVFIN ADJD ADV PIAT NN APPR ADJA NN $, KOKOM APPR ART PIS $.	4/DM 1/-- 4/SB 0/-- 4/OA 4/NG 6/-- 9/SB 0/-- 9/MO 9/MO 13/NK 9/OA 13/MNR 16/NK 14/NK 16/-- 19/CM 12/CC 21/NK 19/NK 21/--	Negation::markable_129::Negation=True|Sentiment::markable_126::Sentiment=True|Negation::markable_129::EmoExpressionRef=empty Sentiment::markable_126::Sentiment=True case=nom|pers=1|num=sg|Sentiment::markable_126::Sentiment=True|Source::markable_130::Source=True|*=True|Source::markable_130::Anaphref=markable_266 EmoExpression::markable_127::SubjectiveFact=false|mood=ind|EmoExpression::markable_127::EmoExpression=True|pers=1|EmoExpression::markable_127::Intensity=strong|num=sg|tense=pres|EmoExpression::markable_127::Uncertain=false|EmoExpression::markable_127::Polarity=negative|Sentiment::markable_126::Sentiment=True|EmoExpression::markable_127::Sarcasm=false case=acc|Target::markable_131::Target=True|num=sg|Sentiment::markable_126::Sentiment=True|gender=masc|Target::markable_131::Anaphref=empty|Target::markable_131::Preferred=true Negation::markable_128::Negation=True|Negation::markable_128::EmoExpressionRef=emo-expression:markable_127|Sentiment::markable_126::Sentiment=True Sentiment::markable_126::Sentiment=True case=nom|Source::markable_171::Anaphref=markable_266|*=True|Source::markable_171::Source=True|pers=1|Sentiment::markable_132::Polarity=positive|num=sg|Sentiment::markable_132::Sentiment=True|Sentiment::markable_132::Intensity=medium|Sentiment::markable_132::Sarcasm=false pers=1|Sentiment::markable_132::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_132::Sentiment=True Sentiment::markable_132::Sentiment=True Intensifier::markable_135::Intensifier=True|*=True|Sentiment::markable_132::Sentiment=True|Intensifier::markable_135::Degree=medium|Intensifier::markable_135::EmoExpressionRef=emo-expression:markable_133 case=acc|EmoExpression::markable_133::Uncertain=false|gender=fem|EmoExpression::markable_133::SubjectiveFact=false|EmoExpression::markable_133::EmoExpression=True|EmoExpression::markable_133::Sarcasm=false|num=sg|Sentiment::markable_132::Sentiment=True|EmoExpression::markable_133::Polarity=positive|EmoExpression::markable_133::Intensity=medium Sentiment::markable_132::Sentiment=True case=acc|gender=neut|Target::markable_136::Target=True|pos=True|Target::markable_136::Anaphref=empty|num=pl|Sentiment::markable_132::Sentiment=True|Target::markable_136::Preferred=true case=acc|gender=neut|num=pl|Sentiment::markable_132::Sentiment=True|Target::markable_136::Target=True Sentiment::markable_132::Sentiment=True Sentiment::markable_132::Sentiment=True Sentiment::markable_132::Sentiment=True case=acc|Target::markable_137::Anaphref=empty|Target::markable_137::Preferred=true|num=pl|Sentiment::markable_132::Sentiment=True|Target::markable_137::Target=True|gender=masc case=acc|gender=masc|num=pl Target::markable_137::Target=True|Sentiment::markable_132::Sentiment=True
329288254186721280	neutral	Unsere gemeinsame Bekannte , die Zahnarztgattin aus Bad Säckingen ist heute in der Bild mit einer neuen Variante der Story .	unser gemeinsam Bekannte , die Zahnarztgattin aus Bad Säckingen sein heute in die Bild mit eine neu Variante die Story .	PPOSAT ADJA NN $, ART NN APPR NE NE VAFIN ADV APPR ART NN APPR ART ADJA NN ART NN $.	3/NK 3/NK 10/SB 3/-- 6/NK 3/APP 6/MNR 9/PNC 7/NK 0/-- 10/MO 10/MO 14/NK 12/NK 14/MNR 18/NK 18/NK 15/NK 20/NK 18/AG 20/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ gender=neut|*=True case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _
320546630174638080	negative	Boa ist seid heute langweilig !	Boa sein sein heute langweilig !	NN VAFIN VAFIN ADV ADJD $.	2/SB 0/-- 2/PD 3/MO 3/PD 5/--	case=nom|Target::markable_139::Anaphref=empty|Target::markable_139::Preferred=true|gender=fem|num=sg|Sentiment::markable_138::Sentiment=True|Sentiment::markable_138::Sarcasm=false|Sentiment::markable_138::Polarity=negative|Target::markable_139::Target=True|Sentiment::markable_138::Intensity=medium pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_138::Sentiment=True pers=2|num=pl|tense=pres|mood=ind|Sentiment::markable_138::Sentiment=True Sentiment::markable_138::Sentiment=True EmoExpression::markable_140::Sarcasm=false|EmoExpression::markable_140::Uncertain=false|pos=True|EmoExpression::markable_140::Polarity=negative|EmoExpression::markable_140::SubjectiveFact=false|Sentiment::markable_138::Sentiment=True|EmoExpression::markable_140::EmoExpression=True|EmoExpression::markable_140::Intensity=medium Sentiment::markable_138::Sentiment=True
320783857253228545	neutral	Mo . , 8.4 . : Um 9 Uhr trifft sich " Z'sämme walken " wieder an den Tennisplätzen , um 19.30 Uhr heisst es wieder " Z'sämme tanzen " im Bürgersaal .	Mo . , @card@ . : um 9 Uhr treffen sich " Z'sämme Walke " wieder an die Tennisplatz , um 19.30 Uhr heißen es wieder " Z'sämme tanzen " in Bürgersaal .	NE $. $, CARD $. $. APPR CARD NN VVFIN PRF $( NN NN $( ADV APPR ART NN $, APPR CARD NN VVFIN PPER ADV $( NN VVINF $( APPRART NN $.	0/-- 1/-- 7/-- 3/NK 4/-- 5/-- 10/MO 9/NK 7/NK 0/-- 10/OA 11/-- 10/MO 13/NK 14/-- 10/MO 10/MO 19/NK 17/NK 19/-- 24/MO 23/NK 21/NK 10/CJ 24/EP 24/MO 26/-- 29/OA 26/MO 29/-- 24/MO 31/NK 32/--	case=nom|*=True|num=sg _ _ _ _ _ _ _ case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl _ _ _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl _ _ _ case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ _ case=nom|gender=masc|num=pl _ _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _
321973180292022272	neutral	Bandcontest im Bastard Club : Fünf Bands ein Platz : Osnabrück / Sulingen - Stoner Rock oder Punk ' n Roll ? A ... %Link ( yh )	Bandcontest in Bastard Club : fünf Band eine Platz : Osnabrück / Sulingen - Stoner Rock oder Punk ' n rollen ? A ... %Link ( yh )	NN APPRART NN NN $. CARD NN ART NN $. NE $( NE $( ADJA NN KON NN $( VVPP VVIMP $. NN $. XY $( ADJA $(	20/MO 1/MNR 2/NK 3/NK 4/-- 7/NK 1/SB 9/NK 20/OA 9/-- 9/SB 11/-- 11/CJ 13/-- 16/NK 11/PAR 16/CD 17/CJ 18/-- 0/-- 20/PAR 21/-- 27/MO 23/-- 0/-- 25/-- 0/-- 27/--	pos=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=pl case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ *=True|pos=True case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg _ _ _ _ _ _ _ _ case=acc|gender=masc|num=pl|pos=True _
327985340847624193	neutral	Bei einem halbstündigen Feuergefecht zwischen Sicherheitspersonal und Aufständischen wurden in der südlichen ...	bei eine halbstündig Feuergefecht zwischen Sicherheitspersonal und Aufständische werden in die südlich ...	APPR ART ADJA NN APPR NN KON NN VAFIN APPR ART ADJA $.	9/MO 4/NK 4/NK 1/NK 4/MNR 5/NK 6/CD 7/CJ 0/-- 1/CJ 12/NK 10/NK 12/--	_ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg pers=3|num=pl|tense=past|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True _
320338804336627712	neutral	Dan wey dem fine all dem pics hahha	Dan wey die fine alle die pics hahha	NE NE ART NN PIAT ART NN NE	2/PNC 0/-- 4/NK 0/APP 4/NK 7/NK 4/APP 7/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg *=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg
318746991612026881	negative	%Link fällt mir nichts ein - sorry ... - Oke	%Link fallen|fällen ich nichts eine - sorry ... - Oke	XY VVFIN PPER PIS ART $( NN $. $( NE	0/-- 0/-- 2/DA 2/OA 7/NK 5/-- 2/SB 7/-- 10/-- 0/--	case=nom|gender=fem|num=sg Sentiment::markable_141::Polarity=negative|mood=ind|Target::markable_142::Target=True|Sentiment::markable_141::Sentiment=True|Sentiment::markable_141::Intensity=medium|Sentiment::markable_141::Sarcasm=false|pers=3|Target::markable_142::Anaphref=empty|Target::markable_142::Preferred=true|num=sg|tense=pres case=dat|pers=1|num=sg|Target::markable_142::Target=True|Sentiment::markable_141::Sentiment=True|*=True gender=neut|Sentiment::markable_141::Sentiment=True|*=True|Target::markable_142::Target=True case=nom|gender=neut|Sentiment::markable_141::Sentiment=True|num=sg|Target::markable_142::Target=True Sentiment::markable_141::Sentiment=True EmoExpression::markable_104012303::SubjectiveFact=false|EmoExpression::markable_104012303::Polarity=positive|EmoExpression::markable_104012303::Sarcasm=false|Sentiment::markable_141::Sentiment=True|EmoExpression::markable_104012303::Uncertain=false|EmoExpression::markable_104012303::EmoExpression=True|EmoExpression::markable_104012303::Intensity=medium _ _ *=True
321536860025389056	neutral	" Game Of Thrones " mal anders . Chvrches aus Glasgow coverten spontan den Titelsong der Serie und filmten mit ...	" Game Of Thrones " mal anders . Chvrches aus Glasgow coverten spontan die Titelsong die Serie und filmen mit ...	$( ADJA FM NN $( ADV ADV $. NN APPR NE VVFIN ADJD ART NN ART NN KON VVFIN PTKVZ $.	2/-- 4/NK 4/NK 0/-- 4/-- 7/MO 4/MNR 7/-- 12/SB 9/MNR 10/NK 0/-- 12/MO 15/NK 12/OA 17/NK 15/AG 12/CD 18/CJ 19/SVP 20/--	_ case=acc|gender=neut|num=pl|pos=True _ case=acc|gender=neut|num=pl _ _ _ _ case=nom|gender=neut|num=sg|pos=True _ case=dat|gender=neut|num=sg pers=3|num=pl|tense=past|mood=ind pos=True case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ pers=3|num=pl|tense=past|mood=ind _ _
