369517901734096896	positive	Piraten bei puls4 ! gleich geht los %PosSmiley %Link	Pirat bei puls4 ! gleich gehen los %PosSmiley %Link	NN APPR CARD $. ADJD VVFIN PTKVZ ITJ XY	0/-- 1/MNR 2/NK 3/-- 6/MO 0/-- 6/SVP 7/NK 7/NK	case=nom|Target::markable_4::Preferred=true|Target::markable_4::Anaphref=empty|gender=masc|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=pl|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True pos=True|Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True EmoExpression::markable_3::Intensity=medium|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::EmoExpression=True|EmoExpression::markable_3::Polarity=positive|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Sarcasm=false|EmoExpression::markable_3::Uncertain=false _
362441235459346432	positive	Wähler bleiben Schwarz - Gelb treu : NSA - Affäre perlt an der Kanzlerin ab - N - TV ONLINE	Wähler bleiben Schwarz - Gelb treu : Nsa - Affäre perlen an die Kanzlerin ab - N - TV ONLINE	NN VVFIN NE $( NN ADJD $. NE $( NN VVFIN APPR ART NN PTKVZ $( NE $( NE NE	2/SB 0/-- 2/SB 3/-- 3/APP 2/MO 6/-- 10/NK 8/-- 11/SB 2/OC 11/MO 14/NK 12/NK 11/SVP 17/-- 20/AG 17/-- 20/PNC 0/--	case=nom|Sentiment::markable_202::Polarity=positive|Sentiment::markable_202::Intensity=medium|gender=masc|Source::markable_203::Source=True|Sentiment::markable_202::Sentiment=True|Sentiment::markable_202::Sarcasm=false|num=pl|Source::markable_203::Anaphref=empty pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_202::Sentiment=True case=dat|Target::markable_204::Anaphref=empty|num=sg|*=True|Target::markable_204::Target=True|Target::markable_204::Preferred=true|Sentiment::markable_202::Sentiment=True Target::markable_204::Target=True|Sentiment::markable_202::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_204::Target=True|Sentiment::markable_202::Sentiment=True EmoExpression::markable_205::Polarity=positive|EmoExpression::markable_205::Sarcasm=false|pos=True|Sentiment::markable_202::Sentiment=True|EmoExpression::markable_205::SubjectiveFact=false|EmoExpression::markable_205::Uncertain=false|EmoExpression::markable_205::EmoExpression=True|EmoExpression::markable_205::Intensity=medium _ case=nom|*=True|num=sg _ case=dat|EmoExpression::markable_10409143::Sarcasm=false|gender=fem|EmoExpression::markable_10409143::EmoExpression=True|num=sg|EmoExpression::markable_10409143::Uncertain=false|EmoExpression::markable_10409143::SubjectiveFact=false|EmoExpression::markable_10409143::Polarity=negative|EmoExpression::markable_10409143::Intensity=medium pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ _ _ *=True *=True
381929011095408640	neutral	Ziemlich genau sogar . Anzahl Nichtwähler : 17.614 . 251 Einwohner NRW : 17,524 Millionen ( Stand 30.04 . 2013 ; laut Wikipedia )	ziemlich genau sogar . Anzahl Nichtwähler : @card@ . 251 Einwohner NRW : @card@ Million ( Stand @card@ . @card@ ; laut Wikipedia )	ADV ADJD ADV $. NN NN $. CARD $. CARD NN NE $. CARD NN $( NN CARD $. CARD $. APPR NN $(	2/MO 0/-- 2/MO 3/-- 0/-- 5/NK 6/-- 10/NMC 8/-- 11/NK 5/PAR 11/NK 12/-- 15/NMC 5/CJ 15/-- 15/PAR 20/NMC 18/-- 17/NK 20/-- 17/MO 22/NK 23/--	_ pos=True _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ _ _ gender=masc|*=True case=nom|gender=neut|num=sg _ _ case=nom|gender=fem|num=pl _ case=nom|gender=masc|num=sg _ _ _ _ _ case=dat|gender=fem|num=sg _
345833927841284096	neutral	wenn piraten sich am hartz4 status quo orienteren , ein " niedrigst - grundeinkommen " zu rechtfertigen , sollten sie das zustandekommen bedenken	wenn piraten sich an hartz4 status quo orienteren , eine " niedrig - grundeinkommen " zu rechtfertigen , sollen sie die zustandekommen bedenken	KOUS VVFIN PRF APPRART ADJA ADJA NN ADJA $, ART $( ADJD $( ADJA $( PTKZU VVINF $, VMFIN PPER PDS VVINF VVFIN	17/CP 8/NK 2/OA 2/MO 7/NK 7/NK 4/NK 17/CJ 8/-- 14/NK 10/-- 14/MO 12/-- 17/OA 14/-- 17/PM 19/MO 17/-- 0/-- 19/SB 22/OA 23/OC 19/OC	_ pers=3|num=pl|tense=past|mood=ind case=acc|pers=3|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True _ _ case=dat|gender=fem|num=pl|comp=True _ case=acc|gender=neut|num=sg _ _ _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ _ pers=3|num=pl|tense=past|mood=subj case=nom|*=True|num=pl|pers=3 case=acc|gender=neut|num=sg _ _
378555462603776000	positive	Denken wie ein Proton ... Positiv %PosSmiley LINKE wählen ! Soziale Gerechtigkeit stark machen ! BTW13	Denken wie eine Proton ... Positiv %PosSmiley links wählen ! sozial Gerechtigkeit stark machen ! BTW13	NN KOKOM ART NN $. NN ITJ ADJA VVINF $. ADJA NN ADJD VVINF $. CARD	0/-- 4/CM 4/NK 1/CC 4/-- 9/OA 8/NK 6/NK 0/-- 9/-- 12/NK 14/OA 14/MO 0/-- 14/-- 0/--	Sentiment::markable_208::Sentiment=True|Sentiment::markable_208::Polarity=positive|Sentiment::markable_208::Intensity=medium|Sentiment::markable_208::Sarcasm=false Sentiment::markable_208::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_208::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_208::Sentiment=True Sentiment::markable_208::Sentiment=True case=nom|EmoExpression::markable_206::Polarity=positive|EmoExpression::markable_206::SubjectiveFact=false|EmoExpression::markable_206::EmoExpression=True|gender=masc|Sentiment::markable_208::Sentiment=True|num=sg|EmoExpression::markable_206::Intensity=medium|EmoExpression::markable_206::Sarcasm=false|EmoExpression::markable_206::Uncertain=false case=nom|EmoExpression::markable_207::Uncertain=false|gender=masc|EmoExpression::markable_207::Polarity=positive|num=sg|EmoExpression::markable_207::Sarcasm=false|EmoExpression::markable_207::Intensity=medium|EmoExpression::markable_207::SubjectiveFact=false|Sentiment::markable_208::Sentiment=True|EmoExpression::markable_207::EmoExpression=True case=acc|Target::markable_209::Target=True|gender=fem|pos=True|num=pl|Target::markable_209::Anaphref=empty|Sentiment::markable_208::Sentiment=True|Target::markable_209::Preferred=true EmoExpression::markable_210::Sarcasm=false|EmoExpression::markable_210::Uncertain=false|EmoExpression::markable_210::Polarity=positive|EmoExpression::markable_210::SubjectiveFact=false|Sentiment::markable_208::Sentiment=True|EmoExpression::markable_210::EmoExpression=True|EmoExpression::markable_210::Intensity=medium Sentiment::markable_208::Sentiment=True case=acc|gender=fem|num=sg|pos=True case=acc|EmoExpression::markable_212::Sarcasm=false|EmoExpression::markable_212::Polarity=positive|gender=fem|EmoExpression::markable_212::Intensity=medium|num=sg|EmoExpression::markable_212::Uncertain=false|EmoExpression::markable_212::SubjectiveFact=false|EmoExpression::markable_212::EmoExpression=True EmoExpression::markable_211::SubjectiveFact=false|EmoExpression::markable_211::Intensity=medium|EmoExpression::markable_211::Polarity=positive|EmoExpression::markable_211::Sarcasm=false|EmoExpression::markable_211::Uncertain=false|EmoExpression::markable_211::EmoExpression=True|pos=True _ _ _
347267057982775296	negative	Ich glaube dem Kleine , dass er ein rassistische Arschloch ohne Wissen und Gewissen ist. spd	ich glauben die Kleine , dass er eine rassistisch Arschloch ohne Wissen und Gewissen ist. spd	PPER VVFIN ART NN $, KOUS PPER ART ADJA NN APPR NN KON NN NE ADJA	2/SB 0/-- 4/NK 2/DA 4/-- 16/CP 16/SB 10/NK 10/NK 16/OA 10/MNR 11/NK 12/CD 13/CJ 14/NK 2/OC	case=nom|Sentiment::markable_213::Polarity=negative|Source::markable_214::Anaphref=empty|Sentiment::markable_213::Sentiment=True|Source::markable_214::Source=True|*=True|Sentiment::markable_213::Intensity=strong|Sentiment::markable_213::Sarcasm=false|pers=1|num=sg pers=1|Sentiment::markable_213::Sentiment=True|num=sg|tense=pres|mood=ind case=dat|Target::markable_215::Target=True|num=sg|Sentiment::markable_213::Sentiment=True|gender=masc|Target::markable_215::Preferred=true|Target::markable_215::Anaphref=empty case=dat|gender=masc|Target::markable_215::Target=True|num=sg|Sentiment::markable_213::Sentiment=True Sentiment::markable_213::Sentiment=True Sentiment::markable_213::Sentiment=True case=nom|Target::markable_216::Anaphref=markable_215|Target::markable_216::Preferred=true|Sentiment::markable_213::Sentiment=True|gender=masc|pers=3|num=sg|Target::markable_216::Target=True case=acc|gender=neut|num=sg|Sentiment::markable_213::Sentiment=True case=acc|EmoExpression::markable_222::Sarcasm=false|gender=neut|EmoExpression::markable_222::SubjectiveFact=false|pos=True|EmoExpression::markable_222::Polarity=positive|EmoExpression::markable_222::Intensity=medium|EmoExpression::markable_222::Uncertain=false|num=sg|Sentiment::markable_213::Sentiment=True|EmoExpression::markable_222::EmoExpression=True case=acc|EmoExpression::markable_217::EmoExpression=True|Sentiment::markable_213::Sentiment=True|gender=neut|EmoExpression::markable_217::Intensity=strong|EmoExpression::markable_217::Uncertain=false|EmoExpression::markable_217::Sarcasm=false|EmoExpression::markable_217::SubjectiveFact=false|EmoExpression::markable_217::Polarity=negative|num=sg Negation::markable_219::EmoExpressionRef=emo-expression:markable_218|Negation::markable_221::Negation=True|Negation::markable_221::EmoExpressionRef=emo-expression:markable_220|Negation::markable_219::Negation=True|Sentiment::markable_213::Sentiment=True case=acc|Sentiment::markable_213::Sentiment=True|EmoExpression::markable_218::EmoExpression=True|EmoExpression::markable_218::SubjectiveFact=false|gender=neut|EmoExpression::markable_218::Sarcasm=false|EmoExpression::markable_218::Uncertain=false|EmoExpression::markable_218::Polarity=positive|num=sg|EmoExpression::markable_218::Intensity=medium Sentiment::markable_213::Sentiment=True case=acc|EmoExpression::markable_220::EmoExpression=True|Sentiment::markable_213::Sentiment=True|gender=neut|EmoExpression::markable_220::Intensity=medium|EmoExpression::markable_220::Polarity=positive|EmoExpression::markable_220::Sarcasm=false|EmoExpression::markable_220::Uncertain=false|num=sg|EmoExpression::markable_220::SubjectiveFact=false case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True
373588908430598144	neutral	Bgm. - Raab - Strasse 31, 86470 Thannhausen ( Bayern ) Unfall mit parkendem Kfz am 07.05 . 2013 ID760	Bgm. - Raab - Straße @card@ @card@ Thannhausen ( Bayern ) Unfall mit parkendem Kraftfahrzeug an @card@ . @card@ ID760	NE $( NE $( NN CARD CARD NN $( NE $( NN APPR ADJA NN APPRART CARD $. CARD CARD	0/-- 1/-- 0/-- 3/-- 3/PAR 7/NMC 8/NK 5/NK 8/-- 0/-- 10/-- 3/APP 12/MNR 15/NK 13/NK 15/MNR 16/NK 17/-- 20/NMC 17/PD	case=nom|*=True|num=sg _ case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg _ _ case=nom|gender=fem|num=pl _ case=nom|gender=neut|num=sg _ case=acc|gender=masc|num=sg _ case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ _ _
379231600472358912	positive	Egal , wenn man und frau piraten wählt , hat mensch alles richtig gemacht !	egal , wenn man und frau Pirat wählen , haben mensch alle richtig machen !	ADJD $, KOUS PIS KON ADJA NN VVFIN $, VAFIN ADJD PIS ADJD VVPP $.	8/MO 1/-- 8/CP 8/SB 4/CD 7/NK 5/CJ 14/MO 8/-- 0/-- 14/MO 14/OA 14/MO 10/OC 14/--	Sentiment::markable_223::Sentiment=True|Sentiment::markable_223::Polarity=positive|Sentiment::markable_223::Sarcasm=false|pos=True|Sentiment::markable_223::Intensity=medium Sentiment::markable_223::Sentiment=True Sentiment::markable_223::Sentiment=True case=nom|Sentiment::markable_223::Sentiment=True|num=sg|Target::markable_224::Preferred=true|Target::markable_224::Anaphref=empty|Target::markable_224::Target=True|*=True Target::markable_224::Target=True|Sentiment::markable_223::Sentiment=True case=nom|*=True|Target::markable_224::Target=True|num=sg|Sentiment::markable_223::Sentiment=True case=acc|gender=masc|Target::markable_224::Target=True|num=sg|Sentiment::markable_223::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_224::Target=True|Sentiment::markable_223::Sentiment=True Sentiment::markable_223::Sentiment=True pers=3|Sentiment::markable_223::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_223::Sentiment=True|pos=True case=nom|Target::markable_225::Preferred=true|num=sg|Target::markable_225::Anaphref=markable_224|gender=neut|Target::markable_225::Target=True|Sentiment::markable_223::Sentiment=True EmoExpression::markable_226::SubjectiveFact=false|Sentiment::markable_223::Sentiment=True|pos=True|EmoExpression::markable_226::Intensity=medium|EmoExpression::markable_226::Uncertain=false|EmoExpression::markable_226::Sarcasm=false|EmoExpression::markable_226::EmoExpression=True|EmoExpression::markable_226::Polarity=positive Sentiment::markable_223::Sentiment=True Sentiment::markable_223::Sentiment=True
351771590066831360	negative	Für die Piraten ist Prism ein Elfmeter . Vor leerem Tor . Rückenwind . Abschüssiger Platz . Warum befürchtet man trotzdem , das ...	für die Pirat sein Prism eine Elfmeter . vor leer Tor . Rückenwind . abschüssig Platz . warum befürchten man trotzdem , die ...	APPR ART NN VAFIN NN ART NN $. APPR ADJA NN $. NN $. ADJA NN $. PWAV VVFIN PIS PAV $, PRELS $.	4/MO 3/NK 1/NK 0/-- 4/PD 7/NK 4/PD 7/-- 0/-- 11/NK 9/NK 11/-- 0/-- 13/-- 16/NK 0/-- 16/-- 19/MO 0/-- 19/SB 23/NK 20/-- 19/OA 19/--	Sentiment::markable_227::Sentiment=True case=acc|*=True|num=pl|Sentiment::markable_227::Sentiment=True case=acc|*=True|num=pl|Sentiment::markable_227::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_227::Sentiment=True case=nom|num=sg|Target::markable_228::Target=True|Sentiment::markable_227::Sentiment=True|gender=masc|Target::markable_228::Anaphref=empty|Target::markable_228::Preferred=true case=nom|EmoExpression::markable_229::Sarcasm=false|EmoExpression::markable_229::Uncertain=false|EmoExpression::markable_229::Polarity=negative|gender=masc|EmoExpression::markable_229::SubjectiveFact=false|num=sg|EmoExpression::markable_229::Intensity=medium|Sentiment::markable_227::Sentiment=True|EmoExpression::markable_229::EmoExpression=True case=nom|gender=masc|num=sg|EmoExpression::markable_229::EmoExpression=True|Sentiment::markable_227::Sentiment=True Sentiment::markable_227::Sentiment=True Sentiment::markable_227::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_227::Sentiment=True|comp=True case=dat|gender=neut|num=sg|Sentiment::markable_227::Sentiment=True Sentiment::markable_227::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_227::Sentiment=True Sentiment::markable_227::Sentiment=True case=nom|gender=masc|num=sg|pos=True|Sentiment::markable_227::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_227::Sentiment=True Sentiment::markable_227::Sentiment=True _ EmoExpression::markable_230::Uncertain=false|EmoExpression::markable_230::EmoExpression=True|mood=ind|EmoExpression::markable_230::Intensity=medium|EmoExpression::markable_230::Polarity=negative|EmoExpression::markable_230::Sarcasm=false|pers=3|num=sg|tense=pres|EmoExpression::markable_230::SubjectiveFact=false case=nom|*=True|num=sg _ _ case=nom|gender=neut|num=sg _
373453783541760000	neutral	*** BILDplus Inhalt *** - DAS steckt hinter den Werbespots der Parteien Die %Link	*** BILDplus Inhalt *** - die stecken hinter die Werbespot die Partei die %Link	ADJA NN NN ADJD $( PDS VVFIN APPR ART NN ART NN ART XY	2/NK 0/-- 2/NK 2/MNR 6/-- 7/SB 0/-- 7/MO 10/NK 8/NK 12/NK 10/AG 14/NK 10/MNR	_ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
384037441688317953	positive	Papst setzt sich für Homosexuelle ein , US - Präsident spricht mit iranischem Präsidenten , CDU und SPD wollen koalieren - wa ...	Papst setzen sich für Homosexuelle ein , US - Präsident sprechen mit iranisch Präsident , CDU und SPD wollen koalieren - Wa ...	NN VVFIN PRF APPR NN PTKVZ $, NE $( NN VVFIN APPR ADJA NN $, NE KON NE VMFIN VVINF $( NE $.	2/SB 0/-- 2/OA 2/MO 4/NK 2/SVP 6/-- 11/SB 8/-- 8/CJ 2/CJ 11/MO 14/NK 12/NK 14/-- 19/SB 16/CD 17/CJ 11/CJ 19/OC 20/-- 20/CJ 22/--	case=nom|gender=masc|num=sg mood=ind|EmoExpression::markable_231::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_231::Uncertain=false|EmoExpression::markable_231::Sarcasm=false|EmoExpression::markable_231::EmoExpression=True|EmoExpression::markable_231::Intensity=medium|EmoExpression::markable_231::Polarity=positive case=acc|pers=3|num=sg|EmoExpression::markable_231::EmoExpression=True _ case=acc|gender=fem|num=sg _ _ _ _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg EmoExpression::markable_232::Intensity=medium|mood=ind|EmoExpression::markable_232::EmoExpression=True|EmoExpression::markable_232::SubjectiveFact=false|EmoExpression::markable_232::Uncertain=false|pers=3|num=pl|tense=pres|EmoExpression::markable_232::Polarity=positive|EmoExpression::markable_232::Sarcasm=false _ _ _ _
366978571119497216	neutral	Teilen ist das neue Haben . Piraten +	Teil|Teilen sein die neu Haben . Pirat +	NN VAFIN ART ADJA NN $. NN KON	2/SB 0/-- 5/NK 5/NK 2/PD 5/-- 0/-- 7/CD	case=dat|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=pl _
365559079155941376	neutral	auf das linke oder das rechte im Bild ? %NegSmiley	auf die links oder die recht|rechts in Bild ? %NegSmiley	APPR ART ADJA KON ART ADJA APPRART NN $. ITJ	0/-- 3/NK 1/NK 3/CD 6/NK 4/CJ 3/MO 7/NK 8/-- 1/MO	_ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _
359705839424126976	negative	die %User in der ZEIT : " Wir werden belogen und hingehalten " %Link piraten + nsa prism	die %User in die zeit : " wir werden belügen und hinhalten " %Link Pirat + nsa prism	ART NE APPR ART APPR $. $( PPER VAFIN VVPP KON VVPP $( XY NN KON ADJA NE	2/NK 9/SB 2/MNR 5/NK 3/NK 5/-- 6/-- 9/SB 0/-- 9/OC 10/CD 11/CJ 12/-- 12/OA 12/OA 15/CD 16/CJ 16/CJ	case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind EmoExpression::markable_233::Sarcasm=false|EmoExpression::markable_233::EmoExpression=True|EmoExpression::markable_233::Uncertain=false|EmoExpression::markable_233::Intensity=medium|EmoExpression::markable_233::Polarity=negative|EmoExpression::markable_233::SubjectiveFact=false _ _ _ _ _ _ _ _
367747752899641344	positive	70% der Piraten + Kandidaten sind für Transparenz und gegen Bestechung bei %User - was ist mit den anderen 30 % ? htt ...	@card@ die Pirat + Kandidat sein für Transparenz und gegen Bestechung bei %User - was sein mit die andere 30 % ? htt ...	CARD ART NN KON NN VAFIN APPR NE KON APPR NN APPR NE $( PRELS VAFIN APPR ART PIAT CARD NN $. NN $.	6/SB 3/NK 1/AG 3/CD 4/CJ 0/-- 6/MO 7/NK 7/CD 9/CJ 10/NK 11/MNR 12/NK 13/-- 16/SB 6/RC 16/MO 21/NK 21/NK 21/NK 17/NK 21/-- 0/-- 23/--	Source::markable_238::Source=True|Sentiment::markable_234::Polarity=positive|Sentiment::markable_234::Sentiment=True|Sentiment::markable_234::Sarcasm=false|Source::markable_234::Source=True|Sentiment::markable_234::Intensity=medium|Source::markable_234::Anaphref=empty|Source::markable_238::Anaphref=empty|Sentiment::markable_238::Sentiment=True case=gen|num=pl|Source::markable_234::Source=True|Source::markable_238::Source=True|gender=masc|Sentiment::markable_234::Sentiment=True|Sentiment::markable_238::Sentiment=True case=gen|num=pl|Source::markable_234::Source=True|Source::markable_238::Source=True|gender=masc|Sentiment::markable_234::Sentiment=True|Sentiment::markable_238::Sentiment=True Source::markable_238::Source=True|Sentiment::markable_234::Sentiment=True|Source::markable_234::Source=True|Sentiment::markable_238::Sentiment=True case=nom|num=pl|Source::markable_234::Source=True|Source::markable_238::Source=True|gender=masc|Sentiment::markable_234::Sentiment=True|Sentiment::markable_238::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_234::Sentiment=True|Sentiment::markable_238::Sentiment=True EmoExpression::markable_234::EmoExpression=True|EmoExpression::markable_234::Sarcasm=false|Sentiment::markable_234::Sentiment=True|EmoExpression::markable_234::Polarity=positive|EmoExpression::markable_234::SubjectiveFact=false|EmoExpression::markable_234::Intensity=medium|EmoExpression::markable_234::Uncertain=false|Sentiment::markable_238::Sentiment=True case=acc|EmoExpression::markable_10409144::Intensity=medium|EmoExpression::markable_10409144::Uncertain=false|EmoExpression::markable_10409144::SubjectiveFact=false|Target::markable_234::Preferred=true|gender=fem|Sentiment::markable_234::Sentiment=True|Target::markable_234::Anaphref=empty|EmoExpression::markable_10409144::EmoExpression=True|num=sg|EmoExpression::markable_10409144::Sarcasm=false|EmoExpression::markable_10409144::Polarity=positive|Target::markable_234::Target=True|Sentiment::markable_238::Sentiment=True Sentiment::markable_234::Sentiment=True|Sentiment::markable_238::Sentiment=True EmoExpression::markable_238::Polarity=positive|EmoExpression::markable_238::Sarcasm=false|Sentiment::markable_238::Sentiment=True|Sentiment::markable_234::Sentiment=True|EmoExpression::markable_238::SubjectiveFact=false|EmoExpression::markable_238::Uncertain=false|EmoExpression::markable_238::EmoExpression=True|EmoExpression::markable_238::Intensity=medium case=acc|Target::markable_238::Target=True|EmoExpression::markable_10409145::EmoExpression=True|gender=fem|Sentiment::markable_234::Sentiment=True|EmoExpression::markable_10409145::Polarity=negative|EmoExpression::markable_10409145::Intensity=medium|EmoExpression::markable_10409145::Sarcasm=false|num=sg|Target::markable_238::Anaphref=empty|Target::markable_238::Preferred=true|EmoExpression::markable_10409145::SubjectiveFact=false|EmoExpression::markable_10409145::Uncertain=false|Sentiment::markable_238::Sentiment=True _ case=dat|*=True|num=sg _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|*=True|num=pl case=dat|*=True|num=pl _ gender=neut|*=True _ _ _
370964148089524224	neutral	ACU istn Kindergarten und KBU setzt sich halt zum Grossteil aus bekennenden NPD - Mitgliedern zusammen .	ACU istn Kindergarten und KBU setzen sich halt zu Großteil aus bekennend NPD - Mitglied zusammen .	NN NE NN KON NN VVFIN PRF ADV APPRART NN APPR ADJA NE $( NN PTKVZ $.	6/SB 1/NK 1/CJ 3/CD 4/CJ 0/-- 6/OA 6/MO 6/MO 9/NK 6/OP 15/NK 15/NK 13/-- 11/NK 6/SVP 16/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=acc|gender=fem|num=pl _ case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=pl _ _
350263334039339008	positive	Grüne BW : " Wir werden ein Zeichen setzen für ein gewaltfreies und freundschaftliches Zusammenleben aller Mensc ...	Grüne BW : " wir werden eine Zeichen setzen für eine gewaltfrei und freundschaftlich Zusammenleben alle Mensc ...	NN NE $. $( PPER VAFIN ART NN VVFIN APPR ART ADJA KON ADJA NN PIAT NN $.	2/NK 6/SB 2/-- 3/-- 6/SB 0/-- 8/NK 9/OA 6/OC 9/MO 15/NK 15/NK 12/CD 13/CJ 10/NK 17/NK 15/AG 17/--	case=nom|Sentiment::markable_242::Sarcasm=false|Source::markable_243::Anaphref=empty|Sentiment::markable_242::Intensity=medium|*=True|Sentiment::markable_242::Sentiment=True|num=pl|Sentiment::markable_242::Polarity=positive|Source::markable_243::Source=True case=nom|*=True|Sentiment::markable_242::Sentiment=True|num=pl|Source::markable_243::Source=True Sentiment::markable_242::Sentiment=True _ case=nom|pers=1|Sentiment::markable_242::Sentiment=True|num=pl|Source::markable_244::Source=True|Source::markable_244::Anaphref=markable_243|*=True pers=1|Sentiment::markable_242::Sentiment=True|num=pl|tense=pres|mood=ind case=acc|gender=neut|Sentiment::markable_242::Sentiment=True|num=sg case=acc|gender=neut|Sentiment::markable_242::Sentiment=True|num=sg Sentiment::markable_242::Sentiment=True Sentiment::markable_242::Sentiment=True case=acc|gender=neut|Sentiment::markable_242::Sentiment=True|num=sg case=acc|Target::markable_246::Preferred=true|gender=neut|Target::markable_246::Anaphref=empty|pos=True|EmoExpression::markable_247::Intensity=medium|Sentiment::markable_242::Sentiment=True|num=sg|EmoExpression::markable_247::EmoExpression=True|EmoExpression::markable_247::SubjectiveFact=false|EmoExpression::markable_247::Sarcasm=false|EmoExpression::markable_247::Uncertain=false|EmoExpression::markable_247::Polarity=positive|Target::markable_246::Target=True Sentiment::markable_242::Sentiment=True|Target::markable_246::Target=True case=acc|EmoExpression::markable_248::SubjectiveFact=false|EmoExpression::markable_248::Polarity=positive|gender=neut|pos=True|EmoExpression::markable_248::EmoExpression=True|Sentiment::markable_242::Sentiment=True|num=sg|EmoExpression::markable_248::Uncertain=false|EmoExpression::markable_248::Intensity=medium|Target::markable_246::Target=True|EmoExpression::markable_248::Sarcasm=false case=acc|gender=neut|Sentiment::markable_242::Sentiment=True|num=sg|Target::markable_246::Target=True case=gen|gender=neut|Sentiment::markable_242::Sentiment=True|num=pl|Target::markable_246::Target=True case=gen|gender=neut|Sentiment::markable_242::Sentiment=True|num=pl|Target::markable_246::Target=True _
355444340757237761	neutral	Die frage nach der vds könnte man der spd natürlich auch mal stellen ... illner	die fragen nach die vds können man die spd natürlich auch mal stellen ... illner	PDS VVFIN APPR ART NN VMFIN PIS ART ADJA ADV ADV ADV VVINF $. NN	2/SB 0/-- 2/OP 5/NK 3/NK 2/CJ 6/SB 9/NK 7/AG 6/MO 6/MO 13/MO 6/OC 13/-- 0/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ pers=3|num=sg|tense=past|mood=subj case=nom|*=True|num=sg case=gen|gender=masc|num=pl case=gen|gender=masc|num=pl|pos=True _ _ _ _ _ case=nom|gender=masc|num=sg
