311903717236555777	positive	Wir haben einen neuen Papst %PosSmiley	wir haben eine neu Papst %PosSmiley	PPER VAFIN ART ADJA NN ITJ	2/SB 0/-- 5/NK 5/NK 2/OA 5/NK	case=nom|Target::markable_3::Anaphref=empty|*=True|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True|pers=1|num=pl|Target::markable_3::Target=True pers=1|num=pl|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::Polarity=positive|Sentiment::markable_1::Sentiment=True
311938159569141760	mixed	Och finde ja , gegen die Schwulenehe als Kardinal zu sein ist erwartbar und kein Hass . Ein lächelnder Papst . Gut .	Och finden ja , gegen die Schwulenehe als Kardinal zu sein sein erwartbar und keine Hass . eine lächelnd Papst . gut .	NN VVFIN ADV $, APPR ART NN KOKOM NN PTKZU VAINF VAFIN ADJD KON PIAT NN $. ART ADJA NN $. ADJD $.	2/SB 0/-- 2/MO 3/-- 2/MO 7/NK 5/NK 12/CM 11/PD 11/PM 12/SB 7/CC 12/PD 7/CD 16/NK 14/CJ 16/-- 20/NK 20/NK 0/-- 20/-- 0/-- 22/--	case=nom|*=True|num=sg|pers=1 pers=3|num=sg|tense=pres|mood=subj _ _ Sentiment::markable_181::Polarity=negative|EmoExpression::markable_182::Sarcasm=false|Sentiment::markable_181::Intensity=medium|EmoExpression::markable_182::Polarity=negative|EmoExpression::markable_182::Intensity=medium|Sentiment::markable_181::Sentiment=True|Sentiment::markable_181::Sarcasm=false|EmoExpression::markable_182::Uncertain=false|EmoExpression::markable_182::SubjectiveFact=false|EmoExpression::markable_182::EmoExpression=True case=acc|Target::markable_183::Target=True|num=sg|Target::markable_183::Preferred=true|gender=fem|Target::markable_183::Anaphref=empty|Sentiment::markable_181::Sentiment=True case=acc|gender=fem|num=sg|Target::markable_183::Target=True|Sentiment::markable_181::Sentiment=True Sentiment::markable_181::Sentiment=True case=nom|num=sg|Source::markable_184::Source=True|gender=masc|Source::markable_184::Anaphref=empty|Sentiment::markable_181::Sentiment=True Sentiment::markable_181::Sentiment=True Sentiment::markable_181::Sentiment=True pers=3|num=sg|tense=pres|mood=ind pos=True _ case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_104011549::Intensity=medium|EmoExpression::markable_104011549::SubjectiveFact=true|EmoExpression::markable_104011549::EmoExpression=True|gender=masc|EmoExpression::markable_104011549::Sarcasm=false|num=sg|EmoExpression::markable_104011549::Polarity=negative|EmoExpression::markable_104011549::Uncertain=false _ case=nom|Target::markable_186::Anaphref=empty|Target::markable_186::Preferred=true|Sentiment::markable_185::Polarity=positive|gender=masc|Sentiment::markable_185::Sentiment=True|Sentiment::markable_185::Sarcasm=false|Sentiment::markable_185::Intensity=medium|num=sg|Target::markable_186::Target=True case=nom|num=sg|Target::markable_186::Target=True|gender=masc|Sentiment::markable_185::Sentiment=True|pos=True case=nom|gender=masc|Sentiment::markable_185::Sentiment=True|num=sg|Target::markable_186::Target=True Sentiment::markable_185::Sentiment=True EmoExpression::markable_187::EmoExpression=True|Sentiment::markable_185::Sentiment=True|EmoExpression::markable_187::Intensity=medium|pos=True|EmoExpression::markable_187::Uncertain=false|EmoExpression::markable_187::Sarcasm=false|EmoExpression::markable_187::SubjectiveFact=false|EmoExpression::markable_187::Polarity=positive Sentiment::markable_185::Sentiment=True
311916645222334464	positive	Ich finde es gut dass der pabst zur Prime Time verkündet wird , die katholische Kirche geht endlich mit der zeit !	ich finden es gut dass die Pabst zu Prime Time verkünden werden , die katholisch Kirche gehen endlich mit die zeit !	PPER VVFIN PPER ADJD KOUS ART NE APPRART FM NE VVPP VAFIN $, ART ADJA NN VVFIN ADV APPR ART APPR $.	2/SB 0/-- 2/OA 2/MO 12/CP 7/NK 12/SB 11/MO 10/PNC 8/NK 12/OC 3/RE 12/-- 16/NK 16/NK 17/SB 2/CJ 17/MO 17/MO 19/NK 20/MNR 21/--	case=nom|Source::markable_190::Anaphref=empty|Sentiment::markable_189::Sentiment=True|Sentiment::markable_189::Polarity=positive|*=True|Source::markable_190::Source=True|Sentiment::markable_189::Intensity=medium|pers=1|num=sg|Sentiment::markable_189::Sarcasm=false pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_189::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_189::Sentiment=True|pers=3 EmoExpression::markable_191::Sarcasm=false|Sentiment::markable_189::Sentiment=True|EmoExpression::markable_191::Polarity=positive|EmoExpression::markable_191::Intensity=medium|pos=True|EmoExpression::markable_191::Uncertain=false|EmoExpression::markable_191::SubjectiveFact=false|EmoExpression::markable_191::EmoExpression=True Sentiment::markable_189::Sentiment=True case=nom|num=sg|Target::markable_192::Target=True|Sentiment::markable_189::Sentiment=True|gender=masc|Target::markable_192::Anaphref=empty|Target::markable_192::Preferred=true Target::markable_192::Target=True|Sentiment::markable_189::Sentiment=True case=dat|gender=fem|num=sg|Target::markable_192::Target=True|Sentiment::markable_189::Sentiment=True case=dat|gender=fem|num=sg|Target::markable_192::Target=True|Sentiment::markable_189::Sentiment=True case=nom|*=True|num=sg|Target::markable_192::Target=True|Sentiment::markable_189::Sentiment=True Target::markable_192::Target=True|Sentiment::markable_189::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_189::Sentiment=True|Target::markable_192::Target=True _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=fem|num=sg _ _
312188065068244992	negative	Der neue Papst ist einer der Menschen , bei denen ich hoffe , dass er sehr bald und sehr qualvoll verreckt .	die neu Papst sein eine die Mensch , bei die ich hoffen , dass er sehr bald und sehr qualvoll verrecken .	ART ADJA NN VAFIN PIS ART NN $, APPR PRELS PPER VVFIN $, KOUS PPER ADV ADV KON ADV ADJD VVPP $.	3/NK 3/NK 4/SB 0/-- 4/PD 7/NK 5/AG 7/-- 12/MO 9/NK 12/SB 7/RC 12/-- 21/CP 21/SB 17/MO 21/MO 17/CD 20/MO 18/CJ 7/PAR 21/--	case=nom|Target::markable_194::Anaphref=empty|Sentiment::markable_193::Sarcasm=false|Sentiment::markable_193::Polarity=negative|gender=masc|Target::markable_194::Preferred=true|Sentiment::markable_193::Intensity=strong|num=sg|Sentiment::markable_193::Sentiment=True|Target::markable_194::Target=True case=nom|num=sg|Sentiment::markable_193::Sentiment=True|gender=masc|Target::markable_194::Target=True|pos=True case=nom|gender=masc|num=sg|Target::markable_194::Target=True|Sentiment::markable_193::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_193::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_193::Sentiment=True case=gen|gender=masc|num=pl|Sentiment::markable_193::Sentiment=True case=gen|gender=masc|num=pl|Sentiment::markable_193::Sentiment=True Sentiment::markable_193::Sentiment=True Sentiment::markable_193::Sentiment=True case=dat|gender=masc|num=pl|Sentiment::markable_193::Sentiment=True case=nom|pers=1|num=sg|Sentiment::markable_193::Sentiment=True|Source::markable_195::Source=True|*=True|Source::markable_195::Anaphref=empty EmoExpression::markable_196::Polarity=positive|mood=ind|EmoExpression::markable_196::EmoExpression=True|EmoExpression::markable_196::Sarcasm=false|pers=1|num=sg|tense=pres|Sentiment::markable_193::Sentiment=True|EmoExpression::markable_196::Intensity=medium|EmoExpression::markable_196::SubjectiveFact=false|EmoExpression::markable_196::Uncertain=false Sentiment::markable_193::Sentiment=True Sentiment::markable_193::Sentiment=True case=nom|gender=masc|pers=3|num=sg|Sentiment::markable_193::Sentiment=True|Target::markable_197::Preferred=true|Target::markable_197::Target=True|Target::markable_197::Anaphref=markable_194 Sentiment::markable_193::Sentiment=True Sentiment::markable_193::Sentiment=True Sentiment::markable_193::Sentiment=True Sentiment::markable_193::Sentiment=True EmoExpression::markable_198::SubjectiveFact=false|pos=True|EmoExpression::markable_198::Polarity=negative|EmoExpression::markable_198::Intensity=medium|EmoExpression::markable_198::Uncertain=false|EmoExpression::markable_198::Sarcasm=false|Sentiment::markable_193::Sentiment=True|EmoExpression::markable_198::EmoExpression=True EmoExpression::markable_199::SubjectiveFact=false|EmoExpression::markable_199::Intensity=medium|Sentiment::markable_193::Sentiment=True|EmoExpression::markable_199::EmoExpression=True|EmoExpression::markable_199::Sarcasm=false|EmoExpression::markable_199::Uncertain=false|EmoExpression::markable_199::Polarity=negative Sentiment::markable_193::Sentiment=True
311923642927812609	neutral	Es gibt kein Spass mit Papst . Seien Sie bitte ein bisschen ernst .	Es geben keine Spaß mit Papst . sein Sie bitte eine bisschen ernst .	NN VVFIN PIAT NN APPR NN $. VAFIN PPER ADV ART PIS PTKVZ $.	2/SB 0/-- 4/NK 2/OA 4/MNR 5/NK 6/-- 0/-- 8/SB 8/MO 12/NK 8/MO 8/MO 13/--	case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=dat|gender=fem|num=sg _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 _ gender=neut|*=True _ _ _
311918956963311617	neutral	es ist also jorgeeee von gntm geworden. nun denn ... papst	es sein also jorgeeee von gntm geworden. nun denn ... papst	PPER VAFIN ADV ADJD APPR NE NE ADV ADV $. ADJA	2/SB 0/-- 2/MO 2/PD 4/PG 7/PNC 5/NK 2/MO 2/MO 9/-- 0/--	case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ pos=True _ case=dat|*=True|num=sg case=dat|*=True|num=sg _ _ _ _
311934179300483072	neutral	Hoffe , der neue Papst beeilt sich . Champions League startet in einer halben Stunde ... cl %User	hoffen , die neu Papst beeilen sich . Champions League starten in eine halb Stunde ... cl %User	VVFIN $, ART ADJA NN VVFIN PRF $. NE NE VVFIN APPR ART ADJA NN $. NE NE	6/MO 1/-- 5/NK 5/NK 6/SB 0/-- 6/OA 7/-- 10/AG 11/SB 0/-- 11/MO 15/NK 15/NK 12/NK 15/-- 18/PNC 0/--	pers=3|num=sg|tense=past|mood=subj _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ case=gen|*=True|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ _ _
311922132198244353	positive	Er hat eine nette Stimme , der gute Franziskus Papst	er haben eine nett Stimme , die gut Franziskus Papst	PPER VAFIN ART ADJA NN $, ART ADJA NE NN	2/SB 0/-- 5/NK 5/NK 2/OA 5/-- 9/NK 9/NK 2/OA 9/PNC	case=nom|Sentiment::markable_200::Polarity=positive|Sentiment::markable_200::Sentiment=True|gender=masc|Sentiment::markable_200::Intensity=medium|Sentiment::markable_200::Sarcasm=false|pers=3|num=sg pers=3|Sentiment::markable_200::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|num=sg|Sentiment::markable_200::Sentiment=True|Target::markable_201::Preferred=true|gender=fem|Target::markable_201::Anaphref=empty|Target::markable_201::Target=True case=acc|EmoExpression::markable_202::Intensity=medium|Sentiment::markable_200::Sentiment=True|EmoExpression::markable_202::Uncertain=false|gender=fem|pos=True|EmoExpression::markable_202::SubjectiveFact=false|num=sg|EmoExpression::markable_202::Sarcasm=false|EmoExpression::markable_202::Polarity=positive|EmoExpression::markable_202::EmoExpression=True|Target::markable_201::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_200::Sentiment=True|Target::markable_201::Target=True _ case=nom|Target::markable_205::Anaphref=empty|Target::markable_205::Preferred=true|Sentiment::markable_203::Sarcasm=false|Sentiment::markable_203::Polarity=positive|gender=masc|Sentiment::markable_203::Intensity=medium|num=sg|Sentiment::markable_203::Sentiment=True|Target::markable_205::Target=True case=nom|EmoExpression::markable_204::SubjectiveFact=false|gender=masc|EmoExpression::markable_204::Intensity=medium|pos=True|EmoExpression::markable_204::Uncertain=false|EmoExpression::markable_204::Sarcasm=false|EmoExpression::markable_204::EmoExpression=True|EmoExpression::markable_204::Polarity=positive|num=sg|Sentiment::markable_203::Sentiment=True|Target::markable_205::Target=True case=nom|gender=masc|num=sg|Sentiment::markable_203::Sentiment=True|Target::markable_205::Target=True case=nom|gender=masc|num=sg
311902494190088192	positive	Weist er Rauch aus der Sixtinischen Kapelle ! Der neue Papst ist gewählt ! Alle Infos hier : %Link konklave papst wahl	weisen er Rauch aus die Sixtinische Kapelle ! die neu Papst sein wählen ! alle Info hier : %Link Konklave papst wahl	VVFIN PPER NE APPR ART NN NN $. ART ADJA NN VAFIN VVPP $. PIAT NN ADV $. XY NN ADJA ADJA	0/-- 1/SB 1/OA 3/MNR 6/NK 4/NK 6/NK 7/-- 11/NK 11/NK 12/SB 0/-- 12/PD 13/-- 16/NK 21/SB 16/MNR 17/-- 0/-- 21/SB 0/-- 21/CC	pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_104011550::Uncertain=false|EmoExpression::markable_104011550::Polarity=positive|EmoExpression::markable_104011550::Sarcasm=false|gender=masc|pers=3|num=sg|EmoExpression::markable_104011550::Intensity=medium|EmoExpression::markable_104011550::SubjectiveFact=true|EmoExpression::markable_104011550::EmoExpression=True case=acc|gender=masc|num=sg|EmoExpression::markable_104011550::EmoExpression=True _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl _ _ _ case=nom|gender=neut|num=pl pers=2|num=sg|tense=pres|mood=ind *=True|pos=True
311917909863718912	negative	Hat der einen Schlaganfall oder ist er nur besoffen ? Papst	haben die einen Schlaganfall oder sein er nur besaufen ? Papst	VAFIN ART ADJA NN KON VAFIN PPER ADV VVPP $. NN	0/-- 4/NK 4/NK 1/SB 1/CD 5/CJ 6/SB 9/MO 6/PD 9/-- 0/--	pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_104011551::Intensity=medium|EmoExpression::markable_104011551::Polarity=negative|EmoExpression::markable_104011551::Sarcasm=false|gender=masc|EmoExpression::markable_104011551::SubjectiveFact=true|num=sg|EmoExpression::markable_104011551::EmoExpression=True|EmoExpression::markable_104011551::Uncertain=false _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 _ EmoExpression::markable_104011552::Polarity=negative|EmoExpression::markable_104011552::Sarcasm=false|EmoExpression::markable_104011552::Uncertain=false|EmoExpression::markable_104011552::Intensity=medium|EmoExpression::markable_104011552::SubjectiveFact=true|EmoExpression::markable_104011552::EmoExpression=True _ case=nom|gender=masc|num=sg
311954546320625664	neutral	+ + + + Habemus Batman : Neuer Papst entscheidet sich für ungewöhnlichen Namen + + + + newstweet	+ + + + Habemus Batman : neu Papst entscheiden sich für ungewöhnlich Name + + + + newstweet	KON KON KON KON NN NE $. ADJA NN VVFIN PRF APPR ADJA NN KON KON KON KON ADJA	10/JU 1/CD 2/CD 3/CD 4/CJ 5/NK 6/-- 9/NK 10/SB 0/-- 10/OA 10/MO 14/NK 12/NK 10/MO 15/CD 16/CD 17/CD 18/CJ	_ _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ _ _ _
311920837181722624	neutral	ZDF weist gerade darauf hin : Gleich spielt in CL Bayern München vs Arsenal . Papst soll sich deshalb beeilen	ZDF weisen gerade darauf hin : gleich spielen in CL Bayern München V Arsenal . Papst sollen sich deshalb beeilen	NE VVFIN ADV PAV PTKVZ $. ADJD VVFIN APPR NE NE NE NN NN $. NN VMFIN PRF PAV VVFIN	2/SB 0/-- 2/MO 11/NK 2/SVP 5/-- 8/MO 2/CJ 8/MO 9/NK 10/CD 11/NK 8/SB 8/OA 14/-- 17/SB 0/-- 20/OA 20/NK 17/OC	case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ _ pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _
311907491007057920	neutral	Stimmt , am 13.3 . 13 auch nicht " Am 13. 3. 13 sollte man keinen Papst wählen . Aus Prinzip "	stimmen , an @card@ . 13 auch nicht " an 13. 3. 13 sollen man keine Papst wählen . aus Prinzip "	VVFIN $, APPRART CARD $. CARD ADV PTKNEG $( APPRART ADJA ADJA CARD VMFIN PIS PIAT NN VVINF $. APPR NN $(	14/MO 1/-- 14/MO 3/NK 4/-- 4/PD 14/MO 14/NG 8/-- 14/MO 12/NK 10/NK 12/NK 0/-- 14/SB 17/NK 18/OA 14/OC 18/-- 0/-- 20/NK 21/--	pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=masc|num=sg _ _ _ _ _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg|pos=True _ pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ _ case=dat|gender=masc|num=sg _
311918869272997889	neutral	Er heisst zwar Jorge . Aber bitte lass ihn keine Highheel anhaben ! Papst	er heißen zwar Jorge . aber bitte laß er keine Highheel anhaben ! Papst	PPER VVFIN ADV NE $. KON ADV ADJD PPER PIAT NN VVINF $. NN	2/SB 0/-- 2/MO 2/MO 4/-- 12/JU 8/MO 12/MO 12/OA 11/NK 12/OA 0/-- 12/-- 0/--	case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg _ _ _ pos=True case=acc|gender=masc|num=sg|pers=3 case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=nom|gender=masc|num=sg
311913615689142273	neutral	habemus papam ! in katholischen junge es - internaten wird ab heute wieder mit dem rücken zur wand geschlafen p ...	habemus papam ! in katholisch jung es - Internat werden ab heute wieder mit die rücken zu winden schlafen p ...	NN ADJD $. APPR ADJA ADJA PPER $( NN VAFIN ADV ADV ADV APPR ART VVFIN APPRART VVFIN VVPP XY $.	0/-- 1/PD 2/-- 19/MO 9/NK 9/NK 10/SB 7/-- 4/NK 0/-- 19/MO 19/MO 19/MO 19/MO 16/NK 14/NK 16/MO 16/MO 10/OC 19/OA 20/--	_ pos=True _ _ case=dat|gender=fem|num=sg|pos=True case=acc|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg|pers=3 _ pers=1|num=pl|tense=past|mood=subj pers=3|num=sg|tense=pres|mood=ind _ _ _ _ case=dat|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ _
311873666902269952	positive	Vettels neues Auto heisst " Hungry Heidi " . Wäre auch ein hübscher Name für den neuen Papst. f1	Vettels neu Auto heißen " Hungry Heidi " . sein auch eine hübsch Name für die neu Papst. f1	NN ADJA NN VVFIN $( NE NE $( $. VAFIN ADV ART ADJA NN APPR ART ADJA NN CARD	2/SB 3/NK 4/OA 0/-- 4/-- 7/PNC 4/SB 7/-- 8/-- 0/-- 14/MO 14/NK 14/NK 10/PD 14/MNR 18/NK 18/NK 15/NK 18/NK	case=nom|gender=neut|num=pl case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|Target::markable_206::Target=True|num=sg|gender=fem|Target::markable_206::Preferred=true|Target::markable_206::Anaphref=empty case=nom|gender=fem|Target::markable_206::Target=True|num=sg _ _ Sentiment::markable_206::Polarity=positive|mood=subj|Sentiment::markable_206::Sentiment=True|Sentiment::markable_206::Sarcasm=false|pers=3|Sentiment::markable_206::Intensity=medium|num=sg|tense=past Sentiment::markable_206::Sentiment=True case=nom|num=sg|Target::markable_208::Anaphref=markable_207|Target::markable_208::Preferred=true|Target::markable_208::Target=True|gender=masc|Sentiment::markable_206::Sentiment=True case=nom|EmoExpression::markable_209::EmoExpression=True|Target::markable_208::Target=True|gender=masc|Sentiment::markable_206::Sentiment=True|pos=True|EmoExpression::markable_209::Polarity=positive|EmoExpression::markable_209::SubjectiveFact=false|num=sg|EmoExpression::markable_209::Intensity=medium|EmoExpression::markable_209::Uncertain=false|EmoExpression::markable_209::Sarcasm=false case=nom|gender=masc|Target::markable_208::Target=True|num=sg|Sentiment::markable_206::Sentiment=True Sentiment::markable_206::Sentiment=True case=acc|gender=masc|Sentiment::markable_206::Sentiment=True|num=sg case=acc|gender=masc|Sentiment::markable_206::Sentiment=True|num=sg|pos=True case=acc|gender=masc|num=sg _
311929589318438914	neutral	Der neue Papst ist ein Lateinamerikaner und hat den Namen des heiligen Franziskus gewählt . Das klingt vielverspre ...	die neu Papst sein eine Lateinamerikaner und haben die Name die heilig Franziskus wählen . die klingen vielverspre ...	ART ADJA NN VAFIN ART NN KON VAFIN ART NN ART ADJA NE VVPP $. PDS VVFIN ADJD $.	3/NK 3/NK 4/SB 0/-- 6/NK 4/SB 4/CD 7/CJ 10/NK 14/OA 13/NK 13/NK 10/AG 8/OC 14/-- 17/SB 0/-- 17/MO 18/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg|pos=True case=gen|gender=masc|num=sg _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _
311901608415997952	positive	Weist er Rauch ! Ein neuer Papst ist gewählt . Mehr gleich bei uns ! ( aar )	weisen er Rauch ! eine neu Papst sein wählen . mehr gleich bei wir ! ( Aar )	VVFIN PPER NE $. ART ADJA NN VAFIN VVPP $. ADV ADJD APPR PPER $. $( NN $(	0/-- 1/SB 1/OA 3/-- 7/NK 7/NK 8/SB 0/-- 8/PD 9/-- 13/SB 13/MO 0/-- 13/NK 14/-- 17/-- 0/-- 17/--	pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_104011553::Polarity=positive|EmoExpression::markable_104011553::EmoExpression=True|gender=masc|pers=3|num=sg|EmoExpression::markable_104011553::Uncertain=false|EmoExpression::markable_104011553::Intensity=medium|EmoExpression::markable_104011553::Sarcasm=false|EmoExpression::markable_104011553::SubjectiveFact=true case=acc|gender=masc|num=sg|EmoExpression::markable_104011553::EmoExpression=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ pos=True _ case=dat|*=True|num=pl|pers=1 _ _ _ _
311907358697725952	negative	" Der Papst hat der Jugend etwas zu sagen " sagt die ARD . Was denn ausser irgendwelche konservative Scheisse ?	" die Papst haben die Jugend etwas zu sagen " sagen die ARD . was denn außer irgendwelche konservativ Scheiße ?	$( ART NN VAFIN ART NN PIS PTKZU VVINF $( VVFIN ART NE $. PWS ADV APPR PIAT ADJA NN $.	2/-- 3/NK 4/SB 11/OC 6/NK 9/DA 9/OA 9/PM 4/OC 9/-- 0/-- 13/NK 11/SB 13/-- 0/-- 15/MO 15/MNR 20/NK 20/NK 17/NK 20/--	_ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg gender=neut|*=True _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=sg _ _ case=acc|gender=masc|num=pl case=acc|EmoExpression::markable_104011554::Uncertain=false|gender=masc|EmoExpression::markable_104011554::Intensity=medium|pos=True|EmoExpression::markable_104011554::Sarcasm=false|EmoExpression::markable_104011554::SubjectiveFact=true|num=pl|EmoExpression::markable_104011554::Polarity=negative|EmoExpression::markable_104011554::EmoExpression=True case=acc|EmoExpression::markable_104011555::Polarity=negative|gender=masc|EmoExpression::markable_104011555::Uncertain=false|num=pl|EmoExpression::markable_104011555::Intensity=medium|EmoExpression::markable_104011555::EmoExpression=True|EmoExpression::markable_104011555::SubjectiveFact=false|EmoExpression::markable_104011555::Sarcasm=false _
311952865499422720	neutral	Dieser Tag zusammengefasst : Papst , Mittwoch wie ein Montag , Papst .	dies Tag zusammenfassen : Papst , Mittwoch wie eine Montag , Papst .	PDAT NN VVPP $. NN $, NN KOKOM ART NN $, NN $.	2/NK 3/MO 0/-- 3/-- 3/PAR 5/-- 5/CJ 10/CM 10/NK 7/CC 10/-- 10/CJ 12/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _
311809524023578624	neutral	Reinhard Kardinal Marx : Ex - Dortmunder bei Papst - Wahl dabei : DORTMUND / ROM Bei der Wahl des neuen Papstes ist au ...	Reinhard Kardinal Marx : Ex - Dortmunder bei Papst - Wahl dabei : Dortmund / Rom bei die Wahl die neu Papst sein au ...	NE NN NE $. NN $( NN APPR NN $( NN PTKVZ $. NE $( NE APPR ART NN ART ADJA NN VAFIN ITJ $.	3/PNC 3/PNC 0/-- 3/-- 23/SB 5/-- 5/APP 7/MNR 8/NK 9/-- 9/PAR 11/MNR 12/-- 11/APP 14/-- 14/CJ 16/MNR 19/NK 17/NK 22/NK 22/NK 19/AG 3/RS 16/NK 23/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ _ *=True|pos=True _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ _ case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg|pos=True case=gen|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _
