381764388614836224	positive	das hoffe ich. dafür haben wir alle ein halbes jahr wahlkampf gemacht %PosSmiley	die hoffen ich. dafür haben wir alle eine halb Jahr wahlkampf machen %PosSmiley	PDS VVFIN ADJD PAV VAFIN PPER PIS ART ADJA NN ADJD VVPP ITJ	2/SB 5/MO 2/MO 2/NK 0/-- 5/SB 6/NK 10/NK 10/NK 12/OA 12/MO 5/OC 12/NK	case=nom|Target::markable_4::Preferred=true|Target::markable_4::Anaphref=empty|gender=neut|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=sg|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium mood=subj|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::Sarcasm=false|Sentiment::markable_1::Sentiment=True|pers=3|EmoExpression::markable_3::Intensity=medium|num=sg|tense=pres|EmoExpression::markable_3::Uncertain=false|EmoExpression::markable_3::EmoExpression=True Source::markable_2::Source=True|Source::markable_2::Anaphref=empty|pos=True|Sentiment::markable_1::Sentiment=True _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=nom|*=True|num=pl case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg pos=True _ EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Uncertain=false|EmoExpression::markable_5::Polarity=positive
359990870604394498	negative	grüne & spd sind keine Alternative für die Wähler ! Zusammen 34 % ! Abgestraft , weil sie Opposition verweigerten !...	grün & spd sein keine Alternative für die Wähler ! zusammen @card@ % ! abstrafen , weil sie Opposition verweigern !...	ADJA KON ADJA VAFIN PIAT NN APPR ART NN $. ADV CARD NN $. VVPP $, KOUS PPER NN VVFIN ADJA	4/SB 1/CD 2/CJ 0/-- 6/NK 4/PD 6/MNR 9/NK 7/NK 9/-- 12/MO 13/NK 0/-- 13/-- 21/MO 15/-- 20/CP 20/SB 20/OA 15/MO 0/--	case=nom|Target::markable_190::Target=True|Sentiment::markable_189::Sentiment=True|gender=masc|pos=True|Target::markable_190::Preferred=true|num=pl|Source::markable_195::Source=True|Target::markable_190::Anaphref=empty|Source::markable_195::Anaphref=empty Sentiment::markable_189::Sentiment=True Target::markable_191::Preferred=true|Sentiment::markable_189::Sentiment=True|Target::markable_191::Target=True|Source::markable_195::Source=True|Source::markable_195::Anaphref=empty|Target::markable_191::Anaphref=empty pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_189::Sentiment=True case=nom|Negation::markable_193::EmoExpressionRef=emo-expression:markable_192|num=sg|Sentiment::markable_189::Sentiment=True|Negation::markable_193::Negation=True|gender=fem case=nom|EmoExpression::markable_192::Intensity=medium|EmoExpression::markable_192::Polarity=positive|Sentiment::markable_189::Sentiment=True|EmoExpression::markable_192::Uncertain=false|gender=fem|EmoExpression::markable_192::SubjectiveFact=false|num=sg|EmoExpression::markable_192::Sarcasm=false|EmoExpression::markable_192::EmoExpression=True Sentiment::markable_189::Sentiment=True case=acc|gender=masc|num=pl|Sentiment::markable_189::Sentiment=True case=acc|gender=masc|num=pl|Sentiment::markable_189::Sentiment=True Sentiment::markable_189::Sentiment=True _ _ gender=neut|*=True _ _ _ _ case=nom|Sentiment::markable_195::Sarcasm=false|Sentiment::markable_195::Polarity=negative|gender=masc|Source::markable_196::Anaphref=markable_199|pers=3|num=pl|Source::markable_196::Source=True|Sentiment::markable_195::Intensity=medium|Sentiment::markable_195::Sentiment=True case=acc|num=sg|Target::markable_197::Preferred=true|gender=fem|Sentiment::markable_195::Sentiment=True|Target::markable_197::Anaphref=empty|Target::markable_197::Target=True EmoExpression::markable_198::Intensity=medium|EmoExpression::markable_198::SubjectiveFact=false|mood=ind|EmoExpression::markable_198::Polarity=negative|pers=3|EmoExpression::markable_198::Uncertain=false|num=pl|tense=past|EmoExpression::markable_198::Sarcasm=false|EmoExpression::markable_198::EmoExpression=True|Sentiment::markable_195::Sentiment=True case=acc|gender=masc|num=sg|pos=True
376981379545718784	positive	Und was ist nochmal ein Leistungsträger für CDU SPD FDP Grüne ? Wie definieren die Leistung ? Wieso antwortet von denen keiner ...	und was sein nochmal eine Leistungsträger für CDU SPD FDP Grüne ? wie definieren die Leistung ? wieso antworten von die keine ...	KON PIS VAFIN ADV ART NN APPR NE NE NE NN $. KOUS VVFIN ART NN $. PWAV VVFIN APPR PDS PIS $.	3/JU 3/SB 0/-- 3/MO 6/NK 3/PD 6/MNR 9/PNC 11/AG 9/NK 7/NK 11/-- 14/MO 0/-- 16/NK 14/OA 16/-- 19/MO 0/-- 22/PG 20/NK 19/SB 22/--	_ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|EmoExpression::markable_201::Sarcasm=false|EmoExpression::markable_201::Polarity=positive|gender=fem|EmoExpression::markable_201::Intensity=medium|num=sg|EmoExpression::markable_201::Uncertain=false|EmoExpression::markable_201::SubjectiveFact=false|EmoExpression::markable_201::EmoExpression=True _ _ pers=3|num=sg|tense=pres|mood=ind _ case=dat|*=True|num=pl case=nom|gender=masc|num=sg _
356738471186018304	positive	Rainer Deppe und Josef Hovenjürgen zu Bergbau - Sondermüll : Umweltminister Remmel muss für Aufklärung sorgen	Rainer Deppe und Josef Hovenjürgen zu Bergbau - Sondermüll : Umweltminister Remmel müssen für Aufklärung sorgen	NE NE KON NE NE APPR NN $( NN $. NN NN VMFIN APPR NN VVFIN	2/PNC 13/SB 2/CD 5/PNC 3/CJ 11/MO 6/NK 7/-- 7/CJ 9/-- 5/PAR 11/NK 0/-- 16/OP 14/NK 13/OC	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ case=acc|EmoExpression::markable_10409987::Sarcasm=false|gender=fem|EmoExpression::markable_10409987::EmoExpression=True|num=sg|EmoExpression::markable_10409987::Uncertain=false|EmoExpression::markable_10409987::SubjectiveFact=false|EmoExpression::markable_10409987::Polarity=positive|EmoExpression::markable_10409987::Intensity=medium _
370594419948257280	negative	Euro - Rettung : Deutschland ruiniert sich Klare Worte von Richard Sulík ZEIT ONLINE AfD + Euro BTW13 ...	Euro - Rettung : Deutschland ruinieren sich klar Wort von Richard Sulík zeit ONLINE AfD + Euro BTW13 ...	NN $( NN $. NE VVFIN PRF ADJA NN APPR NE NE APPR NE NN KON NN CARD $.	6/SB 1/-- 1/CJ 3/-- 1/SB 0/-- 6/OA 9/NK 6/OA 9/PG 12/PNC 10/NK 6/MO 15/PNC 13/NK 15/CD 16/CJ 17/PNC 18/--	case=nom|*=True|num=sg _ case=acc|gender=fem|EmoExpression::markable_10409988::SubjectiveFact=true|EmoExpression::markable_10409988::Sarcasm=false|num=sg|EmoExpression::markable_10409988::Polarity=positive|EmoExpression::markable_10409988::EmoExpression=True|EmoExpression::markable_10409988::Intensity=medium|EmoExpression::markable_10409988::Uncertain=false _ case=nom|Sentiment::markable_202::Polarity=negative|Target::markable_203::Target=True|Sentiment::markable_202::Intensity=medium|gender=neut|Target::markable_203::Anaphref=empty|Sentiment::markable_202::Sentiment=True|Sentiment::markable_202::Sarcasm=false|num=sg|Target::markable_203::Preferred=true EmoExpression::markable_204::SubjectiveFact=false|mood=ind|EmoExpression::markable_204::EmoExpression=True|EmoExpression::markable_204::Intensity=medium|EmoExpression::markable_204::Uncertain=false|EmoExpression::markable_204::Sarcasm=false|pers=3|EmoExpression::markable_204::Polarity=negative|num=sg|tense=pres|Sentiment::markable_202::Sentiment=True case=acc|pers=3|num=sg|Sentiment::markable_202::Sentiment=True case=acc|gender=neut|num=pl|pos=True|Sentiment::markable_202::Sentiment=True case=acc|gender=neut|num=pl|Sentiment::markable_202::Sentiment=True Sentiment::markable_202::Sentiment=True case=nom|num=sg|Source::markable_205::Source=True|gender=masc|Source::markable_205::Anaphref=empty|Sentiment::markable_202::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_202::Sentiment=True|Source::markable_205::Source=True case=dat|gender=masc|num=sg *=True *=True _ *=True case=dat|gender=neut|num=sg _
347363534184800256	positive	chef der jungen liberalen lasse becker will rentenalter auf 75 erhöhen . welt online	Chef die jung liberal laß becker wollen rentenalter auf 75 erhöhen . welt online	NN ART ADJA ADJA ADJA NN VMFIN ADJD APPR CARD VVINF $. ADJA ADJA	7/SB 6/NK 6/NK 6/NK 6/NK 1/AG 0/-- 11/MO 11/MO 9/NK 7/OC 11/-- 11/MO 11/MO	case=nom|Sentiment::markable_206::Polarity=positive|Source::markable_207::Source=True|gender=masc|Sentiment::markable_206::Sentiment=True|Source::markable_207::Anaphref=empty|Sentiment::markable_206::Sarcasm=false|Sentiment::markable_206::Intensity=medium|num=sg case=gen|gender=fem|Sentiment::markable_206::Sentiment=True|num=sg|Source::markable_207::Source=True case=gen|num=sg|Source::markable_207::Source=True|gender=fem|Sentiment::markable_206::Sentiment=True|pos=True case=gen|num=sg|Source::markable_207::Source=True|gender=fem|Sentiment::markable_206::Sentiment=True|pos=True pers=3|num=sg|tense=pres|mood=subj|Source::markable_207::Source=True|Sentiment::markable_206::Sentiment=True case=nom|gender=masc|Sentiment::markable_206::Sentiment=True|num=sg|Source::markable_207::Source=True EmoExpression::markable_208::Intensity=medium|EmoExpression::markable_208::SubjectiveFact=false|mood=ind|Sentiment::markable_206::Sentiment=True|EmoExpression::markable_208::Polarity=positive|pers=3|EmoExpression::markable_208::Uncertain=false|num=sg|tense=pres|EmoExpression::markable_208::EmoExpression=True|EmoExpression::markable_208::Sarcasm=false Sentiment::markable_206::Sentiment=True|Target::markable_209::Target=True|pos=True|Target::markable_209::Preferred=true|Target::markable_209::Anaphref=empty Sentiment::markable_206::Sentiment=True|Target::markable_209::Target=True Sentiment::markable_206::Sentiment=True|Target::markable_209::Target=True Sentiment::markable_206::Sentiment=True|Target::markable_209::Target=True _ pers=3|num=sg|tense=pres|mood=ind _
374589708040687616	neutral	Na , wenn die %User erfährt , dass sie mit jemandem von der AfD aufm Podium sitzt , sagt sie sicher ab ....	na , wenn die %User erfahren , dass sie mit jemand von die AfD aufm Podium sitzen , sagen sie sicher ab ....	ITJ $, KOUS ART NE VVFIN $, KOUS PPER APPR PIS APPR ART NN NE NN VVFIN $, VVFIN PPER ADJD APPR ADJA	19/DM 1/-- 6/CP 5/NK 6/SB 19/MO 6/-- 17/CP 17/SB 12/MO 10/NK 17/MO 14/NK 12/NK 14/NK 17/OA 6/MO 17/-- 0/-- 19/SB 19/MO 19/MO 22/NK	_ _ _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=fem|num=sg|pers=3 _ case=dat|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg|pers=3 pos=True _ pos=True
366157569347158016	positive	Ohne Armut nur halb so sexy fdp ehrlichewahl	ohne Armut nur halb so sexy fdp ehrlichewahl	APPR NN ADV ADJD ADV ADJD NN ADJA	6/MO 1/NK 4/MO 5/MO 6/MO 8/MO 8/OA 0/--	_ case=acc|gender=fem|num=sg _ Diminisher::markable_212::Degree=medium|Diminisher::markable_212::Diminisher=True|pos=True|Diminisher::markable_212::EmoExpressionRef=emo-expression:markable_210 Intensifier::markable_211::Degree=medium|Intensifier::markable_211::Intensifier=True|Intensifier::markable_211::EmoExpressionRef=emo-expression:markable_210 EmoExpression::markable_210::Sarcasm=false|EmoExpression::markable_210::Uncertain=false|EmoExpression::markable_210::Polarity=positive|EmoExpression::markable_210::EmoExpression=True|EmoExpression::markable_210::SubjectiveFact=false|pos=True|EmoExpression::markable_210::Intensity=medium _ _
378860298889084928	negative	%Link de " Wir haben zu Frau Merkel eindeutig kein Vertrauen " - DIE WELT	%Link de " wir haben zu Frau Merkel eindeutig keine Vertrauen " - die WELT	XY FM $( PPER VAFIN APPR NN NE ADJD PIAT NN $( $( ART NE	4/NK 1/UC 4/-- 5/SB 0/-- 5/MO 8/PNC 6/NK 10/MO 11/NK 5/OA 11/-- 14/-- 15/NK 0/--	*=True *=True *=True case=nom|Sentiment::markable_213::Polarity=negative|Source::markable_214::Anaphref=empty|Sentiment::markable_213::Sentiment=True|Source::markable_214::Source=True|*=True|Sentiment::markable_213::Intensity=strong|Sentiment::markable_213::Sarcasm=false|pers=1|num=pl pers=1|Sentiment::markable_213::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_213::Sentiment=True Target::markable_215::Preferred=true|Target::markable_215::Target=True|*=True|Sentiment::markable_213::Sentiment=True|Target::markable_215::Anaphref=empty Target::markable_215::Target=True|*=True|Sentiment::markable_213::Sentiment=True Intensifier::markable_218::Degree=medium|Intensifier::markable_218::Intensifier=True|Sentiment::markable_213::Sentiment=True|pos=True|Intensifier::markable_218::EmoExpressionRef=emo-expression:markable_216 case=acc|num=sg|Sentiment::markable_213::Sentiment=True|Negation::markable_217::Negation=True|gender=neut|Negation::markable_217::EmoExpressionRef=emo-expression:markable_216 case=acc|EmoExpression::markable_216::Sarcasm=false|EmoExpression::markable_216::Polarity=positive|Sentiment::markable_213::Sentiment=True|gender=neut|EmoExpression::markable_216::SubjectiveFact=false|num=sg|EmoExpression::markable_216::Uncertain=false|EmoExpression::markable_216::EmoExpression=True|EmoExpression::markable_216::Intensity=medium _ _ *=True *=True
373760371258970112	negative	" Die Piraten haben eben genau so wenig Ahnung vom Urheberrecht wie wir " .	" die Pirat haben eben genau so wenige Ahnung von Urheberrecht wie wir " .	$( ART NN VAFIN ADV ADJD ADV PIAT NN APPRART NN KOKOM PPER $( $.	2/-- 3/NK 4/SB 0/-- 6/MO 7/MO 8/MO 9/NK 4/SB 9/MNR 10/NK 13/CM 7/CC 13/-- 14/--	_ case=nom|gender=neut|num=pl case=nom|gender=neut|num=pl pers=3|num=pl|tense=pres|mood=ind _ pos=True _ EmoExpression::markable_10409989::SubjectiveFact=false|EmoExpression::markable_10409989::Polarity=negative|EmoExpression::markable_10409989::Intensity=medium|EmoExpression::markable_10409989::Sarcasm=false|*=True|EmoExpression::markable_10409989::EmoExpression=True|EmoExpression::markable_10409989::Uncertain=false case=nom|gender=fem|num=sg|EmoExpression::markable_10409989::EmoExpression=True case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=nom|*=True|num=pl|pers=1 _ _
353264852187357184	mixed	Nicht den Ängsten folgen , den Mut wählen : %User !	nicht die Angst folgen , die Mut wählen : %User !	PTKNEG ART NN VVFIN $, ART NN VVINF $. NE $.	4/NG 3/NK 4/DA 10/NK 4/-- 7/NK 8/OA 4/CJ 8/-- 0/-- 10/--	_ case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_219::EmoExpression=True|gender=masc|EmoExpression::markable_219::Intensity=medium|EmoExpression::markable_219::Polarity=negative|EmoExpression::markable_219::Sarcasm=false|EmoExpression::markable_219::Uncertain=false|num=sg|EmoExpression::markable_219::SubjectiveFact=false _ _ case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_220::EmoExpression=True|gender=masc|EmoExpression::markable_220::Intensity=medium|EmoExpression::markable_220::Polarity=positive|EmoExpression::markable_220::Sarcasm=false|EmoExpression::markable_220::Uncertain=false|num=sg|EmoExpression::markable_220::SubjectiveFact=false _ _ _ _
367295849074003969	negative	RT %User : verdammt , ist das unübersichtlich bei Twitter mit den ganzen Mentions und Retweets . AfD -	RT %User : verdammen , sein die unübersichtlich bei Twitter mit die ganz Mentions und Retweets . AfD -	NE NE $. VVPP $, VAFIN PDS ADJD APPR NN APPR ART ADJA NN KON NN $. ADJA $(	2/PNC 4/SB 2/-- 6/SB 4/-- 0/-- 6/SB 6/PD 6/MO 9/NK 10/MNR 14/NK 14/NK 11/NK 14/CD 15/CJ 16/-- 0/-- 18/--	case=nom|*=True|num=sg case=nom|Source::markable_222::Source=True|Sentiment::markable_221::Polarity=negative|*=True|Sentiment::markable_221::Sentiment=True|Sentiment::markable_221::Sarcasm=false|num=sg|Source::markable_222::Anaphref=empty|Sentiment::markable_221::Intensity=medium Sentiment::markable_221::Sentiment=True mood=ind|EmoExpression::markable_223::Intensity=strong|EmoExpression::markable_223::EmoExpression=True|EmoExpression::markable_223::Sarcasm=false|Sentiment::markable_221::Sentiment=True|EmoExpression::markable_223::Polarity=negative|pers=3|EmoExpression::markable_223::SubjectiveFact=false|num=sg|tense=pres|EmoExpression::markable_223::Uncertain=false Sentiment::markable_221::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_221::Sentiment=True case=nom|Target::markable_225::Preferred=true|num=sg|Target::markable_225::Anaphref=empty|gender=neut|Target::markable_225::Target=True|Sentiment::markable_221::Sentiment=True EmoExpression::markable_224::Uncertain=false|EmoExpression::markable_224::Polarity=negative|pos=True|EmoExpression::markable_224::EmoExpression=True|Sentiment::markable_221::Sentiment=True|EmoExpression::markable_224::Sarcasm=false|EmoExpression::markable_224::SubjectiveFact=false|EmoExpression::markable_224::Intensity=medium Sentiment::markable_221::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_221::Sentiment=True Sentiment::markable_221::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_221::Sentiment=True case=dat|*=True|num=pl|pos=True|Sentiment::markable_221::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_221::Sentiment=True Sentiment::markable_221::Sentiment=True case=dat|gender=masc|num=pl|Sentiment::markable_221::Sentiment=True _ _ _
374405621527085056	negative	Ein " Duell " personalisiert auf eine Weise Politik , die am Ende in einer parlamentarischen Demokratie nur enttäuschen kann. tvduell	eine " Duell " personalisiert auf eine Weise Politik , die an Ende in eine parlamentarisch Demokratie nur enttäuschen kann. tvduell	ART $( NN $( VVFIN APPR ART NN NN $, PRELS APPRART NN APPR ART ADJA NN ADV VVFIN NE ADJD	3/NK 3/-- 5/SB 3/-- 0/-- 5/MO 8/NK 6/NK 5/OA 9/-- 19/SB 19/MO 12/NK 19/MO 17/NK 17/NK 14/NK 19/MO 9/RC 19/SB 19/MO	case=nom|Sentiment::markable_226::Intensity=medium|num=sg|Sentiment::markable_226::Sarcasm=false|Sentiment::markable_226::Sentiment=True|gender=neut|Sentiment::markable_226::Polarity=negative Sentiment::markable_226::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_226::Sentiment=True Sentiment::markable_226::Sentiment=True pers=3|Sentiment::markable_226::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_226::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_226::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_226::Sentiment=True case=acc|Target::markable_227::Target=True|num=sg|Target::markable_227::Anaphref=empty|Sentiment::markable_226::Sentiment=True|gender=fem|Target::markable_227::Preferred=true Sentiment::markable_226::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_226::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_226::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_226::Sentiment=True Sentiment::markable_226::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_226::Sentiment=True case=dat|gender=fem|num=sg|pos=True|Sentiment::markable_226::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_226::Sentiment=True Sentiment::markable_226::Sentiment=True Sentiment::markable_226::Sentiment=True|EmoExpression::markable_228::SubjectiveFact=false|EmoExpression::markable_228::Polarity=negative|EmoExpression::markable_228::Sarcasm=false|EmoExpression::markable_228::Uncertain=false|EmoExpression::markable_228::EmoExpression=True|EmoExpression::markable_228::Intensity=medium case=acc|*=True|num=sg pos=True
372362703232585728	positive	Unterstützung von unerwarteter Seite : Einer der grössten Wurstproduzenten lobt Idee des Veggie - Days . / / TR ...	Unterstützung von unerwartet Seite : eine die groß Wurstproduzent loben Idee die Veggie - Days . / / TR ...	NN APPR ADJA NN $. PIS ART ADJA NN VVFIN NN ART NN $( NE $. $( $( NE $.	6/OA 1/PG 4/NK 2/NK 4/-- 10/SB 9/NK 9/NK 6/AG 0/-- 10/OA 13/NK 11/AG 13/-- 13/AG 15/-- 19/-- 17/-- 0/-- 19/--	case=nom|EmoExpression::markable_229::Sarcasm=false|Sentiment::markable_230::Intensity=medium|EmoExpression::markable_229::Polarity=positive|Sentiment::markable_230::Sarcasm=false|gender=fem|EmoExpression::markable_229::Uncertain=false|Sentiment::markable_230::Polarity=positive|num=sg|EmoExpression::markable_229::Intensity=medium|Sentiment::markable_230::Sentiment=True|EmoExpression::markable_229::SubjectiveFact=false|EmoExpression::markable_229::EmoExpression=True Sentiment::markable_230::Sentiment=True case=dat|gender=fem|num=sg|pos=True|Sentiment::markable_230::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_230::Sentiment=True Sentiment::markable_230::Sentiment=True case=gen|Source::markable_231::Source=True|num=pl|Source::markable_231::Anaphref=empty|Sentiment::markable_230::Sentiment=True|gender=masc case=gen|gender=masc|Source::markable_231::Source=True|num=pl|Sentiment::markable_230::Sentiment=True case=gen|Source::markable_231::Source=True|num=pl|sup=True|gender=masc|Sentiment::markable_230::Sentiment=True case=gen|gender=masc|Source::markable_231::Source=True|num=pl|Sentiment::markable_230::Sentiment=True EmoExpression::markable_232::Intensity=medium|mood=ind|EmoExpression::markable_232::EmoExpression=True|EmoExpression::markable_232::SubjectiveFact=false|EmoExpression::markable_232::Uncertain=false|pers=3|num=sg|tense=pres|Sentiment::markable_230::Sentiment=True|EmoExpression::markable_232::Polarity=positive|EmoExpression::markable_232::Sarcasm=false case=acc|Target::markable_233::Target=True|num=sg|Sentiment::markable_230::Sentiment=True|gender=fem|Target::markable_233::Preferred=true|Target::markable_233::Anaphref=empty case=gen|gender=masc|Target::markable_233::Target=True|num=sg|Sentiment::markable_230::Sentiment=True case=acc|gender=fem|num=sg _ case=gen|gender=neut|Target::markable_233::Target=True|num=sg|Sentiment::markable_230::Sentiment=True Sentiment::markable_230::Sentiment=True _ _ _ _
356881824250740738	positive	Mist . Jetzt habe ich gerade einen Linken als Piraten beschimpft . %NegSmiley Ist aber nicht schlimm . Er hat mich eh vorher geblockt . %PosSmiley	Mist . jetzt haben ich gerade eine Linke als Pirat beschimpfen . %NegSmiley sein aber nicht schlimm . er haben ich eh vorher blocken . %PosSmiley	NN $. ADV VAFIN PPER ADV ART NN KOKOM NN VVPP $. ITJ VAFIN ADV PTKNEG ADJD $. PPER VAFIN PRF ADV ADV VVPP $. ITJ	0/-- 1/-- 11/MO 0/-- 4/SB 11/MO 8/NK 11/OA 8/CD 9/NK 4/OC 11/-- 15/DM 0/-- 14/MO 14/NG 14/PD 17/-- 20/SB 0/-- 24/OA 24/MO 24/MO 20/OC 24/-- 0/NK	EmoExpression::markable_235::SubjectiveFact=false|Sentiment::markable_244::Sarcasm=false|Sentiment::markable_235::Polarity=positive|EmoExpression::markable_235::Polarity=negative|EmoExpression::markable_235::Uncertain=false|num=sg|Sentiment::markable_244::Polarity=positive|Sentiment::markable_235::Sentiment=True|case=nom|Sentiment::markable_244::Intensity=medium|gender=masc|Sentiment::markable_244::Sentiment=True|EmoExpression::markable_235::Intensity=medium|EmoExpression::markable_235::Sarcasm=false|Sentiment::markable_235::Intensity=medium|Sentiment::markable_235::Sarcasm=false|EmoExpression::markable_235::EmoExpression=True Sentiment::markable_244::Sentiment=True|Sentiment::markable_235::Sentiment=True Target::markable_235::Target=True|Sentiment::markable_235::Sentiment=True|Sentiment::markable_244::Sentiment=True|Target::markable_235::Preferred=true|Target::markable_244::Anaphref=empty|Target::markable_244::Target=True|Target::markable_244::Preferred=true|Target::markable_235::Anaphref=empty Sentiment::markable_240::Intensity=medium|Target::markable_235::Target=True|Sentiment::markable_240::Sarcasm=false|mood=ind|Sentiment::markable_244::Sentiment=True|Sentiment::markable_240::Polarity=positive|pers=1|Sentiment::markable_240::Sentiment=True|num=sg|tense=pres|Target::markable_244::Target=True|Sentiment::markable_235::Sentiment=True case=nom|Target::markable_235::Target=True|Source::markable_240::Anaphref=empty|*=True|Sentiment::markable_244::Sentiment=True|Source::markable_235::Anaphref=empty|pers=1|Sentiment::markable_240::Sentiment=True|num=sg|Target::markable_244::Target=True|Source::markable_235::Source=True|Sentiment::markable_235::Sentiment=True|Source::markable_240::Source=True Sentiment::markable_240::Sentiment=True|Target::markable_235::Target=True|Sentiment::markable_235::Sentiment=True|Target::markable_244::Target=True|Sentiment::markable_244::Sentiment=True case=acc|Target::markable_235::Target=True|gender=masc|Sentiment::markable_244::Sentiment=True|Sentiment::markable_240::Sentiment=True|num=sg|Target::markable_240::Target=True|Target::markable_240::Preferred=true|Target::markable_244::Target=True|Target::markable_240::Anaphref=empty|Sentiment::markable_235::Sentiment=True case=acc|Target::markable_235::Target=True|gender=masc|Sentiment::markable_244::Sentiment=True|Sentiment::markable_240::Sentiment=True|num=sg|Target::markable_240::Target=True|Target::markable_244::Target=True|Sentiment::markable_235::Sentiment=True Sentiment::markable_240::Sentiment=True|Target::markable_235::Target=True|Sentiment::markable_235::Sentiment=True|Target::markable_244::Target=True|Sentiment::markable_244::Sentiment=True case=acc|Target::markable_235::Target=True|gender=masc|Sentiment::markable_244::Sentiment=True|Target::markable_244::Target=True|num=sg|Sentiment::markable_240::Sentiment=True|Sentiment::markable_235::Sentiment=True Target::markable_235::Target=True|EmoExpression::markable_240::Intensity=medium|Sentiment::markable_240::Sentiment=True|EmoExpression::markable_240::Uncertain=false|EmoExpression::markable_240::Sarcasm=false|EmoExpression::markable_240::EmoExpression=True|EmoExpression::markable_240::Polarity=negative|Sentiment::markable_244::Sentiment=True|Target::markable_244::Target=True|EmoExpression::markable_240::SubjectiveFact=false|Sentiment::markable_235::Sentiment=True Sentiment::markable_244::Sentiment=True|Sentiment::markable_235::Sentiment=True EmoExpression::markable_235::SubjectiveFact=false|Sentiment::markable_235::Sentiment=True|Sentiment::markable_244::Sentiment=True|EmoExpression::markable_235::Polarity=negative|EmoExpression::markable_235::Intensity=medium|EmoExpression::markable_235::Uncertain=false|EmoExpression::markable_235::Sarcasm=false|EmoExpression::markable_235::EmoExpression=True pers=3|Sentiment::markable_244::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_244::Sentiment=True Negation::markable_247::EmoExpressionRef=emo-expression:markable_246|Negation::markable_247::Negation=True|Sentiment::markable_244::Sentiment=True EmoExpression::markable_246::Uncertain=false|Sentiment::markable_244::Sentiment=True|pos=True|EmoExpression::markable_246::Sarcasm=false|EmoExpression::markable_246::EmoExpression=True|EmoExpression::markable_246::Intensity=medium|EmoExpression::markable_246::Polarity=negative|EmoExpression::markable_246::SubjectiveFact=false Sentiment::markable_244::Sentiment=True case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=sg|pers=1 _ _ _ _ EmoExpression::markable_234::SubjectiveFact=false|EmoExpression::markable_234::Intensity=medium|EmoExpression::markable_234::EmoExpression=True|EmoExpression::markable_234::Sarcasm=false|EmoExpression::markable_234::Uncertain=false|EmoExpression::markable_234::Polarity=positive
