375349415168724992	positive	Die beiden sehen sich ja auch so ähnlich %PosSmiley	die beide sehen sich ja auch so ähnlich %PosSmiley	ART PIS VVFIN PRF ADV ADV ADV ADJD ITJ	2/NK 3/SB 0/-- 3/OA 3/MO 8/MO 8/MO 3/MO 8/DM	case=nom|*=True|num=pl case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|pers=3|num=pl _ _ _ pos=True EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
375337293021577216	negative	Horst redet sich alles schön und betreibt mal wieder Realitätsverzerrung ... und blendet damit die Bürger ! tvduell UDE SPD + brwahl	Horst reden sich alle schön und betreiben mal wieder Realitätsverzerrung ... und blenden damit die Bürger ! tvduell Ude SPD + brwahl	NE VVFIN PRF PIS ADJD KON VVFIN ADV ADV NN $. KON VVFIN PAV ART NN $. NN NE NE KON NN	2/SB 0/-- 2/OA 2/SB 2/MO 2/CD 6/CJ 7/MO 7/MO 7/OA 10/-- 13/JU 0/-- 0/NK 16/NK 13/OA 16/-- 0/-- 20/PNC 18/NK 18/CD 21/CJ	case=nom|*=True|num=sg EmoExpression::markable_104010184::Uncertain=false|EmoExpression::markable_104010184::Polarity=negative|EmoExpression::markable_104010184::Sarcasm=false|mood=ind|pers=3|num=sg|tense=pres|EmoExpression::markable_104010184::Intensity=medium|EmoExpression::markable_104010184::SubjectiveFact=false|EmoExpression::markable_104010184::EmoExpression=True case=acc|pers=3|num=sg case=nom|gender=neut|num=sg pos=True|EmoExpression::markable_104010184::EmoExpression=True _ pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|EmoExpression::markable_104010185::Intensity=medium|EmoExpression::markable_104010185::Polarity=negative|gender=fem|EmoExpression::markable_104010185::SubjectiveFact=false|EmoExpression::markable_104010185::Sarcasm=false|num=sg|EmoExpression::markable_104010185::EmoExpression=True|EmoExpression::markable_104010185::Uncertain=false _ _ EmoExpression::markable_104010186::Polarity=negative|mood=ind|EmoExpression::markable_104010186::Sarcasm=false|EmoExpression::markable_104010186::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_104010186::Uncertain=false|EmoExpression::markable_104010186::Intensity=medium|EmoExpression::markable_104010186::EmoExpression=True _ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg
380441090484338689	positive	CSU - Sonnencreme bei TVtotal mit Aufdruck : " Damit Sie uns nicht rot werden . " - Raab ergänzt : " Sondern schön braun . " %PosSmiley	CSU - Sonnencreme bei TVtotal mit Aufdruck : " damit Sie wir nicht rot werden . " - Raab ergänzen : " sondern schön braun . " %PosSmiley	NE $( NN APPR NN APPR NN $. $( KOUS PPER PRF PTKNEG ADJD VAINF $. $( $( NE VVFIN $. $( KON ADJD ADJD $. $( ITJ	0/-- 1/-- 1/APP 3/MNR 4/NK 5/MNR 6/NK 7/-- 8/-- 15/CP 15/SB 14/DA 15/NG 15/PD 7/MNR 15/-- 16/-- 19/-- 20/SB 0/-- 20/-- 23/-- 20/CD 25/MO 23/CJ 25/-- 26/-- 0/NK	case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=pl _ case=dat|*=True|num=sg _ case=dat|gender=masc|num=sg _ _ _ case=nom|gender=fem|num=sg|pers=3 case=dat|*=True|num=pl|pers=1 _ pos=True _ _ _ _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=neut|num=pl EmoExpression::markable_104010187::Polarity=positive|EmoExpression::markable_104010187::EmoExpression=True|EmoExpression::markable_104010187::Uncertain=false|EmoExpression::markable_104010187::Intensity=medium|pos=True|EmoExpression::markable_104010187::SubjectiveFact=false|EmoExpression::markable_104010187::Sarcasm=false pos=True _ _ EmoExpression::markable_70::SubjectiveFact=false|EmoExpression::markable_70::Intensity=medium|EmoExpression::markable_70::EmoExpression=True|EmoExpression::markable_70::Polarity=positive|EmoExpression::markable_70::Uncertain=false|EmoExpression::markable_70::Sarcasm=false
381825233482940416	positive	Schade %User , das habt ihr königlich vergeigt . Das dürfte die letzte Chance gewesen sein. ponader bge	schade %User , die haben ihr königlich vergeigt . die dürfen die letzt Chance sein sein. ponader bge	ADJD NE $, PRELS VAFIN PPER ADJD VVFIN $. PDS VMFIN ART ADJA NN VAPP NE ADJA ADJA	2/MO 0/-- 2/-- 8/SB 0/-- 8/DA 8/MO 2/RC 8/-- 11/SB 0/-- 14/NK 14/NK 15/PD 18/NK 17/MO 18/MO 11/SB	EmoExpression::markable_73::EmoExpression=True|EmoExpression::markable_73::Intensity=medium|EmoExpression::markable_73::SubjectiveFact=false|pos=True|EmoExpression::markable_73::Polarity=positive|EmoExpression::markable_73::Uncertain=false|EmoExpression::markable_73::Sarcasm=false|Sentiment::markable_71::Sentiment=True case=nom|Target::markable_72::Anaphref=empty|num=sg|Target::markable_72::Preferred=true|*=True|Target::markable_72::Target=True|Sentiment::markable_71::Sentiment=True _ case=acc|Sentiment::markable_74::Intensity=medium|num=sg|Sentiment::markable_74::Sentiment=True|Sentiment::markable_74::Sarcasm=false|gender=neut|Sentiment::markable_74::Polarity=positive pers=2|Sentiment::markable_74::Sentiment=True|num=pl|tense=pres|mood=ind case=acc|num=sg|Sentiment::markable_74::Sentiment=True|Target::markable_100500156::Target=True|Target::markable_100500156::Preferred=true|gender=neut|Target::markable_100500156::Anaphref=markable_72 EmoExpression::markable_76::Intensity=medium|EmoExpression::markable_76::EmoExpression=True|EmoExpression::markable_76::SubjectiveFact=false|EmoExpression::markable_76::Uncertain=false|pos=True|Sentiment::markable_74::Sentiment=True|EmoExpression::markable_76::Polarity=positive|EmoExpression::markable_76::Sarcasm=false EmoExpression::markable_100500157::Intensity=medium|EmoExpression::markable_100500157::SubjectiveFact=false|mood=ind|EmoExpression::markable_100500157::Polarity=positive|EmoExpression::markable_100500157::Sarcasm=false|pers=3|num=sg|tense=pres|Sentiment::markable_74::Sentiment=True|EmoExpression::markable_100500157::Uncertain=false|EmoExpression::markable_100500157::EmoExpression=True _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=subj case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_104010188::EmoExpression=True|EmoExpression::markable_104010188::Intensity=medium|gender=fem|pos=True|EmoExpression::markable_104010188::Uncertain=false|num=sg|EmoExpression::markable_104010188::SubjectiveFact=false|EmoExpression::markable_104010188::Sarcasm=false|EmoExpression::markable_104010188::Polarity=negative case=nom|gender=fem|num=sg|EmoExpression::markable_104010188::EmoExpression=True _ case=nom|*=True|num=sg case=gen|gender=neut|num=pl|pos=True case=acc|gender=neut|num=sg|pos=True
381777580166479872	positive	Gerade SMS bekommen vom CDU - Wähler : " Tu dir einen Gefallen und wähle heute mal SPD " . Nicht mir , sondern dem Land. btw13	gerade SMS bekommen von CDU - Wähler : " tun du eine Gefallen und wählen heute mal SPD " . nicht ich , sondern die Land. btw13	ADV NE VVFIN APPRART NE $( NN $. $( VVFIN PRF ART NN KON VVFIN ADV ADV NE $( $. PTKNEG PPER $, KON ART NE CARD	2/MO 3/SB 0/-- 3/MO 4/NK 5/-- 10/SB 7/-- 8/-- 5/RC 10/OA 13/NK 3/OA 3/CD 14/CJ 15/MO 15/MO 15/SB 18/-- 19/-- 22/NG 20/-- 22/-- 22/CD 26/NK 24/CJ 0/NK	_ case=nom|*=True|num=sg pers=3|num=pl|tense=pres|mood=ind case=dat|gender=masc|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ _ pers=3|num=sg|tense=past|mood=ind case=dat|*=True|num=sg|pers=2 case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_104010189::Sarcasm=false|gender=masc|EmoExpression::markable_104010189::SubjectiveFact=false|EmoExpression::markable_104010189::Polarity=positive|num=sg|EmoExpression::markable_104010189::Uncertain=false|EmoExpression::markable_104010189::Intensity=medium|EmoExpression::markable_104010189::EmoExpression=True _ pers=3|num=sg|tense=pres|mood=subj _ _ case=nom|gender=fem|num=sg _ _ _ case=dat|*=True|num=sg|pers=1 _ _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _
370159261193887744	mixed	Zu coole Wahlplakate sind auch doof , schonwieder eines der Grumpy Cat Plakate abhanden gekommen ... O %PosSmiley xhain Piraten	zu cool Wahlplakat sein auch doof , schonwieder eine die Grumpy Cat Plakat abhanden kommen ... O %PosSmiley xhain Pirat	APPR ADJA NN VAFIN ADV ADJD $, VVFIN PIS ART NN NE NN ADV VVPP $. NN ITJ ADJA NN	15/MO 3/NK 1/NK 8/OC 6/MO 4/PD 6/-- 0/-- 8/SB 11/NK 9/AG 11/NK 8/OA 15/MO 8/OC 15/-- 0/-- 20/NK 20/NK 17/NK	Sentiment::markable_77::Sentiment=True|Intensifier::markable_82::Intensifier=True|Intensifier::markable_82::Degree=medium|Sentiment::markable_77::Intensity=medium|Sentiment::markable_77::Sarcasm=false|Intensifier::markable_82::EmoExpressionRef=emo-expression:markable_81|Sentiment::markable_77::Polarity=negative case=acc|EmoExpression::markable_81::SubjectiveFact=false|Sentiment::markable_79::Polarity=positive|EmoExpression::markable_81::Intensity=medium|Sentiment::markable_77::Sentiment=True|gender=neut|Sentiment::markable_79::Sentiment=True|pos=True|EmoExpression::markable_81::Uncertain=false|Sentiment::markable_79::Intensity=medium|Sentiment::markable_79::Sarcasm=false|num=pl|EmoExpression::markable_81::EmoExpression=True|EmoExpression::markable_81::Polarity=positive|EmoExpression::markable_81::Sarcasm=false case=acc|Target::markable_80::Preferred=true|Sentiment::markable_77::Sentiment=True|gender=neut|Sentiment::markable_79::Sentiment=True|Target::markable_80::Anaphref=empty|num=pl|Target::markable_80::Target=True pers=3|Sentiment::markable_77::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_77::Sentiment=True Sentiment::markable_77::Sentiment=True|EmoExpression::markable_78::Polarity=negative|EmoExpression::markable_78::Sarcasm=false|EmoExpression::markable_78::Intensity=medium|pos=True|EmoExpression::markable_78::Uncertain=false|EmoExpression::markable_78::SubjectiveFact=false|EmoExpression::markable_78::EmoExpression=True _ pers=3|num=sg|tense=past|mood=ind case=nom|gender=neut|num=sg case=gen|gender=neut|num=pl case=gen|gender=neut|num=pl *=True case=acc|gender=neut|num=pl _ _ _ EmoExpression::markable_83::EmoExpression=True|EmoExpression::markable_83::SubjectiveFact=false|EmoExpression::markable_83::Uncertain=false|*=True|EmoExpression::markable_83::Polarity=positive|EmoExpression::markable_83::Sarcasm=false|EmoExpression::markable_83::Intensity=medium *=True|EmoExpression::markable_83::EmoExpression=True *=True case=nom|gender=masc|num=pl
361522646510354432	negative	" Und ein Shitstorm wird kommen und reissen die Braven in den Schlund . Und alles wird entbehren jeglichen Sinns . " ( Piratus 23,42 ) Piraten	" und eine Shitstorm werden kommen und reißen die Brave in die Schlund . und alle werden entbehren jegliche Sinn . " ( Piratus @card@ ) Pirat	$( KON ART NN VAFIN VVINF KON VVFIN ART NN APPR ART NN $. KON PIS VAFIN VVFIN PIAT NN $. $( $( NN CARD $( NN	2/-- 5/JU 4/NK 5/SB 0/-- 5/OC 5/CD 7/CJ 10/NK 8/OA 8/MO 13/NK 11/NK 13/-- 17/JU 17/SB 0/-- 17/OC 20/NK 18/AG 20/-- 21/-- 24/-- 0/-- 24/NK 25/-- 24/CJ	_ _ case=nom|gender=neut|num=sg case=nom|EmoExpression::markable_104010190::EmoExpression=True|gender=neut|EmoExpression::markable_104010190::SubjectiveFact=false|num=sg|EmoExpression::markable_104010190::Polarity=negative|EmoExpression::markable_104010190::Sarcasm=false|EmoExpression::markable_104010190::Uncertain=false|EmoExpression::markable_104010190::Intensity=medium pers=3|num=sg|tense=pres|mood=ind _ _ pers=3|num=pl|tense=past|mood=ind case=nom|*=True|num=pl case=nom|*=True|num=pl _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=gen|EmoExpression::markable_104010191::Sarcasm=false|EmoExpression::markable_104010191::Polarity=negative|gender=neut|EmoExpression::markable_104010191::Uncertain=false|pos=True|EmoExpression::markable_104010191::Intensity=medium|num=sg|EmoExpression::markable_104010191::EmoExpression=True|EmoExpression::markable_104010191::SubjectiveFact=false case=gen|gender=neut|num=sg _ _ _ case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=pl
353521871058243584	positive	Du merkst das du in der richtigen Partei bist , wenn Arbeit mit politischen Themen Spass macht . Piraten	du merken die du in die richtig Partei sein , wenn Arbeit mit politisch Thema Spaß machen . Pirat	PPER VVFIN PDS PPER APPR ART ADJA NN VAFIN $, KOUS NN APPR ADJA NN NN VVFIN $. NN	2/SB 0/-- 2/OA 9/SB 9/MO 8/NK 8/NK 5/NK 3/RC 9/-- 17/CP 17/SB 17/MO 15/NK 13/NK 17/OA 2/MO 17/-- 0/--	case=nom|*=True|num=sg|pers=2 pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=nom|*=True|num=sg|pers=2 Sentiment::markable_84::Intensity=medium|Sentiment::markable_84::Sarcasm=false|Sentiment::markable_84::Sentiment=True|Sentiment::markable_84::Polarity=positive case=dat|num=sg|Target::markable_86::Target=True|gender=fem|Target::markable_86::Preferred=true|Sentiment::markable_84::Sentiment=True|Target::markable_86::Anaphref=empty case=dat|Sentiment::markable_84::Sentiment=True|Target::markable_86::Target=True|gender=fem|pos=True|EmoExpression::markable_85::EmoExpression=True|EmoExpression::markable_85::Uncertain=false|num=sg|EmoExpression::markable_85::Intensity=medium|EmoExpression::markable_85::SubjectiveFact=false|EmoExpression::markable_85::Polarity=positive|EmoExpression::markable_85::Sarcasm=false case=dat|gender=fem|num=sg|Target::markable_86::Target=True|Sentiment::markable_84::Sentiment=True pers=2|num=sg|tense=pres|mood=ind _ _ case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=pl|pos=True case=dat|gender=neut|num=pl case=nom|EmoExpression::markable_104010192::Polarity=positive|gender=fem|EmoExpression::markable_104010192::Uncertain=false|num=sg|EmoExpression::markable_104010192::Intensity=medium|EmoExpression::markable_104010192::SubjectiveFact=false|EmoExpression::markable_104010192::EmoExpression=True|EmoExpression::markable_104010192::Sarcasm=false pers=3|EmoExpression::markable_104010192::EmoExpression=True|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=pl
381848693378674689	neutral	Verkehrte Welt ? In die berlinerrunde schicken die konservativen Parteien Frauen ( CSU , CDU ) die linken Männer ( SPD , Gr ...	verkehrt Welt ? in die berlinerrunde schicken die konservativ Partei Frau ( CSU , CDU ) die links Mann ( SPD , Gr ...	ADJA NN $. APPR ART NN VVFIN ART ADJA NN NN $( NE $, NE $( ART ADJA NN $( NE $, NE $.	2/NK 0/-- 2/-- 7/MO 6/NK 4/NK 0/-- 10/NK 10/NK 7/SB 7/OA 11/-- 11/APP 13/-- 13/CJ 15/-- 19/NK 19/NK 15/CJ 19/-- 15/CJ 21/-- 21/CJ 23/--	case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|*=True|num=pl case=nom|*=True|num=pl|pos=True case=nom|gender=masc|num=pl _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _
375149714381209600	negative	Junge Piraten bezeichneten AfD in einem Flyer als rechts . Dafür gibt es eine Abmahnung , es geht um 20.000 Euro. http : ...	jung Pirat bezeichnet AfD in eine Flyer als rechts . dafür geben es eine Abmahnung , es gehen um @card@ Euro. Http : ...	ADJA NN ADJA NN APPR ART NN KOKOM ADV $. PAV VVFIN PPER ART NN $, PPER VVFIN APPR CARD NN NN $. $.	2/NK 3/SB 0/-- 3/SB 3/MO 7/NK 5/NK 9/CM 3/CC 9/-- 21/NK 0/-- 12/EP 15/NK 12/OA 15/-- 18/EP 12/CJ 18/OP 21/NK 19/NK 21/NK 22/-- 21/--	case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl pers=3|num=pl|tense=past|mood=ind case=nom|*=True|num=pl _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 case=acc|gender=fem|num=sg case=acc|EmoExpression::markable_104010193::Uncertain=false|gender=fem|EmoExpression::markable_104010193::Intensity=medium|EmoExpression::markable_104010193::Sarcasm=false|EmoExpression::markable_104010193::SubjectiveFact=false|num=sg|EmoExpression::markable_104010193::Polarity=negative|EmoExpression::markable_104010193::EmoExpression=True _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ _ *=True case=nom|*=True|num=sg _ _
370653969020116992	neutral	Wenn du einen Tweet mit PIRATEN und BTW13 retweetest , rutscht die Piratenpartei im Social Media Ranking der WiWo wieder v ...	wenn du eine Tweet mit Pirat und BTW13 retweetest , rutschen die Piratenpartei in <UNKNOWN> Media Ranking die WiWo wieder v ...	KOUS PPER ART NN APPR NN KON NN VVFIN $, VVFIN ART NN APPRART ADJD NE NN ART NE ADV ADJD $.	9/CP 9/SB 4/NK 9/OA 4/MNR 5/NK 6/CD 7/CJ 11/MO 9/-- 0/-- 13/NK 11/SB 13/MNR 16/MO 17/NK 14/NK 19/NK 17/AG 11/MO 11/MO 21/--	_ case=nom|*=True|num=sg|pers=2 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=dat|gender=neut|num=pl _ case=dat|gender=neut|num=pl pers=3|num=sg|tense=pres|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=dat|gender=masc|num=sg *=True *=True case=nom|gender=neut|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ pos=True _
378200114562473985	positive	Hoffentlich wählt %User bei der GIGA Wahl zum besten Publisher die NPD .	hoffentlich wählen %User bei die GIGA Wahl zu gut Publisher die NPD .	ADV VVFIN NE APPR ART NN NN APPRART ADJA NN ART NE $.	2/MO 0/-- 2/SB 2/MO 6/NK 4/NK 6/NK 6/MNR 10/NK 8/NK 12/NK 2/OA 12/--	EmoExpression::markable_100500160::Sarcasm=false|EmoExpression::markable_100500160::SubjectiveFact=false|Sentiment::markable_100500159::Sentiment=True|Sentiment::markable_100500159::Polarity=positive|EmoExpression::markable_100500160::Polarity=positive|EmoExpression::markable_100500160::EmoExpression=True|Sentiment::markable_100500159::Intensity=medium|EmoExpression::markable_100500160::Uncertain=false|EmoExpression::markable_100500160::Intensity=medium|Sentiment::markable_100500159::Sarcasm=false pers=3|Sentiment::markable_100500159::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|Source::markable_100500161::Source=True|num=sg|Source::markable_100500161::Anaphref=empty|Sentiment::markable_100500159::Sentiment=True|*=True Sentiment::markable_100500159::Sentiment=True case=dat|gender=fem|Sentiment::markable_100500159::Sentiment=True|num=sg case=dat|gender=fem|Sentiment::markable_100500159::Sentiment=True|num=sg case=acc|gender=fem|Sentiment::markable_100500159::Sentiment=True|num=sg case=dat|gender=neut|Sentiment::markable_100500159::Sentiment=True|num=sg case=gen|EmoExpression::markable_100500163::SubjectiveFact=false|Sentiment::markable_100500159::Sentiment=True|EmoExpression::markable_100500163::Polarity=positive|gender=masc|EmoExpression::markable_100500163::Uncertain=false|EmoExpression::markable_100500163::Intensity=medium|EmoExpression::markable_100500163::EmoExpression=True|num=pl|sup=True|EmoExpression::markable_100500163::Sarcasm=false case=gen|gender=masc|Sentiment::markable_100500159::Sentiment=True|num=pl case=nom|num=sg|Target::markable_100500162::Target=True|Target::markable_100500162::Preferred=true|gender=fem|Sentiment::markable_100500159::Sentiment=True|Target::markable_100500162::Anaphref=empty case=nom|gender=fem|Sentiment::markable_100500159::Sentiment=True|num=sg|Target::markable_100500162::Target=True _
371588304841744384	positive	Haha , das Union es - Wahlprogramm in leichter Sprache. %Link ( via W )	Haha , die Union es - Wahlprogramm in leicht Sprache. %Link ( via W )	NN $, ART NN PPER $( NN APPR ADJA NN XY $( APPR NN $(	5/RE 1/-- 4/NK 1/CJ 11/SB 5/-- 5/APP 7/MNR 10/NK 8/NK 0/-- 13/-- 0/-- 13/NK 14/--	case=nom|EmoExpression::markable_100500158::Polarity=positive|gender=fem|EmoExpression::markable_100500158::Uncertain=false|num=sg|EmoExpression::markable_100500158::Intensity=medium|EmoExpression::markable_100500158::SubjectiveFact=false|EmoExpression::markable_100500158::EmoExpression=True|EmoExpression::markable_100500158::Sarcasm=false _ case=acc|gender=neut|num=sg case=nom|gender=fem|num=sg case=nom|gender=neut|num=sg|pers=3 _ case=acc|gender=neut|num=sg _ *=True|pos=True case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ _ _
352391745343979520	neutral	Lieber Herr Gauck ! Würde die NSA alle ihre " Akten " in Aktenordnern vorhalten , würde sich die Rotationsachse der Erde verschie ...	lieb Herr Gauck ! werden die Nsa alle ihr " Akt|Akte " in Aktenordner vorhalten , werden sich die Rotationsachse die Erde verschie ...	ADJA NN NE $. VAFIN ART NE PIAT PPOSAT $( NN $( APPR NN VVINF $, VAFIN PRF ART NN ART NN NN $.	2/NK 0/-- 2/NK 3/-- 23/MO 7/NK 5/SB 11/NK 11/NK 9/-- 15/OA 11/-- 11/MNR 13/NK 5/OC 15/-- 0/-- 23/OA 20/NK 17/SB 22/NK 20/AG 22/NK 23/--	case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=past|mood=subj case=nom|*=True|num=pl case=nom|*=True|num=pl|pos=True case=nom|*=True|num=pl case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=pl _ _ case=dat|gender=masc|num=pl _ _ pers=3|num=sg|tense=past|mood=subj case=acc|pers=3|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ _
372620683886739456	neutral	Parolen der Schweizer Piraten : 3x Ja am 22. September - Aufhebung Wehrpflicht , Epidemiengesetz & Liberalisierung Öffnungsze ...	Parole die Schweizer Pirat : 3x Ja an 22. September - Aufhebung Wehrpflicht , Epidemiengesetz & Liberalisierung Öffnungsze ...	NN ART ADJA NN $. ADJA NN APPRART ADJA NN $( NN NN $, NN KON NN NN $.	0/-- 4/NK 4/NK 1/AG 4/-- 7/NK 4/AG 7/MNR 10/NK 8/NK 10/-- 13/NK 1/CJ 13/-- 13/CJ 15/CD 16/CJ 13/CJ 18/--	case=nom|gender=fem|num=pl case=gen|gender=fem|num=sg *=True|pos=True case=gen|gender=fem|num=sg _ case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=acc|gender=neut|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _
377001399781195776	positive	Umfrage : NSA - Affäre lässt Vertrauen in die Cloud sinken - %Link Dies ist wohl keine Überraschung !	Umfrage : Nsa - Affäre lassen Vertrauen in die Cloud sinken - %Link dies sein wohl keine Überraschung !	NN $. NE $( NN VVFIN NN APPR ART NE VVINF $( XY PDS VAFIN ADV PIAT NN $.	0/-- 1/-- 1/MO 3/-- 6/SB 1/RS 6/OA 7/MNR 10/NK 8/NK 6/OC 11/-- 0/-- 15/SB 6/CJ 15/MO 18/NK 15/PD 18/--	case=nom|gender=fem|num=sg _ case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|EmoExpression::markable_104010194::Polarity=positive|EmoExpression::markable_104010194::EmoExpression=True|gender=neut|num=sg|EmoExpression::markable_104010194::Uncertain=false|EmoExpression::markable_104010194::Intensity=medium|EmoExpression::markable_104010194::Sarcasm=false|EmoExpression::markable_104010194::SubjectiveFact=false _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ *=True case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _
379665158210990080	neutral	Sehr geehrter Herr Altmaier , sind Sie am Wahlabend in Berlin ? Haben Sie Zeit für eine Schalte ?	sehr geehrter Herr Altmaier , sein Sie an Wahlabend in Berlin ? haben Sie Zeit für eine schalen|schalten ?	ADV ADJA NN NE $, VAFIN PPER APPRART NN APPR NE $. VAFIN PPER NN APPR ART VVFIN $.	2/MO 3/NK 6/PD 3/NK 4/-- 0/-- 6/SB 6/MO 8/NK 9/MNR 10/NK 11/-- 0/-- 13/SB 13/OA 15/MNR 18/NK 16/NK 18/--	_ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _
365213509799251968	negative	Wie heisst die einzige Partei , die gegen die Überwachung ' ' en war ? DIE LINKE ! ... %Link BND VS NSA	wie heißen die einzig Partei , die gegen die Überwachung ' ' en sein ? die links ! ... %Link BND VS Nsa	KOKOM VVFIN ART ADJA NN $, PRELS APPR ART NN $( $( FM VAFIN $. ART ADJA $. $. XY NE NE NE	2/MO 0/-- 5/NK 5/NK 2/SB 5/-- 14/SB 14/MO 10/NK 8/NK 10/-- 11/-- 14/PD 5/RC 14/-- 17/NK 0/-- 17/-- 0/-- 0/-- 23/PNC 23/PNC 0/--	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ EmoExpression::markable_104010195::Polarity=negative|EmoExpression::markable_104010195::Sarcasm=false|EmoExpression::markable_104010195::Uncertain=false|EmoExpression::markable_104010195::Intensity=medium|EmoExpression::markable_104010195::SubjectiveFact=true|EmoExpression::markable_104010195::EmoExpression=True pers=3|num=sg|tense=past|mood=ind _ _ pos=True _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
